"Municipal","County","State","Region","Five_Year_Range","Total_Population","Margin_Error_Total_Population","Male_Pct","Margin_Error_Male","Female_Pct","Margin_Error_Female","Age_under_5_Pct","Margin_Error_under_5_Pct","Age_5_9_Pct","Margin_Error_5_9_Pct","Age_10_14_Pct","Margin_Error_10_14_Pct","Age_15_19_Pct","Margin_Error_15_19_Pct","Age_20_24_Pct","Margin_Error_20_24_Pct","Age_25_34_Pct","Margin_Error_25_34_Pct","Age_35_44_Pct","Margin_Error_35_44_Pct","Age_45_54_Pct","Margin_Error_45_54_Pct","Age_55_59_Pct","Margin_Error_55_59_Pct","Age_60_64_Pct","Margin_Error_60_64_Pct","Age_65_74_Pct","Margin_Error_65_74_Pct","Age_75_84_Pct","Margin_Error_75_84_Pct","Age_over_85_Pct","Margin_Error_85._Pct","White_Pct","Margin_Error_White_Pct","Black_Pct","Margin_Error_Black_Pct","American_Indian_and_Alaska_Native_Pct","Margin_Error_American_Indian_and_Alaska_Native_Pct","Asian_Pct","Margin_Error_Asian_Pct","Hawaiian_and_Other_Pacific_Islander_Pct","Margin_Error_Hawaiian_and_Other_Pacific_Islander_Pct","Others_Pct","Margin_Error_Others_Pct","Hispanic_Pct","Margin_Error_Hispanic_Pct","Not_Hispanic_Pct","Margin_Error_Not_Hispanic_Pct","Age_under_20_Pct_plot","Age_20_34_Pct_plot","Age_35_54_Pct_plot","Age_55_64_Pct_plot","Age_65_74_Pct_plot","Age_over_75_Pct_plot"
NA,"Bristol County","MA","Bristol County","2007-2011",547305,"*****",48.4,"0.1",51.6,"0.1",5.7,"*****",6.2,0.2,6.4,0.2,7.1,0.1,6.6,0.1,11.9,"0.1",14.5,"0.1",15.5,"0.1",6.4,0.2,5.6,0.2,6.9,"0.1",4.8,0.1,2.3,0.1,91.6,0.3,4.5,0.1,0.7,0.1,2.2,0.1,0.1,0.1,3.2,0.2,5.8,"*****",94.2,"*****",25.4,18.5,30,12,6.9,7.1
NA,"Bristol County","MA","Bristol County","2008-2012",548739,"*****",48.4,"0.1",51.6,"0.1",5.7,"*****",6,0.2,6.4,0.2,7,0.1,6.6,0.1,11.9,"0.1",14.1,"0.1",15.6,"0.1",6.4,0.2,5.9,0.2,7.2,"0.1",4.7,0.1,2.4,0.1,91.4,0.2,4.8,0.2,0.8,0.1,2.3,0.1,0.1,0.1,3.1,0.3,6,"*****",94,"*****",25.1,18.5,29.7,12.3,7.2,7.1
"Brockton","Plymouth County","MA","Brockton","2005-2009",93217,"73",48.5,"0.8",51.5,"0.8",7.7,"0.4",7.1,0.5,7.9,0.5,7.3,0.8,6.1,0.4,12.9,"0.8",15.6,"0.7",14.5,"0.6",5.3,0.4,4.7,0.5,5.6,"0.4",3.8,0.4,1.5,0.2,54.7,1.4,35.1,1,1.2,0.4,3.1,0.7,0,0.1,10.1,1.1,9.6,"0.6",90.4,"0.6",30,19,30.1,10,5.6,5.3
"Brockton","Plymouth County","MA","Brockton","2006-2010",93869,"31",47.8,"0.7",52.2,"0.7",7.4,"0.4",6.9,0.5,7,0.5,7.8,0.6,6.9,0.4,13.8,"0.7",13.7,"0.5",15.3,"0.6",5.4,0.4,4.8,0.4,5.6,"0.3",4,0.4,1.5,0.2,53.7,1.3,38.1,1,1.2,0.3,2.8,0.7,0.2,0.2,8.4,1.2,10,"0.6",90,"0.6",29.1,20.7,29,10.2,5.6,5.5
"Brockton","Plymouth County","MA","Brockton","2007-2011",93916,"45",47.9,"0.7",52.1,"0.7",7.4,"0.4",6.9,0.5,6.6,0.5,8.2,0.5,6.8,0.4,13.9,"0.6",13,"0.5",15.2,"0.6",5.6,0.4,4.7,0.5,5.9,"0.4",3.9,0.4,1.9,0.3,53.1,1.5,38.3,1.2,1.1,0.3,2.8,0.6,0.3,0.2,8.4,1,10.3,"0.8",89.7,"0.8",29.1,20.7,28.2,10.3,5.9,5.8
"Brockton","Plymouth County","MA","Brockton","2008-2012",93916,"36",48.1,"0.7",51.9,"0.7",7.4,"0.4",7.1,0.5,6.5,0.5,8.3,0.5,6.9,0.4,13.1,"0.6",12.9,"0.5",15.1,"0.7",6.1,0.5,4.5,0.4,6.2,"0.4",4,0.4,1.9,0.3,52.1,1.3,39.5,1.1,1.1,0.3,2.4,0.4,0.3,0.2,8.6,1.2,10.2,"0.6",89.8,"0.6",29.3,20,28,10.6,6.2,5.9
"Brookfield","Worcester County","MA","Brookfield","2005-2009",3409,"19",46.8,"3.7",53.2,"3.7",3.1,"2.1",4,2.5,7.1,3.3,6.3,2.8,2.3,1.5,14.1,"4.9",12.7,"3.5",16,"3.6",10.4,3.3,8.7,3.5,11.1,"4.2",3,1.8,1.1,0.9,98.9,1.1,0.5,0.6,0.1,0.3,0.5,0.7,0,1.1,0.3,0.5,0,"1.1",100,"1.1",20.5,16.4,28.7,19.1,11.1,4.1
"Brookfield","Worcester County","MA","Brookfield","2006-2010",3342,"24",48.2,"3.6",51.8,"3.6",4.4,"1.8",4.5,2.3,7.2,3.1,5.5,3.1,2.2,1.3,12.5,"4.1",12.6,"3.4",16.6,"4.1",7.2,2.5,9.2,2.9,12.4,"4.4",4.4,1.6,1.3,1,99,0.9,0.6,0.6,0.2,0.4,0.4,0.6,0,1.1,0.2,0.4,0,"1.1",100,"1.1",21.6,14.7,29.2,16.4,12.4,5.7
"Brookfield","Worcester County","MA","Brookfield","2007-2011",3363,"17",48.9,"3.9",51.1,"3.9",5.6,"2.6",6.3,2.8,6.1,2.8,5.4,3.2,1.4,0.9,12.9,"3.7",14.4,"3.2",14.1,"3.8",8.4,2.5,8.2,2.4,11,"3.4",5.4,1.6,0.8,0.7,99.8,0.4,0.3,0.5,0.3,0.5,0,1.1,0,1.1,0.2,0.4,0.1,"0.1",99.9,"0.1",23.4,14.3,28.5,16.6,11,6.2
"Brookfield","Worcester County","MA","Brookfield","2008-2012",3378,"18",49.2,"3.6",50.8,"3.6",5.5,"2.1",6.3,2.8,7.5,2.9,6.2,2.9,2,1.2,10.7,"3.2",16.4,"3.4",13.1,"3.6",7.8,2.6,8,2.7,10.3,"3.2",5.1,1.6,1.1,0.8,99.3,0.6,0.2,0.4,0.1,0.2,0.8,1.3,0,1,0.3,0.4,0.1,"0.1",99.9,"0.1",25.5,12.7,29.5,15.8,10.3,6.2
"Brookline","Norfolk County","MA","Brookline","2005-2009",56166,"42",45.6,"1.3",54.4,"1.3",5.6,"0.7",4.9,0.6,4.6,0.6,5,0.9,10.1,1.3,19.6,"1.2",13.4,"1",12,"0.8",6.9,0.7,5.7,0.6,6.5,"0.7",3.8,0.5,2.1,0.4,81,1.5,2.9,0.7,0.4,0.2,15.4,1.3,0,0.1,2.6,0.8,5.1,"0.9",94.9,"0.9",20.1,29.7,25.4,12.6,6.5,5.9
"Brookline","Norfolk County","MA","Brookline","2006-2010",57953,"107",45.7,"1",54.3,"1",5.5,"0.7",5.3,0.6,4.8,0.5,4.8,0.6,10.5,1,19.4,"1.3",13,"0.9",11.7,"0.8",6.6,0.7,5.8,0.6,6.4,"0.7",4.2,0.5,2,0.4,79.3,1.8,3.1,0.6,0.3,0.1,16.5,1.7,0,0.1,3.1,1,5.9,"1.1",94.1,"1.1",20.4,29.9,24.7,12.4,6.4,6.2
"Brookline","Norfolk County","MA","Brookline","2007-2011",58371,"60",45,"1.1",55,"1.1",5.2,"0.6",5.5,0.8,5.1,0.7,5.6,0.6,9.4,1.1,18.3,"1.2",13.1,"0.8",11.9,"0.8",6.7,0.8,6,0.7,6.7,"0.6",4.4,0.7,2.1,0.4,79.5,1.9,2.4,0.7,0.4,0.2,17.5,1.9,0,0.1,2.5,1,6.2,"1.1",93.8,"1.1",21.4,27.7,25,12.7,6.7,6.5
"Brookline","Norfolk County","MA","Brookline","2008-2012",58634,"45",43.6,"1.3",56.4,"1.3",5.1,"0.6",5.6,0.8,4.6,0.6,5.5,0.7,10.4,1.2,19,"1.4",12.6,"0.9",11.6,"1",6,0.6,5.8,0.7,7,"0.7",4.4,0.6,2.4,0.4,78.2,1.7,2.9,0.6,0.4,0.2,18.1,1.6,0,0.1,2.4,1,5.5,"1.2",94.5,"1.2",20.8,29.4,24.2,11.8,7,6.8
"Buckland","Franklin County","MA","Buckland","2005-2009",2127,"314",48.9,"2.9",51.1,"2.9",3.8,"1.9",6.4,2.3,7.6,3.1,5.3,2.6,4.8,2,9.6,"3.6",12.3,"3.3",17,"4.2",7,2.4,4.9,2.3,11.1,"3.1",8.2,2.1,2,1.3,98.2,1.8,1,1.1,0,1.7,0.8,0.7,0,1.7,0.2,0.3,1.9,"2",98.1,"2",23.1,14.4,29.3,11.9,11.1,10.2
"Buckland","Franklin County","MA","Buckland","2006-2010",2068,"258",49.3,"3.6",50.7,"3.6",3.6,"1.9",5.8,2.2,8,3.6,5.5,2.9,5.4,2.5,8,"3.8",13.2,"3.3",16.9,"5.4",6.6,2.7,6.2,2.4,10.9,"3.3",7.4,2.5,2.5,1.5,98.5,1.6,0.8,1,0,1.8,0.5,0.6,0,1.8,0.2,0.4,1.8,"2.3",98.2,"2.3",22.9,13.4,30.1,12.8,10.9,9.9
"Buckland","Franklin County","MA","Buckland","2007-2011",2297,"298",48.3,"2.9",51.7,"2.9",4.9,"2.1",6.2,2.2,8.7,2.9,5.1,2,4.4,2.2,12.2,"4.6",13.1,"3.6",17.7,"4.1",4.2,2,5.4,2.2,10.1,"3.2",5.4,2.2,2.4,1.6,99,1.3,0.4,0.7,0,1.6,0.6,0.8,0,1.6,0,1.6,0.6,"0.7",99.4,"0.7",24.9,16.6,30.8,9.6,10.1,7.8
"Buckland","Franklin County","MA","Buckland","2008-2012",2110,"249",48.2,"3.3",51.8,"3.3",5.2,"2.1",6.1,2.4,5.9,2.3,5.3,2,4.5,2.1,11.7,"3.5",11.1,"3.1",18.6,"3.7",6.3,2.7,7.3,2.3,9.8,"3.1",5.5,2.7,2.7,1.6,99.7,0.4,0,1.6,0,1.6,0.3,0.4,0,1.6,0,1.6,0.1,"0.3",99.9,"0.3",22.5,16.2,29.7,13.6,9.8,8.2
"Burlington","Middlesex County","MA","Burlington","2005-2009",24983,"24",47.7,"1.4",52.3,"1.4",6,"1.1",7.7,0.9,6.1,1,4.7,1,5.1,1.1,13.6,"1.4",15.6,"1.4",14.4,"1.3",6,1.1,4.9,0.8,8.5,"1",5.6,0.8,1.7,0.5,83,2.2,2.8,1.4,0.4,0.3,13.5,1.9,0,0.1,1.4,0.9,2.1,"1.1",97.9,"1.1",24.5,18.7,30,10.9,8.5,7.3
"Burlington","Middlesex County","MA","Burlington","2006-2010",23926,"26",47.5,"1.8",52.5,"1.8",5.4,"1.1",7.3,1,6.5,1,4.6,1,5,1.1,13,"1.7",15.1,"1.6",14.2,"1.4",6.2,1.1,5.6,0.7,9.4,"1.1",5.7,1,1.9,0.5,83.1,2.3,2.7,1.1,0.4,0.4,14.2,2,0,0.2,1,0.9,3,"1.2",97,"1.2",23.8,18,29.3,11.8,9.4,7.6
"Burlington","Middlesex County","MA","Burlington","2007-2011",24207,"27",48,"1.5",52,"1.5",5.1,"0.9",7.1,1.2,7.1,1,5,0.8,5.1,1.1,12.9,"2",14.8,"1.3",14,"1.3",6.4,1,5.7,1,9,"1.1",6.3,0.9,1.5,0.5,83.9,2.3,2.3,1.2,0.4,0.4,13.9,1.9,0,0.2,1,0.8,2.9,"1.3",97.1,"1.3",24.3,18,28.8,12.1,9,7.8
"Burlington","Middlesex County","MA","Burlington","2008-2012",24575,"42",48.2,"1.6",51.8,"1.6",5.1,"1",6.8,1,6.1,0.8,5.7,1.1,4.6,1.2,13.4,"1.9",14.8,"1.3",14.6,"1.2",6.9,1.1,5,1,8.2,"1.3",6.8,1.1,1.9,0.6,81.3,2.4,3.6,1.7,0.2,0.2,16.4,2.1,0,0.1,0.8,0.8,2.2,"1.3",97.8,"1.3",23.7,18,29.4,11.9,8.2,8.7
"Cambridge","Middlesex County","MA","Cambridge","2005-2009",106255,"80",49.6,"0.9",50.4,"0.9",4.9,"0.5",3.5,0.3,3,0.4,6.4,0.8,11.4,0.8,27.6,"1.1",12.5,"0.8",11.1,"0.6",5,0.4,4.5,0.4,5,"0.4",3.3,0.3,1.8,0.3,72.5,1.3,12.6,1,0.9,0.3,13.5,0.8,0.2,0.2,3.3,0.6,7.4,"0.8",92.6,"0.8",17.8,39,23.6,9.5,5,5.1
"Cambridge","Middlesex County","MA","Cambridge","2006-2010",103506,"49",49,"0.8",51,"0.8",4.7,"0.4",3.4,0.4,3,0.5,6.5,0.9,11.9,1,27.6,"1",12.4,"0.8",10.4,"0.6",4.8,0.4,4.6,0.4,5.2,"0.3",3.4,0.4,2,0.4,71,1.3,13.5,0.8,0.8,0.2,15,1.1,0.1,0.1,3.1,0.5,7.4,"0.8",92.6,"0.8",17.6,39.5,22.8,9.4,5.2,5.4
"Cambridge","Middlesex County","MA","Cambridge","2007-2011",104322,"38",48.6,"1",51.4,"1",4.7,"0.4",3.4,0.4,3.2,0.4,6.3,0.6,12.9,1.2,27.6,"1",12.3,"0.7",10,"0.6",4.8,0.5,4.7,0.4,5.2,"0.4",3.1,0.4,1.8,0.3,71.2,1.5,13.4,1,0.9,0.3,15.2,1,0.2,0.1,3.1,0.6,7.2,"0.8",92.8,"0.8",17.6,40.5,22.3,9.5,5.2,4.9
"Cambridge","Middlesex County","MA","Cambridge","2008-2012",105026,"43",48.5,"0.8",51.5,"0.8",4.5,"0.4",3.3,0.3,2.8,0.4,7,0.7,13.4,0.9,27.4,"1.1",11.8,"0.6",9.6,"0.6",4.5,0.4,4.9,0.4,5.8,"0.4",3.1,0.3,1.8,0.3,72.6,1.1,12.7,0.9,1,0.3,15,1,0.1,0.1,3,0.5,7.3,"0.9",92.7,"0.9",17.6,40.8,21.4,9.4,5.8,4.9
"Canton","Norfolk County","MA","Canton","2005-2009",21865,"46",47.4,"1.8",52.6,"1.8",7.3,"1.4",6.4,1.1,6.1,1,6.3,1.1,5.2,1.2,9.9,"1.6",15.3,"1.6",13.7,"1.6",7.8,1.3,5.2,1.3,7.2,"1",5.3,0.8,4.4,3.1,88,2.7,7,2.2,0.3,0.2,5.1,1.5,0,0.2,0.7,0.6,2.4,"1.2",97.6,"1.2",26.1,15.1,29,13,7.2,9.7
"Canton","Norfolk County","MA","Canton","2006-2010",21246,"28",46.8,"1.9",53.2,"1.9",7.5,"1.2",6.4,1,6.1,1,6.1,1.2,3.9,0.9,12,"2.1",14,"1.7",13.6,"1.6",7.6,1.2,5.1,1,7.8,"1.1",5.1,0.9,4.9,1.9,87.7,2.3,7.5,1.9,0.3,0.2,5.2,1.5,0,0.2,0.7,0.6,1.7,"0.9",98.3,"0.9",26.1,15.9,27.6,12.7,7.8,10
"Canton","Norfolk County","MA","Canton","2007-2011",21408,"37",47.9,"1.5",52.1,"1.5",7.1,"1.3",6.4,1.1,6.6,1.2,6,1.2,3.2,0.8,11.6,"2",15.5,"1.4",13.9,"1.5",7.9,1.2,6.3,1.3,7.8,"0.9",4.9,0.8,2.8,0.7,87.9,1.9,7.7,2.3,0.4,0.3,4.9,1.3,0,0.2,0.6,0.5,2,"0.8",98,"0.8",26.1,14.8,29.4,14.2,7.8,7.7
"Canton","Norfolk County","MA","Canton","2008-2012",21596,"33",47.1,"1.7",52.9,"1.7",6.8,"1.1",7.2,1.2,6.3,1.2,6.1,1.1,3.2,0.7,11,"1.8",15.5,"1.4",13.7,"1.7",7,1.2,7.1,1.1,8.6,"1",5,0.9,2.6,0.6,87.8,1.8,8.3,2,0.4,0.4,4.8,1.2,0,0.2,0.6,0.6,1.8,"0.8",98.2,"0.8",26.4,14.2,29.2,14.1,8.6,7.6
"Carlisle","Middlesex County","MA","Carlisle","2005-2009",4817,"28",49.4,"2.8",50.6,"2.8",4.2,"1.6",7.1,2,13.1,3.2,7.5,2.1,3.3,1.5,1.9,"1.1",14.3,"2.2",23.4,"2.7",6.5,2,8.1,2.3,7.2,"2",3.4,1.7,0,0.8,92,3.3,0.6,0.7,0,0.8,9.7,3.8,0,0.8,0,0.8,1.6,"1.3",98.4,"1.3",31.9,5.2,37.7,14.6,7.2,3.4
"Carlisle","Middlesex County","MA","Carlisle","2006-2010",4766,"26",49.4,"3.3",50.6,"3.3",3.3,"1.8",8.4,2.4,13.3,3,6.9,2.1,2.6,1.1,2.8,"1.2",13.5,"2.1",22.5,"2.7",7.4,1.8,8.1,2.2,7.1,"1.9",4.3,1.7,0,0.8,91,3.2,0.8,0.7,0,0.8,11,4.3,0,0.8,0,0.8,1.4,"1.1",98.6,"1.1",31.9,5.4,36,15.5,7.1,4.3
"Carlisle","Middlesex County","MA","Carlisle","2007-2011",4814,"16",48.3,"2.7",51.7,"2.7",3.3,"1.7",8.2,2,12.1,3,8.6,2.1,2,1,3.3,"1.4",13.4,"1.9",21.9,"2.9",6.8,1.9,8.9,2.1,7.4,"2.1",3.9,1.7,0.1,0.2,91.4,3,0.7,0.7,0,0.8,10.2,3.6,0,0.8,0.2,0.4,1.5,"1.3",98.5,"1.3",32.2,5.3,35.3,15.7,7.4,4
"Carlisle","Middlesex County","MA","Carlisle","2008-2012",4870,"18",47.7,"2.1",52.3,"2.1",2.2,"1",7.6,2.3,8.8,2.2,5.9,1.8,2.5,1.1,2.9,"1.4",12,"2.4",21.6,"3.1",10.7,2.5,12.1,3.7,8.9,"2.6",4.6,1.9,0.4,0.4,90.3,2.6,1.4,1.3,0.6,0.9,10,2.9,0,0.7,1.3,1.8,1.3,"1.1",98.7,"1.1",24.5,5.4,33.6,22.8,8.9,5
"Carver","Plymouth County","MA","Carver","2005-2009",11806,"22",48.2,"2.1",51.8,"2.1",3.6,"1.1",6.5,1.3,8.5,1.4,8.2,1.8,4.6,1.1,7.9,"1.9",17.6,"1.9",16.1,"1.8",7.1,1.9,5.9,1.7,6.1,"1.5",6.4,1.3,1.4,0.6,96.2,1.8,2.6,1.5,0.8,0.6,0.2,0.3,0,0.3,1.5,0.8,1.2,"0.8",98.8,"0.8",26.8,12.5,33.7,13,6.1,7.8
"Carver","Plymouth County","MA","Carver","2006-2010",11447,"33",47.5,"2.1",52.5,"2.1",3.6,"1.1",5.9,1.2,8.4,1.6,7.5,1.7,4.2,1.3,8.9,"2",17,"2.1",15.9,"2.1",6.8,1.6,7.4,1.7,6.3,"1.7",6.6,1.7,1.7,0.7,96.8,1.6,1.8,1.2,1,0.6,0.4,0.4,0,0.3,1.8,1.1,1.2,"0.8",98.8,"0.8",25.4,13.1,32.9,14.2,6.3,8.3
"Carver","Plymouth County","MA","Carver","2007-2011",11481,"23",47.5,"2.1",52.5,"2.1",3.7,"1.5",6.6,1.9,8.3,1.7,7.9,1.7,4.7,1.4,8.8,"1.9",15.3,"1.6",16.3,"2.6",6.6,1.7,8.1,1.8,6.2,"1.5",5.9,1.5,1.7,0.8,97.1,1.4,1.8,1,0.3,0.4,0,0.3,0,0.3,1.7,1.2,1.4,"1.1",98.6,"1.1",26.5,13.5,31.6,14.7,6.2,7.6
"Carver","Plymouth County","MA","Carver","2008-2012",11497,"21",47.4,"2.6",52.6,"2.6",3.9,"1.2",6.5,1.8,8.9,1.8,8.3,2.1,4.8,1.5,7.8,"1.7",16.2,"1.7",14.6,"2.1",6.1,1.5,7.7,1.8,7.5,"1.7",5.6,1.3,2.2,0.9,97.3,1.4,1.4,0.9,0.8,0.6,1,1.1,0,0.3,1.1,0.9,1.1,"0.9",98.9,"0.9",27.6,12.6,30.8,13.8,7.5,7.8
"Charlemont","Franklin County","MA","Charlemont","2005-2009",1134,"126",50,"3.2",50,"3.2",5.5,"3.4",4.1,1.9,1.9,1.1,5.1,2,7.7,2.8,14.6,"5.6",9.4,"2.7",19.4,"4.7",8.5,3.4,7.4,3.1,10.4,"2.6",4.1,2.1,1.9,1.1,95.1,3.2,2.6,1.9,0.4,0.5,1.6,2.2,0,3.2,0.8,1,0.9,"1.1",99.1,"1.1",16.6,22.3,28.8,15.9,10.4,6
"Charlemont","Franklin County","MA","Charlemont","2006-2010",1199,"127",49.1,"3.7",50.9,"3.7",3.8,"1.9",4.6,1.8,3.4,1.5,4.8,2.4,7.8,2.8,10.4,"3.7",10.2,"3.1",20.3,"5",8.8,2.3,7.7,2.8,11.4,"3.2",4.8,2.3,2.1,1.1,96.1,2.9,2.7,2.1,0.3,0.4,1.3,1.5,0,3.1,0.7,1.1,1.4,"1.3",98.6,"1.3",16.6,18.2,30.5,16.5,11.4,6.9
"Charlemont","Franklin County","MA","Charlemont","2007-2011",1160,"144",48,"4.4",52,"4.4",4.4,"2.3",5.2,1.9,4.9,1.9,4.1,2.2,8.1,4.5,10.3,"3.7",9.7,"2.8",16,"3.9",8.4,2.7,8.8,2.3,13.2,"3.2",4.8,1.8,2.2,1.1,95.3,3,2.8,1.9,0.3,0.5,2.3,1.7,0,3.2,0.7,0.7,1.6,"1",98.4,"1",18.6,18.4,25.7,17.2,13.2,7
"Charlemont","Franklin County","MA","Charlemont","2008-2012",1292,"147",47.8,"4",52.2,"4",6.3,"2.5",4.7,1.8,4.9,2.1,3.6,1.8,7.8,3.6,11.1,"4.1",8,"2.7",16.7,"3.8",7.8,2.3,9.4,3,12.4,"3.2",5.2,2.1,2.2,1,96.4,2.7,2.2,2,0.3,0.4,2.1,1.5,0,2.7,0.2,0.3,1,"0.9",99,"0.9",19.5,18.9,24.7,17.2,12.4,7.4
"Charlton","Worcester County","MA","Charlton","2005-2009",12596,"26",50.4,"2",49.6,"2",6.8,"1.5",7,1.3,9.1,1.7,7,1.6,5.3,1.5,6.6,"1.8",19.4,"2",16.9,"2.2",6,1.5,5.5,1.5,5.3,"1.3",3.3,1.1,1.8,0.9,98.9,1,0.2,0.3,0,0.3,0.6,0.6,0,0.3,1.1,1.1,3.9,"1.9",96.1,"1.9",29.9,11.9,36.3,11.5,5.3,5.1
"Charlton","Worcester County","MA","Charlton","2006-2010",12708,"22",49.9,"2",50.1,"2",7.3,"1.8",6.7,1.4,9.6,1.6,6.7,1.6,4.5,1.3,6.9,"1.8",19.1,"2",17.2,"2",6.1,1.4,5.4,1.3,6.3,"1.4",2.7,0.8,1.4,0.6,98.2,1.3,0.3,0.4,0.1,0.1,0.7,0.6,0,0.3,1.5,1.4,4.7,"2.6",95.3,"2.6",30.3,11.4,36.3,11.5,6.3,4.1
"Charlton","Worcester County","MA","Charlton","2007-2011",12827,"22",50.9,"2.1",49.1,"2.1",6.5,"1.8",7.5,1.4,9.7,1.4,6.6,1.2,5.1,1.6,8.5,"2.1",17.3,"1.8",17.6,"2",6.6,1.3,4.2,1.2,6,"1.3",2.7,0.7,1.8,0.8,98.5,1.2,0.1,0.2,0.1,0.2,0.7,0.6,0,0.3,1.5,1.3,3.9,"1.7",96.1,"1.7",30.3,13.6,34.9,10.8,6,4.5
"Charlton","Worcester County","MA","Charlton","2008-2012",12947,"26",50.7,"1.9",49.3,"1.9",6.1,"1.9",6,1.4,9.7,1.5,6.8,1.4,5.4,1.3,8.2,"2.1",15.7,"1.6",18.3,"2",6.8,1.4,5.4,1.3,6.1,"1.2",3,0.8,2.5,0.9,98.6,1.1,0.2,0.2,0.1,0.1,0.8,0.7,0,0.3,1.6,1.2,3.6,"2",96.4,"2",28.6,13.6,34,12.2,6.1,5.5
"Chatham","Barnstable County","MA","Chatham","2005-2009",6761,"30",49.6,"3.8",50.4,"3.8",2.6,"1.4",1.9,0.7,6.5,4.2,3.7,2,4.2,1.5,5.9,"2.5",8.8,"1.8",12.6,"2.6",7.8,1.9,9.7,2.9,21.2,"3.4",10.1,2,5,2.8,95.2,3,4.1,3,0.5,0.6,0.9,0.6,0,0.6,0,0.6,1,"1",99,"1",14.7,10.1,21.4,17.5,21.2,15.1
"Chatham","Barnstable County","MA","Chatham","2006-2010",6221,"35",48.1,"3.4",51.9,"3.4",1.4,"0.9",2.7,1,7.3,2.7,3.9,1.7,3.7,1.3,6.2,"2.5",7.1,"1.7",13.7,"2.6",9.4,2.1,9.5,2.3,20.1,"2.8",10,2.4,5.1,2.4,93.2,3.8,6.1,3.9,0.6,0.6,1.2,0.9,0,0.6,0,0.6,1.1,"1.1",98.9,"1.1",15.3,9.9,20.8,18.9,20.1,15.1
"Chatham","Barnstable County","MA","Chatham","2007-2011",6177,"22",47.9,"2.5",52.1,"2.5",1.8,"1.2",2.7,1,6.4,1.6,4.4,1.2,3.9,1.5,4.4,"1.6",7.1,"1.7",14.5,"2.7",10.9,2.3,8.8,2,19,"3",11.4,2.4,4.7,2,93.8,3.6,5.2,3.5,0.5,0.5,1.1,0.7,0,0.6,0.5,0.5,1.3,"1.2",98.7,"1.2",15.3,8.3,21.6,19.7,19,16.1
"Chatham","Barnstable County","MA","Chatham","2008-2012",6164,"39",48.6,"2.6",51.4,"2.6",1.8,"1.1",2.5,1,6.1,1.4,4.8,1.5,4.4,1.4,3.8,"1.5",6.1,"1.9",14.9,"2.9",11,2.3,8.2,1.9,18.1,"3.1",13.4,2.6,5,2,92.6,3.6,6.9,3.5,0.2,0.4,0.9,0.8,0,0.6,0.3,0.5,0.5,"0.5",99.5,"0.5",15.2,8.2,21,19.2,18.1,18.4
"Chelmsford","Middlesex County","MA","Chelmsford","2005-2009",33655,"59",48.4,"1.1",51.6,"1.1",6.2,"0.8",6.4,0.8,7.6,0.8,6,0.8,4.3,0.8,8.6,"1.1",16.9,"1",17.8,"1.3",6.5,0.9,5.5,0.8,7.8,"0.8",4.8,0.7,1.6,0.6,90.9,1.8,0.7,0.5,0.3,0.2,7.1,0.8,0.1,0.2,2,1.9,2.9,"1.9",97.1,"1.9",26.2,12.9,34.7,12,7.8,6.4
"Chelmsford","Middlesex County","MA","Chelmsford","2006-2010",33368,"28",48.1,"1.2",51.9,"1.2",5.4,"0.9",6.3,0.8,7.9,1,5.2,0.9,4.3,0.6,9.3,"1.1",15.8,"1.1",18,"1.3",6.8,1,5.7,0.8,8.4,"0.8",4.9,0.7,2,0.5,91,1.7,0.5,0.5,0.4,0.2,7.1,1.2,0.1,0.2,1.8,1.6,3.1,"1.7",96.9,"1.7",24.8,13.6,33.8,12.5,8.4,6.9
"Chelmsford","Middlesex County","MA","Chelmsford","2007-2011",33610,"25",48.5,"1.2",51.5,"1.2",5.5,"0.8",6.4,0.8,7.8,0.8,5,0.7,4.6,0.7,9.1,"1.1",14.9,"1.1",18.6,"1.3",6.7,0.9,5.6,0.8,8.6,"0.9",5,0.8,2.3,0.5,90.8,1.9,0.6,0.5,0.4,0.3,6.8,1,0,0.1,2.3,1.7,3.3,"1.7",96.7,"1.7",24.7,13.7,33.5,12.3,8.6,7.3
"Chelmsford","Middlesex County","MA","Chelmsford","2008-2012",33931,"33",48.7,"1.1",51.3,"1.1",5.8,"0.7",6.4,0.8,7.5,0.8,5.2,0.7,4.2,0.6,9.8,"1.2",14.4,"1",18.4,"1.2",7.1,1,5.1,0.8,8.8,"0.8",5,0.8,2.3,0.5,90.1,1.9,0.4,0.3,0.4,0.3,7.6,1.3,0,0.1,2.5,2,3.7,"2",96.3,"2",24.9,14,32.8,12.2,8.8,7.3
"Chelsea","Suffolk County","MA","Chelsea","2005-2009",36166,"38",47.4,"1.6",52.6,"1.6",9.5,"1.3",7,1.2,6.5,1.1,5.7,1.1,7.1,1.2,18.5,"2.1",17,"1.4",10.3,"1.2",3.7,0.7,3.6,0.9,5.4,"0.9",3.5,0.7,2.2,0.7,80.1,2.7,27,3.2,0.6,0.6,2.3,1.1,0,0.1,12.1,2.3,57.8,"2.9",42.2,"2.9",28.7,25.6,27.3,7.3,5.4,5.7
