"Municipal","County","State","Region","Five_Year_Range","Total_Population","Margin_Error_Total_Population","Male_Pct","Margin_Error_Male","Female_Pct","Margin_Error_Female","Age_under_5_Pct","Margin_Error_under_5_Pct","Age_5_9_Pct","Margin_Error_5_9_Pct","Age_10_14_Pct","Margin_Error_10_14_Pct","Age_15_19_Pct","Margin_Error_15_19_Pct","Age_20_24_Pct","Margin_Error_20_24_Pct","Age_25_34_Pct","Margin_Error_25_34_Pct","Age_35_44_Pct","Margin_Error_35_44_Pct","Age_45_54_Pct","Margin_Error_45_54_Pct","Age_55_59_Pct","Margin_Error_55_59_Pct","Age_60_64_Pct","Margin_Error_60_64_Pct","Age_65_74_Pct","Margin_Error_65_74_Pct","Age_75_84_Pct","Margin_Error_75_84_Pct","Age_over_85_Pct","Margin_Error_85._Pct","White_Pct","Margin_Error_White_Pct","Black_Pct","Margin_Error_Black_Pct","American_Indian_and_Alaska_Native_Pct","Margin_Error_American_Indian_and_Alaska_Native_Pct","Asian_Pct","Margin_Error_Asian_Pct","Hawaiian_and_Other_Pacific_Islander_Pct","Margin_Error_Hawaiian_and_Other_Pacific_Islander_Pct","Others_Pct","Margin_Error_Others_Pct","Hispanic_Pct","Margin_Error_Hispanic_Pct","Not_Hispanic_Pct","Margin_Error_Not_Hispanic_Pct","Age_under_20_Pct_plot","Age_20_34_Pct_plot","Age_35_54_Pct_plot","Age_55_64_Pct_plot","Age_65_74_Pct_plot","Age_over_75_Pct_plot"
NA,NA,NA,"United States","2005-2009",301461533,"*****",49.3,"0.1",50.7,"0.1",6.9,"0.1",6.6,0.1,6.8,0.1,7.1,0.1,7,0.1,13.4,"0.1",14.2,"0.1",14.5,"0.1",6,0.1,4.8,0.1,6.5,"0.1",4.4,0.1,1.7,0.1,76.4,0.1,13.2,0.1,1.5,0.1,5,0.1,0.3,0.1,6.1,0.1,15.1,"0.1",84.9,"0.1",27.4,20.4,28.7,10.8,6.5,6.1
NA,NA,NA,"United States","2006-2010",303965272,"*****",49.1,"0.1",50.9,"0.1",6.6,"0.1",6.6,0.1,6.8,0.1,7.3,0.1,7,0.1,13.2,"0.1",13.9,"0.1",14.6,"0.1",6.2,0.1,5.1,0.1,6.7,"0.1",4.3,0.1,1.7,0.1,76.1,0.1,13.4,0.1,1.6,0.1,5.3,0.1,0.3,0.1,6,0.1,15.7,"0.1",84.3,"0.1",27.3,20.2,28.5,11.3,6.7,6
NA,NA,NA,"United States","2007-2011",306603772,"*****",49.2,"0.1",50.8,"0.1",6.6,"0.1",6.6,0.1,6.7,0.1,7.2,0.1,7,0.1,13.3,"0.1",13.6,"0.1",14.5,"0.1",6.3,0.1,5.3,0.1,6.9,"0.1",4.3,0.1,1.7,0.1,76.3,0.1,13.5,0.1,1.6,0.1,5.5,0.1,0.3,0.1,5.6,0.1,16.1,"0.1",83.9,"0.1",27.1,20.3,28.1,11.6,6.9,6
NA,NA,NA,"United States","2008-2012",309138711,"*****",49.2,"0.1",50.8,"0.1",6.5,"0.1",6.6,0.1,6.7,0.1,7.1,0.1,7,0.1,13.3,"0.1",13.3,"0.1",14.4,"0.1",6.4,0.1,5.5,0.1,7.1,"0.1",4.3,0.1,1.8,0.1,76.5,0.1,13.6,0.1,1.6,0.1,5.6,0.1,0.4,0.1,5.3,0.1,16.4,"0.1",83.6,"0.1",26.9,20.3,27.7,11.9,7.1,6.1
NA,NA,"MA","MA","2005-2009",6511176,"*****",48.5,"0.1",51.5,"0.1",5.9,"0.1",6,0.1,6.3,0.1,7.2,0.1,6.8,0.1,12.9,"0.1",15,"0.1",15.3,"0.1",6.3,0.1,5,0.1,6.5,"0.1",4.7,0.1,2.1,0.1,84.4,0.1,7.1,0.1,0.6,0.1,5.2,0.1,0.1,0.1,4.6,0.1,8.3,"0.1",91.7,"0.1",25.4,19.7,30.3,11.3,6.5,6.8
NA,NA,"MA","MA","2006-2010",6477096,"*****",48.4,"0.1",51.6,"0.1",5.7,"0.1",6,0.1,6.3,0.1,7.2,0.1,7.1,0.1,12.8,"0.1",14.4,"0.1",15.3,"0.1",6.4,0.1,5.3,0.1,6.6,"0.1",4.8,0.1,2.1,0.1,83.6,0.1,7.7,0.1,0.6,0.1,5.7,0.1,0.1,0.1,4.6,0.1,9,"0.1",91,"0.1",25.2,19.9,29.7,11.7,6.6,6.9
NA,NA,"MA","MA","2007-2011",6512227,"*****",48.4,"0.1",51.6,"0.1",5.6,"0.1",6,0.1,6.2,0.1,7.2,0.1,7.1,0.1,12.9,"0.1",14,"0.1",15.4,"0.1",6.5,0.1,5.5,0.1,6.8,"0.1",4.7,0.1,2.2,0.1,83.4,0.1,7.9,0.1,0.6,0.1,5.9,0.1,0.1,0.1,4.6,0.1,9.3,"0.1",90.7,"0.1",25,20,29.4,12,6.8,6.9
NA,NA,"MA","MA","2008-2012",6560595,"*****",48.4,"0.1",51.6,"0.1",5.6,"0.1",5.9,0.1,6.1,0.1,7.1,0.1,7.2,0.1,13,"0.1",13.6,"0.1",15.3,"0.1",6.6,0.1,5.7,0.1,7.1,"0.1",4.6,0.1,2.2,0.1,83.2,0.1,8.2,0.1,0.7,0.1,6,0.1,0.1,0.1,4.5,0.1,9.6,"0.1",90.4,"0.1",24.7,20.2,28.9,12.3,7.1,6.8
"Abington","Plymouth County","MA","Abington","2005-2009",16399,"36",49.7,"1.8",50.3,"1.8",6.2,"1.5",4.5,0.9,8.1,1.6,6.3,1.2,5.8,2,12.7,"3.3",14.9,"2.1",17.1,"1.5",5.7,1.4,5.7,1.2,8.4,"1.3",2.8,0.9,1.8,0.8,95.9,2.2,2.3,2.1,0,0.2,1.7,0.9,0,0.2,0.4,0.3,1,"0.9",99,"0.9",25.1,18.5,32,11.4,8.4,4.6
"Abington","Plymouth County","MA","Abington","2006-2010",15704,"46",48.8,"1.8",51.2,"1.8",6.5,"1.6",4.3,1.1,8.4,1.4,6.8,1.4,4.9,1.8,11.6,"2.5",16,"1.8",16.8,"2.1",5.6,1.2,6.8,1.4,7.5,"1",2.9,0.7,2.1,0.7,95.7,2.3,2,2,0,0.2,2.4,1.3,0,0.2,0.2,0.3,1.1,"1",98.9,"1",26,16.5,32.8,12.4,7.5,5
"Abington","Plymouth County","MA","Abington","2007-2011",15841,"21",49,"2.2",51,"2.2",6.4,"1.5",5.8,1.1,7.5,1.3,5.9,1.4,5,1.8,11.4,"2.2",17.3,"2.4",15.5,"2.1",6.2,1.4,7.4,1.7,7.2,"1.1",2.3,0.6,1.9,0.7,95.8,2.1,1.6,1.6,0.2,0.3,2.6,1.5,0,0.2,0.4,0.4,1.8,"1.9",98.2,"1.9",25.6,16.4,32.8,13.6,7.2,4.2
"Abington","Plymouth County","MA","Abington","2008-2012",15930,"27",47.2,"1.9",52.8,"1.9",6.6,"1.6",5.6,1.4,7,1.4,6.9,1.5,4.9,1.6,11.9,"2.2",15.7,"1.7",15.1,"1.8",6.7,1.4,7,1.3,8.1,"1.1",2.6,0.7,2,0.6,94.7,2.1,2.5,1.8,0.2,0.3,2.5,1.4,0,0.2,0.6,0.5,1.7,"1.3",98.3,"1.3",26.1,16.8,30.8,13.7,8.1,4.6
"Acton","Middlesex County","MA","Acton","2005-2009",20777,"38",49.6,"1.4",50.4,"1.4",6.9,"1.3",7.7,0.9,10.9,1.2,7.2,1.2,3.1,0.8,6.9,"1.4",19.8,"1.8",18.4,"1.6",5.9,1.1,4.2,0.8,5.2,"0.8",2.8,0.6,1.2,0.5,81.4,2.5,1.8,0.8,0.6,0.4,16.7,2.4,0.2,0.3,1.5,0.8,1.7,"0.8",98.3,"0.8",32.7,10,38.2,10.1,5.2,4
"Acton","Middlesex County","MA","Acton","2006-2010",21376,"35",49.5,"1.3",50.5,"1.3",5.7,"1.1",7.6,0.9,10.7,1.3,7.7,1.1,3.2,0.7,7.7,"1.7",17.3,"1.4",18.8,"1.3",6.2,0.8,4.9,1.1,6.2,"0.8",2.6,0.6,1.4,0.5,79.1,2.1,2.1,1,0.6,0.4,19.5,2,0.2,0.3,1.3,0.8,1.7,"0.7",98.3,"0.7",31.7,10.9,36.1,11.1,6.2,4
"Acton","Middlesex County","MA","Acton","2007-2011",21656,"42",50,"1.4",50,"1.4",5.5,"1",8.3,1,9.6,1.2,7.8,1,3.2,0.8,7.5,"1.5",16.3,"1.2",19.1,"1.4",7,1,5.1,0.9,6.4,"1",2.6,0.7,1.4,0.4,79.6,2.1,2,1,0.6,0.4,19.3,2,0.2,0.3,1,0.6,1.9,"0.9",98.1,"0.9",31.2,10.7,35.4,12.1,6.4,4
"Acton","Middlesex County","MA","Acton","2008-2012",21977,"31",49.6,"1.4",50.4,"1.4",5.3,"1",8.1,0.9,8.6,1.1,7.8,1,3.1,0.6,8.5,"1.5",14.4,"1.1",20.5,"1.5",7.2,1,5.3,0.9,6.8,"1",2.8,0.7,1.7,0.4,80,2,1.9,1,0.6,0.3,19.5,2,0.2,0.3,0.8,0.6,2.2,"0.9",97.8,"0.9",29.8,11.6,34.9,12.5,6.8,4.5
"Acushnet","Bristol County","MA","Acushnet","2005-2009",10372,"31",50.4,"2.5",49.6,"2.5",7.1,"2.6",6.3,1.9,5.6,1.1,7.2,1.5,6.1,1.6,11.9,"2.3",14.9,"1.6",13.9,"1.8",6.2,1.5,5.6,1.3,8.5,"2.7",4.5,1.2,2.4,0.8,97.7,1.3,1.2,1.2,0.4,0.4,0.7,0.7,0,0.4,1.7,1.4,1.7,"1.3",98.3,"1.3",26.2,18,28.8,11.8,8.5,6.9
"Acushnet","Bristol County","MA","Acushnet","2006-2010",10288,"28",50,"2.7",50,"2.7",4.8,"1.3",5.6,1.4,6.8,1.3,6.8,1.5,5.4,1.3,12.2,"2.4",14,"1.9",14.9,"2.1",7.3,1.7,6.5,1.5,8.6,"1.8",4.5,1.1,2.5,0.8,97.7,1.6,1.1,1.3,0.4,0.5,0.6,0.7,0,0.4,1.4,1.2,2.8,"1.8",97.2,"1.8",24,17.6,28.9,13.8,8.6,7
"Acushnet","Bristol County","MA","Acushnet","2007-2011",10299,"32",50,"3",50,"3",3.4,"1.1",4.5,1.3,8,1.6,7.2,1.5,6.2,1.8,10.6,"2.6",15.1,"2.2",14.8,"1.9",7.2,1.4,6.4,1.8,9.2,"1.7",4.8,1.1,2.6,0.8,96.9,2.1,0.7,0.9,0.4,0.4,1.2,1.3,0,0.4,2.6,1.9,3.5,"2.3",96.5,"2.3",23.1,16.8,29.9,13.6,9.2,7.4
"Acushnet","Bristol County","MA","Acushnet","2008-2012",10302,"18",50.6,"2.8",49.4,"2.8",3.8,"1.1",4,1.2,7.2,1.4,6.4,2,7.5,1.7,10.2,"2.2",14.3,"2.1",15.8,"2.4",7.5,1.8,6.9,1.6,9.1,"2",4.6,1.7,2.8,1,97.2,1.8,0.8,0.9,0.4,0.3,0.9,1.3,0,0.3,2.7,1.8,3.3,"2.2",96.7,"2.2",21.4,17.7,30.1,14.4,9.1,7.4
"Adams","Berkshire County","MA","Adams","2005-2009",8363,"24",47.1,"2.1",52.9,"2.1",5,"1.5",5.6,1.5,7.2,1.9,6,1.4,6.9,2,12.3,"2.1",11.3,"1.7",16.3,"2",5.2,1.3,6.8,1.4,8.7,"1.6",6.3,1.3,2.4,0.8,98.4,1,2,1.1,0.1,0.1,1.4,1,0,0.4,0.1,0.3,1.5,"1.2",98.5,"1.2",23.8,19.2,27.6,12,8.7,8.7
"Adams","Berkshire County","MA","Adams","2006-2010",8517,"19",47.9,"2.3",52.1,"2.3",5.7,"1.4",5.5,1.4,7.1,1.8,5.7,1.9,6.6,1.9,13,"2.3",12.4,"2",15.5,"2.2",4.1,1.5,6.7,1.6,8.2,"1.5",6.5,1.6,3.1,0.9,97.9,1.1,2,1.2,0.6,0.5,1.4,1,0,0.4,0.2,0.2,2.4,"1.7",97.6,"1.7",24,19.6,27.9,10.8,8.2,9.6
"Adams","Berkshire County","MA","Adams","2007-2011",8494,"24",47.6,"2.2",52.4,"2.2",4.9,"1.5",4.3,1.2,7.8,2,6.9,1.8,6.4,1.4,12,"2.4",11.9,"1.5",17.9,"2.6",4.9,1.4,5.6,1.3,7.8,"1.2",6.8,1.3,2.7,0.9,98.6,0.8,1.5,0.9,0.5,0.4,1.2,0.9,0,0.4,0.1,0.1,1.9,"1.4",98.1,"1.4",23.9,18.4,29.8,10.5,7.8,9.5
"Adams","Berkshire County","MA","Adams","2008-2012",8463,"32",48.2,"2.2",51.8,"2.2",4.5,"1.2",4.6,1.1,7.9,1.8,7.3,1.8,5.9,1.5,11,"2.2",12.5,"1.9",18.8,"1.9",5.3,1.3,5.7,1.3,7.6,"1.3",6.2,1.2,2.6,0.8,98.5,0.8,1.7,0.9,0.6,0.5,0.6,0.6,0,0.4,0.3,0.3,2,"1.4",98,"1.4",24.3,16.9,31.3,11,7.6,8.8
"Agawam","Hampden County","MA","Agawam","2005-2009",28599,"32",48.6,"1.3",51.4,"1.3",4.8,"0.7",5.9,1.1,6.6,1,6.1,1,5.7,0.9,9.1,"1.3",15.6,"1.2",16.3,"1.3",7.1,1.1,6.7,1.1,6.9,"0.8",5.3,0.8,4,0.7,96.4,1.6,1.8,0.9,0.5,0.3,0.9,0.5,0,0.1,1.2,1.2,3.1,"1.5",96.9,"1.5",23.4,14.8,31.9,13.8,6.9,9.3
"Agawam","Hampden County","MA","Agawam","2006-2010",28383,"23",48.3,"1.1",51.7,"1.1",4.5,"0.9",5.5,1.2,6.7,1,5.9,1,5.3,1,9.4,"1.4",15.3,"1.3",16.5,"1.5",7.3,1.1,6.8,1.2,7,"0.9",5.8,0.9,4.1,0.8,95.3,1.8,2.1,1,0.8,0.6,1.1,0.6,0,0.1,1.4,1.3,3.2,"1.6",96.8,"1.6",22.6,14.7,31.8,14.1,7,9.9
"Agawam","Hampden County","MA","Agawam","2007-2011",28408,"24",48.1,"1.4",51.9,"1.4",4.4,"0.8",5.7,1.2,6.5,1,6.3,1,5.2,0.9,9.7,"1.4",14.7,"1.2",16.3,"1.5",7.5,1.1,6.9,1,7.4,"0.8",5.8,0.7,3.8,0.7,95.7,1.8,2,0.9,1,0.8,1,0.5,0,0.1,1.1,1.2,2.8,"1.4",97.2,"1.4",22.9,14.9,31,14.4,7.4,9.6
"Agawam","Hampden County","MA","Agawam","2008-2012",28476,"27",48.8,"1.4",51.2,"1.4",4.4,"1",5.7,1.3,6.7,0.9,6.1,1,5.2,0.9,11.2,"1.6",13.5,"1.2",16.2,"1.5",7.4,1.1,7.1,0.7,7.6,"0.8",5.4,0.8,3.6,0.8,94.5,2.1,2.4,1.1,1.1,0.8,1.4,1.1,0,0.1,1.4,1.1,3.5,"1.5",96.5,"1.5",22.9,16.4,29.7,14.5,7.6,9
"Alford","Berkshire County","MA","Alford","2005-2009",400,"58",45,"4.3",55,"4.3",2.3,"2.1",0.5,1,3,2.2,8,4.4,1.3,1.2,1,"1.1",5.8,"3.2",17,"4.4",9.5,4.3,17.8,4.4,20,"5.3",8.5,5.7,5.5,2.8,99.3,1,0.8,1,0,8.9,0,8.9,0,8.9,0,8.9,0,"8.9",100,"8.9",13.8,2.3,22.8,27.3,20,14
"Alford","Berkshire County","MA","Alford","2006-2010",432,"60",43.5,"4.2",56.5,"4.2",2.1,"2.1",0.9,1.4,4.2,2.2,7.9,3.9,1.6,1.4,1.2,"1.2",4.4,"2.5",19.4,"4.3",8.1,3.1,15.3,4.7,17.6,"5.3",11.8,6.2,5.6,2.7,98.8,1.2,0.5,0.7,0,8.3,1.4,1.8,0,8.3,0,8.3,0,"8.3",100,"8.3",15.1,2.8,23.8,23.4,17.6,17.4
"Alford","Berkshire County","MA","Alford","2007-2011",501,"68",46.5,"4.1",53.5,"4.1",0.8,"0.9",4,1.9,5.2,2.1,6,3.4,3.4,2.5,1,"1.3",8.2,"3.2",19.4,"5.1",6.2,2.8,16,5.5,18,"3.8",9.2,4.7,2.8,2.4,99,1.2,0.4,0.5,0.6,0.9,1,1.9,0,7.2,0,7.2,0,"7.2",100,"7.2",16,4.4,27.6,22.2,18,12
"Alford","Berkshire County","MA","Alford","2008-2012",469,"65",46.1,"4.2",53.9,"4.2",1.3,"1.2",4.1,2.5,5.1,2.9,5.8,3.3,3.2,2.7,0.6,"0.9",12.6,"5.5",13.6,"4.2",5.8,2.4,15.8,6.1,16.8,"4.6",10.2,5.1,5.1,2.3,99.6,0.9,0,7.2,0.4,0.6,0.9,1.6,0,7.2,0,7.2,0,"7.2",100,"7.2",16.3,3.8,26.2,21.6,16.8,15.3
"Amesbury","Essex County","MA","Amesbury","2005-2009",16503,"27",48.5,"1.8",51.5,"1.8",6.5,"1.3",4.4,0.8,7.4,1.2,7.1,1.3,5.8,1.2,11.4,"1.8",16.1,"1.8",18.3,"1.8",5.7,1.2,5.5,1.3,6.2,"1.1",3.6,1,1.9,0.6,98.9,0.6,0.7,0.4,0.4,0.3,0.7,0.6,0,0.2,1.1,0.6,1.9,"1.2",98.1,"1.2",25.4,17.2,34.4,11.2,6.2,5.5
"Amesbury","Essex County","MA","Amesbury","2006-2010",16225,"18",48.9,"2",51.1,"2",6.6,"1.3",4.6,1,6.9,1.3,6.8,1.1,5.3,1,13,"2",15.2,"1.5",17.9,"1.6",6.5,1.1,5.6,1.1,6.4,"1.1",3.5,0.7,1.7,0.6,98.2,0.8,0.9,0.4,0.2,0.2,1.5,1,0,0.2,1,0.7,2,"1.5",98,"1.5",24.9,18.3,33.1,12.1,6.4,5.2
"Amesbury","Essex County","MA","Amesbury","2007-2011",16267,"21",49.7,"2",50.3,"2",6.4,"1.2",5.4,1.2,6,1.2,5.8,1.2,5.1,1.2,13.5,"2",14.9,"1.7",17.3,"1.6",7.2,1.2,6.8,1.5,6.2,"1.2",3.4,0.9,2,0.6,97.8,1,1.4,0.7,0.2,0.2,1.4,0.9,0,0.2,1.1,0.8,2.1,"1.4",97.9,"1.4",23.6,18.6,32.2,14,6.2,5.4
"Amesbury","Essex County","MA","Amesbury","2008-2012",16344,"21",48.4,"1.9",51.6,"1.9",6,"1.1",5.4,1,5.9,1,5.4,1.3,5.1,1,12.8,"2",15.1,"1.3",17.8,"1.7",7,1.2,7.9,1.4,6.4,"1",3.2,0.8,1.9,0.5,98.2,0.8,1.2,0.7,0.2,0.2,1.2,0.8,0,0.2,0.8,0.5,1.4,"0.8",98.6,"0.8",22.7,17.9,32.9,14.9,6.4,5.1
"Amherst","Hampshire County","MA","Amherst","2005-2009",35971,"31",50.4,"1.7",49.6,"1.7",2.1,"0.6",2.5,0.5,3.2,0.5,24.1,2.1,35.8,2.3,5.8,"0.9",6.1,"0.8",7.2,"1.1",3.8,0.7,3,0.5,3.6,"0.5",1.7,0.5,1.2,0.4,82.9,1.6,5.9,0.8,0.6,0.2,9.8,0.9,0,0.1,3.5,1,7,"0.9",93,"0.9",31.9,41.6,13.3,6.8,3.6,2.9
"Amherst","Hampshire County","MA","Amherst","2006-2010",37403,"29",50,"1.5",50,"1.5",2.2,"0.5",2.3,0.5,2.7,0.5,24,2.1,35.2,1.8,7.8,"1",5.7,"0.8",6.2,"0.8",4.1,0.6,3.2,0.5,3.7,"0.6",1.8,0.5,1.2,0.3,81.4,1.4,6.2,0.8,0.5,0.3,11.7,1,0,0.1,3,1,6.4,"0.9",93.6,"0.9",31.2,43,11.9,7.3,3.7,3
"Amherst","Hampshire County","MA","Amherst","2007-2011",37611,"38",47.4,"1.4",52.6,"1.4",2.3,"0.5",2.4,0.4,2.4,0.5,26.3,2.7,33.8,2.2,7.7,"1",5.6,"0.7",5.9,"0.9",3.7,0.6,3.1,0.5,3.4,"0.6",1.9,0.5,1.2,0.4,81.8,1.5,6.4,0.9,0.6,0.3,12.2,1.2,0.1,0.1,1.9,0.7,6,"0.9",94,"0.9",33.4,41.5,11.5,6.8,3.4,3.1
"Amherst","Hampshire County","MA","Amherst","2008-2012",38399,"39",47.9,"1.4",52.1,"1.4",2.4,"0.5",2.4,0.4,2.6,0.5,27.1,1.9,34.3,1.7,6.9,"0.9",5.5,"0.8",5.7,"0.8",3.8,0.6,3.2,0.6,3.2,"0.5",2.1,0.5,1,0.3,82.4,1.3,6.4,0.7,0.7,0.3,11.9,1.2,0.1,0.1,1.4,0.6,7.5,"1.2",92.5,"1.2",34.5,41.2,11.2,7,3.2,3.1
"Andover","Essex County","MA","Andover","2005-2009",33309,"48",48.7,"1.2",51.3,"1.2",5.8,"0.9",7.3,0.9,7.9,0.7,8.1,0.8,6.7,0.9,5.3,"0.8",15.5,"1",17.5,"1.1",6.8,0.9,5.7,0.9,7.2,"0.8",4.2,0.9,2.1,0.5,88.7,1.5,1.5,0.8,0.1,0.1,10.1,1.4,0.1,0.2,1.1,0.6,2.3,"0.7",97.7,"0.7",29.1,12,33,12.5,7.2,6.3
"Andover","Essex County","MA","Andover","2006-2010",32698,"40",48,"1.2",52,"1.2",5.4,"0.9",7.6,0.8,8.6,1,7.5,0.9,4.2,0.9,5.8,"1",14.4,"1.2",17.6,"1.3",7.6,0.9,6.5,0.9,8.1,"0.8",4.4,0.7,2.3,0.5,88.5,1.5,1.8,1,0.1,0.1,9.8,1.3,0.2,0.2,1.3,0.6,3.6,"1.2",96.4,"1.2",29.1,10,32,14.1,8.1,6.7
"Andover","Essex County","MA","Andover","2007-2011",32945,"26",48.7,"1.1",51.3,"1.1",5,"0.8",7.5,1,8.8,0.8,7.9,0.8,4.1,0.9,6.5,"1",13.9,"0.9",18.3,"1.1",7.2,0.9,6.2,0.7,8,"0.7",4.2,0.8,2.3,0.5,87.9,1.2,1.9,0.8,0.1,0.1,10.1,1.2,0.1,0.2,1.3,0.6,4.1,"1.2",95.9,"1.2",29.2,10.6,32.2,13.4,8,6.5
"Andover","Essex County","MA","Andover","2008-2012",33385,"28",47.6,"1.3",52.4,"1.3",4.9,"0.8",6.7,0.9,9.2,0.8,8.1,0.8,4.3,0.8,6.7,"1",13.4,"1.2",18.6,"1.4",7,1,6.6,0.9,8,"0.8",4.3,0.8,2.3,0.5,86.6,1.9,2.2,0.8,0.1,0.1,11.7,1.8,0.1,0.2,1.2,0.6,4,"1.3",96,"1.3",28.9,11,32,13.6,8,6.6
"Aquinnah","Dukes County","MA","Aquinnah","2005-2009",456,"110",48.5,"10.5",51.5,"10.5",2.2,"2.8",2.4,2.7,4.2,4.4,16.4,7.7,2.6,3.5,18.2,"12.1",11.8,"6.7",18.2,"9.4",4.2,5.2,6.8,5.2,5.9,"3.6",3.3,4.1,3.7,4.7,35.5,8,7,6.2,63.4,9.7,0.7,1,0,7.9,5.3,6.8,0,"7.9",100,"7.9",25.2,20.8,30,11,5.9,7
"Aquinnah","Dukes County","MA","Aquinnah","2006-2010",404,"144",49.5,"9.3",50.5,"9.3",2.2,"2.3",2,2.5,8.7,8.1,15.8,9,3,3.5,19.6,"15",10.1,"6.6",19.8,"9.3",1.7,1.7,3.7,2.8,5.4,"3.4",4.5,5.6,3.5,4.6,36.6,13.9,5.7,5.2,65.6,13.8,0.5,0.9,0,8.9,0,8.9,0,"8.9",100,"8.9",28.7,22.6,29.9,5.4,5.4,8
"Aquinnah","Dukes County","MA","Aquinnah","2007-2011",466,"193",50.4,"8.7",49.6,"8.7",4.3,"3.9",3.4,4.8,15.2,16.1,19.1,8.1,6.4,6.9,19.3,"13.6",8.2,"4.2",11.2,"6",2.6,2,2.6,2,3.2,"2.5",3.4,3.8,1.1,1.9,39.9,17.1,7.9,7.5,63.1,15.1,0.4,0.7,0,7.7,2.6,4.8,0,"7.7",100,"7.7",42,25.7,19.4,5.2,3.2,4.5
"Aquinnah","Dukes County","MA","Aquinnah","2008-2012",385,"140",44.9,"7.5",55.1,"7.5",1.8,"1.9",3.1,2.8,9.4,7.3,7,6.1,7.5,8.2,23.6,"15.7",16.4,"9",14.8,"7.3",4.9,3,3.4,2.4,5.7,"4",0.8,1.1,1.6,1.8,49.9,15.6,9.4,6.6,56.9,14.3,2.1,2.6,0,8.7,1,1.5,0,"8.7",100,"8.7",21.3,31.1,31.2,8.3,5.7,2.4
"Arlington","Middlesex County","MA","Arlington","2005-2009",41244,"28",46.5,"1.4",53.5,"1.4",6.2,"0.7",6.5,0.7,5,0.7,4.2,0.7,3.7,0.6,13.1,"1.5",17.5,"1",17.2,"1.2",6.2,0.9,4.6,0.8,7.9,"0.8",5.7,0.8,2.3,0.5,89,1.7,3.3,1.1,0.2,0.2,9.6,1.6,0,0.1,0.5,0.3,2.3,"0.7",97.7,"0.7",21.9,16.8,34.7,10.8,7.9,8
"Arlington","Middlesex County","MA","Arlington","2006-2010",42240,"69",46.8,"1.1",53.2,"1.1",5.8,"0.7",6.3,0.7,4.9,0.7,3.5,0.6,4.1,0.8,14,"1.5",16.4,"0.9",17,"1.2",6.4,0.8,5.2,0.8,8.5,"0.8",5.4,0.8,2.4,0.5,88.7,1.5,3.1,0.9,0.4,0.3,10.1,1.4,0.1,0.1,0.5,0.3,3,"0.9",97,"0.9",20.5,18.1,33.4,11.6,8.5,7.8
"Arlington","Middlesex County","MA","Arlington","2007-2011",42570,"32",47.8,"1",52.2,"1",5.7,"0.7",6.6,0.8,5.3,0.6,4.3,0.7,3.8,0.6,13.5,"1.6",16.5,"1",17,"1.1",6.6,0.7,5.1,0.7,7.8,"1",5.4,0.7,2.5,0.5,89.3,1.8,3.3,1.2,0.3,0.2,8.9,1.5,0.1,0.2,0.6,0.3,3.5,"1.1",96.5,"1.1",21.9,17.3,33.5,11.7,7.8,7.9
"Arlington","Middlesex County","MA","Arlington","2008-2012",42952,"28",48,"1",52,"1",6,"0.7",6.2,0.9,5.3,0.8,4.3,0.6,3.3,0.6,13.8,"1.5",16.2,"1.1",16.1,"1",7.7,0.9,5.5,0.7,8,"0.9",5.1,0.7,2.6,0.6,88.5,1.7,3.4,1.2,0.4,0.3,9.4,1.4,0.1,0.2,0.6,0.3,3.5,"0.8",96.5,"0.8",21.8,17.1,32.3,13.2,8,7.7
"Ashburnham","Worcester County","MA","Ashburnham","2005-2009",6006,"21",48.6,"3.3",51.4,"3.3",4.8,"1.7",8.5,2.2,9.6,2,6.9,1.9,2.8,1.9,10.3,"3",15.6,"2.6",19.7,"3.4",7,2.1,6.8,2.8,6,"2",1.4,0.9,0.6,0.6,96.6,2.3,0.3,0.5,1.5,1.4,1.1,1.3,0,0.6,2.1,2.3,4.7,"3.1",95.3,"3.1",29.8,13.1,35.3,13.8,6,2
"Ashburnham","Worcester County","MA","Ashburnham","2006-2010",5991,"33",47.2,"3.3",52.8,"3.3",4.1,"1.6",8.2,2.9,8.7,1.8,8.9,2.5,3.5,1.9,9,"2.9",14.6,"2.6",23.1,"3.9",5.8,2.3,4.3,2.3,6.2,"2.1",3.1,1.3,0.5,0.6,95.6,2.9,2,1.8,1.9,1.6,1.1,1.2,0,0.6,2.8,2.6,5.4,"3.1",94.6,"3.1",29.9,12.5,37.7,10.1,6.2,3.6
"Ashburnham","Worcester County","MA","Ashburnham","2007-2011",6033,"20",49.5,"3.3",50.5,"3.3",4.2,"1.8",8.8,2.4,7.9,2,8.7,2.2,3.9,1.9,9,"3.2",14.8,"2.7",21.3,"4.8",7.3,3.2,5.5,2,5.8,"2",2.3,1.2,0.6,0.6,95.5,2.5,1.8,1.6,2.1,1.9,1.2,1.4,0,0.6,2.8,2.4,5.3,"3.1",94.7,"3.1",29.6,12.9,36.1,12.8,5.8,2.9
