"","Municipal","County","State","Region","Five.year.average","Population","Never_Married","Now_Married","Separated","Widowed","Divorced","Never_Married_Pct","Now_Married_Pct","Separated_Pct","Widowed_Pct","Divorced_Pct","Year"
"477","Longmeadow","Hampden","MA","N/A","2008-2012",12770,2895,7912,119,1062,782,22.6703210649961,61.9577133907596,0.931871574001566,8.31636648394675,6.12372748629601,"2012"
"478","Lowell","Middlesex","MA","N/A","2006-2010",84086,35363,32104,2759,5255,8605,42.0557524439265,38.1799586138002,3.28116452203696,6.24955402801893,10.2335703922175,"2010"
"479","Lowell","Middlesex","MA","N/A","2007-2011",85918,35959,33108,2578,5616,8657,41.8526967573733,38.5344165366978,3.00053539421309,6.53646500151307,10.0758863102028,"2011"
"480","Lowell","Middlesex","MA","N/A","2008-2012",86967,36319,34273,2485,5189,8701,41.761817700967,39.4092011912565,2.85740568261524,5.96663102096197,10.0049444041993,"2012"
"481","Ludlow","Hampden","MA","N/A","2006-2010",18081,5450,9166,359,1318,1788,30.1421381560754,50.6940987777225,1.98550965101488,7.28941983297384,9.88883358221337,"2010"
"482","Ludlow","Hampden","MA","N/A","2007-2011",17963,5279,9326,313,1282,1763,29.3881868284808,51.9178310972555,1.74247063408117,7.13689250125258,9.81461893893002,"2011"
"483","Ludlow","Hampden","MA","N/A","2008-2012",18068,5358,9491,325,1272,1622,29.6546380340934,52.5293336285145,1.79876023909675,7.04007084348019,8.97719725481514,"2012"
"484","Lunenburg","Worcester","MA","N/A","2006-2010",7951,1647,4913,27,377,987,20.7143755502453,61.7909696893472,0.339579927053201,4.74154194440951,12.4135328889448,"2010"
"485","Lunenburg","Worcester","MA","N/A","2007-2011",8086,2044,4715,86,319,922,25.2782587187732,58.3106604006926,1.06356665842196,3.94509027949542,11.4024239426169,"2011"
"486","Lunenburg","Worcester","MA","N/A","2008-2012",8473,2183,4980,76,433,801,25.764192139738,58.7749321373776,0.896966835831465,5.11035052519769,9.45355836185531,"2012"
"487","Lynn","Essex","MA","N/A","2006-2010",72365,30603,27306,2844,4753,6859,42.2897809714641,37.7337110481586,3.93007669453465,6.56809230981828,9.47833897602432,"2010"
"488","Lynn","Essex","MA","N/A","2007-2011",72493,30489,27551,2708,4735,7010,42.0578538617522,38.0050487633289,3.73553308595313,6.53166512628805,9.66989916267778,"2011"
"489","Lynn","Essex","MA","N/A","2008-2012",72280,30517,27132,2803,4770,7058,42.2205312672939,37.5373547315993,3.87797454344217,6.59933591588268,9.76480354178196,"2012"
"490","Lynnfield","Essex","MA","N/A","2006-2010",9363,2258,5855,163,606,481,24.1162020719855,62.5333760546833,1.74089501228239,6.47228452419096,5.13724233685784,"2010"
"491","Lynnfield","Essex","MA","N/A","2007-2011",9308,2321,5793,155,578,461,24.9355393210142,62.2367855608079,1.66523420713365,6.20971207563386,4.9527288354104,"2011"
"492","Lynnfield","Essex","MA","N/A","2008-2012",9445,2358,5936,124,546,481,24.9655902593965,62.84806776072,1.31286394917946,5.78083642138698,5.0926416093171,"2012"
"493","Malden","Middlesex","MA","N/A","2006-2010",48759,19295,22407,953,2457,3647,39.572181545971,45.9545929982157,1.9545109620788,5.03906971020735,7.47964478352714,"2010"
"494","Malden","Middlesex","MA","N/A","2007-2011",49382,18986,22905,1143,2663,3685,38.4472074845085,46.3832975578146,2.31460856182415,5.3926531934713,7.46223320238143,"2011"
"495","Malden","Middlesex","MA","N/A","2008-2012",49525,19195,22749,1312,2576,3693,38.7582029278142,45.9343765774861,2.64916708732963,5.20141342756184,7.45683997980818,"2012"
"496","Manchester-by-the-Sea","Essex","MA","N/A","2006-2010",4103,865,2535,42,212,449,21.0821350231538,61.7840604435779,1.02364123811845,5.16695101145503,10.9432122836949,"2010"
"497","Manchester-by-the-Sea","Essex","MA","N/A","2007-2011",4103,847,2616,49,215,376,20.6434316353887,63.7582256885206,1.19424811113819,5.24006824274921,9.16402632220327,"2011"
"498","Manchester-by-the-Sea","Essex","MA","N/A","2008-2012",4072,701,2886,16,173,296,17.2151277013752,70.8742632612967,0.392927308447937,4.24852652259332,7.26915520628684,"2012"
"499","Mansfield","Bristol","MA","N/A","2006-2010",17259,4875,9675,325,950,1434,28.2461324526334,56.0577090213801,1.88307549684223,5.50437452923113,8.30870849991309,"2010"
"500","Mansfield","Bristol","MA","N/A","2007-2011",17184,4951,9743,217,859,1414,28.8116852886406,56.6980912476723,1.26280260707635,4.99883612662942,8.22858472998138,"2011"
"501","Mansfield","Bristol","MA","N/A","2008-2012",17686,5438,9814,221,792,1421,30.7474838855592,55.4902182517245,1.2495759357684,4.47811828564967,8.0346036412982,"2012"
"502","Marblehead","Essex","MA","N/A","2006-2010",15709,3406,9961,109,818,1415,21.681838436565,63.4095104717041,0.693869756190719,5.20720606022026,9.00757527531988,"2010"
"503","Marblehead","Essex","MA","N/A","2007-2011",15687,3376,9877,96,851,1487,21.5210046535348,62.962962962963,0.611971696309046,5.42487409957289,9.47918658762032,"2011"
"504","Marblehead","Essex","MA","N/A","2008-2012",15661,3468,9538,127,941,1587,22.1441798097184,60.9028797650214,0.810931613562352,6.00855628631633,10.1334525253815,"2012"
"505","Marion","Plymouth","MA","N/A","2006-2010",4203,1022,2314,25,454,388,24.3159647870569,55.0559124434927,0.594813228646205,10.8018082322151,9.2315013085891,"2010"
"506","Marion","Plymouth","MA","N/A","2007-2011",4184,1064,2296,32,413,379,25.4302103250478,54.8757170172084,0.764818355640535,9.87093690248566,9.05831739961759,"2011"
"507","Marion","Plymouth","MA","N/A","2008-2012",4176,1072,2232,20,416,436,25.6704980842912,53.448275862069,0.478927203065134,9.96168582375479,10.4406130268199,"2012"
"508","Marlborough","Middlesex","MA","N/A","2006-2010",31319,9518,16521,614,1899,2767,30.3904977808998,52.7507263961174,1.96047127941505,6.06341198633417,8.83489255723363,"2010"
"509","Marlborough","Middlesex","MA","N/A","2007-2011",31842,9825,16526,637,1694,3160,30.8554739023931,51.9000062810125,2.00050248099994,5.320017586835,9.9239997487595,"2011"
"510","Marlborough","Middlesex","MA","N/A","2008-2012",32183,10103,16030,821,1820,3409,31.3923499984464,49.8089053226859,2.55103626138023,5.65515955628748,10.5925488612,"2012"
"511","Marshfield","Plymouth","MA","N/A","2006-2010",19625,4924,11750,252,1003,1696,25.0904458598726,59.8726114649682,1.28407643312102,5.11082802547771,8.64203821656051,"2010"
"512","Marshfield","Plymouth","MA","N/A","2007-2011",19851,5057,12177,141,963,1513,25.4747871643746,61.3419978842376,0.710291672963579,4.85114100045338,7.62178227797088,"2011"
"513","Marshfield","Plymouth","MA","N/A","2008-2012",19955,4821,12089,208,996,1841,24.1593585567527,60.5813079428715,1.04234527687296,4.99123026810323,9.22575795539965,"2012"
"514","Mashpee","Barnstable","MA","N/A","2006-2010",11817,2693,6990,56,747,1331,22.7892019971228,59.1520690530592,0.473893543200474,6.32140137090632,11.2634340357113,"2010"
"515","Mashpee","Barnstable","MA","N/A","2007-2011",11710,2670,6844,51,850,1295,22.801024765158,58.4457728437233,0.435525192143467,7.25875320239112,11.0589239965841,"2011"
"516","Mashpee","Barnstable","MA","N/A","2008-2012",11780,2749,6721,76,968,1266,23.3361629881155,57.0543293718166,0.645161290322581,8.21731748726655,10.7470288624788,"2012"
"517","Mattapoisett","Plymouth","MA","N/A","2006-2010",5197,1182,3105,105,218,587,22.7438907061766,59.7460073119107,2.02039638252838,4.19472772753512,11.2949778718491,"2010"
"518","Mattapoisett","Plymouth","MA","N/A","2007-2011",5060,1130,3093,99,221,517,22.3320158102767,61.1264822134387,1.95652173913043,4.36758893280632,10.2173913043478,"2011"
"519","Mattapoisett","Plymouth","MA","N/A","2008-2012",4991,1102,3088,84,269,448,22.0797435383691,61.8713684632338,1.68302945301543,5.38970146263274,8.97615708274895,"2012"
"520","Maynard","Middlesex","MA","N/A","2006-2010",8044,2237,4536,26,385,860,27.8095474888115,56.3898557931377,0.323222277473894,4.78617603182496,10.6911984087519,"2010"
"521","Maynard","Middlesex","MA","N/A","2007-2011",8170,2313,4453,21,450,933,28.3108935128519,54.5042839657283,0.25703794369645,5.50795593635251,11.4198286413709,"2011"
"522","Maynard","Middlesex","MA","N/A","2008-2012",8280,2433,4263,77,522,985,29.3840579710145,51.4855072463768,0.929951690821256,6.30434782608696,11.8961352657005,"2012"
"523","Medfield","Norfolk","MA","N/A","2006-2010",9017,2227,5914,24,434,418,24.6977930575579,65.5872241321947,0.266163912609515,4.81313075302207,4.63568814461573,"2010"
"524","Medfield","Norfolk","MA","N/A","2007-2011",9267,2415,5997,34,297,524,26.0602136613791,64.713499514406,0.366893277220244,3.20492068630625,5.65447286068846,"2011"
"525","Medfield","Norfolk","MA","N/A","2008-2012",9336,2370,6209,33,214,510,25.3856041131105,66.5059982862039,0.353470437017995,2.29220222793488,5.46272493573265,"2012"
"526","Medford","Middlesex","MA","N/A","2006-2010",48161,18192,22138,763,3380,3688,37.773302049376,45.9666535163306,1.58426942962148,7.01812670002699,7.65764830464484,"2010"
"527","Medford","Middlesex","MA","N/A","2007-2011",48393,18477,22589,613,3126,3588,38.1811419006881,46.6782385882256,1.26671212778708,6.45961192734486,7.41429545595437,"2011"
"528","Medford","Middlesex","MA","N/A","2008-2012",49329,19719,22192,621,3062,3735,39.9744572158365,44.9877354091913,1.25889436234264,6.20730199274261,7.57161101988688,"2012"
"529","Medway","Norfolk","MA","N/A","2006-2010",9649,2182,6357,105,564,441,22.6137423567209,65.882474867862,1.08819566794486,5.84516530210384,4.57042180536843,"2010"
"530","Medway","Norfolk","MA","N/A","2007-2011",9792,2195,6468,78,549,502,22.4162581699346,66.0539215686274,0.79656862745098,5.60661764705882,5.1266339869281,"2011"
"531","Medway","Norfolk","MA","N/A","2008-2012",10024,2531,6270,56,525,642,25.2494014365523,62.5498802873105,0.558659217877095,5.23743016759777,6.40462889066241,"2012"
"532","Melrose","Middlesex","MA","N/A","2006-2010",21583,5660,12266,343,1791,1523,26.2243432331001,56.8317657415559,1.58921373303063,8.29819765556225,7.05647963675115,"2010"
"533","Melrose","Middlesex","MA","N/A","2007-2011",21890,5959,12556,373,1471,1531,27.2224760164459,57.3595248972133,1.70397441754226,6.7199634536318,6.99406121516674,"2011"
"534","Melrose","Middlesex","MA","N/A","2008-2012",22129,6122,12885,320,1401,1401,27.6650549053278,58.2267612635004,1.44606624790998,6.33105879163089,6.33105879163089,"2012"
"535","Mendon","Worcester","MA","N/A","2006-2010",4449,1045,2876,104,230,194,23.4884243650258,64.6437401663295,2.33760395594516,5.16970105641717,4.36053045628231,"2010"
"536","Mendon","Worcester","MA","N/A","2007-2011",4494,1037,2939,69,201,248,23.0752113929684,65.3983088562528,1.53538050734312,4.47263017356475,5.51846906987094,"2011"
"537","Mendon","Worcester","MA","N/A","2008-2012",4554,1107,2929,80,210,228,24.3083003952569,64.3170838823013,1.75669740887132,4.61133069828722,5.00658761528327,"2012"
"538","Merrimac","Essex","MA","N/A","2006-2010",5058,1146,2708,177,344,683,22.6571767497034,53.5389482008699,3.4994068801898,6.80110715697904,13.5033610122578,"2010"
"539","Merrimac","Essex","MA","N/A","2007-2011",5106,1273,2716,170,366,581,24.9314531923228,53.1923227575401,3.32941637289463,7.16803760282021,11.3787700744222,"2011"
"540","Merrimac","Essex","MA","N/A","2008-2012",5080,1224,2759,166,396,535,24.0944881889764,54.3110236220472,3.26771653543307,7.79527559055118,10.5314960629921,"2012"
"541","Methuen","Essex","MA","N/A","2006-2010",36681,11029,18706,609,2750,3587,30.0673373135956,50.9964286687931,1.66026008015049,7.49706932744473,9.77890461001608,"2010"
"542","Methuen","Essex","MA","N/A","2007-2011",37280,10955,19304,541,2654,3826,29.3857296137339,51.7811158798283,1.45118025751073,7.11909871244635,10.2628755364807,"2011"
