"","Municipal","County","State","Region","Five.year.average","Population","Never_Married","Now_Married","Separated","Widowed","Divorced","Never_Married_Pct","Now_Married_Pct","Separated_Pct","Widowed_Pct","Divorced_Pct","Year"
"1","Abington","Plymouth","MA","N/A","2006-2010",12695,3562,6987,183,806,1157,28.0582906656164,55.0374163056321,1.44151240645924,6.34895628200079,9.11382434029145,"2010"
"2","Abington","Plymouth","MA","N/A","2007-2011",12710,3669,6944,118,714,1265,28.8670338316286,54.6341463414634,0.928402832415421,5.61762391817467,9.95279307631786,"2011"
"3","Abington","Plymouth","MA","N/A","2008-2012",12868,3780,7078,146,658,1206,29.3751942803855,55.0046627292509,1.13459745104134,5.11345974510413,9.37208579421821,"2012"
"4","Acton","Middlesex","MA","N/A","2006-2010",16263,3895,10450,168,734,1016,23.9500707126606,64.25628727787,1.03301973805571,4.51331242698149,6.24730984443215,"2010"
"5","Acton","Middlesex","MA","N/A","2007-2011",16570,3986,10563,170,661,1190,24.055522027761,63.7477368738684,1.02595051297526,3.9891369945685,7.1816535908268,"2011"
"6","Acton","Middlesex","MA","N/A","2008-2012",17149,4281,10810,144,713,1201,24.9635547262231,63.0357455245204,0.839699107819698,4.15767683246837,7.00332380896845,"2012"
"7","Acushnet","Bristol","MA","N/A","2006-2010",8517,2216,4786,144,559,812,26.0185511330281,56.1934953622167,1.6907361747094,6.56334390043443,9.53387342961136,"2010"
"8","Acushnet","Bristol","MA","N/A","2007-2011",8658,2336,4747,193,625,757,26.980826980827,54.8279048279048,2.22915222915223,7.21875721875722,8.74335874335874,"2011"
"9","Acushnet","Bristol","MA","N/A","2008-2012",8751,2498,4698,163,623,769,28.5453091075306,53.6852931093589,1.86264426922637,7.11918637869958,8.78756713518455,"2012"
"10","Adams","Berkshire","MA","N/A","2006-2010",6961,2119,3020,142,628,1052,30.4410285878466,43.3845711823014,2.03993679069099,9.02169228559115,15.1127711535699,"2010"
"11","Adams","Berkshire","MA","N/A","2007-2011",7042,2162,2914,202,602,1162,30.7015052541892,41.3802896904289,2.86850326611758,8.54870775347912,16.5009940357853,"2011"
"12","Adams","Berkshire","MA","N/A","2008-2012",7027,2093,3085,198,564,1087,29.7851145581329,43.9020919311228,2.8177031450121,8.02618471609506,15.4689056496371,"2012"
"13","Agawam","Hampden","MA","N/A","2006-2010",23638,6190,12088,442,1978,2940,26.1866486166342,51.1379981385904,1.86987054742364,8.36788222353837,12.4376004738134,"2010"
"14","Agawam","Hampden","MA","N/A","2007-2011",23709,6548,11776,439,1971,2975,27.6182040575309,49.668902104686,1.85161752920832,8.31329874731115,12.5479775612637,"2011"
"15","Agawam","Hampden","MA","N/A","2008-2012",23691,6463,11844,488,1954,2942,27.2804018403613,49.9936684817019,2.05985395297792,8.24785783630915,12.4182178886497,"2012"
"16","Alford","Berkshire","MA","N/A","2006-2010",401,79,244,0,46,32,19.7007481296758,60.8478802992519,0,11.4713216957606,7.98004987531172,"2010"
"17","Alford","Berkshire","MA","N/A","2007-2011",451,77,286,3,37,48,17.0731707317073,63.4146341463415,0.665188470066519,8.2039911308204,10.6430155210643,"2011"
"18","Alford","Berkshire","MA","N/A","2008-2012",420,63,273,2,38,44,15,65,0.476190476190476,9.04761904761905,10.4761904761905,"2012"
"19","Amesbury","Essex","MA","N/A","2006-2010",13291,4004,6859,208,791,1429,30.1256489353698,51.6063501617636,1.56496877586337,5.95139568128809,10.7516364457151,"2010"
"20","Amesbury","Essex","MA","N/A","2007-2011",13369,3895,7137,218,732,1387,29.134565038522,53.3846959383649,1.63063804323435,5.47535342957588,10.3747475503029,"2011"
"21","Amesbury","Essex","MA","N/A","2008-2012",13517,3783,7265,235,726,1508,27.9869793593253,53.7471332396242,1.73855145372494,5.37101427831619,11.1563216690094,"2012"
"22","Amherst","Hampshire","MA","N/A","2006-2010",34697,24740,7378,183,706,1690,71.3029944952013,21.2640862322391,0.52742312015448,2.03475804824625,4.87073810415886,"2010"
"23","Amherst","Hampshire","MA","N/A","2007-2011",34919,24993,7674,209,679,1364,71.5742146109568,21.9765743577995,0.598528021993757,1.94450012886967,3.90618288038031,"2011"
"24","Amherst","Hampshire","MA","N/A","2008-2012",35607,26007,7087,230,669,1614,73.0390091835875,19.9033897829079,0.64594040497655,1.87884404751875,4.53281658100935,"2012"
"25","Andover","Essex","MA","N/A","2006-2010",25630,5924,16095,192,1591,1828,23.1135388216933,62.7975029262583,0.74912212251268,6.20756925477956,7.13226687475615,"2010"
"26","Andover","Essex","MA","N/A","2007-2011",25916,6063,16158,188,1654,1853,23.3948140145084,62.3475845037814,0.72542058959716,6.38215774039204,7.15002315172094,"2011"
"27","Andover","Essex","MA","N/A","2008-2012",26463,6148,16481,171,1588,2075,23.2324377432642,62.2794089861316,0.646185239768734,6.00083134943128,7.84113668140423,"2012"
"28","Aquinnah","Dukes","MA","N/A","2006-2010",352,127,202,0,15,8,36.0795454545455,57.3863636363636,0,4.26136363636364,2.27272727272727,"2010"
"29","Aquinnah","Dukes","MA","N/A","2007-2011",359,164,179,0,4,12,45.6824512534819,49.8607242339833,0,1.1142061281337,3.34261838440111,"2011"
"30","Aquinnah","Dukes","MA","N/A","2008-2012",330,103,202,0,3,22,31.2121212121212,61.2121212121212,0,0.909090909090909,6.66666666666667,"2012"
"31","Arlington","Middlesex","MA","N/A","2006-2010",35033,11743,18116,396,1811,2967,33.5198241657865,51.711243684526,1.13036280078783,5.16941169754232,8.46915765135729,"2010"
"32","Arlington","Middlesex","MA","N/A","2007-2011",35075,11721,17940,376,1733,3305,33.4169636493229,51.1475409836066,1.071988595866,4.94084105488239,9.42266571632217,"2011"
"33","Arlington","Middlesex","MA","N/A","2008-2012",35451,11434,18496,387,1977,3157,32.2529688866323,52.1734224704522,1.09164762630109,5.57671151730558,8.9052494993089,"2012"
"34","Ashburnham","Worcester","MA","N/A","2006-2010",4732,1211,2792,90,209,430,25.5917159763314,59.0025359256128,1.90194420963652,4.4167371090448,9.08706677937447,"2010"
"35","Ashburnham","Worcester","MA","N/A","2007-2011",4777,1268,2885,88,181,355,26.5438559765543,60.3935524387691,1.84216035168516,3.78898890517061,7.43144232782081,"2011"
"36","Ashburnham","Worcester","MA","N/A","2008-2012",4965,1346,2831,30,257,501,27.1097683786506,57.0191339375629,0.604229607250755,5.17623363544814,10.0906344410876,"2012"
"37","Ashby","Middlesex","MA","N/A","2006-2010",2347,537,1459,8,105,238,22.8802726885386,62.1644652748189,0.34086067319983,4.47379633574776,10.1406050276949,"2010"
"38","Ashby","Middlesex","MA","N/A","2007-2011",2401,546,1429,0,138,288,22.7405247813411,59.5168679716785,0,5.74760516451479,11.9950020824656,"2011"
"39","Ashby","Middlesex","MA","N/A","2008-2012",2470,566,1499,5,143,257,22.914979757085,60.6882591093117,0.202429149797571,5.78947368421053,10.4048582995951,"2012"
"40","Ashfield","Franklin","MA","N/A","2006-2010",1417,358,790,21,71,177,25.2646436132675,55.7515878616796,1.48200423429781,5.0105857445307,12.4911785462244,"2010"
"41","Ashfield","Franklin","MA","N/A","2007-2011",1473,399,785,18,72,199,27.0875763747454,53.2926001357773,1.22199592668024,4.88798370672098,13.509843856076,"2011"
"42","Ashfield","Franklin","MA","N/A","2008-2012",1388,370,718,18,78,204,26.657060518732,51.7291066282421,1.29682997118156,5.61959654178674,14.6974063400576,"2012"
"43","Ashland","Middlesex","MA","N/A","2006-2010",12499,2978,7384,136,756,1245,23.8259060724858,59.076726138091,1.08808704696376,6.0484838787103,9.9607968637491,"2010"
"44","Ashland","Middlesex","MA","N/A","2007-2011",12852,2939,7797,124,699,1293,22.8680361033302,60.6676003734827,0.964830376595083,5.43884220354809,10.0606909430439,"2011"
"45","Ashland","Middlesex","MA","N/A","2008-2012",13161,3123,7717,205,673,1443,23.7291999088215,58.6353620545551,1.55763239875389,5.11359319200669,10.9642124458628,"2012"
"46","Athol","Worcester","MA","N/A","2006-2010",9362,2550,4718,158,791,1145,27.2377697073275,50.3952146977142,1.68767357402264,8.44904934842982,12.2302926725059,"2010"
"47","Athol","Worcester","MA","N/A","2007-2011",9297,2660,4422,184,817,1214,28.6113800150586,47.5637302355599,1.97913305367323,8.78778100462515,13.0579756910831,"2011"
"48","Athol","Worcester","MA","N/A","2008-2012",9274,2745,4354,215,749,1211,29.5988785852922,46.9484580547768,2.31830925167134,8.07634246279922,13.0580116454604,"2012"
"49","Attleboro","Bristol","MA","N/A","2006-2010",35313,11205,17686,393,2049,3980,31.7305241695693,50.0835386401608,1.11290459604112,5.80239571829071,11.270636875938,"2010"
"50","Attleboro","Bristol","MA","N/A","2007-2011",35355,10819,18111,462,2132,3831,30.6010465280724,51.2261349172677,1.30674586338566,6.03026446047235,10.8358082308019,"2011"
"51","Attleboro","Bristol","MA","N/A","2008-2012",35392,11089,17871,536,2092,3804,31.3319394213382,50.4944620253165,1.51446654611212,5.91094032549729,10.748191681736,"2012"
"52","Auburn","Worcester","MA","N/A","2006-2010",13381,3246,7484,108,1110,1433,24.2582766609371,55.9300500709962,0.807114565428593,8.29534414468276,10.7092145579553,"2010"
"53","Auburn","Worcester","MA","N/A","2007-2011",13463,3480,7221,46,1291,1425,25.8486221495952,53.63589096041,0.341677189333729,9.58924459630097,10.5845651043601,"2011"
"54","Auburn","Worcester","MA","N/A","2008-2012",13505,3796,7110,47,1209,1343,28.1081081081081,52.6471677156609,0.348019252128841,8.95223991114402,9.94446501295816,"2012"
"55","Avon","Norfolk","MA","N/A","2006-2010",3595,917,1859,13,328,478,25.5076495132128,51.7107093184979,0.361613351877608,9.12378303198887,13.2962447844228,"2010"
"56","Avon","Norfolk","MA","N/A","2007-2011",3624,1028,1812,10,285,489,28.3664459161148,50,0.275938189845475,7.86423841059603,13.4933774834437,"2011"
"57","Avon","Norfolk","MA","N/A","2008-2012",3643,1039,1802,38,294,470,28.5204501784244,49.4647268734559,1.04309634916278,8.07027175404886,12.901454844908,"2012"
"58","Ayer","Middlesex","MA","N/A","2006-2010",6276,2361,2485,199,438,793,37.6195028680688,39.5952836201402,3.17080943275972,6.97896749521989,12.6354365838113,"2010"
"59","Ayer","Middlesex","MA","N/A","2007-2011",6345,1993,2967,128,517,740,31.4105594956659,46.7612293144208,2.01733648542159,8.14814814814815,11.6627265563436,"2011"
"60","Ayer","Middlesex","MA","N/A","2008-2012",6277,1797,3043,131,594,712,28.6283256332643,48.4785725665127,2.08698422813446,9.46311932451808,11.3429982475705,"2012"
"61","Barnstable","Barnstable","MA","N/A","2006-2010",39000,10136,21501,715,2660,3988,25.9897435897436,55.1307692307692,1.83333333333333,6.82051282051282,10.225641025641,"2010"
"62","Barnstable","Barnstable","MA","N/A","2007-2011",38776,10188,20947,715,2671,4255,26.2739839075717,54.0205281617495,1.8439240767485,6.88828141118217,10.9732824427481,"2011"
"63","Barnstable","Barnstable","MA","N/A","2008-2012",38607,9897,20875,714,2602,4519,25.6352474939778,54.070505348771,1.84940554821664,6.73971041520968,11.705131193825,"2012"
"64","Barre","Worcester","MA","N/A","2006-2010",4582,1381,2443,11,232,515,30.1396769969446,53.3173286774334,0.240069838498472,5.06329113924051,11.239633347883,"2010"
"65","Barre","Worcester","MA","N/A","2007-2011",4558,1425,2305,7,258,563,31.2637121544537,50.5704256252742,0.153576129881527,5.66037735849057,12.3519087319,"2011"
"66","Barre","Worcester","MA","N/A","2008-2012",4456,1475,2273,8,204,496,33.1014362657092,51.0098743267504,0.179533213644524,4.57809694793537,11.1310592459605,"2012"
"67","Becket","Berkshire","MA","N/A","2006-2010",1339,217,766,46,88,222,16.2061239731143,57.2068707991038,3.43539955190441,6.57206870799104,16.5795369678865,"2010"
"68","Becket","Berkshire","MA","N/A","2007-2011",1518,278,805,44,107,284,18.3135704874835,53.030303030303,2.89855072463768,7.04874835309618,18.7088274044796,"2011"
"69","Becket","Berkshire","MA","N/A","2008-2012",1639,361,877,42,87,272,22.0256253813301,53.5082367297132,2.56253813300793,5.30811470408786,16.5954850518609,"2012"
"70","Bedford","Middlesex","MA","N/A","2006-2010",10330,1834,6750,140,706,900,17.7541142303969,65.3436592449177,1.35527589545015,6.83446272991288,8.71248789932236,"2010"
"71","Bedford","Middlesex","MA","N/A","2007-2011",10288,2012,6462,96,751,967,19.556765163297,62.8110419906687,0.933125972006221,7.299766718507,9.399300155521,"2011"
"72","Bedford","Middlesex","MA","N/A","2008-2012",10389,2069,6537,99,678,1006,19.9152950235826,62.9223216863991,0.952930984695351,6.52613341033786,9.68331889498508,"2012"
"73","Belchertown","Hampshire","MA","N/A","2006-2010",11369,2818,6895,90,539,1027,24.7867006772803,60.6473744392647,0.791626352361685,4.74096226581054,9.03333626528279,"2010"
"74","Belchertown","Hampshire","MA","N/A","2007-2011",11589,2979,6886,131,693,900,25.7054103028734,59.4184140132885,1.13038225903874,5.97980843903702,7.76598498576236,"2011"
"75","Belchertown","Hampshire","MA","N/A","2008-2012",11712,3265,6843,211,519,874,27.8773907103825,58.4272540983607,1.80157103825137,4.43135245901639,7.46243169398907,"2012"
"76","Bellingham","Norfolk","MA","N/A","2006-2010",12904,3517,7061,184,617,1525,27.2551146931184,54.7194668319901,1.42591444513329,4.78146311221327,11.8180409175449,"2010"
"77","Bellingham","Norfolk","MA","N/A","2007-2011",12935,3560,7223,219,555,1378,27.5222265172014,55.8407421724005,1.69308078855818,4.29068419018168,10.6532663316583,"2011"
"78","Bellingham","Norfolk","MA","N/A","2008-2012",13239,3600,7323,270,663,1383,27.1923861318831,55.3138454566055,2.03942895989123,5.0079311126218,10.4464083389984,"2012"
"79","Belmont","Middlesex","MA","N/A","2006-2010",19741,5329,11779,180,1206,1247,26.9945798085203,59.6676966719011,0.91180791246644,6.10911301352515,6.31680259358695,"2010"
"80","Belmont","Middlesex","MA","N/A","2007-2011",19734,5497,11746,151,1081,1259,27.8554778554779,59.5216377825073,0.765176852133374,5.47785547785548,6.37985203202595,"2011"
"81","Belmont","Middlesex","MA","N/A","2008-2012",19730,5242,11778,151,1166,1393,26.568677141409,59.6958945767866,0.765331981753675,5.90978205778003,7.06031424227065,"2012"
"82","Berkley","Bristol","MA","N/A","2006-2010",4981,1260,3020,44,192,465,25.296125276049,60.6303955029111,0.883356755671552,3.85464766111223,9.33547480425617,"2010"
"83","Berkley","Bristol","MA","N/A","2007-2011",4878,1253,2973,125,102,425,25.6867568675687,60.9471094710947,2.56252562525625,2.0910209102091,8.71258712587126,"2011"
"84","Berkley","Bristol","MA","N/A","2008-2012",4861,1242,2987,117,107,408,25.5502982925324,61.4482616745526,2.40691215799218,2.2011931701296,8.39333470479325,"2012"
"85","Berlin","Worcester","MA","N/A","2006-2010",2327,514,1449,44,111,209,22.0885259991405,62.2690159003008,1.89084658358401,4.77009024495058,8.98152127202406,"2010"
"86","Berlin","Worcester","MA","N/A","2007-2011",2333,499,1496,36,117,185,21.3887698242606,64.1234462066009,1.54307758251179,5.01500214316331,7.92970424346335,"2011"
"87","Berlin","Worcester","MA","N/A","2008-2012",2364,581,1350,40,164,229,24.5769881556684,57.1065989847716,1.69204737732657,6.93739424703892,9.68697123519459,"2012"
"88","Bernardston","Franklin","MA","N/A","2006-2010",1919,572,954,21,118,254,29.8071912454403,49.7133923918708,1.09431995831162,6.1490359562272,13.2360604481501,"2010"
"89","Bernardston","Franklin","MA","N/A","2007-2011",1885,508,961,24,156,236,26.9496021220159,50.9814323607427,1.27320954907162,8.27586206896552,12.5198938992042,"2011"
"90","Bernardston","Franklin","MA","N/A","2008-2012",1803,468,979,15,149,192,25.9567387687188,54.2983915696062,0.831946755407654,8.26400443704936,10.648918469218,"2012"
"91","Beverly","Essex","MA","N/A","2006-2010",33132,10658,16315,660,2483,3016,32.168296510926,49.2424242424242,1.99203187250996,7.49426536279126,9.10298201134855,"2010"
"92","Beverly","Essex","MA","N/A","2007-2011",33268,11517,16058,542,2091,3060,34.6188529517855,48.2686064686786,1.62919321870867,6.28531922568234,9.19802813514488,"2011"
"93","Beverly","Essex","MA","N/A","2008-2012",33707,12090,15721,568,2061,3267,35.8679206099623,46.6401637642033,1.68510991782122,6.11445693772807,9.6923487702851,"2012"
"94","Billerica","Middlesex","MA","N/A","2006-2010",31480,8513,18623,345,1223,2776,27.0425667090216,59.1581956797967,1.09593392630241,3.88500635324015,8.81829733163914,"2010"
"95","Billerica","Middlesex","MA","N/A","2007-2011",31893,8651,18917,345,1424,2556,27.1250744677515,59.3139560405105,1.08174207506349,4.46492960837801,8.01429780829649,"2011"
"96","Billerica","Middlesex","MA","N/A","2008-2012",32735,9178,18702,412,1602,2841,28.0372689781579,57.1315106155491,1.25859172139911,4.89384450893539,8.67878417595845,"2012"
"97","Blackstone","Worcester","MA","N/A","2006-2010",7140,2088,3883,177,553,439,29.2436974789916,54.3837535014006,2.47899159663866,7.74509803921569,6.1484593837535,"2010"
"98","Blackstone","Worcester","MA","N/A","2007-2011",7504,2255,4149,169,481,450,30.0506396588486,55.2905117270789,2.25213219616205,6.40991471215352,5.99680170575693,"2011"
"99","Blackstone","Worcester","MA","N/A","2008-2012",7527,2436,3867,164,454,606,32.3634914308489,51.3750498206457,2.17882290421151,6.03161950312209,8.05101634117178,"2012"
"100","Blandford","Hampden","MA","N/A","2006-2010",982,239,565,18,24,136,24.3380855397149,57.5356415478615,1.83299389002037,2.44399185336049,13.8492871690428,"2010"
"101","Blandford","Hampden","MA","N/A","2007-2011",984,215,618,17,18,116,21.849593495935,62.8048780487805,1.72764227642276,1.82926829268293,11.7886178861789,"2011"
"102","Blandford","Hampden","MA","N/A","2008-2012",961,217,585,20,22,117,22.5806451612903,60.8740894901145,2.08116545265349,2.28928199791883,12.1748178980229,"2012"
"103","Bolton","Worcester","MA","N/A","2006-2010",3694,775,2532,32,186,169,20.979967514889,68.5435841905793,0.866269626421224,5.03519220357336,4.57498646453709,"2010"
"104","Bolton","Worcester","MA","N/A","2007-2011",3716,797,2480,63,202,174,21.4477933261572,66.7384284176534,1.69537136706136,5.43595263724435,4.68245425188375,"2011"
"105","Bolton","Worcester","MA","N/A","2008-2012",3712,762,2431,56,221,242,20.5280172413793,65.4903017241379,1.50862068965517,5.95366379310345,6.51939655172414,"2012"
"106","Boston","Suffolk","MA","N/A","2006-2010",518461,292342,149997,15252,22929,37941,56.386497730784,28.9312021540675,2.941783470695,4.42251201151099,7.3180046329425,"2010"
"107","Boston","Suffolk","MA","N/A","2007-2011",524624,295533,152350,15468,22835,38438,56.3323446887676,29.0398456799536,2.94839732837232,4.35264112964714,7.32677117325933,"2011"
"108","Boston","Suffolk","MA","N/A","2008-2012",533390,300830,153996,15441,22868,40255,56.3996325390427,28.8711824368661,2.89487991900861,4.28729447496204,7.54701063012055,"2012"
"109","Bourne","Barnstable","MA","N/A","2006-2010",16510,4883,8865,153,1339,1270,29.5760145366445,53.694730466384,0.926711084191399,8.11023622047244,7.69230769230769,"2010"
"110","Bourne","Barnstable","MA","N/A","2007-2011",16645,4893,8819,89,1380,1464,29.3962150796035,52.9828777410634,0.534695103634725,8.29077801141484,8.79543406428357,"2011"
"111","Bourne","Barnstable","MA","N/A","2008-2012",16862,5064,8738,137,1393,1530,30.0320246708575,51.8206618431977,0.812477760645238,8.26117898232713,9.07365674297236,"2012"
"112","Boxborough","Middlesex","MA","N/A","2006-2010",3905,1002,2424,20,116,343,25.6594110115237,62.0742637644046,0.512163892445583,2.97055057618438,8.78361075544174,"2010"
"113","Boxborough","Middlesex","MA","N/A","2007-2011",4010,1014,2365,45,122,464,25.286783042394,58.9775561097257,1.12219451371571,3.04239401496259,11.571072319202,"2011"
"114","Boxborough","Middlesex","MA","N/A","2008-2012",4111,1047,2476,45,100,443,25.4682558988081,60.2286548285089,1.09462417903187,2.43249817562637,10.7759669180248,"2012"
"115","Boxford","Essex","MA","N/A","2006-2010",6045,1550,3915,35,210,335,25.6410256410256,64.7642679900744,0.578990901571547,3.47394540942928,5.54177005789909,"2010"
"116","Boxford","Essex","MA","N/A","2007-2011",6224,1444,4092,34,222,432,23.2005141388175,65.745501285347,0.546272493573265,3.56683804627249,6.94087403598972,"2011"
"117","Boxford","Essex","MA","N/A","2008-2012",6375,1420,4205,33,253,464,22.2745098039216,65.9607843137255,0.517647058823529,3.96862745098039,7.27843137254902,"2012"
"118","Boylston","Worcester","MA","N/A","2006-2010",3501,1008,2052,0,154,287,28.7917737789203,58.6118251928021,0,4.39874321622394,8.1976578120537,"2010"
"119","Boylston","Worcester","MA","N/A","2007-2011",3560,1074,2061,0,184,241,30.1685393258427,57.8932584269663,0,5.1685393258427,6.76966292134831,"2011"
"120","Boylston","Worcester","MA","N/A","2008-2012",3542,1035,2087,0,168,252,29.2207792207792,58.9215132693394,0,4.74308300395257,7.11462450592885,"2012"
"121","Braintree","Norfolk","MA","N/A","2006-2010",28619,8609,15124,391,2157,2338,30.0814144449492,52.8460113910339,1.36622523498375,7.53695097662392,8.16939795240924,"2010"
"122","Braintree","Norfolk","MA","N/A","2007-2011",28966,8852,15308,328,2244,2234,30.5599668576952,52.8481668162674,1.13236207967962,7.74701374024719,7.71249050611061,"2011"
"123","Braintree","Norfolk","MA","N/A","2008-2012",29153,9016,15340,295,2311,2191,30.9264912701952,52.6189414468494,1.01190272013172,7.92714300415052,7.51552155867321,"2012"
"124","Brewster","Barnstable","MA","N/A","2006-2010",8613,1928,4892,97,676,1020,22.3847672123534,56.7978636944154,1.12620457448044,7.84860095204923,11.8425635667015,"2010"
"125","Brewster","Barnstable","MA","N/A","2007-2011",8522,1922,4625,118,760,1097,22.5533912227177,54.2712978174138,1.3846514902605,8.91809434405069,12.8725651255574,"2011"
"126","Brewster","Barnstable","MA","N/A","2008-2012",8665,2128,4620,98,716,1103,24.5585689555684,53.3179457587998,1.13098672821696,8.26312752452395,12.7293710328909,"2012"
"127","Bridgewater","Plymouth","MA","N/A","2006-2010",21587,9036,9591,266,656,2038,41.858525964701,44.4295177653217,1.23222309723445,3.03886598415713,9.44086718858572,"2010"
"128","Bridgewater","Plymouth","MA","N/A","2007-2011",21800,8439,9958,295,845,2263,38.7110091743119,45.6788990825688,1.35321100917431,3.87614678899083,10.3807339449541,"2011"
"129","Bridgewater","Plymouth","MA","N/A","2008-2012",22182,9058,9926,175,896,2127,40.8349111892525,44.7479938689027,0.788927959606888,4.03931115318727,9.58885582905058,"2012"
"130","Brimfield","Hampden","MA","N/A","2006-2010",2830,633,1708,38,162,289,22.3674911660777,60.3533568904594,1.34275618374558,5.7243816254417,10.2120141342756,"2010"
"131","Brimfield","Hampden","MA","N/A","2007-2011",2827,652,1629,21,213,312,23.0633180049522,57.6229218252565,0.742836929607358,7.53448885744606,11.0364343827379,"2011"
"132","Brimfield","Hampden","MA","N/A","2008-2012",2897,729,1629,34,165,340,25.1639627200552,56.2305833620987,1.17362789092164,5.69554711770797,11.7362789092164,"2012"
"133","Brockton","Plymouth","MA","N/A","2006-2010",73876,29219,28548,3001,4410,8698,39.5514104716011,38.6431317342574,4.06221235583951,5.96946234230332,11.7737830959987,"2010"
"134","Brockton","Plymouth","MA","N/A","2007-2011",74295,30466,27491,2942,4726,8670,41.0067972272697,37.0024900733562,3.95988962918097,6.36112793593109,11.6696951342621,"2011"
"135","Brockton","Plymouth","MA","N/A","2008-2012",74168,30594,27497,2928,4789,8360,41.2495955128897,37.0739402437709,3.94779419695826,6.45696257145939,11.2717074749218,"2012"
"136","Brookfield","Worcester","MA","N/A","2006-2010",2803,503,1790,59,174,277,17.9450588655012,63.8601498394577,2.10488762040671,6.20763467713164,9.88226899750268,"2010"
"137","Brookfield","Worcester","MA","N/A","2007-2011",2756,464,1844,62,183,203,16.8359941944848,66.9085631349782,2.24963715529753,6.64005805515239,7.36574746008708,"2011"
"138","Brookfield","Worcester","MA","N/A","2008-2012",2726,562,1624,74,226,240,20.6162876008804,59.5744680851064,2.71460014673514,8.29053558327219,8.80410858400587,"2012"
"139","Brookline","Norfolk","MA","N/A","2006-2010",48917,21145,22268,433,2022,3049,43.2262812519165,45.5220066643498,0.885172843796635,4.13353230983094,6.2330069301061,"2010"
"140","Brookline","Norfolk","MA","N/A","2007-2011",49129,20302,23356,461,2104,2906,41.3238616702966,47.5401494025932,0.938345987095198,4.28260294327179,5.91503999674327,"2011"
"141","Brookline","Norfolk","MA","N/A","2008-2012",49685,21115,22618,628,2300,3024,42.4977357351313,45.522793599678,1.26396296669015,4.6291637315085,6.08634396699205,"2012"
"142","Buckland","Franklin","MA","N/A","2006-2010",1709,389,1034,7,102,177,22.7618490345231,60.5032182562902,0.409596255119953,5.96840257460503,10.3569338794617,"2010"
"143","Buckland","Franklin","MA","N/A","2007-2011",1841,435,1129,13,97,167,23.6284627919609,61.3253666485606,0.706137968495383,5.26887561108093,9.07115697990223,"2011"
"144","Buckland","Franklin","MA","N/A","2008-2012",1748,439,1020,10,97,182,25.1144164759725,58.3524027459954,0.5720823798627,5.54919908466819,10.4118993135011,"2012"
"145","Burlington","Middlesex","MA","N/A","2006-2010",19334,4567,11750,270,1385,1362,23.6215992551981,60.7737664218475,1.39650356884245,7.16354608461777,7.04458466949416,"2010"
"146","Burlington","Middlesex","MA","N/A","2007-2011",19559,4893,11793,283,1334,1256,25.0166163914311,60.2944935835165,1.446904238458,6.82038959046986,6.42159619612455,"2011"
"147","Burlington","Middlesex","MA","N/A","2008-2012",20131,5395,11734,271,1393,1338,26.7994635139834,58.2882122100243,1.3461825045949,6.9196761214048,6.64646564999255,"2012"
"148","Cambridge","Middlesex","MA","N/A","2006-2010",92005,48255,31779,1579,3554,6838,52.4482365088854,34.5405141024944,1.71621107548503,3.86283354165534,7.43220477147981,"2010"
"149","Cambridge","Middlesex","MA","N/A","2007-2011",92510,49224,31670,1625,3243,6748,53.2093827694303,34.2341368500703,1.75656685763701,3.50556696573343,7.29434655712896,"2011"
"150","Cambridge","Middlesex","MA","N/A","2008-2012",93865,51474,30883,1366,3253,6889,54.8383316465136,32.9015074841528,1.45528152133383,3.46561551163906,7.33926383636073,"2012"
"151","Canton","Norfolk","MA","N/A","2006-2010",17001,3934,10032,228,1743,1064,23.1398153049821,59.0082936297865,1.34109758249515,10.252338097759,6.25845538497735,"2010"
"152","Canton","Norfolk","MA","N/A","2007-2011",17122,4240,10121,277,1362,1122,24.7634622123584,59.1110851536036,1.61780165868473,7.95467819180002,6.55297278355332,"2011"
"153","Canton","Norfolk","MA","N/A","2008-2012",17226,4493,9736,312,1375,1310,26.0826657378382,56.5192151399048,1.81121560431905,7.98212005108557,7.60478346685243,"2012"
"154","Carlisle","Middlesex","MA","N/A","2006-2010",3576,635,2646,32,91,172,17.7572706935123,73.993288590604,0.894854586129754,2.54474272930649,4.80984340044743,"2010"
"155","Carlisle","Middlesex","MA","N/A","2007-2011",3676,706,2650,21,99,200,19.2056583242655,72.0892274211099,0.571273122959739,2.69314472252448,5.44069640914037,"2011"
"156","Carlisle","Middlesex","MA","N/A","2008-2012",3966,646,2973,27,93,227,16.2884518406455,74.9621785173979,0.680786686838124,2.34493192133132,5.72365103378719,"2012"
"157","Carver","Plymouth","MA","N/A","2006-2010",9397,2248,5468,192,735,754,23.9225284665319,58.1887836543578,2.0432052782803,7.82164520591678,8.02383739491327,"2010"
"158","Carver","Plymouth","MA","N/A","2007-2011",9342,2197,5340,181,813,811,23.5174480839221,57.1612074502248,1.93748661956754,8.70263326910726,8.68122457717833,"2011"
"159","Carver","Plymouth","MA","N/A","2008-2012",9289,2237,5197,139,870,846,24.0822478200022,55.9478953601033,1.49639358380881,9.36591667563785,9.10754656044784,"2012"
"160","Charlemont","Franklin","MA","N/A","2006-2010",1058,229,583,35,80,131,21.6446124763705,55.1039697542533,3.30812854442344,7.56143667296786,12.3818525519849,"2010"
