"Municipal","County","State","F_year","","","","","","","",""
"Brookfield","Worcester","MA","2012",247214325,0,9683332,2052524,6592007,265542188,93.1,6.9
"Brookfield","Worcester","MA","2013",236258766,0,9172932,1968982,6123170,253523850,93.2,6.8
"Charlton","Worcester","MA","2003",680560003,0,46481408,36063165,40132822,803237398,84.7,15.3
"Charlton","Worcester","MA","2004",704970893,0,49314322,36145765,46907710,837338690,84.2,15.8
"Charlton","Worcester","MA","2005",1080300821,0,62265968,46152195,43885440,1232604424,87.6,12.4
"Charlton","Worcester","MA","2006",1200660941,0,63057899,46954960,44426520,1355100320,88.6,11.4
"Charlton","Worcester","MA","2007",1413734866,0,71391345,52526240,44318590,1581971041,89.4,10.6
"Charlton","Worcester","MA","2008",1469608943,0,82349572,52995170,45991920,1650945605,89,11
"Charlton","Worcester","MA","2009",1407132102,0,81541602,53530975,51064520,1593269199,88.3,11.7
"Charlton","Worcester","MA","2010",1296650232,0,81880605,53305855,50278250,1482114942,87.5,12.5
"Charlton","Worcester","MA","2011",1196184577,0,82802529,53895740,50850380,1383733226,86.4,13.6
"Charlton","Worcester","MA","2012",1195666644,0,81593462,53117250,51946270,1382323626,86.5,13.5
"Charlton","Worcester","MA","2013",1198429814,0,82749638,54664905,54483170,1390327527,86.2,13.8
"Clinton","Worcester","MA","2003",677474525,0,43100775,54807600,16837610,792220510,85.5,14.5
"Clinton","Worcester","MA","2004",700342997,0,46924503,57013200,17076792,821357492,85.3,14.7
"Clinton","Worcester","MA","2005",899128019,0,52150281,63521900,15507220,1030307420,87.3,12.7
"Clinton","Worcester","MA","2006",1058650456,0,58095444,63185700,16498996,1196430596,88.5,11.5
"Clinton","Worcester","MA","2007",1091062237,0,57907363,63580000,22847738,1235397338,88.3,11.7
"Clinton","Worcester","MA","2008",1112461602,0,59533868,63108300,24567869,1259671639,88.3,11.7
"Clinton","Worcester","MA","2009",1057344675,0,61600295,64161000,27100037,1210206007,87.4,12.6
"Clinton","Worcester","MA","2010",1007095178,0,67432292,62616900,27649167,1164793537,86.5,13.5
"Clinton","Worcester","MA","2011",942155254,0,67092116,62439100,34964480,1106650950,85.1,14.9
"Clinton","Worcester","MA","2012",895941131,0,68539339,63764800,30769733,1059015003,84.6,15.4
"Clinton","Worcester","MA","2013",904588655,0,70569400,63623100,30684924,1069466079,84.6,15.4
"Douglas","Worcester","MA","2003",511034551,0,11680669,13062580,8962100,544739900,93.8,6.2
"Douglas","Worcester","MA","2004",526008776,0,11419920,13321480,10192580,560942756,93.8,6.2
"Douglas","Worcester","MA","2005",783549342,0,16797187,14129340,10755490,825231359,94.9,5.1
"Douglas","Worcester","MA","2006",878402956,0,18632272,18143900,11034550,926213678,94.8,5.2
"Douglas","Worcester","MA","2007",972439915,0,20837110,17911480,11004660,1022193165,95.1,4.9
"Douglas","Worcester","MA","2008",963977541,0,21675965,24815750,13122310,1023591566,94.2,5.8
"Douglas","Worcester","MA","2009",932222513,0,19977880,19621800,16627180,988449373,94.3,5.7
"Douglas","Worcester","MA","2010",884961996,0,19916319,17906800,16413081,939198196,94.2,5.8
"Douglas","Worcester","MA","2011",798775538,0,18479936,17220800,16398019,850874293,93.9,6.1
"Douglas","Worcester","MA","2012",794587753,0,18605683,15509100,18123656,846826192,93.8,6.2
"Douglas","Worcester","MA","2013",801306798,0,18668265,15509100,19203467,854687630,93.8,6.2
"Dudley","Worcester","MA","2003",525461641,0,23313159,14137500,9901732,572814032,91.7,8.3
"Dudley","Worcester","MA","2004",581384893,0,23011707,15752400,9997363,630146363,92.3,7.7
"Dudley","Worcester","MA","2005",819241736,0,27952164,15079200,10466532,872739632,93.9,6.1
"Dudley","Worcester","MA","2006",890372325,0,27281775,17247800,11216073,946117973,94.1,5.9
"Dudley","Worcester","MA","2007",952209587,0,28818013,18269400,10295489,1009592489,94.3,5.7
"Dudley","Worcester","MA","2008",993809132,0,31224568,20700100,9797708,1055531508,94.2,5.8
"Dudley","Worcester","MA","2009",924174024,0,31341576,20872300,11799551,988187451,93.5,6.5
"Dudley","Worcester","MA","2010",842226207,0,31451893,21113600,13054217,907845917,92.8,7.2
"Dudley","Worcester","MA","2011",793254744,0,31658756,21401900,12856251,859171651,92.3,7.7
"Dudley","Worcester","MA","2012",770503125,0,30333175,20688000,13037356,834561656,92.3,7.7
"Dudley","Worcester","MA","2013",746688889,0,30616911,20969400,13114072,811389272,92,8
"East Brookfield","Worcester","MA","2003",116800247,0,9515146,1602500,2900895,130818788,89.3,10.7
"East Brookfield","Worcester","MA","2004",119315757,0,9387367,1829800,4106718,134639642,88.6,11.4
"East Brookfield","Worcester","MA","2005",189067696,0,11174118,2090600,4074907,206407321,91.6,8.4
"East Brookfield","Worcester","MA","2006",222562808,0,14489608,2203500,4246995,243502911,91.4,8.6
"East Brookfield","Worcester","MA","2007",229119433,0,14630409,2203500,4097260,250050602,91.6,8.4
"East Brookfield","Worcester","MA","2008",227349611,0,15276505,2423200,3810911,248860227,91.4,8.6
"East Brookfield","Worcester","MA","2009",230286797,0,15945639,2537100,4235170,253004706,91,9
"East Brookfield","Worcester","MA","2010",213223128,0,14854323,2176100,4465630,234719181,90.8,9.2
"East Brookfield","Worcester","MA","2011",201560672,0,13556375,2142000,4217895,221476942,91,9
"East Brookfield","Worcester","MA","2012",202993672,0,13588927,2087300,4195042,222864941,91.1,8.9
"East Brookfield","Worcester","MA","2013",202338702,0,13804252,2278500,4235835,222657289,90.9,9.1
"Fitchburg","Worcester","MA","2003",1272004405,0,164842338,96420700,59520380,1592787823,79.9,20.1
"Fitchburg","Worcester","MA","2004",1538374509,0,173083428,102105375,65316020,1878879332,81.9,18.1
"Fitchburg","Worcester","MA","2005",1790525753,0,186602155,103166091,65268650,2145562649,83.5,16.5
"Fitchburg","Worcester","MA","2006",2041824154,0,201781615,109902400,70967487,2424475656,84.2,15.8
"Fitchburg","Worcester","MA","2007",2268270874,0,228931705,116823600,77560097,2691586276,84.3,15.7
"Fitchburg","Worcester","MA","2008",2338208370,0,235620767,118632100,82100169,2774561406,84.3,15.7
"Fitchburg","Worcester","MA","2009",2225181532,0,237146816,120085700,91076226,2673490274,83.2,16.8
"Fitchburg","Worcester","MA","2010",1993453635,0,235972456,117636400,96319517,2443382008,81.6,18.4
"Fitchburg","Worcester","MA","2011",1820915934,0,227699526,114153700,112374243,2275143403,80,20
"Fitchburg","Worcester","MA","2012",1718112950,0,222182867,112062500,116447354,2168805671,79.2,20.8
"Fitchburg","Worcester","MA","2013",1634790575,0,211979373,109833500,120365137,2076968585,78.7,21.3
"Gardner","Worcester","MA","2003",620958468,0,68612432,41895400,22480026,753946326,82.4,17.6
"Gardner","Worcester","MA","2004",631772993,0,69000407,43281200,23429604,767484204,82.3,17.7
"Gardner","Worcester","MA","2005",1003795974,0,83519326,50388000,23353391,1161056691,86.5,13.5
"Gardner","Worcester","MA","2006",1078630039,0,83861161,52029800,26903847,1241424847,86.9,13.1
"Gardner","Worcester","MA","2007",1198607912,0,91803688,50351500,26530138,1367293238,87.7,12.3
"Gardner","Worcester","MA","2008",1188487887,0,97869413,55154800,28050661,1369562761,86.8,13.2
"Gardner","Worcester","MA","2009",1131324884,0,97009516,54835000,30940525,1314109925,86.1,13.9
"Gardner","Worcester","MA","2010",1017805088,0,98461512,54698200,31192161,1202156961,84.7,15.3
"Gardner","Worcester","MA","2011",985326207,0,108480493,66734400,39011148,1199552248,82.1,17.9
"Gardner","Worcester","MA","2012",977326178,0,107855422,62259200,37639103,1185079903,82.5,17.5
"Gardner","Worcester","MA","2013",969707075,0,111731325,61621600,38325479,1181385479,82.1,17.9
"Grafton","Worcester","MA","2003",954007794,0,50526600,32542400,31296621,1068373415,89.3,10.7
"Grafton","Worcester","MA","2004",1521591774,0,60599402,39826087,35255807,1657273070,91.8,8.2
"Grafton","Worcester","MA","2005",1725615404,0,59635341,41109087,36248926,1862608758,92.6,7.4
"Grafton","Worcester","MA","2006",1883750808,0,69671934,46409644,39105204,2038937590,92.4,7.6
"Grafton","Worcester","MA","2007",2196044247,0,86911015,47443751,40488320,2370887333,92.6,7.4
"Grafton","Worcester","MA","2008",2182040698,0,82034791,50652230,39471160,2354198879,92.7,7.3
"Grafton","Worcester","MA","2009",2116121201,0,94951821,56041859,48348450,2315463331,91.4,8.6
"Grafton","Worcester","MA","2010",1952034246,0,94545533,55667847,52422380,2154670006,90.6,9.4
"Grafton","Worcester","MA","2011",1872466775,0,95119674,53709542,51777350,2073073341,90.3,9.7
"Grafton","Worcester","MA","2012",1918885757,0,96268441,55636459,54043080,2124833737,90.3,9.7
"Grafton","Worcester","MA","2013",1860500724,0,92825844,54255227,53188630,2060770425,90.3,9.7
"Hardwick","Worcester","MA","2003",129134102,0,9788987,1649500,3797894,144370483,89.4,10.6
"Hardwick","Worcester","MA","2004",131154171,0,9919991,1703100,3724325,146501587,89.5,10.5
"Hardwick","Worcester","MA","2005",153781153,0,9980585,1703400,3480829,168945967,91,9
"Hardwick","Worcester","MA","2006",220256887,0,11259184,1716100,3683729,236915900,93,7
"Hardwick","Worcester","MA","2007",245736549,0,12334060,1648100,3662178,263380887,93.3,6.7
"Hardwick","Worcester","MA","2008",257134468,0,13088489,1651800,3695887,275570644,93.3,6.7
"Hardwick","Worcester","MA","2009",260248499,0,13818960,1534500,5333012,280934971,92.6,7.4
"Hardwick","Worcester","MA","2010",239898400,0,12603373,1829000,5495697,259826470,92.3,7.7
"Hardwick","Worcester","MA","2011",218480984,0,11875374,1876000,5914537,238146895,91.7,8.3
"Hardwick","Worcester","MA","2012",214327636,0,12269860,1877400,5890394,234365290,91.5,8.5
"Hardwick","Worcester","MA","2013",213529517,0,11897903,1815000,5940163,233182583,91.6,8.4
"Harvard","Worcester","MA","2003",846436200,0,24625900,3988800,8300300,883351200,95.8,4.2
"Harvard","Worcester","MA","2004",910707223,0,28237277,2595300,10491590,952031390,95.7,4.3
"Harvard","Worcester","MA","2005",1135908270,0,34524630,2052500,9941600,1182427000,96.1,3.9
"Harvard","Worcester","MA","2006",1140156996,0,34975304,2057700,10580232,1187770232,96,4
"Harvard","Worcester","MA","2007",1138170159,0,34613441,2283500,9475205,1184542305,96.1,3.9
"Harvard","Worcester","MA","2008",1140954360,0,38410640,2376000,10815890,1192556890,95.7,4.3
"Harvard","Worcester","MA","2009",1128857884,0,36493416,2376000,14498322,1182225622,95.5,4.5
"Harvard","Worcester","MA","2010",1086713988,0,34767212,2353400,15160912,1138995512,95.4,4.6
"Harvard","Worcester","MA","2011",1028867112,0,34762788,2576200,16623459,1082829559,95,5
"Harvard","Worcester","MA","2012",998935670,0,34777030,2425700,16903741,1053042141,94.9,5.1
"Harvard","Worcester","MA","2013",1003829584,0,34213196,2423000,16181633,1056647413,95,5
"Holden","Worcester","MA","2003",1124277000,299600,51683800,22056600,16998100,1215315100,92.5,7.5
"Holden","Worcester","MA","2004",1393482900,337300,52067900,24342400,19472900,1489703400,93.6,6.4
"Holden","Worcester","MA","2005",1654377500,401400,53833000,25252200,19527600,1753391700,94.4,5.6
"Holden","Worcester","MA","2006",1826426190,434200,57512610,26656400,19822300,1930851700,94.6,5.4
"Holden","Worcester","MA","2007",1924417700,434200,65520800,28124000,24116500,2042613200,94.2,5.8
"Holden","Worcester","MA","2008",1902254550,415500,65441850,27496300,24235200,2019843400,94.2,5.8
"Holden","Worcester","MA","2009",1866007460,376900,65759340,26843500,26117200,1985104400,94,6
"Holden","Worcester","MA","2010",1770671240,0,61807660,24619400,26884300,1883982600,94,6
"Holden","Worcester","MA","2011",1746287435,0,60351165,24378800,28313000,1859330400,93.9,6.1
"Holden","Worcester","MA","2012",1726046735,0,59631065,24772300,27632500,1838082600,93.9,6.1
"Holden","Worcester","MA","2013",1697603875,0,61493725,24233100,27568400,1810899100,93.7,6.3
"Hopedale","Worcester","MA","2003",485867845,0,27500320,15284800,7492560,536145525,90.6,9.4
"Hopedale","Worcester","MA","2004",529989255,0,28522050,14221300,8369670,581102275,91.2,8.8
"Hopedale","Worcester","MA","2005",587941065,0,31883428,15319100,9307680,644451273,91.2,8.8
"Hopedale","Worcester","MA","2006",675091721,0,34564545,23339000,8401480,741396746,91.1,8.9
"Hopedale","Worcester","MA","2007",695484185,0,35238326,28745080,8665540,768133131,90.5,9.5
"Hopedale","Worcester","MA","2008",686945837,0,36061574,29268660,9198550,761474621,90.2,9.8
"Hopedale","Worcester","MA","2009",666560411,0,38556751,28988790,11847220,745953172,89.4,10.6
"Hopedale","Worcester","MA","2010",629073717,0,38130699,27687820,12162470,707054706,89,11
"Hopedale","Worcester","MA","2011",583581077,0,35492586,25747630,13100960,657922253,88.7,11.3
"Hopedale","Worcester","MA","2012",579430550,0,35030175,25685830,15562590,655709145,88.4,11.6
"Hopedale","Worcester","MA","2013",565800561,0,35037837,25839840,15295460,641973698,88.1,11.9
"Hubbardston","Worcester","MA","2003",223780200,0,6331700,2289300,4342239,236743439,94.5,5.5
"Hubbardston","Worcester","MA","2004",332055145,0,7597009,2391100,5141942,347185196,95.6,4.4
"Hubbardston","Worcester","MA","2005",376757495,0,8126773,2419500,4885919,392189687,96.1,3.9
"Hubbardston","Worcester","MA","2006",400133365,0,8162297,4587600,7106420,419989682,95.3,4.7
"Hubbardston","Worcester","MA","2007",467270973,0,9433467,5470300,6460534,488635274,95.6,4.4
"Hubbardston","Worcester","MA","2008",487446109,0,14932842,6205700,7516113,516100764,94.4,5.6
"Hubbardston","Worcester","MA","2009",488663414,0,16255946,18803700,9647903,533370963,91.6,8.4
"Hubbardston","Worcester","MA","2010",449152840,0,16800110,15471400,10082343,491506693,91.4,8.6
"Hubbardston","Worcester","MA","2011",419334992,0,15953823,7178900,9405584,451873299,92.8,7.2
"Hubbardston","Worcester","MA","2012",403182450,0,14985304,6779900,9127483,434075137,92.9,7.1
"Hubbardston","Worcester","MA","2013",389645031,0,14903543,5570000,7360822,417479396,93.3,6.7
"Lancaster","Worcester","MA","2003",464737500,2444700,30339700,22295400,15246100,535063400,87.3,12.7
"Lancaster","Worcester","MA","2004",484166800,2191500,30051600,24753500,14868500,556031900,87.5,12.5
"Lancaster","Worcester","MA","2005",626614800,2543800,36348000,22851300,14569100,702927000,89.5,10.5
"Lancaster","Worcester","MA","2006",721373400,2631800,44970600,23464800,14678200,807118800,89.7,10.3
"Lancaster","Worcester","MA","2007",758914900,2653400,43175700,22567600,15398900,842710500,90.4,9.6
"Lancaster","Worcester","MA","2008",795728702,0,50911318,26385200,15880520,888905740,89.5,10.5
"Lancaster","Worcester","MA","2009",754207905,0,52492499,29466600,17966385,854133389,88.3,11.7
"Lancaster","Worcester","MA","2010",728730268,0,48342457,29707100,19246525,826026350,88.2,11.8
"Lancaster","Worcester","MA","2011",707769379,0,50233101,27859300,19549269,805411049,87.9,12.1
"Lancaster","Worcester","MA","2012",687616095,0,50696312,31911400,18386051,788609858,87.2,12.8
"Lancaster","Worcester","MA","2013",651079257,0,50834103,32650000,19695820,754259180,86.3,13.7
"Leicester","Worcester","MA","2003",485070453,0,25621000,14399458,12345840,537436751,90.3,9.7
"Leicester","Worcester","MA","2004",542529462,0,28485817,16333000,13256670,600604949,90.3,9.7
"Leicester","Worcester","MA","2005",768297559,0,33444250,18867916,12439700,833049425,92.2,7.8
"Leicester","Worcester","MA","2006",889528457,0,35693977,18842544,12991210,957056188,92.9,7.1
"Leicester","Worcester","MA","2007",1002800766,0,44317328,19523784,12364740,1079006618,92.9,7.1
"Leicester","Worcester","MA","2008",1032200146,0,57856013,21066522,13669800,1124792481,91.8,8.2
"Leicester","Worcester","MA","2009",953491885,0,57781626,20570582,26426460,1058270553,90.1,9.9
"Leicester","Worcester","MA","2010",862779080,0,57884781,20811332,26870430,968345623,89.1,10.9
"Leicester","Worcester","MA","2011",835812615,0,56714359,19814326,27340710,939682010,88.9,11.1
"Leicester","Worcester","MA","2012",815358800,0,57638352,19343176,20686280,913026608,89.3,10.7
"Leicester","Worcester","MA","2013",813242840,0,57398905,19693076,21298450,911633271,89.2,10.8
"Leominster","Worcester","MA","2003",2034739414,948200,280614356,193479440,51166300,2560947710,79.5,20.5
"Leominster","Worcester","MA","2004",2301877090,953200,301822370,195880350,57304500,2857837510,80.6,19.4
"Leominster","Worcester","MA","2005",2684671050,913100,309617590,202950260,57596300,3255748300,82.5,17.5
"Leominster","Worcester","MA","2006",3041527495,704100,402745720,241910385,69147700,3756035400,81,19
"Leominster","Worcester","MA","2007",3166011120,795000,423923080,241885100,68566360,3901180660,81.2,18.8
"Leominster","Worcester","MA","2008",3177300575,726600,445949975,240948150,78951700,3943877000,80.6,19.4
"Leominster","Worcester","MA","2009",3069036195,503700,479316109,247835160,84320200,3881011364,79.1,20.9
"Leominster","Worcester","MA","2010",2747259075,450700,440218038,227963690,94438200,3510329703,78.3,21.7
"Leominster","Worcester","MA","2011",2563849475,423100,403825222,200890800,120506400,3289494997,78,22
"Leominster","Worcester","MA","2012",2464398235,373100,387664486,193510150,133041700,3178987671,77.5,22.5
"Leominster","Worcester","MA","2013",2397729645,373100,384022926,189263900,101155900,3072545471,78,22
"Lunenburg","Worcester","MA","2003",841292300,135100,52514100,15996300,14849700,924787500,91,9
"Lunenburg","Worcester","MA","2004",908570200,139600,54756700,16373400,16455400,996295300,91.2,8.8
"Lunenburg","Worcester","MA","2005",1014814200,165300,55942900,17232000,15868000,1104022400,91.9,8.1
"Lunenburg","Worcester","MA","2006",1172156400,0,62162500,19104400,17031900,1270455200,92.3,7.7
"Lunenburg","Worcester","MA","2007",1186935300,32700,62230700,19024000,17725200,1285947900,92.3,7.7
"Lunenburg","Worcester","MA","2008",1217975700,0,64418400,21025300,19252440,1322671840,92.1,7.9
"Lunenburg","Worcester","MA","2009",1177626000,0,74160900,22719700,22670064,1297176664,90.8,9.2
"Lunenburg","Worcester","MA","2010",1110439200,0,71405100,22444600,22985504,1227274404,90.5,9.5
"Lunenburg","Worcester","MA","2011",1000004500,0,64514700,21614900,28148789,1114282889,89.7,10.3
"Lunenburg","Worcester","MA","2012",1008566509,0,63563291,20402900,28433861,1120966561,90,10
"Lunenburg","Worcester","MA","2013",1016139357,0,65224243,20290900,29375244,1131029744,89.8,10.2
"Mendon","Worcester","MA","2003",551608543,0,32598037,5513500,15119330,604839410,91.2,8.8
