Municipal	County	State	C_year	AR002_001	AR002_002	AR002_003	AR002_004	AR002_005	AR002_006	AR002_007	AR002_008	AR002_009	AR002_010	AR002_011	AR002_012	AR002_013	AR002_014	AR002_015	AR002_016	AR002_017	AR002_018	AR002_019	AR002_020	AR002_021	AR002_022	AR002_023	AR002_024	AR002_025	AR002_026	AR002_027	AR002_028	AR002_029	AR002_030	AR002_031	AR002_032	AR002_033	AR002_034
Bernardston	Franklin	MA	2002	12	Bernardston town	11	11	$1,507,080.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	11	11	$1,507,080.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	11	11	$1,507,080.00	$137,007.27	11	11	$1,507,080.00	$137,007.27
Bernardston	Franklin	MA	2003	12	Bernardston town	14	14	$2,231,240.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	14	14	$2,231,240.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	14	14	$2,231,240.00	$159,374.29	14	14	$2,231,240.00	$159,374.29
Bernardston	Franklin	MA	2004	12	Bernardston town	16	16	$3,712,630.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	16	16	$3,712,630.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	16	16	$3,712,630.00	$232,039.38	16	16	$3,712,630.00	$232,039.38
Bernardston	Franklin	MA	2005	12	Bernardston town	7	7	$1,880,880.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	7	7	$1,880,880.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	7	7	$1,880,880.00	$268,697.14	7	7	$1,880,880.00	$268,697.14
Bernardston	Franklin	MA	2006	12	Bernardston town	11	11	$2,575,510.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	11	11	$2,575,510.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	11	11	$2,575,510.00	$234,137.27	11	11	$2,575,510.00	$234,137.27
Bernardston	Franklin	MA	2007	12	Bernardston town	4	4	$783,947.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	4	4	$783,947.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	4	4	$783,947.00	$195,986.75	4	4	$783,947.00	$195,986.75
Bernardston	Franklin	MA	2008	12	Bernardston town	4	4	$839,220.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	4	4	$839,220.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	4	4	$839,220.00	$209,805.00	4	4	$839,220.00	$209,805.00
Bernardston	Franklin	MA	2009	12	Bernardston town	3	3	$722,160.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	3	3	$722,160.00	0	0	$0.00	0	0	$0.00	0	0	$0.00								
Bernardston	Franklin	MA	2010	12	Bernardston town	3	3	$991,710.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	3	3	$991,710.00	0	0	$0.00	0	0	$0.00	0	0	$0.00								
Bernardston	Franklin	MA	2011	12	Bernardston town	2	2	$840,840.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	2	2	$840,840.00	0	0	$0.00	0	0	$0.00	0	0	$0.00								
Buckland	Franklin	MA	2000	12	Buckland town	3	3	$380,070.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	3	3	$380,070.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	3	3	$380,070.00	$126,690.00	3	3	$380,070.00	$126,690.00
Buckland	Franklin	MA	2001	12	Buckland town	2	2	$221,390.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	2	2	$221,390.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	2	2	$221,390.00	$110,695.00	2	2	$221,390.00	$110,695.00
Buckland	Franklin	MA	2002	12	Buckland town	8	8	$969,744.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	8	8	$969,744.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	8	8	$969,744.00	$121,218.00	8	8	$969,744.00	$121,218.00
Buckland	Franklin	MA	2003	12	Buckland town	2	2	$277,340.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	2	2	$277,340.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	2	2	$277,340.00	$138,670.00	2	2	$277,340.00	$138,670.00
Buckland	Franklin	MA	2004	12	Buckland town	8	8	$1,433,730.00	1	2	$386,000.00	0	0	$0.00	0	0	$0.00	8	8	$1,433,730.00	1	2	$386,000.00	0	0	$0.00	0	0	$0.00	9	10	$1,819,730.00	$181,973.00	9	10	$1,819,730.00	$181,973.00
Buckland	Franklin	MA	2005	12	Buckland town	7	7	$1,267,680.00	0	0	$0.00	1	4	$453,600.00	0	0	$0.00	7	7	$1,267,680.00	0	0	$0.00	1	4	$453,600.00	0	0	$0.00	8	11	$1,721,280.00	$156,480.00	8	11	$1,721,280.00	$156,480.00
Buckland	Franklin	MA	2006	12	Buckland town	3	3	$700,840.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	3	3	$700,840.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	3	3	$700,840.00	$233,613.33	3	3	$700,840.00	$233,613.33
Buckland	Franklin	MA	2007	12	Buckland town	2	2	$265,710.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	2	2	$265,710.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	2	2	$265,710.00	$132,855.00	2	2	$265,710.00	$132,855.00
Buckland	Franklin	MA	2008	12	Buckland town	1	1	$197,520.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	1	1	$197,520.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	1	1	$197,520.00	$197,520.00	1	1	$197,520.00	$197,520.00
Buckland	Franklin	MA	2009	12	Buckland town	1	1	$327,360.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	1	1	$327,360.00	0	0	$0.00	0	0	$0.00	0	0	$0.00								
Buckland	Franklin	MA	2010	12	Buckland town	2	2	$513,150.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	2	2	$513,150.00	0	0	$0.00	0	0	$0.00	0	0	$0.00								
Buckland	Franklin	MA	2011	12	Buckland town	1	1	$127,200.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	1	1	$127,200.00	0	0	$0.00	0	0	$0.00	0	0	$0.00								
Charlemont	Franklin	MA	2000	12	Charlemont town	13	13	$1,483,682.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	13	13	$1,483,682.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	13	13	$1,483,682.00	$114,129.38	13	13	$1,483,682.00	$114,129.38
Charlemont	Franklin	MA	2001	12	Charlemont town	3	3	$401,250.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	3	3	$401,250.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	3	3	$401,250.00	$133,750.00	3	3	$401,250.00	$133,750.00
Charlemont	Franklin	MA	2002	12	Charlemont town	3	3	$285,900.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	3	3	$285,900.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	3	3	$285,900.00	$95,300.00	3	3	$285,900.00	$95,300.00
Charlemont	Franklin	MA	2003	12	Charlemont town	9	9	$1,727,624.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	9	9	$1,727,624.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	9	9	$1,727,624.00	$191,958.22	9	9	$1,727,624.00	$191,958.22
Charlemont	Franklin	MA	2004	12	Charlemont town	1	1	$213,690.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	1	1	$213,690.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	1	1	$213,690.00	$213,690.00	1	1	$213,690.00	$213,690.00
Charlemont	Franklin	MA	2005	12	Charlemont town	1	1	$89,640.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	1	1	$89,640.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	1	1	$89,640.00	$89,640.00	1	1	$89,640.00	$89,640.00
Charlemont	Franklin	MA	2006	12	Charlemont town	5	5	$786,330.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	5	5	$786,330.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	5	5	$786,330.00	$157,266.00	5	5	$786,330.00	$157,266.00
Charlemont	Franklin	MA	2007	12	Charlemont town	3	3	$715,250.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	3	3	$715,250.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	3	3	$715,250.00	$238,416.67	3	3	$715,250.00	$238,416.67
Charlemont	Franklin	MA	2008	12	Charlemont town	6	6	$665,240.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	6	6	$665,240.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	6	6	$665,240.00	$110,873.33	6	6	$665,240.00	$110,873.33
Charlemont	Franklin	MA	2009	12	Charlemont town	0	0	$0.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	0	0	$0.00								
Charlemont	Franklin	MA	2010	12	Charlemont town	0	0	$0.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	0	0	$0.00								
Charlemont	Franklin	MA	2011	12	Charlemont town	1	1	$87,540.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	1	1	$87,540.00	0	0	$0.00	0	0	$0.00	0	0	$0.00								
Colrain	Franklin	MA	2000	0	Colrain town	9	9	$600,428.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	9	9	$600,428.00	$66,714.22	0	0	$0.00	
Colrain	Franklin	MA	2001	0	Colrain town	10	10	$667,142.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	10	10	$667,142.00	$66,714.20	0	0	$0.00	
Colrain	Franklin	MA	2002	0	Colrain town	11	11	$733,856.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	11	11	$733,856.00	$66,714.18	0	0	$0.00	
Colrain	Franklin	MA	2003	12	Colrain town	4	4	$282,000.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	4	4	$282,000.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	4	4	$282,000.00	$70,500.00	4	4	$282,000.00	$70,500.00
Colrain	Franklin	MA	2004	12	Colrain town	5	5	$535,086.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	5	5	$535,086.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	5	5	$535,086.00	$107,017.20	5	5	$535,086.00	$107,017.20
Colrain	Franklin	MA	2005	12	Colrain town	5	5	$452,140.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	5	5	$452,140.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	5	5	$452,140.00	$90,428.00	5	5	$452,140.00	$90,428.00
Colrain	Franklin	MA	2006	12	Colrain town	9	9	$761,320.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	9	9	$761,320.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	9	9	$761,320.00	$84,591.11	9	9	$761,320.00	$84,591.11
Colrain	Franklin	MA	2007	12	Colrain town	7	7	$1,787,000.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	7	7	$1,787,000.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	7	7	$1,787,000.00	$255,285.71	7	7	$1,787,000.00	$255,285.71
Colrain	Franklin	MA	2008	0	Colrain town	5	5	$1,276,429.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	5	5	$1,276,429.00	$255,285.80	0	0	$0.00	
Colrain	Franklin	MA	2009	12	Colrain town	3	3	$498,800.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	3	3	$498,800.00	0	0	$0.00	0	0	$0.00	0	0	$0.00								
Colrain	Franklin	MA	2010	0	Colrain town	3	3	$498,800.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	0	0	$0.00								
Colrain	Franklin	MA	2011	12	Colrain town	0	0	$0.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	0	0	$0.00								
Conway	Franklin	MA	2000	12	Conway town	14	14	$2,552,688.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	14	14	$2,552,688.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	14	14	$2,552,688.00	$182,334.86	14	14	$2,552,688.00	$182,334.86
Conway	Franklin	MA	2001	12	Conway town	13	13	$1,759,512.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	13	13	$1,759,512.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	13	13	$1,759,512.00	$135,347.08	13	13	$1,759,512.00	$135,347.08
Conway	Franklin	MA	2002	12	Conway town	9	9	$1,090,050.00	1	2	$218,580.00	0	0	$0.00	0	0	$0.00	9	9	$1,090,050.00	1	2	$218,580.00	0	0	$0.00	0	0	$0.00	10	11	$1,308,630.00	$118,966.36	10	11	$1,308,630.00	$118,966.36
Conway	Franklin	MA	2003	12	Conway town	6	6	$1,114,000.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	6	6	$1,114,000.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	6	6	$1,114,000.00	$185,666.67	6	6	$1,114,000.00	$185,666.67
Conway	Franklin	MA	2004	12	Conway town	12	12	$2,989,092.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	12	12	$2,989,092.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	12	12	$2,989,092.00	$249,091.00	12	12	$2,989,092.00	$249,091.00
Conway	Franklin	MA	2005	12	Conway town	5	5	$1,204,030.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	5	5	$1,204,030.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	5	5	$1,204,030.00	$240,806.00	5	5	$1,204,030.00	$240,806.00
Conway	Franklin	MA	2006	12	Conway town	5	5	$998,764.00	1	2	$313,630.00	0	0	$0.00	0	0	$0.00	5	5	$998,764.00	1	2	$313,630.00	0	0	$0.00	0	0	$0.00	6	7	$1,312,394.00	$187,484.86	6	7	$1,312,394.00	$187,484.86
Conway	Franklin	MA	2007	12	Conway town	5	5	$1,058,000.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	5	5	$1,058,000.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	5	5	$1,058,000.00	$211,600.00	5	5	$1,058,000.00	$211,600.00
Conway	Franklin	MA	2008	12	Conway town	4	4	$909,930.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	4	4	$909,930.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	4	4	$909,930.00	$227,482.50	4	4	$909,930.00	$227,482.50
Conway	Franklin	MA	2009	12	Conway town	4	4	$1,330,770.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	4	4	$1,330,770.00	0	0	$0.00	0	0	$0.00	0	0	$0.00								
Conway	Franklin	MA	2010	12	Conway town	3	3	$859,230.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	3	3	$859,230.00	0	0	$0.00	0	0	$0.00	0	0	$0.00								
Conway	Franklin	MA	2011	12	Conway town	0	0	$0.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	0	0	$0.00								
Deerfield	Franklin	MA	2000	12	Deerfield town	15	15	$2,667,888.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	15	15	$2,667,888.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	15	15	$2,667,888.00	$177,859.20	15	15	$2,667,888.00	$177,859.20
Deerfield	Franklin	MA	2001	12	Deerfield town	11	11	$2,554,385.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	11	11	$2,554,385.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	11	11	$2,554,385.00	$232,216.82	11	11	$2,554,385.00	$232,216.82
Deerfield	Franklin	MA	2002	12	Deerfield town	12	12	$2,691,700.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	12	12	$2,691,700.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	12	12	$2,691,700.00	$224,308.33	12	12	$2,691,700.00	$224,308.33
Deerfield	Franklin	MA	2003	12	Deerfield town	19	19	$4,567,137.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	19	19	$4,567,137.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	19	19	$4,567,137.00	$240,375.63	19	19	$4,567,137.00	$240,375.63
Deerfield	Franklin	MA	2004	12	Deerfield town	9	9	$1,486,954.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	9	9	$1,486,954.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	9	9	$1,486,954.00	$165,217.11	9	9	$1,486,954.00	$165,217.11
Deerfield	Franklin	MA	2005	12	Deerfield town	7	7	$1,487,000.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	7	7	$1,487,000.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	7	7	$1,487,000.00	$212,428.57	7	7	$1,487,000.00	$212,428.57
Deerfield	Franklin	MA	2006	12	Deerfield town	4	4	$1,116,400.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	4	4	$1,116,400.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	4	4	$1,116,400.00	$279,100.00	4	4	$1,116,400.00	$279,100.00
Deerfield	Franklin	MA	2007	12	Deerfield town	6	6	$1,293,000.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	6	6	$1,293,000.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	6	6	$1,293,000.00	$215,500.00	6	6	$1,293,000.00	$215,500.00
Deerfield	Franklin	MA	2008	12	Deerfield town	2	2	$464,961.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	2	2	$464,961.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	2	2	$464,961.00	$232,480.50	2	2	$464,961.00	$232,480.50
Deerfield	Franklin	MA	2009	12	Deerfield town	1	1	$322,000.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	1	1	$322,000.00	0	0	$0.00	0	0	$0.00	0	0	$0.00								
Deerfield	Franklin	MA	2010	12	Deerfield town	0	0	$0.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	0	0	$0.00								
Deerfield	Franklin	MA	2011	12	Deerfield town	2	2	$600,000.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	2	2	$600,000.00	0	0	$0.00	0	0	$0.00	0	0	$0.00								
Erving	Franklin	MA	2000	12	Erving town	6	6	$684,490.00	1	2	$167,920.00	0	0	$0.00	0	0	$0.00	6	6	$684,490.00	1	2	$167,920.00	0	0	$0.00	0	0	$0.00	7	8	$852,410.00	$106,551.25	7	8	$852,410.00	$106,551.25
Erving	Franklin	MA	2001	12	Erving town	4	4	$329,960.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	4	4	$329,960.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	4	4	$329,960.00	$82,490.00	4	4	$329,960.00	$82,490.00
Erving	Franklin	MA	2002	12	Erving town	16	16	$1,603,170.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	16	16	$1,603,170.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	16	16	$1,603,170.00	$100,198.13	16	16	$1,603,170.00	$100,198.13
Erving	Franklin	MA	2003	12	Erving town	11	11	$1,674,890.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	11	11	$1,674,890.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	11	11	$1,674,890.00	$152,262.73	11	11	$1,674,890.00	$152,262.73
Erving	Franklin	MA	2004	12	Erving town	11	11	$1,846,020.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	11	11	$1,846,020.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	11	11	$1,846,020.00	$167,820.00	11	11	$1,846,020.00	$167,820.00
Erving	Franklin	MA	2005	12	Erving town	14	14	$2,600,520.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	14	14	$2,600,520.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	14	14	$2,600,520.00	$185,751.43	14	14	$2,600,520.00	$185,751.43
Erving	Franklin	MA	2006	12	Erving town	1	1	$46,200.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	1	1	$46,200.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	1	1	$46,200.00	$46,200.00	1	1	$46,200.00	$46,200.00
Erving	Franklin	MA	2007	12	Erving town	4	4	$1,357,250.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	4	4	$1,357,250.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	4	4	$1,357,250.00	$339,312.50	4	4	$1,357,250.00	$339,312.50
Erving	Franklin	MA	2008	12	Erving town	0	0	$0.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	0	0	$0.00		0	0	$0.00	
Erving	Franklin	MA	2009	12	Erving town	1	1	$336,240.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	1	1	$336,240.00	0	0	$0.00	0	0	$0.00	0	0	$0.00								
Erving	Franklin	MA	2010	12	Erving town	1	1	$414,720.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	1	1	$414,720.00	0	0	$0.00	0	0	$0.00	0	0	$0.00								
Erving	Franklin	MA	2011	12	Erving town	1	1	$100,000.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	1	1	$100,000.00	0	0	$0.00	0	0	$0.00	0	0	$0.00								
Gill	Franklin	MA	2000	12	Gill town	4	4	$663,890.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	4	4	$663,890.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	4	4	$663,890.00	$165,972.50	4	4	$663,890.00	$165,972.50
Gill	Franklin	MA	2001	12	Gill town	2	2	$324,250.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	2	2	$324,250.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	2	2	$324,250.00	$162,125.00	2	2	$324,250.00	$162,125.00
Gill	Franklin	MA	2002	12	Gill town	5	5	$633,680.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	5	5	$633,680.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	5	5	$633,680.00	$126,736.00	5	5	$633,680.00	$126,736.00
Gill	Franklin	MA	2003	12	Gill town	11	11	$2,052,270.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	11	11	$2,052,270.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	11	11	$2,052,270.00	$186,570.00	11	11	$2,052,270.00	$186,570.00
Gill	Franklin	MA	2004	12	Gill town	4	4	$943,780.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	4	4	$943,780.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	4	4	$943,780.00	$235,945.00	4	4	$943,780.00	$235,945.00
Gill	Franklin	MA	2005	12	Gill town	1	1	$242,160.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	1	1	$242,160.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	1	1	$242,160.00	$242,160.00	1	1	$242,160.00	$242,160.00
Gill	Franklin	MA	2006	12	Gill town	6	6	$1,662,750.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	6	6	$1,662,750.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	6	6	$1,662,750.00	$277,125.00	6	6	$1,662,750.00	$277,125.00
Gill	Franklin	MA	2007	12	Gill town	5	5	$1,116,050.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	5	5	$1,116,050.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	5	5	$1,116,050.00	$223,210.00	5	5	$1,116,050.00	$223,210.00
Gill	Franklin	MA	2008	12	Gill town	1	1	$378,600.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	1	1	$378,600.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	1	1	$378,600.00	$378,600.00	1	1	$378,600.00	$378,600.00
Gill	Franklin	MA	2009	12	Gill town	3	3	$1,075,530.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	3	3	$1,075,530.00	0	0	$0.00	0	0	$0.00	0	0	$0.00								
Gill	Franklin	MA	2010	12	Gill town	1	1	$128,160.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	1	1	$128,160.00	0	0	$0.00	0	0	$0.00	0	0	$0.00								
Gill	Franklin	MA	2011	12	Gill town	2	2	$848,040.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	2	2	$848,040.00	0	0	$0.00	0	0	$0.00	0	0	$0.00								
Greenfield	Franklin	MA	2000	12	Greenfield town	7	7	$769,487.00	2	4	$157,000.00	0	0	$0.00	0	0	$0.00	7	7	$769,487.00	2	4	$157,000.00	0	0	$0.00	0	0	$0.00	9	11	$926,487.00	$84,226.09	9	11	$926,487.00	$84,226.09
Greenfield	Franklin	MA	2001	12	Greenfield town	6	6	$435,645.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	6	6	$435,645.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	6	6	$435,645.00	$72,607.50	6	6	$435,645.00	$72,607.50
Greenfield	Franklin	MA	2002	12	Greenfield town	23	23	$1,646,248.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	23	23	$1,646,248.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	23	23	$1,646,248.00	$71,576.00	23	23	$1,646,248.00	$71,576.00
Greenfield	Franklin	MA	2003	12	Greenfield town	10	10	$1,014,513.00	2	4	$212,500.00	0	0	$0.00	0	0	$0.00	10	10	$1,014,513.00	2	4	$212,500.00	0	0	$0.00	0	0	$0.00	12	14	$1,227,013.00	$87,643.79	12	14	$1,227,013.00	$87,643.79
Greenfield	Franklin	MA	2004	12	Greenfield town	15	15	$2,432,062.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	15	15	$2,432,062.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	15	15	$2,432,062.00	$162,137.47	15	15	$2,432,062.00	$162,137.47
Greenfield	Franklin	MA	2005	0	Greenfield town	15	15	$2,432,062.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	15	15	$2,432,062.00	$162,137.47	0	0	$0.00	
Greenfield	Franklin	MA	2006	0	Greenfield town	13	13	$2,107,787.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	13	13	$2,107,787.00	$162,137.46	0	0	$0.00	
Greenfield	Franklin	MA	2007	12	Greenfield town	8	8	$1,323,414.00	2	4	$472,491.00	0	0	$0.00	0	0	$0.00	8	8	$1,323,414.00	2	4	$472,491.00	0	0	$0.00	0	0	$0.00	10	12	$1,795,905.00	$149,658.75	10	12	$1,795,905.00	$149,658.75
Greenfield	Franklin	MA	2008	0	Greenfield town	6	6	$992,560.00	1	2	$236,246.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	7	8	$1,228,806.00	$153,600.75	0	0	$0.00	
Greenfield	Franklin	MA	2009	12	Greenfield town	2	2	$570,000.00	4	8	$1,079,043.00	0	0	$0.00	0	0	$0.00	2	2	$570,000.00	4	8	$1,079,043.00	0	0	$0.00	0	0	$0.00								
Greenfield	Franklin	MA	2010	12	Greenfield Town	13	13	$221,053.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	13	13	$221,053.00	0	0	$0.00	0	0	$0.00	0	0	$0.00								
Greenfield	Franklin	MA	2011	12	Greenfield Town	3	3	$400,500.00	5	10	$540,031.00	0	0	$0.00	0	0	$0.00	3	3	$400,500.00	5	10	$540,031.00	0	0	$0.00	0	0	$0.00								
