Municipal	County	State	C_year	AR002_001	AR002_002	AR002_003	AR002_004	AR002_005	AR002_006	AR002_007	AR002_008	AR002_009	AR002_010	AR002_011	AR002_012	AR002_013	AR002_014	AR002_015	AR002_016	AR002_017	AR002_018	AR002_019	AR002_020	AR002_021	AR002_022	AR002_023	AR002_024	AR002_025	AR002_026	AR002_027	AR002_028	AR002_029	AR002_030	AR002_031	AR002_032	AR002_033	AR002_034
Barnstable	Barnstable	MA	2000	12	Barnstable	205	205	$50,829,877.00	1	2	$280,000.00	0	0	$0.00	0	0	$0.00	205	205	$50,829,877.00	1	2	$280,000.00	0	0	$0.00	0	0	$0.00	206	207	$51,109,877.00	$246,907.62	206	207	$51,109,877.00	$246,907.62
Barnstable	Barnstable	MA	2001	12	Barnstable	204	204	$57,848,393.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	204	204	$57,848,393.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	204	204	$57,848,393.00	$283,570.55	204	204	$57,848,393.00	$283,570.55
Barnstable	Barnstable	MA	2002	12	Barnstable	121	121	$28,914,475.00	1	2	$253,440.00	1	3	$185,600.00	1	8	$1,454,624.00	121	121	$28,914,475.00	1	2	$253,440.00	1	3	$185,600.00	1	8	$1,454,624.00	124	134	$30,808,139.00	$229,911.49	124	134	$30,808,139.00	$229,911.49
Barnstable	Barnstable	MA	2003	12	Barnstable	114	114	$30,205,342.00	1	2	$156,864.00	4	14	$1,904,280.00	0	0	$0.00	114	114	$30,205,342.00	1	2	$156,864.00	4	14	$1,904,280.00	0	0	$0.00	119	130	$32,266,486.00	$248,203.74	119	130	$32,266,486.00	$248,203.74
Barnstable	Barnstable	MA	2004	12	Barnstable	99	99	$30,149,362.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	99	99	$30,149,362.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	99	99	$30,149,362.00	$304,539.01	99	99	$30,149,362.00	$304,539.01
Barnstable	Barnstable	MA	2005	12	Barnstable	128	128	$39,656,715.00	2	4	$500,040.00	1	4	$610,560.00	2	36	$3,127,408.00	128	128	$39,656,715.00	2	4	$500,040.00	1	4	$610,560.00	2	36	$3,127,408.00	133	172	$43,894,723.00	$255,201.88	133	172	$43,894,723.00	$255,201.88
Barnstable	Barnstable	MA	2006	12	Barnstable	77	77	$33,290,876.00	0	0	$0.00	0	0	$0.00	1	16	$3,251,020.00	77	77	$33,290,876.00	0	0	$0.00	0	0	$0.00	1	16	$3,251,020.00	78	93	$36,541,896.00	$392,923.61	78	93	$36,541,896.00	$392,923.61
Barnstable	Barnstable	MA	2007	12	Barnstable Town	51	51	$20,938,566.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	51	51	$20,938,566.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	51	51	$20,938,566.00	$410,560.12	51	51	$20,938,566.00	$410,560.12
Barnstable	Barnstable	MA	2008	12	Barnstable Town	37	37	$13,442,596.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	37	37	$13,442,596.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	37	37	$13,442,596.00	$363,313.41	37	37	$13,442,596.00	$363,313.41
Barnstable	Barnstable	MA	2009	12	Barnstable Town	30	30	$9,284,000.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	30	30	$9,284,000.00	0	0	$0.00	0	0	$0.00	0	0	$0.00								
Barnstable	Barnstable	MA	2010	12	Barnstable Town	32	32	$8,654,354.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	32	32	$8,654,354.00	0	0	$0.00	0	0	$0.00	0	0	$0.00								
Barnstable	Barnstable	MA	2011	12	Barnstable Town	25	25	$18,628,500.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	25	25	$18,628,500.00	0	0	$0.00	0	0	$0.00	0	0	$0.00								
Bourne	Barnstable	MA	2000	8	Bourne town	178	178	$24,387,791.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	100	100	$14,634,539.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	178	178	$24,387,791.00	$137,010.06	100	100	$14,634,539.00	$146,345.39
Bourne	Barnstable	MA	2001	12	Bourne town	107	107	$19,744,508.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	107	107	$19,744,508.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	107	107	$19,744,508.00	$184,528.11	107	107	$19,744,508.00	$184,528.11
Bourne	Barnstable	MA	2002	1	Bourne town	132	132	$23,037,721.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	6	6	$1,022,650.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	132	132	$23,037,721.00	$174,528.19	6	6	$1,022,650.00	$170,441.67
Bourne	Barnstable	MA	2003	12	Bourne town	82	82	$13,130,100.00	2	4	$408,000.00	15	48	$5,130,000.00	0	0	$0.00	82	82	$13,130,100.00	2	4	$408,000.00	15	48	$5,130,000.00	0	0	$0.00	99	134	$18,668,100.00	$139,314.18	99	134	$18,668,100.00	$139,314.18
Bourne	Barnstable	MA	2004	12	Bourne town	113	113	$27,868,596.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	113	113	$27,868,596.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	113	113	$27,868,596.00	$246,624.74	113	113	$27,868,596.00	$246,624.74
Bourne	Barnstable	MA	2005	12	Bourne town	89	89	$18,119,713.00	0	0	$0.00	4	14	$1,496,250.00	0	0	$0.00	31	31	$5,113,000.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	93	103	$19,615,963.00	$190,446.24	31	31	$5,113,000.00	$164,935.48
Bourne	Barnstable	MA	2006	12	Bourne town	73	73	$13,984,000.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	73	73	$13,984,000.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	73	73	$13,984,000.00	$191,561.64	73	73	$13,984,000.00	$191,561.64
Bourne	Barnstable	MA	2007	12	Bourne town	62	62	$14,204,000.00	0	0	$0.00	1	3	$250,000.00	0	0	$0.00	62	62	$14,204,000.00	0	0	$0.00	1	3	$250,000.00	0	0	$0.00	63	65	$14,454,000.00	$222,369.23	63	65	$14,454,000.00	$222,369.23
Bourne	Barnstable	MA	2008	12	Bourne town	23	23	$5,469,200.00	0	0	$0.00	0	0	$0.00	1	28	$3,090,000.00	23	23	$5,469,200.00	0	0	$0.00	0	0	$0.00	1	28	$3,090,000.00	24	51	$8,559,200.00	$167,827.45	24	51	$8,559,200.00	$167,827.45
Bourne	Barnstable	MA	2009	12	Bourne town	40	40	$10,380,604.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	40	40	$10,380,604.00	0	0	$0.00	0	0	$0.00	0	0	$0.00								
Bourne	Barnstable	MA	2010	12	Bourne town	27	27	$8,943,876.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	27	27	$8,943,876.00	0	0	$0.00	0	0	$0.00	0	0	$0.00								
Bourne	Barnstable	MA	2011	10	Bourne town	24	24	$7,232,150.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	20	20	$5,907,132.00	0	0	$0.00	0	0	$0.00	0	0	$0.00								
Brewster	Barnstable	MA	2000	12	Brewster town	95	95	$18,589,620.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	95	95	$18,589,620.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	95	95	$18,589,620.00	$195,680.21	95	95	$18,589,620.00	$195,680.21
Brewster	Barnstable	MA	2001	12	Brewster town	75	75	$15,472,000.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	75	75	$15,472,000.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	75	75	$15,472,000.00	$206,293.33	75	75	$15,472,000.00	$206,293.33
Brewster	Barnstable	MA	2002	5	Brewster town	68	68	$14,715,879.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	20	20	$4,813,800.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	68	68	$14,715,879.00	$216,409.99	20	20	$4,813,800.00	$240,690.00
Brewster	Barnstable	MA	2003	12	Brewster town	51	51	$16,056,700.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	51	51	$16,056,700.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	51	51	$16,056,700.00	$314,837.25	51	51	$16,056,700.00	$314,837.25
Brewster	Barnstable	MA	2004	8	Brewster town	47	47	$12,887,233.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	30	30	$7,535,000.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	47	47	$12,887,233.00	$274,196.45	30	30	$7,535,000.00	$251,166.67
Brewster	Barnstable	MA	2005	0	Brewster town	49	49	$13,801,392.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	49	49	$13,801,392.00	$281,661.06	0	0	$0.00	
Brewster	Barnstable	MA	2006	12	Brewster town	38	38	$6,497,897.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	38	38	$6,497,897.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	38	38	$6,497,897.00	$170,997.29	38	38	$6,497,897.00	$170,997.29
Brewster	Barnstable	MA	2007	1	Brewster town	31	31	$6,101,248.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	1	1	$750,000.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	31	31	$6,101,248.00	$196,814.45	1	1	$750,000.00	$750,000.00
Brewster	Barnstable	MA	2008	0	Brewster town	19	19	$3,662,022.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	19	19	$3,662,022.00	$192,738.00	0	0	$0.00	
Brewster	Barnstable	MA	2009	12	Brewster town	13	13	$5,474,117.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	13	13	$5,474,117.00	0	0	$0.00	0	0	$0.00	0	0	$0.00								
Brewster	Barnstable	MA	2010	9	Brewster town	17	17	$5,355,228.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	13	13	$3,670,884.00	0	0	$0.00	0	0	$0.00	0	0	$0.00								
Brewster	Barnstable	MA	2011	0	Brewster town	12	12	$4,098,375.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	0	0	$0.00								
Chatham	Barnstable	MA	2000	12	Chatham town	101	101	$27,501,660.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	101	101	$27,501,660.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	101	101	$27,501,660.00	$272,293.66	101	101	$27,501,660.00	$272,293.66
Chatham	Barnstable	MA	2001	12	Chatham town	64	64	$19,251,300.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	64	64	$19,251,300.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	64	64	$19,251,300.00	$300,801.56	64	64	$19,251,300.00	$300,801.56
Chatham	Barnstable	MA	2002	12	Chatham town	84	84	$31,152,000.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	84	84	$31,152,000.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	84	84	$31,152,000.00	$370,857.14	84	84	$31,152,000.00	$370,857.14
Chatham	Barnstable	MA	2003	0	Chatham town	91	91	$33,748,001.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	91	91	$33,748,001.00	$370,857.15	0	0	$0.00	
Chatham	Barnstable	MA	2004	10	Chatham town	109	109	$40,311,130.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	96	96	$35,770,035.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	109	109	$40,311,130.00	$369,826.88	96	96	$35,770,035.00	$372,604.53
Chatham	Barnstable	MA	2005	12	Chatham town	65	65	$34,904,309.00	2	4	$400,000.00	0	0	$0.00	0	0	$0.00	65	65	$34,904,309.00	2	4	$400,000.00	0	0	$0.00	0	0	$0.00	67	69	$35,304,309.00	$511,656.65	67	69	$35,304,309.00	$511,656.65
Chatham	Barnstable	MA	2006	12	Chatham town	58	58	$34,797,300.00	0	0	$0.00	2	7	$609,000.00	0	0	$0.00	58	58	$34,797,300.00	0	0	$0.00	2	7	$609,000.00	0	0	$0.00	60	65	$35,406,300.00	$544,712.31	60	65	$35,406,300.00	$544,712.31
Chatham	Barnstable	MA	2007	11	Chatham town	54	54	$39,011,860.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	51	51	$37,212,000.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	54	54	$39,011,860.00	$722,441.85	51	51	$37,212,000.00	$729,647.06
Chatham	Barnstable	MA	2008	11	Chatham town	32	32	$21,327,458.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	28	28	$18,437,690.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	32	32	$21,327,458.00	$666,483.06	28	28	$18,437,690.00	$658,488.93
Chatham	Barnstable	MA	2009	12	Chatham town	24	24	$15,266,000.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	24	24	$15,266,000.00	0	0	$0.00	0	0	$0.00	0	0	$0.00								
Chatham	Barnstable	MA	2010	12	Chatham town	30	30	$19,619,500.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	30	30	$19,619,500.00	0	0	$0.00	0	0	$0.00	0	0	$0.00								
Chatham	Barnstable	MA	2011	12	Chatham town	33	33	$15,989,000.00	0	0	$0.00	0	0	$0.00	2	10	$2,000,000.00	33	33	$15,989,000.00	0	0	$0.00	0	0	$0.00	2	10	$2,000,000.00								
Dennis	Barnstable	MA	2000	11	Dennis town	89	89	$17,922,318.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	85	85	$17,179,240.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	89	89	$17,922,318.00	$201,374.36	85	85	$17,179,240.00	$202,108.71
Dennis	Barnstable	MA	2001	12	Dennis town	77	77	$17,983,900.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	77	77	$17,983,900.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	77	77	$17,983,900.00	$233,557.14	77	77	$17,983,900.00	$233,557.14
Dennis	Barnstable	MA	2002	12	Dennis town	108	108	$19,541,046.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	108	108	$19,541,046.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	108	108	$19,541,046.00	$180,935.61	108	108	$19,541,046.00	$180,935.61
Dennis	Barnstable	MA	2003	12	Dennis town	59	59	$15,564,975.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	59	59	$15,564,975.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	59	59	$15,564,975.00	$263,813.14	59	59	$15,564,975.00	$263,813.14
Dennis	Barnstable	MA	2004	12	Dennis town	69	69	$19,007,830.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	69	69	$19,007,830.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	69	69	$19,007,830.00	$275,475.80	69	69	$19,007,830.00	$275,475.80
Dennis	Barnstable	MA	2005	12	Dennis town	60	60	$16,672,264.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	60	60	$16,672,264.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	60	60	$16,672,264.00	$277,871.07	60	60	$16,672,264.00	$277,871.07
Dennis	Barnstable	MA	2006	12	Dennis town	50	50	$15,202,554.00	0	0	$0.00	1	4	$350,000.00	0	0	$0.00	50	50	$15,202,554.00	0	0	$0.00	1	4	$350,000.00	0	0	$0.00	51	54	$15,552,554.00	$288,010.26	51	54	$15,552,554.00	$288,010.26
Dennis	Barnstable	MA	2007	12	Dennis town	56	56	$17,420,000.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	56	56	$17,420,000.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	56	56	$17,420,000.00	$311,071.43	56	56	$17,420,000.00	$311,071.43
Dennis	Barnstable	MA	2008	12	Dennis town	36	36	$16,492,000.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	36	36	$16,492,000.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	36	36	$16,492,000.00	$458,111.11	36	36	$16,492,000.00	$458,111.11
Dennis	Barnstable	MA	2009	12	Dennis town	18	18	$7,835,000.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	18	18	$7,835,000.00	0	0	$0.00	0	0	$0.00	0	0	$0.00								
Dennis	Barnstable	MA	2010	12	Dennis town	27	27	$11,103,000.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	27	27	$11,103,000.00	0	0	$0.00	0	0	$0.00	0	0	$0.00								
Dennis	Barnstable	MA	2011	12	Dennis town	27	27	$11,577,662.00	0	0	$0.00	1	4	$750,000.00	0	0	$0.00	27	27	$11,577,662.00	0	0	$0.00	1	4	$750,000.00	0	0	$0.00								
Eastham	Barnstable	MA	2000	12	Eastham town	94	94	$17,160,000.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	94	94	$17,160,000.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	94	94	$17,160,000.00	$182,553.19	94	94	$17,160,000.00	$182,553.19
Eastham	Barnstable	MA	2001	12	Eastham town	52	52	$8,730,800.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	52	52	$8,730,800.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	52	52	$8,730,800.00	$167,900.00	52	52	$8,730,800.00	$167,900.00
Eastham	Barnstable	MA	2002	12	Eastham town	47	47	$9,788,700.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	47	47	$9,788,700.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	47	47	$9,788,700.00	$208,270.21	47	47	$9,788,700.00	$208,270.21
Eastham	Barnstable	MA	2003	11	Eastham town	40	40	$8,896,811.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	37	37	$8,272,000.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	40	40	$8,896,811.00	$222,420.28	37	37	$8,272,000.00	$223,567.57
Eastham	Barnstable	MA	2004	12	Eastham town	37	37	$8,104,850.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	37	37	$8,104,850.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	37	37	$8,104,850.00	$219,050.00	37	37	$8,104,850.00	$219,050.00
Eastham	Barnstable	MA	2005	12	Eastham town	52	52	$11,652,200.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	48	48	$10,776,000.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	52	52	$11,652,200.00	$224,080.77	48	48	$10,776,000.00	$224,500.00
Eastham	Barnstable	MA	2006	12	Eastham town	33	33	$10,298,600.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	33	33	$10,298,600.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	33	33	$10,298,600.00	$312,078.79	33	33	$10,298,600.00	$312,078.79
Eastham	Barnstable	MA	2007	12	Eastham town	52	52	$11,860,400.00	5	10	$1,020,000.00	0	0	$0.00	0	0	$0.00	52	52	$11,860,400.00	5	10	$1,020,000.00	0	0	$0.00	0	0	$0.00	57	62	$12,880,400.00	$207,748.39	57	62	$12,880,400.00	$207,748.39
Eastham	Barnstable	MA	2008	12	Eastham town	12	12	$3,795,000.00	1	2	$400,000.00	0	0	$0.00	0	0	$0.00	12	12	$3,795,000.00	1	2	$400,000.00	0	0	$0.00	0	0	$0.00	13	14	$4,195,000.00	$299,642.86	13	14	$4,195,000.00	$299,642.86
Eastham	Barnstable	MA	2009	12	Eastham town	11	11	$2,172,500.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	11	11	$2,172,500.00	0	0	$0.00	0	0	$0.00	0	0	$0.00								
Eastham	Barnstable	MA	2010	12	Eastham town	14	14	$4,622,000.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	14	14	$4,622,000.00	0	0	$0.00	0	0	$0.00	0	0	$0.00								
Eastham	Barnstable	MA	2011	12	Eastham town	14	14	$5,098,000.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	14	14	$5,098,000.00	0	0	$0.00	0	0	$0.00	0	0	$0.00								
Falmouth	Barnstable	MA	2000	12	Falmouth town	252	252	$42,948,060.00	0	0	$0.00	5	20	$444,000.00	0	0	$0.00	252	252	$42,948,060.00	0	0	$0.00	5	20	$444,000.00	0	0	$0.00	257	272	$43,392,060.00	$159,529.63	257	272	$43,392,060.00	$159,529.63
Falmouth	Barnstable	MA	2001	12	Falmouth town	228	228	$37,565,600.00	3	6	$375,000.00	0	0	$0.00	0	0	$0.00	228	228	$37,565,600.00	3	6	$375,000.00	0	0	$0.00	0	0	$0.00	231	234	$37,940,600.00	$162,139.32	231	234	$37,940,600.00	$162,139.32
Falmouth	Barnstable	MA	2002	12	Falmouth town	208	208	$42,998,900.00	0	0	$0.00	5	19	$1,135,800.00	0	0	$0.00	208	208	$42,998,900.00	0	0	$0.00	5	19	$1,135,800.00	0	0	$0.00	213	227	$44,134,700.00	$194,425.99	213	227	$44,134,700.00	$194,425.99
Falmouth	Barnstable	MA	2003	12	Falmouth town	186	186	$42,143,699.00	4	8	$973,600.00	19	57	$3,350,000.00	0	0	$0.00	186	186	$42,143,699.00	4	8	$973,600.00	19	57	$3,350,000.00	0	0	$0.00	209	251	$46,467,299.00	$185,128.68	209	251	$46,467,299.00	$185,128.68
Falmouth	Barnstable	MA	2004	12	Falmouth town	184	184	$43,237,532.00	1	2	$140,000.00	1	3	$140,000.00	3	122	$16,661,649.00	184	184	$43,237,532.00	1	2	$140,000.00	1	3	$140,000.00	3	122	$16,661,649.00	189	311	$60,179,181.00	$193,502.19	189	311	$60,179,181.00	$193,502.19
Falmouth	Barnstable	MA	2005	12	Falmouth town	203	203	$45,413,217.00	0	0	$0.00	3	9	$492,632.00	9	119	$16,251,937.00	48	48	$9,108,000.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	215	331	$62,157,786.00	$187,787.87	48	48	$9,108,000.00	$189,750.00
Falmouth	Barnstable	MA	2006	7	Falmouth town	111	111	$26,153,755.00	0	0	$0.00	2	6	$328,422.00	5	41	$5,599,407.00	48	48	$12,060,000.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	118	158	$32,081,584.00	$203,048.00	48	48	$12,060,000.00	$251,250.00
Falmouth	Barnstable	MA	2007	0	Falmouth town	97	97	$22,509,723.00	0	0	$0.00	3	9	$492,633.00	12	70	$9,559,967.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	112	176	$32,562,323.00	$185,013.20	0	0	$0.00	
Falmouth	Barnstable	MA	2008	0	Falmouth town	63	63	$16,192,510.00	0	0	$0.00	1	3	$164,211.00	5	50	$6,828,549.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	69	116	$23,185,270.00	$199,873.02	0	0	$0.00	
Falmouth	Barnstable	MA	2009	1	Falmouth town	49	49	$12,742,609.00	0	0	$0.00	0	0	$0.00	4	20	$2,731,420.00	2	2	$460,000.00	0	0	$0.00	0	0	$0.00	0	0	$0.00								
Falmouth	Barnstable	MA	2010	0	Falmouth town	55	55	$14,266,578.00	0	0	$0.00	0	0	$0.00	4	21	$2,867,991.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	0	0	$0.00								
Falmouth	Barnstable	MA	2011	0	Falmouth town	44	44	$11,418,548.00	0	0	$0.00	0	0	$0.00	4	20	$2,731,420.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	0	0	$0.00								
Harwich	Barnstable	MA	2000	12	Harwich town	118	118	$22,425,500.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	118	118	$22,425,500.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	118	118	$22,425,500.00	$190,046.61	118	118	$22,425,500.00	$190,046.61
Harwich	Barnstable	MA	2001	12	Harwich town	105	105	$21,826,530.00	0	0	$0.00	0	0	$0.00	3	65	$4,379,500.00	105	105	$21,826,530.00	0	0	$0.00	0	0	$0.00	3	65	$4,379,500.00	108	170	$26,206,030.00	$154,153.12	108	170	$26,206,030.00	$154,153.12
Harwich	Barnstable	MA	2002	12	Harwich town	98	98	$20,569,550.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	98	98	$20,569,550.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	98	98	$20,569,550.00	$209,893.37	98	98	$20,569,550.00	$209,893.37
Harwich	Barnstable	MA	2003	12	Harwich town	66	66	$17,690,000.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	66	66	$17,690,000.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	66	66	$17,690,000.00	$268,030.30	66	66	$17,690,000.00	$268,030.30
Harwich	Barnstable	MA	2004	6	Harwich town	81	81	$25,032,032.00	2	4	$500,000.00	0	0	$0.00	0	0	$0.00	47	47	$15,919,000.00	2	4	$500,000.00	0	0	$0.00	0	0	$0.00	83	85	$25,532,032.00	$300,376.85	49	51	$16,419,000.00	$321,941.18
Harwich	Barnstable	MA	2005	12	Harwich town	55	55	$17,046,761.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	51	51	$15,974,640.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	55	55	$17,046,761.00	$309,941.11	51	51	$15,974,640.00	$313,228.24
Harwich	Barnstable	MA	2006	12	Harwich town	52	52	$17,376,295.00	1	2	$400,000.00	0	0	$0.00	0	0	$0.00	52	52	$17,376,295.00	1	2	$400,000.00	0	0	$0.00	0	0	$0.00	53	54	$17,776,295.00	$329,190.65	53	54	$17,776,295.00	$329,190.65
Harwich	Barnstable	MA	2007	12	Harwich town	42	42	$12,179,033.00	0	0	$0.00	0	0	$0.00	1	13	$1,625,000.00	42	42	$12,179,033.00	0	0	$0.00	0	0	$0.00	1	13	$1,625,000.00	43	55	$13,804,033.00	$250,982.42	43	55	$13,804,033.00	$250,982.42
Harwich	Barnstable	MA	2008	12	Harwich town	28	28	$11,131,100.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	28	28	$11,131,100.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	28	28	$11,131,100.00	$397,539.29	28	28	$11,131,100.00	$397,539.29
Harwich	Barnstable	MA	2009	12	Harwich town	50	50	$13,993,038.00	1	2	$264,695.00	0	0	$0.00	0	0	$0.00	50	50	$13,993,038.00	1	2	$264,695.00	0	0	$0.00	0	0	$0.00								
Harwich	Barnstable	MA	2010	12	Harwich town	37	37	$16,271,950.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	37	37	$16,271,950.00	0	0	$0.00	0	0	$0.00	0	0	$0.00								
Harwich	Barnstable	MA	2011	12	Harwich town	37	37	$14,346,000.00	4	8	$1,250,000.00	0	0	$0.00	0	0	$0.00	37	37	$14,346,000.00	4	8	$1,250,000.00	0	0	$0.00	0	0	$0.00								
Mashpee	Barnstable	MA	2000	12	Mashpee town	288	288	$50,371,585.00	5	10	$1,222,000.00	0	0	$0.00	0	0	$0.00	288	288	$50,371,585.00	5	10	$1,222,000.00	0	0	$0.00	0	0	$0.00	293	298	$51,593,585.00	$173,132.84	293	298	$51,593,585.00	$173,132.84
Mashpee	Barnstable	MA	2001	11	Mashpee town	290	290	$55,193,437.00	1	2	$244,400.00	0	0	$0.00	0	0	$0.00	270	270	$51,695,410.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	291	292	$55,437,837.00	$189,855.61	270	270	$51,695,410.00	$191,464.48
Mashpee	Barnstable	MA	2002	12	Mashpee town	187	187	$36,484,780.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	187	187	$36,484,780.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	187	187	$36,484,780.00	$195,105.78	187	187	$36,484,780.00	$195,105.78
Mashpee	Barnstable	MA	2003	12	Mashpee town	158	158	$31,723,281.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	158	158	$31,723,281.00	0	0	$0.00	0	0	$0.00	0	0	$0.00	158	158	$31,723,281.00	$200,780.26	158	158	$31,723,281.00	$200,780.26
