"Municipal","County","State","C_year","Number of Months Reported","Area Name","Single Family Buildings- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","Single Family Units- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","Single Family Valuation- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","2 Family Buildings- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","2 Family Units- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","2 Family Valuation- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","3+4 Family Buildings- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","3+4 Family Units- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","3+4 Family Valuation- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","5+ Family Buildings- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","5+ Family Units- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","5+ Family Valuation- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","Single Family Buildings- Reported Data Only","Single Family Units- Reported Data Only","Single Family Valuation- Reported Data Only","2 Family Buildings- Reported Data Only","2 Family Units- Reported Data Only","2 Family Valuation- Reported Data Only","3+4 Family Buildings- Reported Data Only","3+4 Family Units- Reported Data Only","3+4 Family Valuation- Reported Data Only","5+ Family Buildings- Reported Data Only","5+ Family Units- Reported Data Only","5+ Family Valuation- Reported Data Only","Total_Buildings_Reported_Imputed","Total_Units_Reported_Imputed","Total_Valuation_Reported_Imputed","Average_Valuation_PerUnits_Reported_Imputed","Total_Buildings_Reported","Total_Units_Reported","Total_Valuation_Reported","Average_Valuation_PerUnits_Reported","Region","Inflation_Adjusted_1_Family_Valuation","Inflation_Adjusted_2_Family_Valuation","Inflation_Adjusted_3_4_Family_Valuation","Inflation_Adjusted_5_Family_Valuation","Inflation_Adjusted_Total_Valuation","Inflation_Adjusted_Average_Valuation"
"Quincy","Norfolk","MA","2005"," 12","Quincy",44,44,6548554,4,8,950000,2,6,841857,28,644,65428472,1,1,3e+05,1,2,2e+05,0,0,0,0,0,0,78,702,73768883,105083.878917379,2,3,5e+05,166666.666666667,"Quincy",7542372,1094173,969618,75357988,84964151,121031.554131054
"Quincy","Norfolk","MA","2006","  0","Quincy",37,37,5450468,4,8,962500,4,12,1683712,24,584,58905215,0,0,0,0,0,0,0,0,0,0,0,0,69,641,67001895,104527.137285491,0,0,0,NA,"Quincy",6081462,1073928,1878633,65724604,74758627,116628.12324493
"Quincy","Norfolk","MA","2007","  0","Quincy",21,21,3290296,1,2,240625,0,0,0,17,396,40166555,0,0,0,0,0,0,0,0,0,0,0,0,39,419,43697476,104289.918854415,0,0,0,NA,"Quincy",3569542,261047,0,43575468,47406057,113140.947494033
"Quincy","Norfolk","MA","2008","  0","Quincy",12,12,1945890,0,0,0,0,0,0,18,369,37446574,0,0,0,0,0,0,0,0,0,0,0,0,30,381,39392464,103392.293963255,0,0,0,NA,"Quincy",2032979,0,0,39122515,41155494,108019.669291339
"Quincy","Norfolk","MA","2009","  4","Quincy",11,11,2425790,0,0,0,0,0,0,6,52,5276770,6,6,1615000,0,0,0,0,0,0,0,0,0,17,63,7702560,122262.857142857,6,6,1615000,269166.666666667,"Quincy",2543406,0,0,5532618,8076024,128190.857142857
"Quincy","Norfolk","MA","2010","  0","Quincy",12,12,2587946,0,0,0,0,0,0,10,62,6291622,0,0,0,0,0,0,0,0,0,0,0,0,22,74,8879568,119994.162162162,0,0,0,NA,"Quincy",2669635,0,0,6490219,9159854,123781.810810811
"Quincy","Norfolk","MA","2011","  1","Quincy",9,9,1922160,0,0,0,0,0,0,11,71,7204910,1,1,192000,0,0,0,0,0,0,0,0,0,20,80,9127070,114088.375,1,1,192000,192000,"Quincy",1922160,0,0,7204910,9127070,114088.375
"Randolph","Norfolk","MA","2000"," 12","Randolph town",24,24,1875000,0,0,0,0,0,0,0,0,0,24,24,1875000,0,0,0,0,0,0,0,0,0,24,24,1875000,78125,24,24,1875000,78125,"Randolph",2449249,0,0,0,2449249,102052.041666667
"Randolph","Norfolk","MA","2001"," 12","Randolph town",37,37,3145000,0,0,0,0,0,0,0,0,0,37,37,3145000,0,0,0,0,0,0,0,0,0,37,37,3145000,85000,37,37,3145000,85000,"Randolph",3994541,0,0,0,3994541,107960.567567568
"Randolph","Norfolk","MA","2002"," 12","Randolph town",37,37,3503000,0,0,0,0,0,0,0,0,0,37,37,3503000,0,0,0,0,0,0,0,0,0,37,37,3503000,94675.6756756757,37,37,3503000,94675.6756756757,"Randolph",4379996,0,0,0,4379996,118378.27027027
"Randolph","Norfolk","MA","2003"," 12","Randolph town",35,35,3504000,0,0,0,0,0,0,0,0,0,35,35,3504000,0,0,0,0,0,0,0,0,0,35,35,3504000,100114.285714286,35,35,3504000,100114.285714286,"Randolph",4283621,0,0,0,4283621,122389.171428571
"Randolph","Norfolk","MA","2004"," 12","Randolph town",15,15,1669479,0,0,0,1,4,4e+05,0,0,0,15,15,1669479,0,0,0,1,4,4e+05,0,0,0,16,19,2069479,108919.947368421,16,19,2069479,108919.947368421,"Randolph",1987988,0,476313,0,2464301,129700.052631579
"Randolph","Norfolk","MA","2005"," 12","Randolph town",25,25,2917174,0,0,0,0,0,0,0,0,0,25,25,2917174,0,0,0,0,0,0,0,0,0,25,25,2917174,116686.96,25,25,2917174,116686.96,"Randolph",3359888,0,0,0,3359888,134395.52
"Randolph","Norfolk","MA","2006"," 12","Randolph town",32,32,3558004,0,0,0,0,0,0,0,0,0,32,32,3558004,0,0,0,0,0,0,0,0,0,32,32,3558004,111187.625,32,32,3558004,111187.625,"Randolph",3969910,0,0,0,3969910,124059.6875
"Randolph","Norfolk","MA","2007"," 11","Randolph town",9,9,1182375,0,0,0,0,0,0,0,0,0,7,7,960000,0,0,0,0,0,0,0,0,0,9,9,1182375,131375,7,7,960000,137142.857142857,"Randolph",1282723,0,0,0,1282723,142524.777777778
"Randolph","Norfolk","MA","2008"," 11","Randolph town",8,8,896400,0,0,0,0,0,0,9,276,18021884,8,8,896400,0,0,0,0,0,0,9,276,18021884,17,284,18918284,66613.676056338,17,284,18918284,66613.676056338,"Randolph",936519,0,0,18828463,19764982,69595.0070422535
"Randolph","Norfolk","MA","2009","  3","Randolph town",10,10,1061300,0,0,0,0,0,0,18,447,40465171,4,4,389000,0,0,0,0,0,0,9,383,36286186,28,457,41526471,90867.5514223195,13,387,36675186,94767.9224806202,"Randolph",1112758,0,0,42427158,43539916,95273.3391684902
"Randolph","Norfolk","MA","2010"," 10","Randolph town",19,19,2194260,0,0,0,0,0,0,4,91,8237876,17,17,1982000,0,0,0,0,0,0,0,0,0,23,110,10432136,94837.6,17,17,1982000,116588.235294118,"Randolph",2263522,0,0,8497907,10761429,97831.1727272727
"Randolph","Norfolk","MA","2011"," 12","Randolph town",14,14,1360000,0,0,0,0,0,0,3,120,7733783,14,14,1360000,0,0,0,0,0,0,3,120,7733783,17,134,9093783,67864.052238806,17,134,9093783,67864.052238806,"Randolph",1360000,0,0,7733783,9093783,67864.052238806
"Raynham","Bristol","MA","2000","  2","Raynham town",71,71,8984718,0,0,0,0,0,0,0,0,0,20,20,2914050,0,0,0,0,0,0,0,0,0,71,71,8984718,126545.323943662,20,20,2914050,145702.5,"Raynham",11736431,0,0,0,11736431,165301.845070423
"Raynham","Bristol","MA","2001"," 12","Raynham town",79,79,11644917,0,0,0,1,4,2e+05,1,8,3e+05,79,79,11644917,0,0,0,1,4,2e+05,1,8,3e+05,81,91,12144917,133460.626373626,81,91,12144917,133460.626373626,"Raynham",14790491,0,254025,381037,15425553,169511.571428571
"Raynham","Bristol","MA","2002"," 12","Raynham town",109,109,15623822,0,0,0,0,0,0,0,0,0,109,109,15623822,0,0,0,0,0,0,0,0,0,109,109,15623822,143337.816513761,109,109,15623822,143337.816513761,"Raynham",19535336,0,0,0,19535336,179223.266055046
"Raynham","Bristol","MA","2003"," 12","Raynham town",78,78,10400633,0,0,0,0,0,0,4,240,13805000,78,78,10400633,0,0,0,0,0,0,4,240,13805000,82,318,24205633,76118.3427672956,82,318,24205633,76118.3427672956,"Raynham",12714717,0,0,16876537,29591254,93054.2578616352
"Raynham","Bristol","MA","2004"," 12","Raynham town",122,122,16922205,0,0,0,0,0,0,0,0,0,122,122,16922205,0,0,0,0,0,0,0,0,0,122,122,16922205,138706.598360656,122,122,16922205,138706.598360656,"Raynham",20150682,0,0,0,20150682,165169.524590164
"Raynham","Bristol","MA","2005"," 12","Raynham town",111,111,18682835,0,0,0,0,0,0,0,0,0,111,111,18682835,0,0,0,0,0,0,0,0,0,111,111,18682835,168313.828828829,111,111,18682835,168313.828828829,"Raynham",21518168,0,0,0,21518168,193857.369369369
"Raynham","Bristol","MA","2006"," 12","Raynham town",43,43,8326330,0,0,0,0,0,0,0,0,0,43,43,8326330,0,0,0,0,0,0,0,0,0,43,43,8326330,193635.581395349,43,43,8326330,193635.581395349,"Raynham",9290260,0,0,0,9290260,216052.558139535
"Raynham","Bristol","MA","2007"," 12","Raynham town",29,29,6262904,0,0,0,0,0,0,0,0,0,29,29,6262904,0,0,0,0,0,0,0,0,0,29,29,6262904,215962.206896552,29,29,6262904,215962.206896552,"Raynham",6794433,0,0,0,6794433,234290.793103448
"Raynham","Bristol","MA","2008"," 12","Raynham town",20,20,4515900,0,0,0,0,0,0,0,0,0,20,20,4515900,0,0,0,0,0,0,0,0,0,20,20,4515900,225795,20,20,4515900,225795,"Raynham",4718012,0,0,0,4718012,235900.6
"Raynham","Bristol","MA","2009"," 12","Raynham town",9,9,1760962,0,0,0,0,0,0,0,0,0,9,9,1760962,0,0,0,0,0,0,0,0,0,9,9,1760962,195662.444444444,9,9,1760962,195662.444444444,"Raynham",1846344,0,0,0,1846344,205149.333333333
"Raynham","Bristol","MA","2010"," 12","Raynham town",24,24,4191605,0,0,0,0,0,0,0,0,0,24,24,4191605,0,0,0,0,0,0,0,0,0,24,24,4191605,174650.208333333,24,24,4191605,174650.208333333,"Raynham",4323914,0,0,0,4323914,180163.083333333
"Raynham","Bristol","MA","2011"," 12","Raynham town",19,19,3394700,0,0,0,0,0,0,0,0,0,19,19,3394700,0,0,0,0,0,0,0,0,0,19,19,3394700,178668.421052632,19,19,3394700,178668.421052632,"Raynham",3394700,0,0,0,3394700,178668.421052632
"Reading","Middlesex","MA","2000"," 12","Reading town",20,20,4558790,0,0,0,0,0,0,0,0,0,20,20,4558790,0,0,0,0,0,0,0,0,0,20,20,4558790,227939.5,20,20,4558790,227939.5,"Reading",5954992,0,0,0,5954992,297749.6
"Reading","Middlesex","MA","2001"," 12","Reading town",26,26,3687317,0,0,0,0,0,0,0,0,0,26,26,3687317,0,0,0,0,0,0,0,0,0,26,26,3687317,141819.884615385,26,26,3687317,141819.884615385,"Reading",4683351,0,0,0,4683351,180128.884615385
"Reading","Middlesex","MA","2002"," 12","Reading town",14,14,2010076,3,6,498768,0,0,0,0,0,0,14,14,2010076,3,6,498768,0,0,0,0,0,0,17,20,2508844,125442.2,17,20,2508844,125442.2,"Reading",2513310,623637,0,0,3136947,156847.35
"Reading","Middlesex","MA","2003"," 12","Reading town",19,19,2897789,0,0,0,0,0,0,0,0,0,19,19,2897789,0,0,0,0,0,0,0,0,0,19,19,2897789,152515.210526316,19,19,2897789,152515.210526316,"Reading",3542531,0,0,0,3542531,186449
"Reading","Middlesex","MA","2004"," 12","Reading town",17,17,2672448,1,2,170119,0,0,0,0,0,0,17,17,2672448,1,2,170119,0,0,0,0,0,0,18,19,2842567,149608.789473684,18,19,2842567,149608.789473684,"Reading",3182307,202575,0,0,3384882,178151.684210526
"Reading","Middlesex","MA","2005"," 12","Reading town",28,28,4481571,1,2,170119,0,0,0,0,0,0,14,14,2290105,0,0,0,0,0,0,0,0,0,29,30,4651690,155056.333333333,14,14,2290105,163578.928571429,"Reading",5161700,195936,0,0,5357636,178587.866666667
"Reading","Middlesex","MA","2006","  0","Reading town",22,22,3512673,3,6,510357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,28,4023030,143679.642857143,0,0,0,NA,"Reading",3919331,569440,0,0,4488771,160313.25
"Reading","Middlesex","MA","2007","  0","Reading town",18,18,2875562,2,4,340238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,22,3215800,146172.727272727,0,0,0,NA,"Reading",3119609,369114,0,0,3488723,158578.318181818
"Reading","Middlesex","MA","2008","  0","Reading town",12,12,1916778,1,2,170119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,2086897,149064.071428571,0,0,0,NA,"Reading",2002564,177733,0,0,2180297,155735.5
"Reading","Middlesex","MA","2009","  0","Reading town",10,10,1597383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,1597383,159738.3,0,0,0,NA,"Reading",1674833,0,0,0,1674833,167483.3
"Reading","Middlesex","MA","2010","  0","Reading town",12,12,1916838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,1916838,159736.5,0,0,0,NA,"Reading",1977344,0,0,0,1977344,164778.666666667
"Reading","Middlesex","MA","2011","  0","Reading town",10,10,1597366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,1597366,159736.6,0,0,0,NA,"Reading",1597366,0,0,0,1597366,159736.6
"Rehoboth","Bristol","MA","2000"," 12","Rehoboth town",102,102,15674152,0,0,0,0,0,0,0,0,0,102,102,15674152,0,0,0,0,0,0,0,0,0,102,102,15674152,153668.156862745,102,102,15674152,153668.156862745,"Rehoboth",20474611,0,0,0,20474611,200731.480392157
"Rehoboth","Bristol","MA","2001"," 12","Rehoboth town",63,63,11982670,0,0,0,0,0,0,0,0,0,63,63,11982670,0,0,0,0,0,0,0,0,0,63,63,11982670,190201.111111111,63,63,11982670,190201.111111111,"Rehoboth",15219479,0,0,0,15219479,241579.031746032
"Rehoboth","Bristol","MA","2002"," 12","Rehoboth town",93,93,17001116,0,0,0,0,0,0,0,0,0,93,93,17001116,0,0,0,0,0,0,0,0,0,93,93,17001116,182807.698924731,93,93,17001116,182807.698924731,"Rehoboth",21257443,0,0,0,21257443,228574.655913978
"Rehoboth","Bristol","MA","2003"," 12","Rehoboth town",81,81,16419500,0,0,0,0,0,0,0,0,0,81,81,16419500,0,0,0,0,0,0,0,0,0,81,81,16419500,202709.87654321,81,81,16419500,202709.87654321,"Rehoboth",20072750,0,0,0,20072750,247811.728395062
"Rehoboth","Bristol","MA","2004"," 12","Rehoboth town",90,90,21922650,0,0,0,0,0,0,0,0,0,90,90,21922650,0,0,0,0,0,0,0,0,0,90,90,21922650,243585,90,90,21922650,243585,"Rehoboth",26105130,0,0,0,26105130,290057
"Rehoboth","Bristol","MA","2005"," 12","Rehoboth town",82,82,16709966,0,0,0,0,0,0,0,0,0,82,82,16709966,0,0,0,0,0,0,0,0,0,82,82,16709966,203780.073170732,82,82,16709966,203780.073170732,"Rehoboth",19245894,0,0,0,19245894,234706.024390244
"Rehoboth","Bristol","MA","2006"," 12","Rehoboth town",81,81,15519626,0,0,0,0,0,0,0,0,0,81,81,15519626,0,0,0,0,0,0,0,0,0,81,81,15519626,191600.320987654,81,81,15519626,191600.320987654,"Rehoboth",17316315,0,0,0,17316315,213781.666666667
"Rehoboth","Bristol","MA","2007"," 12","Rehoboth town",46,46,9243979,0,0,0,0,0,0,0,0,0,46,46,9243979,0,0,0,0,0,0,0,0,0,46,46,9243979,200956.065217391,46,46,9243979,200956.065217391,"Rehoboth",10028510,0,0,0,10028510,218011.086956522
"Rehoboth","Bristol","MA","2008"," 12","Rehoboth town",21,21,5964187,0,0,0,0,0,0,0,0,0,21,21,5964187,0,0,0,0,0,0,0,0,0,21,21,5964187,284008.904761905,21,21,5964187,284008.904761905,"Rehoboth",6231117,0,0,0,6231117,296719.857142857
"Rehoboth","Bristol","MA","2009"," 12","Rehoboth town",28,28,9629500,0,0,0,0,0,0,0,0,0,28,28,9629500,0,0,0,0,0,0,0,0,0,28,28,9629500,343910.714285714,28,28,9629500,343910.714285714,"Rehoboth",10096394,0,0,0,10096394,360585.5
"Rehoboth","Bristol","MA","2010"," 12","Rehoboth town",21,21,6917145,0,0,0,0,0,0,0,0,0,21,21,6917145,0,0,0,0,0,0,0,0,0,21,21,6917145,329387.857142857,21,21,6917145,329387.857142857,"Rehoboth",7135487,0,0,0,7135487,339785.095238095
"Rehoboth","Bristol","MA","2011"," 12","Rehoboth town",19,19,3878495,0,0,0,0,0,0,0,0,0,19,19,3878495,0,0,0,0,0,0,0,0,0,19,19,3878495,204131.315789474,19,19,3878495,204131.315789474,"Rehoboth",3878495,0,0,0,3878495,204131.315789474
"Revere","Suffolk","MA","2000"," 12","Revere",13,13,1028000,24,48,2846828,4,16,988000,0,0,0,13,13,1028000,24,48,2846828,4,16,988000,0,0,0,41,77,4862828,63153.6103896104,41,77,4862828,63153.6103896104,"Revere",1342841,3718715,1290591,0,6352147,82495.4155844156
"Revere","Suffolk","MA","2001"," 12","Revere",13,13,1979677,22,44,2645000,0,0,0,0,0,0,13,13,1979677,22,44,2645000,0,0,0,0,0,0,35,57,4624677,81134.6842105263,35,57,4624677,81134.6842105263,"Revere",2514436,3359479,0,0,5873915,103051.140350877
"Revere","Suffolk","MA","2002"," 12","Revere",10,10,1372000,28,56,4789000,0,0,0,0,0,0,10,10,1372000,28,56,4789000,0,0,0,0,0,0,38,66,6161000,93348.4848484848,38,66,6161000,93348.4848484848,"Revere",1715488,5987954,0,0,7703442,116718.818181818
"Revere","Suffolk","MA","2003"," 12","Revere",14,14,1543800,30,60,5571150,1,3,4e+05,1,165,10673000,14,14,1543800,30,60,5571150,1,3,4e+05,1,165,10673000,46,242,18187950,75156.8181818182,46,242,18187950,75156.8181818182,"Revere",1887287,6810701,488998,13047684,22234670,91878.8016528926
"Revere","Suffolk","MA","2004"," 12","Revere",21,21,3111000,30,60,5195500,0,0,0,2,227,17419600,21,21,3111000,30,60,5195500,0,0,0,2,227,17419600,53,308,25726100,83526.2987012987,53,308,25726100,83526.2987012987,"Revere",3704527,6186716,0,20742972,30634215,99461.737012987
"Revere","Suffolk","MA","2005"," 12","Revere",7,7,972000,28,56,5543300,5,16,1645000,2,216,16878200,7,7,972000,28,56,5543300,5,16,1645000,2,216,16878200,42,295,25038500,84876.2711864407,42,295,25038500,84876.2711864407,"Revere",1119512,6384559,1894647,19439659,28838377,97757.2101694915
"Revere","Suffolk","MA","2006"," 12","Revere",9,9,1514250,12,24,3008760,0,0,0,2,266,21244100,9,9,1514250,12,24,3008760,0,0,0,2,266,21244100,23,299,25767110,86177.6254180602,23,299,25767110,86177.6254180602,"Revere",1689553,3357081,0,23703505,28750139,96154.3110367893
"Revere","Suffolk","MA","2007"," 12","Revere",14,14,2182800,6,12,1349540,0,0,0,0,0,0,14,14,2182800,6,12,1349540,0,0,0,0,0,0,20,26,3532340,135859.230769231,20,26,3532340,135859.230769231,"Revere",2368053,1464075,0,0,3832128,147389.538461538
"Revere","Suffolk","MA","2008","  7","Revere",13,13,1876558,2,4,409923,0,0,0,0,0,0,8,8,1096988,1,2,185000,0,0,0,0,0,0,15,17,2286481,134498.882352941,9,10,1281988,128198.8,"Revere",1960544,428269,0,0,2388813,140518.411764706
"Revere","Suffolk","MA","2009"," 12","Revere",1,1,235000,0,0,0,0,0,0,0,0,0,1,1,235000,0,0,0,0,0,0,0,0,0,1,1,235000,235000,1,1,235000,235000,"Revere",246394,0,0,0,246394,246394
"Revere","Suffolk","MA","2010"," 12","Revere",4,4,637000,5,10,1112300,1,3,230000,0,0,0,4,4,637000,5,10,1112300,1,3,230000,0,0,0,10,17,1979300,116429.411764706,10,17,1979300,116429.411764706,"Revere",657107,1147410,237260,0,2041777,120104.529411765
"Revere","Suffolk","MA","2011"," 12","Revere",2,2,622300,1,2,255000,0,0,0,0,0,0,2,2,622300,1,2,255000,0,0,0,0,0,0,3,4,877300,219325,3,4,877300,219325,"Revere",622300,255000,0,0,877300,219325
"Richmond","Berkshire","MA","2000","  0","Richmond town",9,9,2240000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,2240000,248888.888888889,0,0,0,NA,"Richmond",2926036,0,0,0,2926036,325115.111111111
"Richmond","Berkshire","MA","2001","  0","Richmond town",10,10,2488889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,2488889,248888.9,0,0,0,NA,"Richmond",3161198,0,0,0,3161198,316119.8
"Richmond","Berkshire","MA","2002","  0","Richmond town",12,12,2986667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,2986667,248888.916666667,0,0,0,NA,"Richmond",3734396,0,0,0,3734396,311199.666666667
"Richmond","Berkshire","MA","2003","  0","Richmond town",13,13,3235556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,3235556,248888.923076923,0,0,0,NA,"Richmond",3955450,0,0,0,3955450,304265.384615385
"Richmond","Berkshire","MA","2004"," 12","Richmond town",4,4,4447000,0,0,0,0,0,0,0,0,0,4,4,4447000,0,0,0,0,0,0,0,0,0,4,4,4447000,1111750,4,4,4447000,1111750,"Richmond",5295414,0,0,0,5295414,1323853.5
"Richmond","Berkshire","MA","2005","  0","Richmond town",4,4,4447000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4447000,1111750,0,0,0,NA,"Richmond",5121883,0,0,0,5121883,1280470.75
"Richmond","Berkshire","MA","2006"," 12","Richmond town",1,1,1510000,0,0,0,0,0,0,0,0,0,1,1,1510000,0,0,0,0,0,0,0,0,0,1,1,1510000,1510000,1,1,1510000,1510000,"Richmond",1684811,0,0,0,1684811,1684811
"Richmond","Berkshire","MA","2007","  0","Richmond town",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"Richmond",0,0,0,0,0,NA
"Richmond","Berkshire","MA","2008"," 12","Richmond town",4,4,2410000,0,0,0,0,0,0,0,0,0,4,4,2410000,0,0,0,0,0,0,0,0,0,4,4,2410000,602500,4,4,2410000,602500,"Richmond",2517861,0,0,0,2517861,629465.25
"Richmond","Berkshire","MA","2009"," 12","Richmond town",1,1,450000,0,0,0,0,0,0,0,0,0,1,1,450000,0,0,0,0,0,0,0,0,0,1,1,450000,450000,1,1,450000,450000,"Richmond",471819,0,0,0,471819,471819
"Richmond","Berkshire","MA","2010"," 12","Richmond town",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"Richmond",0,0,0,0,0,NA
"Richmond","Berkshire","MA","2011"," 12","Richmond town",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"Richmond",0,0,0,0,0,NA
"Rochester","Plymouth","MA","2000"," 12","Rochester town",62,62,8251189,0,0,0,0,0,0,0,0,0,62,62,8251189,0,0,0,0,0,0,0,0,0,62,62,8251189,133083.693548387,62,62,8251189,133083.693548387,"Rochester",10778247,0,0,0,10778247,173842.693548387
"Rochester","Plymouth","MA","2001"," 12","Rochester town",39,39,8592500,0,0,0,0,0,0,0,0,0,39,39,8592500,0,0,0,0,0,0,0,0,0,39,39,8592500,220320.512820513,39,39,8592500,220320.512820513,"Rochester",10913542,0,0,0,10913542,279834.41025641
"Rochester","Plymouth","MA","2002"," 12","Rochester town",56,56,18672600,0,0,0,0,0,0,0,0,0,56,56,18672600,0,0,0,0,0,0,0,0,0,56,56,18672600,333439.285714286,56,56,18672600,333439.285714286,"Rochester",23347393,0,0,0,23347393,416917.732142857
"Rochester","Plymouth","MA","2003"," 12","Rochester town",54,54,16569000,0,0,0,0,0,0,0,0,0,54,54,16569000,0,0,0,0,0,0,0,0,0,54,54,16569000,306833.333333333,54,54,16569000,306833.333333333,"Rochester",20255512,0,0,0,20255512,375102.074074074
"Rochester","Plymouth","MA","2004"," 12","Rochester town",52,52,13196530,0,0,0,0,0,0,0,0,0,52,52,13196530,0,0,0,0,0,0,0,0,0,52,52,13196530,253779.423076923,52,52,13196530,253779.423076923,"Rochester",15714210,0,0,0,15714210,302196.346153846
"Rochester","Plymouth","MA","2005"," 12","Rochester town",55,55,16448500,0,0,0,0,0,0,0,0,0,55,55,16448500,0,0,0,0,0,0,0,0,0,55,55,16448500,299063.636363636,55,55,16448500,299063.636363636,"Rochester",18944747,0,0,0,18944747,344449.945454545
"Rochester","Plymouth","MA","2006"," 12","Rochester town",15,15,5536100,3,6,1085000,0,0,0,0,0,0,15,15,5536100,3,6,1085000,0,0,0,0,0,0,18,21,6621100,315290.476190476,18,21,6621100,315290.476190476,"Rochester",6177008,1210609,0,0,7387617,351791.285714286
"Rochester","Plymouth","MA","2007"," 12","Rochester town",13,13,5028300,0,0,0,0,0,0,0,0,0,13,13,5028300,0,0,0,0,0,0,0,0,0,13,13,5028300,386792.307692308,13,13,5028300,386792.307692308,"Rochester",5455049,0,0,0,5455049,419619.153846154
"Rochester","Plymouth","MA","2008"," 12","Rochester town",6,6,1854800,0,0,0,0,0,0,0,0,0,6,6,1854800,0,0,0,0,0,0,0,0,0,6,6,1854800,309133.333333333,6,6,1854800,309133.333333333,"Rochester",1937813,0,0,0,1937813,322968.833333333
"Rochester","Plymouth","MA","2009"," 12","Rochester town",11,11,3241800,0,0,0,0,0,0,0,0,0,11,11,3241800,0,0,0,0,0,0,0,0,0,11,11,3241800,294709.090909091,11,11,3241800,294709.090909091,"Rochester",3398981,0,0,0,3398981,308998.272727273
"Rochester","Plymouth","MA","2010"," 12","Rochester town",21,21,7180900,0,0,0,0,0,0,0,0,0,21,21,7180900,0,0,0,0,0,0,0,0,0,21,21,7180900,341947.619047619,21,21,7180900,341947.619047619,"Rochester",7407567,0,0,0,7407567,352741.285714286
"Rochester","Plymouth","MA","2011"," 12","Rochester town",8,8,1730000,0,0,0,0,0,0,0,0,0,8,8,1730000,0,0,0,0,0,0,0,0,0,8,8,1730000,216250,8,8,1730000,216250,"Rochester",1730000,0,0,0,1730000,216250
"Rockland","Plymouth","MA","2000"," 12","Rockland town",30,30,2456000,4,8,498600,0,0,0,0,0,0,30,30,2456000,4,8,498600,0,0,0,0,0,0,34,38,2954600,77752.6315789474,34,38,2954600,77752.6315789474,"Rockland",3208189,651304,0,0,3859493,101565.605263158
"Rockland","Plymouth","MA","2001"," 12","Rockland town",32,32,3457000,0,0,0,1,4,2e+05,0,0,0,32,32,3457000,0,0,0,1,4,2e+05,0,0,0,33,36,3657000,101583.333333333,33,36,3657000,101583.333333333,"Rockland",4390819,0,254025,0,4644844,129023.444444444
"Rockland","Plymouth","MA","2002"," 12","Rockland town",8,8,1253000,0,0,0,0,0,0,0,0,0,8,8,1253000,0,0,0,0,0,0,0,0,0,8,8,1253000,156625,8,8,1253000,156625,"Rockland",1566696,0,0,0,1566696,195837
"Rockland","Plymouth","MA","2003"," 12","Rockland town",7,7,1045000,2,4,5e+05,0,0,0,0,0,0,7,7,1045000,2,4,5e+05,0,0,0,0,0,0,9,11,1545000,140454.545454545,9,11,1545000,140454.545454545,"Rockland",1277507,611247,0,0,1888754,171704.909090909
"Rockland","Plymouth","MA","2004"," 12","Rockland town",39,39,4365000,2,4,401000,0,0,0,0,0,0,39,39,4365000,2,4,401000,0,0,0,0,0,0,41,43,4766000,110837.209302326,41,43,4766000,110837.209302326,"Rockland",5197770,477504,0,0,5675274,131983.11627907
