"Municipal","County","State","C_year","Number of Months Reported","Area Name","Single Family Buildings- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","Single Family Units- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","Single Family Valuation- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","2 Family Buildings- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","2 Family Units- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","2 Family Valuation- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","3+4 Family Buildings- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","3+4 Family Units- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","3+4 Family Valuation- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","5+ Family Buildings- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","5+ Family Units- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","5+ Family Valuation- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","Single Family Buildings- Reported Data Only","Single Family Units- Reported Data Only","Single Family Valuation- Reported Data Only","2 Family Buildings- Reported Data Only","2 Family Units- Reported Data Only","2 Family Valuation- Reported Data Only","3+4 Family Buildings- Reported Data Only","3+4 Family Units- Reported Data Only","3+4 Family Valuation- Reported Data Only","5+ Family Buildings- Reported Data Only","5+ Family Units- Reported Data Only","5+ Family Valuation- Reported Data Only","Total Buildings- Reported plus Imputed Data","Total Units- Reported plus Imputed Data","Total Valuation- Reported plus Imputed Data","Average Valuation Per Unit- Reported plus Imputed Data","Total Buildings- Reported Data Only","Total Units- Reported Data Only","Total Valuation- Reported Data Only","Average Valuation Per Unit- Reported Data Only"
"Tewksbury","Middlesex","MA","2008",12,"Tewksbury town",51,51,7851377,1,2,320000,0,0,0,13,364,31930360,51,51,7851377,1,2,320000,0,0,0,13,364,31930360,65,417,40101737,96167.235,65,417,40101737,96167.235
"Tewksbury","Middlesex","MA","2009",12,"Tewksbury town",48,48,8217780,7,14,2090485,0,0,0,2,62,6267920,48,48,8217780,7,14,2090485,0,0,0,2,62,6267920,NA,NA,NA,NA,NA,NA,NA,NA
"Tewksbury","Middlesex","MA","2010",12,"Tewksbury town",40,40,6869080,1,2,198000,0,0,0,0,0,0,40,40,6869080,1,2,198000,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Tewksbury","Middlesex","MA","2011",12,"Tewksbury town",27,27,5319520,0,0,0,0,0,0,1,6,644000,27,27,5319520,0,0,0,0,0,0,1,6,644000,NA,NA,NA,NA,NA,NA,NA,NA
"Townsend","Middlesex","MA","2000",12,"Townsend town",19,19,2763800,0,0,0,0,0,0,0,0,0,19,19,2763800,0,0,0,0,0,0,0,0,0,19,19,2763800,145463.1579,19,19,2763800,145463.1579
"Townsend","Middlesex","MA","2001",12,"Townsend town",36,36,4724400,0,0,0,0,0,0,0,0,0,36,36,4724400,0,0,0,0,0,0,0,0,0,36,36,4724400,131233.3333,36,36,4724400,131233.3333
"Townsend","Middlesex","MA","2002",12,"Townsend town",37,37,4918350,0,0,0,1,3,246000,0,0,0,37,37,4918350,0,0,0,1,3,246000,0,0,0,38,40,5164350,129108.75,38,40,5164350,129108.75
"Townsend","Middlesex","MA","2003",12,"Townsend town",16,16,2696962,0,0,0,1,3,246000,0,0,0,16,16,2696962,0,0,0,1,3,246000,0,0,0,17,19,2942962,154892.7368,17,19,2942962,154892.7368
"Townsend","Middlesex","MA","2004",12,"Townsend town",19,19,3330480,0,0,0,0,0,0,0,0,0,19,19,3330480,0,0,0,0,0,0,0,0,0,19,19,3330480,175288.4211,19,19,3330480,175288.4211
"Townsend","Middlesex","MA","2005",12,"Townsend town",36,36,6578305,0,0,0,0,0,0,0,0,0,36,36,6578305,0,0,0,0,0,0,0,0,0,36,36,6578305,182730.6944,36,36,6578305,182730.6944
"Townsend","Middlesex","MA","2006",12,"Townsend town",19,19,3242600,0,0,0,0,0,0,0,0,0,19,19,3242600,0,0,0,0,0,0,0,0,0,19,19,3242600,170663.1579,19,19,3242600,170663.1579
"Townsend","Middlesex","MA","2007",12,"Townsend town",23,23,4116500,0,0,0,2,6,160000,0,0,0,23,23,4116500,0,0,0,2,6,160000,0,0,0,25,29,4276500,147465.5172,25,29,4276500,147465.5172
"Townsend","Middlesex","MA","2008",5,"Townsend town",14,14,2674283,0,0,0,0,0,0,0,0,0,4,4,884500,0,0,0,0,0,0,0,0,0,14,14,2674283,191020.2143,4,4,884500,221125
"Townsend","Middlesex","MA","2009",12,"Townsend town",7,7,1310000,0,0,0,0,0,0,1,36,4835000,7,7,1310000,0,0,0,0,0,0,1,36,4835000,NA,NA,NA,NA,NA,NA,NA,NA
"Townsend","Middlesex","MA","2010",12,"Townsend town",3,3,471000,0,0,0,0,0,0,0,0,0,3,3,471000,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Townsend","Middlesex","MA","2011",12,"Townsend town",8,8,1167200,0,0,0,0,0,0,0,0,0,8,8,1167200,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Tyngsborough","Middlesex","MA","2000",12,"Tyngsborough town",56,56,7746100,0,0,0,0,0,0,0,0,0,56,56,7746100,0,0,0,0,0,0,0,0,0,56,56,7746100,138323.2143,56,56,7746100,138323.2143
"Tyngsborough","Middlesex","MA","2001",12,"Tyngsborough town",35,35,4976180,0,0,0,0,0,0,0,0,0,35,35,4976180,0,0,0,0,0,0,0,0,0,35,35,4976180,142176.5714,35,35,4976180,142176.5714
"Tyngsborough","Middlesex","MA","2002",12,"Tyngsborough town",22,22,3278700,0,0,0,0,0,0,0,0,0,22,22,3278700,0,0,0,0,0,0,0,0,0,22,22,3278700,149031.8182,22,22,3278700,149031.8182
"Tyngsborough","Middlesex","MA","2003",12,"Tyngsborough town",15,15,2397800,0,0,0,0,0,0,2,48,2662250,15,15,2397800,0,0,0,0,0,0,2,48,2662250,17,63,5060050,80318.254,17,63,5060050,80318.254
"Tyngsborough","Middlesex","MA","2004",12,"Tyngsborough town",22,22,4485140,0,0,0,0,0,0,0,0,0,22,22,4485140,0,0,0,0,0,0,0,0,0,22,22,4485140,203870,22,22,4485140,203870
"Tyngsborough","Middlesex","MA","2005",12,"Tyngsborough town",97,97,15001919,0,0,0,0,0,0,0,0,0,97,97,15001919,0,0,0,0,0,0,0,0,0,97,97,15001919,154658.9588,97,97,15001919,154658.9588
"Tyngsborough","Middlesex","MA","2006",12,"Tyngsborough town",116,116,19731400,0,0,0,0,0,0,0,0,0,116,116,19731400,0,0,0,0,0,0,0,0,0,116,116,19731400,170098.2759,116,116,19731400,170098.2759
"Tyngsborough","Middlesex","MA","2007",12,"Tyngsborough town",80,80,7902980,0,0,0,0,0,0,0,0,0,80,80,7902980,0,0,0,0,0,0,0,0,0,80,80,7902980,98787.25,80,80,7902980,98787.25
"Tyngsborough","Middlesex","MA","2008",12,"Tyngsborough town",16,16,2977000,0,0,0,0,0,0,0,0,0,16,16,2977000,0,0,0,0,0,0,0,0,0,16,16,2977000,186062.5,16,16,2977000,186062.5
"Tyngsborough","Middlesex","MA","2009",12,"Tyngsborough town",115,115,11121000,0,0,0,0,0,0,0,0,0,115,115,11121000,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Tyngsborough","Middlesex","MA","2010",12,"Tyngsborough town",19,19,3055000,0,0,0,0,0,0,4,96,7254000,19,19,3055000,0,0,0,0,0,0,4,96,7254000,NA,NA,NA,NA,NA,NA,NA,NA
"Tyngsborough","Middlesex","MA","2011",11,"Tyngsborough town",15,15,2858579,0,0,0,0,0,0,1,13,982312,13,13,2537000,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Wakefield","Middlesex","MA","2000",12,"Wakefield town",33,33,6184630,0,0,0,0,0,0,0,0,0,33,33,6184630,0,0,0,0,0,0,0,0,0,33,33,6184630,187413.0303,33,33,6184630,187413.0303
"Wakefield","Middlesex","MA","2001",12,"Wakefield town",28,28,4790400,2,4,360000,0,0,0,0,0,0,28,28,4790400,2,4,360000,0,0,0,0,0,0,30,32,5150400,160950,30,32,5150400,160950
"Wakefield","Middlesex","MA","2002",12,"Wakefield town",60,60,6606400,0,0,0,1,3,250000,0,0,0,60,60,6606400,0,0,0,1,3,250000,0,0,0,61,63,6856400,108831.746,61,63,6856400,108831.746
"Wakefield","Middlesex","MA","2003",12,"Wakefield town",25,25,4305360,1,2,3e+05,0,0,0,0,0,0,25,25,4305360,1,2,3e+05,0,0,0,0,0,0,26,27,4605360,170568.8889,26,27,4605360,170568.8889
"Wakefield","Middlesex","MA","2004",12,"Wakefield town",26,26,5284000,1,2,230000,0,0,0,3,90,7600400,26,26,5284000,1,2,230000,0,0,0,3,90,7600400,30,118,13114400,111138.9831,30,118,13114400,111138.9831
"Wakefield","Middlesex","MA","2005",12,"Wakefield town",77,77,12107580,0,0,0,0,0,0,0,0,0,77,77,12107580,0,0,0,0,0,0,0,0,0,77,77,12107580,157241.2987,77,77,12107580,157241.2987
"Wakefield","Middlesex","MA","2006",12,"Wakefield town",66,66,8386000,0,0,0,0,0,0,0,0,0,66,66,8386000,0,0,0,0,0,0,0,0,0,66,66,8386000,127060.6061,66,66,8386000,127060.6061
"Wakefield","Middlesex","MA","2007",12,"Wakefield town",57,57,7685600,0,0,0,0,0,0,0,0,0,57,57,7685600,0,0,0,0,0,0,0,0,0,57,57,7685600,134835.0877,57,57,7685600,134835.0877
"Wakefield","Middlesex","MA","2008",12,"Wakefield town",39,39,7250000,1,2,250000,0,0,0,1,28,2240000,39,39,7250000,1,2,250000,0,0,0,1,28,2240000,41,69,9740000,141159.4203,41,69,9740000,141159.4203
"Wakefield","Middlesex","MA","2009",12,"Wakefield town",35,35,9572500,0,0,0,0,0,0,0,0,0,35,35,9572500,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Wakefield","Middlesex","MA","2010",12,"Wakefield town",33,33,8288000,1,2,316000,0,0,0,0,0,0,33,33,8288000,1,2,316000,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Wakefield","Middlesex","MA","2011",12,"Wakefield town",20,20,5918000,0,0,0,0,0,0,0,0,0,20,20,5918000,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Waltham","Middlesex","MA","2000",12,"Waltham",42,42,4028782,2,4,280000,0,0,0,0,0,0,42,42,4028782,2,4,280000,0,0,0,0,0,0,44,46,4308782,93669.1739,44,46,4308782,93669.1739
"Waltham","Middlesex","MA","2001",12,"Waltham",17,17,2083440,5,10,948000,2,7,542000,0,0,0,17,17,2083440,5,10,948000,2,7,542000,0,0,0,24,34,3573440,105101.1765,24,34,3573440,105101.1765
"Waltham","Middlesex","MA","2002",12,"Waltham",78,78,8729618,3,6,440000,0,0,0,1,7,560000,78,78,8729618,3,6,440000,0,0,0,1,7,560000,82,91,9729618,106918.8791,82,91,9729618,106918.8791
"Waltham","Middlesex","MA","2003",12,"Waltham",72,72,8786563,5,10,956000,0,0,0,3,347,31067106,72,72,8786563,5,10,956000,0,0,0,3,347,31067106,80,429,40809669,95127.4336,80,429,40809669,95127.4336
"Waltham","Middlesex","MA","2004",12,"Waltham",145,145,17262969,3,6,720000,0,0,0,17,264,26075470,145,145,17262969,3,6,720000,0,0,0,17,264,26075470,165,415,44058439,106164.9133,165,415,44058439,106164.9133
"Waltham","Middlesex","MA","2005",12,"Waltham",43,43,7914983,10,20,2298539,0,0,0,0,0,0,43,43,7914983,10,20,2298539,0,0,0,0,0,0,53,63,10213522,162119.3968,53,63,10213522,162119.3968
"Waltham","Middlesex","MA","2006",11,"Waltham",57,57,10964005,13,26,3990354,3,11,1512570,5,125,11990488,45,45,9535345,12,24,3750354,3,11,1512570,3,96,9126137,78,219,28457417,129942.5434,63,176,23924406,135934.125
"Waltham","Middlesex","MA","2007",12,"Waltham",21,21,4873276,9,18,2547477,0,0,0,2,74,8649000,21,21,4873276,9,18,2547477,0,0,0,2,74,8649000,32,113,16069753,142210.2035,32,113,16069753,142210.2035
"Waltham","Middlesex","MA","2008",11,"Waltham",22,22,5518366,2,4,653330,0,0,0,1,50,4729000,22,22,5518366,2,4,653330,0,0,0,1,50,4729000,25,76,10900696,143430.2105,25,76,10900696,143430.2105
"Waltham","Middlesex","MA","2009",12,"Waltham",19,19,4866001,2,4,721058,0,0,0,1,8,1441026,19,19,4866001,2,4,721058,0,0,0,1,8,1441026,NA,NA,NA,NA,NA,NA,NA,NA
"Waltham","Middlesex","MA","2010",12,"Waltham",20,20,5146650,5,10,1662210,0,0,0,1,34,5308248,20,20,5146650,5,10,1662210,0,0,0,1,34,5308248,NA,NA,NA,NA,NA,NA,NA,NA
"Waltham","Middlesex","MA","2011",12,"Waltham",41,41,11915538,4,8,1605700,0,0,0,0,0,0,41,41,11915538,4,8,1605700,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Watertown","Middlesex","MA","2000",12,"Watertown",3,3,262000,1,2,130000,1,4,440000,0,0,0,3,3,262000,1,2,130000,1,4,440000,0,0,0,5,9,832000,92444.4444,5,9,832000,92444.4444
"Watertown","Middlesex","MA","2001",12,"Watertown",8,8,567000,2,4,299000,1,4,1e+05,0,0,0,8,8,567000,2,4,299000,1,4,1e+05,0,0,0,11,16,966000,60375,11,16,966000,60375
"Watertown","Middlesex","MA","2002",12,"Watertown",0,0,0,4,8,773000,1,3,180000,1,134,1.8e+07,0,0,0,4,8,773000,1,3,180000,1,134,1.8e+07,6,145,18953000,130710.3448,6,145,18953000,130710.3448
"Watertown","Middlesex","MA","2003",12,"Watertown",3,3,539000,7,14,1392500,0,0,0,1,6,750000,3,3,539000,7,14,1392500,0,0,0,1,6,750000,11,23,2681500,116586.9565,11,23,2681500,116586.9565
"Watertown","Middlesex","MA","2004",12,"Watertown",1,1,272400,10,20,2153000,0,0,0,0,0,0,1,1,272400,10,20,2153000,0,0,0,0,0,0,11,21,2425400,115495.2381,11,21,2425400,115495.2381
"Watertown","Middlesex","MA","2005",12,"Watertown",7,7,1350000,12,24,3910000,1,3,771000,0,0,0,7,7,1350000,12,24,3910000,1,3,771000,0,0,0,20,34,6031000,177382.3529,20,34,6031000,177382.3529
"Watertown","Middlesex","MA","2006",12,"Watertown",2,2,235000,5,10,1250000,0,0,0,3,187,29900000,2,2,235000,5,10,1250000,0,0,0,3,187,29900000,10,199,31385000,157713.5678,10,199,31385000,157713.5678
"Watertown","Middlesex","MA","2007",12,"Watertown",2,2,4e+05,3,6,880000,2,7,1320000,0,0,0,2,2,4e+05,3,6,880000,2,7,1320000,0,0,0,7,15,2600000,173333.3333,7,15,2600000,173333.3333
"Watertown","Middlesex","MA","2008",12,"Watertown",0,0,0,1,2,185000,0,0,0,0,0,0,0,0,0,1,2,185000,0,0,0,0,0,0,1,2,185000,92500,1,2,185000,92500
"Watertown","Middlesex","MA","2009",12,"Watertown",2,2,475465,3,6,1e+06,0,0,0,4,32,4772432,2,2,475465,3,6,1e+06,0,0,0,4,32,4772432,NA,NA,NA,NA,NA,NA,NA,NA
"Watertown","Middlesex","MA","2010",12,"Watertown Town",0,0,0,3,6,9e+05,1,3,650000,0,0,0,0,0,0,3,6,9e+05,1,3,650000,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Watertown","Middlesex","MA","2011",12,"Watertown Town",0,0,0,3,6,680000,0,0,0,3,214,26252398,0,0,0,3,6,680000,0,0,0,3,214,26252398,NA,NA,NA,NA,NA,NA,NA,NA
"Wayland","Middlesex","MA","2000",12,"Wayland town",42,42,14229500,0,0,0,0,0,0,0,0,0,42,42,14229500,0,0,0,0,0,0,0,0,0,42,42,14229500,338797.619,42,42,14229500,338797.619
"Wayland","Middlesex","MA","2001",12,"Wayland town",25,25,8343400,0,0,0,0,0,0,0,0,0,25,25,8343400,0,0,0,0,0,0,0,0,0,25,25,8343400,333736,25,25,8343400,333736
"Wayland","Middlesex","MA","2002",12,"Wayland town",16,16,5154000,0,0,0,0,0,0,0,0,0,16,16,5154000,0,0,0,0,0,0,0,0,0,16,16,5154000,322125,16,16,5154000,322125
"Wayland","Middlesex","MA","2003",12,"Wayland town",10,10,3560500,0,0,0,0,0,0,0,0,0,10,10,3560500,0,0,0,0,0,0,0,0,0,10,10,3560500,356050,10,10,3560500,356050
"Wayland","Middlesex","MA","2004",12,"Wayland town",28,28,9645000,0,0,0,0,0,0,0,0,0,28,28,9645000,0,0,0,0,0,0,0,0,0,28,28,9645000,344464.2857,28,28,9645000,344464.2857
"Wayland","Middlesex","MA","2005",12,"Wayland town",20,20,17298464,0,0,0,0,0,0,0,0,0,19,19,16954000,0,0,0,0,0,0,0,0,0,20,20,17298464,864923.2,19,19,16954000,892315.7895
"Wayland","Middlesex","MA","2006",12,"Wayland town",23,23,12056000,0,0,0,0,0,0,0,0,0,23,23,12056000,0,0,0,0,0,0,0,0,0,23,23,12056000,524173.913,23,23,12056000,524173.913
"Wayland","Middlesex","MA","2007",11,"Wayland town",17,17,6336174,0,0,0,0,0,0,0,0,0,16,16,5812000,0,0,0,0,0,0,0,0,0,17,17,6336174,372716.1176,16,16,5812000,363250
"Wayland","Middlesex","MA","2008",10,"Wayland town",5,5,1570432,0,0,0,0,0,0,0,0,0,3,3,825000,0,0,0,0,0,0,0,0,0,5,5,1570432,314086.4,3,3,825000,275000
"Wayland","Middlesex","MA","2009",12,"Wayland town",9,9,3371000,0,0,0,0,0,0,0,0,0,9,9,3371000,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Wayland","Middlesex","MA","2010",10,"Wayland town",13,13,3335086,0,0,0,0,0,0,0,0,0,12,12,3021000,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Wayland","Middlesex","MA","2011",6,"Wayland town",17,17,6102736,0,0,0,0,0,0,0,0,0,12,12,4702000,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Westford","Middlesex","MA","2000",12,"Westford town",93,93,11808104,0,0,0,0,0,0,0,0,0,93,93,11808104,0,0,0,0,0,0,0,0,0,93,93,11808104,126968.8602,93,93,11808104,126968.8602
"Westford","Middlesex","MA","2001",12,"Westford town",89,89,12388206,0,0,0,0,0,0,0,0,0,89,89,12388206,0,0,0,0,0,0,0,0,0,89,89,12388206,139193.3258,89,89,12388206,139193.3258
"Westford","Middlesex","MA","2002",12,"Westford town",68,68,9896653,2,4,307862,2,7,520705,0,0,0,68,68,9896653,2,4,307862,2,7,520705,0,0,0,72,79,10725220,135762.2785,72,79,10725220,135762.2785
"Westford","Middlesex","MA","2003",12,"Westford town",119,119,18096229,0,0,0,0,0,0,0,0,0,119,119,18096229,0,0,0,0,0,0,0,0,0,119,119,18096229,152069.1513,119,119,18096229,152069.1513
"Westford","Middlesex","MA","2004",12,"Westford town",69,69,9097749,0,0,0,0,0,0,0,0,0,69,69,9097749,0,0,0,0,0,0,0,0,0,69,69,9097749,131851.4348,69,69,9097749,131851.4348
"Westford","Middlesex","MA","2005",12,"Westford town",60,60,8683690,0,0,0,0,0,0,0,0,0,60,60,8683690,0,0,0,0,0,0,0,0,0,60,60,8683690,144728.1667,60,60,8683690,144728.1667
"Westford","Middlesex","MA","2006",12,"Westford town",105,105,9280640,0,0,0,0,0,0,0,0,0,105,105,9280640,0,0,0,0,0,0,0,0,0,105,105,9280640,88387.0476,105,105,9280640,88387.0476
"Westford","Middlesex","MA","2007",12,"Westford town",99,99,15339011,0,0,0,1,4,357444,1,37,3182625,99,99,15339011,0,0,0,1,4,357444,1,37,3182625,101,140,18879080,134850.5714,101,140,18879080,134850.5714
"Westford","Middlesex","MA","2008",12,"Westford town",50,50,9875777,0,0,0,0,0,0,0,0,0,50,50,9875777,0,0,0,0,0,0,0,0,0,50,50,9875777,197515.54,50,50,9875777,197515.54
"Westford","Middlesex","MA","2009",12,"Westford town",55,55,12356437,0,0,0,0,0,0,0,0,0,55,55,12356437,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Westford","Middlesex","MA","2010",12,"Westford town",80,80,17114886,0,0,0,1,4,438847,1,6,700278,80,80,17114886,0,0,0,1,4,438847,1,6,700278,NA,NA,NA,NA,NA,NA,NA,NA
"Westford","Middlesex","MA","2011",12,"Westford town",81,81,16514490,0,0,0,0,0,0,0,0,0,81,81,16514490,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Weston","Middlesex","MA","2000",12,"Weston town",37,37,25067522,0,0,0,0,0,0,0,0,0,37,37,25067522,0,0,0,0,0,0,0,0,0,37,37,25067522,677500.5946,37,37,25067522,677500.5946
"Weston","Middlesex","MA","2001",12,"Weston town",43,43,30531975,0,0,0,0,0,0,0,0,0,43,43,30531975,0,0,0,0,0,0,0,0,0,43,43,30531975,710045.9302,43,43,30531975,710045.9302
"Weston","Middlesex","MA","2002",12,"Weston town",26,26,18849072,0,0,0,0,0,0,0,0,0,26,26,18849072,0,0,0,0,0,0,0,0,0,26,26,18849072,724964.3077,26,26,18849072,724964.3077
"Weston","Middlesex","MA","2003",12,"Weston town",27,27,22508125,0,0,0,0,0,0,0,0,0,27,27,22508125,0,0,0,0,0,0,0,0,0,27,27,22508125,833634.2593,27,27,22508125,833634.2593
"Weston","Middlesex","MA","2004",12,"Weston town",37,37,29907395,0,0,0,0,0,0,0,0,0,37,37,29907395,0,0,0,0,0,0,0,0,0,37,37,29907395,808307.973,37,37,29907395,808307.973
"Weston","Middlesex","MA","2005",12,"Weston town",51,51,42683808,0,0,0,0,0,0,0,0,0,51,51,42683808,0,0,0,0,0,0,0,0,0,51,51,42683808,836937.4118,51,51,42683808,836937.4118
"Weston","Middlesex","MA","2006",12,"Weston town",24,24,17946700,0,0,0,0,0,0,0,0,0,24,24,17946700,0,0,0,0,0,0,0,0,0,24,24,17946700,747779.1667,24,24,17946700,747779.1667
"Weston","Middlesex","MA","2007",12,"Weston town",39,39,29212748,0,0,0,0,0,0,0,0,0,39,39,29212748,0,0,0,0,0,0,0,0,0,39,39,29212748,749044.8205,39,39,29212748,749044.8205
"Weston","Middlesex","MA","2008",12,"Weston town",33,33,27521465,0,0,0,0,0,0,0,0,0,33,33,27521465,0,0,0,0,0,0,0,0,0,33,33,27521465,833983.7879,33,33,27521465,833983.7879
"Weston","Middlesex","MA","2009",12,"Weston town",35,35,17444175,0,0,0,0,0,0,0,0,0,35,35,17444175,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Weston","Middlesex","MA","2010",12,"Weston town",26,26,27237501,0,0,0,0,0,0,0,0,0,26,26,27237501,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Weston","Middlesex","MA","2011",12,"Weston town",32,32,49030472,0,0,0,0,0,0,0,0,0,32,32,49030472,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Wilmington","Middlesex","MA","2000",12,"Wilmington town",56,56,5254000,0,0,0,0,0,0,0,0,0,56,56,5254000,0,0,0,0,0,0,0,0,0,56,56,5254000,93821.4286,56,56,5254000,93821.4286
"Wilmington","Middlesex","MA","2001",12,"Wilmington town",58,58,6171400,0,0,0,0,0,0,0,0,0,58,58,6171400,0,0,0,0,0,0,0,0,0,58,58,6171400,106403.4483,58,58,6171400,106403.4483
"Wilmington","Middlesex","MA","2002",12,"Wilmington town",48,48,6212424,0,0,0,0,0,0,0,0,0,48,48,6212424,0,0,0,0,0,0,0,0,0,48,48,6212424,129425.5,48,48,6212424,129425.5
"Wilmington","Middlesex","MA","2003",12,"Wilmington town",61,61,8285550,0,0,0,0,0,0,0,0,0,61,61,8285550,0,0,0,0,0,0,0,0,0,61,61,8285550,135828.6885,61,61,8285550,135828.6885
"Wilmington","Middlesex","MA","2004",12,"Wilmington town",42,42,7375765,0,0,0,0,0,0,0,0,0,42,42,7375765,0,0,0,0,0,0,0,0,0,42,42,7375765,175613.4524,42,42,7375765,175613.4524
"Wilmington","Middlesex","MA","2005",12,"Wilmington town",65,65,10433000,0,0,0,0,0,0,0,0,0,65,65,10433000,0,0,0,0,0,0,0,0,0,65,65,10433000,160507.6923,65,65,10433000,160507.6923
"Wilmington","Middlesex","MA","2006",12,"Wilmington town",60,60,7660138,0,0,0,0,0,0,0,0,0,60,60,7660138,0,0,0,0,0,0,0,0,0,60,60,7660138,127668.9667,60,60,7660138,127668.9667
"Wilmington","Middlesex","MA","2007",12,"Wilmington town",32,32,5244000,0,0,0,0,0,0,0,0,0,32,32,5244000,0,0,0,0,0,0,0,0,0,32,32,5244000,163875,32,32,5244000,163875
"Wilmington","Middlesex","MA","2008",12,"Wilmington town",22,22,4136500,0,0,0,1,3,225000,0,0,0,22,22,4136500,0,0,0,1,3,225000,0,0,0,23,25,4361500,174460,23,25,4361500,174460
"Wilmington","Middlesex","MA","2009",12,"Wilmington town",20,20,3112760,0,0,0,0,0,0,0,0,0,20,20,3112760,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Wilmington","Middlesex","MA","2010",12,"Wilmington town",39,39,6697120,0,0,0,0,0,0,0,0,0,39,39,6697120,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Wilmington","Middlesex","MA","2011",12,"Wilmington town",35,35,5371516,0,0,0,0,0,0,0,0,0,35,35,5371516,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Winchester","Middlesex","MA","2000",1,"Winchester town",29,29,9529129,1,2,244000,0,0,0,9,45,5244426,4,4,3032000,0,0,0,0,0,0,0,0,0,39,76,15017555,197599.4079,4,4,3032000,758000
"Winchester","Middlesex","MA","2001",0,"Winchester town",26,26,8264342,1,2,244000,0,0,0,10,50,5827140,0,0,0,0,0,0,0,0,0,0,0,0,37,78,14335482,183788.2308,0,0,0,NA
"Winchester","Middlesex","MA","2002",0,"Winchester town",28,28,8964450,0,0,0,0,0,0,13,71,8274539,0,0,0,0,0,0,0,0,0,0,0,0,41,99,17238989,174131.202,0,0,0,NA
"Winchester","Middlesex","MA","2003",3,"Winchester town",27,27,9232141,0,0,0,0,0,0,11,64,7458739,6,6,2518000,0,0,0,0,0,0,0,0,0,38,91,16690880,183416.2637,6,6,2518000,419666.6667
"Winchester","Middlesex","MA","2004",0,"Winchester town",25,25,8439415,0,0,0,0,0,0,13,73,8507625,0,0,0,0,0,0,0,0,0,0,0,0,38,98,16947040,172928.9796,0,0,0,NA
"Winchester","Middlesex","MA","2005",12,"Winchester town",23,23,7640000,0,0,0,0,0,0,0,0,0,23,23,7640000,0,0,0,0,0,0,0,0,0,23,23,7640000,332173.913,23,23,7640000,332173.913
"Winchester","Middlesex","MA","2006",0,"Winchester town",19,19,6322112,0,0,0,0,0,0,2,13,1515057,0,0,0,0,0,0,0,0,0,0,0,0,21,32,7837169,244911.5312,0,0,0,NA
"Winchester","Middlesex","MA","2007",0,"Winchester town",16,16,5322750,0,0,0,0,0,0,3,15,1748142,0,0,0,0,0,0,0,0,0,0,0,0,19,31,7070892,228093.2903,0,0,0,NA
"Winchester","Middlesex","MA","2008",0,"Winchester town",13,13,4324949,0,0,0,0,0,0,2,11,1281971,0,0,0,0,0,0,0,0,0,0,0,0,15,24,5606920,233621.6667,0,0,0,NA
"Winchester","Middlesex","MA","2009",0,"Winchester town",10,10,3326864,0,0,0,0,0,0,1,5,582714,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
