"","Municipal","County","State","Region","Five_Year_Range","Pop_25","Margin_Error_Pop","Grad_Pct","Margin_Error_Grad","HS_Pct","Margin_Error_HS","Bachelors_Pct","Margin_Error_Bach","Five_Year_Range"
"749",NA,"Suffolk County","MA","Suffolk County","2008-2012",470810,"123",17.4,0.4,83.3,0.5,39.7,0.5,2012
"147","Sunderland","Franklin County","MA","Sunderland","2006-2010",2386,"162",27.7,6.8,92,4.1,51.4,7,2010
"514","Sunderland","Franklin County","MA","Sunderland","2007-2011",2353,"190",25.4,7.1,93.8,3.3,51.2,7.9,2011
"881","Sunderland","Franklin County","MA","Sunderland","2008-2012",2212,"187",28.7,6.2,93.4,2.9,57.3,6.7,2012
"356","Sutton","Worcester County","MA","Sutton","2006-2010",5892,"183",12.8,3.1,94.7,2.2,44.9,4.8,2010
"723","Sutton","Worcester County","MA","Sutton","2007-2011",5990,"205",11.8,3.1,92.4,3,38.8,4.8,2011
"1090","Sutton","Worcester County","MA","Sutton","2008-2012",5913,"270",13.5,3.1,93,2.3,41.3,5.3,2012
"121","Swampscott","Essex County","MA","Swampscott","2006-2010",10009,"227",24.1,3,96.6,1.2,58,3.8,2010
"488","Swampscott","Essex County","MA","Swampscott","2007-2011",9842,"296",25.3,2.9,97.9,1,57.1,3.7,2011
"855","Swampscott","Essex County","MA","Swampscott","2008-2012",9988,"343",26.9,3,97.8,0.9,56.5,3.7,2012
"81","Swansea","Bristol County","MA","Swansea","2006-2010",11750,"265",6.7,1.5,82.5,2.6,21.3,3.1,2010
"448","Swansea","Bristol County","MA","Swansea","2007-2011",11821,"330",7.4,1.4,84.8,2.4,21.8,3.7,2011
"815","Swansea","Bristol County","MA","Swansea","2008-2012",11890,"355",7.8,1.6,87.3,2,22.2,2.6,2012
"82","Taunton","Bristol County","MA","Taunton","2006-2010",38559,"686",6.5,0.9,81.6,1.7,20.7,1.9,2010
"449","Taunton","Bristol County","MA","Taunton","2007-2011",38209,"644",6.6,0.9,81.8,1.7,19.6,1.7,2011
"816","Taunton","Bristol County","MA","Taunton","2008-2012",38775,"615",6.4,1,81.2,1.8,19.2,1.7,2012
"357","Templeton","Worcester County","MA","Templeton","2006-2010",5264,"211",6.9,2.9,90.6,4.4,17.4,4.6,2010
"724","Templeton","Worcester County","MA","Templeton","2007-2011",5391,"259",5.4,2.4,89.9,3.7,15.2,3.9,2011
"1091","Templeton","Worcester County","MA","Templeton","2008-2012",5391,"221",6.8,2.7,89.7,3.8,16.9,4.2,2012
"236","Tewksbury","Middlesex County","MA","Tewksbury","2006-2010",20098,"331",10.7,1.4,92.2,2.4,31.4,2.4,2010
"603","Tewksbury","Middlesex County","MA","Tewksbury","2007-2011",20267,"315",11,1.4,93.8,1,33.2,2.4,2011
"970","Tewksbury","Middlesex County","MA","Tewksbury","2008-2012",20782,"325",10.7,1.6,94.1,1,33.1,2.6,2012
"89","Tisbury","Dukes County","MA","Tisbury","2006-2010",2588,"267",21.1,7.6,90.8,5.2,38.4,10.5,2010
"456","Tisbury","Dukes County","MA","Tisbury","2007-2011",2918,"212",18.8,6.6,93,4.1,48.6,9.7,2011
"823","Tisbury","Dukes County","MA","Tisbury","2008-2012",2835,"203",17.1,6.1,93,4.3,46.5,9.3,2012
"169","Tolland","Hampden County","MA","Tolland","2006-2010",365,"73",15.3,5.9,94,4.7,31,7.4,2010
"536","Tolland","Hampden County","MA","Tolland","2007-2011",318,"64",16.7,5.7,91.5,5.2,32.7,7.3,2011
"903","Tolland","Hampden County","MA","Tolland","2008-2012",369,"62",17.1,5.7,93.8,4.4,36.9,7.4,2012
"122","Topsfield","Essex County","MA","Topsfield","2006-2010",3981,"162",24.3,5.8,99.4,0.7,62.2,6,2010
"489","Topsfield","Essex County","MA","Topsfield","2007-2011",3998,"142",26.9,5.2,98.1,1.6,63.7,5,2011
"856","Topsfield","Essex County","MA","Topsfield","2008-2012",4174,"126",29.8,6.2,97,1.7,62.4,6.3,2012
"237","Townsend","Middlesex County","MA","Townsend","2006-2010",5842,"190",7.7,2,91.9,2.8,29,3.8,2010
"604","Townsend","Middlesex County","MA","Townsend","2007-2011",5841,"190",8.4,2,93.3,2.3,29.6,3.4,2011
"971","Townsend","Middlesex County","MA","Townsend","2008-2012",6125,"177",8.8,2.1,94.3,1.9,30.9,4.1,2012
"29","Truro","Barnstable County","MA","Truro","2006-2010",1495,"209",22.1,7.3,96.1,2.8,46.6,8.6,2010
"396","Truro","Barnstable County","MA","Truro","2007-2011",1584,"231",24.3,8.6,95.1,3.1,48.4,9.7,2011
"763","Truro","Barnstable County","MA","Truro","2008-2012",1430,"234",25.9,9.5,94.7,3.7,52.4,9.3,2012
"238","Tyngsborough","Middlesex County","MA","Tyngsborough","2006-2010",7229,"224",13.8,2.5,93.9,2.1,38.8,4.4,2010
"605","Tyngsborough","Middlesex County","MA","Tyngsborough","2007-2011",7306,"264",15.3,2.6,93.8,1.8,41.9,4.4,2011
"972","Tyngsborough","Middlesex County","MA","Tyngsborough","2008-2012",7756,"226",15.3,2.7,94.3,1.9,41.3,4,2012
"59","Tyringham","Berkshire County","MA","Tyringham","2006-2010",329,"63",37.4,8.7,98.2,1.6,50.2,8,2010
"426","Tyringham","Berkshire County","MA","Tyringham","2007-2011",293,"71",35.8,8.8,96.9,2.2,51.2,8.7,2011
"793","Tyringham","Berkshire County","MA","Tyringham","2008-2012",308,"73",39.3,9.7,97.1,2.3,53.6,8.8,2012
"1",NA,"NA County",NA,"United States","2006-2010",199726659,"18056",10.3,0.1,85,0.1,27.9,0.1,2010
"368",NA,"NA County",NA,"United States","2007-2011",202048123,"16972",10.5,0.1,85.4,0.1,28.2,0.1,2011
"735",NA,"NA County",NA,"United States","2008-2012",204336017,"15340",10.6,0.1,85.7,0.1,28.5,0.1,2012
"358","Upton","Worcester County","MA","Upton","2006-2010",4777,"133",18,3.6,96.4,1.7,50.9,5.3,2010
"725","Upton","Worcester County","MA","Upton","2007-2011",4946,"101",18.1,4,97.3,1.5,50.1,5.2,2011
"1092","Upton","Worcester County","MA","Upton","2008-2012",4974,"143",19.4,3.6,97.3,1.7,51.3,5.6,2012
"359","Uxbridge","Worcester County","MA","Uxbridge","2006-2010",9059,"257",10.6,2.6,92.1,1.8,29.8,3.6,2010
"726","Uxbridge","Worcester County","MA","Uxbridge","2007-2011",9121,"244",12,2.9,92.2,2.5,32.4,3.7,2011
"1093","Uxbridge","Worcester County","MA","Uxbridge","2008-2012",9205,"258",11.8,2.4,93,2.3,32.2,4,2012
"239","Wakefield","Middlesex County","MA","Wakefield","2006-2010",17578,"353",17,1.9,95.3,0.9,47.6,2.4,2010
"606","Wakefield","Middlesex County","MA","Wakefield","2007-2011",17751,"389",16.3,2.1,95.1,1,44.5,2.6,2011
"973","Wakefield","Middlesex County","MA","Wakefield","2008-2012",17870,"416",15.4,2,95.1,1.2,44.1,2.7,2012
"170","Wales","Hampden County","MA","Wales","2006-2010",1386,"143",6.3,2.2,92.7,2.6,18.8,5,2010
"537","Wales","Hampden County","MA","Wales","2007-2011",1441,"130",5.3,2,93,2.3,18.9,4.6,2011
"904","Wales","Hampden County","MA","Wales","2008-2012",1440,"156",5.3,2.2,93.3,2.2,19.5,4,2012
"272","Walpole","Norfolk County","MA","Walpole","2006-2010",16084,"353",18,2.2,96,1.1,47,2.8,2010
"639","Walpole","Norfolk County","MA","Walpole","2007-2011",16567,"321",17.5,2.5,95.4,1.7,46.4,3.8,2011
"1006","Walpole","Norfolk County","MA","Walpole","2008-2012",16855,"380",17.2,1.9,94.6,1.2,45.4,3,2012
"240","Waltham","Middlesex County","MA","Waltham","2006-2010",39081,"1657",18.8,1.5,88.9,1.4,44.7,2.5,2010
"607","Waltham","Middlesex County","MA","Waltham","2007-2011",40864,"959",19.6,1.4,89.4,1.3,45.5,1.9,2011
"974","Waltham","Middlesex County","MA","Waltham","2008-2012",41213,"1103",20.2,1.1,89.1,1.2,46.5,1.9,2012
"190","Ware","Hampshire County","MA","Ware","2006-2010",7161,"262",4.8,1.7,87.2,2.8,16.6,3.4,2010
"557","Ware","Hampshire County","MA","Ware","2007-2011",7040,"253",5.5,1.9,87.1,3.2,17,4.1,2011
"924","Ware","Hampshire County","MA","Ware","2008-2012",7069,"309",6.2,2.1,89.5,2.8,18.5,3.6,2012
"301","Wareham","Plymouth County","MA","Wareham","2006-2010",15293,"453",8.5,1.6,89.8,2.1,22.1,2.7,2010
"668","Wareham","Plymouth County","MA","Wareham","2007-2011",15477,"382",7.7,1.5,89.8,2,20,2.6,2011
"1035","Wareham","Plymouth County","MA","Wareham","2008-2012",15516,"471",6.8,1.5,90.7,1.6,19.5,3,2012
"360","Warren","Worcester County","MA","Warren","2006-2010",3561,"252",4.4,2.8,84,5.5,18,6.1,2010
"727","Warren","Worcester County","MA","Warren","2007-2011",3496,"206",2.5,2.1,84.2,5.2,16.5,4.9,2011
"1094","Warren","Worcester County","MA","Warren","2008-2012",3556,"249",3.1,2.6,86.4,5.1,18.1,5.5,2012
"148","Warwick","Franklin County","MA","Warwick","2006-2010",431,"72",11.4,4.8,94,3.3,29.2,7.4,2010
"515","Warwick","Franklin County","MA","Warwick","2007-2011",469,"69",9.6,4.3,94,3.3,28.1,7.4,2011
"882","Warwick","Franklin County","MA","Warwick","2008-2012",514,"68",10.3,4.7,92.2,3.2,30.9,7.6,2012
"60","Washington","Berkshire County","MA","Washington","2006-2010",466,"70",10.1,4.4,93.8,3.5,30.7,8.6,2010
"427","Washington","Berkshire County","MA","Washington","2007-2011",464,"75",11,4.5,92.2,4.6,29.5,6.7,2011
"794","Washington","Berkshire County","MA","Washington","2008-2012",430,"74",10,4.4,89.3,5.2,26,7.4,2012
"241","Watertown","Middlesex County","MA","Watertown","2006-2010",24386,"663",24.8,2.4,92.3,1.5,53.9,2.7,2010
"608","Watertown","Middlesex County","MA","Watertown","2007-2011",23994,"615",25.3,2.1,91.5,1.8,54.6,2.8,2011
"975","Watertown","Middlesex County","MA","Watertown","2008-2012",24400,"495",25.1,2.6,92.6,1.7,55.7,2.6,2012
"242","Wayland","Middlesex County","MA","Wayland","2006-2010",8703,"223",43,4.5,97.7,1.2,74.3,3.6,2010
"609","Wayland","Middlesex County","MA","Wayland","2007-2011",8867,"181",43,3.9,97.7,1,75.3,2.9,2011
"976","Wayland","Middlesex County","MA","Wayland","2008-2012",8916,"217",42.8,3.1,98,0.9,75.2,2.9,2012
"361","Webster","Worcester County","MA","Webster","2006-2010",11929,"354",6.2,1.6,81.5,2.3,17.4,2.5,2010
"728","Webster","Worcester County","MA","Webster","2007-2011",11861,"315",6.4,1.6,83.4,2.4,18.4,2.6,2011
"1095","Webster","Worcester County","MA","Webster","2008-2012",12024,"332",6,1.5,83.3,2.4,18.9,2.6,2012
"273","Wellesley","Norfolk County","MA","Wellesley","2006-2010",15442,"612",45.6,2.8,97.5,0.8,77.9,2.6,2010
"640","Wellesley","Norfolk County","MA","Wellesley","2007-2011",15547,"420",46,2.7,97.4,0.7,79.3,1.9,2011
"1007","Wellesley","Norfolk County","MA","Wellesley","2008-2012",15836,"442",48.4,2.3,97.7,0.8,80.8,2,2012
"30","Wellfleet","Barnstable County","MA","Wellfleet","2006-2010",2606,"243",24.1,8,99.2,0.9,61.7,8.5,2010
"397","Wellfleet","Barnstable County","MA","Wellfleet","2007-2011",2532,"259",26.4,6.7,97,2.7,61.9,9.4,2011
"764","Wellfleet","Barnstable County","MA","Wellfleet","2008-2012",2712,"277",30.7,8.5,96.2,2.5,60.4,9,2012
"149","Wendell","Franklin County","MA","Wendell","2006-2010",774,"118",20.2,6,89,4.7,41.1,9.6,2010
"516","Wendell","Franklin County","MA","Wendell","2007-2011",840,"95",20.8,7.2,90.8,4.7,43.6,8,2011
"883","Wendell","Franklin County","MA","Wendell","2008-2012",832,"115",19.7,5.3,88.8,5.3,45.4,8.7,2012
"123","Wenham","Essex County","MA","Wenham","2006-2010",2458,"297",24.9,4.9,98.5,1.3,62.4,6.3,2010
"490","Wenham","Essex County","MA","Wenham","2007-2011",2491,"258",24.4,4.6,97.5,1.6,62.1,5.9,2011
"857","Wenham","Essex County","MA","Wenham","2008-2012",2473,"234",24.2,5.1,97.9,1.4,64.5,4.9,2012
"363","West Boylston","Worcester County","MA","West Boylston","2006-2010",5831,"215",11.6,2.5,82.9,5.7,29,3.9,2010
"730","West Boylston","Worcester County","MA","West Boylston","2007-2011",5525,"217",11.9,3.6,87.2,4.6,32,5.5,2011
"1097","West Boylston","Worcester County","MA","West Boylston","2008-2012",5628,"196",11.6,2.5,88.1,2.9,32.9,3.6,2012
"302","West Bridgewater","Plymouth County","MA","West Bridgewater","2006-2010",4779,"225",11.3,3.2,91.2,2.7,28.5,4.1,2010
"669","West Bridgewater","Plymouth County","MA","West Bridgewater","2007-2011",4911,"192",12.3,3,91.4,2.6,26.8,3.8,2011
"1036","West Bridgewater","Plymouth County","MA","West Bridgewater","2008-2012",4809,"180",12.1,2.8,91.4,3.1,28.1,3.9,2012
"364","West Brookfield","Worcester County","MA","West Brookfield","2006-2010",2732,"109",6.4,3.5,89.5,3.7,26.8,6.5,2010
"731","West Brookfield","Worcester County","MA","West Brookfield","2007-2011",2696,"104",6.9,2.9,89.5,3.8,26.4,6,2011
"1098","West Brookfield","Worcester County","MA","West Brookfield","2008-2012",2670,"118",7.8,3.4,89.4,3.3,28.2,6.1,2012
"124","West Newbury","Essex County","MA","West Newbury","2006-2010",2706,"112",26.5,5.2,98.7,1.5,65.7,5.4,2010
"491","West Newbury","Essex County","MA","West Newbury","2007-2011",2753,"174",25.1,5,96.5,3,61.9,6.3,2011
"858","West Newbury","Essex County","MA","West Newbury","2008-2012",2700,"189",24.7,4.2,96.6,2.8,63,6.4,2012
"172","West Springfield","Hampden County","MA","West Springfield","2006-2010",19543,"455",9.2,1.4,87,2,25.9,2.1,2010
"539","West Springfield","Hampden County","MA","West Springfield","2007-2011",19350,"449",8.5,1.2,87.1,2,26,2.5,2011
"906","West Springfield","Hampden County","MA","West Springfield","2008-2012",19610,"509",8.9,1.5,88,1.9,26.9,2.8,2012
"61","West Stockbridge","Berkshire County","MA","West Stockbridge","2006-2010",1129,"115",24.5,5.5,95.2,2.4,43.6,7.4,2010
"428","West Stockbridge","Berkshire County","MA","West Stockbridge","2007-2011",1163,"123",24.2,4.8,95.1,2.5,44.9,6,2011
"795","West Stockbridge","Berkshire County","MA","West Stockbridge","2008-2012",1150,"117",21,4.8,96.3,1.9,46.3,8.1,2012
"90","West Tisbury","Dukes County","MA","West Tisbury","2006-2010",1678,"215",23.4,6.3,99,1,51.5,9.3,2010
"457","West Tisbury","Dukes County","MA","West Tisbury","2007-2011",1805,"205",22.4,7.1,99.7,0.5,51.5,6.9,2011
"824","West Tisbury","Dukes County","MA","West Tisbury","2008-2012",1872,"199",21.8,6.3,99.7,0.5,43.5,8.1,2012
"362","Westborough","Worcester County","MA","Westborough","2006-2010",12223,"318",30.8,3.5,93.5,1.7,63.3,4.1,2010
"729","Westborough","Worcester County","MA","Westborough","2007-2011",12315,"380",31.2,3.7,93.9,1.7,64.3,3.3,2011
"1096","Westborough","Worcester County","MA","Westborough","2008-2012",12678,"333",30.6,3.8,93.9,1.7,64.3,3.7,2012
"171","Westfield","Hampden County","MA","Westfield","2006-2010",26494,"572",8.6,1.2,89.2,1.6,26,1.9,2010
"538","Westfield","Hampden County","MA","Westfield","2007-2011",26285,"740",8.5,1.1,89.3,1.6,25.9,1.8,2011
"905","Westfield","Hampden County","MA","Westfield","2008-2012",26341,"578",9.4,1.1,89.9,1.5,27.3,2,2012
"243","Westford","Middlesex County","MA","Westford","2006-2010",14042,"180",30.8,2.6,96.9,1,63.4,2.5,2010
"610","Westford","Middlesex County","MA","Westford","2007-2011",14091,"244",32.7,2.9,97.3,0.8,65,2.5,2011
"977","Westford","Middlesex County","MA","Westford","2008-2012",14108,"214",31.9,2.6,97.3,0.9,65,3,2012
"191","Westhampton","Hampshire County","MA","Westhampton","2006-2010",1140,"61",18.5,3.5,92.5,2.7,35.4,4.7,2010
"558","Westhampton","Hampshire County","MA","Westhampton","2007-2011",1171,"50",18.5,3.6,94.4,1.8,36.2,4.7,2011
"925","Westhampton","Hampshire County","MA","Westhampton","2008-2012",1180,"59",18.1,4.1,93.1,2.4,34.2,5.1,2012
"365","Westminster","Worcester County","MA","Westminster","2006-2010",4970,"170",10.8,3.2,91.3,3.2,31.4,5.2,2010
"732","Westminster","Worcester County","MA","Westminster","2007-2011",5016,"166",11.7,3.4,90.9,3.3,34.3,6.2,2011
"1099","Westminster","Worcester County","MA","Westminster","2008-2012",5060,"177",12.6,3.7,92.4,2.9,36,5.7,2012
"244","Weston","Middlesex County","MA","Weston","2006-2010",7016,"306",45.5,5.2,96.8,2.1,78.6,4.3,2010
"611","Weston","Middlesex County","MA","Weston","2007-2011",6980,"296",48.2,4.9,97.2,1.6,78.3,3.5,2011
"978","Weston","Middlesex County","MA","Weston","2008-2012",7284,"348",51.2,4,97,1.9,78.8,3.6,2012
"83","Westport","Bristol County","MA","Westport","2006-2010",11257,"251",12.5,2.4,83,2.4,27.6,3.6,2010
"450","Westport","Bristol County","MA","Westport","2007-2011",11307,"239",13,2.3,84.9,2.4,29.1,3.6,2011
"817","Westport","Bristol County","MA","Westport","2008-2012",11550,"265",12.9,2.3,85.3,2.6,27.9,3.4,2012
"274","Westwood","Norfolk County","MA","Westwood","2006-2010",9540,"182",31,2.7,97.6,0.8,63.4,3.6,2010
"641","Westwood","Norfolk County","MA","Westwood","2007-2011",9599,"203",31,3,98,0.8,68.3,3.3,2011
"1008","Westwood","Norfolk County","MA","Westwood","2008-2012",9688,"184",32.6,2.9,97.8,1,68.2,3.2,2012
"275","Weymouth","Norfolk County","MA","Weymouth","2006-2010",38567,"500",9.5,1.1,94.3,0.8,32,1.9,2010
"642","Weymouth","Norfolk County","MA","Weymouth","2007-2011",38854,"534",9.5,1.1,94.4,1,32.7,1.7,2011
"1009","Weymouth","Norfolk County","MA","Weymouth","2008-2012",38912,"604",9.5,1.1,94.1,1,32.1,1.6,2012
"150","Whately","Franklin County","MA","Whately","2006-2010",1192,"147",12.8,3.6,98.3,1.3,43.2,7.8,2010
"517","Whately","Franklin County","MA","Whately","2007-2011",1135,"158",14.8,3.5,97.5,1.3,44.5,6,2011
"884","Whately","Franklin County","MA","Whately","2008-2012",1171,"174",15.5,4.2,97,1.7,41.1,6.6,2012
"303","Whitman","Plymouth County","MA","Whitman","2006-2010",9543,"244",6.1,1.4,93.8,1.6,24.4,2.9,2010
"670","Whitman","Plymouth County","MA","Whitman","2007-2011",9736,"238",6.3,1.4,94.1,1.7,24.7,2.8,2011
"1037","Whitman","Plymouth County","MA","Whitman","2008-2012",9688,"251",7.1,1.6,93,1.7,24.7,2.9,2012
"173","Wilbraham","Hampden County","MA","Wilbraham","2006-2010",9614,"246",20.7,3.1,94.5,2,50,3.7,2010
"540","Wilbraham","Hampden County","MA","Wilbraham","2007-2011",10022,"214",19.9,3,92.9,2.4,47.8,3.5,2011
"907","Wilbraham","Hampden County","MA","Wilbraham","2008-2012",10020,"228",19.1,2.7,92.2,2.2,45.5,2.8,2012
"192","Williamsburg","Hampshire County","MA","Williamsburg","2006-2010",2050,"184",18.7,4.5,94.8,2.4,41.7,5.4,2010
"559","Williamsburg","Hampshire County","MA","Williamsburg","2007-2011",2024,"165",17.7,3.8,95.4,2.4,42.2,5.7,2011
"926","Williamsburg","Hampshire County","MA","Williamsburg","2008-2012",2077,"163",15.5,3.6,95.5,2.3,39.6,5.5,2012
"62","Williamstown","Berkshire County","MA","Williamstown","2006-2010",4965,"472",34.2,4.3,93.1,2.5,56.9,4.5,2010
"429","Williamstown","Berkshire County","MA","Williamstown","2007-2011",5092,"192",32.9,4,94.5,2.1,55.2,4.4,2011
"796","Williamstown","Berkshire County","MA","Williamstown","2008-2012",4943,"216",34.3,3.8,95.1,1.9,55.7,4.6,2012
"245","Wilmington","Middlesex County","MA","Wilmington","2006-2010",14731,"300",13.6,1.6,94.8,1.3,35.9,3,2010
"612","Wilmington","Middlesex County","MA","Wilmington","2007-2011",14951,"270",14.4,2.2,94.5,1.1,35.8,2.8,2011
"979","Wilmington","Middlesex County","MA","Wilmington","2008-2012",15099,"288",16.1,2.5,95.3,1.2,37.5,3.3,2012
"366","Winchendon","Worcester County","MA","Winchendon","2006-2010",6662,"287",8.3,3.4,86.4,3.7,19.3,5,2010
"733","Winchendon","Worcester County","MA","Winchendon","2007-2011",6869,"280",9.8,3.4,86.8,2.9,20.1,4.3,2011
"1100","Winchendon","Worcester County","MA","Winchendon","2008-2012",7216,"219",9,2.8,88.2,2.8,20.4,4.1,2012
"246","Winchester","Middlesex County","MA","Winchester","2006-2010",14121,"276",40.2,2.7,97.3,0.9,70.3,2.5,2010
"613","Winchester","Middlesex County","MA","Winchester","2007-2011",14264,"246",40.4,2.5,97.2,0.9,70.2,2.3,2011
"980","Winchester","Middlesex County","MA","Winchester","2008-2012",14314,"224",40.2,2.7,97.5,0.8,70.3,2.5,2012
"63","Windsor","Berkshire County","MA","Windsor","2006-2010",719,"96",7.4,3.4,93.3,4.2,27.8,6,2010
"430","Windsor","Berkshire County","MA","Windsor","2007-2011",653,"92",8.9,3.7,96,3.6,29.4,5.5,2011
"797","Windsor","Berkshire County","MA","Windsor","2008-2012",635,"84",9.6,4,95.1,3.8,30.9,7,2012
"307","Winthrop","Suffolk County","MA","Winthrop","2006-2010",12466,"365",10.4,2.1,91.6,2.3,32.3,3,2010
"674","Winthrop","Suffolk County","MA","Winthrop","2007-2011",12920,"347",10.5,2.1,91.9,1.9,32.3,3.1,2011
"1041","Winthrop","Suffolk County","MA","Winthrop","2008-2012",13428,"299",10.6,1.9,93.1,1.7,33.8,3.2,2012
"247","Woburn","Middlesex County","MA","Woburn","2006-2010",27084,"400",13,1.6,92.4,1.1,32.3,2.1,2010
"614","Woburn","Middlesex County","MA","Woburn","2007-2011",27632,"440",12.7,1.7,92.7,1.1,31.7,1.9,2011
"981","Woburn","Middlesex County","MA","Woburn","2008-2012",27905,"422",12.2,1.6,93,1.2,32.5,2,2012
"367","Worcester","Worcester County","MA","Worcester","2006-2010",113985,"1368",11.5,0.7,84,0.9,29.6,1.1,2010
"734","Worcester","Worcester County","MA","Worcester","2007-2011",114917,"1080",11.4,0.8,83.9,0.8,30.1,1,2011
"1101","Worcester","Worcester County","MA","Worcester","2008-2012",115037,"1298",11.4,0.7,84.1,0.8,29.8,1.2,2012
"16",NA,"Worcester County","MA","Worcester County","2006-2010",527895,"83",12.7,0.3,88.6,0.3,32.9,0.5,2010
"383",NA,"Worcester County","MA","Worcester County","2007-2011",531460,"97",12.8,0.3,88.7,0.3,33.3,0.5,2011
"750",NA,"Worcester County","MA","Worcester County","2008-2012",535755,"78",13,0.3,89.1,0.3,33.8,0.5,2012
"193","Worthington","Hampshire County","MA","Worthington","2006-2010",889,"85",17.8,4.7,93.5,2.4,33.2,5.9,2010
"560","Worthington","Hampshire County","MA","Worthington","2007-2011",919,"98",19.7,5.3,90.6,4.5,32.1,6.4,2011
"927","Worthington","Hampshire County","MA","Worthington","2008-2012",966,"105",18.5,4.9,90.4,4.5,31.2,6.1,2012
"276","Wrentham","Norfolk County","MA","Wrentham","2006-2010",7144,"214",16.9,2.7,96.5,2.7,47.2,4.4,2010
"643","Wrentham","Norfolk County","MA","Wrentham","2007-2011",7453,"205",16.4,3.1,96,3.5,47.4,4.5,2011
"1010","Wrentham","Norfolk County","MA","Wrentham","2008-2012",7341,"182",18.5,2.6,96,3.4,48.6,4.1,2012
"31","Yarmouth","Barnstable County","MA","Yarmouth","2006-2010",18768,"411",11.7,1.8,92.8,1.3,31.3,2.6,2010
"398","Yarmouth","Barnstable County","MA","Yarmouth","2007-2011",19076,"437",11.8,1.8,93.2,1.8,31.6,2.6,2011
"765","Yarmouth","Barnstable County","MA","Yarmouth","2008-2012",18893,"421",12.5,1.5,93.2,1.8,31.9,2.7,2012
"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
