,Municipal,County,State,Region,Five_Year_Range,Total_Pop,Pov_Pop,Percent_Pov,Margin_Error_Percent
3007,Fall River,Bristol County,MA,Fall River,2013-2017,87781,17693,20.2,1.3
413,Falmouth,Barnstable County,MA,Falmouth,2005-2009,32430,2091,6.4,1.2
414,Falmouth,Barnstable County,MA,Falmouth,2006-2010,31175,2011,6.5,1.3
415,Falmouth,Barnstable County,MA,Falmouth,2007-2011,30988,2428,7.8,1.7
416,Falmouth,Barnstable County,MA,Falmouth,2008-2012,31060,2271,7.3,1.5
1491,Falmouth,Barnstable County,MA,Falmouth,2009-2013,31100,2334,7.5,1.8
1858,Falmouth,Barnstable County,MA,Falmouth,2010-2014,31104,2573,8.3,1.9
2225,Falmouth,Barnstable County,MA,Falmouth,2011-2015,31023,2442,7.9,2.1
2592,Falmouth,Barnstable County,MA,Falmouth,2012-2016,30953,2064,6.7,1.6
2959,Falmouth,Barnstable County,MA,Falmouth,2013-2017,30672,1961,6.4,1.8
417,Fitchburg,Worcester County,MA,Fitchburg,2005-2009,38333,7354,19.2,2.9
418,Fitchburg,Worcester County,MA,Fitchburg,2006-2010,37541,7277,19.4,2.9
419,Fitchburg,Worcester County,MA,Fitchburg,2007-2011,37981,7198,19,2.4
420,Fitchburg,Worcester County,MA,Fitchburg,2008-2012,38024,7274,19.1,3
1790,Fitchburg,Worcester County,MA,Fitchburg,2009-2013,38222,7864,20.6,2.9
2157,Fitchburg,Worcester County,MA,Fitchburg,2010-2014,38286,7563,19.8,2.8
2524,Fitchburg,Worcester County,MA,Fitchburg,2011-2015,38443,7450,19.4,2.6
2891,Fitchburg,Worcester County,MA,Fitchburg,2012-2016,38482,7368,19.1,2.6
3258,Fitchburg,Worcester County,MA,Fitchburg,2013-2017,38780,6961,17.9,2.5
421,Florida,Berkshire County,MA,Florida,2005-2009,820,33,4,2.9
422,Florida,Berkshire County,MA,Florida,2006-2010,763,39,5.1,2.9
423,Florida,Berkshire County,MA,Florida,2007-2011,716,45,6.3,3.9
424,Florida,Berkshire County,MA,Florida,2008-2012,715,29,4.1,3.4
1507,Florida,Berkshire County,MA,Florida,2009-2013,774,38,4.9,3.5
1874,Florida,Berkshire County,MA,Florida,2010-2014,788,48,6.1,3.4
2241,Florida,Berkshire County,MA,Florida,2011-2015,718,39,5.4,4
2608,Florida,Berkshire County,MA,Florida,2012-2016,793,103,13,9.3
2975,Florida,Berkshire County,MA,Florida,2013-2017,816,106,13,9
425,Foxborough,Norfolk County,MA,Foxborough,2005-2009,16407,308,1.9,1.3
426,Foxborough,Norfolk County,MA,Foxborough,2006-2010,16621,288,1.7,0.9
427,Foxborough,Norfolk County,MA,Foxborough,2007-2011,16682,488,2.9,1.2
428,Foxborough,Norfolk County,MA,Foxborough,2008-2012,16819,670,4,1.6
1725,Foxborough,Norfolk County,MA,Foxborough,2009-2013,16952,683,4,1.7
2092,Foxborough,Norfolk County,MA,Foxborough,2010-2014,17098,722,4.2,1.6
2459,Foxborough,Norfolk County,MA,Foxborough,2011-2015,17219,856,5,1.9
2826,Foxborough,Norfolk County,MA,Foxborough,2012-2016,17306,963,5.6,2.4
3193,Foxborough,Norfolk County,MA,Foxborough,2013-2017,17406,849,4.9,2.3
429,Framingham,Middlesex County,MA,Framingham,2005-2009,62643,5089,8.1,1.3
430,Framingham,Middlesex County,MA,Framingham,2006-2010,63568,5569,8.8,1.3
431,Framingham,Middlesex County,MA,Framingham,2007-2011,64058,5824,9.1,1.4
432,Framingham,Middlesex County,MA,Framingham,2008-2012,65034,6223,9.6,1.4
1679,Framingham,Middlesex County,MA,Framingham,2009-2013,65813,7352,11.2,1.6
2046,Framingham,Middlesex County,MA,Framingham,2010-2014,66584,7508,11.3,1.7
2413,Framingham,Middlesex County,MA,Framingham,2011-2015,67350,7733,11.5,1.3
2780,Framingham,Middlesex County,MA,Framingham,2012-2016,67666,7610,11.2,1.4
3147,Framingham,Middlesex County,MA,Framingham,2013-2017,68246,7865,11.5,1.4
433,Franklin,Norfolk County,MA,Franklin,2005-2009,30865,1163,3.8,1.2
434,Franklin,Norfolk County,MA,Franklin,2006-2010,30339,1326,4.4,1.3
435,Franklin,Norfolk County,MA,Franklin,2007-2011,30464,1086,3.6,1.1
436,Franklin,Norfolk County,MA,Franklin,2008-2012,30831,1104,3.6,1.2
1726,Franklin,Norfolk County,MA,Franklin,2009-2013,31080,1330,4.3,1.3
2093,Franklin,Norfolk County,MA,Franklin,2010-2014,31365,1183,3.8,1.2
2460,Franklin,Norfolk County,MA,Franklin,2011-2015,31679,1032,3.3,1.1
2827,Franklin,Norfolk County,MA,Franklin,2012-2016,31810,1322,4.2,1.1
3194,Franklin,Norfolk County,MA,Franklin,2013-2017,31780,1380,4.3,1.5
441,Freetown,Bristol County,MA,Freetown,2005-2009,8966,441,4.9,2.7
442,Freetown,Bristol County,MA,Freetown,2006-2010,8750,423,4.8,2.4
443,Freetown,Bristol County,MA,Freetown,2007-2011,8778,468,5.3,2.3
444,Freetown,Bristol County,MA,Freetown,2008-2012,8813,381,4.3,1.6
1540,Freetown,Bristol County,MA,Freetown,2009-2013,8817,475,5.4,1.8
1907,Freetown,Bristol County,MA,Freetown,2010-2014,8848,427,4.8,1.7
2274,Freetown,Bristol County,MA,Freetown,2011-2015,8866,352,4,1.5
2641,Freetown,Bristol County,MA,Freetown,2012-2016,8959,369,4.1,1.8
3008,Freetown,Bristol County,MA,Freetown,2013-2017,8996,531,5.9,2.8
445,Gardner,Worcester County,MA,Gardner,2005-2009,19689,2146,10.9,2.3
446,Gardner,Worcester County,MA,Gardner,2006-2010,19002,2166,11.4,2.3
447,Gardner,Worcester County,MA,Gardner,2007-2011,19166,2217,11.6,2.2
448,Gardner,Worcester County,MA,Gardner,2008-2012,19113,2490,13,2.8
1791,Gardner,Worcester County,MA,Gardner,2009-2013,19117,2754,14.4,2.8
2158,Gardner,Worcester County,MA,Gardner,2010-2014,19168,3379,17.6,2.9
2525,Gardner,Worcester County,MA,Gardner,2011-2015,19188,3665,19.1,3.1
2892,Gardner,Worcester County,MA,Gardner,2012-2016,19179,3637,19,3.1
3259,Gardner,Worcester County,MA,Gardner,2013-2017,19349,3222,16.7,3.3
449,Georgetown,Essex County,MA,Georgetown,2005-2009,8493,112,1.3,0.8
450,Georgetown,Essex County,MA,Georgetown,2006-2010,7949,124,1.6,1.1
451,Georgetown,Essex County,MA,Georgetown,2007-2011,8045,169,2.1,1
452,Georgetown,Essex County,MA,Georgetown,2008-2012,8163,133,1.6,0.9
1565,Georgetown,Essex County,MA,Georgetown,2009-2013,8253,191,2.3,1.2
1932,Georgetown,Essex County,MA,Georgetown,2010-2014,8379,221,2.6,1.4
2299,Georgetown,Essex County,MA,Georgetown,2011-2015,8441,227,2.7,1.3
2666,Georgetown,Essex County,MA,Georgetown,2012-2016,8504,175,2.1,1.5
3033,Georgetown,Essex County,MA,Georgetown,2013-2017,8561,292,3.4,2.1
453,Gill,Franklin County,MA,Gill,2005-2009,1499,69,4.6,2.6
454,Gill,Franklin County,MA,Gill,2006-2010,1413,83,5.9,2.9
455,Gill,Franklin County,MA,Gill,2007-2011,1428,82,5.7,2.4
456,Gill,Franklin County,MA,Gill,2008-2012,1564,140,9,8.5
1601,Gill,Franklin County,MA,Gill,2009-2013,1530,130,8.5,8
1968,Gill,Franklin County,MA,Gill,2010-2014,1570,114,7.3,6.4
2335,Gill,Franklin County,MA,Gill,2011-2015,1637,168,10.3,6
2702,Gill,Franklin County,MA,Gill,2012-2016,1651,132,8,8.8
3069,Gill,Franklin County,MA,Gill,2013-2017,1599,92,5.8,6.9
457,Gloucester,Essex County,MA,Gloucester,2005-2009,30017,2104,7,1.6
458,Gloucester,Essex County,MA,Gloucester,2006-2010,28638,2246,7.8,1.9
459,Gloucester,Essex County,MA,Gloucester,2007-2011,28532,2473,8.7,1.9
460,Gloucester,Essex County,MA,Gloucester,2008-2012,28680,2376,8.3,1.6
1566,Gloucester,Essex County,MA,Gloucester,2009-2013,28805,2931,10.2,2
1933,Gloucester,Essex County,MA,Gloucester,2010-2014,28998,2825,9.7,2
2300,Gloucester,Essex County,MA,Gloucester,2011-2015,29163,2712,9.3,1.7
2667,Gloucester,Essex County,MA,Gloucester,2012-2016,29299,2402,8.2,1.3
3034,Gloucester,Essex County,MA,Gloucester,2013-2017,29614,2507,8.5,1.7
461,Goshen,Hampshire County,MA,Goshen,2005-2009,1140,14,1.2,0.9
462,Goshen,Hampshire County,MA,Goshen,2006-2010,1080,6,0.6,0.6
463,Goshen,Hampshire County,MA,Goshen,2007-2011,1117,23,2.1,1.7
464,Goshen,Hampshire County,MA,Goshen,2008-2012,1121,26,2.3,1.8
1647,Goshen,Hampshire County,MA,Goshen,2009-2013,1102,31,2.8,2.2
2014,Goshen,Hampshire County,MA,Goshen,2010-2014,1151,32,2.8,2.6
2381,Goshen,Hampshire County,MA,Goshen,2011-2015,1137,34,3,2.2
2748,Goshen,Hampshire County,MA,Goshen,2012-2016,1170,30,2.6,2
3115,Goshen,Hampshire County,MA,Goshen,2013-2017,1096,26,2.4,2.2
465,Gosnold,Dukes County,MA,Gosnold,2005-2009,156,0,0,21
466,Gosnold,Dukes County,MA,Gosnold,2006-2010,198,0,0,17
467,Gosnold,Dukes County,MA,Gosnold,2007-2011,183,2,1.1,1.9
468,Gosnold,Dukes County,MA,Gosnold,2008-2012,169,2,1.2,2.1
1555,Gosnold,Dukes County,MA,Gosnold,2009-2013,135,6,4.4,5.2
1922,Gosnold,Dukes County,MA,Gosnold,2010-2014,99,4,4,6.1
2289,Gosnold,Dukes County,MA,Gosnold,2011-2015,75,3,4,9.3
2656,Gosnold,Dukes County,MA,Gosnold,2012-2016,53,2,3.8,9.8
3023,Gosnold,Dukes County,MA,Gosnold,2013-2017,34,2,5.9,13.6
469,Grafton,Worcester County,MA,Grafton,2005-2009,17354,1074,6.2,2.1
470,Grafton,Worcester County,MA,Grafton,2006-2010,17075,1112,6.5,1.9
471,Grafton,Worcester County,MA,Grafton,2007-2011,17281,1110,6.4,1.6
472,Grafton,Worcester County,MA,Grafton,2008-2012,17526,1110,6.3,1.8
1792,Grafton,Worcester County,MA,Grafton,2009-2013,17754,1182,6.7,2.1
2159,Grafton,Worcester County,MA,Grafton,2010-2014,17922,1287,7.2,2.4
2526,Grafton,Worcester County,MA,Grafton,2011-2015,18166,1063,5.9,1.6
2893,Grafton,Worcester County,MA,Grafton,2012-2016,18269,1030,5.6,1.4
3260,Grafton,Worcester County,MA,Grafton,2013-2017,18402,1058,5.7,1.2
473,Granby,Hampshire County,MA,Granby,2005-2009,6243,266,4.3,2.1
474,Granby,Hampshire County,MA,Granby,2006-2010,6218,354,5.7,3.1
475,Granby,Hampshire County,MA,Granby,2007-2011,6223,333,5.4,3.2
476,Granby,Hampshire County,MA,Granby,2008-2012,6245,174,2.8,1.5
1648,Granby,Hampshire County,MA,Granby,2009-2013,6255,237,3.8,2.1
2015,Granby,Hampshire County,MA,Granby,2010-2014,6249,365,5.8,2.8
2382,Granby,Hampshire County,MA,Granby,2011-2015,6268,279,4.5,2.4
2749,Granby,Hampshire County,MA,Granby,2012-2016,6260,307,4.9,2.5
3116,Granby,Hampshire County,MA,Granby,2013-2017,6260,342,5.5,2.7
477,Granville,Hampden County,MA,Granville,2005-2009,1659,18,1.1,0.6
478,Granville,Hampden County,MA,Granville,2006-2010,1525,20,1.3,1
479,Granville,Hampden County,MA,Granville,2007-2011,1442,39,2.7,1.6
480,Granville,Hampden County,MA,Granville,2008-2012,1478,92,6.2,3.1
1625,Granville,Hampden County,MA,Granville,2009-2013,1654,108,6.5,4.2
1992,Granville,Hampden County,MA,Granville,2010-2014,1515,107,7.1,3.9
2359,Granville,Hampden County,MA,Granville,2011-2015,1629,167,10.3,6.7
2726,Granville,Hampden County,MA,Granville,2012-2016,1694,180,10.6,5.8
3093,Granville,Hampden County,MA,Granville,2013-2017,1644,138,8.4,6
481,Great Barrington,Berkshire County,MA,Great Barrington,2005-2009,6956,423,6.1,2.5
482,Great Barrington,Berkshire County,MA,Great Barrington,2006-2010,6746,575,8.5,3
483,Great Barrington,Berkshire County,MA,Great Barrington,2007-2011,6309,765,12.1,3.9
484,Great Barrington,Berkshire County,MA,Great Barrington,2008-2012,6207,726,11.7,3.1
1508,Great Barrington,Berkshire County,MA,Great Barrington,2009-2013,6134,553,9,3.1
1875,Great Barrington,Berkshire County,MA,Great Barrington,2010-2014,6094,518,8.5,3
2242,Great Barrington,Berkshire County,MA,Great Barrington,2011-2015,6007,504,8.4,4.1
2609,Great Barrington,Berkshire County,MA,Great Barrington,2012-2016,5939,319,5.4,2.6
2976,Great Barrington,Berkshire County,MA,Great Barrington,2013-2017,5911,306,5.2,3
485,Greenfield,Franklin County,MA,Greenfield,2005-2009,17019,2783,16.4,3.2
486,Greenfield,Franklin County,MA,Greenfield,2006-2010,17006,2528,14.9,3.2
487,Greenfield,Franklin County,MA,Greenfield,2007-2011,16842,2905,17.2,2.9
488,Greenfield,Franklin County,MA,Greenfield,2008-2012,16899,2747,16.3,3.3
1602,Greenfield,Franklin County,MA,Greenfield,2009-2013,16999,2619,15.4,2.9
1969,Greenfield,Franklin County,MA,Greenfield,2010-2014,16927,2529,14.9,2.2
2336,Greenfield,Franklin County,MA,Greenfield,2011-2015,16931,2411,14.2,2.3
2703,Greenfield,Franklin County,MA,Greenfield,2012-2016,16858,2213,13.1,2.3
3070,Greenfield,Franklin County,MA,Greenfield,2013-2017,16843,2216,13.2,2.3
489,Groton,Middlesex County,MA,Groton,2005-2009,10491,192,1.8,1
490,Groton,Middlesex County,MA,Groton,2006-2010,10228,231,2.3,1.2
491,Groton,Middlesex County,MA,Groton,2007-2011,10383,313,3,1.7
492,Groton,Middlesex County,MA,Groton,2008-2012,10599,338,3.2,1.7
1680,Groton,Middlesex County,MA,Groton,2009-2013,10771,403,3.7,1.6
2047,Groton,Middlesex County,MA,Groton,2010-2014,10931,406,3.7,1.5
2414,Groton,Middlesex County,MA,Groton,2011-2015,11056,350,3.2,1.5
2781,Groton,Middlesex County,MA,Groton,2012-2016,11104,441,4,1.9
3148,Groton,Middlesex County,MA,Groton,2013-2017,11198,483,4.3,1.9
493,Groveland,Essex County,MA,Groveland,2005-2009,6865,392,5.7,4.5
494,Groveland,Essex County,MA,Groveland,2006-2010,6309,254,4,2.3
495,Groveland,Essex County,MA,Groveland,2007-2011,6401,202,3.2,2.1
496,Groveland,Essex County,MA,Groveland,2008-2012,6530,174,2.7,1.9
1567,Groveland,Essex County,MA,Groveland,2009-2013,6675,146,2.2,1.9
1934,Groveland,Essex County,MA,Groveland,2010-2014,6805,181,2.7,2
2301,Groveland,Essex County,MA,Groveland,2011-2015,6646,174,2.6,1.9
2668,Groveland,Essex County,MA,Groveland,2012-2016,6681,111,1.7,1.5
3035,Groveland,Essex County,MA,Groveland,2013-2017,6697,162,2.4,1.6
497,Hadley,Hampshire County,MA,Hadley,2005-2009,4256,302,7.1,2.9
498,Hadley,Hampshire County,MA,Hadley,2006-2010,4733,338,7.1,3.2
499,Hadley,Hampshire County,MA,Hadley,2007-2011,4953,308,6.2,3.2
500,Hadley,Hampshire County,MA,Hadley,2008-2012,4992,413,8.3,3.8
1649,Hadley,Hampshire County,MA,Hadley,2009-2013,5035,403,8,3.8
2016,Hadley,Hampshire County,MA,Hadley,2010-2014,5078,381,7.5,3.7
2383,Hadley,Hampshire County,MA,Hadley,2011-2015,5154,353,6.8,3
2750,Hadley,Hampshire County,MA,Hadley,2012-2016,5193,384,7.4,3.7
3117,Hadley,Hampshire County,MA,Hadley,2013-2017,5164,280,5.4,3
501,Halifax,Plymouth County,MA,Halifax,2005-2009,7735,544,7,3.6
502,Halifax,Plymouth County,MA,Halifax,2006-2010,7462,421,5.6,2.9
503,Halifax,Plymouth County,MA,Halifax,2007-2011,7469,433,5.8,3.2
504,Halifax,Plymouth County,MA,Halifax,2008-2012,7472,331,4.4,2.4
1751,Halifax,Plymouth County,MA,Halifax,2009-2013,7439,330,4.4,2.4
2118,Halifax,Plymouth County,MA,Halifax,2010-2014,7521,145,1.9,1
2485,Halifax,Plymouth County,MA,Halifax,2011-2015,7633,260,3.4,1.9
2852,Halifax,Plymouth County,MA,Halifax,2012-2016,7716,269,3.5,2
3219,Halifax,Plymouth County,MA,Halifax,2013-2017,7699,356,4.6,3
505,Hamilton,Essex County,MA,Hamilton,2005-2009,7835,554,7.1,3.7
506,Hamilton,Essex County,MA,Hamilton,2006-2010,7366,477,6.5,4.6
507,Hamilton,Essex County,MA,Hamilton,2007-2011,7271,346,4.8,3.9
508,Hamilton,Essex County,MA,Hamilton,2008-2012,7510,387,5.2,4.6
1568,Hamilton,Essex County,MA,Hamilton,2009-2013,7665,188,2.5,1.6
1935,Hamilton,Essex County,MA,Hamilton,2010-2014,7844,253,3.2,1.7
2302,Hamilton,Essex County,MA,Hamilton,2011-2015,7935,584,7.4,3.5
2669,Hamilton,Essex County,MA,Hamilton,2012-2016,7973,736,9.2,3.8
3036,Hamilton,Essex County,MA,Hamilton,2013-2017,7824,796,10.2,3.3
509,Hampden,Hampden County,MA,Hampden,2005-2009,5215,156,3,2
510,Hampden,Hampden County,MA,Hampden,2006-2010,5047,129,2.6,2.1
511,Hampden,Hampden County,MA,Hampden,2007-2011,5054,123,2.4,1.9
512,Hampden,Hampden County,MA,Hampden,2008-2012,5048,233,4.6,2.3
1626,Hampden,Hampden County,MA,Hampden,2009-2013,5073,231,4.6,2.7
1993,Hampden,Hampden County,MA,Hampden,2010-2014,5083,216,4.2,2.2
2360,Hampden,Hampden County,MA,Hampden,2011-2015,5077,263,5.2,2.1
2727,Hampden,Hampden County,MA,Hampden,2012-2016,5088,256,5,2.2
3094,Hampden,Hampden County,MA,Hampden,2013-2017,5089,206,4,2.1
521,Hancock,Berkshire County,MA,Hancock,2005-2009,733,61,8.3,7.4
522,Hancock,Berkshire County,MA,Hancock,2006-2010,713,59,8.3,7.4
523,Hancock,Berkshire County,MA,Hancock,2007-2011,702,55,7.8,8.1
524,Hancock,Berkshire County,MA,Hancock,2008-2012,708,52,7.3,7.4
1509,Hancock,Berkshire County,MA,Hancock,2009-2013,707,15,2.1,2.5
1876,Hancock,Berkshire County,MA,Hancock,2010-2014,724,22,3,2.7
2243,Hancock,Berkshire County,MA,Hancock,2011-2015,726,24,3.3,2.7
2610,Hancock,Berkshire County,MA,Hancock,2012-2016,670,15,2.2,2.1
2977,Hancock,Berkshire County,MA,Hancock,2013-2017,639,19,3,2
525,Hanover,Plymouth County,MA,Hanover,2005-2009,13961,500,3.6,1.4
526,Hanover,Plymouth County,MA,Hanover,2006-2010,13743,469,3.4,1.4
527,Hanover,Plymouth County,MA,Hanover,2007-2011,13794,420,3,1.5
528,Hanover,Plymouth County,MA,Hanover,2008-2012,13850,410,3,1.4
1752,Hanover,Plymouth County,MA,Hanover,2009-2013,13911,493,3.5,3
2119,Hanover,Plymouth County,MA,Hanover,2010-2014,13981,602,4.3,3.6
2486,Hanover,Plymouth County,MA,Hanover,2011-2015,14075,615,4.4,3.7
2853,Hanover,Plymouth County,MA,Hanover,2012-2016,14184,502,3.5,3.1
3220,Hanover,Plymouth County,MA,Hanover,2013-2017,14179,552,3.9,2.8
529,Hanson,Plymouth County,MA,Hanson,2005-2009,9958,261,2.6,1.8
530,Hanson,Plymouth County,MA,Hanson,2006-2010,10087,471,4.7,3.1
531,Hanson,Plymouth County,MA,Hanson,2007-2011,10131,234,2.3,1.2
532,Hanson,Plymouth County,MA,Hanson,2008-2012,10183,250,2.5,1.2
1753,Hanson,Plymouth County,MA,Hanson,2009-2013,10229,322,3.1,1.5
2120,Hanson,Plymouth County,MA,Hanson,2010-2014,10300,391,3.8,1.6
2487,Hanson,Plymouth County,MA,Hanson,2011-2015,10350,387,3.7,1.8
2854,Hanson,Plymouth County,MA,Hanson,2012-2016,10454,342,3.3,1.4
3221,Hanson,Plymouth County,MA,Hanson,2013-2017,10532,362,3.4,1.6
533,Hardwick,Worcester County,MA,Hardwick,2005-2009,2662,183,6.9,2.8
534,Hardwick,Worcester County,MA,Hardwick,2006-2010,2872,282,9.8,4.3
535,Hardwick,Worcester County,MA,Hardwick,2007-2011,2901,314,10.8,6
536,Hardwick,Worcester County,MA,Hardwick,2008-2012,2899,462,15.9,6.2
1793,Hardwick,Worcester County,MA,Hardwick,2009-2013,2882,408,14.2,7.5
2160,Hardwick,Worcester County,MA,Hardwick,2010-2014,2902,421,14.5,6.2
2527,Hardwick,Worcester County,MA,Hardwick,2011-2015,2888,481,16.7,5.8
2894,Hardwick,Worcester County,MA,Hardwick,2012-2016,2867,448,15.6,5.8
3261,Hardwick,Worcester County,MA,Hardwick,2013-2017,2913,349,12,4
537,Harvard,Worcester County,MA,Harvard,2005-2009,5206,150,2.9,1.9
538,Harvard,Worcester County,MA,Harvard,2006-2010,5487,300,5.5,5.2
539,Harvard,Worcester County,MA,Harvard,2007-2011,5467,275,5,4.4
540,Harvard,Worcester County,MA,Harvard,2008-2012,5481,344,6.3,4.5
1794,Harvard,Worcester County,MA,Harvard,2009-2013,5506,358,6.5,4.5
2161,Harvard,Worcester County,MA,Harvard,2010-2014,5525,499,9,6
2528,Harvard,Worcester County,MA,Harvard,2011-2015,5514,451,8.2,6.3
2895,Harvard,Worcester County,MA,Harvard,2012-2016,5496,316,5.7,4
3262,Harvard,Worcester County,MA,Harvard,2013-2017,5471,286,5.2,5.4
541,Harwich,Barnstable County,MA,Harwich,2005-2009,12193,904,7.4,2.4
542,Harwich,Barnstable County,MA,Harwich,2006-2010,12214,971,7.9,2.8
543,Harwich,Barnstable County,MA,Harwich,2007-2011,12118,956,7.9,2.8
544,Harwich,Barnstable County,MA,Harwich,2008-2012,12120,1045,8.6,2.3
1492,Harwich,Barnstable County,MA,Harwich,2009-2013,12043,973,8.1,2.2
1859,Harwich,Barnstable County,MA,Harwich,2010-2014,12012,872,7.3,2
2226,Harwich,Barnstable County,MA,Harwich,2011-2015,12029,839,7,1.9
2593,Harwich,Barnstable County,MA,Harwich,2012-2016,11936,874,7.3,1.9
2960,Harwich,Barnstable County,MA,Harwich,2013-2017,11909,796,6.7,1.6
545,Hatfield,Hampshire County,MA,Hatfield,2005-2009,3237,177,5.5,4.1
546,Hatfield,Hampshire County,MA,Hatfield,2006-2010,3268,367,11.2,6.5
547,Hatfield,Hampshire County,MA,Hatfield,2007-2011,3272,481,14.7,6.6
548,Hatfield,Hampshire County,MA,Hatfield,2008-2012,3271,444,13.6,5.7
1650,Hatfield,Hampshire County,MA,Hatfield,2009-2013,3283,346,10.5,5.4
2017,Hatfield,Hampshire County,MA,Hatfield,2010-2014,3293,367,11.1,5.3
2384,Hatfield,Hampshire County,MA,Hatfield,2011-2015,3297,242,7.3,2.7
2751,Hatfield,Hampshire County,MA,Hatfield,2012-2016,3298,190,5.8,2.6
3118,Hatfield,Hampshire County,MA,Hatfield,2013-2017,3305,144,4.4,1.9
549,Haverhill,Essex County,MA,Haverhill,2005-2009,59795,7033,11.8,1.8
550,Haverhill,Essex County,MA,Haverhill,2006-2010,59532,6592,11.1,1.5
551,Haverhill,Essex County,MA,Haverhill,2007-2011,59466,7219,12.1,1.8
552,Haverhill,Essex County,MA,Haverhill,2008-2012,59805,7585,12.7,1.7
1569,Haverhill,Essex County,MA,Haverhill,2009-2013,60168,7174,11.9,1.5
1936,Haverhill,Essex County,MA,Haverhill,2010-2014,60549,7361,12.2,1.5
2303,Haverhill,Essex County,MA,Haverhill,2011-2015,60903,7426,12.2,1.4
2670,Haverhill,Essex County,MA,Haverhill,2012-2016,61221,7855,12.8,1.5
3037,Haverhill,Essex County,MA,Haverhill,2013-2017,61900,7784,12.6,1.9
553,Hawley,Franklin County,MA,Hawley,2005-2009,384,19,4.9,3
554,Hawley,Franklin County,MA,Hawley,2006-2010,354,36,10.2,8.9
555,Hawley,Franklin County,MA,Hawley,2007-2011,378,30,7.9,7.8
556,Hawley,Franklin County,MA,Hawley,2008-2012,385,59,15.3,10
1603,Hawley,Franklin County,MA,Hawley,2009-2013,405,55,13.6,10.1
1970,Hawley,Franklin County,MA,Hawley,2010-2014,435,51,11.7,9.9
2337,Hawley,Franklin County,MA,Hawley,2011-2015,412,35,8.5,5.6
2704,Hawley,Franklin County,MA,Hawley,2012-2016,426,37,8.7,5.9
3071,Hawley,Franklin County,MA,Hawley,2013-2017,425,34,8,5.8
557,Heath,Franklin County,MA,Heath,2005-2009,499,71,14.2,7.2
558,Heath,Franklin County,MA,Heath,2006-2010,438,56,12.8,8.7
559,Heath,Franklin County,MA,Heath,2007-2011,483,60,12.4,7.6
560,Heath,Franklin County,MA,Heath,2008-2012,529,57,10.8,5.7
1604,Heath,Franklin County,MA,Heath,2009-2013,591,58,9.8,5.1
1971,Heath,Franklin County,MA,Heath,2010-2014,625,74,11.8,3.2
2338,Heath,Franklin County,MA,Heath,2011-2015,724,124,17.1,9.2
2705,Heath,Franklin County,MA,Heath,2012-2016,707,132,18.7,10.9
3072,Heath,Franklin County,MA,Heath,2013-2017,750,114,15.2,9.7
561,Hingham,Plymouth County,MA,Hingham,2005-2009,21679,756,3.5,1.4
562,Hingham,Plymouth County,MA,Hingham,2006-2010,21375,661,3.1,1.3
563,Hingham,Plymouth County,MA,Hingham,2007-2011,21709,510,2.3,0.9
564,Hingham,Plymouth County,MA,Hingham,2008-2012,21916,389,1.8,0.6
1754,Hingham,Plymouth County,MA,Hingham,2009-2013,22090,586,2.7,0.9
2121,Hingham,Plymouth County,MA,Hingham,2010-2014,22284,876,3.9,1.5
2488,Hingham,Plymouth County,MA,Hingham,2011-2015,22445,1078,4.8,2.2
2855,Hingham,Plymouth County,MA,Hingham,2012-2016,22610,1193,5.3,1.7
3222,Hingham,Plymouth County,MA,Hingham,2013-2017,22769,1299,5.7,1.9
565,Hinsdale,Berkshire County,MA,Hinsdale,2005-2009,2181,97,4.4,2.6
566,Hinsdale,Berkshire County,MA,Hinsdale,2006-2010,2228,96,4.3,3.1
567,Hinsdale,Berkshire County,MA,Hinsdale,2007-2011,2136,84,3.9,2.9
568,Hinsdale,Berkshire County,MA,Hinsdale,2008-2012,2149,65,3,2.3
1510,Hinsdale,Berkshire County,MA,Hinsdale,2009-2013,2317,102,4.4,2.7
1877,Hinsdale,Berkshire County,MA,Hinsdale,2010-2014,2161,83,3.8,2.3
2244,Hinsdale,Berkshire County,MA,Hinsdale,2011-2015,2093,118,5.6,2.6
2611,Hinsdale,Berkshire County,MA,Hinsdale,2012-2016,1948,126,6.5,2.8
2978,Hinsdale,Berkshire County,MA,Hinsdale,2013-2017,1961,153,7.8,3.3
569,Holbrook,Norfolk County,MA,Holbrook,2005-2009,10603,387,3.6,1.5
570,Holbrook,Norfolk County,MA,Holbrook,2006-2010,10539,400,3.8,1.7
571,Holbrook,Norfolk County,MA,Holbrook,2007-2011,10522,625,5.9,2.8
572,Holbrook,Norfolk County,MA,Holbrook,2008-2012,10581,824,7.8,2.6
1727,Holbrook,Norfolk County,MA,Holbrook,2009-2013,10710,811,7.6,2.7
2094,Holbrook,Norfolk County,MA,Holbrook,2010-2014,10834,889,8.2,2.9
2461,Holbrook,Norfolk County,MA,Holbrook,2011-2015,10951,1008,9.2,4
2828,Holbrook,Norfolk County,MA,Holbrook,2012-2016,10984,850,7.7,3.1
3195,Holbrook,Norfolk County,MA,Holbrook,2013-2017,11005,734,6.7,2.8
573,Holden,Worcester County,MA,Holden,2005-2009,17173,671,3.9,1.5
574,Holden,Worcester County,MA,Holden,2006-2010,16765,561,3.3,1.1
575,Holden,Worcester County,MA,Holden,2007-2011,17059,600,3.5,1.1
576,Holden,Worcester County,MA,Holden,2008-2012,17223,480,2.8,0.9
