,Municipal,County,State,Region,Five_Year_Range,Total_Pop,Pov_Pop,Percent_Pov,Margin_Error_Percent
9,Abington,Plymouth County,MA,Abington,2005-2009,16232,652,4,1.5
10,Abington,Plymouth County,MA,Abington,2006-2010,15521,685,4.4,1.6
11,Abington,Plymouth County,MA,Abington,2007-2011,15690,690,4.4,1.5
12,Abington,Plymouth County,MA,Abington,2008-2012,15780,599,3.8,1.5
1745,Abington,Plymouth County,MA,Abington,2009-2013,15907,551,3.5,1.3
2112,Abington,Plymouth County,MA,Abington,2010-2014,15986,470,2.9,0.9
2479,Abington,Plymouth County,MA,Abington,2011-2015,16028,462,2.9,1
2846,Abington,Plymouth County,MA,Abington,2012-2016,16112,513,3.2,1.1
3213,Abington,Plymouth County,MA,Abington,2013-2017,16194,579,3.6,1.3
13,Acton,Middlesex County,MA,Acton,2005-2009,20681,798,3.9,1.8
14,Acton,Middlesex County,MA,Acton,2006-2010,21243,800,3.8,1.6
15,Acton,Middlesex County,MA,Acton,2007-2011,21550,731,3.4,1.7
16,Acton,Middlesex County,MA,Acton,2008-2012,21859,631,2.9,1.3
1662,Acton,Middlesex County,MA,Acton,2009-2013,22175,535,2.4,0.8
2029,Acton,Middlesex County,MA,Acton,2010-2014,22497,682,3,0.8
2396,Acton,Middlesex County,MA,Acton,2011-2015,22806,705,3.1,0.9
2763,Acton,Middlesex County,MA,Acton,2012-2016,23053,707,3.1,0.9
3130,Acton,Middlesex County,MA,Acton,2013-2017,23307,893,3.8,0.9
17,Acushnet,Bristol County,MA,Acushnet,2005-2009,10363,448,4.3,2.3
18,Acushnet,Bristol County,MA,Acushnet,2006-2010,10278,470,4.6,2.6
19,Acushnet,Bristol County,MA,Acushnet,2007-2011,10299,513,5,3
20,Acushnet,Bristol County,MA,Acushnet,2008-2012,10250,557,5.4,2.8
1532,Acushnet,Bristol County,MA,Acushnet,2009-2013,10195,383,3.8,1.3
1899,Acushnet,Bristol County,MA,Acushnet,2010-2014,10210,420,4.1,1.6
2266,Acushnet,Bristol County,MA,Acushnet,2011-2015,10230,474,4.6,1.9
2633,Acushnet,Bristol County,MA,Acushnet,2012-2016,10294,461,4.5,1.6
3000,Acushnet,Bristol County,MA,Acushnet,2013-2017,10336,422,4.1,1.8
21,Adams,Berkshire County,MA,Adams,2005-2009,8363,765,9.1,2.9
22,Adams,Berkshire County,MA,Adams,2006-2010,8517,876,10.3,3
23,Adams,Berkshire County,MA,Adams,2007-2011,8489,956,11.3,3
24,Adams,Berkshire County,MA,Adams,2008-2012,8450,1001,11.8,3.2
1500,Adams,Berkshire County,MA,Adams,2009-2013,8404,952,11.3,3
1867,Adams,Berkshire County,MA,Adams,2010-2014,8368,956,11.4,3.1
2234,Adams,Berkshire County,MA,Adams,2011-2015,8306,812,9.8,3
2601,Adams,Berkshire County,MA,Adams,2012-2016,8257,852,10.3,2.9
2968,Adams,Berkshire County,MA,Adams,2013-2017,8209,910,11.1,3.1
25,Agawam,Hampden County,MA,Agawam,2005-2009,27840,1691,6.1,1.6
26,Agawam,Hampden County,MA,Agawam,2006-2010,27762,2235,8.1,2.1
27,Agawam,Hampden County,MA,Agawam,2007-2011,27742,2196,7.9,2.3
28,Agawam,Hampden County,MA,Agawam,2008-2012,27856,2118,7.6,2.1
1619,Agawam,Hampden County,MA,Agawam,2009-2013,27943,2780,9.9,2.2
1986,Agawam,Hampden County,MA,Agawam,2010-2014,28011,2605,9.3,2
2353,Agawam,Hampden County,MA,Agawam,2011-2015,28048,2375,8.5,2
2720,Agawam,Hampden County,MA,Agawam,2012-2016,27889,2586,9.3,2.1
3087,Agawam,Hampden County,MA,Agawam,2013-2017,27904,2614,9.4,1.9
29,Alford,Berkshire County,MA,Alford,2005-2009,400,20,5,2.8
30,Alford,Berkshire County,MA,Alford,2006-2010,432,16,3.7,1.8
31,Alford,Berkshire County,MA,Alford,2007-2011,501,18,3.6,2.3
32,Alford,Berkshire County,MA,Alford,2008-2012,469,20,4.3,2.5
1501,Alford,Berkshire County,MA,Alford,2009-2013,474,25,5.3,2.9
1868,Alford,Berkshire County,MA,Alford,2010-2014,471,29,6.2,3.3
2235,Alford,Berkshire County,MA,Alford,2011-2015,484,26,5.4,3.2
2602,Alford,Berkshire County,MA,Alford,2012-2016,418,23,5.5,3.5
2969,Alford,Berkshire County,MA,Alford,2013-2017,411,20,4.9,3.1
33,Amesbury,Essex County,MA,Amesbury,2005-2009,16221,631,3.9,1.2
34,Amesbury,Essex County,MA,Amesbury,2006-2010,15949,595,3.7,1.4
35,Amesbury,Essex County,MA,Amesbury,2007-2011,15979,630,3.9,1.1
36,Amesbury,Essex County,MA,Amesbury,2008-2012,16073,761,4.7,1.1
1559,Amesbury,Essex County,MA,Amesbury,2009-2013,16177,892,5.5,1.7
1926,Amesbury,Essex County,MA,Amesbury,2010-2014,16329,694,4.3,1.2
2293,Amesbury,Essex County,MA,Amesbury,2011-2015,16687,861,5.2,1.4
2660,Amesbury,Essex County,MA,Amesbury,2012-2016,16858,942,5.6,1.5
3027,Amesbury,Essex County,MA,Amesbury,2013-2017,16992,835,4.9,1.4
37,Amherst,Hampshire County,MA,Amherst,2005-2009,21016,6150,29.3,3.7
38,Amherst,Hampshire County,MA,Amherst,2006-2010,21415,6113,28.5,3.3
39,Amherst,Hampshire County,MA,Amherst,2007-2011,21007,5726,27.3,2.8
40,Amherst,Hampshire County,MA,Amherst,2008-2012,21399,6222,29.1,3.4
1642,Amherst,Hampshire County,MA,Amherst,2009-2013,22137,7323,33.1,3.4
2009,Amherst,Hampshire County,MA,Amherst,2010-2014,22773,7689,33.8,3.5
2376,Amherst,Hampshire County,MA,Amherst,2011-2015,23302,8081,34.7,3
2743,Amherst,Hampshire County,MA,Amherst,2012-2016,23304,8317,35.7,3.3
3110,Amherst,Hampshire County,MA,Amherst,2013-2017,23602,7842,33.2,3.3
41,Andover,Essex County,MA,Andover,2005-2009,32056,892,2.8,1.1
42,Andover,Essex County,MA,Andover,2006-2010,32239,1193,3.7,1
43,Andover,Essex County,MA,Andover,2007-2011,32343,1197,3.7,1
44,Andover,Essex County,MA,Andover,2008-2012,32649,1381,4.2,1.1
1560,Andover,Essex County,MA,Andover,2009-2013,32862,1404,4.3,1.2
1927,Andover,Essex County,MA,Andover,2010-2014,33211,1459,4.4,1.3
2294,Andover,Essex County,MA,Andover,2011-2015,33442,1536,4.6,0.9
2661,Andover,Essex County,MA,Andover,2012-2016,33682,1494,4.4,1.1
3028,Andover,Essex County,MA,Andover,2013-2017,34036,1512,4.4,0.9
45,Aquinnah,Dukes County,MA,Aquinnah,2005-2009,456,64,14,9
46,Aquinnah,Dukes County,MA,Aquinnah,2006-2010,404,41,10.1,6.9
47,Aquinnah,Dukes County,MA,Aquinnah,2007-2011,466,61,13.1,11
48,Aquinnah,Dukes County,MA,Aquinnah,2008-2012,385,37,9.6,6.7
1552,Aquinnah,Dukes County,MA,Aquinnah,2009-2013,397,25,6.3,5.2
1919,Aquinnah,Dukes County,MA,Aquinnah,2010-2014,363,56,15.4,12.8
2286,Aquinnah,Dukes County,MA,Aquinnah,2011-2015,460,62,13.5,9.1
2653,Aquinnah,Dukes County,MA,Aquinnah,2012-2016,596,102,17.1,9.4
3020,Aquinnah,Dukes County,MA,Aquinnah,2013-2017,640,139,21.7,12.3
49,Arlington,Middlesex County,MA,Arlington,2005-2009,41158,1869,4.5,1
50,Arlington,Middlesex County,MA,Arlington,2006-2010,42195,2052,4.9,1.1
51,Arlington,Middlesex County,MA,Arlington,2007-2011,42421,1861,4.4,0.9
52,Arlington,Middlesex County,MA,Arlington,2008-2012,42816,1929,4.5,0.8
1663,Arlington,Middlesex County,MA,Arlington,2009-2013,43133,1666,3.9,0.8
2030,Arlington,Middlesex County,MA,Arlington,2010-2014,43482,1928,4.4,0.7
2397,Arlington,Middlesex County,MA,Arlington,2011-2015,43864,2189,5,0.9
2764,Arlington,Middlesex County,MA,Arlington,2012-2016,44137,2252,5.1,0.9
3131,Arlington,Middlesex County,MA,Arlington,2013-2017,44689,2313,5.2,1
53,Ashburnham,Worcester County,MA,Ashburnham,2005-2009,6006,267,4.4,2.9
54,Ashburnham,Worcester County,MA,Ashburnham,2006-2010,5991,325,5.4,3.9
55,Ashburnham,Worcester County,MA,Ashburnham,2007-2011,5987,430,7.2,4.3
56,Ashburnham,Worcester County,MA,Ashburnham,2008-2012,6015,344,5.7,2.5
1776,Ashburnham,Worcester County,MA,Ashburnham,2009-2013,6018,422,7,3
2143,Ashburnham,Worcester County,MA,Ashburnham,2010-2014,6015,508,8.4,4
2510,Ashburnham,Worcester County,MA,Ashburnham,2011-2015,6026,447,7.4,3.1
2877,Ashburnham,Worcester County,MA,Ashburnham,2012-2016,6029,375,6.2,2.2
3244,Ashburnham,Worcester County,MA,Ashburnham,2013-2017,6072,290,4.8,2.5
57,Ashby,Middlesex County,MA,Ashby,2005-2009,2997,149,5,2.1
58,Ashby,Middlesex County,MA,Ashby,2006-2010,2951,123,4.2,2
59,Ashby,Middlesex County,MA,Ashby,2007-2011,2993,119,4,2
60,Ashby,Middlesex County,MA,Ashby,2008-2012,3066,108,3.5,1.6
1664,Ashby,Middlesex County,MA,Ashby,2009-2013,3114,174,5.6,2.7
2031,Ashby,Middlesex County,MA,Ashby,2010-2014,3141,201,6.4,3
2398,Ashby,Middlesex County,MA,Ashby,2011-2015,3157,253,8,3.7
2765,Ashby,Middlesex County,MA,Ashby,2012-2016,3176,246,7.7,3.7
3132,Ashby,Middlesex County,MA,Ashby,2013-2017,3157,248,7.9,3.2
61,Ashfield,Franklin County,MA,Ashfield,2005-2009,1664,115,6.9,5.5
62,Ashfield,Franklin County,MA,Ashfield,2006-2010,1732,159,9.2,4.7
63,Ashfield,Franklin County,MA,Ashfield,2007-2011,1769,192,10.9,5.4
64,Ashfield,Franklin County,MA,Ashfield,2008-2012,1603,109,6.8,2.7
1593,Ashfield,Franklin County,MA,Ashfield,2009-2013,1692,130,7.7,3.3
1960,Ashfield,Franklin County,MA,Ashfield,2010-2014,1739,134,7.7,2.8
2327,Ashfield,Franklin County,MA,Ashfield,2011-2015,1589,117,7.4,3
2694,Ashfield,Franklin County,MA,Ashfield,2012-2016,1604,96,6,2.4
3061,Ashfield,Franklin County,MA,Ashfield,2013-2017,1598,123,7.7,3.1
65,Ashland,Middlesex County,MA,Ashland,2005-2009,15093,426,2.8,1.1
66,Ashland,Middlesex County,MA,Ashland,2006-2010,16021,496,3.1,1.4
67,Ashland,Middlesex County,MA,Ashland,2007-2011,16254,646,4,1.8
68,Ashland,Middlesex County,MA,Ashland,2008-2012,16531,723,4.4,2
1665,Ashland,Middlesex County,MA,Ashland,2009-2013,16739,809,4.8,2.3
2032,Ashland,Middlesex County,MA,Ashland,2010-2014,16938,680,4,1.8
2399,Ashland,Middlesex County,MA,Ashland,2011-2015,17111,672,3.9,1.7
2766,Ashland,Middlesex County,MA,Ashland,2012-2016,17372,655,3.8,1.6
3133,Ashland,Middlesex County,MA,Ashland,2013-2017,17429,555,3.2,1.3
69,Athol,Worcester County,MA,Athol,2005-2009,11590,980,8.5,2.6
70,Athol,Worcester County,MA,Athol,2006-2010,11270,1021,9.1,3
71,Athol,Worcester County,MA,Athol,2007-2011,11328,1233,10.9,4.3
72,Athol,Worcester County,MA,Athol,2008-2012,11372,1596,14,3.9
1777,Athol,Worcester County,MA,Athol,2009-2013,11425,1807,15.8,5.1
2144,Athol,Worcester County,MA,Athol,2010-2014,11450,1991,17.4,5.7
2511,Athol,Worcester County,MA,Athol,2011-2015,11468,1922,16.8,5.3
2878,Athol,Worcester County,MA,Athol,2012-2016,11460,1944,17,4.8
3245,Athol,Worcester County,MA,Athol,2013-2017,11510,1693,14.7,4.7
73,Attleboro,Bristol County,MA,Attleboro,2005-2009,42820,3328,7.8,1.6
74,Attleboro,Bristol County,MA,Attleboro,2006-2010,42866,3094,7.2,1.4
75,Attleboro,Bristol County,MA,Attleboro,2007-2011,42963,2770,6.4,1.2
76,Attleboro,Bristol County,MA,Attleboro,2008-2012,43117,3556,8.2,1.5
1533,Attleboro,Bristol County,MA,Attleboro,2009-2013,43150,3871,9,2
1900,Attleboro,Bristol County,MA,Attleboro,2010-2014,43229,3982,9.2,1.7
2267,Attleboro,Bristol County,MA,Attleboro,2011-2015,43351,4367,10.1,2.1
2634,Attleboro,Bristol County,MA,Attleboro,2012-2016,43589,4541,10.4,2.1
3001,Attleboro,Bristol County,MA,Attleboro,2013-2017,43807,4013,9.2,1.8
77,Auburn,Worcester County,MA,Auburn,2005-2009,16422,999,6.1,2.1
78,Auburn,Worcester County,MA,Auburn,2006-2010,16131,930,5.8,2.2
79,Auburn,Worcester County,MA,Auburn,2007-2011,15993,848,5.3,1.9
80,Auburn,Worcester County,MA,Auburn,2008-2012,16019,1000,6.2,2.2
1778,Auburn,Worcester County,MA,Auburn,2009-2013,16126,604,3.7,1.2
2145,Auburn,Worcester County,MA,Auburn,2010-2014,16180,712,4.4,1.3
2512,Auburn,Worcester County,MA,Auburn,2011-2015,16257,693,4.3,1
2879,Auburn,Worcester County,MA,Auburn,2012-2016,16296,750,4.6,0.9
3246,Auburn,Worcester County,MA,Auburn,2013-2017,16446,757,4.6,1
81,Avon,Norfolk County,MA,Avon,2005-2009,4349,150,3.4,2.1
82,Avon,Norfolk County,MA,Avon,2006-2010,4335,135,3.1,2
83,Avon,Norfolk County,MA,Avon,2007-2011,4341,99,2.3,1.5
84,Avon,Norfolk County,MA,Avon,2008-2012,4349,62,1.4,1.1
1717,Avon,Norfolk County,MA,Avon,2009-2013,4400,50,1.1,0.7
2084,Avon,Norfolk County,MA,Avon,2010-2014,4421,47,1.1,0.7
2451,Avon,Norfolk County,MA,Avon,2011-2015,4453,141,3.2,2.1
2818,Avon,Norfolk County,MA,Avon,2012-2016,4476,325,7.3,3.6
3185,Avon,Norfolk County,MA,Avon,2013-2017,4468,379,8.5,4
85,Ayer,Middlesex County,MA,Ayer,2005-2009,7308,891,12.2,5.8
86,Ayer,Middlesex County,MA,Ayer,2006-2010,7073,1215,17.2,8.8
87,Ayer,Middlesex County,MA,Ayer,2007-2011,7169,917,12.8,4.9
88,Ayer,Middlesex County,MA,Ayer,2008-2012,7339,967,13.2,5.7
1666,Ayer,Middlesex County,MA,Ayer,2009-2013,7491,904,12.1,4.9
2033,Ayer,Middlesex County,MA,Ayer,2010-2014,7669,983,12.8,4.3
2400,Ayer,Middlesex County,MA,Ayer,2011-2015,7810,939,12,3.8
2767,Ayer,Middlesex County,MA,Ayer,2012-2016,7919,1018,12.9,3.4
3134,Ayer,Middlesex County,MA,Ayer,2013-2017,8001,1074,13.4,3.4
89,Barnstable,Barnstable County,MA,Barnstable,2005-2009,46432,3124,6.7,1.7
90,Barnstable,Barnstable County,MA,Barnstable,2006-2010,45389,3211,7.1,1.5
91,Barnstable,Barnstable County,MA,Barnstable,2007-2011,45111,3849,8.5,1.5
92,Barnstable,Barnstable County,MA,Barnstable,2008-2012,44753,4752,10.6,1.7
1485,Barnstable,Barnstable County,MA,Barnstable,2009-2013,44556,5191,11.7,1.9
1852,Barnstable,Barnstable County,MA,Barnstable,2010-2014,44409,5784,13,2.3
2219,Barnstable,Barnstable County,MA,Barnstable,2011-2015,44250,5166,11.7,1.9
2586,Barnstable,Barnstable County,MA,Barnstable,2012-2016,44217,4735,10.7,2.1
2953,Barnstable,Barnstable County,MA,Barnstable,2013-2017,44086,4018,9.1,1.7
97,Barre,Worcester County,MA,Barre,2005-2009,5564,381,6.8,4.3
98,Barre,Worcester County,MA,Barre,2006-2010,5335,399,7.5,4.3
99,Barre,Worcester County,MA,Barre,2007-2011,5364,223,4.2,2.1
100,Barre,Worcester County,MA,Barre,2008-2012,5353,237,4.4,1.9
1779,Barre,Worcester County,MA,Barre,2009-2013,5356,251,4.7,1.9
2146,Barre,Worcester County,MA,Barre,2010-2014,5335,224,4.2,2.1
2513,Barre,Worcester County,MA,Barre,2011-2015,5356,270,5,2.3
2880,Barre,Worcester County,MA,Barre,2012-2016,5350,230,4.3,2.2
3247,Barre,Worcester County,MA,Barre,2013-2017,5366,307,5.7,3.3
101,Becket,Berkshire County,MA,Becket,2005-2009,1658,252,15.2,6
102,Becket,Berkshire County,MA,Becket,2006-2010,1593,219,13.7,7.2
103,Becket,Berkshire County,MA,Becket,2007-2011,1739,255,14.7,7.9
104,Becket,Berkshire County,MA,Becket,2008-2012,1859,248,13.3,6.4
1502,Becket,Berkshire County,MA,Becket,2009-2013,1851,184,9.9,4.1
1869,Becket,Berkshire County,MA,Becket,2010-2014,1779,95,5.3,2
2236,Becket,Berkshire County,MA,Becket,2011-2015,1729,127,7.3,2.7
2603,Becket,Berkshire County,MA,Becket,2012-2016,1706,109,6.4,2.2
2970,Becket,Berkshire County,MA,Becket,2013-2017,1834,127,6.9,2.8
105,Bedford,Middlesex County,MA,Bedford,2005-2009,12716,517,4.1,2.5
106,Bedford,Middlesex County,MA,Bedford,2006-2010,12581,580,4.6,2.5
107,Bedford,Middlesex County,MA,Bedford,2007-2011,12658,571,4.5,2.6
108,Bedford,Middlesex County,MA,Bedford,2008-2012,12904,666,5.2,2.6
1667,Bedford,Middlesex County,MA,Bedford,2009-2013,13086,538,4.1,1.9
2034,Bedford,Middlesex County,MA,Bedford,2010-2014,13337,555,4.2,1.8
2401,Bedford,Middlesex County,MA,Bedford,2011-2015,13521,499,3.7,1.4
2768,Bedford,Middlesex County,MA,Bedford,2012-2016,13709,385,2.8,1
3135,Bedford,Middlesex County,MA,Bedford,2013-2017,13721,348,2.5,1
109,Belchertown,Hampshire County,MA,Belchertown,2005-2009,14014,697,5,1.9
110,Belchertown,Hampshire County,MA,Belchertown,2006-2010,14196,814,5.7,2.2
111,Belchertown,Hampshire County,MA,Belchertown,2007-2011,14329,660,4.6,1.9
112,Belchertown,Hampshire County,MA,Belchertown,2008-2012,14471,870,6,2.5
1643,Belchertown,Hampshire County,MA,Belchertown,2009-2013,14561,1220,8.4,2.6
2010,Belchertown,Hampshire County,MA,Belchertown,2010-2014,14653,1137,7.8,3.3
2377,Belchertown,Hampshire County,MA,Belchertown,2011-2015,14778,1355,9.2,3.5
2744,Belchertown,Hampshire County,MA,Belchertown,2012-2016,14769,1410,9.5,3.2
3111,Belchertown,Hampshire County,MA,Belchertown,2013-2017,14821,855,5.8,2.2
113,Bellingham,Norfolk County,MA,Bellingham,2005-2009,15682,763,4.9,1.9
114,Bellingham,Norfolk County,MA,Bellingham,2006-2010,15977,780,4.9,1.9
115,Bellingham,Norfolk County,MA,Bellingham,2007-2011,16136,631,3.9,1.9
116,Bellingham,Norfolk County,MA,Bellingham,2008-2012,16283,520,3.2,1.5
1718,Bellingham,Norfolk County,MA,Bellingham,2009-2013,16433,379,2.3,1
2085,Bellingham,Norfolk County,MA,Bellingham,2010-2014,16527,494,3,1.5
2452,Bellingham,Norfolk County,MA,Bellingham,2011-2015,16544,504,3,1.6
2819,Bellingham,Norfolk County,MA,Bellingham,2012-2016,16677,584,3.5,1.8
3186,Bellingham,Norfolk County,MA,Bellingham,2013-2017,16764,701,4.2,1.7
117,Belmont,Middlesex County,MA,Belmont,2005-2009,23025,708,3.1,0.9
118,Belmont,Middlesex County,MA,Belmont,2006-2010,24106,1174,4.9,1.5
119,Belmont,Middlesex County,MA,Belmont,2007-2011,24315,1272,5.2,1.8
120,Belmont,Middlesex County,MA,Belmont,2008-2012,24524,1333,5.4,1.5
1668,Belmont,Middlesex County,MA,Belmont,2009-2013,24694,1380,5.6,1.6
2035,Belmont,Middlesex County,MA,Belmont,2010-2014,24891,1446,5.8,1.6
2402,Belmont,Middlesex County,MA,Belmont,2011-2015,25047,1131,4.5,1.2
2769,Belmont,Middlesex County,MA,Belmont,2012-2016,25275,1259,5,1.2
3136,Belmont,Middlesex County,MA,Belmont,2013-2017,25692,1420,5.5,1.2
121,Berkley,Bristol County,MA,Berkley,2005-2009,6402,313,4.9,3
122,Berkley,Bristol County,MA,Berkley,2006-2010,6301,392,6.2,3.4
123,Berkley,Bristol County,MA,Berkley,2007-2011,6334,322,5.1,3.5
124,Berkley,Bristol County,MA,Berkley,2008-2012,6407,428,6.7,3.9
1534,Berkley,Bristol County,MA,Berkley,2009-2013,6445,383,5.9,2.9
1901,Berkley,Bristol County,MA,Berkley,2010-2014,6483,381,5.9,3.5
2268,Berkley,Bristol County,MA,Berkley,2011-2015,6537,233,3.6,2.3
2635,Berkley,Bristol County,MA,Berkley,2012-2016,6578,301,4.6,2.8
3002,Berkley,Bristol County,MA,Berkley,2013-2017,6619,260,3.9,2.8
129,Berlin,Worcester County,MA,Berlin,2005-2009,2785,42,1.5,0.9
130,Berlin,Worcester County,MA,Berlin,2006-2010,2786,50,1.8,1
131,Berlin,Worcester County,MA,Berlin,2007-2011,2819,44,1.6,1
132,Berlin,Worcester County,MA,Berlin,2008-2012,2856,66,2.3,1.1
1780,Berlin,Worcester County,MA,Berlin,2009-2013,2886,71,2.5,1.2
2147,Berlin,Worcester County,MA,Berlin,2010-2014,2917,78,2.7,1.4
2514,Berlin,Worcester County,MA,Berlin,2011-2015,2947,79,2.7,1.3
2881,Berlin,Worcester County,MA,Berlin,2012-2016,3048,102,3.3,1.3
3248,Berlin,Worcester County,MA,Berlin,2013-2017,3082,89,2.9,1.4
133,Bernardston,Franklin County,MA,Bernardston,2005-2009,2336,131,5.6,2.9
134,Bernardston,Franklin County,MA,Bernardston,2006-2010,2235,91,4.1,2.3
135,Bernardston,Franklin County,MA,Bernardston,2007-2011,2187,122,5.6,2.7
136,Bernardston,Franklin County,MA,Bernardston,2008-2012,2116,131,6.2,3.4
1594,Bernardston,Franklin County,MA,Bernardston,2009-2013,2199,105,4.8,1.9
1961,Bernardston,Franklin County,MA,Bernardston,2010-2014,2166,135,6.2,2
2328,Bernardston,Franklin County,MA,Bernardston,2011-2015,2181,154,7.1,2.6
2695,Bernardston,Franklin County,MA,Bernardston,2012-2016,2146,153,7.1,3
3062,Bernardston,Franklin County,MA,Bernardston,2013-2017,2178,207,9.5,4.4
137,Beverly,Essex County,MA,Beverly,2005-2009,37139,3033,8.2,1.6
138,Beverly,Essex County,MA,Beverly,2006-2010,37010,3345,9,1.7
139,Beverly,Essex County,MA,Beverly,2007-2011,36483,3227,8.8,1.6
140,Beverly,Essex County,MA,Beverly,2008-2012,36679,3169,8.6,1.7
1561,Beverly,Essex County,MA,Beverly,2009-2013,37084,3185,8.6,1.9
1928,Beverly,Essex County,MA,Beverly,2010-2014,37476,3209,8.6,1.8
2295,Beverly,Essex County,MA,Beverly,2011-2015,37804,3021,8,1.8
2662,Beverly,Essex County,MA,Beverly,2012-2016,38085,2946,7.7,1.7
3029,Beverly,Essex County,MA,Beverly,2013-2017,38406,3173,8.3,1.8
141,Billerica,Middlesex County,MA,Billerica,2005-2009,38448,946,2.5,0.9
142,Billerica,Middlesex County,MA,Billerica,2006-2010,38797,1284,3.3,1.1
143,Billerica,Middlesex County,MA,Billerica,2007-2011,39192,1848,4.7,1.7
144,Billerica,Middlesex County,MA,Billerica,2008-2012,39554,2512,6.4,2.3
1669,Billerica,Middlesex County,MA,Billerica,2009-2013,39934,2525,6.3,1.9
2036,Billerica,Middlesex County,MA,Billerica,2010-2014,40403,2264,5.6,1.7
2403,Billerica,Middlesex County,MA,Billerica,2011-2015,40721,2207,5.4,1.9
2770,Billerica,Middlesex County,MA,Billerica,2012-2016,40901,1719,4.2,1.3
3137,Billerica,Middlesex County,MA,Billerica,2013-2017,41485,1779,4.3,1
145,Blackstone,Worcester County,MA,Blackstone,2005-2009,9161,450,4.9,2.6
146,Blackstone,Worcester County,MA,Blackstone,2006-2010,8884,334,3.8,2.2
147,Blackstone,Worcester County,MA,Blackstone,2007-2011,8997,260,2.9,1.7
148,Blackstone,Worcester County,MA,Blackstone,2008-2012,8972,353,3.9,1.8
1781,Blackstone,Worcester County,MA,Blackstone,2009-2013,8971,427,4.8,2.1
2148,Blackstone,Worcester County,MA,Blackstone,2010-2014,8996,458,5.1,2.4
2515,Blackstone,Worcester County,MA,Blackstone,2011-2015,9029,518,5.7,2.4
2882,Blackstone,Worcester County,MA,Blackstone,2012-2016,9026,501,5.6,2.4
3249,Blackstone,Worcester County,MA,Blackstone,2013-2017,9165,365,4,2.1
149,Blandford,Hampden County,MA,Blandford,2005-2009,1206,62,5.1,3.3
150,Blandford,Hampden County,MA,Blandford,2006-2010,1184,65,5.5,2.5
151,Blandford,Hampden County,MA,Blandford,2007-2011,1174,44,3.7,2.5
152,Blandford,Hampden County,MA,Blandford,2008-2012,1129,35,3.1,1.9
1620,Blandford,Hampden County,MA,Blandford,2009-2013,1110,53,4.8,2.9
1987,Blandford,Hampden County,MA,Blandford,2010-2014,1186,66,5.6,3.4
2354,Blandford,Hampden County,MA,Blandford,2011-2015,1144,45,3.9,2.9
2721,Blandford,Hampden County,MA,Blandford,2012-2016,1164,49,4.2,2.6
3088,Blandford,Hampden County,MA,Blandford,2013-2017,1259,89,7.1,4.9
153,Bolton,Worcester County,MA,Bolton,2005-2009,4529,74,1.6,1.4
154,Bolton,Worcester County,MA,Bolton,2006-2010,4779,112,2.3,1.8
155,Bolton,Worcester County,MA,Bolton,2007-2011,4814,131,2.7,1.8
156,Bolton,Worcester County,MA,Bolton,2008-2012,4893,137,2.8,1.6
1782,Bolton,Worcester County,MA,Bolton,2009-2013,4954,138,2.8,1.7
2149,Bolton,Worcester County,MA,Bolton,2010-2014,5008,134,2.7,1.4
2516,Bolton,Worcester County,MA,Bolton,2011-2015,5055,92,1.8,1.1
2883,Bolton,Worcester County,MA,Bolton,2012-2016,5113,79,1.5,1.1
3250,Bolton,Worcester County,MA,Bolton,2013-2017,5167,72,1.4,0.8
157,Boston,Suffolk County,MA,Boston,2005-2009,591056,112677,19.1,0.7
158,Boston,Suffolk County,MA,Boston,2006-2010,566783,120413,21.2,0.7
159,Boston,Suffolk County,MA,Boston,2007-2011,571827,122358,21.4,0.6
160,Boston,Suffolk County,MA,Boston,2008-2012,580337,123132,21.2,0.6
1772,Boston,Suffolk County,MA,Boston,2009-2013,588574,126226,21.4,0.6
2139,Boston,Suffolk County,MA,Boston,2010-2014,597942,131241,21.9,0.6
2506,Boston,Suffolk County,MA,Boston,2011-2015,607322,130775,21.5,0.7
2873,Boston,Suffolk County,MA,Boston,2012-2016,614857,129846,21.1,0.5
3240,Boston,Suffolk County,MA,Boston,2013-2017,626118,128618,20.5,0.5
161,Bourne,Barnstable County,MA,Bourne,2005-2009,17925,1183,6.6,1.9
162,Bourne,Barnstable County,MA,Bourne,2006-2010,17994,1479,8.2,2.3
163,Bourne,Barnstable County,MA,Bourne,2007-2011,18424,1644,8.9,2.1
164,Bourne,Barnstable County,MA,Bourne,2008-2012,18686,2057,11,2.7
1486,Bourne,Barnstable County,MA,Bourne,2009-2013,18900,2331,12.3,2.7
1853,Bourne,Barnstable County,MA,Bourne,2010-2014,19060,2214,11.6,2.5
2220,Bourne,Barnstable County,MA,Bourne,2011-2015,19225,1746,9.1,1.7
2587,Bourne,Barnstable County,MA,Bourne,2012-2016,19369,1881,9.7,2.4
2954,Bourne,Barnstable County,MA,Bourne,2013-2017,19283,1321,6.9,2
165,Boxborough,Middlesex County,MA,Boxborough,2005-2009,5101,261,5.1,3.1
166,Boxborough,Middlesex County,MA,Boxborough,2006-2010,4908,312,6.4,3.5
167,Boxborough,Middlesex County,MA,Boxborough,2007-2011,4957,239,4.8,3.1
168,Boxborough,Middlesex County,MA,Boxborough,2008-2012,5017,163,3.2,2.2
1670,Boxborough,Middlesex County,MA,Boxborough,2009-2013,5048,135,2.7,2.3
2037,Boxborough,Middlesex County,MA,Boxborough,2010-2014,5102,224,4.4,2.4
