"","Org.Name","Org.Code","Address.1","Address.2","Town","Zip","query","lon","lat","loc"
"1","Abby Kelley Foster Charter Public (District): Abby Kelley Foster Charter Public School","04450105","10 New Bond Street","","Worcester","01606","10 New Bond Street, , Worcester, 01606, Massachusetts",NA,NA,"NA NA"
"2","Abington: Abington High","00010505","201 Gliniewicz Way","","Abington","02351","201 Gliniewicz Way, , Abington, 02351, Massachusetts",NA,NA,"NA NA"
"3","Abington: Beaver Brook Elementary School","00010003","1 Ralph Hamlin Lane","","Abington","02351","1 Ralph Hamlin Lane, , Abington, 02351, Massachusetts",NA,NA,"NA NA"
"4","Abington: Center Elementary School","00010002","65 Thaxter Avenue","","Abington","02351","65 Thaxter Avenue, , Abington, 02351, Massachusetts",NA,NA,"NA NA"
"5","Abington: Frolio Middle School","00010405","1071 Washington Street","","Abington","02351","1071 Washington Street, , Abington, 02351, Massachusetts",NA,NA,"NA NA"
"6","Abington: Woodsdale Elementary School","00010015","128 Chestnut Street","","Abington","02351","128 Chestnut Street, , Abington, 02351, Massachusetts",NA,NA,"NA NA"
"7","Academy Of the Pacific Rim Charter Public (District): Academy Of the Pacific Rim Charter Public School","04120530","1 Westinghouse Plaza","","Hyde Park","02136","1 Westinghouse Plaza, , Hyde Park, 02136, Massachusetts",NA,NA,"NA NA"
"8","Acton-Boxborough: Acton-Boxborough Regional High","06000505","36 Charter Rd","","Acton","01720","36 Charter Rd, , Acton, 01720, Massachusetts",NA,NA,"NA NA"
"9","Acton-Boxborough: Blanchard Memorial School","06000005","493 Massachusetts Avenue","","Boxborough","01719","493 Massachusetts Avenue, , Boxborough, 01719, Massachusetts",-71.505959,42.4821128,"-71.505959 42.4821128"
"10","Acton-Boxborough: C.T. Douglas Elementary School","06000020","21 Elm Street","","Acton","01720","21 Elm Street, , Acton, 01720, Massachusetts",-71.4739501,42.483175,"-71.4739501 42.483175"
"11","Acton-Boxborough: Luther Conant School","06000030","80 Taylor Road","","Acton","01720","80 Taylor Road, , Acton, 01720, Massachusetts",-71.4363701,42.4752849,"-71.4363701 42.4752849"
"12","Acton-Boxborough: McCarthy-Towne School","06000015","11 Charter Road","","Acton","01720","11 Charter Road, , Acton, 01720, Massachusetts",-71.4533624,42.4766815,"-71.4533624 42.4766815"
"13","Acton-Boxborough: Merriam School","06000010","11 Charter Road","","Acton","01720","11 Charter Road, , Acton, 01720, Massachusetts",-71.4533624,42.4766815,"-71.4533624 42.4766815"
"14","Acton-Boxborough: Paul P Gates Elementary School","06000025","75 Spruce Street","","Acton","01720","75 Spruce Street, , Acton, 01720, Massachusetts",-71.4736594,42.479221,"-71.4736594 42.479221"
"15","Acton-Boxborough: Raymond J Grey Junior High","06000405","16 Charter Rd","","Acton","01720","16 Charter Rd, , Acton, 01720, Massachusetts",-71.4580038,42.4764217,"-71.4580038 42.4764217"
"16","Acushnet: Acushnet Elementary School","00030025","800 Middle Road","","Acushnet","02743","800 Middle Road, , Acushnet, 02743, Massachusetts",-70.9056507,41.7254284,"-70.9056507 41.7254284"
"17","Acushnet: Albert F Ford Middle School","00030305","708 Middle Road","","Acushnet","02743","708 Middle Road, , Acushnet, 02743, Massachusetts",-70.9050667,41.7232651,"-70.9050667 41.7232651"
"18","Adams-Cheshire: Cheshire Elementary","06030004","191 Church Street","","Cheshire","01225","191 Church Street, , Cheshire, 01225, Massachusetts",-73.158326,42.563831,"-73.158326 42.563831"
"19","Adams-Cheshire: Hoosac Valley Middle & High School","06030505","125 Savoy Road","","Cheshire","01225","125 Savoy Road, , Cheshire, 01225, Massachusetts",-73.114151,42.593779,"-73.114151 42.593779"
"20","Adams-Cheshire: Plunkett Elementary","06030020","14 Commercial Street","","Adams","01220","14 Commercial Street, , Adams, 01220, Massachusetts",-73.1209208,42.6189823,"-73.1209208 42.6189823"
"21","Advanced Math and Science Academy Charter (District): Advanced Math and Science Academy Charter School","04300305","201 Forest Street","","Marlborough","01752","201 Forest Street, , Marlborough, 01752, Massachusetts",-71.5772447,42.332503,"-71.5772447 42.332503"
"22","Agawam: Agawam Early Childhood Center","00050003","108 Perry Lane","","Agawam","01001","108 Perry Lane, , Agawam, 01001, Massachusetts",-72.6282642,42.0669727,"-72.6282642 42.0669727"
"23","Agawam: Agawam High","00050505","760 Cooper Street","","Agawam","01001","760 Cooper Street, , Agawam, 01001, Massachusetts",-72.6439206,42.074026,"-72.6439206 42.074026"
"24","Agawam: Agawam Junior High","00050405","1305 Springfield St","Suite 2","Feeding Hills","01030","1305 Springfield St, Suite 2, Feeding Hills, 01030, Massachusetts",-72.6739284,42.0639714,"-72.6739284 42.0639714"
"25","Agawam: Benjamin J Phelps","00050020","689 Main Street","","Agawam","01001","689 Main Street, , Agawam, 01001, Massachusetts",-72.6151459,42.0697389,"-72.6151459 42.0697389"
"26","Agawam: Clifford M Granger","00050010","31 So. Westfield Street","","Feeding Hills","01030","31 So. Westfield Street, , Feeding Hills, 01030, Massachusetts",-72.6781088,42.0659246,"-72.6781088 42.0659246"
"27","Agawam: James Clark School","00050030","65 Oxford Street","","Agawam","01001","65 Oxford Street, , Agawam, 01001, Massachusetts",-72.6314773,42.0454725,"-72.6314773 42.0454725"
"28","Agawam: Roberta G. Doering School","00050303","68 Main Street","","Agawam","01001","68 Main Street, , Agawam, 01001, Massachusetts",-72.6247456,42.0883602,"-72.6247456 42.0883602"
"29","Agawam: Robinson Park","00050025","65 Begley Street","","Agawam","01001","65 Begley Street, , Agawam, 01001, Massachusetts",-72.6403832,42.0900497,"-72.6403832 42.0900497"
"30","Alma del Mar Charter School (District): Alma del Mar Charter School","04090205","26 Madeira Ave","","New Bedford","02746","26 Madeira Ave, , New Bedford, 02746, Massachusetts",-70.9243258,41.6653749,"-70.9243258 41.6653749"
"31","Amesbury: Amesbury Elementary","00070005","20 South Hampton Road","","Amesbury","01913","20 South Hampton Road, , Amesbury, 01913, Massachusetts",-70.9317699,42.8660332,"-70.9317699 42.8660332"
"32","Amesbury: Amesbury High","00070505","5 Highland Street","","Amesbury","01913","5 Highland Street, , Amesbury, 01913, Massachusetts",-70.9421575,42.8509012,"-70.9421575 42.8509012"
"33","Amesbury: Amesbury Innovation High School","00070515","71 Friend Street","","Amesbury","01913","71 Friend Street, , Amesbury, 01913, Massachusetts",-70.9348924,42.8563118,"-70.9348924 42.8563118"
"34","Amesbury: Amesbury Middle","00070013","220 Main Street","","Amesbury","01913","220 Main Street, , Amesbury, 01913, Massachusetts",-70.9294998,42.8489846,"-70.9294998 42.8489846"
"35","Amesbury: Charles C Cashman Elementary","00070010","193 Lions Mouth Road","","Amesbury","01913","193 Lions Mouth Road, , Amesbury, 01913, Massachusetts",-70.9488159,42.85582,"-70.9488159 42.85582"
"36","Amherst: Crocker Farm Elementary","00080009","280 West Street","","Amherst","01002","280 West Street, , Amherst, 01002, Massachusetts",-72.5174032,42.3473091,"-72.5174032 42.3473091"
"37","Amherst: Fort River Elementary","00080020","70 So East Street","","Amherst","01002","70 So East Street, , Amherst, 01002, Massachusetts",-72.497669,42.374791,"-72.497669 42.374791"
"38","Amherst: Wildwood Elementary","00080050","71 Strong Street","","Amherst","01002","71 Strong Street, , Amherst, 01002, Massachusetts",-72.5131077,42.387314,"-72.5131077 42.387314"
"39","Amherst-Pelham: Amherst Regional High","06050505","21 Mattoon Street","","Amherst","01002","21 Mattoon Street, , Amherst, 01002, Massachusetts",-72.513966,42.379922,"-72.513966 42.379922"
"40","Amherst-Pelham: Amherst Regional Middle School","06050405","170 Chestnut Street","","Amherst","01002","170 Chestnut Street, , Amherst, 01002, Massachusetts",-72.5104546,42.3845363,"-72.5104546 42.3845363"
"41","Andover: Andover High","00090505","80 Shawsheen Road","","Andover","01810","80 Shawsheen Road, , Andover, 01810, Massachusetts",-71.1550349,42.6568414,"-71.1550349 42.6568414"
"42","Andover: Andover West Middle","00090310","70 Shawsheen Road","","Andover","01810","70 Shawsheen Road, , Andover, 01810, Massachusetts",-71.1530641,42.6598031,"-71.1530641 42.6598031"
"43","Andover: Bancroft Elementary","00090003","15 Bancroft Street","","Andover","01810","15 Bancroft Street, , Andover, 01810, Massachusetts",-71.125172,42.636617,"-71.125172 42.636617"
"44","Andover: Doherty Middle","00090305","50 Bartlet Street","","Andover","01810","50 Bartlet Street, , Andover, 01810, Massachusetts",-71.135068,42.654333,"-71.135068 42.654333"
"45","Andover: Henry C Sanborn Elementary","00090010","90 Lovejoy Road","","Andover","01810","90 Lovejoy Road, , Andover, 01810, Massachusetts",-71.1785078,42.6420026,"-71.1785078 42.6420026"
"46","Andover: High Plain Elementary","00090004","333 High Plain Road","","Andover","01810","333 High Plain Road, , Andover, 01810, Massachusetts",-71.2129656,42.6634472,"-71.2129656 42.6634472"
"47","Andover: Shawsheen School","00090005","18 Magnolia Avenue","","Andover","01810","18 Magnolia Avenue, , Andover, 01810, Massachusetts",-71.1549564,42.6762646,"-71.1549564 42.6762646"
"48","Andover: South Elementary","00090020","55 Woburn Street","","Andover","01810","55 Woburn Street, , Andover, 01810, Massachusetts",-71.1498191,42.6262663,"-71.1498191 42.6262663"
"49","Andover: West Elementary","00090025","58 Beacon Street","","Andover","01810","58 Beacon Street, , Andover, 01810, Massachusetts",-71.171709,42.664372,"-71.171709 42.664372"
"50","Andover: Wood Hill Middle School","00090350","11 Cross Street","","Andover","01810","11 Cross Street, , Andover, 01810, Massachusetts",-71.212637,42.665289,"-71.212637 42.665289"
"51","Argosy Collegiate Charter School (District): Argosy Collegiate Charter School","35090305","263 Hamlet Street","","Fall River","02724","263 Hamlet Street, , Fall River, 02724, Massachusetts",-71.161605,41.688484,"-71.161605 41.688484"
"52","Arlington: Arlington High","00100505","869 Mass Avenue","","Arlington","02476","869 Mass Avenue, , Arlington, 02476, Massachusetts",-71.1837298,42.4244267,"-71.1837298 42.4244267"
"53","Arlington: Brackett","00100010","66 Eastern Avenue","","Arlington","02476","66 Eastern Avenue, , Arlington, 02476, Massachusetts",-71.1764373,42.4124531,"-71.1764373 42.4124531"
"54","Arlington: Cyrus E Dallin","00100025","185 Florence Avenue","","Arlington","02476","185 Florence Avenue, , Arlington, 02476, Massachusetts",-71.187859,42.41771,"-71.187859 42.41771"
"55","Arlington: Hardy","00100030","52 Lake Street","","Arlington","02474","52 Lake Street, , Arlington, 02474, Massachusetts",-71.145224,42.4043459,"-71.145224 42.4043459"
"56","Arlington: John A Bishop","00100005","25 Columbia Road","","Arlington","02474","25 Columbia Road, , Arlington, 02474, Massachusetts",-71.1548265,42.4244394,"-71.1548265 42.4244394"
"57","Arlington: M Norcross Stratton","00100055","180 Mountain Avenue","","Arlington","02474","180 Mountain Avenue, , Arlington, 02474, Massachusetts",-71.1673266,42.4289318,"-71.1673266 42.4289318"
"58","Arlington: Menotomy Preschool","00100038","869 Massachusetts Avenue","","Arlington","02476","869 Massachusetts Avenue, , Arlington, 02476, Massachusetts",-71.1617777,42.418281,"-71.1617777 42.418281"
"59","Arlington: Ottoson Middle","00100410","63 Acton Street","","Arlington","02476","63 Acton Street, , Arlington, 02476, Massachusetts",-71.175771,42.421107,"-71.175771 42.421107"
"60","Arlington: Peirce","00100045","85 Park Avenue Ext","","Arlington","02474","85 Park Avenue Ext, , Arlington, 02474, Massachusetts",-71.1789519,42.4285867,"-71.1789519 42.4285867"
"61","Arlington: Thompson","00100050","187 Everett Street","","Arlington","02474","187 Everett Street, , Arlington, 02474, Massachusetts",-71.1382014,42.4132036,"-71.1382014 42.4132036"
"62","Ashburnham-Westminster: Briggs Elementary","06100025","96 Williams Rd","","Ashburnham","01430","96 Williams Rd, , Ashburnham, 01430, Massachusetts",-71.928015,42.615069,"-71.928015 42.615069"
"63","Ashburnham-Westminster: Meetinghouse School","06100010","8 South Street","","Westminster","01473","8 South Street, , Westminster, 01473, Massachusetts",-71.9120045,42.5436679,"-71.9120045 42.5436679"
"64","Ashburnham-Westminster: Oakmont Regional High School","06100505","9 Oakmont Drive","","Ashburnham","01430","9 Oakmont Drive, , Ashburnham, 01430, Massachusetts",-71.922534,42.605426,"-71.922534 42.605426"
"65","Ashburnham-Westminster: Overlook Middle School","06100305","10 Oakmont Drive","","Ashburnham","01430","10 Oakmont Drive, , Ashburnham, 01430, Massachusetts",-71.9261878,42.6030455,"-71.9261878 42.6030455"
"66","Ashburnham-Westminster: Westminster Elementary","06100005","9 Academy Hill","","Westminster","01473","9 Academy Hill, , Westminster, 01473, Massachusetts",-71.9092632,42.5435863,"-71.9092632 42.5435863"
"67","Ashland: Ashland High","00140505","65 East Union St.","","Ashland","01721","65 East Union St., , Ashland, 01721, Massachusetts",-71.4457008,42.2623997,"-71.4457008 42.2623997"
"68","Ashland: Ashland Middle","00140405","87 West Union Street","","Ashland","01721","87 West Union Street, , Ashland, 01721, Massachusetts",-71.4752747,42.2528299,"-71.4752747 42.2528299"
"69","Ashland: David Mindess","00140015","90 Concord Street","","Ashland","01721","90 Concord Street, , Ashland, 01721, Massachusetts",-71.459522,42.26367,"-71.459522 42.26367"
"70","Ashland: Henry E Warren Elementary","00140010","73 Fruit Street","","Ashland","01721","73 Fruit Street, , Ashland, 01721, Massachusetts",-71.4450747,42.2420393,"-71.4450747 42.2420393"
"71","Ashland: William Pittaway Elementary","00140005","75 Central Street","","Ashland","01721","75 Central Street, , Ashland, 01721, Massachusetts",-71.4599694,42.2580989,"-71.4599694 42.2580989"
"72","Assabet Valley Regional Vocational Technical: Assabet Valley Vocational High School","08010605","215 Fitchburg Street","","Marlborough","01752","215 Fitchburg Street, , Marlborough, 01752, Massachusetts",-71.5664434,42.3681519,"-71.5664434 42.3681519"
"73","Athol-Royalston: Athol High","06150505","2363 Main Street","","Athol","01331","2363 Main Street, , Athol, 01331, Massachusetts",-72.2045672,42.5827999,"-72.2045672 42.5827999"
"74","Athol-Royalston: Athol-Royalston Middle School","06150305","1062 Pleasant Street","","Athol","01331","1062 Pleasant Street, , Athol, 01331, Massachusetts",-72.212786,42.573459,"-72.212786 42.573459"
"75","Athol-Royalston: Pleasant Street","06150016","1060 Pleasant Street","","Athol","01331","1060 Pleasant Street, , Athol, 01331, Massachusetts",-72.215189,42.573498,"-72.215189 42.573498"
"76","Athol-Royalston: Riverbend-Sanders Street School","06150020","174 Riverbend Street","","Athol","01331","174 Riverbend Street, , Athol, 01331, Massachusetts",-72.2231154,42.5928437,"-72.2231154 42.5928437"
"77","Athol-Royalston: Royalston Community School","06150050","96 Winchendon Rd","","Royalston","01368","96 Winchendon Rd, , Royalston, 01368, Massachusetts",-72.1407581,42.6800896,"-72.1407581 42.6800896"
"78","Atlantis Charter (District): Atlantis Charter School","04910550","37 Park Street","","Fall River","02721","37 Park Street, , Fall River, 02721, Massachusetts",-71.1632114,41.6940441,"-71.1632114 41.6940441"
"79","Attleboro: A. Irvin Studley Elementary School","00160001","299 Rathbun Willard Drive","","Attleboro","02703","299 Rathbun Willard Drive, , Attleboro, 02703, Massachusetts",-71.3034026,41.940153,"-71.3034026 41.940153"
"80","Attleboro: Attleboro Community Academy","00160515","100 Rathbun Willard Drive","","Attleboro","02703","100 Rathbun Willard Drive, , Attleboro, 02703, Massachusetts",-71.3020011,41.9393638,"-71.3020011 41.9393638"
"81","Attleboro: Attleboro High","00160505","100 Rathbun Willard Drive","","Attleboro","02703","100 Rathbun Willard Drive, , Attleboro, 02703, Massachusetts",-71.3020011,41.9393638,"-71.3020011 41.9393638"
"82","Attleboro: Cyril K. Brennan Middle School","00160315","320 Rathbun Willard Drive","","Attleboro","02703","320 Rathbun Willard Drive, , Attleboro, 02703, Massachusetts",-71.3079575,41.9376387,"-71.3079575 41.9376387"
"83","Attleboro: Early Learning Center","00160008","7 James St","","Attleboro","02703","7 James St, , Attleboro, 02703, Massachusetts",-71.2805151,41.9318023,"-71.2805151 41.9318023"
"84","Attleboro: Hill-Roberts Elementary School","00160045","80 Roy Avenue","","Attleboro","02703","80 Roy Avenue, , Attleboro, 02703, Massachusetts",-71.3523086,41.9189599,"-71.3523086 41.9189599"
"85","Attleboro: Hyman Fine Elementary School","00160040","790 Oak Hill Avenue","","Attleboro","02703","790 Oak Hill Avenue, , Attleboro, 02703, Massachusetts",-71.2720371,41.9161667,"-71.2720371 41.9161667"
"86","Attleboro: Peter Thacher Elementary School","00160050","160 James Street","","Attleboro","02703","160 James Street, , Attleboro, 02703, Massachusetts",-71.2804143,41.9331217,"-71.2804143 41.9331217"
"87","Attleboro: Robert J. Coelho Middle School","00160305","99 Brown Street","","Attleboro","02703","99 Brown Street, , Attleboro, 02703, Massachusetts",-71.3686764,41.909729,"-71.3686764 41.909729"
"88","Attleboro: Thomas Willett Elementary School","00160035","32 Watson Avenue","","Attleboro","02703","32 Watson Avenue, , Attleboro, 02703, Massachusetts",-71.2918015,41.9470886,"-71.2918015 41.9470886"
"89","Attleboro: Wamsutta Middle School","00160320","300 Locust Street","","Attleboro","02703","300 Locust Street, , Attleboro, 02703, Massachusetts",-71.2807364,41.9133649,"-71.2807364 41.9133649"
"90","Auburn: Auburn Middle","00170305","9 West Street","","Auburn","01501","9 West Street, , Auburn, 01501, Massachusetts",-71.8666185,42.1833021,"-71.8666185 42.1833021"
"91","Auburn: Auburn Senior High","00170505","99 Auburn Street","","Auburn","01501","99 Auburn Street, , Auburn, 01501, Massachusetts",-71.8371779,42.2087473,"-71.8371779 42.2087473"
"92","Auburn: Bryn Mawr","00170010","35 Swanson Road","","Auburn","01501","35 Swanson Road, , Auburn, 01501, Massachusetts",-71.844943,42.204664,"-71.844943 42.204664"
"93","Auburn: Pakachoag School","00170025","110 Pakachoag Street","","Auburn","01501","110 Pakachoag Street, , Auburn, 01501, Massachusetts",-71.8150678,42.2237322,"-71.8150678 42.2237322"
"94","Auburn: Swanson Road Intermediate School","00170030","10 Swanson Road","","Auburn","01501","10 Swanson Road, , Auburn, 01501, Massachusetts",-71.8407767,42.205656,"-71.8407767 42.205656"
"95","Avon: Avon Middle High School","00180510","287 West Main Street","","Avon","02322","287 West Main Street, , Avon, 02322, Massachusetts",-71.0419555,42.1287087,"-71.0419555 42.1287087"
"96","Avon: Ralph D Butler","00180010","1 Patrick Clark Drive","","Avon","02322","1 Patrick Clark Drive, , Avon, 02322, Massachusetts",-71.04574,42.116005,"-71.04574 42.116005"
"97","Ayer Shirley School District: Ayer Shirley Regional High School","06160505","141 Washington Street","","Ayer","01432","141 Washington Street, , Ayer, 01432, Massachusetts",-71.5757974,42.5682791,"-71.5757974 42.5682791"
"98","Ayer Shirley School District: Ayer Shirley Regional Middle School","06160305","1 Hospital Road","","Shirley","01464","1 Hospital Road, , Shirley, 01464, Massachusetts",-71.6369706,42.5426382,"-71.6369706 42.5426382"
"99","Ayer Shirley School District: Lura A. White Elementary School","06160001","34 Lancaster Road","","Shirley","01464","34 Lancaster Road, , Shirley, 01464, Massachusetts",-71.6572043,42.5398021,"-71.6572043 42.5398021"
"100","Ayer Shirley School District: Page Hilltop Elementary School","06160002","115 Washington Street","","Ayer","01432","115 Washington Street, , Ayer, 01432, Massachusetts",-71.5783526,42.5672316,"-71.5783526 42.5672316"
"101","Barnstable: Barnstable High","00200505","744 West Main Street","","Hyannis","02601","744 West Main Street, , Hyannis, 02601, Massachusetts",-70.3207078,41.6557669,"-70.3207078 41.6557669"
"102","Barnstable: Barnstable Intermediate School","00200315","895 Falmouth Road","","Hyannis","02601","895 Falmouth Road, , Hyannis, 02601, Massachusetts",-70.3201375,41.658763,"-70.3201375 41.658763"
"103","Barnstable: Barnstable United Elementary School","00200050","730 Osterville West Barnstable Road","","Marston Mills","02648","730 Osterville West Barnstable Road, , Marston Mills, 02648, Massachusetts",-70.3893907,41.6618892,"-70.3893907 41.6618892"
"104","Barnstable: Centerville Elementary","00200010","658 Bay Ln","","Centerville","02632","658 Bay Ln, , Centerville, 02632, Massachusetts",-70.353557,41.646175,"-70.353557 41.646175"
"105","Barnstable: Enoch Cobb Early Learning Center","00200001","77 Old Craigville Road","","Hyannis","02601","77 Old Craigville Road, , Hyannis, 02601, Massachusetts",-70.3182544,41.6501482,"-70.3182544 41.6501482"
"106","Barnstable: Hyannis West Elementary","00200025","549 West Main Street","","Hyannis","02601","549 West Main Street, , Hyannis, 02601, Massachusetts",-70.316237,41.6499427,"-70.316237 41.6499427"
"107","Barnstable: West Barnstable Elementary","00200005","2463 Main St Route 6A","","West Barnstable","02668","2463 Main St Route 6A, , West Barnstable, 02668, Massachusetts",-70.3271319,41.6982437,"-70.3271319 41.6982437"
"108","Barnstable: West Villages Elementary School","00200045","760 Osterville-West Barnstable Road","","Marstons Mills","02648","760 Osterville-West Barnstable Road, , Marstons Mills, 02648, Massachusetts",-70.3889318,41.6623075,"-70.3889318 41.6623075"
"109","Barnstable Community Horace Mann Charter Public (District): Barnstable Community Horace Mann Charter Public School","04270010","165 Bearses Way","","Hyannis","02601","165 Bearses Way, , Hyannis, 02601, Massachusetts",-70.2931716,41.6555139,"-70.2931716 41.6555139"
"110","Baystate Academy Charter Public School (District): Baystate Academy Charter Public School","35020405","2001 Roosevelt Avenue","","Springfield","01104","2001 Roosevelt Avenue, , Springfield, 01104, Massachusetts",-72.545492,42.134821,"-72.545492 42.134821"
"111","Bedford: Bedford High","00230505","9 Mudge Way","","Bedford","01730","9 Mudge Way, , Bedford, 01730, Massachusetts",-71.2851732,42.4911248,"-71.2851732 42.4911248"
"112","Bedford: John Glenn Middle","00230305","99 McMahon Road","","Bedford","01730","99 McMahon Road, , Bedford, 01730, Massachusetts",-71.2860738,42.4882048,"-71.2860738 42.4882048"
"113","Bedford: Lt Elezer Davis","00230010","410 Davis Rd","","Bedford","01730","410 Davis Rd, , Bedford, 01730, Massachusetts",-71.3118751,42.4837125,"-71.3118751 42.4837125"
"114","Bedford: Lt Job Lane School","00230012","66 Sweetwater Avenue","","Bedford","01730","66 Sweetwater Avenue, , Bedford, 01730, Massachusetts",-71.2759474,42.5147603,"-71.2759474 42.5147603"
"115","Belchertown: Belchertown High","00240505","142 Springfield Road","","Belchertown","01007","142 Springfield Road, , Belchertown, 01007, Massachusetts",-72.4101518,42.266482,"-72.4101518 42.266482"
"116","Belchertown: Chestnut Hill Community School","00240006","59 State Street","","Belchertown","01007","59 State Street, , Belchertown, 01007, Massachusetts",-72.4123171,42.2678132,"-72.4123171 42.2678132"
"117","Belchertown: Cold Spring","00240005","57 South Main Street","","Belchertown","01007","57 South Main Street, , Belchertown, 01007, Massachusetts",-72.394772,42.274329,"-72.394772 42.274329"
"118","Belchertown: Jabish Middle School","00240025","62 North Washington Street","","Belchertown","01007","62 North Washington Street, , Belchertown, 01007, Massachusetts",-72.3990996,42.2670445,"-72.3990996 42.2670445"
"119","Belchertown: Swift River Elementary","00240018","57 State Street","","Belchertown","01007","57 State Street, , Belchertown, 01007, Massachusetts",-72.4104384,42.2683909,"-72.4104384 42.2683909"
"120","Bellingham: Bellingham Early Childhood Center","00250003","338 Hartford Avenue","","Bellingham","02019","338 Hartford Avenue, , Bellingham, 02019, Massachusetts",-71.458563,42.124951,"-71.458563 42.124951"
"121","Bellingham: Bellingham High School","00250505","60 Blackstone Street","","Bellingham","02019","60 Blackstone Street, , Bellingham, 02019, Massachusetts",-71.4684972,42.0751635,"-71.4684972 42.0751635"
"122","Bellingham: Bellingham Memorial School","00250315","130 Blackstone Street","","Bellingham","02019","130 Blackstone Street, , Bellingham, 02019, Massachusetts",-71.4750883,42.074644,"-71.4750883 42.074644"
"123","Bellingham: Paul J. Primavera Jr./Sr. High School","00250510","80 Harpin Street","","Bellingham","02019","80 Harpin Street, , Bellingham, 02019, Massachusetts",-71.4879925,42.0334862,"-71.4879925 42.0334862"
"124","Bellingham: South Elementary","00250020","70 Harpin Street","","Bellingham","02019","70 Harpin Street, , Bellingham, 02019, Massachusetts",-71.489463,42.0344965,"-71.489463 42.0344965"
"125","Bellingham: Stall Brook","00250025","342 Hartford Avenue","","Bellingham","02019","342 Hartford Avenue, , Bellingham, 02019, Massachusetts",-71.4593101,42.1234713,"-71.4593101 42.1234713"
"126","Belmont: Belmont High","00260505","221 Concord Avenue","","Belmont","02478","221 Concord Avenue, , Belmont, 02478, Massachusetts",-71.1652489,42.3953048,"-71.1652489 42.3953048"
"127","Belmont: Daniel Butler","00260015","90 White Street","","Belmont","02478","90 White Street, , Belmont, 02478, Massachusetts",-71.187552,42.385981,"-71.187552 42.385981"
"128","Belmont: Mary Lee Burbank","00260010","266 School Street","","Belmont","02478","266 School Street, , Belmont, 02478, Massachusetts",-71.1641291,42.3885693,"-71.1641291 42.3885693"
"129","Belmont: Roger E Wellington","00260035","121 Orchard Street","","Belmont","02478","121 Orchard Street, , Belmont, 02478, Massachusetts",-71.1720168,42.3922261,"-71.1720168 42.3922261"
"130","Belmont: Winn Brook","00260005","97 Waterhouse Rd","","Belmont","02478","97 Waterhouse Rd, , Belmont, 02478, Massachusetts",-71.166,42.399278,"-71.166 42.399278"
"131","Belmont: Winthrop L Chenery Middle","00260305","95 Washington Street","","Belmont","02478","95 Washington Street, , Belmont, 02478, Massachusetts",-71.1707197,42.3860353,"-71.1707197 42.3860353"
"132","Benjamin Banneker Charter Public (District): Benjamin Banneker Charter Public School","04200205","21 Notre Dame Avenue","","Cambridge","02140","21 Notre Dame Avenue, , Cambridge, 02140, Massachusetts",-71.131745,42.3920608,"-71.131745 42.3920608"
"133","Benjamin Franklin Classical Charter Public (District): Benjamin Franklin Classical Charter Public School","04470205","201 Main Street","","Franklin","02038","201 Main Street, , Franklin, 02038, Massachusetts",-71.4006007,42.0890455,"-71.4006007 42.0890455"
"134","Bentley Academy Charter School (District): Bentley Academy Charter School","35110205","25 Memorial Drive","","Salem","01970","25 Memorial Drive, , Salem, 01970, Massachusetts",-70.8793716,42.5296774,"-70.8793716 42.5296774"
"135","Berkley: Berkley Community School","00270010","59 South Main Street","","Berkley","02779","59 South Main Street, , Berkley, 02779, Massachusetts",-71.0885328,41.8330094,"-71.0885328 41.8330094"
"136","Berkley: Berkley Middle School","00270305","21 North Main Street","","Berkley","02779","21 North Main Street, , Berkley, 02779, Massachusetts",-71.0861657,41.8485141,"-71.0861657 41.8485141"
"137","Berkshire Arts and Technology Charter Public (District): Berkshire Arts and Technology Charter Public School","04140305","One Commercial Place","PO Box 267","Adams","01220","One Commercial Place, PO Box 267, Adams, 01220, Massachusetts",-73.1212107,42.6195303,"-73.1212107 42.6195303"
"138","Berkshire Hills: Monument Mt Regional High","06180505","600 Stockbridge Road","","Great Barrington","01230","600 Stockbridge Road, , Great Barrington, 01230, Massachusetts",-73.3317373,42.248442,"-73.3317373 42.248442"
"139","Berkshire Hills: Monument Valley Regional Middle School","06180310","313 Monument Valley Rd","","Great Barrington","01230","313 Monument Valley Rd, , Great Barrington, 01230, Massachusetts",-73.3288593,42.2441394,"-73.3288593 42.2441394"
"140","Berkshire Hills: Muddy Brook Regional Elementary School","06180035","318 Monumnet Valley Rd","","Great Barrington","01230","318 Monumnet Valley Rd, , Great Barrington, 01230, Massachusetts",-73.328723,42.2439556,"-73.328723 42.2439556"
"141","Berlin: Berlin Memorial","00280005","34 South Street","","Berlin","01503","34 South Street, , Berlin, 01503, Massachusetts",-71.638645,42.3780187,"-71.638645 42.3780187"
"142","Berlin-Boylston: Tahanto Regional High","06200505","1001 Main Street","","Boylston","01505","1001 Main Street, , Boylston, 01505, Massachusetts",-71.721214,42.3712782,"-71.721214 42.3712782"
"143","Beverly: Ayers/Ryal Side School","00300055","40 Woodland Avenue","","Beverly","01915","40 Woodland Avenue, , Beverly, 01915, Massachusetts",-70.890016,42.551284,"-70.890016 42.551284"
"144","Beverly: Beverly High","00300505","100 Sohier Rd","","Beverly","01915","100 Sohier Rd, , Beverly, 01915, Massachusetts",-70.8789299,42.5657557,"-70.8789299 42.5657557"
