"","Org.Name","Org.Code","Address.1","Address.2","Town","Zip","query","lon","lat","loc"
"1517","Springfield: Mary A. Dryden Veterans Memorial School","02810125","190 Surrey Rd","","Springfield","01118","190 Surrey Rd, , Springfield, 01118, Massachusetts",NA,NA,"NA NA"
"1518","Springfield: Mary M Lynch","02810140","315 No Branch Pkwy","","Springfield","01119","315 No Branch Pkwy, , Springfield, 01119, Massachusetts",NA,NA,"NA NA"
"1519","Springfield: Mary M Walsh","02810155","50 Empress Ct","","Springfield","01129","50 Empress Ct, , Springfield, 01129, Massachusetts",NA,NA,"NA NA"
"1520","Springfield: Mary O Pottenger","02810145","1435 Carew Street","","Springfield","01104","1435 Carew Street, , Springfield, 01104, Massachusetts",NA,NA,"NA NA"
"1521","Springfield: Milton Bradley School","02810023","22 Mulberry Street","","Springfield","01105","22 Mulberry Street, , Springfield, 01105, Massachusetts",NA,NA,"NA NA"
"1522","Springfield: Rebecca M Johnson","02810055","55 Catherine Street","","Springfield","01109","55 Catherine Street, , Springfield, 01109, Massachusetts",NA,NA,"NA NA"
"1523","Springfield: Roger L. Putnam Vocational Technical Academy","02810620","1300 State Street","","Springfield","01109","1300 State Street, , Springfield, 01109, Massachusetts",NA,NA,"NA NA"
"1524","Springfield: STEM Middle Academy","02810350","60 Alton Street","","Springfield","01109","60 Alton Street, , Springfield, 01109, Massachusetts",NA,NA,"NA NA"
"1525","Springfield: Samuel Bowles","02810020","24 Bowles Park","","Springfield","01104","24 Bowles Park, , Springfield, 01104, Massachusetts",NA,NA,"NA NA"
"1526","Springfield: South End Middle School","02810355","36 Margaret Street","","Springfield","01105","36 Margaret Street, , Springfield, 01105, Massachusetts",NA,NA,"NA NA"
"1527","Springfield: Springfield Central High","02810500","1840 Roosevelt Avenue","","Springfield","01109","1840 Roosevelt Avenue, , Springfield, 01109, Massachusetts",NA,NA,"NA NA"
"1528","Springfield: Springfield High School","02810570","Dickenson Bldg, 37 Alderman Street","","Springfield","01108","Dickenson Bldg, 37 Alderman Street, , Springfield, 01108, Massachusetts",NA,NA,"NA NA"
"1529","Springfield: Springfield High School of Science and Technology","02810530","1250 State Street","","Springfield","01109","1250 State Street, , Springfield, 01109, Massachusetts",NA,NA,"NA NA"
"1530","Springfield: Springfield Public Day Elementary School","02810005","34 Nye Street","","Springfield","01104","34 Nye Street, , Springfield, 01104, Massachusetts",NA,NA,"NA NA"
"1531","Springfield: Springfield Public Day High School","02810550","90 Berkshire Street","","Springfield","01151","90 Berkshire Street, , Springfield, 01151, Massachusetts",NA,NA,"NA NA"
"1532","Springfield: Springfield Public Day Middle School","02810345","118 Alden Street","","Springfield","01109","118 Alden Street, , Springfield, 01109, Massachusetts",NA,NA,"NA NA"
"1533","Springfield: Sumner Avenue","02810160","45 Sumner Avenue","","Springfield","01108","45 Sumner Avenue, , Springfield, 01108, Massachusetts",NA,NA,"NA NA"
"1534","Springfield: The Springfield Renaissance School an Expeditionary Learning School","02810205","1170 Carew Street","","Springfield","01104","1170 Carew Street, , Springfield, 01104, Massachusetts",NA,NA,"NA NA"
"1535","Springfield: Thomas M Balliet","02810015","52 Rosewell St","","Springfield","01109","52 Rosewell St, , Springfield, 01109, Massachusetts",NA,NA,"NA NA"
"1536","Springfield: Van Sickle Academy","02810480","1170 Carew Street","","Springfield","01104","1170 Carew Street, , Springfield, 01104, Massachusetts",NA,NA,"NA NA"
"1537","Springfield: Van Sickle International Baccalaureate","02810485","1170 Carew Street","","Springfield","01104","1170 Carew Street, , Springfield, 01104, Massachusetts",NA,NA,"NA NA"
"1538","Springfield: Warner","02810180","493 Parker Street","","Springfield","01129","493 Parker Street, , Springfield, 01129, Massachusetts",NA,NA,"NA NA"
"1539","Springfield: Washington","02810185","141 Washington Street","","Springfield","01108","141 Washington Street, , Springfield, 01108, Massachusetts",NA,NA,"NA NA"
"1540","Springfield: White Street","02810190","300 White Street","","Springfield","01108","300 White Street, , Springfield, 01108, Massachusetts",NA,NA,"NA NA"
"1541","Springfield: William N. DeBerry","02810045","670 Union Street","","Springfield","01109","670 Union Street, , Springfield, 01109, Massachusetts",NA,NA,"NA NA"
"1542","Springfield Preparatory Charter School (District): Springfield Preparatory Charter School","35100205","370 Pine St.","","Springfield","01105","370 Pine St., , Springfield, 01105, Massachusetts",NA,NA,"NA NA"
"1543","Stoneham: Colonial Park","02840005","30 Avalon Road","","Stoneham","02180","30 Avalon Road, , Stoneham, 02180, Massachusetts",NA,NA,"NA NA"
"1544","Stoneham: Robin Hood","02840025","70 Oak Street","","Stoneham","02180","70 Oak Street, , Stoneham, 02180, Massachusetts",NA,NA,"NA NA"
"1545","Stoneham: South","02840030","11 Summer Street","","Stoneham","02180","11 Summer Street, , Stoneham, 02180, Massachusetts",NA,NA,"NA NA"
"1546","Stoneham: Stoneham Central Middle School","02840405","101 Central Street","","Stoneham","02180","101 Central Street, , Stoneham, 02180, Massachusetts",NA,NA,"NA NA"
"1547","Stoneham: Stoneham High","02840505","149 Franklin Street","","Stoneham","02180","149 Franklin Street, , Stoneham, 02180, Massachusetts",NA,NA,"NA NA"
"1548","Stoughton: Edwin A Jones Early Childhood Center","02850012","137 Walnut Street","","Stoughton","02072","137 Walnut Street, , Stoughton, 02072, Massachusetts",NA,NA,"NA NA"
"1549","Stoughton: Helen Hansen Elementary","02850010","1800 Central Street","","Stoughton","02072","1800 Central Street, , Stoughton, 02072, Massachusetts",NA,NA,"NA NA"
"1550","Stoughton: Joseph H Gibbons","02850025","235 Morton Street","","Stoughton","02072","235 Morton Street, , Stoughton, 02072, Massachusetts",NA,NA,"NA NA"
"1551","Stoughton: Joseph R Dawe Jr Elementary","02850014","131 Pine Street","","Stoughton","02072","131 Pine Street, , Stoughton, 02072, Massachusetts",NA,NA,"NA NA"
"1552","Stoughton: O'Donnell Middle School","02850405","211 Cushing Street","","Stoughton","02072","211 Cushing Street, , Stoughton, 02072, Massachusetts",NA,NA,"NA NA"
"1553","Stoughton: South Elementary","02850015","171 Ash Street","","Stoughton","02072","171 Ash Street, , Stoughton, 02072, Massachusetts",NA,NA,"NA NA"
"1554","Stoughton: Stoughton High","02850505","232 Pearl Street","","Stoughton","02072","232 Pearl Street, , Stoughton, 02072, Massachusetts",NA,NA,"NA NA"
"1555","Stoughton: West Elementary","02850020","1322 Central Street","","Stoughton","02072","1322 Central Street, , Stoughton, 02072, Massachusetts",NA,NA,"NA NA"
"1556","Sturbridge: Burgess Elementary","02870005","45 Burgess School Rd","","Sturbridge","01566","45 Burgess School Rd, , Sturbridge, 01566, Massachusetts",NA,NA,"NA NA"
"1557","Sturgis Charter Public (District): Sturgis Charter Public School","04890505","427 Main Street","","Hyannis","02601","427 Main Street, , Hyannis, 02601, Massachusetts",NA,NA,"NA NA"
"1558","Sudbury: Ephraim Curtis Middle","02880305","22 Pratts Mill Road","","Sudbury","01776","22 Pratts Mill Road, , Sudbury, 01776, Massachusetts",NA,NA,"NA NA"
"1559","Sudbury: General John Nixon Elementary","02880025","472 Concord Road","","Sudbury","01776","472 Concord Road, , Sudbury, 01776, Massachusetts",NA,NA,"NA NA"
"1560","Sudbury: Israel Loring School","02880015","80 Woodside Road","","Sudbury","01776","80 Woodside Road, , Sudbury, 01776, Massachusetts",NA,NA,"NA NA"
"1561","Sudbury: Josiah Haynes","02880010","169 Haynes Road","","Sudbury","01776","169 Haynes Road, , Sudbury, 01776, Massachusetts",NA,NA,"NA NA"
"1562","Sudbury: Peter Noyes","02880030","280 Old Sudbury Road","","Sudbury","01776","280 Old Sudbury Road, , Sudbury, 01776, Massachusetts",NA,NA,"NA NA"
"1563","Sunderland: Sunderland Elementary","02890005","1 Swampfield Drive","","Sunderland","01375","1 Swampfield Drive, , Sunderland, 01375, Massachusetts",NA,NA,"NA NA"
"1564","Sutton: Sutton Early Learning","02900003","383 Boston Road","","Sutton","01590","383 Boston Road, , Sutton, 01590, Massachusetts",NA,NA,"NA NA"
"1565","Sutton: Sutton Elementary","02900005","Boston Rd","","Sutton","01590","Boston Rd, , Sutton, 01590, Massachusetts",NA,NA,"NA NA"
"1566","Sutton: Sutton High School","02900510","Boston Rd","","Sutton","01590","Boston Rd, , Sutton, 01590, Massachusetts",NA,NA,"NA NA"
"1567","Sutton: Sutton Middle School","02900305","Boston Rd","","Sutton","01590","Boston Rd, , Sutton, 01590, Massachusetts",NA,NA,"NA NA"
"1568","Swampscott: Clarke","02910005","100 Middlesex Avenue","","Swampscott","01907","100 Middlesex Avenue, , Swampscott, 01907, Massachusetts",NA,NA,"NA NA"
"1569","Swampscott: Hadley","02910010","24 Redington Street","","Swampscott","01907","24 Redington Street, , Swampscott, 01907, Massachusetts",NA,NA,"NA NA"
"1570","Swampscott: Stanley","02910020","10 Whitman Rd","","Swampscott","01907","10 Whitman Rd, , Swampscott, 01907, Massachusetts",NA,NA,"NA NA"
"1571","Swampscott: Swampscott High","02910505","200 Essex Street","","Swampscott","01907","200 Essex Street, , Swampscott, 01907, Massachusetts",NA,NA,"NA NA"
"1572","Swampscott: Swampscott Middle","02910305","207 Forrest Avenue","","Swampscott","01907","207 Forrest Avenue, , Swampscott, 01907, Massachusetts",NA,NA,"NA NA"
"1573","Swansea: Elizabeth S Brown","02920006","29 Gardners Neck Road","","Swansea","02777","29 Gardners Neck Road, , Swansea, 02777, Massachusetts",NA,NA,"NA NA"
"1574","Swansea: Gardner","02920015","10 Church Street","","Swansea","02777","10 Church Street, , Swansea, 02777, Massachusetts",NA,NA,"NA NA"
"1575","Swansea: Joseph Case High","02920505","70 School Street","","Swansea","02777","70 School Street, , Swansea, 02777, Massachusetts",NA,NA,"NA NA"
"1576","Swansea: Joseph Case Jr High","02920305","195 Main Street","","Swansea","02777","195 Main Street, , Swansea, 02777, Massachusetts",NA,NA,"NA NA"
"1577","Swansea: Joseph G Luther","02920020","100 Pearse Road","","Swansea","02777","100 Pearse Road, , Swansea, 02777, Massachusetts",NA,NA,"NA NA"
"1578","Swansea: Mark G Hoyle Elementary","02920017","70 Community Lane","","Swansea","02777","70 Community Lane, , Swansea, 02777, Massachusetts",NA,NA,"NA NA"
"1579","TEC Connections Academy Commonwealth Virtual School District: TEC Connections Academy Commonwealth Virtual School","39020900","141 Mansion Drive","","East Walpole","02032","141 Mansion Drive, , East Walpole, 02032, Massachusetts",NA,NA,"NA NA"
"1580","Tantasqua: Tantasqua Regional Jr High","07700405","320B Brookfield Rd","","Fiskdale","01518","320B Brookfield Rd, , Fiskdale, 01518, Massachusetts",NA,NA,"NA NA"
"1581","Tantasqua: Tantasqua Regional Sr High","07700505","319 Brookfield Rd","","Fiskdale","01518","319 Brookfield Rd, , Fiskdale, 01518, Massachusetts",NA,NA,"NA NA"
"1582","Tantasqua: Tantasqua Regional Vocational","07700605","319 Brookfield Rd","","Fiskdale","01518","319 Brookfield Rd, , Fiskdale, 01518, Massachusetts",NA,NA,"NA NA"
"1583","Taunton: Benjamin Friedman Middle","02930315","500 Norton Avenue","","Taunton","02780","500 Norton Avenue, , Taunton, 02780, Massachusetts",NA,NA,"NA NA"
"1584","Taunton: East Taunton Elementary","02930010","58R Stevens Street","","East Taunton","02718","58R Stevens Street, , East Taunton, 02718, Massachusetts",NA,NA,"NA NA"
"1585","Taunton: Edmund Hatch Bennett","02930007","47 North Walker Street","","Taunton","02780","47 North Walker Street, , Taunton, 02780, Massachusetts",NA,NA,"NA NA"
"1586","Taunton: Edward F. Leddy Preschool","02930005","36 Second Street","","Taunton","02780","36 Second Street, , Taunton, 02780, Massachusetts",NA,NA,"NA NA"
"1587","Taunton: Elizabeth Pole","02930027","215 Harris Street","","Taunton","02780","215 Harris Street, , Taunton, 02780, Massachusetts",NA,NA,"NA NA"
"1588","Taunton: H H Galligan","02930057","15 Sheridan Street","","Taunton","02780","15 Sheridan Street, , Taunton, 02780, Massachusetts",NA,NA,"NA NA"
"1589","Taunton: Hopewell","02930035","16 Monroe Street","","Taunton","02780","16 Monroe Street, , Taunton, 02780, Massachusetts",NA,NA,"NA NA"
"1590","Taunton: John F Parker Middle","02930305","60 Williams Street","","Taunton","02780","60 Williams Street, , Taunton, 02780, Massachusetts",NA,NA,"NA NA"
"1591","Taunton: Joseph C Chamberlain","02930008","480 Norton Avenue","","Taunton","02780","480 Norton Avenue, , Taunton, 02780, Massachusetts",NA,NA,"NA NA"
"1592","Taunton: Joseph H Martin","02930042","131 Caswell Street","","East Taunton","02718","131 Caswell Street, , East Taunton, 02718, Massachusetts",NA,NA,"NA NA"
"1593","Taunton: Mulcahey Elementary School","02930015","28 Clifford Street","","Taunton","02780","28 Clifford Street, , Taunton, 02780, Massachusetts",NA,NA,"NA NA"
"1594","Taunton: Taunton Alternative High School","02930525","120 Cohannet Street","","Taunton","02780","120 Cohannet Street, , Taunton, 02780, Massachusetts",NA,NA,"NA NA"
"1595","Taunton: Taunton High","02930505","50 Williams Street","","Taunton","02780","50 Williams Street, , Taunton, 02780, Massachusetts",NA,NA,"NA NA"
"1596","Tewksbury: Heath-Brook","02950010","165 Shawsheen Street","","Tewksbury","01876","165 Shawsheen Street, , Tewksbury, 01876, Massachusetts",NA,NA,"NA NA"
"1597","Tewksbury: John F. Ryan","02950023","135 Pleasant Street","","Tewksbury","01876","135 Pleasant Street, , Tewksbury, 01876, Massachusetts",NA,NA,"NA NA"
"1598","Tewksbury: John W. Wynn Middle","02950305","1 Griffin Way","","Tewksbury","01876","1 Griffin Way, , Tewksbury, 01876, Massachusetts",NA,NA,"NA NA"
"1599","Tewksbury: L F Dewing","02950001","1469 Andover Street","","Tewksbury","01876","1469 Andover Street, , Tewksbury, 01876, Massachusetts",NA,NA,"NA NA"
"1600","Tewksbury: Louise Davy Trahan","02950025","12 Salem Rd","","Tewksbury","01876","12 Salem Rd, , Tewksbury, 01876, Massachusetts",NA,NA,"NA NA"
"1601","Tewksbury: North Street","02950020","133 North Street","","Tewksbury","01876","133 North Street, , Tewksbury, 01876, Massachusetts",NA,NA,"NA NA"
"1602","Tewksbury: Tewksbury Memorial High","02950505","320 Pleasant Street","","Tewksbury","01876","320 Pleasant Street, , Tewksbury, 01876, Massachusetts",NA,NA,"NA NA"
"1603","Tisbury: Tisbury Elementary","02960005","40 West William Street","Po Box 878","Vineyard Haven","02568","40 West William Street, Po Box 878, Vineyard Haven, 02568, Massachusetts",NA,NA,"NA NA"
"1604","Topsfield: Proctor Elementary","02980005","60 Main Street","","Topsfield","01983","60 Main Street, , Topsfield, 01983, Massachusetts",NA,NA,"NA NA"
"1605","Topsfield: Steward Elementary","02980010","261 Perkins Row","","Topsfield","01983","261 Perkins Row, , Topsfield, 01983, Massachusetts",NA,NA,"NA NA"
"1606","Tri County Regional Vocational Technical: Tri County Regional Vocational Technical","08780605","147 Pond Street","","Franklin","02038","147 Pond Street, , Franklin, 02038, Massachusetts",NA,NA,"NA NA"
"1607","Triton: Newbury Elementary","07730020","63 Hanover Street","","Newbury","01951","63 Hanover Street, , Newbury, 01951, Massachusetts",NA,NA,"NA NA"
"1608","Triton: Pine Grove","07730025","191 Main Street","","Rowley","01969","191 Main Street, , Rowley, 01969, Massachusetts",NA,NA,"NA NA"
"1609","Triton: Salisbury Elementary","07730015","100 Lafayette Rd.","","Salisbury","01952","100 Lafayette Rd., , Salisbury, 01952, Massachusetts",NA,NA,"NA NA"
"1610","Triton: Triton Regional High School","07730505","112 Elm Street","","Byfield","01922","112 Elm Street, , Byfield, 01922, Massachusetts",NA,NA,"NA NA"
"1611","Triton: Triton Regional Middle School","07730405","112 Elm Street","","Byfield","01922","112 Elm Street, , Byfield, 01922, Massachusetts",NA,NA,"NA NA"
"1612","Truro: Truro Central","03000005","P O Box 2029","","Truro","02666","P O Box 2029, , Truro, 02666, Massachusetts",NA,NA,"NA NA"
"1613","Tyngsborough: Tyngsborough Elementary","03010020","205 Westford Road","","Tyngsborough","01879","205 Westford Road, , Tyngsborough, 01879, Massachusetts",NA,NA,"NA NA"
"1614","Tyngsborough: Tyngsborough High School","03010505","36 Norris Rd","","Tyngsborough","01879","36 Norris Rd, , Tyngsborough, 01879, Massachusetts",NA,NA,"NA NA"
"1615","Tyngsborough: Tyngsborough Middle","03010305","50 Norris Rd","","Tyngsborough","01879","50 Norris Rd, , Tyngsborough, 01879, Massachusetts",NA,NA,"NA NA"
"1616","UP Academy Charter School of Boston (District): UP Academy Charter School of Boston","04800405","215 Dorchester Street","","South Boston","02127","215 Dorchester Street, , South Boston, 02127, Massachusetts",NA,NA,"NA NA"
"1617","UP Academy Charter School of Dorchester (District): UP Academy Charter School of Dorchester","35050405","35 Westville Street","","Boston","02124","35 Westville Street, , Boston, 02124, Massachusetts",NA,NA,"NA NA"
"1618","UP Academy Charter School of Springfield (District): UP Academy Charter School of Springfield","35120305","90 Canal Street Suite 610","","Boston","02114","90 Canal Street Suite 610, , Boston, 02114, Massachusetts",NA,NA,"NA NA"
"1619","Up-Island Regional: Chilmark Elementary","07740010","8 State Road","PO Box 60","Chilmark","02535","8 State Road, PO Box 60, Chilmark, 02535, Massachusetts",NA,NA,"NA NA"
"1620","Up-Island Regional: West Tisbury Elementary","07740020","401 Old County Road","PO Box 250","West Tisbury","02575","401 Old County Road, PO Box 250, West Tisbury, 02575, Massachusetts",NA,NA,"NA NA"
"1621","Upper Cape Cod Regional Vocational Technical: Upper Cape Cod Vocational Technical","08790605","220 Sandwich Rd","","Bourne","02532","220 Sandwich Rd, , Bourne, 02532, Massachusetts",NA,NA,"NA NA"
"1622","Uxbridge: McCloskey Middle School","03040015","62 Capron Street","","Uxbridge","01569","62 Capron Street, , Uxbridge, 01569, Massachusetts",NA,NA,"NA NA"
"1623","Uxbridge: Taft Early Learning Center","03040005","16 Granite Street","","Uxbridge","01569","16 Granite Street, , Uxbridge, 01569, Massachusetts",NA,NA,"NA NA"
"1624","Uxbridge: Uxbridge High","03040505","300 Quaker Highway","","Uxbridge","01569","300 Quaker Highway, , Uxbridge, 01569, Massachusetts",NA,NA,"NA NA"
"1625","Uxbridge: Whitin Elementary School","03040020","120 Granite Street","","Uxbridge","01569","120 Granite Street, , Uxbridge, 01569, Massachusetts",NA,NA,"NA NA"
"1626","Veritas Preparatory Charter School (District): Veritas Preparatory Charter School","04980405","370 Pine Street","","Springfield","01105","370 Pine Street, , Springfield, 01105, Massachusetts",NA,NA,"NA NA"
"1627","Wachusett: Central Tree Middle","07750310","281 Main Street","","Rutland","01543","281 Main Street, , Rutland, 01543, Massachusetts",NA,NA,"NA NA"
"1628","Wachusett: Chocksett Middle School","07750315","40 Boutelle Road","","Sterling","01564","40 Boutelle Road, , Sterling, 01564, Massachusetts",NA,NA,"NA NA"
"1629","Wachusett: Davis Hill Elementary","07750018","78 Jamieson Road","","Holden","01520","78 Jamieson Road, , Holden, 01520, Massachusetts",NA,NA,"NA NA"
"1630","Wachusett: Dawson","07750020","155 Salisbury Street","","Holden","01520","155 Salisbury Street, , Holden, 01520, Massachusetts",NA,NA,"NA NA"
"1631","Wachusett: Early Childhood Center","07750001","1745 Main Street","","Jefferson","01522","1745 Main Street, , Jefferson, 01522, Massachusetts",NA,NA,"NA NA"
"1632","Wachusett: Glenwood Elementary School","07750060","65 Glenwood Road","","Rutland","01543","65 Glenwood Road, , Rutland, 01543, Massachusetts",NA,NA,"NA NA"
"1633","Wachusett: Houghton Elementary","07750027","32 Boutelle Road","","Sterling","01564","32 Boutelle Road, , Sterling, 01564, Massachusetts",NA,NA,"NA NA"
"1634","Wachusett: Leroy E.Mayo","07750032","351 Bullard Street","","Holden","01520","351 Bullard Street, , Holden, 01520, Massachusetts",NA,NA,"NA NA"
"1635","Wachusett: Mountview Middle","07750305","270 Shrewsbury Street","","Holden","01520","270 Shrewsbury Street, , Holden, 01520, Massachusetts",NA,NA,"NA NA"
"1636","Wachusett: Naquag Elementary School","07750005","285 Main Street","","Rutland","01543","285 Main Street, , Rutland, 01543, Massachusetts",NA,NA,"NA NA"
"1637","Wachusett: Paxton Center","07750040","19 West Street","","Paxton","01612","19 West Street, , Paxton, 01612, Massachusetts",NA,NA,"NA NA"
"1638","Wachusett: Thomas Prince","07750045","170 Sterling Road","","Princeton","01541","170 Sterling Road, , Princeton, 01541, Massachusetts",NA,NA,"NA NA"
"1639","Wachusett: Wachusett Regional High","07750505","1401 Main Street","","Holden","01520","1401 Main Street, , Holden, 01520, Massachusetts",NA,NA,"NA NA"
"1640","Wakefield: Dolbeare","03050005","340 Lowell Street","","Wakefield","01880","340 Lowell Street, , Wakefield, 01880, Massachusetts",NA,NA,"NA NA"
"1641","Wakefield: Early Childhood Center at the Doyle School","03050001","11 Paul Avenue","","Wakefield","01880","11 Paul Avenue, , Wakefield, 01880, Massachusetts",NA,NA,"NA NA"
"1642","Wakefield: Galvin Middle School","03050310","525 Main Street","","Wakefield","01880","525 Main Street, , Wakefield, 01880, Massachusetts",NA,NA,"NA NA"
"1643","Wakefield: Greenwood","03050020","1030 Main Street","","Wakefield","01880","1030 Main Street, , Wakefield, 01880, Massachusetts",NA,NA,"NA NA"
"1644","Wakefield: Wakefield Memorial High","03050505","60 Farm Street","","Wakefield","01880","60 Farm Street, , Wakefield, 01880, Massachusetts",NA,NA,"NA NA"
"1645","Wakefield: Walton","03050040","18 Davidson Road","","Wakefield","01880","18 Davidson Road, , Wakefield, 01880, Massachusetts",NA,NA,"NA NA"
"1646","Wakefield: Woodville School","03050015","30 Farm Street","","Wakefield","01880","30 Farm Street, , Wakefield, 01880, Massachusetts",NA,NA,"NA NA"
"1647","Wales: Wales Elementary","03060005","PO Box 247","","Wales","01081","PO Box 247, , Wales, 01081, Massachusetts",NA,NA,"NA NA"
"1648","Walpole: Bird Middle","03070305","625 Washington Street","","East Walpole","02032","625 Washington Street, , East Walpole, 02032, Massachusetts",NA,NA,"NA NA"
"1649","Walpole: Boyden","03070010","1852 Washington Street","","Walpole","02081","1852 Washington Street, , Walpole, 02081, Massachusetts",NA,NA,"NA NA"
"1650","Walpole: Daniel Feeney Preschool Center","03070002","415 Elm Street","","Walpole","02081","415 Elm Street, , Walpole, 02081, Massachusetts",NA,NA,"NA NA"
"1651","Walpole: Eleanor N Johnson Middle","03070310","111 Robbins Road","","Walpole","02081","111 Robbins Road, , Walpole, 02081, Massachusetts",NA,NA,"NA NA"
"1652","Walpole: Elm Street School","03070005","415 Elm Street","","Walpole","02081","415 Elm Street, , Walpole, 02081, Massachusetts",NA,NA,"NA NA"
"1653","Walpole: Fisher","03070015","65 Gould Street","","Walpole","02081","65 Gould Street, , Walpole, 02081, Massachusetts",NA,NA,"NA NA"
"1654","Walpole: Old Post Road","03070018","99 Old Post Road","","East Walpole","02032","99 Old Post Road, , East Walpole, 02032, Massachusetts",NA,NA,"NA NA"
"1655","Walpole: Walpole High","03070505","275 Common Street","","Walpole","02081","275 Common Street, , Walpole, 02081, Massachusetts",NA,NA,"NA NA"
"1656","Waltham: Douglas MacArthur Elementary School","03080032","494 Lincoln Street","","Waltham","02451","494 Lincoln Street, , Waltham, 02451, Massachusetts",NA,NA,"NA NA"
"1657","Waltham: Henry Whittemore Elementary School","03080065","30 Parmenter Road","","Waltham","02453","30 Parmenter Road, , Waltham, 02453, Massachusetts",NA,NA,"NA NA"
"1658","Waltham: James Fitzgerald Elementary School","03080060","140 Beal Road","","Waltham","02453","140 Beal Road, , Waltham, 02453, Massachusetts",NA,NA,"NA NA"
"1659","Waltham: John F Kennedy Middle","03080404","655 Lexington St","","Waltham","02452","655 Lexington St, , Waltham, 02452, Massachusetts",NA,NA,"NA NA"
"1660","Waltham: John W. McDevitt Middle School","03080415","75 Church Street","","Waltham","02453","75 Church Street, , Waltham, 02453, Massachusetts",NA,NA,"NA NA"
"1661","Waltham: Northeast Elementary School","03080040","70 Putney Lane","","Waltham","02452","70 Putney Lane, , Waltham, 02452, Massachusetts",NA,NA,"NA NA"
"1662","Waltham: Thomas R Plympton Elementary School","03080050","20 Farnsworth Street","","Waltham","02451","20 Farnsworth Street, , Waltham, 02451, Massachusetts",NA,NA,"NA NA"
"1663","Waltham: Waltham Sr High","03080505","617 Lexington Street","","Waltham","02452","617 Lexington Street, , Waltham, 02452, Massachusetts",NA,NA,"NA NA"
"1664","Waltham: William F. Stanley Elementary School","03080005","250 South Street","","Waltham","02453","250 South Street, , Waltham, 02453, Massachusetts",NA,NA,"NA NA"
"1665","Ware: Stanley M Koziol Elementary School","03090020","4 Gould Rd","","Ware","01082","4 Gould Rd, , Ware, 01082, Massachusetts",NA,NA,"NA NA"
"1666","Ware: Ware Junior/Senior High School","03090505","237 West Street","","Ware","01082","237 West Street, , Ware, 01082, Massachusetts",NA,NA,"NA NA"
"1667","Ware: Ware Middle School","03090305","239 West Street","","Ware","01082","239 West Street, , Ware, 01082, Massachusetts",NA,NA,"NA NA"
"1668","Wareham: John William Decas","03100003","760 Main Street","","Wareham","02576","760 Main Street, , Wareham, 02576, Massachusetts",NA,NA,"NA NA"
"1669","Wareham: Minot Forest","03100017","85 Minot Avenue","","Wareham","02571","85 Minot Avenue, , Wareham, 02571, Massachusetts",NA,NA,"NA NA"
"1670","Wareham: Wareham Cooperative Junior/Senior High School","03100315","3 Viking Drive","","Wareham","02571","3 Viking Drive, , Wareham, 02571, Massachusetts",NA,NA,"NA NA"
"1671","Wareham: Wareham Middle","03100305","4 Viking Drive","","Wareham","02571","4 Viking Drive, , Wareham, 02571, Massachusetts",NA,NA,"NA NA"
"1672","Wareham: Wareham Senior High","03100505","7 Viking Drive","","Wareham","02571","7 Viking Drive, , Wareham, 02571, Massachusetts",NA,NA,"NA NA"
"1673","Watertown: Cunniff","03140015","246 Warren Street","","Watertown","02472","246 Warren Street, , Watertown, 02472, Massachusetts",NA,NA,"NA NA"
"1674","Watertown: Hosmer","03140020","1 Concord Rd","","Watertown","02472","1 Concord Rd, , Watertown, 02472, Massachusetts",NA,NA,"NA NA"
"1675","Watertown: James Russell Lowell","03140025","175 Orchard Street","","Watertown","02472","175 Orchard Street, , Watertown, 02472, Massachusetts",NA,NA,"NA NA"
"1676","Watertown: Watertown High","03140505","50 Columbia Street","","Watertown","02472","50 Columbia Street, , Watertown, 02472, Massachusetts",NA,NA,"NA NA"
"1677","Watertown: Watertown Middle","03140305","68 Waverley Avenue","","Watertown","02472","68 Waverley Avenue, , Watertown, 02472, Massachusetts",NA,NA,"NA NA"
"1678","Wayland: Claypit Hill School","03150005","40 Adams Lane","","Wayland","01778","40 Adams Lane, , Wayland, 01778, Massachusetts",NA,NA,"NA NA"
"1679","Wayland: Happy Hollow School","03150015","63 Pequot Rd","","Wayland","01778","63 Pequot Rd, , Wayland, 01778, Massachusetts",NA,NA,"NA NA"
"1680","Wayland: Loker School","03150020","47 Loker Street","","Wayland","01778","47 Loker Street, , Wayland, 01778, Massachusetts",NA,NA,"NA NA"
"1681","Wayland: Wayland High School","03150505","264 Old Connecticut Path","","Wayland","01778","264 Old Connecticut Path, , Wayland, 01778, Massachusetts",NA,NA,"NA NA"
"1682","Wayland: Wayland Middle School","03150305","201 Main Street","","Wayland","01778","201 Main Street, , Wayland, 01778, Massachusetts",NA,NA,"NA NA"
"1683","Webster: Bartlett High School","03160505","52 Lake Parkway","","Webster","01570","52 Lake Parkway, , Webster, 01570, Massachusetts",NA,NA,"NA NA"
"1684","Webster: Park Avenue Elementary","03160015","58 Park Avenue","","Webster","01570","58 Park Avenue, , Webster, 01570, Massachusetts",NA,NA,"NA NA"
"1685","Webster: Webster Middle School","03160315","75 Poland Street","","Webster","01570","75 Poland Street, , Webster, 01570, Massachusetts",NA,NA,"NA NA"
"1686","Wellesley: Ernest F Upham","03170050","35 Wynnewood Rd","","Wellesley","02481","35 Wynnewood Rd, , Wellesley, 02481, Massachusetts",NA,NA,"NA NA"
