"","school","org.code","lon","lat"
"1194","Bridge Street School Northampton MA","02100005",-72.628176,42.320789
"1195","Jackson Street School Northampton MA","02100020",-72.645327,42.329653
"1196","John F Kennedy Middle School School Northampton MA","02100410",-72.633269,42.31456
"1197","Leeds School Northampton MA","02100025",-72.633269,42.31456
"1198","Northampton High School Northampton MA","02100505",-72.639513,42.360059
"1199","R. K. Finn Ryan Road School Northampton MA","02100029",-72.633259,42.3257
"1200","Algonquin Regional High School Northborough MA","07300505",-72.080316,42.277968
"1201","Fannie E Proctor School Northborough MA","02130015",-71.63899,42.319814
"1202","Lincoln Street School Northborough MA","02130003",-71.654332,42.311597
"1203","Marguerite E Peaslee School Northborough MA","02130014",-71.63899,42.319814
"1204","Marion E Zeh School Northborough MA","02130020",-71.651082,42.13628
"1205","Robert E. Melican Middle School School Northborough MA","02130305",-71.63899,42.319814
"1206","Northbridge Elementary School Northbridge MA","02140005",-71.650447,42.154016
"1207","Northbridge High School Northbridge MA","02140505",-72.080316,42.277968
"1208","Northbridge Middle School Northbridge MA","02140305",-71.650447,42.154016
"1209","W Edward Balmer School Northbridge MA","02140001",-71.650447,42.154016
"1210","Northeast Metro Regional Vocational School Wakefield MA","08530605",-71.092051,42.140229
"1211","Charles McCann Vocational Technical School North Adams MA","08510605",-73.127484,42.698799
"1212","Henri A. Yelle School Norton MA","02180060",-71.142271,41.754899
"1213","J C Solmonese School Norton MA","02180015",-71.244216,41.965133
"1214","L G Nourse Elementary School Norton MA","02180010",-71.244216,41.965133
"1215","Norton High School Norton MA","02180505",-70.933679,41.597434
"1216","Norton Middle School Norton MA","02180305",-71.165589,41.991786
"1217","Grace Farrar Cole School Norwell MA","02190005",-70.759879,42.169861
"1218","Norwell High School Norwell MA","02190505",-70.818336,42.173169
"1219","Norwell Middle School School Norwell MA","02190405",-70.818336,42.173169
"1220","William G Vinal School Norwell MA","02190020",-71.803643,42.577715
"1221","Balch School Norwood MA","02200005",-71.20316,42.19724
"1222","Charles J Prescott School Norwood MA","02200025",-71.21037,42.19529
"1223","Cornelius M Callahan School Norwood MA","02200010",-71.20316,42.19724
"1224","Dr. Philip O. Coakley Middle School School Norwood MA","02200305",-71.20316,42.19724
"1225","F A Cleveland School Norwood MA","02200015",-71.194369,42.19462
"1226","George F. Willett School Norwood MA","02200075",-71.221449,42.18477
"1227","John P Oldham School Norwood MA","02200020",-70.809191,42.07244
"1228","Norwood High School Norwood MA","02200505",-71.205869,42.19789
"1229","Oak Bluffs Elementary School Oak Bluffs MA","02210005",-70.557547,41.45755
"1230","Old Colony Regional Vocational Technical School Rochester MA","08550605",-71.293579,42.246159
"1231","Old Rochester Regional High School Mattapoisett MA","07400505",-70.820219,41.767683
"1232","Old Rochester Regional Jr High School Mattapoisett MA","07400405",-70.820219,41.767683
"1233","Butterfield School Orange MA","02230003",-72.307703,42.591895
"1234","Dexter Park School Orange MA","02230010",-72.308308,42.59684
"1235","Fisher Hill School Orange MA","02230015",-72.936324,42.59005
"1236","Orleans Elementary School Orleans MA","02240005",-69.987217,41.790575
"1237","Alfred M Chaffee School Oxford MA","02260010",-73.413265,42.236008
"1238","Clara Barton School Oxford MA","02260005",-71.167664,42.346638
"1239","Oxford High School Oxford MA","02260505",-71.86479,42.11676
"1240","Oxford Middle School Oxford MA","02260405",-71.86479,42.11676
"1241","Converse Middle School Palmer MA","02270305",-72.328648,42.160509
"1242","Old Mill Pond School Palmer MA","02270008",-73.259968,42.443602
"1243","Palmer High School Palmer MA","02270505",-72.345753,42.204547
"1244","Pathfinder Vocational Technical School Palmer MA","08600605",-72.324708,42.156093
"1245","Paulo Freire Social Justice Charter School School Northampton MA","35010505",-72.633269,42.31456
"1246","Captain Samuel Brown School Peabody MA","02290005",-70.6372,41.716238
"1247","Center School Peabody MA","02290015",-70.919444,42.527913
"1248","J Henry Higgins Middle School Peabody MA","02290305",-70.955163,42.529778
"1249","John E Burke School Peabody MA","02290007",-70.92206,42.519815
"1250","John E. McCarthy School Peabody MA","02290016",-70.961793,42.512375
"1251","Peabody Veterans Memorial High School Peabody MA","02290510",-70.952085,42.50365
"1252","South Memorial School Peabody MA","02290035",-70.931096,42.52612
"1253","Thomas Carroll School Peabody MA","02290010",-70.996044,42.536763
"1254","West Memorial School Peabody MA","02290045",-70.931096,42.52612
"1255","William A Welch Sr School Peabody MA","02290027",-71.803643,42.577715
"1256","Pelham Elementary School Pelham MA","02300005",-72.493382,42.376722
"1257","Bryantville Elementary School Pembroke MA","02310003",-70.842074,42.043512
"1258","Hobomock Elementary School Pembroke MA","02310010",-70.811101,42.057469
"1259","North Pembroke Elementary School Pembroke MA","02310015",-70.761659,42.101497
"1260","Pembroke Community Middle School School Pembroke MA","02310305",-70.761659,42.101497
"1261","Pembroke High School School Pembroke MA","02310505",-70.761659,42.101497
"1262","Dr Frederick N Sweetsir School Merrimac MA","07450020",-71.002372,42.833802
"1263","Dr John C Page School School West Newbury MA","07450015",-73.117181,42.704197
"1264","Elmer S Bagnall School Groveland MA","07450005",-71.033591,42.762358
"1265","Helen R Donaghue School School Merrimac MA","07450010",-71.002372,42.833802
"1266","Pentucket Regional Middle School West Newbury MA","07450405",-70.991011,42.771505
"1267","Pentucket Regional Sr High School West Newbury MA","07450505",-70.863057,42.801418
"1268","Petersham Center School Petersham MA","02340005",-72.207022,42.374691
"1269","Phoenix Charter Academy School Chelsea MA","04930505",-71.040483,42.38859
"1270","Pioneer Charter School of Science School Everett MA","04940205",-71.060707,42.40329
"1271","Pioneer Charter School of Science II (PCSS-II) School Everett MA","35060505",-71.060707,42.40329
"1272","Pioneer Valley Chinese Immersion Charter School School Hadley MA","04970205",-72.469304,42.07203
"1273","Pioneer Valley Performing Arts Charter Public School School South Hadley MA","04790505",-72.592029,42.217591
"1274","Bernardston Elementary School Bernardston MA","07500006",-72.562153,42.65643
"1275","Northfield Elementary School Northfield MA","07500008",-72.448329,42.709761
"1276","Pearl E Rhodes Elementary School Leyden MA","07500007",-72.600728,42.587923
"1277","Pioneer Valley Regional School Northfield MA","07500505",-72.45106,42.696284
"1278","Warwick Community School School Warwick MA","07500009",-72.332021,42.596043
"1279","Allendale School Pittsfield MA","02360010",-73.21816,42.461687
"1280","Crosby School Pittsfield MA","02360065",-73.248877,42.4495
"1281","Egremont School Pittsfield MA","02360035",-73.227571,42.440605
"1282","John T Reid Middle School Pittsfield MA","02360305",-73.262676,42.452911
"1283","Morningside Community School School Pittsfield MA","02360055",-73.201121,42.47061
"1284","Pittsfield High School Pittsfield MA","02360505",-73.265811,42.403382
"1285","Robert T. Capeless Elementary School School Pittsfield MA","02360045",-73.289081,42.453635
"1286","Silvio O Conte Community School Pittsfield MA","02360105",-73.305893,42.429061
"1287","Stearns School Pittsfield MA","02360090",-73.30881,42.433197
"1288","Taconic High School Pittsfield MA","02360510",-73.254965,42.44425
"1289","Theodore Herberg Middle School Pittsfield MA","02360310",-73.25359,42.449408
"1290","Williams School Pittsfield MA","02360100",-73.246285,42.437335
"1291","Anna Ware Jackson School Plainville MA","02380010",-72.244458,42.298646
"1292","Beatrice H Wood Elementary School Plainville MA","02380005",-71.33657,42.00572
"1293","Cold Spring School Plymouth MA","02390005",-73.120516,42.161305
"1294","Federal Furnace School School Plymouth MA","02390011",-70.692404,41.944212
"1295","Hedge School Plymouth MA","02390010",-70.687593,41.976611
"1296","Indian Brook School Plymouth MA","02390012",-70.57082,41.867664
"1297","Manomet Elementary School Plymouth MA","02390015",-70.545296,41.903027
"1298","Mount Pleasant School Plymouth MA","02390003",-70.655779,41.950052
"1299","Nathaniel Morton Elementary School Plymouth MA","02390030",-70.680936,41.951349
"1300","Plymouth Commun Intermediate School Plymouth MA","02390405",-70.664844,41.955594
"1301","Plymouth North High School Plymouth MA","02390505",-71.018535,42.456356
"1302","Plymouth South High School Plymouth MA","02390515",-70.664844,41.955594
"1303","Plymouth South Middle School Plymouth MA","02390305",-70.981206,41.93249
"1304","South Elementary School Plymouth MA","02390046",-70.664844,41.955594
"1305","West Elementary School Plymouth MA","02390047",-71.749482,42.565721
"1306","Dennett Elementary School Plympton MA","02400010",-71.247298,42.150425
"1307","Prospect Hill Academy Charter School School Cambridge MA","04870550",-71.104051,42.365614
"1308","Provincetown Schools School Provincetown MA","02420020",-70.199452,42.038913
"1309","Hardwick Elementary School Hardwick MA","07530005",-72.204532,42.328266
"1310","Hubbardston Center School Hubbardston MA","07530010",-71.7149,42.174979
"1311","New Braintree Grade School New Braintree MA","07530020",-71.027529,42.226095
"1312","Oakham Center School Oakham MA","07530025",-72.040947,42.32009
"1313","Quabbin Regional High School School Barre MA","07530505",-72.103141,42.42454
"1314","Quabbin Regional Middle School School Barre MA","07530405",-72.103141,42.42454
"1315","Ruggles Lane School Barre MA","07530030",-72.110652,42.426978
"1316","Quaboag Regional High School Warren MA","07780505",-72.195933,42.213515
"1317","Warren Elementary School Warren MA","07780005",-72.165393,42.238593
"1318","West Brookfield Elementary School West Brookfield MA","07780010",-72.11483,42.218734
"1319","Atherton Hough School Quincy MA","02430040",-70.99461,42.24485
"1320","Atlantic Middle School Quincy MA","02430305",-71.03349,42.28219
"1321","Beechwood Knoll Elementary School Quincy MA","02430020",-70.795444,42.228767
"1322","Broad Meadows Middle School Quincy MA","02430310",-70.99613,42.25476
"1323","Central Middle School Quincy MA","02430315",-71.122774,42.483348
"1324","Charles A Bernazzani Elementary School Quincy MA","02430025",-70.95666,42.26719
"1325","Clifford H Marshall Elementary School Quincy MA","02430055",-71.019961,42.278065
"1326","Francis W Parker School Quincy MA","02430075",-71.000109,42.25174
"1327","Lincoln-Hancock Community School School Quincy MA","02430035",-71.281722,42.407609
"1328","Merrymount School Quincy MA","02430060",-71.00707,42.25613
"1329","Montclair School Quincy MA","02430065",-71.03724,42.27363
"1330","North Quincy High School Quincy MA","02430510",-71.00516,42.24252
"1331","Point Webster Middle School Quincy MA","02430325",-71.83263,42.24059
"1332","Quincy High School Quincy MA","02430505",-71.00516,42.24252
"1333","Reay E Sterling Middle School Quincy MA","02430320",-71.761821,42.407306
"1334","Snug Harbor Community School School Quincy MA","02430090",-70.9656,42.254169
"1335","Squantum School Quincy MA","02430095",-71.02785,42.27581
"1336","Wollaston School School Quincy MA","02430110",-71.014389,42.26665
"1337","Pathways Early College Innovation School School Gardner MA","07550515",-71.988965,42.578427
"1338","Ralph C Mahar Regional School Orange MA","07550505",-72.307703,42.591895
"1339","The Gateway to College School Gardner MA","07550525",-71.988965,42.578427
"1340","Elizabeth G Lyons Elementary School Randolph MA","02440020",-71.06485,42.18569
"1341","J F Kennedy Elementary School Randolph MA","02440018",-71.03672,42.178509
"1342","Margaret L Donovan School Randolph MA","02440015",-71.053986,42.156174
"1343","Martin E Young Elementary School Randolph MA","02440040",-71.04674,42.1553
"1344","Randolph Community Middle School Randolph MA","02440410",-71.029339,42.186679
"1345","Randolph High School Randolph MA","02440505",-71.029339,42.186679
"1346","Alice M Barrows School Reading MA","02460002",-71.126173,42.534718
"1347","Arthur W Coolidge Middle School Reading MA","02460305",-71.120612,42.517815
"1348","Birch Meadow School Reading MA","02460005",-71.112017,42.537437
"1349","J Warren Killam School Reading MA","02460017",-71.107556,42.518813
"1350","Joshua Eaton School Reading MA","02460010",-71.09521,42.525351
"1351","RISE PreSchool School Reading MA","02460001",-71.108983,42.524318
"1352","Reading Memorial High School Reading MA","02460505",-71.10313,42.538705
"1353","Walter S Parker Middle School Reading MA","02460310",-71.101047,42.523332
"1354","Wood End Elementary School School Reading MA","02460020",-71.110875,42.527204
"1355","A. C. Whelan Elementary School School Revere MA","02480003",-71.008736,42.40888
"1356","Abraham Lincoln School Revere MA","02480025",-71.281722,42.407609
"1357","Beachmont Veterans Memorial School School Revere MA","02480013",-70.985004,42.398233
"1358","Garfield Elementary School School Revere MA","02480056",-70.992685,42.407202
"1359","Garfield Middle School School Revere MA","02480057",-70.992685,42.407202
"1360","Paul Revere School Revere MA","02480050",-71.008836,42.416928
"1361","Revere High School Revere MA","02480505",-71.008836,42.416928
"1362","Rumney Marsh Academy School Revere MA","02480014",-71.005873,42.419516
"1363","Seacoast School School Revere MA","02480520",-71.008736,42.40888
"1364","Susan B. Anthony Middle School School Revere MA","02480305",-71.008736,42.40888
"1365","William McKinley School Revere MA","02480035",-70.996704,42.418533
"1366","Richmond Consolidated School Richmond MA","02490005",-73.318187,42.352078
"1367","Rising Tide Charter Public School School Plymouth MA","04830305",-73.360795,42.193109
"1368","River Valley Charter School School Newburyport MA","04820050",-70.869959,42.809394
"1369","Rochester Memorial School Rochester MA","02500005",-71.132534,41.72211
"1370","Jefferson Elementary School School Rockland MA","02510060",-71.877305,42.411473
"1371","John W Rogers Middle School Rockland MA","02510305",-70.91616,42.13066
"1372","Memorial Park School Rockland MA","02510020",-70.91616,42.13066
"1373","R Stewart Esten School Rockland MA","02510025",-70.77432,41.994633
"1374","Rockland Senior High School Rockland MA","02510505",-70.91616,42.13066
"1375","Rockport Elementary School Rockport MA","02520005",-70.62032,42.65565
"1376","Rockport High School Rockport MA","02520510",-70.62032,42.65565
"1377","Rockport Middle School Rockport MA","02520305",-70.62032,42.65565
"1378","Rowe Elementary School Charlemont MA","02530005",-72.842658,42.685068
"1379","Roxbury Preparatory Charter School School Boston MA","04840505",-71.0851,42.328899
"1380","Sabis International Charter School School Springfield MA","04410505",-72.574378,42.108114
"1381","Salem Academy Charter School School Salem MA","04850485",-70.890265,42.52128
"1382","Salem Community Charter School School Salem MA","04670505",-70.890265,42.52128
"1383","Bates School Salem MA","02580003",-70.907454,42.527375
"1384","Bentley School Salem MA","02580005",-70.886134,42.523396
"1385","Carlton School Salem MA","02580015",-70.885172,42.524159
"1386","Collins Middle School Salem MA","02580305",-70.888182,42.528123
"1387","Horace Mann Laboratory School Salem MA","02580030",-70.932144,42.491166
"1388","Nathaniel Bowditch School Salem MA","02580025",-70.90411,42.52898
"1389","Salem Early Childhood School Salem MA","02580001",-70.890894,42.514336
"1390","Salem High School Salem MA","02580505",-70.891613,42.517664
"1391","Salem Prep High School School Salem MA","02580515",-70.904821,42.528191
"1392","Saltonstall School School Salem MA","02580050",-70.892166,42.512817
"1393","Witchcraft Heights School Salem MA","02580070",-70.918684,42.517949
"1394","Forestdale School Sandwich MA","02610010",-70.5093,41.675328
"1395","Henry T Wing School Sandwich MA","02610005",-70.497024,41.755987
"1396","Oak Ridge School Sandwich MA","02610025",-70.497024,41.755987
"1397","Sandwich High School Sandwich MA","02610505",-70.526671,41.769505
"1398","Ballard School School Saugus MA","02620001",-70.990387,42.455191
"1399","Belmonte Saugus Middle School Saugus MA","02620305",-71.169929,42.380292
"1400","Douglas Waybright School Saugus MA","02620067",-71.755966,42.054318
"1401","Lynnhurst School Saugus MA","02620040",-71.007517,42.453331
"1402","Oaklandvale School Saugus MA","02620050",-71.034172,42.473458
"1403","Saugus High School Saugus MA","02620505",-71.006469,42.442178
"1404","Veterans Memorial School Saugus MA","02620065",-71.007517,42.453331
"1405","Emma L Miller Elementary School School Savoy MA","02630010",-70.742211,42.118224
"1406","Cushing Elementary School Scituate MA","02640007",-70.747757,42.172598
"1407","Gates Intermediate School School Scituate MA","02640305",-70.742874,42.193846
"1408","Hatherly Elementary School Scituate MA","02640010",-70.728532,42.202434
"1409","Jenkins Elementary School School Scituate MA","02640015",-70.747149,42.181335
"1410","Scituate High School School Scituate MA","02640505",-70.731399,42.20554
"1411","Wampatuck Elementary School Scituate MA","02640020",-70.727848,42.209119
"1412","Dr. Kevin M. Hurley Middle School School Seekonk MA","02650405",-71.319694,41.788173
"1413","George R Martin School Seekonk MA","02650007",-71.315711,41.779934
"1414","Mildred Aitken School School Seekonk MA","02650015",-71.319694,41.788173
"1415","Seekonk High School Seekonk MA","02650505",-71.319694,41.788173
"1416","Seven Hills Charter School School Worcester MA","04860105",-71.800272,42.268938
"1417","Cottage Street School Sharon MA","02660005",-71.17369,42.12019
"1418","East Elementary School Sharon MA","02660010",-71.179369,42.12607
"1419","Heights Elementary School Sharon MA","02660015",-71.179369,42.12607
"1420","Sharon High School Sharon MA","02660505",-71.17271,42.123639
"1421","Sharon Middle School Sharon MA","02660305",-71.19836,42.106539
"1422","Shawsheen Valley Vocational Technical High School School Billerica MA","08710605",-71.194142,42.556629
"1423","Pine Hill School Sherborn MA","02690010",-72.936324,42.59005
"1424","Beal School School Shrewsbury MA","02710005",-71.692568,42.296392
"1425","Calvin Coolidge School Shrewsbury MA","02710015",-71.692568,42.296392
"1426","Floral Street School School Shrewsbury MA","02710020",-71.696933,42.282623
"1427","Oak Middle School School Shrewsbury MA","02710030",-71.692568,42.296392
"1428","Parker Road Preschool School Shrewsbury MA","02710040",-71.75319,42.279166
"1429","Sherwood Middle School School Shrewsbury MA","02710305",-71.728275,42.284244
"1430","Shrewsbury Sr High School Shrewsbury MA","02710505",-71.751449,42.273303
"1431","Spring Street School Shrewsbury MA","02710035",-71.712246,42.300616
"1432","Walter J Paton School Shrewsbury MA","02710025",-71.711993,42.290794
"1433","Shutesbury Elementary School Shutesbury MA","02720005",-72.404206,42.396069
"1434","Silver Hill Horace Mann Charter School School Haverhill MA","04770010",-71.071049,42.776033
"1435","Silver Lake Regional High School Kingston MA","07600505",-71.187456,42.567772
"1436","Silver Lake Regional Middle School School Kingston MA","07600405",-71.187456,42.567772
"1437","Smith Leadership Academy Charter Public School School Boston MA","04190305",-71.097331,42.321067
"1438","Somerset Berkley Regional High School School Somerset MA","07630505",-71.102453,41.848959
"1439","Chace Street School Somerset MA","02730005",-71.139192,41.758427
"1440","North Elementary School Somerset MA","02730008",-71.749482,42.565721
"1441","Somerset Middle School School Somerset MA","02730305",-71.15807,41.729406
"1442","South School Somerset MA","02730015",-71.125772,41.769647
"1443","Wilbur School Somerset MA","02730025",-71.159874,41.722999
"1444","Albert F. Argenziano School at Lincoln Park School Somerville MA","02740087",-71.080612,42.385768
"1445","Arthur D Healey School Somerville MA","02740075",-70.918092,42.304643
"1446","Benjamin G Brown School Somerville MA","02740015",-71.101666,42.38254
"1447","Capuano Early Childhood Center School Somerville MA","02740005",-71.7149,42.174979
"1448","E Somerville Community School Somerville MA","02740111",-71.089263,42.377264
"1449","Full Circle High School School Somerville MA","02740510",-71.101666,42.38254
"1450","John F Kennedy School Somerville MA","02740083",-71.110478,42.382611
"1451","Next Wave Junior High School Somerville MA","02740410",-71.128959,42.409388
"1452","Somerville High School Somerville MA","02740505",-71.089263,42.377264
"1453","West Somerville Neighborhood School Somerville MA","02740115",-71.089263,42.377264
"1454","Winter Hill Community School Somerville MA","02740120",-71.095281,42.393533
"1455","Michael E. Smith Middle School School South Hadley MA","02780305",-72.592029,42.217591
"1456","Mosier School South Hadley MA","02780020",-72.58041,42.24491
"1457","Plains Elementary School South Hadley MA","02780015",-72.592029,42.217591
"1458","South Hadley High School South Hadley MA","02780505",-72.575482,42.259471
"1459","Joseph P Keefe Technical High School School Framingham MA","08290605",-71.396234,42.321368
"1460","South Shore Charter Public School School Norwell MA","04880550",-70.830244,42.178661
"1461","So Shore Vocational Technical High School Hanover MA","08730605",-70.871147,42.108036
"1462","William E Norris School Southampton MA","02750005",-71.803643,42.577715
"1463","Albert S. Woodward Memorial School School Southborough MA","02760050",-71.52451,42.30565
"1464","Margaret A Neary School Southborough MA","02760020",-71.52451,42.30565
"1465","Mary E Finn School School Southborough MA","02760008",-71.52451,42.30565
"1466","P Brent Trottier School Southborough MA","02760305",-71.027529,42.226095
"1467","Charlton Street School Southbridge MA","02770005",-72.030352,42.078677
"1468","Eastford Road School Southbridge MA","02770010",-72.03733,42.069162
"1469","Southbridge Middle/High School School Southbridge MA","02770415",-72.044418,42.080075
"1470","West Street School Southbridge MA","02770020",-71.092051,42.140229
"1471","Southeastern Regional Vocational Technical School Easton MA","08720605",-71.01012,42.14871
"1472","Monterey School Sheffield MA","07650015",-73.209412,42.136745
"1473","Mt Everett Regional School Sheffield MA","07650505",-71.100315,42.420213
"1474","New Marlborough Central School Sheffield MA","07650018",-73.23478,42.121693
"1475","South Egremont School Sheffield MA","07650030",-73.400773,42.16995
"1476","Undermountain School Sheffield MA","07650035",-73.408761,42.122654
"1477","Bay Path Regional Vocational Technical High School School Charlton MA","08760605",-72.080316,42.277968
"1478","Granville Village School School Granville MA","07660205",-71.926696,42.208782
"1479","Powder Mill School Southwick MA","07660305",-72.77037,42.05482
"1480","Southwick-Tolland Regional High School Southwick MA","07660505",-72.77037,42.05482
"1481","Woodland Elementary School Southwick MA","07660010",-71.835193,42.227211
"1482","David Prouty High School Spencer MA","07670505",-71.996724,42.245587
"1483","East Brookfield Elementary School East Brookfield MA","07670008",-72.056297,42.225532
"1484","Knox Trail Junior High School Spencer MA","07670415",-71.996724,42.245587
"1485","Lake Street School Spencer MA","07670010",-71.986718,42.251532
"1486","Maple Street School School Spencer MA","07670005",-70.846308,42.263563
"1487","Wire Village School School Spencer MA","07670040",-72.002245,42.255054
"1488","Spirit of Knowledge Charter School School Worcester MA","04760505",-71.800272,42.268938
"1489","Alfred G Zanetti School Springfield MA","02810095",-72.610227,42.12061
"1490","Alice B Beal Elementary School Springfield MA","02810175",-72.541674,42.128385
"1491","Arthur T Talmadge School Springfield MA","02810165",-72.514073,42.094642
"1492","Balliet Middle School School Springfield MA","02810360",-72.553141,42.112697
"1493","Boland School School Springfield MA","02810010",-72.582199,42.104904
"1494","Brightwood School Springfield MA","02810025",-72.615989,42.12095
"1495","Chestnut Street Middle School Springfield MA","02810310",-72.587958,42.104413
"1496","Daniel B Brunton School Springfield MA","02810035",-72.514651,42.137671
"1497","Dryden Memorial School Springfield MA","02810125",-72.647943,42.189235
"1498","Early College High School School Springfield MA","02810565",-72.556978,42.113819
"1499","Elias Brookings School Springfield MA","02810030",-72.5374,42.090153
"1500","Forest Park Middle School Springfield MA","02810325",-72.575846,42.087995
"1501","Frank H Freedman School Springfield MA","02810075",-72.498837,42.118269
"1502","Frederick Harris School Springfield MA","02810080",-72.49591,42.138932
"1503","Gateway to College School Holyoke MA","02810575",-72.616311,42.212288
"1504","Gerena School Springfield MA","02810195",-72.582199,42.104904
"1505","Glenwood School Springfield MA","02810065",-72.5168,42.137256
"1506","Glickman Elementary School Springfield MA","02810068",-72.527714,42.136269
"1507","High School Of Commerce School Springfield MA","02810510",-72.582199,42.104904
"1508","High School/Science-Tech School Springfield MA","02810530",-72.582814,42.102062
"1509","Hiram L Dorman School Springfield MA","02810050",-72.497148,42.137484
"1510","Homer Street School Springfield MA","02810085",-72.55619,42.114064
"1511","Indian Orchard Elementary School Springfield MA","02810100",-72.610884,42.113881
"1512","John F Kennedy Middle School Springfield MA","02810328",-72.642212,42.222788
"1513","John J Duggan Middle School Springfield MA","02810320",-72.519553,42.124748
"1514","Kensington Avenue School Springfield MA","02810110",-72.562817,42.091623
"1515","Liberty School Springfield MA","02810115",-72.598052,42.104427
"1516","Liberty Preparatory Academy School Springfield MA","02810560",-70.885526,42.199348
"1517","Lincoln School Springfield MA","02810120",-72.578673,42.110289
"1518","M Marcus Kiley Middle School Springfield MA","02810330",-72.579244,42.129115
"1519","Margaret C Ells School Springfield MA","02810060",-72.582607,42.097448
"1520","Mary M Lynch School Springfield MA","02810140",-72.550812,42.099872
"1521","Mary M Walsh School Springfield MA","02810155",-72.531101,42.114377
"1522","Mary O Pottenger School Springfield MA","02810145",-72.61688,42.122594
"1523","Milton Bradley School School Springfield MA","02810023",-72.580841,42.103677
"1524","Putnam Vocational Technical High School School Springfield MA","02810620",-72.569165,42.138317
"1525","Rebecca M Johnson School Springfield MA","02810055",-72.563153,42.089613
"1526","STEM Middle Academy School Springfield MA","02810350",-72.579244,42.129115
"1527","Samuel Bowles School Springfield MA","02810020",-72.565052,42.113589
"1528","South End Middle School School Springfield MA","02810355",-72.553141,42.112697
"1529","Springfield Central High School Springfield MA","02810500",-72.600209,42.132553
"1530","Springfield High School School Springfield MA","02810570",-72.600209,42.132553
"1531","Springfield Public Day Elementary School School Springfield MA","02810005",-72.600209,42.132553
"1532","Springfield Public Day High School School Springfield MA","02810550",-72.600209,42.132553
"1533","Springfield Public Day Middle School School Springfield MA","02810345",-72.600209,42.132553
"1534","Sumner Avenue School Springfield MA","02810160",-72.573701,42.083109
"1535","The Springfield Renaissance School School Springfield MA","02810205",-72.600209,42.132553
"1536","Thomas M Balliet School Springfield MA","02810015",-72.632858,42.204135
"1537","Van Sickle Middle School School Springfield MA","02810340",-72.553141,42.112697
"1538","Warner School Springfield MA","02810180",-72.576919,42.08392
"1539","Washington School Springfield MA","02810185",-72.55469,42.082166
"1540","White Street School Springfield MA","02810190",-72.561508,42.096557
"1541","William N. DeBerry School Springfield MA","02810045",-72.585707,42.096319
"1542","Central School Stoneham MA","02840003",-71.122774,42.483348
"1543","Colonial Park School Stoneham MA","02840005",-71.832251,42.023993
"1544","Robin Hood School Stoneham MA","02840025",-71.108134,42.494813
"1545","South School Stoneham MA","02840030",-71.065827,42.376551
"1546","Stoneham High School Stoneham MA","02840505",-71.095036,42.487728
"1547","Stoneham Middle School School Stoneham MA","02840405",-71.099831,42.471624
"1548","Edwin A Jones Early Childhood Center School Stoughton MA","02850012",-72.044907,42.077984
"1549","Helen Hansen Elementary School Stoughton MA","02850010",-70.858688,42.06006
"1550","Joseph H Gibbons School Stoughton MA","02850025",-71.10227,42.1251
"1551","Joseph R Dawe Jr Elementary School Stoughton MA","02850014",-71.10227,42.1251
"1552","O'Donnell Middle School School Stoughton MA","02850405",-71.10227,42.1251
"1553","South Elementary School Stoughton MA","02850015",-71.10227,42.1251
"1554","Stoughton High School Stoughton MA","02850505",-71.10227,42.1251
"1555","West Elementary School Stoughton MA","02850020",-71.761594,42.528559
"1556","Burgess Elementary School Sturbridge MA","02870005",-71.671824,42.419635
"1557","Sturgis Charter Public School School Barnstable MA","04890505",-70.308285,41.69929
"1558","Ephraim Curtis Middle School Sudbury MA","02880305",-71.452595,42.369972
"1559","General John Nixon Elementary School Sudbury MA","02880025",-71.407303,42.342621
"1560","Israel Loring School School Sudbury MA","02880015",-71.431195,42.197944
"1561","Josiah Haynes School Sudbury MA","02880010",-71.404276,42.408978
"1562","Peter Noyes School Sudbury MA","02880030",-71.436342,42.372985
"1563","Sunderland Elementary School Sunderland MA","02890005",-71.122774,42.483348
"1564","Sutton Early Learning School Sutton MA","02900003",-71.774689,42.175795
"1565","Sutton Elementary School Sutton MA","02900005",-71.774689,42.175795
"1566","Sutton High School School Sutton MA","02900510",-71.762177,42.190574
"1567","Sutton Middle School School Sutton MA","02900305",-71.762177,42.190574
"1568","Clarke School Swampscott MA","02910005",-70.925399,42.47862
"1569","Hadley School Swampscott MA","02910010",-72.589997,42.350387
"1570","Stanley School Swampscott MA","02910020",-70.889933,42.480067
"1571","Swampscott High School Swampscott MA","02910505",-70.911458,42.474861
"1572","Swampscott Middle School Swampscott MA","02910305",-70.911458,42.474861
"1573","Elizabeth S Brown School Swansea MA","02920006",-71.219808,41.733936
"1574","Gardner School Swansea MA","02920015",-71.207752,41.724593
"1575","Joseph Case High School Swansea MA","02920505",-70.101612,41.280102
"1576","Joseph Case Jr High School Swansea MA","02920305",-70.101612,41.280102
"1577","Joseph G Luther School Swansea MA","02920020",-71.2114,41.752139
"1578","Mark G Hoyle Elementary School Swansea MA","02920017",-72.640106,42.101946
"1579","Tantasqua Regional Jr High School Sturbridge MA","07700405",-72.075047,42.166631
"1580","Tantasqua Regional Sr High School Sturbridge MA","07700505",-72.075047,42.166631
"1581","Tantasqua Regional Vocational School Sturbridge MA","07700605",-72.075047,42.166631
"1582","Benjamin Friedman Middle School Taunton MA","02930315",-71.103051,41.93193
"1583","Caleb Barnum School Taunton MA","02930005",-71.092402,41.894552
"1584","East Taunton Elementary School Taunton MA","02930010",-71.158771,41.935769
