"","school","org.code","lon","lat"
"396","Byam School School Chelmsford MA","00560030",-71.397782,42.612803
"397","Center Elementary School School Chelmsford MA","00560005",-71.122774,42.483348
"398","Charles D Harrington School Chelmsford MA","00560025",-71.071288,42.382715
"399","Chelmsford High School Chelmsford MA","00560505",-71.351449,42.596936
"400","Col Moses Parker School School Chelmsford MA","00560305",-71.397782,42.612803
"401","Community Education Center School Chelmsford MA","00560001",-71.7149,42.174979
"402","McCarthy Middle School School Chelmsford MA","00560310",-71.35946,42.617365
"403","South Row School Chelmsford MA","00560015",-71.397782,42.612803
"404","Chelsea High School Chelsea MA","00570505",-71.043461,42.390119
"405","Clark Avenue School School Chelsea MA","00570050",-71.030714,42.395523
"406","Edgar A Hooks Elementary School Chelsea MA","00570030",-71.040483,42.38859
"407","Eugene Wright Science and Technology Academy School Chelsea MA","00570045",-71.038969,42.389452
"408","Frank M Sokolowski Elementary School Chelsea MA","00570040",-71.040483,42.38859
"409","George F. Kelly Elementary School Chelsea MA","00570035",-71.029489,42.39801
"410","Joseph A. Browne School School Chelsea MA","00570055",-71.040483,42.38859
"411","Shurtleff Early Childhood School Chelsea MA","00570003",-71.036608,42.38747
"412","William A Berkowitz Elementary School Chelsea MA","00570025",-71.047347,42.387684
"413","New Hingham Regional Elementary School Chesterfield MA","06320025",-72.101962,42.380088
"414","Barry School Chicopee MA","00610003",-72.603568,42.15388
"415","Belcher School Chicopee MA","00610010",-72.580367,42.158511
"416","Bellamy Middle School Chicopee MA","00610305",-72.608779,42.18851
"417","Bowe School Chicopee MA","00610015",-72.612524,42.144763
"418","Bowie School Chicopee MA","00610020",-72.612524,42.144763
"419","Chicopee Academy School Chicopee MA","00610021",-72.607689,42.151021
"420","Chicopee Comprehensive High School School Chicopee MA","00610510",-72.607689,42.151021
"421","Chicopee High School Chicopee MA","00610505",-72.607689,42.151021
"422","Fairview Middle School Chicopee MA","00610310",-72.603631,42.144819
"423","Gen John J Stefanik School Chicopee MA","00610090",-72.571694,42.148519
"424","Lambert-Lavoie School Chicopee MA","00610040",-72.608276,42.168758
"425","Litwin School Chicopee MA","00610022",-72.519064,42.176472
"426","Selser School Chicopee MA","00610050",-72.608779,42.18851
"427","Streiber Memorial School School Chicopee MA","00610065",-72.602804,42.154904
"428","Szetela Early Childhood Center School Chicopee MA","00610001",-72.600259,42.161037
"429","Christa McAuliffe Regional Charter Public School School Framingham MA","04180305",-71.396234,42.321368
"430","City On A Hill Charter Public School School Boston MA","04370505",-71.05286,42.365828
"431","City on a Hill Charter Public School II School Boston MA","35040505",-71.05286,42.365828
"432","Clarksburg Elementary School Clarksburg MA","00630010",-73.10899,42.72667
"433","Clinton Elementary School Clinton MA","00640050",-71.689208,42.41312
"434","Clinton Middle School School Clinton MA","00640305",-71.689208,42.41312
"435","Clinton Senior High School Clinton MA","00640505",-71.689208,42.41312
"436","Codman Academy Charter Public School School Boston MA","04380505",-71.097331,42.321067
"437","Cohasset Middle/High School School Cohasset MA","00650505",-70.696908,42.11135
"438","Deer Hill School Cohasset MA","00650005",-70.80711,42.23701
"439","Joseph Osgood School Cohasset MA","00650010",-71.443018,42.126557
"440","Community Charter School of Cambridge School Cambridge MA","04360305",-71.094487,42.372912
"441","Community Day Charter Public School - Gateway School Lawrence MA","04260205",-71.178075,42.698063
"442","Community Day Charter Public School - Prospect School Lawrence MA","04400205",-71.147108,42.70784
"443","Community Day Charter Public School – R. Kingman Webster School Lawrence MA","04310205",-71.181314,42.704685
"444","Concord Carlisle High School Concord MA","06400505",-71.384034,42.541015
"445","Alcott School Concord MA","00670005",-71.334442,42.459593
"446","Concord Middle School Concord MA","00670305",-71.358134,42.455497
"447","Thoreau School Concord MA","00670020",-71.354362,42.455096
"448","Willard School Concord MA","00670030",-71.364589,42.463882
"449","Conservatory Lab Charter School School Boston MA","04390050",-71.05286,42.365828
"450","Conway Grammar School Conway MA","00680005",-72.609282,42.479403
"451","Danvers High School Danvers MA","00710505",-70.935666,42.565447
"452","Great Oak School Danvers MA","00710015",-70.937621,42.569483
"453","Highlands School Danvers MA","00710010",-70.969099,42.569409
"454","Holten Richmond Middle School School Danvers MA","00710305",-70.936814,42.566879
"455","Ivan G Smith School Danvers MA","00710032",-70.936814,42.566879
"456","Riverside School Danvers MA","00710030",-70.920969,42.54847
"457","Willis E Thorpe School Danvers MA","00710045",-70.921953,42.57384
"458","Andrew B. Cushman School School Dartmouth MA","00720005",-72.487583,42.423815
"459","Dartmouth High School Dartmouth MA","00720505",-71.034506,41.674785
"460","Dartmouth Middle School Dartmouth MA","00720050",-71.034506,41.674785
"461","George H Potter School Dartmouth MA","00720030",-71.310344,41.77302
"462","James M. Quinn School School Dartmouth MA","00720040",-70.764541,41.703848
"463","Joseph Demello School Dartmouth MA","00720015",-70.980682,41.622482
"464","Avery School Dedham MA","00730010",-71.165161,42.247263
"465","Dedham High School Dedham MA","00730505",-71.146103,42.252987
"466","Dedham Middle School School Dedham MA","00730305",-71.1739,42.247479
"467","Early Childhood Center School Dedham MA","00730005",-72.044907,42.077984
"468","Greenlodge School Dedham MA","00730025",-71.15607,42.23025
"469","Oakdale School Dedham MA","00730030",-71.15565,42.24413
"470","Riverdale School Dedham MA","00730045",-70.676628,42.632867
"471","Deerfield Elementary School Deerfield MA","00740015",-72.560882,42.553067
"472","Dennis-Yarmouth Regional High School Yarmouth MA","06450505",-70.286181,41.649874
"473","Ezra H Baker School Dennis MA","06450005",-70.182566,41.747419
"474","Laurence C MacArthur Elementary School Yarmouth MA","06450020",-71.161797,42.708469
"475","Marguerite E Small Elementary School Yarmouth MA","06450015",-70.276586,41.652529
"476","Mattacheese Middle School School Yarmouth MA","06450305",-70.276586,41.652529
"477","N H Wixon Middle School Dennis MA","06450310",-70.149818,41.671056
"478","Station Avenue Elementary School Yarmouth MA","06450025",-70.276586,41.652529
"479","Dighton Elementary School Dighton MA","06500005",-71.12032,41.81399
"480","Dighton Middle School School Dighton MA","06500305",-71.12032,41.81399
"481","Dighton-Rehoboth Regional High School School Dighton MA","06500505",-71.12032,41.81399
"482","Dorothy L Beckwith School Rehoboth MA","06500310",-71.254543,41.833075
"483","Palmer River School Rehoboth MA","06500010",-72.354346,42.175244
"484","Dorchester Collegiate Academy Charter School Boston MA","04750505",-71.062343,42.292728
"485","Douglas Early Childhood Center School Douglas MA","00770003",-71.755966,42.054318
"486","Douglas Elementary School School Douglas MA","00770010",-71.755966,42.054318
"487","Douglas High School School Douglas MA","00770505",-71.755966,42.054318
"488","Douglas Intermediate School School Douglas MA","00770100",-71.755966,42.054318
"489","Dover-Sherborn Regional High School Dover MA","06550505",-71.17271,42.123639
"490","Dover-Sherborn Regional Middle School School Dover MA","06550405",-71.231203,42.014976
"491","Chickering School Dover MA","00780005",-71.28641,42.25947
"492","Brookside Elementary School Dracut MA","00790035",-71.322626,42.664491
"493","Dracut Senior High School Dracut MA","00790505",-71.334415,42.659333
"494","George H. Englesby Intermediate School Dracut MA","00790040",-71.356053,42.674727
"495","Greenmont Avenue School Dracut MA","00790030",-71.308342,42.667697
"496","Joseph A Campbell Elementary School Dracut MA","00790020",-71.278987,42.657112
"497","Lakeview Junior High School Dracut MA","00790410",-71.372191,42.676645
"498","Parker Avenue School Dracut MA","00790025",-71.326045,42.668928
"499","Dudley Street Neighborhood Charter School School Boston MA","04070405",-71.067239,42.317983
"500","Charlton Elementary School Charlton MA","06580020",-71.935925,42.097964
"501","Charlton Middle School School Charlton MA","06580310",-71.935925,42.097964
"502","Dudley Elementary School Dudley MA","06580005",-71.982795,42.048803
"503","Dudley Middle School School Dudley MA","06580305",-71.883898,42.053166
"504","Heritage School School Charlton MA","06580030",-71.693002,42.44958
"505","Mason Road School School Dudley MA","06580010",-71.917419,42.058254
"506","Shepherd Hill Regional High School Dudley MA","06580505",-71.916079,42.0592
"507","Alden School School Duxbury MA","00820004",-70.67226,42.04177
"508","Chandler Elementary School Duxbury MA","00820006",-70.67226,42.04177
"509","Duxbury High School Duxbury MA","00820505",-70.67226,42.04177
"510","Duxbury Middle School Duxbury MA","00820305",-70.67226,42.04177
"511","Central School East Bridgewater MA","00830005",-70.959586,42.032938
"512","East Bridgewater High School East Bridgewater MA","00830505",-70.982591,41.941502
"513","Gordon W Mitchell School East Bridgewater MA","00830010",-70.028621,41.775651
"514","Birchland Park School East Longmeadow MA","00870305",-72.50568,42.065598
"515","East Longmeadow High School East Longmeadow MA","00870505",-72.580702,42.070806
"516","Mapleshade School East Longmeadow MA","00870010",-72.518562,42.072368
"517","Meadow Brook School East Longmeadow MA","00870013",-72.477251,42.048345
"518","Mountain View School East Longmeadow MA","00870015",-72.495454,42.069862
"519","Eastham Elementary School Eastham MA","00850005",-70.003903,41.843221
"520","Center School School Easthampton MA","00860005",-72.674256,42.26806
"521","Easthampton High School Easthampton MA","00860505",-72.75862,42.309387
"522","Maple School Easthampton MA","00860010",-72.666456,42.264897
"523","Neil A Pepin School Easthampton MA","00860020",-72.649211,42.275511
"524","White Brook Middle School School Easthampton MA","00860305",-72.67106,42.268501
"525","Center School School Easton MA","00880003",-72.044907,42.077984
"526","Easton Middle School School Easton MA","00880405",-70.718289,42.021338
"527","F L Olmsted School Easton MA","00880030",-73.251477,42.309219
"528","H H Richardson School School Easton MA","00880025",-71.924899,42.149478
"529","Moreau Hall School Easton MA","00880020",-72.881982,42.621133
"530","Oliver Ames High School Easton MA","00880505",-70.956066,42.08772
"531","Parkview Elementary School Easton MA","00880015",-71.107835,42.05075
"532","Edgartown Elementary School Edgartown MA","00890005",-70.556994,41.388287
"533","Edward M. Kennedy Academy for Health Careers (Horace Mann Charter School) School Boston MA","04520505",-71.097331,42.321067
"534","Erving Elementary School Erving MA","00910030",-72.875119,42.627848
"535","Essex Agricultural and Technical Institute School Danvers MA","09130705",-70.939858,42.564997
"536","Everett High School Everett MA","00930505",-71.063069,42.411977
"537","George Keverian School School Everett MA","00930028",-71.047039,42.406548
"538","Lafayette School School Everett MA","00930038",-71.044483,42.419523
"539","Madeline English School School Everett MA","00930018",-71.060707,42.40329
"540","Parlin School School Everett MA","00930058",-71.062029,42.406521
"541","Sumner G. Whittier School School Everett MA","00930010",-71.043255,42.419981
"542","Webster School School Everett MA","00930015",-71.83263,42.24059
"543","Excel Academy Charter School School Boston MA","04100205",-71.097331,42.321067
"544","Excel Academy Charter School - Boston II School Boston MA","04590305",-71.058216,42.358951
"545","Excel Academy Charter School - Chelsea School Chelsea MA","04610405",-71.040483,42.38859
"546","East Fairhaven School Fairhaven MA","00940010",-70.885397,41.644568
"547","Fairhaven High School Fairhaven MA","00940505",-70.885397,41.644568
"548","Hastings Middle School Fairhaven MA","00940305",-70.905378,41.634893
"549","Leroy Wood School Fairhaven MA","00940030",-70.909094,41.651572
"550","Rogers School Fairhaven MA","00940020",-70.894164,41.642299
"551","ACESE School Fall River MA","00950055",-71.153718,41.708351
"552","B M C Durfee High School Fall River MA","00950505",-71.156941,41.702571
"553","Carlton M. Viveiros Elementary School School Fall River MA","00950009",-71.153718,41.708351
"554","Henry Lord Middle School Fall River MA","00950310",-71.177521,41.695799
"555","James Tansey School Fall River MA","00950140",-71.142337,41.723534
"556","John J Doran School Fall River MA","00950045",-71.153891,41.697251
"557","Letourneau Elementary School School Fall River MA","00950013",-71.153718,41.708351
"558","Mary Fonseca Elementary School School Fall River MA","00950011",-71.153718,41.708351
"559","Matthew J Kuss Middle School Fall River MA","00950320",-71.177521,41.695799
"560","Morton Middle School Fall River MA","00950315",-71.177521,41.695799
"561","North End Elementary School Fall River MA","00950005",-71.147385,41.698026
"562","Resiliency Preparatory School School Fall River MA","00950325",-71.153718,41.708351
"563","Samuel Watson School Fall River MA","00950145",-71.16472,41.671226
"564","Spencer Borden School Fall River MA","00950130",-71.151808,41.668486
"565","Stone Therapeutic Day Middle School School Fall River MA","00950326",-71.128633,41.688295
"566","Talbot Innovation School School Fall River MA","00950305",-71.132511,41.696802
"567","William S Greene School Fall River MA","00950065",-71.162243,41.676401
"568","East Falmouth Elementary School Falmouth MA","00960005",-70.576812,41.57916
"569","Falmouth High School Falmouth MA","00960505",-70.624456,41.576599
"570","Lawrence School Falmouth MA","00960405",-71.161797,42.708469
"571","Morse Pond School School Falmouth MA","00960305",-70.606263,41.554275
"572","Mullen-Hall School Falmouth MA","00960020",-70.623894,41.542359
"573","North Falmouth Elementary School Falmouth MA","00960030",-70.62283,41.617674
"574","Teaticket School Falmouth MA","00960015",-70.623894,41.542359
"575","Farmington River Elementary School Otis MA","06620020",-71.396234,42.321368
"576","Arthur M Longsjo Middle School School Fitchburg MA","00970315",-71.808066,42.587092
"577","Crocker Elementary School Fitchburg MA","00970016",-71.804985,42.590201
"578","Fitchburg Alternative High School School Fitchburg MA","00970510",-71.808066,42.587092
"579","Fitchburg High School Fitchburg MA","00970505",-71.251969,42.049102
"580","McKay Arts Academy School Fitchburg MA","00970340",-71.804718,42.585701
"581","Memorial Intermediate School Fitchburg MA","00970048",-71.808066,42.587092
"582","Reingold Elementary School Fitchburg MA","00970043",-71.829614,42.569392
"583","South Street Elementary School Fitchburg MA","00970060",-71.808066,42.587092
"584","Abbott Memorial School Florida MA","00980005",-73.117181,42.704197
"585","Four Rivers Charter Public School School Greenfield MA","04130505",-72.600728,42.587923
"586","Foxborough Regional Charter School School Foxborough MA","04460550",-71.24783,42.06538
"587","Charles Taylor Elementary School Foxborough MA","00990050",-71.071288,42.382715
"588","Foxborough High School Foxborough MA","00990505",-71.24783,42.06538
"589","John J Ahern School Foxborough MA","00990405",-71.24783,42.06538
"590","Mabelle M Burrell School Foxborough MA","00990015",-71.24783,42.06538
"591","Vincent M Igo Elementary School Foxborough MA","00990020",-71.24783,42.06538
"592","Barbieri Elementary School Framingham MA","01000035",-71.431043,42.26374
"593","Blocks Pre-School @ King School Framingham MA","01000003",-71.399712,42.315843
"594","Brophy School Framingham MA","01000006",-71.396234,42.321368
"595","Cameron Middle School School Framingham MA","01000302",-71.426167,42.291087
"596","Charlotte A Dunning School Framingham MA","01000007",-71.436103,42.288298
"597","Framingham High School School Framingham MA","01000515",-71.396234,42.321368
"598","Fuller Middle School Framingham MA","01000305",-71.39818,42.324389
"599","Hemenway School Framingham MA","01000015",-71.430038,42.330373
"600","Mary E Stapleton Elementary School Framingham MA","01000045",-71.396234,42.321368
"601","Miriam F McCarthy School School Framingham MA","01000050",-71.479785,42.284968
"602","Potter Road School Framingham MA","01000039",-71.39583,42.338685
"603","Walsh Middle School Framingham MA","01000310",-71.403632,42.298567
"604","Woodrow Wilson School Framingham MA","01000055",-71.402605,42.287044
"605","Francis W. Parker Charter Essential School School Harvard MA","04780505",-71.724764,42.589645
"606","Franklin County Technical School Montague MA","08180605",-71.42094,42.090889
"607","Annie Sullivan Middle School School Franklin MA","01010040",-71.011907,42.417479
"608","Davis Thayer School Franklin MA","01010035",-71.4059,42.08095
"609","Franklin Early Childhood Development Center School Franklin MA","01010003",-71.422379,42.090779
"610","Franklin High School Franklin MA","01010505",-70.998097,42.405705
"611","Helen Keller Elementary School Franklin MA","01010012",-71.417909,42.12086
"612","Horace Mann School Franklin MA","01010405",-71.376139,42.0927
"613","J F Kennedy Memorial School Franklin MA","01010013",-71.023955,42.420302
"614","Jefferson Elementary School Franklin MA","01010010",-71.028488,42.421622
"615","Oak Street Elementary School Franklin MA","01010030",-71.42988,42.105419
"616","Parmenter School Franklin MA","01010032",-71.39987,42.06762
"617","Remington Middle School Franklin MA","01010310",-71.396219,42.087069
"618","Apponequet Regional High School Lakeville MA","06650505",-70.94928,41.832214
"619","Assawompset Elementary School School Lakeville MA","06650002",-70.947873,41.835884
"620","Freetown Elementary School School Freetown MA","06650001",-71.03282,41.76677
"621","Freetown-Lakeville Middle School School Lakeville MA","06650305",-71.004722,41.819092
"622","George R Austin Intermediate School School Lakeville MA","06650015",-71.004722,41.819092
"623","Frontier Regional School Deerfield MA","06700505",-72.875119,42.627848
"624","Elm Street School School Gardner MA","01030001",-70.846308,42.263563
"625","Gardner Academy for Learning and Technology School Gardner MA","01030515",-72.026254,42.56998
"626","Gardner High School Gardner MA","01030505",-72.026254,42.56998
"627","Gardner Middle School School Gardner MA","01030405",-72.026254,42.56998
"628","Helen Mae Sauter Elementary School Gardner MA","01030015",-71.984241,42.577903
"629","Waterford Street School Gardner MA","01030020",-72.004943,42.573678
"630","Chester Elementary School Chester MA","06720059",-73.004736,42.336815
"631","Gateway Regional High School Huntington MA","06720505",-72.344456,42.210557
"632","Gateway Regional Junior High School School Huntington MA","06720405",-72.604669,42.0996
"633","Gateway Regional Middle School School Huntington MA","06720410",-72.651623,42.124475
"634","Littleville Elementary School School Huntington MA","06720143",-72.881562,42.264159
"635","Georgetown High School School Georgetown MA","01050505",-70.994356,42.724185
"636","Georgetown Middle School School Georgetown MA","01050305",-70.992462,42.725051
"637","Penn Brook School Georgetown MA","01050010",-70.985444,42.722636
"638","Perley Elementary School Georgetown MA","01050005",-70.994356,42.724185
"639","Gill Elementary School Gill MA","06740005",-72.504054,42.658674
"640","Great Falls Middle School Montague MA","06740310",-71.531087,42.305588
"641","Montague Elementary School School Montague MA","06740050",-72.535291,42.534276
"642","Turners Fall High School Montague MA","06740505",-72.551165,42.598728
"643","Global Learning Charter Public School School New Bedford MA","04960305",-70.923307,41.633012
"644","Beeman Memorial School Gloucester MA","01070010",-70.664566,42.613862
"645","East Gloucester Elementary School Gloucester MA","01070020",-70.677377,42.619766
"646","Gloucester High School Gloucester MA","01070505",-70.667144,42.623415
"647","Milton L Fuller Elementary School Gloucester MA","01070025",-70.714474,42.576415
"648","Plum Cove School School Gloucester MA","01070042",-70.664566,42.613862
"649","Ralph B O'Maley Middle School Gloucester MA","01070305",-70.668654,42.610375
"650","Veterans Memorial School Gloucester MA","01070045",-70.676957,42.625834
"651","West Parish School Gloucester MA","01070050",-70.710477,42.61671
"652","Cuttyhunk Elementary School Gosnold MA","01090005",-70.927205,41.422145
"653","Grafton High School School Grafton MA","01100505",-72.080316,42.277968
"654","Grafton Middle School Grafton MA","01100305",-71.713661,42.296637
"655","Millbury Street Elementary School School Grafton MA","01100200",-71.76127,42.224804
"656","North Grafton Elementary School Grafton MA","01100025",-71.709036,42.231533
"657","North Street Elementary School School Grafton MA","01100030",-71.092051,42.140229
"658","South Grafton Elementary School Grafton MA","01100005",-71.713661,42.296637
"659","East Meadow School Granby MA","01110004",-72.469304,42.277653
"660","Granby Jr Sr High School School Granby MA","01110505",-72.535698,42.289062
"661","West Street School Granby MA","01110010",-71.092051,42.140229
"662","Diman Regional Vocational Technical High School Fall River MA","08210605",-71.147343,41.717655
"663","Gr Lawrence Regional Vocational Technical School Andover MA","08230605",-71.161797,42.708469
"664","Gr Lowell Regional Vocational Technical School Tyngsborough MA","08280605",-71.448748,42.683581
"665","Gr New Bedford Vocational Technical School New Bedford MA","08250605",-71.275019,42.493369
"666","Federal School Greenfield MA","01140010",-72.599789,42.588719
"667","Four Corners School Greenfield MA","01140025",-72.600728,42.587923
"668","Green River School Greenfield MA","01140030",-72.635491,42.621528
"669","Greenfield High School Greenfield MA","01140505",-72.612625,42.651757
"670","Greenfield Middle School Greenfield MA","01140305",-72.612625,42.651757
"671","Massachusetts Virtual Academy at Greenfield School Greenfield MA","01140900",-72.631366,42.684967
"672","Newton School School Greenfield MA","01140035",-72.600728,42.587923
"673","The Academy of Early Learning at North Parish School Greenfield MA","01140005",-72.579707,42.575559
"674","Boutwell School School Groton MA","06730001",-71.573497,42.613537
"675","Florence Roche School School Groton MA","06730010",-72.676891,42.323749
"676","Groton Dunstable Regional School Groton MA","06730505",-71.52635,42.613022
"677","Groton Dunstable Regional Middle School Groton MA","06730305",-71.52635,42.613022
"678","Swallow/Union School School Dunstable MA","06730005",-71.501239,42.686038
"679","Hadley Elementary School Hadley MA","01170015",-72.589997,42.350387
"680","Hopkins Academy School Hadley MA","01170505",-72.748578,42.119724
"681","Halifax Elementary School Halifax MA","01180005",-70.86198,41.99121
"682","Bessie Buker Elementary School Wenham MA","06750007",-70.887034,42.60783
"683","Cutler School School Hamilton MA","06750010",-70.497024,41.755987
"684","Hamilton-Wenham Regional High School Hamilton MA","06750505",-70.712657,41.754121
"685","Miles River Middle School Hamilton MA","06750310",-71.371259,42.188379
"686","Winthrop School School Hamilton MA","06750015",-70.967741,42.369938
"687","Hampden Charter School of Science School Chicopee MA","04990305",-72.384324,42.084776
"688","Green Meadows Elementary School Hampden MA","06800005",-72.654073,42.141232
"689","Mile Tree Elementary School Wilbraham MA","06800025",-72.529506,42.305841
"690","Minnechaug Regional High School Wilbraham MA","06800505",-72.419303,42.191645
"691","Soule Road School Wilbraham MA","06800030",-72.437589,42.093323
"692","Stony Hill School School Wilbraham MA","06800050",-72.484313,42.155327
"693","Thornton Burgess School Hampden MA","06800305",-72.101962,42.380088
"694","Wilbraham Middle School Wilbraham MA","06800310",-72.381813,42.152164
"695","Hampshire Regional High School Westhampton MA","06830505",-72.657688,42.263321
"696","Hancock Elementary School Hancock MA","01210005",-73.32372,42.54314
"697","Cedar Elementary School Hanover MA","01220004",-70.860686,42.128942
"698","Center Elementary School Hanover MA","01220005",-71.122774,42.483348
"699","Hanover High School Hanover MA","01220505",-70.824075,42.119737
"700","Hanover Middle School Hanover MA","01220305",-70.824075,42.119737
"701","Sylvester School Hanover MA","01220015",-70.871147,42.108036
"702","Bromfield School Harvard MA","01250505",-72.17759,42.088201
"703","Hildreth Elementary School School Harvard MA","01250005",-71.934394,42.60832
"704","Hatfield Elementary School Hatfield MA","01270005",-72.607787,42.388701
"705","Smith Academy School Hatfield MA","01270505",-72.597279,42.373355
"706","Bartlett Kindergarten Center School Haverhill MA","01280005",-71.075071,42.777696
"707","Bradford Elementary School Haverhill MA","01280008",-71.066233,42.746742
"708","Caleb Dustin Hunking School Haverhill MA","01280035",-71.080097,42.778312
"709","Consentino Middle School School Haverhill MA","01280100",-71.07587,42.772253
"710","Crowell School Haverhill MA","01280020",-71.042582,42.762696
"711","Dr Paul Nettle School Haverhill MA","01280050",-71.059839,42.772228
"712","Golden Hill School Haverhill MA","01280026",-71.059573,42.772074
"713","Greenleaf School Haverhill MA","01280027",-71.082116,42.765619
"714","Haverhill Alternative School School Haverhill MA","01280033",-71.055961,42.766357
"715","Haverhill High School Haverhill MA","01280505",-71.055961,42.766357
"716","John G Whittier School Haverhill MA","01280085",-71.092669,42.785059
"717","Moody School Haverhill MA","01280045",-71.048667,42.771297
"718","Pentucket Lake Elementary School Haverhill MA","01280054",-71.07873,42.778748
"719","TEACH School Haverhill MA","01280073",-71.071049,42.776033
"720","Tilton School Haverhill MA","01280075",-71.076959,42.761716
"721","Walnut Square School Haverhill MA","01280080",-71.08216,42.775284
"722","Hawlemont Regional School Charlemont MA","06850005",-72.875119,42.627848
"723","Hill View Montessori Charter Public School School Haverhill MA","04550050",-70.869232,42.562298
"724","Hilltown Cooperative Charter Public School School Williamsburg MA","04500105",-71.809941,42.332364
"725","East Elementary School School Hingham MA","01310005",-70.88977,42.24177
"726","Hingham High School Hingham MA","01310505",-70.88977,42.24177
"727","Hingham Middle School School Hingham MA","01310410",-70.88977,42.24177
"728","Plymouth River School Hingham MA","01310019",-70.696776,41.967915
"729","South Elementary School Hingham MA","01310020",-70.88977,42.24177
"730","Wm L Foster Elementary School Hingham MA","01310010",-73.251477,42.309219
"731","Holbrook Jr Sr High School Holbrook MA","01330505",-71.00656,42.126259
"732","John F Kennedy School Holbrook MA","01330018",-71.00699,42.15797
"733","South School Holbrook MA","01330025",-71.00699,42.15797
"734","Holland Elementary School Holland MA","01350005",-71.364663,42.107907
"735","Holliston High School Holliston MA","01360505",-71.422744,42.21718
"736","Miller School School Holliston MA","01360007",-71.431195,42.197944
"737","Placentino Elementary School Holliston MA","01360010",-70.005203,41.722369
"738","Robert H. Adams Middle School School Holliston MA","01360305",-71.411429,42.189268
"739","Holyoke Community Charter School School Holyoke MA","04530005",-72.640242,42.172982
"740","Center for Excellence School Holyoke MA","01370525",-70.327038,41.638463
"741","E N White Elementary School Holyoke MA","01370045",-72.616311,42.212288
"742","Holyoke High School Holyoke MA","01370505",-72.640242,42.172982
"743","Joseph Metcalf Preschool School Holyoke MA","01370003",-71.459063,42.185834
"744","Kelly Elementary School Holyoke MA","01370040",-72.616311,42.212288
"745","Lt Clayre Sullivan Elementary School Holyoke MA","01370055",-72.63553,42.185601
"746","Lt Elmer J McMahon Elementary School Holyoke MA","01370015",-72.644705,42.185081
"747","Maurice A Donahue Elementary School Holyoke MA","01370060",-70.41614,41.65622
"748","Morgan Elementary School Holyoke MA","01370025",-72.622973,42.21789
"749","William R. Peck School School Holyoke MA","01370030",-71.803643,42.577715
"750","Wm J Dean Vocational Technical High School Holyoke MA","01370605",-72.605392,42.209322
"751","Hopedale Jr Sr High School Hopedale MA","01380505",-71.543734,42.13556
"752","Memorial School Hopedale MA","01380010",-71.431195,42.197944
"753","Park Street School School Hopedale MA","01380003",-70.846308,42.263563
"754","Center School Hopkinton MA","01390005",-71.576518,42.214424
"755","Elmwood School Hopkinton MA","01390010",-72.629579,42.191082
"756","Hopkins Elementary School School Hopkinton MA","01390015",-71.495322,42.217403
"757","Hopkinton High School Hopkinton MA","01390505",-71.540943,42.218723
"758","Hopkinton Middle School School Hopkinton MA","01390305",-71.576518,42.214424
"759","Hopkinton Pre-School School Hopkinton MA","01390003",-71.576518,42.214424
"760","C A Farley School Hudson MA","01410030",-71.5708,42.389815
"761","C R Hubert School Hudson MA","01410011",-71.5708,42.389815
"762","Forest Avenue Elementary School Hudson MA","01410015",-71.561208,42.389582
"763","Hudson High School Hudson MA","01410505",-71.565879,42.375617
"764","John F Kennedy School Hudson MA","01410410",-71.490636,42.3927
"765","Mulready Elementary School Hudson MA","01410007",-71.5708,42.389815
"766","Hull High School Hull MA","01420505",-72.872494,42.627931
"767","Lillian M Jacobs School Hull MA","01420015",-72.831595,42.704318
"768","Memorial Middle School Hull MA","01420305",-72.908174,42.599684
"769","Innovation Academy Charter School School Tyngsborough MA","04350305",-71.448748,42.683581
"770","Central Area School Westborough MA","03700012",-71.614426,42.268181
"771","East Area School Beverly MA","03700040",-70.883477,42.542991
"772","Mass Hospital School School Canton MA","03700026",-71.231203,42.014976
"773","Southeast Area School Taunton MA","03700015",-71.091873,41.902744
"774","West Area School Westborough MA","03700013",-71.615706,42.267013
"775","Ipswich High School Ipswich MA","01440505",-70.855021,42.668982
"776","Ipswich Middle School School Ipswich MA","01440305",-70.855021,42.668982
"777","Paul F Doyon Memorial School Ipswich MA","01440007",-70.853878,42.686076
"778","Winthrop School Ipswich MA","01440015",-70.981062,42.371621
"779","KIPP Academy Boston Charter School School Boston MA","04630205",-71.097331,42.321067
"780","KIPP Academy Lynn Charter School School Lynn MA","04290010",-70.991235,42.501576
"781","King Philip Middle School School Norfolk MA","06900510",-71.31079,42.125409
"782","King Philip Regional High School Wrentham MA","06900505",-70.883726,42.177514
"783","Kingston Elementary School Kingston MA","01450005",-70.701036,41.981009
"784","Kingston Intermediate School Kingston MA","01450020",-70.701036,41.981009
"785","Lanesborough Elementary School Lanesborough MA","01480005",-73.167355,42.558264
"786","Lawrence Family Development Charter School School Lawrence MA","04540205",-71.161797,42.708469
"787","Alexander B Bruce School Lawrence MA","01490015",-71.162367,42.714183
"788","Arlington Elementary School School Lawrence MA","01490008",-71.16963,42.721373
"789","Arlington Middle School School Lawrence MA","01490017",-71.169229,42.722052
"790","Business Management & Finance High School School Lawrence MA","01490530",NA,NA
"791","Community Day Arlington School Lawrence MA","01490009",-71.169229,42.722052
"792","Edward F. Parthum School Lawrence MA","01490053",-71.178075,42.698063
"793","Emily G Wetherbee School Lawrence MA","01490080",-71.178075,42.698063
