Municipal,County,State,Region,Year,Five_Year_Average,Median_Annual_Household_Income,Margin_Error_Median
Paxton,Worcester County,MA,Paxton,2006-2010,2008,100333,6243
Peabody,Essex County,MA,Peabody,2012-2016,2014,64071,3016
Peabody,Essex County,MA,Peabody,2011-2015,2013,60596,2887
Peabody,Essex County,MA,Peabody,2007-2011,2009,65471,3867
Peabody,Essex County,MA,Peabody,2006-2010,2008,65515,2226
Peabody,Essex County,MA,Peabody,2014-2018,2016,68387,2785
Peabody,Essex County,MA,Peabody,2013-2017,2015,65085,2600
Peabody,Essex County,MA,Peabody,2010-2014,2012,62234,2812
Peabody,Essex County,MA,Peabody,2009-2013,2011,64351,4867
Peabody,Essex County,MA,Peabody,2008-2012,2010,67052,2991
Pelham,Hampshire County,MA,Pelham,2013-2017,2015,92250,5311
Pelham,Hampshire County,MA,Pelham,2011-2015,2013,90000,7242
Pelham,Hampshire County,MA,Pelham,2010-2014,2012,88462,6592
Pelham,Hampshire County,MA,Pelham,2006-2010,2008,81765,7580
Pelham,Hampshire County,MA,Pelham,2014-2018,2016,93958,9100
Pelham,Hampshire County,MA,Pelham,2012-2016,2014,91518,6758
Pelham,Hampshire County,MA,Pelham,2009-2013,2011,82596,8850
Pelham,Hampshire County,MA,Pelham,2008-2012,2010,88819,5452
Pelham,Hampshire County,MA,Pelham,2007-2011,2009,83667,7012
Pembroke,Plymouth County,MA,Pembroke,2010-2014,2012,89954,9209
Pembroke,Plymouth County,MA,Pembroke,2013-2017,2015,101447,6365
Pembroke,Plymouth County,MA,Pembroke,2012-2016,2014,93075,5898
Pembroke,Plymouth County,MA,Pembroke,2011-2015,2013,90790,5454
Pembroke,Plymouth County,MA,Pembroke,2014-2018,2016,103920,6141
Pembroke,Plymouth County,MA,Pembroke,2009-2013,2011,86887,7079
Pembroke,Plymouth County,MA,Pembroke,2007-2011,2009,82064,5104
Pembroke,Plymouth County,MA,Pembroke,2008-2012,2010,84136,4458
Pembroke,Plymouth County,MA,Pembroke,2006-2010,2008,80694,7004
Pepperell,Middlesex County,MA,Pepperell,2009-2013,2011,81193,6540
Pepperell,Middlesex County,MA,Pepperell,2013-2017,2015,90029,6385
Pepperell,Middlesex County,MA,Pepperell,2011-2015,2013,80524,4945
Pepperell,Middlesex County,MA,Pepperell,2007-2011,2009,84618,9706
Pepperell,Middlesex County,MA,Pepperell,2008-2012,2010,85150,6588
Pepperell,Middlesex County,MA,Pepperell,2012-2016,2014,84980,6914
Pepperell,Middlesex County,MA,Pepperell,2006-2010,2008,82055,7522
Pepperell,Middlesex County,MA,Pepperell,2014-2018,2016,96750,6576
Pepperell,Middlesex County,MA,Pepperell,2010-2014,2012,77767,5522
Peru,Berkshire County,MA,Peru,2012-2016,2014,67250,9786
Peru,Berkshire County,MA,Peru,2010-2014,2012,68971,7561
Peru,Berkshire County,MA,Peru,2009-2013,2011,67813,11178
Peru,Berkshire County,MA,Peru,2008-2012,2010,63864,14253
Peru,Berkshire County,MA,Peru,2014-2018,2016,70673,7139
Peru,Berkshire County,MA,Peru,2011-2015,2013,66354,10519
Peru,Berkshire County,MA,Peru,2006-2010,2008,66250,11649
Peru,Berkshire County,MA,Peru,2007-2011,2009,68523,8874
Peru,Berkshire County,MA,Peru,2013-2017,2015,68636,7724
Petersham,Worcester County,MA,Petersham,2012-2016,2014,65774,6654
Petersham,Worcester County,MA,Petersham,2009-2013,2011,72917,10654
Petersham,Worcester County,MA,Petersham,2014-2018,2016,68405,4443
Petersham,Worcester County,MA,Petersham,2008-2012,2010,71250,17195
Petersham,Worcester County,MA,Petersham,2010-2014,2012,65625,17110
Petersham,Worcester County,MA,Petersham,2007-2011,2009,65781,11423
Petersham,Worcester County,MA,Petersham,2011-2015,2013,64000,9213
Petersham,Worcester County,MA,Petersham,2013-2017,2015,65529,6121
Petersham,Worcester County,MA,Petersham,2006-2010,2008,62411,6421
Phillipston,Worcester County,MA,Phillipston,2012-2016,2014,73750,5584
Phillipston,Worcester County,MA,Phillipston,2010-2014,2012,78490,6576
Phillipston,Worcester County,MA,Phillipston,2006-2010,2008,70493,2982
Phillipston,Worcester County,MA,Phillipston,2013-2017,2015,75893,11297
Phillipston,Worcester County,MA,Phillipston,2014-2018,2016,81250,14838
Phillipston,Worcester County,MA,Phillipston,2009-2013,2011,71989,7221
Phillipston,Worcester County,MA,Phillipston,2011-2015,2013,78523,6178
Phillipston,Worcester County,MA,Phillipston,2007-2011,2009,74043,3586
Phillipston,Worcester County,MA,Phillipston,2008-2012,2010,75625,3688
Pittsfield,Berkshire County,MA,Pittsfield,2012-2016,2014,45206,2008
Pittsfield,Berkshire County,MA,Pittsfield,2010-2014,2012,43489,2714
Pittsfield,Berkshire County,MA,Pittsfield,2007-2011,2009,44513,2662
Pittsfield,Berkshire County,MA,Pittsfield,2011-2015,2013,43916,2052
Pittsfield,Berkshire County,MA,Pittsfield,2014-2018,2016,48555,2096
Pittsfield,Berkshire County,MA,Pittsfield,2006-2010,2008,43188,2615
Pittsfield,Berkshire County,MA,Pittsfield,2008-2012,2010,42076,1995
Pittsfield,Berkshire County,MA,Pittsfield,2013-2017,2015,46871,2097
Pittsfield,Berkshire County,MA,Pittsfield,2009-2013,2011,42114,2135
Plainfield,Hampshire County,MA,Plainfield,2012-2016,2014,54886,6038
Plainfield,Hampshire County,MA,Plainfield,2010-2014,2012,57188,7046
Plainfield,Hampshire County,MA,Plainfield,2011-2015,2013,55938,8679
Plainfield,Hampshire County,MA,Plainfield,2014-2018,2016,52750,8769
Plainfield,Hampshire County,MA,Plainfield,2009-2013,2011,64167,8545
Plainfield,Hampshire County,MA,Plainfield,2006-2010,2008,57054,8092
Plainfield,Hampshire County,MA,Plainfield,2013-2017,2015,56875,9113
Plainfield,Hampshire County,MA,Plainfield,2008-2012,2010,57000,8731
Plainfield,Hampshire County,MA,Plainfield,2007-2011,2009,61719,12768
Plainville,Norfolk County,MA,Plainville,2007-2011,2009,81371,10709
Plainville,Norfolk County,MA,Plainville,2006-2010,2008,73645,4176
Plainville,Norfolk County,MA,Plainville,2009-2013,2011,77109,23026
Plainville,Norfolk County,MA,Plainville,2008-2012,2010,83750,11769
Plainville,Norfolk County,MA,Plainville,2010-2014,2012,78516,16231
Plainville,Norfolk County,MA,Plainville,2013-2017,2015,93889,8354
Plainville,Norfolk County,MA,Plainville,2011-2015,2013,91009,8202
Plainville,Norfolk County,MA,Plainville,2014-2018,2016,98280,5196
Plainville,Norfolk County,MA,Plainville,2012-2016,2014,92014,6323
Plymouth,Plymouth County,MA,Plymouth,2013-2017,2015,83746,3648
Plymouth,Plymouth County,MA,Plymouth,2014-2018,2016,87595,2758
Plymouth,Plymouth County,MA,Plymouth,2009-2013,2011,76565,4207
Plymouth,Plymouth County,MA,Plymouth,2006-2010,2008,74767,2507
Plymouth,Plymouth County,MA,Plymouth,2007-2011,2009,76631,2807
Plymouth,Plymouth County,MA,Plymouth,2008-2012,2010,77228,4241
Plymouth,Plymouth County,MA,Plymouth,2011-2015,2013,76835,3915
Plymouth,Plymouth County,MA,Plymouth,2010-2014,2012,76925,3886
Plymouth,Plymouth County,MA,Plymouth,2012-2016,2014,80905,3154
Plympton,Plymouth County,MA,Plympton,2010-2014,2012,94505,7170
Plympton,Plymouth County,MA,Plympton,2009-2013,2011,93563,3727
Plympton,Plymouth County,MA,Plympton,2006-2010,2008,87917,8113
Plympton,Plymouth County,MA,Plympton,2012-2016,2014,84602,16495
Plympton,Plymouth County,MA,Plympton,2007-2011,2009,93882,13085
Plympton,Plymouth County,MA,Plympton,2011-2015,2013,90648,11510
Plympton,Plymouth County,MA,Plympton,2008-2012,2010,99500,12756
Plympton,Plymouth County,MA,Plympton,2013-2017,2015,87438,18804
Plympton,Plymouth County,MA,Plympton,2014-2018,2016,98359,16571
Princeton,Worcester County,MA,Princeton,2013-2017,2015,128006,10525
Princeton,Worcester County,MA,Princeton,2012-2016,2014,121500,16922
Princeton,Worcester County,MA,Princeton,2010-2014,2012,114688,19044
Princeton,Worcester County,MA,Princeton,2006-2010,2008,102853,11351
Princeton,Worcester County,MA,Princeton,2014-2018,2016,134191,12083
Princeton,Worcester County,MA,Princeton,2009-2013,2011,120607,12546
Princeton,Worcester County,MA,Princeton,2008-2012,2010,109008,10089
Princeton,Worcester County,MA,Princeton,2007-2011,2009,108319,10786
Princeton,Worcester County,MA,Princeton,2011-2015,2013,114167,17733
Provincetown,Barnstable County,MA,Provincetown,2008-2012,2010,46031,10134
Provincetown,Barnstable County,MA,Provincetown,2014-2018,2016,50741,7720
Provincetown,Barnstable County,MA,Provincetown,2013-2017,2015,47500,9839
Provincetown,Barnstable County,MA,Provincetown,2010-2014,2012,41250,9898
Provincetown,Barnstable County,MA,Provincetown,2007-2011,2009,46547,3913
Provincetown,Barnstable County,MA,Provincetown,2009-2013,2011,41140,11993
Provincetown,Barnstable County,MA,Provincetown,2012-2016,2014,42228,11702
Provincetown,Barnstable County,MA,Provincetown,2011-2015,2013,36958,7702
Provincetown,Barnstable County,MA,Provincetown,2006-2010,2008,44646,6202
Quincy,Norfolk County,MA,Quincy,2006-2010,2008,59803,2415
Quincy,Norfolk County,MA,Quincy,2014-2018,2016,74180,2927
Quincy,Norfolk County,MA,Quincy,2010-2014,2012,62710,2139
Quincy,Norfolk County,MA,Quincy,2012-2016,2014,64890,2266
Quincy,Norfolk County,MA,Quincy,2013-2017,2015,71808,2998
Quincy,Norfolk County,MA,Quincy,2007-2011,2009,60947,1807
Quincy,Norfolk County,MA,Quincy,2011-2015,2013,64155,2135
Quincy,Norfolk County,MA,Quincy,2008-2012,2010,60659,1986
Quincy,Norfolk County,MA,Quincy,2009-2013,2011,61328,1847
Randolph,Norfolk County,MA,Randolph,2012-2016,2014,65316,3508
Randolph,Norfolk County,MA,Randolph,2011-2015,2013,63681,3376
Randolph,Norfolk County,MA,Randolph,2006-2010,2008,64607,4597
Randolph,Norfolk County,MA,Randolph,2007-2011,2009,64465,5077
Randolph,Norfolk County,MA,Randolph,2013-2017,2015,69969,5414
Randolph,Norfolk County,MA,Randolph,2008-2012,2010,62760,3246
Randolph,Norfolk County,MA,Randolph,2010-2014,2012,63259,4054
Randolph,Norfolk County,MA,Randolph,2009-2013,2011,61899,4736
Randolph,Norfolk County,MA,Randolph,2014-2018,2016,73697,4442
Raynham,Bristol County,MA,Raynham,2012-2016,2014,85998,9954
Raynham,Bristol County,MA,Raynham,2010-2014,2012,80056,8605
Raynham,Bristol County,MA,Raynham,2011-2015,2013,82995,5734
Raynham,Bristol County,MA,Raynham,2008-2012,2010,77604,8732
Raynham,Bristol County,MA,Raynham,2009-2013,2011,80380,9200
Raynham,Bristol County,MA,Raynham,2014-2018,2016,99554,15528
Raynham,Bristol County,MA,Raynham,2013-2017,2015,91944,14952
Raynham,Bristol County,MA,Raynham,2006-2010,2008,75872,7476
Raynham,Bristol County,MA,Raynham,2007-2011,2009,82855,8813
Reading,Middlesex County,MA,Reading,2011-2015,2013,107654,5213
Reading,Middlesex County,MA,Reading,2009-2013,2011,105459,3804
Reading,Middlesex County,MA,Reading,2006-2010,2008,99130,6482
Reading,Middlesex County,MA,Reading,2014-2018,2016,112634,10940
Reading,Middlesex County,MA,Reading,2010-2014,2012,103913,5793
Reading,Middlesex County,MA,Reading,2013-2017,2015,114354,7135
Reading,Middlesex County,MA,Reading,2008-2012,2010,102614,5360
Reading,Middlesex County,MA,Reading,2007-2011,2009,99131,6195
