school.name,ORG.CODE,Municipal,County,State,Google_Place,Lat,Lng,Loc.Type,Address,loc
Groton Dunstable Regional,6730505,Groton,Middlesex,Massachusetts,Groton-Dunstable School District,42.607376,-71.5702557,political,"145 Main St, Groton, MA 01450, United States",42.6073760_-71.5702557
Gill Elementary,6740005,Gill,Franklin,Massachusetts,Gill Elementary School,42.6439713,-72.4984853,school,"48 Boyle Rd, Gill, MA 01354, United States",42.6439713_-72.4984853
Hillcrest,6740015,Montague,Franklin,Massachusetts,Turners Falls High School,42.5873082,-72.543144,school,"222 Turnpike Rd, Montague, MA 01351, United States",42.5873082_-72.5431440
Montague Center,6740020,Montague,Franklin,Massachusetts,Gill Montague Superintendent of Schools,42.6001206,-72.5571402,school,"35 Crocker Ave, Turners Falls, MA 01376, United States",42.6001206_-72.5571402
Montague Elementary School,6740050,Montague,Franklin,Massachusetts,Gill Montague Superintendent of Schools,42.6001206,-72.5571402,school,"35 Crocker Ave, Turners Falls, MA 01376, United States",42.6001206_-72.5571402
Great Falls Middle,6740310,Montague,Franklin,Massachusetts,Great Falls Middle School,42.5877903,-72.5427461,school,"Montague, MA 01351, United States",42.5877903_-72.5427461
Turners Fall High,6740505,Montague,Franklin,Massachusetts,Turners Falls High School,42.5873082,-72.543144,school,"222 Turnpike Rd, Montague, MA 01351, United States",42.5873082_-72.5431440
Bessie Buker Elementary,6750007,Wenham,Essex,Massachusetts,Buker Elementary School,42.6085914,-70.8852585,school,"1 School St, Wenham, MA 01984, United States",42.6085914_-70.8852585
Cutler School,6750010,Hamilton,Essex,Massachusetts,Cutler School,42.6209274,-70.8772723,school,"237 Asbury St, South Hamilton, MA 01982, United States",42.6209274_-70.8772723
Winthrop School,6750015,Hamilton,Essex,Massachusetts,Winthrop Elementary School,42.6133646,-70.8704975,school,"325 Bay Rd, South Hamilton, MA 01982, United States",42.6133646_-70.8704975
Miles River Middle,6750310,Hamilton,Essex,Massachusetts,Miles River Middle School,42.6291042,-70.8470213,school,"787 Bay Rd, South Hamilton, MA 01982, United States",42.6291042_-70.8470213
Hamilton-Wenham Regional High,6750505,Hamilton,Essex,Massachusetts,Hamilton-Wenham Regional High School,42.6287451,-70.8476865,school,"775 Bay Rd, South Hamilton, MA 01982, United States",42.6287451_-70.8476865
Green Meadows Elementary,6800005,Hampden,Hampden,Massachusetts,Green Meadows Elementary School,42.0664901,-72.4136158,school,"38 North Rd, Hampden, MA 01036, United States",42.0664901_-72.4136158
Memorial Elementary,6800015,Wilbraham,Hampden,Massachusetts,Memorial School,42.1108822,-72.4447251,school,"621 Main St, Wilbraham, MA 01095, United States",42.1108822_-72.4447251
Mile Tree Elementary,6800025,Wilbraham,Hampden,Massachusetts,Mile Tree Elementary School,42.1109449,-72.4379458,school,"625 Main St, Wilbraham, MA 01095, United States",42.1109449_-72.4379458
Soule Road,6800030,Wilbraham,Hampden,Massachusetts,Soule Road School,42.0937095,-72.4545532,school,"300 Soule Rd, Wilbraham, MA 01095, United States",42.0937095_-72.4545532
Stony Hill School,6800050,Wilbraham,Hampden,Massachusetts,Stony Hill School,42.1230217,-72.4557423,school,"675 Stony Hill Rd, Wilbraham, MA 01095, United States",42.1230217_-72.4557423
Thornton Burgess,6800305,Hampden,Hampden,Massachusetts,Thornton Burgess Middle School,42.0645396,-72.4395286,school,"85 Wilbraham Rd, Hampden, MA 01036, United States",42.0645396_-72.4395286
Wilbraham Middle,6800310,Wilbraham,Hampden,Massachusetts,Wilbraham Middle School,42.1333316,-72.457785,school,"466 Stony Hill Rd, Wilbraham, MA 01095, United States",42.1333316_-72.4577850
Minnechaug Regional High,6800505,Wilbraham,Hampden,Massachusetts,Minnechaug Regional High School,42.1113618,-72.4448873,school,"621 Main Street, Wilbraham, MA 01095, United States",42.1113618_-72.4448873
Hampshire Regional High,6830505,Easthampton,Hampshire,Massachusetts,Hampshire Regional High School,42.3027795,-72.7717745,school,"19 Stage Rd, Westhampton, MA 01027, United States",42.3027795_-72.7717745
Hawlemont Regional,6850005,Charlemont,Franklin,Massachusetts,Hawlemont Regional,42.6273064,-72.873985,school,"Charlemont, MA 01339, United States",42.6273064_-72.8739850
King Philip Regional High,6900505,Wrentham,Norfolk,Massachusetts,King Philip Regional High School,42.0723206,-71.3325561,school,"201 Franklin St, Wrentham, MA 02093, United States",42.0723206_-71.3325561
King Philip Middle School,6900510,Norfolk,Norfolk,Massachusetts,King Phillip Middle School,42.097451,-71.3277581,school,"18 King St, Norfolk, MA 02056, United States",42.0974510_-71.3277581
Lincoln-Sudbury Regional High,6950505,Sudbury,Middlesex,Massachusetts,Lincoln-Sudbury Regional High School,42.3976253,-71.4003459,school,"390 Lincoln Rd, Sudbury, MA 01776, United States",42.3976253_-71.4003459
Manchester Memorial Elementary,6980010,Manchester-by-the-Sea,Essex,Massachusetts,Manchester Memorial Elementary School,42.5791218,-70.7640519,school,"43 Lincoln St, Manchester-by-the-Sea, MA 01944, United States",42.5791218_-70.7640519
Essex Elementary,6980020,Manchester-by-the-Sea,Essex,Massachusetts,Manchester Essex Regional Middle High School,42.582067,-70.766247,school,"36 Lincoln St, Manchester-by-the-Sea, MA 01944, United States",42.5820670_-70.7662470
Manchester Essex Regional Middle School,6980030,Manchester-by-the-Sea,Essex,Massachusetts,Manchester Essex Regional Middle High School,42.582067,-70.766247,school,"36 Lincoln St, Manchester-by-the-Sea, MA 01944, United States",42.5820670_-70.7662470
Manchester Essex Regional High School,6980510,Manchester-by-the-Sea,Essex,Massachusetts,Manchester Essex Regional Middle High School,42.582067,-70.766247,school,"36 Lincoln St, Manchester-by-the-Sea, MA 01944, United States",42.5820670_-70.7662470
Marthas Vineyard Regional High,7000505,Oak Bluffs,Dukes,Massachusetts,Martha's Vineyard Regional High School,41.4179109,-70.5961724,school,"100 Edgartown Vineyard Haven Rd, Oak Bluffs, MA 02557, United States",41.4179109_-70.5961724
Masconomet Regional Middle School,7050405,Boxford,Essex,Massachusetts,Masconomet Regional School District,42.6272523,-70.9757948,political,"20 Endicott Rd, Boxford, MA 01921, United States",42.6272523_-70.9757948
Masconomet Regional High School,7050505,Boxford,Essex,Massachusetts,Masconomet High School,42.6275868,-70.9744691,school,"20 Endicott Rd, Boxford, MA 01921, United States",42.6275868_-70.9744691
Memorial School,7100001,Upton,Worcester,Massachusetts,Memorial School,42.1704413,-71.6134346,school,"69 Main St, Upton, MA 01568, United States",42.1704413_-71.6134346
Miscoe Hill School,7100015,Mendon,Worcester,Massachusetts,Miscoe Hill Middle School,42.1303905,-71.5730392,school,"148 North Ave, Mendon, MA 01756, United States",42.1303905_-71.5730392
Henry P Clough,7100179,Mendon,Worcester,Massachusetts,Henry P Clough School,42.1092237,-71.5559894,school,"10 North Ave, Mendon, MA 01756, United States",42.1092237_-71.5559894
Nipmuc Regional High,7100510,Upton,Worcester,Massachusetts,Nipmuc Regional High School,42.1593578,-71.6166493,school,"90 Pleasant St, Upton, MA 01568, United States",42.1593578_-71.6166493
Chatham Elementary School,7120001,Harwich,Barnstable,Massachusetts,Monomoy Regional High School,41.6906521,-70.0703236,school,"75 Oak St, Harwich, MA 02645, United States",41.6906521_-70.0703236
Harwich Elementary School,7120002,Harwich,Barnstable,Massachusetts,Monomoy Regional High School,41.6906521,-70.0703236,school,"75 Oak St, Harwich, MA 02645, United States",41.6906521_-70.0703236
Chatham Middle School,7120305,Chatham,Barnstable,Massachusetts,Monomoy Regional Middle School,41.6945614,-69.9712498,school,"425 Crowell Rd, Chatham, MA 02633, United States",41.6945614_-69.9712498
Harwich Middle School,7120310,Harwich,Barnstable,Massachusetts,Monomoy Regional High School,41.6906521,-70.0703236,school,"75 Oak St, Harwich, MA 02645, United States",41.6906521_-70.0703236
Chatham High School,7120505,Harwich,Barnstable,Massachusetts,Monomoy Regional High School,41.6906521,-70.0703236,school,"75 Oak St, Harwich, MA 02645, United States",41.6906521_-70.0703236
Harwich High School,7120510,Harwich,Barnstable,Massachusetts,Monomoy Regional High School,41.6906521,-70.0703236,school,"75 Oak St, Harwich, MA 02645, United States",41.6906521_-70.0703236
Mt Greylock Regional High,7150505,Williamstown,Berkshire,Massachusetts,Mount Greylock Regional High School,42.6713734,-73.2411924,school,"1781 Cold Spring Rd, Williamstown, MA 01267, United States",42.6713734_-73.2411924
Buckland-Shelburne Regional,7170005,Buckland,Franklin,Massachusetts,Mohawk Trail High School,42.6157264,-72.7559668,school,"26 Ashfield Rd, Shelburne Falls, MA 01370, United States",42.6157264_-72.7559668
Colrain Central,7170010,Colrain,Franklin,Massachusetts,Colrain Central,42.675501,-72.697485,school,"22 Jacksonville Rd, Colrain, MA 01340, United States",42.6755010_-72.6974850
Heath Elementary,7170015,Charlemont,Franklin,Massachusetts,Heath Elementary School,42.7041032,-72.8314694,school,"18 Jacobs Rd, Charlemont, MA 01339, United States",42.7041032_-72.8314694
Sanderson Academy,7170020,Ashfield,Franklin,Massachusetts,Sanderson Academy,42.508023,-72.81124,school,"808 Cape St, Ashfield, MA 01330, United States",42.5080230_-72.8112400
Mohawk Trail Regional High,7170505,Buckland,Franklin,Massachusetts,Mohawk Trail High School,42.6157264,-72.7559668,school,"26 Ashfield Rd, Shelburne Falls, MA 01370, United States",42.6157264_-72.7559668
Phillipston Memorial,7200003,Athol,Worcester,Massachusetts,Phillipston Memorial Elementary School,42.5617709,-72.1086668,school,"20 The Common, Phillipston, MA 01331, United States",42.5617709_-72.1086668
Baldwinville Elementary,7200005,Templeton,Worcester,Massachusetts,Narragansett Regional School District,42.588053,-72.0731878,school,"462 Baldwinville Rd, Baldwinville, MA 01436, United States",42.5880530_-72.0731878
East Templeton,7200010,Templeton,Worcester,Massachusetts,Narragansett Regional School District,42.588053,-72.0731878,school,"462 Baldwinville Rd, Baldwinville, MA 01436, United States",42.5880530_-72.0731878
Templeton Center,7200020,Templeton,Worcester,Massachusetts,Narragansett Regional School District,42.588053,-72.0731878,school,"462 Baldwinville Rd, Baldwinville, MA 01436, United States",42.5880530_-72.0731878
Narragansett Middle,7200305,Templeton,Worcester,Massachusetts,Narragansett Middle School,42.5879854,-72.0741292,school,"460 Baldwinville Rd, Baldwinville, MA 01436, United States",42.5879854_-72.0741292
Narragansett Regional High,7200505,Templeton,Worcester,Massachusetts,Narragansett Regional High School,42.5880974,-72.0730289,school,"464 Baldwinville Rd, Baldwinville, MA 01436, United States",42.5880974_-72.0730289
Mary Rowlandson Elementary,7250010,Lancaster,Worcester,Massachusetts,Mary Rowlandson Elementary School,42.4681112,-71.6761781,school,"103 Hollywood Dr, Lancaster, MA 01523, United States",42.4681112_-71.6761781
Pompositticut,7250015,Stow,Middlesex,Massachusetts,Pompositticut Elementary School,42.4369465,-71.5188436,school,"511 Great Rd, Stow, MA 01775, United States",42.4369465_-71.5188436
Center School,7250020,Bolton,Worcester,Massachusetts,Nashoba Regional High School,42.4495864,-71.6332948,school,"12 Green Rd, Bolton, MA 01740, United States",42.4495864_-71.6332948
Florence Sawyer School,7250025,Bolton,Worcester,Massachusetts,Florence Sawyer School,42.4300454,-71.6088653,school,"100 Mechanic St, Bolton, MA 01740, United States",42.4300454_-71.6088653
Luther Burbank Middle School,7250305,Lancaster,Worcester,Massachusetts,Mary Rowlandson Elementary School,42.4681112,-71.6761781,school,"103 Hollywood Dr, Lancaster, MA 01523, United States",42.4681112_-71.6761781
Hale,7250310,Stow,Middlesex,Massachusetts,Hale Middle School,42.4409263,-71.5075644,school,"55 Hartley Rd, Stow, MA 01775, United States",42.4409263_-71.5075644
Nashoba Regional,7250505,Bolton,Worcester,Massachusetts,Nashoba Regional High School,42.4495864,-71.6332948,school,"12 Green Rd, Bolton, MA 01740, United States",42.4495864_-71.6332948
Swift River,7280015,New Salem,Franklin,Massachusetts,Swift River School,42.5216619,-72.3571392,school,"201 Wendell Rd, New Salem, MA 01355, United States",42.5216619_-72.3571392
Algonquin Regional High,7300505,Northborough,Worcester,Massachusetts,Algonquin Regional High School,42.3264826,-71.6125668,school,"79 Bartlett Street, Northborough, MA 01532, United States",42.3264826_-71.6125668
Squannacook Early Childhood Center,7350002,Townsend,Middlesex,Massachusetts,Squannacook,42.6757127,-71.699688,school,"66 Brookline St, Townsend, MA 01469, United States",42.6757127_-71.6996880
Spaulding Memorial,7350005,Townsend,Middlesex,Massachusetts,Spaulding Memorial,42.6700072,-71.7128756,school,"1 Whitcomb St, Townsend, MA 01469, United States",42.6700072_-71.7128756
Ashby Elementary,7350010,Ashby,Middlesex,Massachusetts,Ashby Elementary School,42.678931,-71.824322,school,"911 Main St, Ashby, MA 01431, United States",42.6789310_-71.8243220
Peter Fitzpatrick,7350015,Pepperell,Middlesex,Massachusetts,Peter Fitzpatrick School,42.6654272,-71.5893263,school,"45 Main St, Pepperell, MA 01463, United States",42.6654272_-71.5893263
Squannacook,7350020,Townsend,Middlesex,Massachusetts,North Middlesex Regional School District,42.6516594,-71.6678051,political,"45 Main St, Townsend, MA 01469, United States",42.6516594_-71.6678051
Hawthorne Brook,7350030,Townsend,Middlesex,Massachusetts,Hawthorne Brook,42.6744826,-71.7024737,school,"64 Brookline St, Townsend, MA 01469, United States",42.6744826_-71.7024737
Varnum Brook,7350035,Pepperell,Middlesex,Massachusetts,Varnum Brook Elementary School,42.6691954,-71.5895057,school,"10 Hollis St, Pepperell, MA 01463, United States",42.6691954_-71.5895057
Nissitissit Middle School,7350310,Pepperell,Middlesex,Massachusetts,Nissitissit Middle School,42.6737606,-71.5910081,school,"33 Chace Ave, Pepperell, MA 01463, United States",42.6737606_-71.5910081
North Middlesex Regional,7350505,Townsend,Middlesex,Massachusetts,North Middlesex Regional School District,42.6516594,-71.6678051,political,"45 Main St, Townsend, MA 01469, United States",42.6516594_-71.6678051
Peter Fitzpatrick School,7350515,Pepperell,Middlesex,Massachusetts,Peter Fitzpatrick School,42.6654272,-71.5893263,school,"45 Main St, Pepperell, MA 01463, United States",42.6654272_-71.5893263
Old Rochester Regional Jr High,7400405,Mattapoisett,Plymouth,Massachusetts,Old Rochester Regional Junior High School,41.6722525,-70.7777988,school,"133 Marion Rd, Mattapoisett, MA 02739, United States",41.6722525_-70.7777988
Old Rochester Regional High,7400505,Mattapoisett,Plymouth,Massachusetts,Old Rochester Regional High School,41.6725674,-70.7783753,school,"135 Marion Rd, Mattapoisett, MA 02739, United States",41.6725674_-70.7783753
Elmer S Bagnall,7450005,Groveland,Essex,Massachusetts,Elmer S Bagnall,42.7433505,-71.0237806,school,"253 School St, Groveland, MA 01834, United States",42.7433505_-71.0237806
Helen R Donaghue School,7450010,Merrimac,Essex,Massachusetts,Helen R. Donaghue School,42.8279784,-71.005727,school,"24 Union St, Merrimac, MA 01860, United States",42.8279784_-71.0057270
Dr John C Page School,7450015,West Newbury,Essex,Massachusetts,Dr John C Page School,42.8085161,-70.9615606,school,"694 Main St, West Newbury, MA 01985, United States",42.8085161_-70.9615606
Dr Frederick N Sweetsir,7450020,Merrimac,Essex,Massachusetts,Dr. Frederick N. Sweetsir School,42.8412692,-71.011777,school,"104 Church St, Merrimac, MA 01860, United States",42.8412692_-71.0117770
Pentucket Regional Middle,7450405,Groveland,Essex,Massachusetts,Pentucket Regional Middle School,42.7804606,-71.0137071,school,"20 Main St, Groveland, MA 01834, United States",42.7804606_-71.0137071
Pentucket Regional Sr High,7450505,West Newbury,Essex,Massachusetts,Pentucket Regional High School,42.7826407,-71.0123886,school,"24 Main St, West Newbury, MA 01985, United States",42.7826407_-71.0123886
