Municipal,County,State,Region,Five_Year_Range,Pop_25,Margin_Error_Pop,HS_Pct,Margin_Error_HS,Bachelors_Pct,Margin_Error_Bach,Grad_Pct,Margin_Error_Grad
Franklin,Norfolk County,MA,Franklin,2014-2018,21462,540,97.2,1,56.3,2.8,23.3,2.1
Freetown,Bristol County,MA,Freetown,2013-2017,6652,200,89.5,2.1,29.4,3.4,9.5,2.2
Freetown,Bristol County,MA,Freetown,2012-2016,6425,171,87.8,3.2,27.4,3.9,8.4,2
Freetown,Bristol County,MA,Freetown,2014-2018,6750,200,91.1,2.1,31.3,3.5,9.4,2.2
Freetown,Bristol County,MA,Freetown,2007-2011,6156,206,89.1,2.8,28.1,4,8.3,2.2
Freetown,Bristol County,MA,Freetown,2009-2013,6207,160,86.2,3.9,25.4,3.5,6.8,1.9
Freetown,Bristol County,MA,Freetown,2011-2015,6367,178,87.4,3.8,26.4,3.5,8.7,2.1
Freetown,Bristol County,MA,Freetown,2006-2010,6118,187,88.7,3.6,27.9,3.8,8.4,2.4
Freetown,Bristol County,MA,Freetown,2008-2012,6180,168,86.8,3.8,27.9,4.2,8.5,2.3
Freetown,Bristol County,MA,Freetown,2010-2014,6351,168,85.3,4.5,25.3,3.9,8.2,1.8
Gardner,Worcester County,MA,Gardner,2012-2016,14229,361,86.3,1.8,17.7,2.1,6.6,1.2
Gardner,Worcester County,MA,Gardner,2010-2014,14182,440,84.1,2.3,17.4,1.9,6.4,1.2
Gardner,Worcester County,MA,Gardner,2009-2013,14296,380,83.4,2.5,17.2,2.4,6.1,1.3
Gardner,Worcester County,MA,Gardner,2011-2015,14209,361,84.4,2.2,16.5,2,6.2,1.1
Gardner,Worcester County,MA,Gardner,2008-2012,14254,401,82.6,2.2,18.3,2.4,6,1.3
Gardner,Worcester County,MA,Gardner,2014-2018,14768,398,88.6,1.7,19,1.9,6.8,1.4
Gardner,Worcester County,MA,Gardner,2006-2010,14448,428,82,2,19.5,2.3,5.7,1.2
Gardner,Worcester County,MA,Gardner,2007-2011,14243,427,83.2,2.2,19.3,2.3,5.9,1.3
Gardner,Worcester County,MA,Gardner,2013-2017,14496,435,87.7,1.6,18.6,2.3,6.7,1.3
Georgetown,Essex County,MA,Georgetown,2007-2011,5372,110,97.9,1.1,48.3,4.3,19.9,2.9
Georgetown,Essex County,MA,Georgetown,2012-2016,5847,145,97.3,1.1,46.5,3.6,19.7,2.9
Georgetown,Essex County,MA,Georgetown,2006-2010,5157,182,98.4,0.9,46.8,4.2,16.4,2.7
Georgetown,Essex County,MA,Georgetown,2010-2014,5624,142,97.5,0.8,49.4,4,22.5,3.4
Georgetown,Essex County,MA,Georgetown,2011-2015,5815,158,96.9,1.1,48.2,3.5,20.6,3
Georgetown,Essex County,MA,Georgetown,2014-2018,6042,183,97.5,1.2,52.4,4,19.6,2.7
Georgetown,Essex County,MA,Georgetown,2008-2012,5446,147,98.2,0.8,46.3,4.2,21.6,3.3
Georgetown,Essex County,MA,Georgetown,2013-2017,6055,155,97.6,0.9,47.8,3.6,19,2.8
Georgetown,Essex County,MA,Georgetown,2009-2013,5664,181,98.1,1,48.3,4.2,22.9,3.4
Gill,Franklin County,MA,Gill,2012-2016,1282,203,97.2,1.6,46.9,9.1,20,11.3
Gill,Franklin County,MA,Gill,2011-2015,1273,172,96.2,1.7,46.3,7.2,21.3,9.2
Gill,Franklin County,MA,Gill,2010-2014,1202,179,96,1.7,41.1,9.3,21.3,8.5
Gill,Franklin County,MA,Gill,2009-2013,1153,185,96,2.3,38.5,10.3,19.5,9.5
Gill,Franklin County,MA,Gill,2013-2017,1322,170,97.7,1.5,48.4,7.7,20.2,10.1
Gill,Franklin County,MA,Gill,2008-2012,1150,171,94.7,2.1,34.3,8.8,15.8,4.9
Gill,Franklin County,MA,Gill,2014-2018,1290,181,97.8,1.5,47.7,8.4,20.7,11.5
Gill,Franklin County,MA,Gill,2007-2011,1101,202,93.6,2.9,32.4,11.1,15.6,6.1
Gill,Franklin County,MA,Gill,2006-2010,1051,95,92.9,2.7,24.7,5,11,3.2
Gloucester,Essex County,MA,Gloucester,2009-2013,21757,352,89.9,1.4,33.3,2.2,13.2,1.5
Gloucester,Essex County,MA,Gloucester,2012-2016,22449,371,89.9,1.5,37.7,1.9,14.1,1.4
Gloucester,Essex County,MA,Gloucester,2013-2017,22727,458,90.9,1.1,38.6,2.4,15,1.4
Gloucester,Essex County,MA,Gloucester,2007-2011,21629,393,89.5,1.4,33,2.2,13.5,1.9
Gloucester,Essex County,MA,Gloucester,2011-2015,21863,356,88.7,1.2,34.4,2.1,12.9,1.5
Gloucester,Essex County,MA,Gloucester,2014-2018,23105,407,90.9,1.4,39.2,2.2,15.7,1.8
Gloucester,Essex County,MA,Gloucester,2006-2010,21560,390,90.5,1.4,33.6,2.4,13.5,1.6
Gloucester,Essex County,MA,Gloucester,2010-2014,21863,364,88.8,1.2,32.7,2.1,12.6,1.4
Gloucester,Essex County,MA,Gloucester,2008-2012,21876,415,89,1.3,34,2.5,13.6,1.8
Goshen,Hampshire County,MA,Goshen,2010-2014,856,106,95.2,2.7,37.5,7.1,17.8,5.4
Goshen,Hampshire County,MA,Goshen,2013-2017,818,133,96,3.1,39.1,7.7,20.8,5.5
Goshen,Hampshire County,MA,Goshen,2014-2018,755,113,95.2,3.3,39.3,7.6,18.8,5.6
Goshen,Hampshire County,MA,Goshen,2008-2012,823,123,96.4,2.7,34.6,7.1,13.5,5.1
Goshen,Hampshire County,MA,Goshen,2009-2013,834,118,95.9,2.3,34.7,6.9,15.9,4.9
Goshen,Hampshire County,MA,Goshen,2012-2016,878,110,95.8,2.9,36.7,7.7,19.5,5.9
Goshen,Hampshire County,MA,Goshen,2007-2011,834,111,97.6,1.9,32.9,6.9,13.8,5.4
Goshen,Hampshire County,MA,Goshen,2011-2015,860,106,94.7,3.1,36.6,7.9,18.6,5.9
Goshen,Hampshire County,MA,Goshen,2006-2010,786,134,95.3,3.1,28.6,7.1,9.9,4.8
Gosnold,Dukes County,MA,Gosnold,2007-2011,171,89,77.8,25.1,22.2,17.5,17,17
Gosnold,Dukes County,MA,Gosnold,2012-2016,49,17,100,42.4,59.2,18.3,26.5,15.7
Gosnold,Dukes County,MA,Gosnold,2006-2010,164,73,84.1,18.5,21.3,15.3,9.8,8.5
Gosnold,Dukes County,MA,Gosnold,2014-2018,48,24,85.4,22.8,66.7,22.1,35.4,25.5
Gosnold,Dukes County,MA,Gosnold,2008-2012,152,68,78.3,27,25.7,17.6,17.8,17.1
Gosnold,Dukes County,MA,Gosnold,2011-2015,73,28,100,34.1,56.2,23.3,34.2,27.9
Gosnold,Dukes County,MA,Gosnold,2013-2017,34,19,100,52.8,61.8,20.1,35.3,19.1
Gosnold,Dukes County,MA,Gosnold,2010-2014,92,40,100,30.6,37,20.3,22.8,21.1
Gosnold,Dukes County,MA,Gosnold,2009-2013,129,61,79.8,25.9,20.9,15.1,11.6,13.6
Grafton,Worcester County,MA,Grafton,2014-2018,13092,248,95.1,1.5,48.2,3.8,20.7,3
Grafton,Worcester County,MA,Grafton,2007-2011,11492,348,95.7,1.2,52,3.1,18.5,2.6
Grafton,Worcester County,MA,Grafton,2011-2015,12572,248,95.3,1.3,50.3,3.7,21,2.6
Grafton,Worcester County,MA,Grafton,2008-2012,11657,382,94.8,1.3,52.2,3.3,19.3,2.6
Grafton,Worcester County,MA,Grafton,2012-2016,12734,255,95.7,1.2,50.5,3.3,21.9,2.5
Grafton,Worcester County,MA,Grafton,2006-2010,11270,398,95.5,1.2,54.3,3.3,18.3,2.9
Grafton,Worcester County,MA,Grafton,2010-2014,12189,280,95.2,1.3,48.5,3.2,19.1,2.3
Grafton,Worcester County,MA,Grafton,2013-2017,13002,270,95.9,1.1,50.7,3.3,21.3,2.3
Grafton,Worcester County,MA,Grafton,2009-2013,11937,362,95.1,1.2,51.1,2.8,19.9,2.3
Granby,Hampshire County,MA,Granby,2010-2014,4494,196,92.2,2.7,32.2,5.4,15.4,4.2
Granby,Hampshire County,MA,Granby,2013-2017,4736,169,92.6,2.5,38.2,6,14.7,4
Granby,Hampshire County,MA,Granby,2009-2013,4610,193,92.1,2.8,28.5,5.4,12.8,3.9
Granby,Hampshire County,MA,Granby,2006-2010,4486,150,89.2,3.7,27.5,4.4,10.1,3.1
Granby,Hampshire County,MA,Granby,2014-2018,4713,139,93.4,2.8,42.1,6.4,15.3,5
Granby,Hampshire County,MA,Granby,2007-2011,4513,160,88.2,3.7,27.7,5.1,10.4,3.5
Granby,Hampshire County,MA,Granby,2012-2016,4677,167,93.8,2.8,35,5.8,15.3,3.9
Granby,Hampshire County,MA,Granby,2008-2012,4578,182,90.6,3.3,26.8,5.4,11.4,3.3
Granby,Hampshire County,MA,Granby,2011-2015,4525,190,93.5,2.7,34,5.2,16.2,3.3
Granville,Hampden County,MA,Granville,2013-2017,1208,122,95.9,1.4,27.9,6.2,6,2.2
Granville,Hampden County,MA,Granville,2007-2011,1024,106,95.2,2,33,4.4,11.7,3
Granville,Hampden County,MA,Granville,2011-2015,1148,124,95,1.8,26.2,4.7,7.4,2.4
Granville,Hampden County,MA,Granville,2012-2016,1189,128,96.7,1.5,24.1,5.2,4.7,1.9
Granville,Hampden County,MA,Granville,2009-2013,1134,85,95.1,2.1,33.1,6.1,9.5,3.2
Granville,Hampden County,MA,Granville,2010-2014,1081,111,95.3,1.7,29.8,5.9,9.2,2.9
Granville,Hampden County,MA,Granville,2014-2018,1151,123,96.1,1.4,30,5,7.6,2.4
Granville,Hampden County,MA,Granville,2006-2010,1087,102,95.4,2.1,33,4.4,9.5,2.8
Granville,Hampden County,MA,Granville,2008-2012,1005,90,94.8,2.1,31.5,4.8,10.8,3.4
Great Barrington,Berkshire County,MA,Great Barrington,2008-2012,5101,224,90.4,4.4,38.6,5.7,14.9,3.9
Great Barrington,Berkshire County,MA,Great Barrington,2012-2016,4729,286,90.4,4.2,42.8,5.6,24.1,4.8
Great Barrington,Berkshire County,MA,Great Barrington,2009-2013,4937,207,89.4,4.4,40.7,5.3,18.1,4.6
Great Barrington,Berkshire County,MA,Great Barrington,2013-2017,4625,300,89,4.7,39.3,5.2,23.2,5.3
Great Barrington,Berkshire County,MA,Great Barrington,2010-2014,4831,254,87.8,4.9,39.9,5.7,20.3,4.5
Great Barrington,Berkshire County,MA,Great Barrington,2006-2010,5455,257,92.8,2.7,36.4,6,13.3,3.6
Great Barrington,Berkshire County,MA,Great Barrington,2011-2015,4811,243,90,3.8,43.7,5.4,23.1,5.4
Great Barrington,Berkshire County,MA,Great Barrington,2014-2018,4755,300,91.8,3.5,37.9,7.3,20.7,5.3
Great Barrington,Berkshire County,MA,Great Barrington,2007-2011,5090,274,90.6,4.4,38.5,5.6,14.8,4
Greenfield,Franklin County,MA,Greenfield,2011-2015,12834,228,91.4,1.5,30.9,2.7,14.6,1.8
Greenfield,Franklin County,MA,Greenfield,2010-2014,12821,222,91.5,1.5,27.1,2.4,12.2,1.7
Greenfield,Franklin County,MA,Greenfield,2006-2010,12586,380,91.5,1.8,26.1,2.6,10.6,1.4
Greenfield,Franklin County,MA,Greenfield,2007-2011,12631,345,91.2,1.4,26.5,2.8,10.5,1.6
Greenfield,Franklin County,MA,Greenfield,2014-2018,13055,232,92.4,1.6,33.5,2.6,14,1.9
Greenfield,Franklin County,MA,Greenfield,2012-2016,12788,229,92.6,1.4,30.2,2.8,14,1.9
Greenfield,Franklin County,MA,Greenfield,2013-2017,12999,240,92.5,1.5,31.6,2.6,14.4,1.6
Greenfield,Franklin County,MA,Greenfield,2009-2013,12862,263,91.1,1.6,27,2.9,11.4,1.6
Greenfield,Franklin County,MA,Greenfield,2008-2012,12743,327,91.4,1.5,25.6,2.6,10.1,1.6
Groton,Middlesex County,MA,Groton,2011-2015,7473,214,98.9,0.9,66.7,3.8,29.7,3.7
Groton,Middlesex County,MA,Groton,2007-2011,6638,210,96.2,1.8,70.6,3.8,29.4,4.2
Groton,Middlesex County,MA,Groton,2009-2013,7106,187,97.4,1.3,68.4,4.6,27.8,3.3
Groton,Middlesex County,MA,Groton,2010-2014,7330,190,97.7,1.3,66.6,4.5,31.3,4
Groton,Middlesex County,MA,Groton,2008-2012,6875,205,96.4,1.9,69,4.1,29.3,3.6
Groton,Middlesex County,MA,Groton,2013-2017,7781,179,98.3,1,66.2,3.9,26.5,3.6
Groton,Middlesex County,MA,Groton,2014-2018,7760,159,97.2,1.3,66.2,4.2,26.6,4
Groton,Middlesex County,MA,Groton,2006-2010,6404,204,97.5,1.3,69,4.2,28.1,4.1
Groton,Middlesex County,MA,Groton,2012-2016,7663,207,98.7,0.8,64,4.2,26.1,3.4
Groveland,Essex County,MA,Groveland,2007-2011,4390,135,95.6,2.3,34.6,5.2,12.6,3
Groveland,Essex County,MA,Groveland,2008-2012,4560,119,97,2,37.5,5.1,14.3,3.4
Groveland,Essex County,MA,Groveland,2013-2017,4496,219,96.7,1.7,40,5.9,15.2,4.6
Groveland,Essex County,MA,Groveland,2011-2015,4735,149,96.1,2.1,34,5.1,11.9,3.7
Groveland,Essex County,MA,Groveland,2012-2016,4533,212,96.8,1.9,38.6,4.9,15.1,4.6
Groveland,Essex County,MA,Groveland,2014-2018,4542,246,96.2,1.9,44.6,7,17.1,5.2
Groveland,Essex County,MA,Groveland,2006-2010,4134,260,95.2,2.4,34.1,5.7,12.1,3.5
Groveland,Essex County,MA,Groveland,2010-2014,4736,158,96.6,2.4,35.2,4.6,11.5,3.7
Groveland,Essex County,MA,Groveland,2009-2013,4668,149,96.7,1.9,37.6,5.8,12.5,3.6
Hadley,Hampshire County,MA,Hadley,2006-2010,3828,202,93.7,3,39.9,6.6,15.6,4.3
Hadley,Hampshire County,MA,Hadley,2008-2012,3938,164,94.8,1.8,46.2,5.8,19.5,5.3
Hadley,Hampshire County,MA,Hadley,2007-2011,3827,187,95.3,1.8,42.7,6.1,16.1,4.2
Hadley,Hampshire County,MA,Hadley,2013-2017,4185,173,96.3,2.7,44.7,8.4,21.5,6
Hadley,Hampshire County,MA,Hadley,2010-2014,3960,182,94.9,1.8,45.1,6.9,20.5,5.3
Hadley,Hampshire County,MA,Hadley,2009-2013,3911,197,94.7,1.9,47.5,6.8,20.7,4.9
Hadley,Hampshire County,MA,Hadley,2012-2016,4110,166,94.7,2.6,49.8,5.9,23.6,5.2
Hadley,Hampshire County,MA,Hadley,2014-2018,4175,188,96,2.7,47.7,6.8,20.5,5.6
Hadley,Hampshire County,MA,Hadley,2011-2015,4192,154,96.1,2.2,46.4,6.9,20.8,5.6
Halifax,Plymouth County,MA,Halifax,2010-2014,5329,276,96.5,1.9,23.2,4.7,11.1,3.6
Halifax,Plymouth County,MA,Halifax,2008-2012,5108,220,95.7,2.1,22.9,4.2,10.1,3.1
Halifax,Plymouth County,MA,Halifax,2014-2018,5357,260,96,2.3,30.4,4.3,13.5,3.6
Halifax,Plymouth County,MA,Halifax,2009-2013,5246,222,95.3,2.2,23,4.7,9.6,2.8
Halifax,Plymouth County,MA,Halifax,2013-2017,5462,257,95.2,2.4,27.3,4.9,9.7,3
Halifax,Plymouth County,MA,Halifax,2011-2015,5323,262,97.2,1.6,25.1,4.7,10.2,3.2
Halifax,Plymouth County,MA,Halifax,2012-2016,5384,276,97.2,1.7,26.5,5.1,10.1,3.5
Halifax,Plymouth County,MA,Halifax,2006-2010,5208,229,94.3,2.6,23,4.6,11.1,3.1
Halifax,Plymouth County,MA,Halifax,2007-2011,5165,217,94.9,2.7,22,4.7,11.5,3.4
Hamilton,Essex County,MA,Hamilton,2014-2018,5301,180,98.1,1.1,67.5,4.1,31.4,3.8
Hamilton,Essex County,MA,Hamilton,2012-2016,5353,155,97.9,0.9,67.8,4,31.9,4
Hamilton,Essex County,MA,Hamilton,2008-2012,4994,217,97.6,1.2,69.5,4.2,31.7,5.4
Hamilton,Essex County,MA,Hamilton,2006-2010,5206,226,97.9,1.1,71,5.4,31.3,5.3
Hamilton,Essex County,MA,Hamilton,2011-2015,5278,181,97.3,1.3,66.1,4.4,29.2,4.4
Hamilton,Essex County,MA,Hamilton,2013-2017,5247,166,98.4,1,68.9,4.1,31,3.3
Hamilton,Essex County,MA,Hamilton,2009-2013,5274,156,98.3,1,71.8,4.3,30.1,4.6
Hamilton,Essex County,MA,Hamilton,2010-2014,5332,182,97.8,1.1,70.1,3.9,30.6,4.2
Hamilton,Essex County,MA,Hamilton,2007-2011,4941,201,97.8,1.2,71.3,4.5,30.6,5.2
Hampden,Hampden County,MA,Hampden,2011-2015,3756,112,94.7,1.8,37.9,4.9,16.5,4
Hampden,Hampden County,MA,Hampden,2014-2018,3882,127,93.9,2.8,34.5,4,16.2,3.4
Hampden,Hampden County,MA,Hampden,2010-2014,3740,111,95.1,2.1,35.9,4.8,16.3,3.8
Hampden,Hampden County,MA,Hampden,2009-2013,3739,116,94,2.4,34.3,4.9,16.3,4
Hampden,Hampden County,MA,Hampden,2012-2016,3788,125,93.1,2.7,35.2,4,16,3.2
Hampden,Hampden County,MA,Hampden,2006-2010,3754,108,92.8,2.4,29.5,4.8,14.6,3.5
Hampden,Hampden County,MA,Hampden,2008-2012,3640,133,93.8,2.1,34.2,4.8,15.4,3.1
Hampden,Hampden County,MA,Hampden,2013-2017,3827,116,93.5,2.7,35.7,5,17.5,3.7
Hampden,Hampden County,MA,Hampden,2007-2011,3748,102,94.8,2,32.3,5,15.3,3.8
Hancock,Berkshire County,MA,Hancock,2014-2018,443,75,97.1,1.8,28.9,5.4,13.8,4.1
Hancock,Berkshire County,MA,Hancock,2008-2012,475,89,93.3,3.8,31.6,7.7,17.7,6.4
Hancock,Berkshire County,MA,Hancock,2009-2013,506,99,95.1,3.1,27.3,7.9,11.5,5.5
Hancock,Berkshire County,MA,Hancock,2011-2015,548,113,96,2.4,27.9,6.1,11.7,4.5
Hancock,Berkshire County,MA,Hancock,2012-2016,515,96,95.9,2.5,27.2,7.7,12.6,5.8
Hancock,Berkshire County,MA,Hancock,2010-2014,519,90,95.2,3.2,27.7,8.1,10.8,5.2
Hancock,Berkshire County,MA,Hancock,2007-2011,483,74,94.6,3.5,30.2,7.5,14.3,4.8
Hancock,Berkshire County,MA,Hancock,2006-2010,462,79,93.1,4.2,29.7,7.5,14.9,5.6
Hancock,Berkshire County,MA,Hancock,2013-2017,523,108,97.3,1.7,23.1,5.6,9,3.1
Hanover,Plymouth County,MA,Hanover,2013-2017,9432,301,96.4,1.6,46.1,4.9,18.1,3.4
Hanover,Plymouth County,MA,Hanover,2009-2013,9281,310,95.4,1.9,45.6,4.3,12.6,2.6
Hanover,Plymouth County,MA,Hanover,2010-2014,9279,323,95.5,1.9,45.9,3.9,13.2,2.5
Hanover,Plymouth County,MA,Hanover,2008-2012,9108,239,94.7,1.8,43.6,4.1,12.1,2.3
Hanover,Plymouth County,MA,Hanover,2007-2011,9114,254,95.7,1.4,41.7,4.1,11.4,2.4
Hanover,Plymouth County,MA,Hanover,2006-2010,9047,254,96,1.5,42.1,3.3,13.2,2.6
Hanover,Plymouth County,MA,Hanover,2011-2015,9354,372,95.9,1.8,49.7,4.1,15.8,2.8
Hanover,Plymouth County,MA,Hanover,2012-2016,9496,328,95.9,1.6,48.6,4.2,18.3,3
Hanover,Plymouth County,MA,Hanover,2014-2018,9572,288,96.1,1.5,49,4.6,18.8,3.2
Hanson,Plymouth County,MA,Hanson,2010-2014,6848,160,95.2,1.6,28.4,3.9,10.1,2.2
Hanson,Plymouth County,MA,Hanson,2009-2013,6747,163,95.4,1.6,26.3,3.6,8.4,2.1
Hanson,Plymouth County,MA,Hanson,2011-2015,6993,178,95,1.7,31.1,3.6,9.6,1.9
Hanson,Plymouth County,MA,Hanson,2008-2012,6691,224,95.2,1.5,25.4,3.6,8.2,2.2
Hanson,Plymouth County,MA,Hanson,2014-2018,7589,215,95.2,1.6,32.2,4.1,9.2,2.2
Hanson,Plymouth County,MA,Hanson,2012-2016,7188,179,94,2,31.9,3.6,9.3,2
Hanson,Plymouth County,MA,Hanson,2013-2017,7399,215,94.1,1.9,31.8,4.3,8.2,2.1
Hanson,Plymouth County,MA,Hanson,2006-2010,6598,191,93.6,2,28.7,3.5,8.7,2.2
Hanson,Plymouth County,MA,Hanson,2007-2011,6724,184,94.4,1.8,29.8,3.5,10,2.2
Hardwick,Worcester County,MA,Hardwick,2009-2013,2207,161,91.6,2.9,28.5,6.9,15,6.1
Hardwick,Worcester County,MA,Hardwick,2014-2018,2120,135,92.5,2.8,28.7,5.3,10.8,3.3
Hardwick,Worcester County,MA,Hardwick,2008-2012,2104,148,91.9,2.8,33,7.2,20.2,7
Hardwick,Worcester County,MA,Hardwick,2006-2010,2097,107,90.3,4,34.1,7.9,16.1,7.9
Hardwick,Worcester County,MA,Hardwick,2010-2014,2153,131,92.9,2.7,26.1,5.5,9.5,3.2
Hardwick,Worcester County,MA,Hardwick,2013-2017,2130,126,93.3,2.9,28.3,5.2,9.7,3
Hardwick,Worcester County,MA,Hardwick,2012-2016,2110,126,92.9,2.7,25.2,5.1,9,2.9
Hardwick,Worcester County,MA,Hardwick,2011-2015,2111,130,92.5,2.8,26.9,5.5,10.5,3.6
Hardwick,Worcester County,MA,Hardwick,2007-2011,2089,151,90.4,3.5,34.5,6.5,18.1,6.7
Harvard,Worcester County,MA,Harvard,2010-2014,4722,173,96.4,1.2,62.5,4.5,34.1,4.3
Harvard,Worcester County,MA,Harvard,2009-2013,4705,167,96,1.3,62.7,4.2,34.3,4.3
Harvard,Worcester County,MA,Harvard,2011-2015,4748,216,96.6,1.3,63.4,4.8,33.5,3.6
Harvard,Worcester County,MA,Harvard,2007-2011,4494,171,92.9,1.8,60.2,4.3,32.9,4
Harvard,Worcester County,MA,Harvard,2006-2010,4512,168,92.6,1.9,58.6,4.7,30.7,4
Harvard,Worcester County,MA,Harvard,2012-2016,4989,161,97.4,1.3,63.3,4.5,32.4,3.4
Harvard,Worcester County,MA,Harvard,2013-2017,4893,178,97.8,1.2,62.8,4.9,32.2,3.1
Harvard,Worcester County,MA,Harvard,2014-2018,4757,154,97.7,1.5,63.2,5,33.1,3.7
Harvard,Worcester County,MA,Harvard,2008-2012,4668,187,94.5,2.4,60.5,4.6,32.9,4.8
Harwich,Barnstable County,MA,Harwich,2011-2015,9346,251,93,1.9,43.5,3.4,18.9,2.8
Harwich,Barnstable County,MA,Harwich,2013-2017,9523,241,96.3,1.5,48,3.7,21.3,2.5
Harwich,Barnstable County,MA,Harwich,2010-2014,9392,272,93.2,2,40.5,3.9,18.2,2.7
Harwich,Barnstable County,MA,Harwich,2008-2012,9680,285,93.9,1.9,38.8,2.9,16.1,2.5
Harwich,Barnstable County,MA,Harwich,2007-2011,9659,237,94.9,2.1,39.1,3.6,15.7,2.7
Harwich,Barnstable County,MA,Harwich,2012-2016,9390,233,94.6,1.6,44.6,3.7,20.1,2.7
Harwich,Barnstable County,MA,Harwich,2009-2013,9382,295,92.5,1.9,38.3,3.6,15.7,2.8
Harwich,Barnstable County,MA,Harwich,2014-2018,9669,231,97.2,1.1,49.4,3.3,21.9,2.3
Harwich,Barnstable County,MA,Harwich,2006-2010,9788,221,95.7,1.5,40.6,3.4,16.3,2.5
Hatfield,Hampshire County,MA,Hatfield,2012-2016,2668,102,97.8,1.4,37.4,6,15.2,4.7
Hatfield,Hampshire County,MA,Hatfield,2006-2010,2541,124,93,4.2,34.8,6.2,17,4.7
Hatfield,Hampshire County,MA,Hatfield,2014-2018,2578,124,97.8,1.6,40.3,6.6,17.3,5.9
Hatfield,Hampshire County,MA,Hatfield,2009-2013,2573,123,94,3.1,37.2,6.1,16.9,5.4
Hatfield,Hampshire County,MA,Hatfield,2011-2015,2628,99,96.9,1.9,38.4,5.3,17.4,5.1
Hatfield,Hampshire County,MA,Hatfield,2013-2017,2695,87,97.4,2,37.1,6.4,16,4.7
Hatfield,Hampshire County,MA,Hatfield,2008-2012,2509,136,92.7,3.6,35.7,6.6,15.5,5
Hatfield,Hampshire County,MA,Hatfield,2007-2011,2571,123,90.6,4.3,34.9,6.8,14.4,5.1
Hatfield,Hampshire County,MA,Hatfield,2010-2014,2597,139,94.8,3,36.2,5.9,16.8,4.6
Haverhill,Essex County,MA,Haverhill,2012-2016,43131,651,88.7,1.4,27.9,1.6,9.6,1
Haverhill,Essex County,MA,Haverhill,2013-2017,43391,647,89.3,1,29.9,1.7,9.8,0.9
Haverhill,Essex County,MA,Haverhill,2006-2010,41046,639,88.3,1.1,29.7,1.8,9,1
Haverhill,Essex County,MA,Haverhill,2014-2018,43391,598,89.6,1.1,29.9,1.5,9.7,0.9
Haverhill,Essex County,MA,Haverhill,2011-2015,43016,694,88.1,1.3,28.6,1.7,9.9,1
Haverhill,Essex County,MA,Haverhill,2007-2011,41723,605,87.9,1.4,30.1,1.7,9.3,0.9
Haverhill,Essex County,MA,Haverhill,2008-2012,41934,624,87.6,1.2,28.7,1.9,9.7,1.1
Haverhill,Essex County,MA,Haverhill,2009-2013,42204,622,87.7,1,28.5,1.5,9.5,0.9
Haverhill,Essex County,MA,Haverhill,2010-2014,42358,659,87.5,1.4,28.7,1.7,9.8,0.8
Hawley,Franklin County,MA,Hawley,2011-2015,302,55,90.1,7.1,32.1,8.3,14.6,6.9
Hawley,Franklin County,MA,Hawley,2010-2014,326,52,87.4,5.2,34,8.4,17.2,8.6
Hawley,Franklin County,MA,Hawley,2007-2011,288,68,86.1,6.3,41.7,15.6,23.3,16.6
Hawley,Franklin County,MA,Hawley,2008-2012,285,56,85.6,6.2,33.3,10.6,15.8,9.1
Hawley,Franklin County,MA,Hawley,2006-2010,277,53,86.3,6.8,36.8,9.7,18.4,6.7
Hawley,Franklin County,MA,Hawley,2009-2013,295,64,88.8,6.1,30.2,8.6,15.3,7.9
Hawley,Franklin County,MA,Hawley,2012-2016,316,53,90.8,3.8,35.8,7.6,14.6,5
Hawley,Franklin County,MA,Hawley,2014-2018,284,50,91.2,3.7,44.4,10.1,15.5,6.1
Hawley,Franklin County,MA,Hawley,2013-2017,318,58,91.5,3.7,39.6,7.9,16.7,6.1
Heath,Franklin County,MA,Heath,2010-2014,475,69,93.9,3.1,34.1,6.5,18.3,5.6
Heath,Franklin County,MA,Heath,2009-2013,470,66,95.5,2.4,28.3,7.3,15.7,6.6
Heath,Franklin County,MA,Heath,2011-2015,503,74,94.6,2.5,31.8,6.4,17.1,5.8
Heath,Franklin County,MA,Heath,2008-2012,422,72,95.7,2.3,26.8,7.7,14.2,6.2
Heath,Franklin County,MA,Heath,2007-2011,384,66,96.6,2.3,31.5,9.1,16.7,6.8
Heath,Franklin County,MA,Heath,2006-2010,341,69,96.5,2.6,33.7,9.2,21.1,7.5
Heath,Franklin County,MA,Heath,2013-2017,503,73,94.4,3.2,34,6.7,19.3,5.5
Heath,Franklin County,MA,Heath,2014-2018,473,71,93.4,3.4,32.3,7,16.9,5.3
Heath,Franklin County,MA,Heath,2012-2016,478,67,94.1,2.6,31.2,5.8,17.8,5.4
Hingham,Plymouth County,MA,Hingham,2008-2012,15142,244,96.8,1,60.1,3,26.5,2.4
Hingham,Plymouth County,MA,Hingham,2010-2014,15565,260,97.1,1,63.8,3.6,28.1,2.7
Hingham,Plymouth County,MA,Hingham,2013-2017,15996,274,98.5,0.6,69.7,2.8,33,2.2
Hingham,Plymouth County,MA,Hingham,2014-2018,16000,306,98.6,0.4,70,2.8,33.8,3.3
Hingham,Plymouth County,MA,Hingham,2012-2016,15901,288,97.8,0.8,67.9,3.1,30.5,2.6
Hingham,Plymouth County,MA,Hingham,2009-2013,15413,298,97.3,0.8,63.2,3.1,27.6,2.5
Hingham,Plymouth County,MA,Hingham,2006-2010,14686,261,97.4,0.9,59.4,3.3,26.9,2.6
