Municipal,County,State,Region,Five_Year_Range,Total_Pop,Pov_Pop,Percent_Pov,Margin_Error_Percent
Gloucester,Essex County,MA,Gloucester,2009-2013,28805,2931,10.2,2
Gloucester,Essex County,MA,Gloucester,2010-2014,28998,2825,9.7,2
Gloucester,Essex County,MA,Gloucester,2011-2015,29163,2712,9.3,1.7
Gloucester,Essex County,MA,Gloucester,2012-2016,29299,2402,8.2,1.3
Gloucester,Essex County,MA,Gloucester,2013-2017,29614,2507,8.5,1.7
Gloucester,Essex County,MA,Gloucester,2014-2018,29822,2674,9,1.6
Goshen,Hampshire County,MA,Goshen,2006-2010,1080,6,0.6,0.6
Goshen,Hampshire County,MA,Goshen,2007-2011,1117,23,2.1,1.7
Goshen,Hampshire County,MA,Goshen,2008-2012,1121,26,2.3,1.8
Goshen,Hampshire County,MA,Goshen,2009-2013,1102,31,2.8,2.2
Goshen,Hampshire County,MA,Goshen,2010-2014,1151,32,2.8,2.6
Goshen,Hampshire County,MA,Goshen,2011-2015,1137,34,3,2.2
Goshen,Hampshire County,MA,Goshen,2012-2016,1170,30,2.6,2
Goshen,Hampshire County,MA,Goshen,2013-2017,1096,26,2.4,2.2
Goshen,Hampshire County,MA,Goshen,2014-2018,1003,24,2.4,1.9
Gosnold,Dukes County,MA,Gosnold,2006-2010,198,0,0,17.2
Gosnold,Dukes County,MA,Gosnold,2007-2011,183,2,1.1,1.9
Gosnold,Dukes County,MA,Gosnold,2008-2012,169,2,1.2,2.1
Gosnold,Dukes County,MA,Gosnold,2009-2013,135,6,4.4,5.2
Gosnold,Dukes County,MA,Gosnold,2010-2014,99,4,4,6.1
Gosnold,Dukes County,MA,Gosnold,2011-2015,75,3,4,9.3
Gosnold,Dukes County,MA,Gosnold,2012-2016,53,2,3.8,9.8
Gosnold,Dukes County,MA,Gosnold,2013-2017,34,2,5.9,13.6
Gosnold,Dukes County,MA,Gosnold,2014-2018,48,0,0,44.4
Grafton,Worcester County,MA,Grafton,2006-2010,17075,1112,6.5,1.9
Grafton,Worcester County,MA,Grafton,2007-2011,17281,1110,6.4,1.6
Grafton,Worcester County,MA,Grafton,2008-2012,17526,1110,6.3,1.8
Grafton,Worcester County,MA,Grafton,2009-2013,17754,1182,6.7,2.1
Grafton,Worcester County,MA,Grafton,2010-2014,17922,1287,7.2,2.4
Grafton,Worcester County,MA,Grafton,2011-2015,18166,1063,5.9,1.6
Grafton,Worcester County,MA,Grafton,2012-2016,18269,1030,5.6,1.4
Grafton,Worcester County,MA,Grafton,2013-2017,18402,1058,5.7,1.2
Grafton,Worcester County,MA,Grafton,2014-2018,18484,835,4.5,1.1
Granby,Hampshire County,MA,Granby,2006-2010,6218,354,5.7,3.1
Granby,Hampshire County,MA,Granby,2007-2011,6223,333,5.4,3.2
Granby,Hampshire County,MA,Granby,2008-2012,6245,174,2.8,1.5
Granby,Hampshire County,MA,Granby,2009-2013,6255,237,3.8,2.1
Granby,Hampshire County,MA,Granby,2010-2014,6249,365,5.8,2.8
Granby,Hampshire County,MA,Granby,2011-2015,6268,279,4.5,2.4
Granby,Hampshire County,MA,Granby,2012-2016,6260,307,4.9,2.5
Granby,Hampshire County,MA,Granby,2013-2017,6260,342,5.5,2.7
Granby,Hampshire County,MA,Granby,2014-2018,6284,239,3.8,1.9
Granville,Hampden County,MA,Granville,2006-2010,1525,20,1.3,1
Granville,Hampden County,MA,Granville,2007-2011,1442,39,2.7,1.6
Granville,Hampden County,MA,Granville,2008-2012,1478,92,6.2,3.1
Granville,Hampden County,MA,Granville,2009-2013,1654,108,6.5,4.2
Granville,Hampden County,MA,Granville,2010-2014,1515,107,7.1,3.9
Granville,Hampden County,MA,Granville,2011-2015,1629,167,10.3,6.7
Granville,Hampden County,MA,Granville,2012-2016,1694,180,10.6,5.8
Granville,Hampden County,MA,Granville,2013-2017,1644,138,8.4,6
Granville,Hampden County,MA,Granville,2014-2018,1567,124,7.9,6.1
Great Barrington,Berkshire County,MA,Great Barrington,2006-2010,6746,575,8.5,3
Great Barrington,Berkshire County,MA,Great Barrington,2007-2011,6309,765,12.1,3.9
Great Barrington,Berkshire County,MA,Great Barrington,2008-2012,6207,726,11.7,3.1
Great Barrington,Berkshire County,MA,Great Barrington,2009-2013,6134,553,9,3.1
Great Barrington,Berkshire County,MA,Great Barrington,2010-2014,6094,518,8.5,3
Great Barrington,Berkshire County,MA,Great Barrington,2011-2015,6007,504,8.4,4.1
Great Barrington,Berkshire County,MA,Great Barrington,2012-2016,5939,319,5.4,2.6
Great Barrington,Berkshire County,MA,Great Barrington,2013-2017,5911,306,5.2,3
Great Barrington,Berkshire County,MA,Great Barrington,2014-2018,5887,558,9.5,4.2
Greenfield,Franklin County,MA,Greenfield,2006-2010,17006,2528,14.9,3.2
Greenfield,Franklin County,MA,Greenfield,2007-2011,16842,2905,17.2,2.9
Greenfield,Franklin County,MA,Greenfield,2008-2012,16899,2747,16.3,3.3
Greenfield,Franklin County,MA,Greenfield,2009-2013,16999,2619,15.4,2.9
Greenfield,Franklin County,MA,Greenfield,2010-2014,16927,2529,14.9,2.2
Greenfield,Franklin County,MA,Greenfield,2011-2015,16931,2411,14.2,2.3
Greenfield,Franklin County,MA,Greenfield,2012-2016,16858,2213,13.1,2.3
Greenfield,Franklin County,MA,Greenfield,2013-2017,16843,2216,13.2,2.3
Greenfield,Franklin County,MA,Greenfield,2014-2018,16807,2222,13.2,2.4
Groton,Middlesex County,MA,Groton,2006-2010,10228,231,2.3,1.2
Groton,Middlesex County,MA,Groton,2007-2011,10383,313,3,1.7
Groton,Middlesex County,MA,Groton,2008-2012,10599,338,3.2,1.7
Groton,Middlesex County,MA,Groton,2009-2013,10771,403,3.7,1.6
Groton,Middlesex County,MA,Groton,2010-2014,10931,406,3.7,1.5
Groton,Middlesex County,MA,Groton,2011-2015,11056,350,3.2,1.5
Groton,Middlesex County,MA,Groton,2012-2016,11104,441,4,1.9
Groton,Middlesex County,MA,Groton,2013-2017,11198,483,4.3,1.9
Groton,Middlesex County,MA,Groton,2014-2018,11220,499,4.4,1.9
Groveland,Essex County,MA,Groveland,2006-2010,6309,254,4,2.3
Groveland,Essex County,MA,Groveland,2007-2011,6401,202,3.2,2.1
Groveland,Essex County,MA,Groveland,2008-2012,6530,174,2.7,1.9
Groveland,Essex County,MA,Groveland,2009-2013,6675,146,2.2,1.9
Groveland,Essex County,MA,Groveland,2010-2014,6805,181,2.7,2
Groveland,Essex County,MA,Groveland,2011-2015,6646,174,2.6,1.9
Groveland,Essex County,MA,Groveland,2012-2016,6681,111,1.7,1.5
Groveland,Essex County,MA,Groveland,2013-2017,6697,162,2.4,1.6
Groveland,Essex County,MA,Groveland,2014-2018,6749,169,2.5,1.6
Hadley,Hampshire County,MA,Hadley,2006-2010,4733,338,7.1,3.2
Hadley,Hampshire County,MA,Hadley,2007-2011,4953,308,6.2,3.2
Hadley,Hampshire County,MA,Hadley,2008-2012,4992,413,8.3,3.8
Hadley,Hampshire County,MA,Hadley,2009-2013,5035,403,8,3.8
Hadley,Hampshire County,MA,Hadley,2010-2014,5078,381,7.5,3.7
Hadley,Hampshire County,MA,Hadley,2011-2015,5154,353,6.8,3
Hadley,Hampshire County,MA,Hadley,2012-2016,5193,384,7.4,3.7
Hadley,Hampshire County,MA,Hadley,2013-2017,5164,280,5.4,3
Hadley,Hampshire County,MA,Hadley,2014-2018,5180,299,5.8,2.7
Halifax,Plymouth County,MA,Halifax,2006-2010,7462,421,5.6,2.9
Halifax,Plymouth County,MA,Halifax,2007-2011,7469,433,5.8,3.2
Halifax,Plymouth County,MA,Halifax,2008-2012,7472,331,4.4,2.4
Halifax,Plymouth County,MA,Halifax,2009-2013,7439,330,4.4,2.4
Halifax,Plymouth County,MA,Halifax,2010-2014,7521,145,1.9,1
Halifax,Plymouth County,MA,Halifax,2011-2015,7633,260,3.4,1.9
Halifax,Plymouth County,MA,Halifax,2012-2016,7716,269,3.5,2
Halifax,Plymouth County,MA,Halifax,2013-2017,7699,356,4.6,3
Halifax,Plymouth County,MA,Halifax,2014-2018,7824,339,4.3,3.1
Hamilton,Essex County,MA,Hamilton,2006-2010,7366,477,6.5,4.6
Hamilton,Essex County,MA,Hamilton,2007-2011,7271,346,4.8,3.9
Hamilton,Essex County,MA,Hamilton,2008-2012,7510,387,5.2,4.6
Hamilton,Essex County,MA,Hamilton,2009-2013,7665,188,2.5,1.6
Hamilton,Essex County,MA,Hamilton,2010-2014,7844,253,3.2,1.7
Hamilton,Essex County,MA,Hamilton,2011-2015,7935,584,7.4,3.5
Hamilton,Essex County,MA,Hamilton,2012-2016,7973,736,9.2,3.8
Hamilton,Essex County,MA,Hamilton,2013-2017,7824,796,10.2,3.3
Hamilton,Essex County,MA,Hamilton,2014-2018,7850,809,10.3,3.8
Hampden,Hampden County,MA,Hampden,2006-2010,5047,129,2.6,2.1
Hampden,Hampden County,MA,Hampden,2007-2011,5054,123,2.4,1.9
Hampden,Hampden County,MA,Hampden,2008-2012,5048,233,4.6,2.3
Hampden,Hampden County,MA,Hampden,2009-2013,5073,231,4.6,2.7
Hampden,Hampden County,MA,Hampden,2010-2014,5083,216,4.2,2.2
Hampden,Hampden County,MA,Hampden,2011-2015,5077,263,5.2,2.1
Hampden,Hampden County,MA,Hampden,2012-2016,5088,256,5,2.2
Hampden,Hampden County,MA,Hampden,2013-2017,5089,206,4,2.1
Hampden,Hampden County,MA,Hampden,2014-2018,5091,235,4.6,2.5
Hancock,Berkshire County,MA,Hancock,2006-2010,713,59,8.3,7.4
Hancock,Berkshire County,MA,Hancock,2007-2011,702,55,7.8,8.1
Hancock,Berkshire County,MA,Hancock,2008-2012,708,52,7.3,7.4
Hancock,Berkshire County,MA,Hancock,2009-2013,707,15,2.1,2.5
Hancock,Berkshire County,MA,Hancock,2010-2014,724,22,3,2.7
Hancock,Berkshire County,MA,Hancock,2011-2015,726,24,3.3,2.7
Hancock,Berkshire County,MA,Hancock,2012-2016,670,15,2.2,2.1
Hancock,Berkshire County,MA,Hancock,2013-2017,639,19,3,2
Hancock,Berkshire County,MA,Hancock,2014-2018,529,20,3.8,2.6
Hanover,Plymouth County,MA,Hanover,2006-2010,13743,469,3.4,1.4
Hanover,Plymouth County,MA,Hanover,2007-2011,13794,420,3,1.5
Hanover,Plymouth County,MA,Hanover,2008-2012,13850,410,3,1.4
Hanover,Plymouth County,MA,Hanover,2009-2013,13911,493,3.5,3
Hanover,Plymouth County,MA,Hanover,2010-2014,13981,602,4.3,3.6
Hanover,Plymouth County,MA,Hanover,2011-2015,14075,615,4.4,3.7
Hanover,Plymouth County,MA,Hanover,2012-2016,14184,502,3.5,3.1
Hanover,Plymouth County,MA,Hanover,2013-2017,14179,552,3.9,2.8
Hanover,Plymouth County,MA,Hanover,2014-2018,14287,402,2.8,1.6
Hanson,Plymouth County,MA,Hanson,2006-2010,10087,471,4.7,3.1
Hanson,Plymouth County,MA,Hanson,2007-2011,10131,234,2.3,1.2
Hanson,Plymouth County,MA,Hanson,2008-2012,10183,250,2.5,1.2
Hanson,Plymouth County,MA,Hanson,2009-2013,10229,322,3.1,1.5
Hanson,Plymouth County,MA,Hanson,2010-2014,10300,391,3.8,1.6
Hanson,Plymouth County,MA,Hanson,2011-2015,10350,387,3.7,1.8
Hanson,Plymouth County,MA,Hanson,2012-2016,10454,342,3.3,1.4
Hanson,Plymouth County,MA,Hanson,2013-2017,10532,362,3.4,1.6
Hanson,Plymouth County,MA,Hanson,2014-2018,10668,354,3.3,1.5
Hardwick,Worcester County,MA,Hardwick,2006-2010,2872,282,9.8,4.3
Hardwick,Worcester County,MA,Hardwick,2007-2011,2901,314,10.8,6
Hardwick,Worcester County,MA,Hardwick,2008-2012,2899,462,15.9,6.2
Hardwick,Worcester County,MA,Hardwick,2009-2013,2882,408,14.2,7.5
Hardwick,Worcester County,MA,Hardwick,2010-2014,2902,421,14.5,6.2
Hardwick,Worcester County,MA,Hardwick,2011-2015,2888,481,16.7,5.8
Hardwick,Worcester County,MA,Hardwick,2012-2016,2867,448,15.6,5.8
Hardwick,Worcester County,MA,Hardwick,2013-2017,2913,349,12,4
Hardwick,Worcester County,MA,Hardwick,2014-2018,2916,408,14,4.7
Harvard,Worcester County,MA,Harvard,2006-2010,5487,300,5.5,5.2
Harvard,Worcester County,MA,Harvard,2007-2011,5467,275,5,4.4
Harvard,Worcester County,MA,Harvard,2008-2012,5481,344,6.3,4.5
Harvard,Worcester County,MA,Harvard,2009-2013,5506,358,6.5,4.5
Harvard,Worcester County,MA,Harvard,2010-2014,5525,499,9,6
Harvard,Worcester County,MA,Harvard,2011-2015,5514,451,8.2,6.3
Harvard,Worcester County,MA,Harvard,2012-2016,5496,316,5.7,4
Harvard,Worcester County,MA,Harvard,2013-2017,5471,286,5.2,5.4
Harvard,Worcester County,MA,Harvard,2014-2018,5426,260,4.8,3.2
Harwich,Barnstable County,MA,Harwich,2006-2010,12214,971,7.9,2.8
Harwich,Barnstable County,MA,Harwich,2007-2011,12118,956,7.9,2.8
Harwich,Barnstable County,MA,Harwich,2008-2012,12120,1045,8.6,2.3
Harwich,Barnstable County,MA,Harwich,2009-2013,12043,973,8.1,2.2
Harwich,Barnstable County,MA,Harwich,2010-2014,12012,872,7.3,2
Harwich,Barnstable County,MA,Harwich,2011-2015,12029,839,7,1.9
Harwich,Barnstable County,MA,Harwich,2012-2016,11936,874,7.3,1.9
Harwich,Barnstable County,MA,Harwich,2013-2017,11909,796,6.7,1.6
Harwich,Barnstable County,MA,Harwich,2014-2018,11964,736,6.2,1.9
Hatfield,Hampshire County,MA,Hatfield,2006-2010,3268,367,11.2,6.5
Hatfield,Hampshire County,MA,Hatfield,2007-2011,3272,481,14.7,6.6
Hatfield,Hampshire County,MA,Hatfield,2008-2012,3271,444,13.6,5.7
Hatfield,Hampshire County,MA,Hatfield,2009-2013,3283,346,10.5,5.4
Hatfield,Hampshire County,MA,Hatfield,2010-2014,3293,367,11.1,5.3
Hatfield,Hampshire County,MA,Hatfield,2011-2015,3297,242,7.3,2.7
Hatfield,Hampshire County,MA,Hatfield,2012-2016,3298,190,5.8,2.6
Hatfield,Hampshire County,MA,Hatfield,2013-2017,3305,144,4.4,1.9
Hatfield,Hampshire County,MA,Hatfield,2014-2018,3292,207,6.3,2.6
Haverhill,Essex County,MA,Haverhill,2006-2010,59532,6592,11.1,1.5
Haverhill,Essex County,MA,Haverhill,2007-2011,59466,7219,12.1,1.8
Haverhill,Essex County,MA,Haverhill,2008-2012,59805,7585,12.7,1.7
Haverhill,Essex County,MA,Haverhill,2009-2013,60168,7174,11.9,1.5
Haverhill,Essex County,MA,Haverhill,2010-2014,60549,7361,12.2,1.5
Haverhill,Essex County,MA,Haverhill,2011-2015,60903,7426,12.2,1.4
Haverhill,Essex County,MA,Haverhill,2012-2016,61221,7855,12.8,1.5
Haverhill,Essex County,MA,Haverhill,2013-2017,61900,7784,12.6,1.9
Haverhill,Essex County,MA,Haverhill,2014-2018,62280,8190,13.2,1.8
Hawley,Franklin County,MA,Hawley,2006-2010,354,36,10.2,8.9
Hawley,Franklin County,MA,Hawley,2007-2011,378,30,7.9,7.8
Hawley,Franklin County,MA,Hawley,2008-2012,385,59,15.3,10.4
Hawley,Franklin County,MA,Hawley,2009-2013,405,55,13.6,10.1
Hawley,Franklin County,MA,Hawley,2010-2014,435,51,11.7,9.9
Hawley,Franklin County,MA,Hawley,2011-2015,412,35,8.5,5.6
Hawley,Franklin County,MA,Hawley,2012-2016,426,37,8.7,5.9
Hawley,Franklin County,MA,Hawley,2013-2017,425,34,8,5.8
Hawley,Franklin County,MA,Hawley,2014-2018,373,45,12.1,7.7
Heath,Franklin County,MA,Heath,2006-2010,438,56,12.8,8.7
Heath,Franklin County,MA,Heath,2007-2011,483,60,12.4,7.6
Heath,Franklin County,MA,Heath,2008-2012,529,57,10.8,5.7
Heath,Franklin County,MA,Heath,2009-2013,591,58,9.8,5.1
Heath,Franklin County,MA,Heath,2010-2014,625,74,11.8,3.2
Heath,Franklin County,MA,Heath,2011-2015,724,124,17.1,9.2
Heath,Franklin County,MA,Heath,2012-2016,707,132,18.7,10.9
Heath,Franklin County,MA,Heath,2013-2017,750,114,15.2,9.7
Heath,Franklin County,MA,Heath,2014-2018,689,110,16,11.3
Hingham,Plymouth County,MA,Hingham,2006-2010,21375,661,3.1,1.3
Hingham,Plymouth County,MA,Hingham,2007-2011,21709,510,2.3,0.9
Hingham,Plymouth County,MA,Hingham,2008-2012,21916,389,1.8,0.6
Hingham,Plymouth County,MA,Hingham,2009-2013,22090,586,2.7,0.9
Hingham,Plymouth County,MA,Hingham,2010-2014,22284,876,3.9,1.5
Hingham,Plymouth County,MA,Hingham,2011-2015,22445,1078,4.8,2.2
Hingham,Plymouth County,MA,Hingham,2012-2016,22610,1193,5.3,1.7
Hingham,Plymouth County,MA,Hingham,2013-2017,22769,1299,5.7,1.9
Hingham,Plymouth County,MA,Hingham,2014-2018,23025,1048,4.6,1.7
Hinsdale,Berkshire County,MA,Hinsdale,2006-2010,2228,96,4.3,3.1
Hinsdale,Berkshire County,MA,Hinsdale,2007-2011,2136,84,3.9,2.9
Hinsdale,Berkshire County,MA,Hinsdale,2008-2012,2149,65,3,2.3
Hinsdale,Berkshire County,MA,Hinsdale,2009-2013,2317,102,4.4,2.7
Hinsdale,Berkshire County,MA,Hinsdale,2010-2014,2161,83,3.8,2.3
Hinsdale,Berkshire County,MA,Hinsdale,2011-2015,2093,118,5.6,2.6
Hinsdale,Berkshire County,MA,Hinsdale,2012-2016,1948,126,6.5,2.8
Hinsdale,Berkshire County,MA,Hinsdale,2013-2017,1961,153,7.8,3.3
Hinsdale,Berkshire County,MA,Hinsdale,2014-2018,1844,124,6.7,3.4
Holbrook,Norfolk County,MA,Holbrook,2006-2010,10539,400,3.8,1.7
Holbrook,Norfolk County,MA,Holbrook,2007-2011,10522,625,5.9,2.8
Holbrook,Norfolk County,MA,Holbrook,2008-2012,10581,824,7.8,2.6
Holbrook,Norfolk County,MA,Holbrook,2009-2013,10710,811,7.6,2.7
Holbrook,Norfolk County,MA,Holbrook,2010-2014,10834,889,8.2,2.9
Holbrook,Norfolk County,MA,Holbrook,2011-2015,10951,1008,9.2,4
Holbrook,Norfolk County,MA,Holbrook,2012-2016,10984,850,7.7,3.1
Holbrook,Norfolk County,MA,Holbrook,2013-2017,11005,734,6.7,2.8
Holbrook,Norfolk County,MA,Holbrook,2014-2018,11012,734,6.7,2.8
Holden,Worcester County,MA,Holden,2006-2010,16765,561,3.3,1.1
Holden,Worcester County,MA,Holden,2007-2011,17059,600,3.5,1.1
Holden,Worcester County,MA,Holden,2008-2012,17223,480,2.8,0.9
Holden,Worcester County,MA,Holden,2009-2013,17390,500,2.9,0.9
Holden,Worcester County,MA,Holden,2010-2014,17643,464,2.6,0.8
Holden,Worcester County,MA,Holden,2011-2015,17922,559,3.1,0.8
Holden,Worcester County,MA,Holden,2012-2016,18159,738,4.1,1.6
Holden,Worcester County,MA,Holden,2013-2017,18407,861,4.7,1.9
Holden,Worcester County,MA,Holden,2014-2018,18639,828,4.4,1.9
Holland,Hampden County,MA,Holland,2006-2010,2644,187,7.1,4
Holland,Hampden County,MA,Holland,2007-2011,2595,151,5.8,2.6
Holland,Hampden County,MA,Holland,2008-2012,2477,180,7.3,3
Holland,Hampden County,MA,Holland,2009-2013,2442,190,7.8,2.6
Holland,Hampden County,MA,Holland,2010-2014,2485,234,9.4,3.2
Holland,Hampden County,MA,Holland,2011-2015,2493,185,7.4,3.4
Holland,Hampden County,MA,Holland,2012-2016,2369,120,5.1,2.7
Holland,Hampden County,MA,Holland,2013-2017,2506,103,4.1,2.1
Holland,Hampden County,MA,Holland,2014-2018,2535,137,5.4,2.3
Holliston,Middlesex County,MA,Holliston,2006-2010,13301,237,1.8,0.8
Holliston,Middlesex County,MA,Holliston,2007-2011,13488,575,4.3,2.4
Holliston,Middlesex County,MA,Holliston,2008-2012,13644,589,4.3,2.4
Holliston,Middlesex County,MA,Holliston,2009-2013,13778,523,3.8,2.2
Holliston,Middlesex County,MA,Holliston,2010-2014,13970,555,4,2
Holliston,Middlesex County,MA,Holliston,2011-2015,14157,548,3.9,2.5
Holliston,Middlesex County,MA,Holliston,2012-2016,14263,291,2,1.2
Holliston,Middlesex County,MA,Holliston,2013-2017,14420,209,1.4,0.6
Holliston,Middlesex County,MA,Holliston,2014-2018,14588,223,1.5,0.6
Holyoke,Hampden County,MA,Holyoke,2006-2010,38998,12344,31.7,2.6
Holyoke,Hampden County,MA,Holyoke,2007-2011,38874,12155,31.3,2.9
Holyoke,Hampden County,MA,Holyoke,2008-2012,38979,11918,30.6,2.8
Holyoke,Hampden County,MA,Holyoke,2009-2013,39041,12298,31.5,2.8
Holyoke,Hampden County,MA,Holyoke,2010-2014,39081,11755,30.1,2.6
Holyoke,Hampden County,MA,Holyoke,2011-2015,39354,11323,28.8,2.6
Holyoke,Hampden County,MA,Holyoke,2012-2016,39248,11227,28.6,2.3
Holyoke,Hampden County,MA,Holyoke,2013-2017,39244,11228,28.6,2.5
Holyoke,Hampden County,MA,Holyoke,2014-2018,39216,11630,29.7,2.6
Hopedale,Worcester County,MA,Hopedale,2006-2010,5827,343,5.9,4
Hopedale,Worcester County,MA,Hopedale,2007-2011,5852,192,3.3,1.7
Hopedale,Worcester County,MA,Hopedale,2008-2012,5851,136,2.3,1.9
Hopedale,Worcester County,MA,Hopedale,2009-2013,5867,116,2,1.6
Hopedale,Worcester County,MA,Hopedale,2010-2014,5869,141,2.4,1.6
Hopedale,Worcester County,MA,Hopedale,2011-2015,5883,138,2.3,1.5
Hopedale,Worcester County,MA,Hopedale,2012-2016,5883,119,2,1.6
Hopedale,Worcester County,MA,Hopedale,2013-2017,5896,250,4.2,2.1
Hopedale,Worcester County,MA,Hopedale,2014-2018,5892,244,4.1,2.1
Hopkinton,Middlesex County,MA,Hopkinton,2006-2010,14474,254,1.8,1.2
Hopkinton,Middlesex County,MA,Hopkinton,2007-2011,14603,202,1.4,1
Hopkinton,Middlesex County,MA,Hopkinton,2008-2012,14895,326,2.2,1.1
Hopkinton,Middlesex County,MA,Hopkinton,2009-2013,15178,321,2.1,0.8
Hopkinton,Middlesex County,MA,Hopkinton,2010-2014,15502,334,2.2,0.9
Hopkinton,Middlesex County,MA,Hopkinton,2011-2015,15833,369,2.3,0.9
Hopkinton,Middlesex County,MA,Hopkinton,2012-2016,16163,418,2.6,1.1
Hopkinton,Middlesex County,MA,Hopkinton,2013-2017,16639,250,1.5,0.7
Hopkinton,Middlesex County,MA,Hopkinton,2014-2018,17106,393,2.3,0.8
Hubbardston,Worcester County,MA,Hubbardston,2006-2010,4310,411,9.5,6.9
Hubbardston,Worcester County,MA,Hubbardston,2007-2011,4341,494,11.4,8.2
Hubbardston,Worcester County,MA,Hubbardston,2008-2012,4366,307,7,3.4
Hubbardston,Worcester County,MA,Hubbardston,2009-2013,4398,269,6.1,2.8
Hubbardston,Worcester County,MA,Hubbardston,2010-2014,4452,290,6.5,3.7
Hubbardston,Worcester County,MA,Hubbardston,2011-2015,4474,261,5.8,3.4
Hubbardston,Worcester County,MA,Hubbardston,2012-2016,4537,223,4.9,2.8
Hubbardston,Worcester County,MA,Hubbardston,2013-2017,4581,109,2.4,1.5
Hubbardston,Worcester County,MA,Hubbardston,2014-2018,4642,135,2.9,1.7
Hudson,Middlesex County,MA,Hudson,2006-2010,18632,1325,7.1,2.1
Hudson,Middlesex County,MA,Hudson,2007-2011,18830,956,5.1,1.3
Hudson,Middlesex County,MA,Hudson,2008-2012,19063,1187,6.2,1.4
Hudson,Middlesex County,MA,Hudson,2009-2013,19183,1254,6.5,1.7
Hudson,Middlesex County,MA,Hudson,2010-2014,19409,1241,6.4,1.8
Hudson,Middlesex County,MA,Hudson,2011-2015,19552,1169,6,1.8
Hudson,Middlesex County,MA,Hudson,2012-2016,19626,1270,6.5,1.7
Hudson,Middlesex County,MA,Hudson,2013-2017,19796,1174,5.9,1.6
Hudson,Middlesex County,MA,Hudson,2014-2018,19868,1151,5.8,1.9
Hull,Plymouth County,MA,Hull,2006-2010,10400,1024,9.8,3.7
Hull,Plymouth County,MA,Hull,2007-2011,10371,655,6.3,1.8
Hull,Plymouth County,MA,Hull,2008-2012,10329,562,5.4,1.7
Hull,Plymouth County,MA,Hull,2009-2013,10319,608,5.9,1.9
Hull,Plymouth County,MA,Hull,2010-2014,10324,606,5.9,1.9
Hull,Plymouth County,MA,Hull,2011-2015,10403,496,4.8,1.5
Hull,Plymouth County,MA,Hull,2012-2016,10437,472,4.5,1.7
Hull,Plymouth County,MA,Hull,2013-2017,10402,509,4.9,1.3
Hull,Plymouth County,MA,Hull,2014-2018,10424,440,4.2,1.6
Huntington,Hampshire County,MA,Huntington,2006-2010,2191,234,10.7,5.4
Huntington,Hampshire County,MA,Huntington,2007-2011,2213,197,8.9,3.7
Huntington,Hampshire County,MA,Huntington,2008-2012,2154,161,7.5,3.6
Huntington,Hampshire County,MA,Huntington,2009-2013,2028,187,9.2,4.5
Huntington,Hampshire County,MA,Huntington,2010-2014,2028,199,9.8,4.7
Huntington,Hampshire County,MA,Huntington,2011-2015,1984,210,10.6,5.6
Huntington,Hampshire County,MA,Huntington,2012-2016,1954,198,10.1,5.2
Huntington,Hampshire County,MA,Huntington,2013-2017,1977,159,8,4.5
Huntington,Hampshire County,MA,Huntington,2014-2018,2025,177,8.7,4.4
Ipswich,Essex County,MA,Ipswich,2006-2010,12855,593,4.6,2
Ipswich,Essex County,MA,Ipswich,2007-2011,13065,550,4.2,1.6
Ipswich,Essex County,MA,Ipswich,2008-2012,13198,585,4.4,1.5
Ipswich,Essex County,MA,Ipswich,2009-2013,13261,674,5.1,1.4
Ipswich,Essex County,MA,Ipswich,2010-2014,13379,780,5.8,2
Ipswich,Essex County,MA,Ipswich,2011-2015,13511,937,6.9,2.2
Ipswich,Essex County,MA,Ipswich,2012-2016,13581,965,7.1,2.5
Ipswich,Essex County,MA,Ipswich,2013-2017,13718,968,7.1,2.3
Ipswich,Essex County,MA,Ipswich,2014-2018,13823,945,6.8,2.2
Kingston,Plymouth County,MA,Kingston,2006-2010,12139,773,6.4,2.4
Kingston,Plymouth County,MA,Kingston,2007-2011,12408,692,5.6,2.6
Kingston,Plymouth County,MA,Kingston,2008-2012,12409,680,5.5,2.4
Kingston,Plymouth County,MA,Kingston,2009-2013,12454,601,4.8,2.1
Kingston,Plymouth County,MA,Kingston,2010-2014,12592,540,4.3,1.7
Kingston,Plymouth County,MA,Kingston,2011-2015,12714,771,6.1,2.3
