"Municipal","County","State","Year","","","","","operty","","of_Total",""
"Barnstable","Barnstable","MA",2003,6496915232,0,767960498,56678770,188114795,7509669295,86.51,13.49
"Barnstable","Barnstable","MA",2004,10023257151,0,967131329,75686020,214717352,11280791852,88.85,11.15
"Barnstable","Barnstable","MA",2005,11381231761,0,1129516623,80250820,228014240,12819013444,88.78,11.22
"Barnstable","Barnstable","MA",2006,12710161443,0,1230557567,77084090,245409010,14263212110,89.11,10.89
"Barnstable","Barnstable","MA",2007,13443704362,0,1275048264,77011100,149981380,14945745106,89.95,10.05
"Barnstable","Barnstable","MA",2008,13323872172,0,1286489328,73265400,151079850,14834706750,89.82,10.18
"Barnstable","Barnstable","MA",2009,12983016619,0,1303893716,78598400,179274450,14544783185,89.26,10.74
"Barnstable","Barnstable","MA",2010,11822832710,0,1279251935,81780400,176352980,13360218025,88.49,11.51
"Barnstable","Barnstable","MA",2011,11474497625,0,1235696120,82267300,194882820,12987343865,88.35,11.65
"Barnstable","Barnstable","MA",2012,11343180287,0,1205426293,79571600,196937290,12825115470,88.45,11.55
"Barnstable","Barnstable","MA",2013,11220887767,0,1223179078,80290800,197055870,12721413515,88.2,11.8
"Barnstable","Barnstable","MA",2014,11114256735,0,1206529030,79328500,193985740,12594100005,88.25,11.75
"Barnstable","Barnstable","MA",2015,11207187750,0,1204713235,78592100,212290440,12702783525,88.23,11.77
"Barnstable","Barnstable","MA",2016,11559979680,0,1266853600,79821600,236236480,13142891360,87.96,12.04
"Barnstable","Barnstable","MA",2017,11609385779,0,1291731901,80275500,249000650,13230393830,87.75,12.25
"Bourne","Barnstable","MA",2003,2600848928,806100,263052832,20572900,64764890,2950045650,88.19,11.81
"Bourne","Barnstable","MA",2004,3032972582,454780,285432968,22982800,73250330,3415093460,88.82,11.18
"Bourne","Barnstable","MA",2005,3572807952,609460,319706968,26922220,80046050,4000092650,89.33,10.67
"Bourne","Barnstable","MA",2006,4073243219,280600,355491436,31210720,70262030,4530488005,89.91,10.09
"Bourne","Barnstable","MA",2007,4298715115,311500,376809785,34114210,72729670,4782680280,89.89,10.11
"Bourne","Barnstable","MA",2008,4377051879,316000,385936461,33163110,81476190,4877943640,89.74,10.26
"Bourne","Barnstable","MA",2009,4089345385,0,400553265,33376210,92112520,4615387380,88.6,11.4
"Bourne","Barnstable","MA",2010,4085719149,0,394574831,33374510,96212450,4609880940,88.63,11.37
"Bourne","Barnstable","MA",2011,3870024721,0,391147829,33203910,99747500,4394123960,88.07,11.93
"Bourne","Barnstable","MA",2012,3578236558,0,378290712,31454500,100014230,4087996000,87.53,12.47
"Bourne","Barnstable","MA",2013,3577954295,0,374249795,31253700,99433210,4082891000,87.63,12.37
"Bourne","Barnstable","MA",2014,3604363498,0,367127612,29950790,104563070,4106004970,87.78,12.22
"Bourne","Barnstable","MA",2015,3586158706,0,355805834,33561700,119995720,4095521960,87.56,12.44
"Bourne","Barnstable","MA",2016,3698572542,0,355887798,33951500,131102370,4219514210,87.65,12.35
"Bourne","Barnstable","MA",2017,3847498941,0,353622119,35127500,138205200,4374453760,87.95,12.05
"Brewster","Barnstable","MA",2003,2105255727,0,115858013,5405000,43301830,2269820570,92.75,7.25
"Brewster","Barnstable","MA",2004,2412448967,0,122625053,9865600,47489480,2592429100,93.06,6.94
"Brewster","Barnstable","MA",2005,3026822332,0,127322428,10423700,55439560,3220008020,94,6
"Brewster","Barnstable","MA",2006,3446053665,0,141716615,8155000,56318470,3652243750,94.35,5.65
"Brewster","Barnstable","MA",2007,3663604330,0,156038020,9314100,32062000,3861018450,94.89,5.11
"Brewster","Barnstable","MA",2008,3659276435,0,159793855,9391500,30530330,3858992120,94.82,5.18
"Brewster","Barnstable","MA",2009,3587865966,0,161870154,10129700,33795470,3793661290,94.58,5.42
"Brewster","Barnstable","MA",2010,3539749545,0,164629445,10086100,38376280,3752841370,94.32,5.68
"Brewster","Barnstable","MA",2011,3227010196,0,151680284,9300200,39616660,3427607340,94.15,5.85
"Brewster","Barnstable","MA",2012,3153569867,0,146327053,8886500,37398990,3346182410,94.24,5.76
"Brewster","Barnstable","MA",2013,3062749028,0,141858222,9755400,37604460,3251967110,94.18,5.82
"Brewster","Barnstable","MA",2014,3117618427,0,147017123,9128100,39350890,3313114540,94.1,5.9
"Brewster","Barnstable","MA",2015,3180645100,0,147080880,9188400,42830310,3379744690,94.11,5.89
"Brewster","Barnstable","MA",2016,3269388067,0,150511013,10683200,44071390,3474653670,94.09,5.91
"Brewster","Barnstable","MA",2017,3410315173,0,147314177,11642000,49886920,3619158270,94.23,5.77
"Chatham","Barnstable","MA",2003,2776375719,0,214719273,10624808,25229879,3026949679,91.72,8.28
"Chatham","Barnstable","MA",2004,4185750418,0,242724514,13741782,31752057,4473968771,93.56,6.44
"Chatham","Barnstable","MA",2005,4958749595,0,257174782,15806944,37296723,5269028044,94.11,5.89
"Chatham","Barnstable","MA",2006,5451938845,0,289532590,17502565,45418605,5804392605,93.93,6.07
"Chatham","Barnstable","MA",2007,6090554615,0,313558515,26341470,22308418,6452763018,94.39,5.61
"Chatham","Barnstable","MA",2008,5990905365,0,320954765,30436670,25254372,6367551172,94.08,5.92
"Chatham","Barnstable","MA",2009,6004324648,0,347582892,30881660,28908316,6411697516,93.65,6.35
"Chatham","Barnstable","MA",2010,5949895817,0,347898048,35056635,31198734,6364049234,93.49,6.51
"Chatham","Barnstable","MA",2011,5440065307,0,342716473,35972020,33322350,5852076150,92.96,7.04
"Chatham","Barnstable","MA",2012,5459707886,0,339064694,36444220,34877010,5870093810,93.01,6.99
"Chatham","Barnstable","MA",2013,5380886064,0,355685721,20640735,34676510,5791889030,92.9,7.1
"Chatham","Barnstable","MA",2014,5372769946,0,349059609,20766215,35667540,5778263310,92.98,7.02
"Chatham","Barnstable","MA",2015,5541766223,0,348162632,20852715,38615420,5949396990,93.15,6.85
"Chatham","Barnstable","MA",2016,5778932039,0,359039486,25188055,40156880,6203316460,93.16,6.84
"Chatham","Barnstable","MA",2017,5998136930,0,370959845,25807625,43681800,6438586200,93.16,6.84
"Dennis","Barnstable","MA",2003,3666004438,722400,232608952,15080600,102233860,4016650250,91.29,8.71
"Dennis","Barnstable","MA",2004,4691564860,846700,263784150,16723200,86093430,5059012340,92.75,7.25
"Dennis","Barnstable","MA",2005,5218353458,817200,300671472,19965800,53752018,5593559948,93.31,6.69
"Dennis","Barnstable","MA",2006,5816462064,1150500,348175836,23850800,57212810,6246852010,93.13,6.87
"Dennis","Barnstable","MA",2007,6200949945,995500,368213355,23761800,59883330,6653803930,93.21,6.79
"Dennis","Barnstable","MA",2008,6239624772,711900,375053658,24657600,64537400,6704585330,93.08,6.92
"Dennis","Barnstable","MA",2009,6112060169,643000,374631391,24667700,73257800,6585260060,92.82,7.18
"Dennis","Barnstable","MA",2010,5841481823,596600,370363207,23827200,75170130,6311438960,92.56,7.44
"Dennis","Barnstable","MA",2011,5590054555,618100,369666405,23750200,77341010,6061430270,92.23,7.77
"Dennis","Barnstable","MA",2012,5398029939,603400,358649671,24683000,76212090,5858178100,92.16,7.84
"Dennis","Barnstable","MA",2013,5385094151,595200,354865229,23894000,76659520,5841108100,92.2,7.8
"Dennis","Barnstable","MA",2014,5430544151,671578,358198771,25236700,75750260,5890401460,92.2,7.8
"Dennis","Barnstable","MA",2015,5608073468,703392,365293280,32016700,78768840,6084855680,92.18,7.82
"Dennis","Barnstable","MA",2016,5659961512,731492,368379876,29239500,79580670,6137893050,92.23,7.77
"Dennis","Barnstable","MA",2017,5974715354,660063,368556883,39058000,98591030,6481581330,92.19,7.81
"Eastham","Barnstable","MA",2003,1130571770,0,41588160,3867100,32884110,1208911140,93.52,6.48
"Eastham","Barnstable","MA",2004,2227075828,0,71684342,5140700,33706460,2337607330,95.27,4.73
"Eastham","Barnstable","MA",2005,2371353615,0,76009385,5523500,33640829,2486527329,95.37,4.63
"Eastham","Barnstable","MA",2006,2767099470,0,78692740,6194400,39140070,2891126680,95.71,4.29
"Eastham","Barnstable","MA",2007,2914772131,0,83187389,6474800,20691470,3025125790,96.35,3.65
"Eastham","Barnstable","MA",2008,2889346584,0,81671456,8515900,22104760,3001638700,96.26,3.74
"Eastham","Barnstable","MA",2009,2814907929,0,80024771,8223800,23942760,2927099260,96.17,3.83
"Eastham","Barnstable","MA",2010,2780889462,0,83440708,8149000,25383070,2897862240,95.96,4.04
"Eastham","Barnstable","MA",2011,2646405606,0,79825324,7879300,26141630,2760251860,95.88,4.12
"Eastham","Barnstable","MA",2012,2600605580,0,76951430,7665500,25725850,2710948360,95.93,4.07
"Eastham","Barnstable","MA",2013,2571863541,0,75497179,7808600,25322040,2680491360,95.95,4.05
"Eastham","Barnstable","MA",2014,2536458084,0,73438386,7674100,25219880,2642790450,95.98,4.02
"Eastham","Barnstable","MA",2015,2552517311,0,71861939,7629800,25985340,2657994390,96.03,3.97
"Eastham","Barnstable","MA",2016,2619816974,0,71980916,7640300,26098990,2725537180,96.12,3.88
"Eastham","Barnstable","MA",2017,2673655590,0,72583420,9341700,27257050,2782837760,96.08,3.92
"Falmouth","Barnstable","MA",2003,6264933373,1252400,368669777,40830300,105301207,6780987057,92.41,7.59
"Falmouth","Barnstable","MA",2004,6942896293,1222400,399394792,43988300,120445775,7507947560,92.49,7.51
"Falmouth","Barnstable","MA",2005,9479964258,1830600,579542007,67068900,136301470,10264707235,92.37,7.63
"Falmouth","Barnstable","MA",2006,10458674310,2530300,615703183,70771100,152775550,11300454443,92.57,7.43
"Falmouth","Barnstable","MA",2007,11425681586,2777100,640047878,75112600,162771218,12306390382,92.87,7.13
"Falmouth","Barnstable","MA",2008,11307501583,5732500,678241088,82961700,179101752,12253538623,92.33,7.67
"Falmouth","Barnstable","MA",2009,10899153336,5316700,670114194,80525000,193049863,11848159093,92.04,7.96
"Falmouth","Barnstable","MA",2010,10288846988,3877700,611416088,76338300,195273690,11175752766,92.1,7.9
"Falmouth","Barnstable","MA",2011,10196026282,3504000,590585951,72056800,183094344,11045267377,92.34,7.66
"Falmouth","Barnstable","MA",2012,9758565141,3314900,568619409,70768200,178594045,10579861695,92.27,7.73
"Falmouth","Barnstable","MA",2013,9783235733,3289200,574980651,72537600,180898159,10614941343,92.2,7.8
"Falmouth","Barnstable","MA",2014,9926397342,3248800,578777042,73842400,178513638,10760779222,92.28,7.72
"Falmouth","Barnstable","MA",2015,10163699470,3425200,605660141,79392800,193320043,11045497654,92.05,7.95
"Falmouth","Barnstable","MA",2016,10268959256,3232100,604755692,77683600,239818381,11194449029,91.76,8.24
"Falmouth","Barnstable","MA",2017,10384849550,3251100,607421068,80184800,244381580,11320088098,91.77,8.23
"Harwich","Barnstable","MA",2003,3040782578,0,191782642,19158400,82046670,3333770290,91.21,8.79
"Harwich","Barnstable","MA",2004,3901234657,0,217336943,22042600,70760200,4211374400,92.64,7.36
"Harwich","Barnstable","MA",2005,4237802944,0,236309606,25151700,75104258,4574368508,92.64,7.36
"Harwich","Barnstable","MA",2006,4669815549,0,256590121,27914000,76029550,5030349220,92.83,7.17
"Harwich","Barnstable","MA",2007,5059750538,0,270633552,32411700,46236960,5409032750,93.54,6.46
"Harwich","Barnstable","MA",2008,4862651347,0,279565583,33621000,51404500,5227242430,93.03,6.97
"Harwich","Barnstable","MA",2009,4863309939,0,281477201,34247500,60282580,5239317220,92.82,7.18
"Harwich","Barnstable","MA",2010,4586390128,0,263347052,32410500,62764060,4944911740,92.75,7.25
"Harwich","Barnstable","MA",2011,4302286678,0,254909182,30476500,64157150,4651829510,92.49,7.51
"Harwich","Barnstable","MA",2012,4257186934,0,254536416,22985400,63646450,4598355200,92.58,7.42
"Harwich","Barnstable","MA",2013,4154166443,0,237620107,18169700,69888320,4479844570,92.73,7.27
"Harwich","Barnstable","MA",2014,4205723813,0,239364277,19467100,70368150,4534923340,92.74,7.26
"Harwich","Barnstable","MA",2015,4362218987,0,245771003,19809600,72314360,4700113950,92.81,7.19
"Harwich","Barnstable","MA",2016,4461686152,0,251670218,26499900,74153530,4814009800,92.68,7.32
"Harwich","Barnstable","MA",2017,4617995392,0,259151168,28645900,77454040,4983246500,92.67,7.33
"Mashpee","Barnstable","MA",2003,2468612845,2253100,177297815,14054100,72656060,2734873920,90.35,9.65
"Mashpee","Barnstable","MA",2004,2541272895,2003800,182264365,14425400,77208320,2817174780,90.28,9.72
"Mashpee","Barnstable","MA",2005,4086223238,3725000,261041982,20854700,53120300,4424965220,92.43,7.57
"Mashpee","Barnstable","MA",2006,4356232935,3902600,284557485,22179300,57020850,4723893170,92.3,7.7
"Mashpee","Barnstable","MA",2007,4759066185,4323700,306096175,20446600,56903230,5146835890,92.55,7.45
"Mashpee","Barnstable","MA",2008,4672336921,3347000,322719949,24260100,59617700,5082281670,92,8
"Mashpee","Barnstable","MA",2009,4558229119,3287900,335150831,27968700,63310180,4987946730,91.45,8.55
"Mashpee","Barnstable","MA",2010,4275890499,2825000,318773551,26932600,52279640,4676701290,91.49,8.51
"Mashpee","Barnstable","MA",2011,4075412867,1836500,295445083,23864300,58112560,4454671310,91.53,8.47
"Mashpee","Barnstable","MA",2012,4073637011,1796800,293156639,24549700,57299090,4450439240,91.57,8.43
"Mashpee","Barnstable","MA",2013,4025689935,1797600,284115485,24468200,55294060,4391365280,91.71,8.29
"Mashpee","Barnstable","MA",2014,4032739047,1818900,288639723,23185500,53957460,4400340630,91.69,8.31
"Mashpee","Barnstable","MA",2015,4193724080,1715100,301363490,25723600,55757850,4578284120,91.64,8.36
"Mashpee","Barnstable","MA",2016,4328487444,1736500,337004226,40014200,58664080,4765906450,90.86,9.14
"Mashpee","Barnstable","MA",2017,4516609730,1727800,347787210,37404500,60183760,4963713000,91.03,8.97
"Orleans","Barnstable","MA",2003,2294011496,0,174331805,10053700,34052130,2512449131,91.31,8.69
"Orleans","Barnstable","MA",2004,2879107910,0,198014000,11816000,39452770,3128390680,92.03,7.97
"Orleans","Barnstable","MA",2005,3084629905,0,214501195,10166600,26837515,3336135215,92.46,7.54
"Orleans","Barnstable","MA",2006,3562766412,0,216583118,8816300,27043440,3815209270,93.38,6.62
"Orleans","Barnstable","MA",2007,3568888628,0,239147062,9847100,29306570,3847189360,92.77,7.23
"Orleans","Barnstable","MA",2008,3640591750,0,244538250,9589900,32727530,3927447430,92.7,7.3
"Orleans","Barnstable","MA",2009,3593788279,0,242255361,8692400,42480110,3887216150,92.45,7.55
"Orleans","Barnstable","MA",2010,3493272772,0,238607708,8201500,43779010,3783860990,92.32,7.68
"Orleans","Barnstable","MA",2011,3321382898,0,233106322,7772700,44633420,3606895340,92.08,7.92
"Orleans","Barnstable","MA",2012,3318697565,0,230665255,7699300,43318420,3600380540,92.18,7.82
"Orleans","Barnstable","MA",2013,3270370561,0,229044469,8008600,43596510,3551020140,92.1,7.9
"Orleans","Barnstable","MA",2014,3307794903,0,233239957,8236700,43238940,3592510500,92.07,7.93
"Orleans","Barnstable","MA",2015,3329579522,0,233161068,8072900,44024730,3614838220,92.11,7.89
"Orleans","Barnstable","MA",2016,3438508933,0,236353357,7103500,45137320,3727103110,92.26,7.74
"Orleans","Barnstable","MA",2017,3538643766,0,240165194,7990700,48574270,3835373930,92.26,7.74
"Provincetown","Barnstable","MA",2003,1320061800,0,370884800,1396500,29613825,1721956925,76.66,23.34
"Provincetown","Barnstable","MA",2004,1516318500,0,411278100,1569800,31964900,1961131300,77.32,22.68
"Provincetown","Barnstable","MA",2005,1636276486,0,410649814,1639400,30709860,2079275560,78.69,21.31
"Provincetown","Barnstable","MA",2006,1971265339,0,460434861,1851200,19496730,2453048130,80.36,19.64
"Provincetown","Barnstable","MA",2007,2112981409,0,461852891,1940000,20712770,2597487070,81.35,18.65
"Provincetown","Barnstable","MA",2008,2126280768,0,458570132,1940000,21823920,2608614820,81.51,18.49
"Provincetown","Barnstable","MA",2009,2084902958,0,442020842,1899900,22695300,2551519000,81.71,18.29
"Provincetown","Barnstable","MA",2010,1983140288,0,416541412,1785800,22836910,2424304410,81.8,18.2
"Provincetown","Barnstable","MA",2011,1853551590,0,383996660,1607800,22924760,2262080810,81.94,18.06
"Provincetown","Barnstable","MA",2012,1863498019,0,379927531,1592500,22413050,2267431100,82.19,17.81
"Provincetown","Barnstable","MA",2013,1888428961,0,381214239,1610900,24907050,2296161150,82.24,17.76
"Provincetown","Barnstable","MA",2014,1996862139,0,393497761,1709400,26144560,2418213860,82.58,17.42
"Provincetown","Barnstable","MA",2015,2037565917,0,393982183,1713600,26780640,2460042340,82.83,17.17
"Provincetown","Barnstable","MA",2016,2152938142,0,403458258,1984700,29057270,2587438370,83.21,16.79
"Provincetown","Barnstable","MA",2017,2271996437,0,408879463,2038600,29482570,2712397070,83.76,16.24
"Sandwich","Barnstable","MA",2003,2371597450,0,161940350,55124800,232725200,2821387800,84.06,15.94
"Sandwich","Barnstable","MA",2004,2891802145,0,183591055,59545300,236281400,3371219900,85.78,14.22
"Sandwich","Barnstable","MA",2005,3397699126,0,187806874,62074900,229808700,3877389600,87.63,12.37
"Sandwich","Barnstable","MA",2006,3779931721,0,202693379,72047600,277046100,4331718800,87.26,12.74
"Sandwich","Barnstable","MA",2007,3950274614,0,214097386,76434100,280026700,4520832800,87.38,12.62
"Sandwich","Barnstable","MA",2008,3947189506,0,219905194,80407400,286889100,4534391200,87.05,12.95
"Sandwich","Barnstable","MA",2009,3768165586,0,214108914,75986000,289206100,4347466600,86.67,13.33
"Sandwich","Barnstable","MA",2010,3486941405,0,199808495,68915900,275178800,4030844600,86.51,13.49
"Sandwich","Barnstable","MA",2011,3310950727,0,190979973,60135000,267241100,3829306800,86.46,13.54
"Sandwich","Barnstable","MA",2012,3262505841,0,190374259,56402900,259219800,3768502800,86.57,13.43
"Sandwich","Barnstable","MA",2013,3170635103,0,181510797,53151000,245170700,3650467600,86.86,13.14
"Sandwich","Barnstable","MA",2014,3160669948,0,185699752,53830300,229497600,3629697600,87.08,12.92
"Sandwich","Barnstable","MA",2015,3222928237,0,194293563,55161400,211334700,3683717900,87.49,12.51
"Sandwich","Barnstable","MA",2016,3360310794,0,202139606,57153200,203529700,3823133300,87.89,12.11
"Sandwich","Barnstable","MA",2017,3455914216,0,209467366,58400698,196086100,3919868380,88.16,11.84
"Truro","Barnstable","MA",2003,1210921762,0,70292908,1256800,24100650,1306572120,92.68,7.32
"Truro","Barnstable","MA",2004,1235546027,0,69609953,1280700,25886920,1332323600,92.74,7.26
"Truro","Barnstable","MA",2005,1662938788,0,97533742,1746100,15049770,1777268400,93.57,6.43
"Truro","Barnstable","MA",2006,1946204401,0,107956109,1435500,17028980,2072624990,93.9,6.1
"Truro","Barnstable","MA",2007,2106892071,0,116601559,1807200,18427500,2243728330,93.9,6.1
"Truro","Barnstable","MA",2008,2113614829,0,113980681,1796500,21102340,2250494350,93.92,6.08
"Truro","Barnstable","MA",2009,2103960398,0,110536832,1789800,23326880,2239613910,93.94,6.06
"Truro","Barnstable","MA",2010,2015473602,0,103854678,1782600,23706430,2144817310,93.97,6.03
"Truro","Barnstable","MA",2011,1878696039,0,99115771,1685200,24836500,2004333510,93.73,6.27
"Truro","Barnstable","MA",2012,1865983939,0,98495361,1679400,24158860,1990317560,93.75,6.25
"Truro","Barnstable","MA",2013,1881736603,0,102319287,1633300,24283230,2009972420,93.62,6.38
"Truro","Barnstable","MA",2014,1861843368,0,95800672,1613100,24512890,1983770030,93.85,6.15
"Truro","Barnstable","MA",2015,1910660179,0,91016641,1619500,24821780,2028118100,94.21,5.79
"Truro","Barnstable","MA",2016,1964578246,0,92311024,1638300,25672860,2084200430,94.26,5.74
"Truro","Barnstable","MA",2017,2000407581,0,94915609,1678600,26362270,2123364060,94.21,5.79
"Wellfleet","Barnstable","MA",2003,1212640009,0,60498841,105900,35249730,1308494480,92.67,7.33
"Wellfleet","Barnstable","MA",2004,1732981574,0,73492866,487700,41324220,1848286360,93.76,6.24
"Wellfleet","Barnstable","MA",2005,1923479659,0,77500091,639100,44623040,2046241890,94,6
"Wellfleet","Barnstable","MA",2006,2162747853,0,81987297,731100,46761640,2292227890,94.35,5.65
"Wellfleet","Barnstable","MA",2007,2397293114,0,85170686,1035100,20486660,2503985560,95.74,4.26
"Wellfleet","Barnstable","MA",2008,2351063972,0,86551128,992200,22734240,2461341540,95.52,4.48
"Wellfleet","Barnstable","MA",2009,2221411819,0,81755891,947300,24993460,2329108470,95.38,4.62
"Wellfleet","Barnstable","MA",2010,2081989976,0,80885424,1146600,25876760,2189898760,95.07,4.93
"Wellfleet","Barnstable","MA",2011,2082489049,0,80752291,1146700,26768850,2191156890,95.04,4.96
"Wellfleet","Barnstable","MA",2012,2079845842,0,79083538,1146700,26644440,2186720520,95.11,4.89
"Wellfleet","Barnstable","MA",2013,2058671329,0,78665181,1146700,31055750,2169538960,94.89,5.11
"Wellfleet","Barnstable","MA",2014,2067670523,0,77028517,1133500,21786400,2167618940,95.39,4.61
"Wellfleet","Barnstable","MA",2015,2066692270,0,76856850,1133500,21968340,2166650960,95.39,4.61
"Wellfleet","Barnstable","MA",2016,2152012204,0,77652676,1138500,21818550,2252621930,95.53,4.47
"Wellfleet","Barnstable","MA",2017,2216708889,0,80070561,1150400,22573530,2320503380,95.53,4.47
"Yarmouth","Barnstable","MA",2003,2494008300,519600,323705800,17727400,79957700,2915918800,85.55,14.45
"Yarmouth","Barnstable","MA",2004,4812011700,804600,395342400,24627800,89047449,5321833949,90.44,9.56
"Yarmouth","Barnstable","MA",2005,4814176970,804600,406282400,22227900,89069319,5332561189,90.29,9.71
"Yarmouth","Barnstable","MA",2006,5770197178,729200,466533422,25177800,90011226,6352648826,90.84,9.16
"Yarmouth","Barnstable","MA",2007,6225795406,1126700,505343194,40965800,67254800,6840485900,91.03,8.97
"Yarmouth","Barnstable","MA",2008,5846684518,1070700,520999982,41811700,71844300,6482411200,90.21,9.79
"Yarmouth","Barnstable","MA",2009,5673860526,1032800,510012974,40689100,92639900,6318235300,89.82,10.18
"Yarmouth","Barnstable","MA",2010,5162288421,0,467611379,38132500,98770100,5766802400,89.52,10.48
"Yarmouth","Barnstable","MA",2011,4869310110,0,430318290,34319800,101440100,5435388300,89.59,10.41
"Yarmouth","Barnstable","MA",2012,4677794031,0,408335069,32427600,101888200,5220444900,89.61,10.39
"Yarmouth","Barnstable","MA",2013,4573445040,0,397263360,30791800,100798300,5102298500,89.63,10.37
"Yarmouth","Barnstable","MA",2014,4534617768,0,397124232,30754300,103360000,5065856300,89.51,10.49
"Yarmouth","Barnstable","MA",2015,4780801456,0,396669344,31023900,104163600,5312658300,89.99,10.01
"Yarmouth","Barnstable","MA",2016,4933133971,0,395911729,28899700,111972700,5469918100,90.19,9.81
"Yarmouth","Barnstable","MA",2017,5075332224,0,393342576,29352400,113822400,5611849600,90.44,9.56
"Adams","Berkshire","MA",2003,275008610,0,29060890,20243700,16143000,340456200,80.78,19.22
"Adams","Berkshire","MA",2004,276418765,0,28468735,20368600,15982700,341238800,81,19
"Adams","Berkshire","MA",2005,293196845,0,28804855,20298100,15634700,357934500,81.91,18.09
"Adams","Berkshire","MA",2006,380683102,0,32366350,22517477,15575588,451142517,84.38,15.62
"Adams","Berkshire","MA",2007,381233202,0,32191350,22654877,15791118,451870547,84.37,15.63
"Adams","Berkshire","MA",2008,398484165,0,32238967,25237133,16501506,472461771,84.34,15.66
"Adams","Berkshire","MA",2009,409584325,0,34224465,26966300,21233788,492008878,83.25,16.75
"Adams","Berkshire","MA",2010,410355404,0,34389186,27448200,21818172,494010962,83.07,16.93
"Adams","Berkshire","MA",2011,413526388,0,34167659,27573900,21629242,496897189,83.22,16.78
"Adams","Berkshire","MA",2012,410328060,0,33960404,27666000,22084635,494039099,83.06,16.94
"Adams","Berkshire","MA",2013,385154436,0,32735524,26102505,21565982,465558447,82.73,17.27
"Adams","Berkshire","MA",2014,385704188,0,33727472,25301905,21568868,466302433,82.72,17.28
"Adams","Berkshire","MA",2015,387969794,0,34142065,26704105,21405066,470221030,82.51,17.49
"Adams","Berkshire","MA",2016,395861354,0,35065859,27933752,24021368,482882333,81.98,18.02
"Adams","Berkshire","MA",2017,420646648,0,34226969,28711488,24331971,507917076,82.82,17.18
"Alford","Berkshire","MA",2003,118446684,0,1648054,21000,2296587,122412325,96.76,3.24
"Alford","Berkshire","MA",2004,122946663,0,1452578,21000,3006854,127427095,96.48,3.52
"Alford","Berkshire","MA",2005,175483200,0,1905400,0,3346350,180734950,97.09,2.91
"Alford","Berkshire","MA",2006,181845261,0,1887206,27498,3459742,187219707,97.13,2.87
"Alford","Berkshire","MA",2007,188378711,0,1828756,27498,4108026,194342991,96.93,3.07
"Alford","Berkshire","MA",2008,241208742,0,2393632,27499,3586364,247216237,97.57,2.43
"Alford","Berkshire","MA",2009,243881112,0,2084975,27499,4123590,250117176,97.51,2.49
"Alford","Berkshire","MA",2010,242919097,0,2051781,27499,4108000,249106377,97.52,2.48
"Alford","Berkshire","MA",2011,248003297,0,2055893,27499,3756654,253843343,97.7,2.3
"Alford","Berkshire","MA",2012,251261497,0,1597846,27499,3786276,256673118,97.89,2.11
"Alford","Berkshire","MA",2013,256573599,0,1601572,30000,3867990,262073161,97.9,2.1
"Alford","Berkshire","MA",2014,263225610,0,1639009,30000,4146683,269041302,97.84,2.16
"Alford","Berkshire","MA",2015,265139910,0,1705522,30000,4164676,271040108,97.82,2.18
"Alford","Berkshire","MA",2016,267378586,0,1690003,30000,4330115,273428704,97.79,2.21
"Alford","Berkshire","MA",2017,269247816,0,1697385,30000,4701744,275676945,97.67,2.33
"Becket","Berkshire","MA",2003,217200714,0,7569050,795236,11097600,236662600,91.78,8.22
"Becket","Berkshire","MA",2004,287964164,0,9255972,974464,14431300,312625900,92.11,7.89
"Becket","Berkshire","MA",2005,302471700,0,10362300,952100,14514600,328300700,92.13,7.87
"Becket","Berkshire","MA",2006,368429638,0,17490059,1062403,14136300,401118400,91.85,8.15
"Becket","Berkshire","MA",2007,428400514,0,18103978,1403708,14073600,461981800,92.73,7.27
"Becket","Berkshire","MA",2008,466258172,0,18251220,1401108,14894900,500805400,93.1,6.9
"Becket","Berkshire","MA",2009,488598657,0,18904534,1418909,18248000,527170100,92.68,7.32
"Becket","Berkshire","MA",2010,512959775,0,18912222,1196303,18919500,551987800,92.93,7.07
"Becket","Berkshire","MA",2011,492183344,0,18830752,1165504,18586200,530765800,92.73,7.27
"Becket","Berkshire","MA",2012,479470104,0,18675592,1158704,20715027,520019427,92.2,7.8
"Becket","Berkshire","MA",2013,478522608,0,19123462,1161230,24870226,523677526,91.38,8.62
"Becket","Berkshire","MA",2014,449880760,0,18888440,1117000,27438932,497325132,90.46,9.54
"Becket","Berkshire","MA",2015,452078840,0,19172966,1117000,27954265,500323071,90.36,9.64
"Becket","Berkshire","MA",2016,454017130,0,19065514,1117000,27829212,502028856,90.44,9.56
"Becket","Berkshire","MA",2017,452982639,0,19392176,1362800,27698851,501436466,90.34,9.66
"Cheshire","Berkshire","MA",2003,158926000,244500,11061800,714800,3510000,174457100,91.24,8.76
"Cheshire","Berkshire","MA",2004,159963800,285800,11398800,714800,3590300,175953500,91.07,8.93
"Cheshire","Berkshire","MA",2005,193104700,285400,13449589,789600,3387700,211016989,91.65,8.35
"Cheshire","Berkshire","MA",2006,217478400,296700,15624144,832500,3291741,237523485,91.69,8.31
"Cheshire","Berkshire","MA",2007,267895699,0,16590891,1648270,3611425,289746285,92.46,7.54
"Cheshire","Berkshire","MA",2008,268746599,0,16064564,1470270,3993850,290275283,92.58,7.42
"Cheshire","Berkshire","MA",2009,267146199,0,17393747,1470270,6460620,292470836,91.34,8.66
"Cheshire","Berkshire","MA",2010,277107178,0,18676763,1548370,7550776,304883087,90.89,9.11
