"Municipal","County","State","Year","","","","","operty","","of_Total",""
"Wrentham","Norfolk","MA",2004,1262477578,0,191064322,37219800,30742910,1521504610,82.98,17.02
"Wrentham","Norfolk","MA",2005,1372493626,0,205364594,39012800,29583770,1646454790,83.36,16.64
"Wrentham","Norfolk","MA",2006,1503596041,0,221003159,41313100,32829520,1798741820,83.59,16.41
"Wrentham","Norfolk","MA",2007,1584293521,0,237761089,43090100,34374580,1899519290,83.4,16.6
"Wrentham","Norfolk","MA",2008,1550781834,0,237218166,42989100,39765580,1870754680,82.9,17.1
"Wrentham","Norfolk","MA",2009,1491028979,0,239416421,44065100,51462260,1825972760,81.66,18.34
"Wrentham","Norfolk","MA",2010,1440753977,0,235004463,41350900,47306450,1764415790,81.66,18.34
"Wrentham","Norfolk","MA",2011,1378766140,0,233313220,40299400,50467540,1702846300,80.97,19.03
"Wrentham","Norfolk","MA",2012,1385294356,0,232834584,39275900,47103840,1704508680,81.27,18.73
"Wrentham","Norfolk","MA",2013,1341942944,0,262855236,34666600,49088820,1688553600,79.47,20.53
"Wrentham","Norfolk","MA",2014,1372426830,0,259536770,35430800,49226050,1716620450,79.95,20.05
"Wrentham","Norfolk","MA",2015,1444390088,0,269736272,36347900,52354320,1802828580,80.12,19.88
"Wrentham","Norfolk","MA",2016,1547171543,0,319460007,37814500,53619040,1958065090,79.02,20.98
"Wrentham","Norfolk","MA",2017,1605057192,0,324283358,38671500,58112450,2026124500,79.22,20.78
"Abington","Plymouth","MA",2003,861879424,0,99951076,12448400,21562100,995841000,86.55,13.45
"Abington","Plymouth","MA",2004,1329267215,0,120481985,16380400,28547000,1494676600,88.93,11.07
"Abington","Plymouth","MA",2005,1578032895,0,159621805,21698700,28382000,1787735400,88.27,11.73
"Abington","Plymouth","MA",2006,1737162084,0,192407016,25224000,29844400,1984637500,87.53,12.47
"Abington","Plymouth","MA",2007,1770145493,0,204611907,23319200,29430900,2027507500,87.31,12.69
"Abington","Plymouth","MA",2008,1731789914,0,211705086,23830600,32475600,1999801200,86.6,13.4
"Abington","Plymouth","MA",2009,1701541803,0,213202397,24534000,36369600,1975647800,86.13,13.87
"Abington","Plymouth","MA",2010,1576227669,0,206441931,21988800,37134200,1841792600,85.58,14.42
"Abington","Plymouth","MA",2011,1511054126,0,201455574,20535600,42709500,1775754800,85.09,14.91
"Abington","Plymouth","MA",2012,1509039517,0,198943617,20958400,37289700,1766231234,85.44,14.56
"Abington","Plymouth","MA",2013,1448302746,0,189960354,20445800,35583800,1694292700,85.48,14.52
"Abington","Plymouth","MA",2014,1408661922,0,191315578,20505100,34270200,1654752800,85.13,14.87
"Abington","Plymouth","MA",2015,1479900513,0,190050987,20451000,35463900,1725866400,85.75,14.25
"Abington","Plymouth","MA",2016,1519664814,0,188311486,17516200,36688600,1762181100,86.24,13.76
"Abington","Plymouth","MA",2017,1622413621,0,187205279,17936000,38922400,1866477300,86.92,13.08
"Bridgewater","Plymouth","MA",2003,1719516968,0,102274632,43588000,40319500,1905699100,90.23,9.77
"Bridgewater","Plymouth","MA",2004,1742198823,0,106025177,43490400,42871760,1934586160,90.06,9.94
"Bridgewater","Plymouth","MA",2005,2156061454,0,109806966,44678500,43449480,2353996400,91.59,8.41
"Bridgewater","Plymouth","MA",2006,2468339839,0,141477371,63144100,52458870,2725420180,90.57,9.43
"Bridgewater","Plymouth","MA",2007,2510492784,0,143423216,65632700,49229650,2768778350,90.67,9.33
"Bridgewater","Plymouth","MA",2008,2441020387,0,145547923,64580500,52940450,2704089260,90.27,9.73
"Bridgewater","Plymouth","MA",2009,2313353326,0,169143214,71301600,62870630,2616668770,88.41,11.59
"Bridgewater","Plymouth","MA",2010,2147538115,0,166446655,68650400,63032010,2445667180,87.81,12.19
"Bridgewater","Plymouth","MA",2011,2052517912,0,161736288,67150600,60063170,2341467970,87.66,12.34
"Bridgewater","Plymouth","MA",2012,2009484573,0,160983127,71533720,61579020,2303580440,87.23,12.77
"Bridgewater","Plymouth","MA",2013,1969013554,0,169266776,69297020,61643120,2269220470,86.77,13.23
"Bridgewater","Plymouth","MA",2014,1972183412,0,173107868,69981520,57617110,2272889910,86.77,13.23
"Bridgewater","Plymouth","MA",2015,2034310900,0,177749900,69625820,87307870,2368994490,85.87,14.13
"Bridgewater","Plymouth","MA",2016,2167087390,0,181352460,75395870,89152910,2512988630,86.24,13.76
"Bridgewater","Plymouth","MA",2017,2285434313,0,194316077,79820790,89816300,2649387480,86.26,13.74
"Brockton","Plymouth","MA",2003,4042030277,0,675579359,167021120,117675130,5002305886,80.8,19.2
"Brockton","Plymouth","MA",2004,4811922754,0,711927394,174494770,123340910,5821685828,82.66,17.34
"Brockton","Plymouth","MA",2005,5551909221,0,802974170,193043280,131713090,6679639761,83.12,16.88
"Brockton","Plymouth","MA",2006,6453734585,0,946350385,228562900,129070070,7757717940,83.19,16.81
"Brockton","Plymouth","MA",2007,6889436784,0,972891339,227608595,140311030,8230247748,83.71,16.29
"Brockton","Plymouth","MA",2008,6671400820,0,1094754760,245987270,144616700,8156759550,81.79,18.21
"Brockton","Plymouth","MA",2009,5747722410,0,1028389930,229330470,168780780,7174223590,80.12,19.88
"Brockton","Plymouth","MA",2010,4553399820,0,931408442,199506867,183886760,5868201889,77.59,22.41
"Brockton","Plymouth","MA",2011,4418508735,0,856543630,173723200,180413520,5629189085,78.49,21.51
"Brockton","Plymouth","MA",2012,4384690287,0,900004754,168430670,181508380,5634634091,77.82,22.18
"Brockton","Plymouth","MA",2013,4229251707,0,897846485,166354430,192787250,5486239872,77.09,22.91
"Brockton","Plymouth","MA",2014,4128790690,0,891028561,162872640,179487000,5362178891,77,23
"Brockton","Plymouth","MA",2015,4223387010,0,884092011,159914300,195574810,5462968131,77.31,22.69
"Brockton","Plymouth","MA",2016,4840391720,0,888502695,152811160,222598360,6104303935,79.29,20.71
"Brockton","Plymouth","MA",2017,5387552045,0,895678654,157625900,247740790,6688597389,80.55,19.45
"Carver","Plymouth","MA",2003,686109106,0,65590302,14975760,22180700,788855868,86.98,13.02
"Carver","Plymouth","MA",2004,757874532,0,54384968,17554200,24234000,854047700,88.74,11.26
"Carver","Plymouth","MA",2005,927018197,0,73569473,21816000,25045250,1047448920,88.5,11.5
"Carver","Plymouth","MA",2006,1068711677,0,81718373,23178600,27120620,1200729270,89.01,10.99
"Carver","Plymouth","MA",2007,1158983303,0,92543537,25015100,29457890,1305999830,88.74,11.26
"Carver","Plymouth","MA",2008,1135256687,0,90011123,26380600,37034050,1288682460,88.09,11.91
"Carver","Plymouth","MA",2009,1064424379,0,95029101,27059800,42246450,1228759730,86.63,13.37
"Carver","Plymouth","MA",2010,999553425,0,92555985,30893000,43100370,1166102780,85.72,14.28
"Carver","Plymouth","MA",2011,947331677,0,92167083,30454600,68346220,1138299580,83.22,16.78
"Carver","Plymouth","MA",2012,930774142,0,94200488,29166600,68041970,1122183200,82.94,17.06
"Carver","Plymouth","MA",2013,902612797,0,91370543,28116900,73496370,1095596610,82.39,17.61
"Carver","Plymouth","MA",2014,906240494,0,88215976,29998200,76525590,1100980260,82.31,17.69
"Carver","Plymouth","MA",2015,918228748,0,86982382,29301700,87630690,1122143520,81.83,18.17
"Carver","Plymouth","MA",2016,947635643,0,89631077,29694000,99918150,1166878870,81.21,18.79
"Carver","Plymouth","MA",2017,997775524,0,93529306,32126700,106677210,1230108740,81.11,18.89
"Duxbury","Plymouth","MA",2003,2483838545,0,70975755,1986300,18557010,2575357610,96.45,3.55
"Duxbury","Plymouth","MA",2004,2778019842,0,73961358,2195500,21033140,2875209840,96.62,3.38
"Duxbury","Plymouth","MA",2005,3194763079,0,78663121,2003400,22077720,3297507320,96.88,3.12
"Duxbury","Plymouth","MA",2006,3484297092,0,83823108,2042500,23009700,3593172400,96.97,3.03
"Duxbury","Plymouth","MA",2007,3556472301,0,84874799,2095500,24798370,3668240970,96.95,3.05
"Duxbury","Plymouth","MA",2008,3529253752,0,91783748,2155600,28288280,3651481380,96.65,3.35
"Duxbury","Plymouth","MA",2009,3605653048,0,92736552,2174600,34180600,3734744800,96.54,3.46
"Duxbury","Plymouth","MA",2010,3374398059,0,89418341,2233500,36242040,3502291940,96.35,3.65
"Duxbury","Plymouth","MA",2011,3222272471,0,87896029,2319500,40395200,3352883200,96.1,3.9
"Duxbury","Plymouth","MA",2012,3067422072,0,88685699,2844400,41683140,3200635311,95.84,4.16
"Duxbury","Plymouth","MA",2013,3076141600,0,92204500,2735800,43585780,3214667680,95.69,4.31
"Duxbury","Plymouth","MA",2014,3133284628,0,94583642,2779800,45889560,3276537630,95.63,4.37
"Duxbury","Plymouth","MA",2015,3366472285,0,90881004,4128976,44938420,3506420685,96.01,3.99
"Duxbury","Plymouth","MA",2016,3480420057,0,100122228,3009900,48372550,3631924735,95.83,4.17
"Duxbury","Plymouth","MA",2017,3590943268,0,100882281,3009900,52872380,3747707829,95.82,4.18
"East Bridgewater","Plymouth","MA",2003,739974849,0,46998851,41686000,19370200,848029900,87.26,12.74
"East Bridgewater","Plymouth","MA",2004,1159716205,0,56896945,40402000,18214150,1275229300,90.94,9.06
"East Bridgewater","Plymouth","MA",2005,1269361334,0,58427236,39943300,18541420,1386273290,91.57,8.43
"East Bridgewater","Plymouth","MA",2006,1376092413,0,59692847,40005400,19561030,1495351690,92.02,7.98
"East Bridgewater","Plymouth","MA",2007,1546206489,0,71333711,45039900,20575330,1683155430,91.86,8.14
"East Bridgewater","Plymouth","MA",2008,1551139178,0,82485122,43281600,25517230,1702423130,91.11,8.89
"East Bridgewater","Plymouth","MA",2009,1501220920,0,88245120,44493200,28344420,1662303660,90.31,9.69
"East Bridgewater","Plymouth","MA",2010,1442576108,0,91096622,43966400,37705220,1615344350,89.3,10.7
"East Bridgewater","Plymouth","MA",2011,1398579695,0,89867205,43908500,38671480,1571026880,89.02,10.98
"East Bridgewater","Plymouth","MA",2012,1355343577,0,89857523,42494700,44090600,1531786400,88.48,11.52
"East Bridgewater","Plymouth","MA",2013,1382964391,0,89857849,44179000,35170590,1552171830,89.1,10.9
"East Bridgewater","Plymouth","MA",2014,1301388795,0,91295705,43362400,37325250,1473372150,88.33,11.67
"East Bridgewater","Plymouth","MA",2015,1330298183,0,91160417,43857900,37858630,1503175130,88.5,11.5
"East Bridgewater","Plymouth","MA",2016,1346092392,0,91595218,43860500,33632490,1515180600,88.84,11.16
"East Bridgewater","Plymouth","MA",2017,1387626917,0,93618483,42386600,34236150,1557868150,89.07,10.93
"Halifax","Plymouth","MA",2003,522752700,0,34713700,12739900,12521800,582728100,89.71,10.29
"Halifax","Plymouth","MA",2004,624707500,0,36112100,10447000,15949800,687216400,90.9,9.1
"Halifax","Plymouth","MA",2005,726665200,0,40001200,10687800,16238600,793592800,91.57,8.43
"Halifax","Plymouth","MA",2006,792907500,0,47094300,10424700,17020000,867446500,91.41,8.59
"Halifax","Plymouth","MA",2007,883882900,0,50903100,12232500,17869700,964888200,91.6,8.4
"Halifax","Plymouth","MA",2008,834393500,0,52330600,12751500,18770100,918245700,90.87,9.13
"Halifax","Plymouth","MA",2009,822623800,0,53974900,12972700,20859900,910431300,90.36,9.64
"Halifax","Plymouth","MA",2010,808020300,0,51618600,13429700,19697400,892766000,90.51,9.49
"Halifax","Plymouth","MA",2011,708984239,0,53523731,14765620,21643890,798917480,88.74,11.26
"Halifax","Plymouth","MA",2012,702014766,0,51549594,14443560,16697020,784704940,89.46,10.54
"Halifax","Plymouth","MA",2013,672065523,0,50859457,13100560,16383720,752409260,89.32,10.68
"Halifax","Plymouth","MA",2014,663726272,0,52586008,13405130,15332900,745050310,89.08,10.92
"Halifax","Plymouth","MA",2015,681542153,0,52578557,13209930,15322100,762652740,89.36,10.64
"Halifax","Plymouth","MA",2016,694216486,0,52572124,13084780,16108170,775981560,89.46,10.54
"Halifax","Plymouth","MA",2017,751848645,0,53819195,15776200,15857600,837301640,89.79,10.21
"Hanover","Plymouth","MA",2003,1348986952,0,198812598,40785900,22146240,1610731690,83.75,16.25
"Hanover","Plymouth","MA",2004,1440421800,0,209437200,42743100,26595786,1719197886,83.78,16.22
"Hanover","Plymouth","MA",2005,1871559611,0,269887954,51258835,29279240,2221985640,84.23,15.77
"Hanover","Plymouth","MA",2006,1983110682,0,276980245,52112373,35153230,2347356530,84.48,15.52
"Hanover","Plymouth","MA",2007,2106091473,0,306269063,61059079,40137480,2513557095,83.79,16.21
"Hanover","Plymouth","MA",2008,2150101047,0,356941833,72184235,42477030,2621704145,82.01,17.99
"Hanover","Plymouth","MA",2009,1990942764,0,350786341,70097310,49798420,2461624835,80.88,19.12
"Hanover","Plymouth","MA",2010,1910225359,0,337776957,68512496,52546220,2369061032,80.63,19.37
"Hanover","Plymouth","MA",2011,1853634030,0,301876973,61480997,51335020,2268327020,81.72,18.28
"Hanover","Plymouth","MA",2012,1855190259,0,292314166,59304875,46786660,2253595960,82.32,17.68
"Hanover","Plymouth","MA",2013,1889424932,0,293787283,59632635,47722630,2290567480,82.49,17.51
"Hanover","Plymouth","MA",2014,1856236836,0,295611206,56355108,47241170,2255444320,82.3,17.7
"Hanover","Plymouth","MA",2015,1962148416,0,298023144,59483390,50058510,2369713460,82.8,17.2
"Hanover","Plymouth","MA",2016,2027080319,0,299212141,59518390,51159150,2436970000,83.18,16.82
"Hanover","Plymouth","MA",2017,2132022383,0,300618240,59399727,54204940,2546245290,83.73,16.27
"Hanson","Plymouth","MA",2003,768398000,0,38669200,16286000,11162900,834516100,92.08,7.92
"Hanson","Plymouth","MA",2004,1027953192,0,41806908,17188700,13132000,1100080800,93.44,6.56
"Hanson","Plymouth","MA",2005,1039744234,0,42478066,17280700,12238300,1111741300,93.52,6.48
"Hanson","Plymouth","MA",2006,1142820781,0,42337039,17725800,12086000,1214969620,94.06,5.94
"Hanson","Plymouth","MA",2007,1274391852,0,45340188,19290400,13085850,1352108290,94.25,5.75
"Hanson","Plymouth","MA",2008,1236362305,0,45302415,20023600,15029590,1316717910,93.9,6.1
"Hanson","Plymouth","MA",2009,1199158466,0,46747044,19475000,18364300,1283744810,93.41,6.59
"Hanson","Plymouth","MA",2010,1115605718,0,50857152,22409800,18981100,1207853770,92.36,7.64
"Hanson","Plymouth","MA",2011,1121352709,0,50711841,22431500,19497660,1213993710,92.37,7.63
"Hanson","Plymouth","MA",2012,1081059541,0,50172189,20975500,19314600,1171521830,92.28,7.72
"Hanson","Plymouth","MA",2013,1068963165,0,48594875,21000900,19511170,1158070110,92.31,7.69
"Hanson","Plymouth","MA",2014,995161843,0,51361517,21268500,17424680,1085216540,91.7,8.3
"Hanson","Plymouth","MA",2015,1010950292,0,51632778,23148500,19258320,1104989890,91.49,8.51
"Hanson","Plymouth","MA",2016,1046749340,0,52379700,22200300,19513810,1140843150,91.75,8.25
"Hanson","Plymouth","MA",2017,1093647831,0,52916349,23287800,21821750,1191673730,91.77,8.23
"Hingham","Plymouth","MA",2003,2968345775,0,244125645,149690680,54140880,3416302980,86.89,13.11
"Hingham","Plymouth","MA",2004,3445300065,0,229436735,153148500,69735540,3897620840,88.39,11.61
"Hingham","Plymouth","MA",2005,3968827225,0,247289457,158456758,61977830,4436551270,89.46,10.54
"Hingham","Plymouth","MA",2006,4537505927,0,383712499,205880174,65365130,5192463730,87.39,12.61
"Hingham","Plymouth","MA",2007,4880457430,0,423901180,193763390,74475140,5572597140,87.58,12.42
"Hingham","Plymouth","MA",2008,5001557821,0,463240322,191314157,69240920,5725353220,87.36,12.64
"Hingham","Plymouth","MA",2009,4902896684,0,473771299,186915617,90217060,5653800660,86.72,13.28
"Hingham","Plymouth","MA",2010,4883302232,0,475224448,182626233,94952320,5636105233,86.64,13.36
"Hingham","Plymouth","MA",2011,4839160498,0,481235961,182314541,96808350,5599519350,86.42,13.58
"Hingham","Plymouth","MA",2012,4742405100,0,434205900,164218200,97359740,5438188940,87.21,12.79
"Hingham","Plymouth","MA",2013,4743269100,0,438829300,157648400,99710870,5439457670,87.2,12.8
"Hingham","Plymouth","MA",2014,4838079100,0,454806400,155232900,100873580,5548991980,87.19,12.81
"Hingham","Plymouth","MA",2015,5163772860,0,487558500,171610500,96496920,5919438780,87.23,12.77
"Hingham","Plymouth","MA",2016,5411453260,0,495113900,170024500,98762540,6175354200,87.63,12.37
"Hingham","Plymouth","MA",2017,5665777460,0,521896100,176387600,101728750,6465789910,87.63,12.37
"Hull","Plymouth","MA",2003,1459484245,0,51517955,0,15951300,1526953500,95.58,4.42
"Hull","Plymouth","MA",2004,1667111272,0,54698284,0,18815822,1740625378,95.78,4.22
"Hull","Plymouth","MA",2005,1760883747,0,54219609,0,17377980,1832481336,96.09,3.91
"Hull","Plymouth","MA",2006,1998493156,0,59755000,0,17569160,2075817316,96.28,3.72
"Hull","Plymouth","MA",2007,2027547734,0,58156066,0,17759580,2103463380,96.39,3.61
"Hull","Plymouth","MA",2008,2060501009,0,59040691,0,19365170,2138906870,96.33,3.67
"Hull","Plymouth","MA",2009,1990512561,0,57340139,0,22449720,2070302420,96.15,3.85
"Hull","Plymouth","MA",2010,1869906827,0,58094173,0,22841140,1950842140,95.85,4.15
"Hull","Plymouth","MA",2011,1786535762,0,57147838,0,29244480,1872928080,95.39,4.61
"Hull","Plymouth","MA",2012,1739636012,0,56714088,0,29515310,1825865410,95.28,4.72
"Hull","Plymouth","MA",2013,1735292570,0,57665830,0,29002500,1821960900,95.24,4.76
"Hull","Plymouth","MA",2014,1735796945,0,56979455,0,28856390,1821632790,95.29,4.71
"Hull","Plymouth","MA",2015,1779621505,0,56894295,0,27277940,1863793740,95.48,4.52
"Hull","Plymouth","MA",2016,1897519772,0,57313828,0,28579910,1983413510,95.67,4.33
"Hull","Plymouth","MA",2017,1918922742,0,56445658,0,32882830,2008251230,95.55,4.45
"Kingston","Plymouth","MA",2003,878041700,0,154377700,14768400,20347484,1067535284,82.25,17.75
"Kingston","Plymouth","MA",2004,1271452542,0,208961958,9716000,23372159,1513502659,84.01,15.99
"Kingston","Plymouth","MA",2005,1358363526,0,218184974,10516400,25093738,1612158638,84.26,15.74
"Kingston","Plymouth","MA",2006,1596394416,0,241307284,12835700,27019481,1877556881,85.03,14.97
"Kingston","Plymouth","MA",2007,1711923062,0,257625038,14665400,29349764,2013563264,85.02,14.98
"Kingston","Plymouth","MA",2008,1643718046,0,259346154,14665400,35076767,1952806367,84.17,15.83
"Kingston","Plymouth","MA",2009,1594380841,0,258883759,14373800,40074487,1907712887,83.58,16.42
"Kingston","Plymouth","MA",2010,1519635118,0,236800557,13884900,40995509,1811316084,83.9,16.1
"Kingston","Plymouth","MA",2011,1461728312,0,218121863,13472200,47128182,1740450557,83.99,16.01
"Kingston","Plymouth","MA",2012,1427701625,0,209161904,13230500,42426749,1692520778,84.35,15.65
"Kingston","Plymouth","MA",2013,1404819100,0,199344229,22676300,42419190,1669258819,84.16,15.84
"Kingston","Plymouth","MA",2014,1408418290,0,166819539,19873300,41235695,1636346824,86.07,13.93
"Kingston","Plymouth","MA",2015,1434433485,0,158544442,19396900,42616797,1654991624,86.67,13.33
"Kingston","Plymouth","MA",2016,1460072332,0,159033895,18806000,48913388,1686825615,86.56,13.44
"Kingston","Plymouth","MA",2017,1621976280,0,165297440,19262920,52698644,1859235284,87.24,12.76
"Lakeville","Plymouth","MA",2003,762980800,0,71892100,58934100,11785230,905592230,84.25,15.75
"Lakeville","Plymouth","MA",2004,782236100,0,77874250,61085700,13286935,934482985,83.71,16.29
"Lakeville","Plymouth","MA",2005,1216840780,0,92918360,75490780,18830845,1404080765,86.66,13.34
"Lakeville","Plymouth","MA",2006,1422615771,0,96866929,80809900,18206103,1618498703,87.9,12.1
"Lakeville","Plymouth","MA",2007,1420024100,0,101145420,82293600,18420332,1621883452,87.55,12.45
"Lakeville","Plymouth","MA",2008,1450163000,0,124269820,82921700,19905681,1677260201,86.46,13.54
"Lakeville","Plymouth","MA",2009,1409546700,0,123364820,88081100,26341060,1647333680,85.57,14.43
"Lakeville","Plymouth","MA",2010,1311866900,0,127105320,82498900,28187330,1549658450,84.66,15.34
"Lakeville","Plymouth","MA",2011,1253994200,0,113005320,75849600,28535095,1471384215,85.23,14.77
"Lakeville","Plymouth","MA",2012,1211888700,0,115651370,76913300,28058885,1432512255,84.6,15.4
"Lakeville","Plymouth","MA",2013,1194477000,0,114352070,70548400,27871855,1407249325,84.88,15.12
"Lakeville","Plymouth","MA",2014,1165660400,0,112453470,66358200,26948401,1371420471,85,15
"Lakeville","Plymouth","MA",2015,1211836300,0,109650270,66351300,22721064,1410558934,85.91,14.09
"Lakeville","Plymouth","MA",2016,1268745800,0,110095670,77360500,23031014,1479232984,85.77,14.23
"Lakeville","Plymouth","MA",2017,1348178900,0,115638570,79863800,20287987,1563969257,86.2,13.8
"Marion","Plymouth","MA",2003,1016678598,0,50821302,15211700,15891090,1098602690,92.54,7.46
"Marion","Plymouth","MA",2004,1130575092,0,56828308,16627700,17907821,1221938921,92.52,7.48
"Marion","Plymouth","MA",2005,1400184276,0,60625524,17207600,18245219,1496262619,93.58,6.42
"Marion","Plymouth","MA",2006,1628743380,0,76648620,16809400,15622555,1737823955,93.72,6.28
"Marion","Plymouth","MA",2007,1694433171,0,76639429,17124200,16329451,1804526251,93.9,6.1
"Marion","Plymouth","MA",2008,1657694990,0,76816410,17119300,18874631,1770505331,93.63,6.37
"Marion","Plymouth","MA",2009,1634902998,0,79626902,17223000,26175880,1757928780,93,7
"Marion","Plymouth","MA",2010,1531118699,0,79596801,17216700,24948596,1652880796,92.63,7.37
"Marion","Plymouth","MA",2011,1442815161,0,78644539,17248300,25448607,1564156607,92.24,7.76
"Marion","Plymouth","MA",2012,1439429556,0,75886144,16694100,26128878,1558138678,92.38,7.62
"Marion","Plymouth","MA",2013,1401254882,0,73818318,16320300,27793207,1519186707,92.24,7.76
"Marion","Plymouth","MA",2014,1405374351,0,73695049,16320500,27489293,1522879193,92.28,7.72
"Marion","Plymouth","MA",2015,1371708189,0,68704211,15916300,26531810,1482860510,92.5,7.5
"Marion","Plymouth","MA",2016,1391362275,0,69060325,16165400,29028050,1505616050,92.41,7.59
"Marion","Plymouth","MA",2017,1422771233,0,69901667,16188300,31565036,1540426236,92.36,7.64
"Marshfield","Plymouth","MA",2003,2730101537,0,129505663,25164800,32039557,2916811557,93.6,6.4
"Marshfield","Plymouth","MA",2004,3301240417,0,167899483,29396000,35635943,3534171843,93.41,6.59
"Marshfield","Plymouth","MA",2005,3881280251,0,181680049,30762000,36817458,4130539758,93.97,6.03
"Marshfield","Plymouth","MA",2006,4223128973,0,206830234,35490300,36381261,4501830768,93.81,6.19
"Marshfield","Plymouth","MA",2007,4507128337,0,205483115,36562100,36960539,4786134091,94.17,5.83
"Marshfield","Plymouth","MA",2008,4586786110,0,223328575,43622000,45423853,4899160538,93.62,6.38
"Marshfield","Plymouth","MA",2009,4099485652,0,227507906,42942900,61765017,4431701475,92.5,7.5
"Marshfield","Plymouth","MA",2010,3967268613,0,215560402,41011300,64264470,4288104785,92.52,7.48
"Marshfield","Plymouth","MA",2011,3916336332,0,201661048,41142600,71346760,4230486740,92.57,7.43
"Marshfield","Plymouth","MA",2012,3892976366,0,203681840,40844500,69032560,4206535266,92.55,7.45
"Marshfield","Plymouth","MA",2013,3866211027,0,206162921,40878000,70559500,4183811448,92.41,7.59
"Marshfield","Plymouth","MA",2014,3861371126,0,205393300,44716614,70326699,4181807739,92.34,7.66
"Marshfield","Plymouth","MA",2015,3977151911,0,223566744,47060900,71090968,4318870523,92.09,7.91
"Marshfield","Plymouth","MA",2016,4031604809,0,224476879,48437200,74746291,4379265179,92.06,7.94
"Marshfield","Plymouth","MA",2017,4218292026,0,227304272,49318100,80548370,4575462768,92.19,7.81
"Mattapoisett","Plymouth","MA",2003,931760400,0,36875700,9772500,11799486,990208086,94.1,5.9
"Mattapoisett","Plymouth","MA",2004,947598700,0,39950400,9850200,13826192,1011225492,93.71,6.29
"Mattapoisett","Plymouth","MA",2005,1306473656,0,57827444,8457300,15660430,1388418830,94.1,5.9
"Mattapoisett","Plymouth","MA",2006,1538529379,0,59793258,10362400,12483888,1621168925,94.9,5.1
"Mattapoisett","Plymouth","MA",2007,1572686790,0,59631350,10392100,17883189,1660593429,94.71,5.29
"Mattapoisett","Plymouth","MA",2008,1551702580,0,58505720,11122700,19817743,1641148743,94.55,5.45
"Mattapoisett","Plymouth","MA",2009,1659998244,0,78511056,16214500,25640233,1780364033,93.24,6.76
"Mattapoisett","Plymouth","MA",2010,1573065178,0,74591922,16145100,26382038,1690184238,93.07,6.93
"Mattapoisett","Plymouth","MA",2011,1482351695,0,70954705,15282800,26676898,1595266098,92.92,7.08
"Mattapoisett","Plymouth","MA",2012,1447481985,0,70133015,13227400,26221058,1557063458,92.96,7.04
"Mattapoisett","Plymouth","MA",2013,1441663865,0,65459535,13241600,27309122,1547674122,93.15,6.85
"Mattapoisett","Plymouth","MA",2014,1435346735,0,68652465,13241600,26352988,1543593788,92.99,7.01
"Mattapoisett","Plymouth","MA",2015,1456218849,0,59703347,12216100,25355574,1553493870,93.74,6.26
"Mattapoisett","Plymouth","MA",2016,1480170060,0,59515036,13278700,28536545,1581500341,93.59,6.41
"Mattapoisett","Plymouth","MA",2017,1550539603,0,58225793,14012300,30035639,1652813335,93.81,6.19
"Middleborough","Plymouth","MA",2003,1074256244,0,192740471,37249649,28716142,1332962506,80.59,19.41
"Middleborough","Plymouth","MA",2004,1549405274,0,214275417,47706648,26148754,1837536093,84.32,15.68
"Middleborough","Plymouth","MA",2005,1795949213,0,225506200,46762047,23189931,2091407391,85.87,14.13
"Middleborough","Plymouth","MA",2006,2128116098,0,246313443,48184909,23768176,2446382626,86.99,13.01
"Middleborough","Plymouth","MA",2007,2327539460,0,321975413,56111123,27623840,2733249836,85.16,14.84
"Middleborough","Plymouth","MA",2008,2221001922,0,323490748,55906020,34186910,2634585600,84.3,15.7
"Middleborough","Plymouth","MA",2009,2141888417,0,317863474,56126225,57358340,2573236456,83.24,16.76
"Middleborough","Plymouth","MA",2010,2046850213,0,321309366,58978100,53967780,2481105459,82.5,17.5
"Middleborough","Plymouth","MA",2011,1895973311,0,316488836,63028195,59860820,2335351162,81.19,18.81
"Middleborough","Plymouth","MA",2012,1848672005,0,326079453,63888807,58232590,2296872855,80.49,19.51
"Middleborough","Plymouth","MA",2013,1747274784,0,330531873,63107245,58529740,2199443642,79.44,20.56
"Middleborough","Plymouth","MA",2014,1742515366,0,320581924,62922928,61051000,2187071218,79.67,20.33
"Middleborough","Plymouth","MA",2015,1800567139,0,317903457,62529947,58818230,2239818773,80.39,19.61
"Middleborough","Plymouth","MA",2016,1816883826,0,362927338,63449099,58773100,2302033363,78.93,21.07
"Middleborough","Plymouth","MA",2017,1946868254,0,340450590,66293186,77522690,2431134720,80.08,19.92
"Norwell","Plymouth","MA",2003,1423136399,0,212066101,52948700,33520300,1721671500,82.66,17.34
"Norwell","Plymouth","MA",2004,1456774079,0,210713121,53016900,32728960,1753233060,83.09,16.91
"Norwell","Plymouth","MA",2005,1864053284,0,211973516,51813300,24480260,2152320360,86.61,13.39
"Norwell","Plymouth","MA",2006,2007659627,0,246452973,56045200,27162290,2337320090,85.9,14.1
"Norwell","Plymouth","MA",2007,2164334769,0,254278531,59844600,24001980,2502459880,86.49,13.51
"Norwell","Plymouth","MA",2008,2154860223,0,268050477,60597400,22934499,2506442599,85.97,14.03
"Norwell","Plymouth","MA",2009,2129962006,0,272691681,58162100,35511660,2496327447,85.32,14.68
"Norwell","Plymouth","MA",2010,2004523008,0,274162179,58114100,33558560,2370357847,84.57,15.43
"Norwell","Plymouth","MA",2011,1873034973,0,271495555,58048500,35392830,2237971858,83.69,16.31
