"","Region","Year","Number_of_Months_Reported","Single_Family_Buildings","Single_Family_Units","Single_Family_Valuation","I2_Family_Buildings","I2_Family_Units","I2_Family_Valuation","I3-4_Family_Buildings","I3-4_Family_Units","I3-4_Family_Valuation","I5_Family_Buildings","I5_Family_Units","I5_Family_Valuation","Total_Buildings","Total_Units","Total_Valuation","Average_Valuation_PerUnits","Total_Pct_Change","Change_from_previous","Pct_Change_from_previous","Percentage_of_1_Family","Percentage_of_2_Family","Percentage_of_3_and_4_Family","Percentage_of_5_Family","Inflation_Adjusted_1_Family_Valuation","Inflation_Adjusted_2_Family_Valuation","Inflation_Adjusted_3_4_Family_Valuation","Inflation_Adjusted_5_Family_Valuation","Inflation_Adjusted_Total_Valuation","Inflation_Adjusted_Average_Valuation","Permits_Per_1000_Population"
"5359","Stoughton",2012,11,27,27,5572200,0,0,0,0,0,0,1,16,1454000,27,42,6857000,163261.904761905,27.2727272727273,1.8,180,64.2857142857143,0,0,38.0952380952381,5949012.88361194,0,0,1552324.88653885,7320695.83699922,174302.281833315,1.24630723781388
"5360","Stoughton",2013,12,71,71,12073260,0,0,0,1,4,380000,0,0,0,72,75,12453260,166043.466666667,127.272727272727,0.785714285714286,78.5714285714286,94.6666666666667,0,5.33333333333333,0,12703621.231386,0,399840.313877668,0,13103461.5452637,174712.820603517,3.29700522025827
"5361","Stoughton",2014,12,19,19,3213810,0,0,0,0,0,0,1,21,1650000,20,40,4863810,121595.25,21.2121212121212,-0.466666666666667,-46.6666666666667,47.5,0,0,52.5,3327627.00729927,0,0,1708434.71208435,5036061.71938362,125901.54298459,0.911867961519172
"5362","Stoughton",2015,12,19,19,3190000,1,2,260000,0,0,0,0,0,0,20,21,3450000,164285.714285714,-36.3636363636364,-0.475,-47.5,90.4761904761905,9.52380952380952,0,0,3299057.87348587,268888.729500416,0,0,3567946.60298628,169902.219189823,0.907935355002724
"5363","Stoughton",2016,11,10,10,2277395,0,0,0,0,0,0,2,67,6700000,11,76,8809500,115914.473684211,130.30303030303,2.61904761904762,261.904761904762,13.1578947368421,0,0,88.1578947368421,2325911.5875787,0,0,6842733.75359885,8997173.58243718,118383.862926805,0.499001996007984
"5364","Stoughton",2017,12,9,9,1737000,0,0,0,0,0,0,4,138,11431666,13,147,13168666,89582.7619047619,345.454545454545,0.934210526315789,93.4210526315789,6.12244897959184,0,0,93.8775510204082,1737000,0,0,11431666,13168666,89582.7619047619,0.589943728444364
"5365","Stow",2000,12,41,41,7091047,0,0,0,0,0,0,0,0,0,41,41,7091047,172952.365853659,0,NA,NA,100,0,0,0,10093829.5042973,0,0,0,10093829.5042973,246190.963519448,5.20040588533739
"5366","Stow",2001,12,28,28,4528073,0,0,0,0,0,0,0,0,0,28,28,4528073,161716.892857143,-31.71,-0.317073170731707,-31.71,100,0,0,0,6267200.7552795,0,0,0,6267200.7552795,223828.59840284,3.46663365110808
"5367","Stow",2002,12,36,36,6029497,0,0,0,0,0,0,0,0,0,36,36,6029497,167486.027777778,-12.2,0.285714285714286,28.57,100,0,0,0,8215399.13640912,0,0,0,8215399.13640912,228205.53156692,4.36522371771553
"5368","Stow",2003,12,16,16,3819000,0,0,0,0,0,0,0,0,0,16,16,3819000,238687.5,-60.98,-0.555555555555556,-55.56,100,0,0,0,5087572.17391304,0,0,0,5087572.17391304,317973.260869565,1.904535174384
"5369","Stow",2004,12,34,34,7756786,0,0,0,3,12,1274000,0,0,0,37,46,9030786,196321.434782609,12.2,1.875,187.5,73.91,0,26.09,0,10065343.4850185,0,1653165.06087877,0,11718508.5458973,254750.185780376,4.33966690124326
"5370","Stow",2005,12,29,29,7852000,0,0,0,0,0,0,0,0,0,29,29,7852000,270758.620689655,-29.27,-0.369565217391304,-36.96,100,0,0,0,9855003.7890425,0,0,0,9855003.7890425,339827.716863534,3.35143880735005
"5371","Stow",2006,12,43,43,9324900,0,0,0,0,0,0,0,0,0,43,43,9324900,216858.139534884,4.88,0.482758620689655,48.28,100,0,0,0,11337894.2857143,0,0,0,11337894.2857143,263671.960132891,4.89470688673876
"5372","Stow",2007,12,55,55,13692421,0,0,0,0,0,0,0,0,0,55,55,13692421,248953.109090909,34.15,0.27906976744186,27.91,100,0,0,0,16187199.0986872,0,0,0,16187199.0986872,294312.710885222,6.17491860334568
"5373","Stow",2008,12,45,45,13605983,0,0,0,0,0,0,0,0,0,45,45,13605983,302355.177777778,9.76,-0.181818181818182,-18.18,100,0,0,0,15490255.8392591,0,0,0,15490255.8392591,344227.907539091,4.98449268941072
"5374","Stow",2009,12,47,47,13820468,0,0,0,0,0,0,0,0,0,47,47,13820468,294052.510638298,14.63,0.0444444444444444,4.44,100,0,0,0,15790624.0702536,0,0,0,15790624.0702536,335970.724899013,5.13044427464251
"5375","Stow",2010,12,27,27,8339397,0,0,0,0,0,0,0,0,0,27,27,8339397,308866.555555556,-34.15,-0.425531914893617,-42.55,100,0,0,0,9374440.4769417,0,0,0,9374440.4769417,347201.49914599,3.45577883015487
"5376","Stow",2011,12,20,20,6212353,0,0,0,0,0,0,0,0,0,20,20,6212353,310617.65,-51.22,-0.259259259259259,-25.93,100,0,0,0,6769710.75429339,0,0,0,6769710.75429339,338485.537714669,2.55460467492655
"5377","Stow",2012,12,11,11,4148944,0,0,0,0,0,0,0,0,0,11,11,4148944,377176.727272727,-73.1707317073171,-0.45,-45,100,0,0,0,4429511.02067127,0,0,0,4429511.02067127,402682.820061024,1.39949109414758
"5378","Stow",2013,12,4,4,1540149,0,0,0,0,0,0,5,30,3480000,9,34,5020149,147651.441176471,-17.0731707317073,2.09090909090909,209.090909090909,11.7647058823529,0,0,88.2352941176471,1620562.26204836,0,0,3661695.50603759,5282257.76808596,155360.522590764,1.14213197969543
"5379","Stow",2014,12,2,2,6e+05,0,0,0,0,0,0,0,0,0,2,2,6e+05,3e+05,-95.1219512195122,-0.941176470588235,-94.1176470588235,100,0,0,0,621248.98621249,0,0,0,621248.98621249,310624.493106245,0.252238617732375
"5380","Stow",2015,12,6,6,2563288,0,0,0,0,0,0,0,0,0,6,6,2563288,427214.666666667,-85.3658536585366,2,200,100,0,0,0,2650920.2063987,0,0,0,2650920.2063987,441820.034399783,0.751785490540033
"5381","Stow",2016,12,11,11,4500000,0,0,0,0,0,0,0,0,0,11,11,4500000,409090.909090909,-73.1707317073171,0.833333333333333,83.3333333333333,100,0,0,0,4595865.95390968,0,0,0,4595865.95390968,417805.995809971,1.36781895050982
"5382","Stow",2017,12,49,49,16977221,1,2,540000,0,0,0,0,0,0,50,51,17517221,343474.921568627,24.390243902439,3.63636363636364,363.636363636364,96.078431372549,3.92156862745098,0,0,16977221,540000,0,0,17517221,343474.921568627,6.14552605703048
"5383","Sturbridge",2000,12,72,72,7632620,0,0,0,0,0,0,0,0,0,72,72,7632620,106008.611111111,0,NA,NA,100,0,0,0,10864737.5981417,0,0,0,10864737.5981417,150899.133307523,4.26691952115681
"5384","Sturbridge",2001,12,62,62,8322473,0,0,0,0,0,0,0,0,0,62,62,8322473,134233.435483871,-13.89,-0.138888888888889,-13.89,100,0,0,0,11518941.7377753,0,0,0,11518941.7377753,185789.382867343,3.65221489161169
"5385","Sturbridge",2002,12,102,102,13558540,0,0,0,0,0,0,0,0,0,102,102,13558540,132926.862745098,41.67,0.645161290322581,64.52,100,0,0,0,18473981.7943302,0,0,0,18473981.7943302,181117.468571865,6.01486024295318
"5386","Sturbridge",2003,12,125,125,18057810,0,0,0,0,0,0,0,0,0,125,125,18057810,144462.48,73.61,0.225490196078431,22.55,100,0,0,0,24056143.4086957,0,0,0,24056143.4086957,192449.147269565,7.37593674396648
"5387","Sturbridge",2004,9,98,98,16852189,0,0,0,0,0,0,0,0,0,98,98,16852189,171961.112244898,36.11,-0.216,-21.6,100,0,0,0,21867700.1994706,0,0,0,21867700.1994706,223139.797953782,5.78922495274102
"5388","Sturbridge",2005,12,78,78,12766870,2,4,506000,0,0,0,0,0,2e+05,80,82,13472870,164303.292682927,13.89,-0.163265306122449,-16.33,95.12,4.88,0,0,16023631.2053251,635077.931387609,0,251018.945212494,16909728.0819252,206216.19612104,4.73064869020164
"5389","Sturbridge",2006,12,52,52,9501949,1,2,165000,0,0,0,1,57,4e+06,54,111,13666949,123125.666666667,54.17,0.353658536585366,35.37,46.85,1.8,0,51.35,11553163.3873016,200619.047619048,0,4863492.06349206,16617274.4984127,149705.175661376,3.18396226415094
"5390","Sturbridge",2007,12,26,26,4795106,0,0,0,0,0,0,0,0,0,26,26,4795106,184427.153846154,-63.89,-0.765765765765766,-76.58,100,0,0,0,5668780.96439699,0,0,0,5668780.96439699,218030.037092192,1.52233737338252
"5391","Sturbridge",2008,12,10,10,1443843,0,0,0,0,0,0,0,0,0,10,10,1443843,144384.3,-86.11,-0.615384615384615,-61.54,100,0,0,0,1643798.72161558,0,0,0,1643798.72161558,164379.872161558,0.578603251750275
"5392","Sturbridge",2009,12,20,20,2761150,0,0,0,0,0,0,0,0,0,20,20,2761150,138057.5,-72.22,1,100,100,0,0,0,3154761.59357127,0,0,0,3154761.59357127,157738.079678564,1.14109659382667
"5393","Sturbridge",2010,12,18,18,2801500,0,0,0,0,0,0,0,0,0,18,18,2801500,155638.888888889,-75,-0.1,-10,100,0,0,0,3149207.90989471,0,0,0,3149207.90989471,174955.99499415,2.71575135787568
"5394","Sturbridge",2011,12,9,9,1457300,0,0,0,0,0,0,0,0,0,9,9,1457300,161922.222222222,-87.5,-0.5,-50,100,0,0,0,1588045.54123562,0,0,0,1588045.54123562,176449.504581736,1.33293838862559
"5395","Sturbridge",2012,12,14,14,2105000,0,0,0,0,0,0,0,0,0,14,14,2105000,150357.142857143,-80.5555555555556,0.555555555555556,55.5555555555556,100,0,0,0,2247347.92721064,0,0,0,2247347.92721064,160524.851943617,2.03903291581707
"5396","Sturbridge",2013,12,21,21,5484960,0,0,0,0,0,0,0,0,0,21,21,5484960,261188.571428571,-70.8333333333333,0.5,50,100,0,0,0,5771337.17896436,0,0,0,5771337.17896436,274825.579950683,3.02462912285755
"5397","Sturbridge",2014,12,6,6,1046000,0,0,0,0,0,0,0,0,0,6,6,1046000,174333.333333333,-91.6666666666667,-0.714285714285714,-71.4285714285714,100,0,0,0,1083044.06596377,0,0,0,1083044.06596377,180507.344327295,0.851063829787234
"5398","Sturbridge",2015,11,12,12,3212333,0,0,0,0,0,0,0,0,0,11,11,3038000,276181.818181818,-84.7222222222222,0.833333333333333,83.3333333333333,109.090909090909,0,0,0,3322154.38116253,0,0,0,3141861.38547024,285623.762315476,1.55499010460843
"5399","Sturbridge",2016,12,12,12,2953000,0,0,0,0,0,0,0,0,0,12,12,2953000,246083.333333333,-83.3333333333333,0.0909090909090909,9.09090909090909,100,0,0,0,3015909.36931006,0,0,0,3015909.36931006,251325.780775838,1.69371912491179
"5400","Sturbridge",2017,12,17,17,4567000,0,0,0,0,0,0,0,0,0,17,17,4567000,268647.058823529,-76.3888888888889,0.416666666666667,41.6666666666667,100,0,0,0,4567000,0,0,0,4567000,268647.058823529,2.39369191776964
"5401","Sudbury",2000,10,83,83,24933059,0,0,0,0,0,0,0,0,0,83,83,24933059,300398.301204819,0,NA,NA,100,0,0,0,35491239.3849013,0,0,0,35491239.3849013,427605.293793991,0.119813206879876
"5402","Sudbury",2001,12,52,52,15728830,0,0,0,0,0,0,1,12,2e+06,53,64,17728830,277012.96875,-22.89,-0.228915662650602,-22.89,81.25,0,0,18.75,21769908.580463,0,0,2768153.58554489,24538062.1660079,383407.221343874,0.0756892001508072
"5403","Sudbury",2002,12,34,34,12864630,0,0,0,0,0,0,0,0,0,34,34,12864630,378371.470588235,-59.04,-0.46875,-46.88,100,0,0,0,17528505.3118399,0,0,0,17528505.3118399,515544.273877644,0.0484791104938738
"5404","Sudbury",2003,12,37,37,12428980,0,0,0,0,0,0,0,0,0,37,37,12428980,335918.378378378,-55.42,0.0882352941176471,8.82,100,0,0,0,16557562.9217391,0,0,0,16557562.9217391,447501.700587544,0.0530785562632696
"5405","Sudbury",2004,12,25,25,9787320,0,0,0,0,0,0,0,0,0,25,25,9787320,391492.8,-69.88,-0.324324324324324,-32.43,100,0,0,0,12700200.5209105,0,0,0,12700200.5209105,508008.020836421,0.0361652142716615
"5406","Sudbury",2005,12,22,22,9071605,0,0,0,0,0,0,0,0,0,22,22,9071605,412345.681818182,-73.49,-0.12,-12,100,0,0,0,11385723.5924219,0,0,0,11385723.5924219,517532.890564633,0.0320419458199825
"5407","Sudbury",2006,12,50,50,18390941,0,0,0,0,0,0,0,0,0,50,50,18390941,367818.82,-39.76,1.27272727272727,127.27,100,0,0,0,22361048.8984127,0,0,0,22361048.8984127,447220.977968254,0.0727598691486513
"5408","Sudbury",2007,12,79,79,23857162,0,0,0,0,0,0,0,0,0,79,79,23857162,301989.392405063,-4.82,0.58,58,100,0,0,0,28203970.008199,0,0,0,28203970.008199,357012.278584797,0.113936610861765
"5409","Sudbury",2008,12,55,55,17619169,0,0,0,0,0,0,0,0,0,55,55,17619169,320348.527272727,-33.73,-0.30379746835443,-30.38,100,0,0,0,20059222.1440482,0,0,0,20059222.1440482,364713.129891784,0.0783251519151924
"5410","Sudbury",2009,12,13,13,3361600,0,0,0,0,0,0,0,0,0,13,13,3361600,258584.615384615,-84.34,-0.763636363636364,-76.36,100,0,0,0,3840807.84200394,0,0,0,3840807.84200394,295446.757077226,0.0181509995615835
"5411","Sudbury",2010,12,35,35,7466000,0,0,0,0,0,0,0,0,0,35,35,7466000,213314.285714286,-57.83,1.69230769230769,169.23,100,0,0,0,8392641.89015666,0,0,0,8392641.89015666,239789.768290191,0.0482493748259576
"5412","Sudbury",2011,12,19,19,6448887,0,0,0,0,0,0,0,0,0,19,19,6448887,339415.105263158,-77.11,-0.457142857142857,-45.71,100,0,0,0,7027466.03052383,0,0,0,7027466.03052383,369866.633185465,0.0257919485681396
"5413","Sudbury",2012,12,48,48,12134283,0,0,0,0,0,0,0,0,0,48,48,12134283,252797.5625,-42.1686746987952,1.52631578947368,152.631578947368,100,0,0,0,12954848.3364548,0,0,0,12954848.3364548,269892.673676141,0.0640036695437205
"5414","Sudbury",2013,12,40,40,10152847,0,0,0,0,0,0,1,64,6269532,41,104,16422379,157907.490384615,25.3012048192771,1.16666666666667,116.666666666667,38.4615384615385,0,0,61.5384615384615,10682940.871663,0,0,6596872.74406865,17279813.6157317,166152.053997419,0.0538488109263177
"5415","Sudbury",2014,12,25,25,10305455,0,0,0,0,0,0,0,0,0,25,25,10305455,412218.2,-69.8795180722892,-0.759615384615385,-75.9615384615385,100,0,0,0,10670422.4520141,0,0,0,10670422.4520141,426816.898080562,0.0324000813890045
"5416","Sudbury",2015,12,28,28,11064900,0,0,0,0,0,0,0,0,0,28,28,11064900,395175,-66.2650602409639,0.12,12,100,0,0,0,11443180.3963429,0,0,0,11443180.3963429,408685.014155103,0.0358365138239352
"5417","Sudbury",2016,12,20,20,11760970,0,0,0,0,0,0,0,0,0,20,20,11760970,588048.5,-75.9036144578313,-0.285714285714286,-28.5714285714286,100,0,0,0,12011520.3573229,0,0,0,12011520.3573229,600576.017866146,0.0252791769099998
"5418","Sudbury",2017,12,20,20,8613800,1,2,534200,5,19,3994000,26,234,37251500,52,275,50393500,183249.090909091,231.325301204819,12.75,1275,7.27272727272727,0.727272727272727,6.90909090909091,85.0909090909091,8613800,534200,3994000,37251500,50393500,183249.090909091,0.0651678887734526
"5419","Suffolk County",2000,NA,110,110,11810844,70,140,10577795,17,58,5183000,23,344,51576000,220,652,79147639,121392.084355828,0,NA,NA,16.87,21.47,8.9,52.76,16812276.8947735,15057079.6190476,7377798.83855982,73416429.2682927,112663584.620674,172796.908927413,58.4019113352801
"5420","Suffolk County",2001,NA,96,96,12969790,91,182,15345970,28,93,7827000,34,578,83280603,249,949,119423363,125841.267650158,45.55,0.455521472392638,45.55,10.12,19.18,9.8,60.91,17951185.3461321,21240000.9395822,10833169.0570299,115266749.900395,165291105.243139,174173.97812765,66.1706085570024
"5421","Suffolk County",2002,NA,82,82,11753368,69,138,11372726,21,65,4906733,14,556,37790534,186,841,65823361,78267.9678953627,28.99,-0.113804004214963,-11.38,9.75,16.41,7.73,66.11,16014372.2299055,15495734.2808227,6685594.17987771,51490915.4757087,89686616.1663146,106642.825405844,49.3892724375996
"5422","Suffolk County",2003,NA,115,115,16836031,138,276,24779136,56,180,13183691,39,1195,82283465,348,1766,137082323,77623.0594563986,170.86,1.09988109393579,109.99,6.51,15.63,10.19,67.67,22428521.2973913,33010118.5669565,17562969.2278261,109615885.547826,182617494.64,103407.414858437,92.5039872408293
"5423","Suffolk County",2004,NA,125,125,20039475,115,230,19873966,31,97,7295455,23,948,64386632,294,1400,111595528,79711.0914285714,114.72,-0.207248018120045,-20.72,8.93,16.43,6.93,67.71,26003579.2059291,25788811.7835892,9466712.17363684,83549238.9403917,144808342.103547,103434.530073962,78.2747603833866
"5424","Suffolk County",2005,NA,111,111,19731368,111,222,20657791,31,99,8462542,51,1033,81782998,304,1465,130634699,89170.443003413,124.69,0.0464285714285714,4.64,7.58,15.15,6.76,70.51,24764735.9147977,25927484.5362007,10621291.8332821,102645409.471377,163958921.755658,111917.352734238,81.1099252934899
"5425","Suffolk County",2006,NA,105,105,19826923,113,226,23588730,52,164,15249857,42,2277,187707337,312,2772,246372847,88879.0934343434,325.15,0.892150170648464,89.22,3.79,8.15,5.92,82.14,24107020.6634921,28680900.2857143,18541889.6222222,228228285.939683,299558096.511111,108065.691382075,83.623693379791
"5426","Suffolk County",2007,NA,62,62,11777088,50,100,9981417,28,91,8108648,33,820,68059861,173,1073,97927014,91264.6915191053,64.57,-0.612914862914863,-61.29,5.78,9.32,8.48,76.42,13922889.7693666,11800045.0224267,9586054.91294576,80460462.0786912,115769451.78343,107893.24490534,46.5429109496906
"5427","Suffolk County",2008,NA,37,37,7136011,31,62,7244979,10,33,6628234,26,643,97505934,104,775,118515158,152922.784516129,18.87,-0.277726001863933,-27.77,4.77,8,4.26,82.97,8124266.80687218,8248325.62704653,7546168.50708072,111009389.288956,134928150.229955,174100.839006394,28.0399029387975
"5428","Suffolk County",2009,NA,39,39,8761196,15,30,3878000,11,36,6002463,24,272,49271755,89,377,67913414,180141.681697613,-42.18,-0.513548387096774,-51.35,10.34,7.96,9.55,72.15,10010135.1446137,4430822.46885153,6858135.10284939,56295616.0736843,77594708.7899989,205821.508726788,24.1127065835817
"5429","Suffolk County",2010,NA,27,27,5574745,16,32,6365137,14,45,4742038,16,376,32914618,73,480,49596538,103326.120833333,-26.38,0.273209549071618,27.32,5.62,6.67,9.38,78.33,6266653.95311296,7155145.38210368,5330595.60186374,36999812.7277397,55752207.66482,116150.432635041,41.2429378531073
"5430","Suffolk County",2011,NA,35,35,7840373,17,34,5655959,10,33,4028610,27,800,162448411,89,902,179973353,199526.998891353,38.34,0.879166666666667,87.92,3.88,3.77,3.66,88.69,8543792.89389568,6163398.38836307,4390047.44930848,177022901.783684,196120140.515251,217428.093697618,49.9438832772166
"5431","Suffolk County",2012,NA,54,54,11858420,46,92,11895500,29,92,12614145,40,1727,323821477,154,1800,348844774,193802.652222222,176.073619631902,0.995565410199557,99.5565410199557,3,5.11111111111111,5.11111111111111,95.9444444444444,12660330.4546286,12699917.9421065,13467160.3892088,345719489.369234,372434954.758748,206908.308199304,86.6141732283465
"5432","Suffolk County",2013,NA,38,38,8504958,38,76,15408708,31,100,13150000,47,2744,1122555311,154,2958,1159618977,392028.051724138,353.680981595092,0.643333333333333,64.3333333333333,1.28465179175118,2.56930358350237,3.38066260987153,92.7653820148749,8949013.35851681,16213217.4820246,13836579.2828719,1181165441.82969,1220164251.95311,412496.366447974,86.7605633802817
"5433","Suffolk County",2014,NA,54,54,12502686,49,98,15450795,34,108,16331268,82,3063,698238973,196,2885,694841947,240846.428769497,342.484662576687,-0.0246788370520622,-2.46788370520622,1.87175043327556,3.39688041594454,3.74350086655113,106.169844020797,12945468.3373885,15997984.5498783,16909639.4809408,722967090.183833,719449758.586104,249375.999509914,110.79706048615
"5434","Suffolk County",2015,NA,55,55,13325596,53,106,18609016,31,104,16691490,73,5048,1167229080,186,5178,1188263462,229483.094244882,694.171779141104,0.794800693240901,79.4800693240901,1.06218617226728,2.04712244109695,2.00849748937814,97.4893781382773,13781163.7625993,19245210.2672804,17262128.9983419,1207133632.14284,1228887125.41902,237328.529435886,105.80204778157
"5435","Suffolk County",2016,NA,66,66,16318464,77,154,27526892,39,129,29743324,71,3090,771319810,229,3354,827500143,246720.376565295,414.41717791411,-0.35225955967555,-35.225955967555,1.96779964221825,4.59153249850924,3.84615384615385,92.128801431127,16666105.1372668,28113312.3910553,30376962.250601,787751656.523351,845128829.793131,251976.395287159,130.707762557078
"5436","Suffolk County",2017,NA,60,60,15155456,54,108,20557005,44,138,28408223,107,4929,997257177,242,5139,1040927216,202554.430044756,688.19018404908,0.532200357781753,53.2200357781753,1.16754232340922,2.1015761821366,2.68534734384121,95.9136018680677,15155456,20557005,28408223,997257177,1040927216,202554.430044756,137.970353477765
"5437","Sunderland",2000,12,11,11,1643902,0,0,0,0,0,0,0,0,0,11,11,1643902,149445.636363636,0,NA,NA,100,0,0,0,2340030.53565621,0,0,0,2340030.53565621,212730.048696019,1.31704980842912
"5438","Sunderland",2001,12,8,8,782000,0,0,0,0,0,0,0,0,0,8,8,782000,97750,-27.27,-0.272727272727273,-27.27,100,0,0,0,1082348.05194805,0,0,0,1082348.05194805,135293.506493507,0.944733112895607
"5439","Sunderland",2002,0,9,9,879750,0,0,0,0,0,0,0,0,0,9,9,879750,97750,-18.18,0.125,12.5,100,0,0,0,1198689.93885492,0,0,0,1198689.93885492,133187.77098388,1.05140186915888
"5440","Sunderland",2003,0,9,9,879750,0,0,0,0,0,0,0,0,0,9,9,879750,97750,-18.18,0,0,100,0,0,0,1171980,0,0,0,1171980,130220,1.04239054899236
"5441","Sunderland",2004,0,10,10,977500,0,0,0,0,0,0,0,0,0,10,10,977500,97750,-9.09,0.111111111111111,11.11,100,0,0,0,1268421.38697724,0,0,0,1268421.38697724,126842.138697724,1.15247205255273
"5442","Sunderland",2005,0,10,10,977500,0,0,0,0,0,0,0,0,0,10,10,977500,97750,-9.09,0,0,100,0,0,0,1226855.09472606,0,0,0,1226855.09472606,122685.509472606,1.14600045840018
"5443","Sunderland",2006,12,5,5,1231480,0,0,0,0,0,0,0,0,0,5,5,1231480,246296,-54.55,-0.5,-50,100,0,0,0,1497323.3015873,0,0,0,1497323.3015873,299464.66031746,0.569605832763727
"5444","Sunderland",2007,0,5,5,1231480,0,0,0,0,0,0,0,0,0,5,5,1231480,246296,-54.55,0,0,100,0,0,0,1455857.36416163,0,0,0,1455857.36416163,291171.472832325,0.566893424036281
"5445","Sunderland",2008,0,4,4,985184,0,0,0,0,0,0,0,0,0,4,4,985184,246296,-63.64,-0.2,-20,100,0,0,0,1121620.702359,0,0,0,1121620.702359,280405.17558975,0.451416318699921
"5446","Sunderland",2009,12,1,1,222000,0,0,0,0,0,0,0,0,0,1,1,222000,222000,-90.91,-0.75,-75,100,0,0,0,253646.876762516,0,0,0,253646.876762516,253646.876762516,0.112157918349035
"5447","Sunderland",2010,12,3,3,350000,0,0,0,0,0,0,0,0,0,3,3,350000,116666.666666667,-72.73,2,200,100,0,0,0,393440.217191914,0,0,0,393440.217191914,131146.739063972,0.323241030061416
"5448","Sunderland",2011,12,4,4,800209,0,0,0,0,0,0,0,0,0,4,4,800209,200052.25,-63.64,0.333333333333333,33.33,100,0,0,0,872001.876419829,0,0,0,872001.876419829,218000.469104957,0.429138504452312
"5449","Sunderland",2012,12,4,4,919000,0,0,0,0,0,0,0,0,0,4,4,919000,229750,-63.6363636363636,0,0,100,0,0,0,981146.197200275,0,0,0,981146.197200275,245286.549300069,0.42762454564892
"5450","Sunderland",2013,0,4,4,919000,0,0,0,0,0,0,0,0,0,0,0,0,NA,-100,-1,-100,NA,NA,NA,NA,966982.232772572,0,0,0,0,NA,0
"5451","Sunderland",2014,0,4,4,919000,0,0,0,0,0,0,0,0,0,0,0,0,NA,-100,NA,NA,NA,NA,NA,NA,951546.36388213,0,0,0,0,NA,0
"5452","Sunderland",2015,0,4,4,919000,0,0,0,0,0,0,0,0,0,0,0,0,NA,-100,NA,NA,NA,NA,NA,NA,950418.240041854,0,0,0,0,NA,0
"5453","Sunderland",2016,0,4,4,919000,0,0,0,0,0,0,0,0,0,0,0,0,NA,-100,NA,NA,NA,NA,NA,NA,938577.958142888,0,0,0,0,NA,0
"5454","Sunderland",2017,0,4,4,919000,0,0,0,0,0,0,0,0,0,0,0,0,NA,-100,NA,NA,NA,NA,NA,NA,919000,0,0,0,0,NA,0
"5455","Sutton",2000,12,75,75,21625000,0,0,0,0,0,0,0,0,0,75,75,21625000,288333.333333333,0,NA,NA,100,0,0,0,30782346.1091754,0,0,0,30782346.1091754,410431.281455671,5.20652551197501
"5456","Sutton",2001,12,54,54,13075103,0,0,0,0,0,0,0,0,0,54,54,13075103,242131.537037037,-28,-0.28,-28,100,0,0,0,18096946.6254094,0,0,0,18096946.6254094,335128.641211285,3.74791782343143
"5457","Sutton",2002,12,62,62,18690026,0,0,0,0,0,0,0,0,0,62,62,18690026,301452.032258065,-17.33,0.148148148148148,14.81,100,0,0,0,25465809.7449694,0,0,0,25465809.7449694,410738.866854346,4.32115974351826
"5458","Sutton",2003,12,26,26,8760528,0,0,0,0,0,0,0,0,0,26,26,8760528,336943.384615385,-65.33,-0.580645161290323,-58.06,100,0,0,0,11670546.866087,0,0,0,11670546.866087,448867.187157191,1.82648401826484
"5459","Sutton",2004,12,62,62,25785000,0,0,0,0,0,0,0,0,0,62,62,25785000,415887.096774194,-17.33,1.38461538461538,138.46,100,0,0,0,33459074.6426681,0,0,0,33459074.6426681,539662.494236582,4.39747499822682
"5460","Sutton",2005,12,47,47,13342683,0,0,0,0,0,0,0,0,0,47,47,13342683,283886.872340426,-37.33,-0.241935483870968,-24.19,100,0,0,0,16746331.0648233,0,0,0,16746331.0648233,356304.916272838,3.3612243438461
"5461","Sutton",2006,12,34,34,8530000,0,0,0,0,0,0,0,0,0,34,34,8530000,250882.352941176,-54.67,-0.276595744680851,-27.66,100,0,0,0,10371396.8253968,0,0,0,10371396.8253968,305041.083099906,2.44674726540012
"5462","Sutton",2007,12,24,24,7330000,0,0,0,0,0,0,0,0,0,24,24,7330000,305416.666666667,-68,-0.294117647058824,-29.41,100,0,0,0,8665536.16729847,0,0,0,8665536.16729847,361064.00697077,1.73648795311483
"5463","Sutton",2008,12,15,15,5209800,0,0,0,0,0,0,0,0,0,15,15,5209800,347320,-80,-0.375,-37.5,100,0,0,0,5931297.64099896,0,0,0,5931297.64099896,395419.842733264,1.08750815631117
"5464","Sutton",2009,12,11,11,2913319,0,0,0,0,0,0,0,0,0,11,11,2913319,264847.181818182,-85.33,-0.266666666666667,-26.67,100,0,0,0,3328622.81694999,0,0,0,3328622.81694999,302602.074268181,0.798084596967279
"5465","Sutton",2010,12,18,18,3091400,0,0,0,0,0,0,0,0,0,18,18,3091400,171744.444444444,-76,0.636363636363636,63.64,100,0,0,0,3475088.82122024,0,0,0,3475088.82122024,193060.49006779,0.673753555921545
"5466","Sutton",2011,12,18,18,4204028,0,0,0,0,0,0,0,0,0,18,18,4204028,233557.111111111,-76,0,0,100,0,0,0,4581203.54122673,0,0,0,4581203.54122673,254511.307845929,0.66577896138482
"5467","Sutton",2012,12,18,18,4463500,0,0,0,0,0,0,0,0,0,18,18,4463500,247972.222222222,-76,0,0,100,0,0,0,4765338.46703311,0,0,0,4765338.46703311,264741.025946284,0.65775049331287
