"","Region","Year","Number_of_Months_Reported","Single_Family_Buildings","Single_Family_Units","Single_Family_Valuation","I2_Family_Buildings","I2_Family_Units","I2_Family_Valuation","I3-4_Family_Buildings","I3-4_Family_Units","I3-4_Family_Valuation","I5_Family_Buildings","I5_Family_Units","I5_Family_Valuation","Total_Buildings","Total_Units","Total_Valuation","Average_Valuation_PerUnits","Total_Pct_Change","Change_from_previous","Pct_Change_from_previous","Percentage_of_1_Family","Percentage_of_2_Family","Percentage_of_3_and_4_Family","Percentage_of_5_Family","Inflation_Adjusted_1_Family_Valuation","Inflation_Adjusted_2_Family_Valuation","Inflation_Adjusted_3_4_Family_Valuation","Inflation_Adjusted_5_Family_Valuation","Inflation_Adjusted_Total_Valuation","Inflation_Adjusted_Average_Valuation","Permits_Per_1000_Population"
"609","Billerica",2014,12,48,48,9123000,0,0,0,0,0,0,0,0,0,48,48,9123000,190062.5,-44.1860465116279,0.0666666666666667,6.66666666666667,100,0,0,0,9446090.83536091,0,0,0,9446090.83536091,196793.559070019,1.87141798900542
"610","Billerica",2015,1,43,43,8325059,0,0,0,0,0,0,0,0,0,0,0,0,NA,-100,-1,-100,NA,NA,NA,NA,8609671.29817692,0,0,0,0,NA,0
"611","Billerica",2016,12,39,39,8480600,0,0,0,1,4,5e+05,8,384,45648000,48,427,54628600,127935.831381733,396.511627906977,NA,NA,9.13348946135831,0,0.936768149882904,89.9297423887588,8661266.84638365,0,510651.772656631,46620464.2364598,55792382.8555,130661.318162764,1.81488203266788
"612","Billerica",2017,12,40,40,8858498,0,0,0,0,0,0,0,0,0,40,40,8858498,221462.45,-53.4883720930233,-0.90632318501171,-90.632318501171,100,0,0,0,8858498,0,0,0,8858498,221462.45,1.5118300703001
"613","Blackstone",2000,0,26,26,2366458,0,0,0,0,0,0,0,0,0,26,26,2366458,91017.6153846154,0,NA,NA,100,0,0,0,3368560.88826945,0,0,0,3368560.88826945,129560.03416421,2.95018722341995
"614","Blackstone",2001,0,26,26,2366169,0,0,0,0,0,0,0,0,0,26,26,2366169,91006.5,0,0,0,100,0,0,0,3274959.60067758,0,0,0,3274959.60067758,125959.984641446,2.92430547744911
"615","Blackstone",2002,0,26,26,2366236,0,0,0,0,0,0,0,0,0,26,26,2366236,91009.0769230769,0,0,0,100,0,0,0,3224078.75664258,0,0,0,3224078.75664258,124003.029101638,2.90762692909864
"616","Blackstone",2003,0,24,24,2184203,0,0,0,0,0,0,0,0,0,24,24,2184203,91008.4583333333,-7.69,-0.0769230769230769,-7.69,100,0,0,0,2909738.2573913,0,0,0,2909738.2573913,121239.094057971,2.67409470752089
"617","Blackstone",2004,0,25,25,2275214,0,0,0,0,0,0,0,0,0,25,25,2275214,91008.56,-3.85,0.0416666666666667,4.17,100,0,0,0,2952358.15606141,0,0,0,2952358.15606141,118094.326242456,2.78489473097917
"618","Blackstone",2005,0,22,22,2002186,0,0,0,0,0,0,0,0,0,22,22,2002186,91008.4545454545,-15.38,-0.12,-12,100,0,0,0,2512933.08919611,0,0,0,2512933.08919611,114224.231327096,2.4490704664366
"619","Blackstone",2006,0,19,19,1729161,0,0,0,0,0,0,0,0,0,19,19,1729161,91008.4736842105,-26.92,-0.136363636363636,-13.64,100,0,0,0,2102440.2,0,0,0,2102440.2,110654.747368421,2.11228460255698
"620","Blackstone",2007,0,13,13,1183105,0,0,0,0,0,0,0,0,0,13,13,1183105,91008.0769230769,-50,-0.315789473684211,-31.58,100,0,0,0,1398668.37206162,0,0,0,1398668.37206162,107589.874773971,1.44508670520231
"621","Blackstone",2008,0,10,10,910080,0,0,0,0,0,0,0,0,0,10,10,910080,91008,-61.54,-0.230769230769231,-23.08,100,0,0,0,1036115.6583977,0,0,0,1036115.6583977,103611.56583977,1.11172873818788
"622","Blackstone",2009,0,4,4,364032,0,0,0,0,0,0,0,0,0,4,4,364032,91008,-84.62,-0.6,-60,100,0,0,0,415926.035322578,0,0,0,415926.035322578,103981.508830645,0.444000444000444
"623","Blackstone",2010,1,6,6,699032,0,0,0,0,0,0,0,0,0,6,6,699032,116505.333333333,-76.92,0.5,50,100,0,0,0,785792.291154566,0,0,0,785792.291154566,130965.381859094,2.09132101777623
"624","Blackstone",2011,0,5,5,582525,0,0,0,0,0,0,0,0,0,5,5,582525,116505,-80.77,-0.166666666666667,-16.67,100,0,0,0,634787.778019819,0,0,0,634787.778019819,126957.555603964,1.73190162798753
"625","Blackstone",2012,0,5,5,582525,0,0,0,0,0,0,0,0,0,0,0,0,NA,-100,-1,-100,NA,NA,NA,NA,621917.506555049,0,0,0,0,NA,0
"626","Blackstone",2013,0,4,4,466020,0,0,0,0,0,0,0,0,0,0,0,0,NA,-100,NA,NA,NA,NA,NA,NA,490351.534403345,0,0,0,0,NA,0
"627","Blackstone",2014,0,3,3,349515,0,0,0,0,0,0,0,0,0,0,0,0,NA,-100,NA,NA,NA,NA,NA,NA,361893.065693431,0,0,0,0,NA,0
"628","Blackstone",2015,0,3,3,349515,0,0,0,0,0,0,0,0,0,0,0,0,NA,-100,NA,NA,NA,NA,NA,NA,361464.016505145,0,0,0,0,NA,0
"629","Blackstone",2016,0,3,3,349515,0,0,0,0,0,0,0,0,0,0,0,0,NA,-100,NA,NA,NA,NA,NA,NA,356960.908640165,0,0,0,0,NA,0
"630","Blackstone",2017,0,3,3,349515,0,0,0,0,0,0,0,0,0,0,0,0,NA,-100,NA,NA,NA,NA,NA,NA,349515,0,0,0,0,NA,0
"631","Blandford",2000,12,4,4,435000,0,0,0,0,0,0,0,0,0,4,4,435000,108750,0,NA,NA,100,0,0,0,619205.574912892,0,0,0,619205.574912892,154801.393728223,3.30578512396694
"632","Blandford",2001,0,5,5,543750,0,0,0,0,0,0,0,0,0,5,5,543750,108750,25,0.25,25,100,0,0,0,752591.756070017,0,0,0,752591.756070017,150518.351214003,4.12541254125412
"633","Blandford",2002,12,5,5,870000,0,0,0,0,0,0,0,0,0,5,5,870000,174000,25,0,0,100,0,0,0,1185405.22512507,0,0,0,1185405.22512507,237081.045025014,4.10509031198686
"634","Blandford",2003,12,10,10,2026000,0,0,0,0,0,0,0,0,0,10,10,2026000,202600,150,1,100,100,0,0,0,2698984.34782609,0,0,0,2698984.34782609,269898.434782609,8.17661488143908
"635","Blandford",2004,12,4,4,860000,0,0,0,0,0,0,0,0,0,4,4,860000,215000,0,-0.6,-60,100,0,0,0,1115951.29698253,0,0,0,1115951.29698253,278987.824245633,3.26797385620915
"636","Blandford",2005,12,8,8,1120000,0,0,0,0,0,0,0,0,0,8,8,1120000,140000,100,1,100,100,0,0,0,1405706.09318996,0,0,0,1405706.09318996,175713.261648746,6.5359477124183
"637","Blandford",2006,12,8,8,1200000,0,0,0,0,0,0,0,0,0,8,8,1200000,150000,100,0,0,100,0,0,0,1459047.61904762,0,0,0,1459047.61904762,182380.952380952,6.5359477124183
"638","Blandford",2007,0,7,7,1050000,0,0,0,0,0,0,0,0,0,7,7,1050000,150000,75,-0.125,-12.5,100,0,0,0,1241311.4564343,0,0,0,1241311.4564343,177330.208062042,5.72363041700736
"639","Blandford",2008,12,7,7,1750000,0,0,0,0,0,0,0,0,0,7,7,1750000,250000,75,0,0,100,0,0,0,1992354.96021885,0,0,0,1992354.96021885,284622.137174122,5.70962479608483
"640","Blandford",2009,12,1,1,180000,0,0,0,0,0,0,0,0,0,1,1,180000,180000,-75,-0.857142857142857,-85.71,100,0,0,0,205659.629807446,0,0,0,205659.629807446,205659.629807446,0.813008130081301
"641","Blandford",2010,12,2,2,450000,0,0,0,0,0,0,0,0,0,2,2,450000,225000,-50,1,100,100,0,0,0,505851.707818175,0,0,0,505851.707818175,252925.853909088,0.0189901061546934
"642","Blandford",2011,12,2,2,4e+05,0,0,0,0,0,0,0,0,0,2,2,4e+05,2e+05,-50,0,0,100,0,0,0,435887.06271478,0,0,0,435887.06271478,217943.53135739,0.0189003761174847
"643","Blandford",2012,12,2,2,380000,0,0,0,0,0,0,0,0,0,2,2,380000,190000,-50,0,0,100,0,0,0,405697.012988144,0,0,0,405697.012988144,202848.506494072,0.0188407298898759
"644","Blandford",2013,12,2,2,425000,0,0,0,0,0,0,0,0,0,2,2,425000,212500,-50,0,0,100,0,0,0,447189.824731603,0,0,0,447189.824731603,223594.912365801,0.0187835756414591
"645","Blandford",2014,12,1,1,245000,0,0,0,0,0,0,0,0,0,1,1,245000,245000,-75,-0.5,-50,100,0,0,0,253676.6693701,0,0,0,253676.6693701,253676.6693701,0.00935672514619883
"646","Blandford",2015,0,1,1,245000,0,0,0,0,0,0,0,0,0,0,0,0,NA,-100,-1,-100,NA,NA,NA,NA,253375.918183084,0,0,0,0,NA,0
"647","Blandford",2016,0,2,2,490000,0,0,0,0,0,0,0,0,0,0,0,0,NA,-100,NA,NA,NA,NA,NA,NA,500438.737203498,0,0,0,0,NA,0
"648","Blandford",2017,0,2,2,490000,0,0,0,0,0,0,0,0,0,0,0,0,NA,-100,NA,NA,NA,NA,NA,NA,490000,0,0,0,0,NA,0
"649","Bolton",2000,0,16,16,1755888,0,0,0,0,0,0,0,0,0,16,16,1755888,109743,0,NA,NA,100,0,0,0,2499438.24947735,0,0,0,2499438.24947735,156214.890592335,3.81952733349248
"650","Bolton",2001,0,14,14,1536402,0,0,0,0,0,0,0,0,0,14,14,1536402,109743,-12.5,-0.125,-12.5,100,0,0,0,2126498.35256917,0,0,0,2126498.35256917,151892.739469226,3.26416414082537
"651","Bolton",2002,12,29,29,4277532,0,0,0,0,0,0,0,0,0,29,29,4277532,147501.103448276,81.25,1.07142857142857,107.14,100,0,0,0,5828285.95797665,0,0,0,5828285.95797665,200975.377861264,6.62705667276051
"652","Bolton",2003,0,26,26,3721752,0,0,0,0,0,0,0,0,0,26,26,3721752,143144.307692308,62.5,-0.103448275862069,-10.34,100,0,0,0,4958020.92521739,0,0,0,4958020.92521739,190693.112508362,5.8361391694725
"653","Bolton",2004,0,27,27,3895396,0,0,0,0,0,0,0,0,0,27,27,3895396,144273.925925926,68.75,0.0384615384615385,3.85,100,0,0,0,5054735.13774484,0,0,0,5054735.13774484,187212.412509068,5.97609561752988
"654","Bolton",2005,0,27,27,3895396,0,0,0,0,0,0,0,0,0,27,27,3895396,144273.925925926,68.75,0,0,100,0,0,0,4889090.97552483,0,0,0,4889090.97552483,181077.443537957,5.89005235602094
"655","Bolton",2006,0,24,24,3462574,0,0,0,0,0,0,0,0,0,24,24,3462574,144273.916666667,50,-0.111111111111111,-11.11,100,0,0,0,4210050.29206349,0,0,0,4210050.29206349,175418.762169313,5.16018060632122
"656","Bolton",2007,0,20,20,2885478,0,0,0,0,0,0,0,0,0,20,20,2885478,144273.9,25,-0.166666666666667,-16.67,100,0,0,0,3411216.09398964,0,0,0,3411216.09398964,170560.804699482,4.24358158285593
"657","Bolton",2008,12,6,6,1750000,0,0,0,0,0,0,0,0,0,6,6,1750000,291666.666666667,-62.5,-0.7,-70,100,0,0,0,1992354.96021885,0,0,0,1992354.96021885,332059.160036476,1.25680770842061
"658","Bolton",2009,12,41,41,5545000,0,0,0,0,0,0,0,0,0,41,41,5545000,135243.902439024,156.25,5.83333333333333,583.33,100,0,0,0,6335459.15156826,0,0,0,6335459.15156826,154523.393940689,8.46757538207352
"659","Bolton",2010,12,19,19,4084000,0,0,0,0,0,0,0,0,0,19,19,4084000,214947.368421053,18.75,-0.536585365853659,-53.66,100,0,0,0,4590885.2771765,0,0,0,4590885.2771765,241625.540904027,2.10900210900211
"660","Bolton",2011,12,10,10,2432160,0,0,0,0,0,0,0,0,0,10,10,2432160,243216,-37.5,-0.473684210526316,-47.37,100,0,0,0,2650367.69613095,0,0,0,2650367.69613095,265036.769613095,1.1059500110595
"661","Bolton",2012,12,19,19,4500000,0,0,0,0,0,0,0,0,0,19,19,4500000,236842.105263158,18.75,0.9,90,100,0,0,0,4804306.73275434,0,0,0,4804306.73275434,252858.249092334,2.09228058583856
"662","Bolton",2013,12,20,20,4417080,0,0,0,0,0,0,0,0,0,20,20,4417080,220854,25,0.0526315789473684,5.26315789473684,100,0,0,0,4647701.72005992,0,0,0,4647701.72005992,232385.086002996,2.19082046226312
"663","Bolton",2014,12,16,16,4389600,0,0,0,0,0,0,0,0,0,16,16,4389600,274350,0,-0.2,-20,100,0,0,0,4545057.58313058,0,0,0,4545057.58313058,284066.098945661,1.74520069808028
"664","Bolton",2015,12,19,19,4497840,0,0,0,0,0,0,0,0,0,19,19,4497840,236728.421052632,18.75,0.1875,18.75,100,0,0,0,4651609.5503698,0,0,0,4651609.5503698,244821.555282622,2.0663404023926
"665","Bolton",2016,12,18,18,5955500,0,0,0,0,0,0,0,0,0,18,18,5955500,330861.111111111,12.5,-0.0526315789473684,-5.26315789473684,100,0,0,0,6082373.26411313,0,0,0,6082373.26411313,337909.625784063,1.95079657526823
"666","Bolton",2017,12,28,28,7258548,0,0,0,0,0,0,0,0,0,28,28,7258548,259233.857142857,75,0.555555555555556,55.5555555555556,100,0,0,0,7258548,0,0,0,7258548,259233.857142857,3.00945829750645
"667","Boston",2000,12,96,96,10742844,44,88,7434300,12,39,3895000,23,344,51576000,175,567,73648144,129890.906525573,0,NA,NA,16.93,15.52,6.88,60.67,15292020.4487805,10582436.7944251,5544380.95238095,73416429.2682927,104835267.463879,184894.65161178,0.295686025371551
"668","Boston",2001,12,78,78,10474378,69,138,12700970,27,89,7577000,34,578,83280603,208,883,114032951,129142.6398641,55.73,0.557319223985891,55.73,8.83,15.63,10.08,65.46,14497343.5085263,17579117.822699,10487149.8588368,115266749.900395,157830361.090457,178743.33079327,0.347705146036161
"669","Boston",2002,12,71,71,10276368,40,80,6403726,21,65,4906733,14,556,37790534,146,772,59377361,76913.6800518135,36.16,-0.125707814269536,-12.57,9.2,10.36,8.42,72.02,14001908.4166759,8725299.15019455,6685594.17987771,51490915.4757087,80903717.2224569,104797.561168986,0.243617147309949
"670","Boston",2003,12,100,100,15187231,102,204,17730236,54,174,12653691,38,1030,71610465,294,1508,117181623,77706.6465517241,165.96,0.953367875647668,95.34,6.63,13.53,11.54,68.3,20232032.9495652,23619757.8713043,16856917.053913,95397593.373913,156106301.248696,103518.767406297,0.493401178792476
"671","Boston",2004,12,102,102,16377725,81,162,13726466,30,94,7165455,21,721,46967032,234,1079,84236678,78069.2103799815,90.3,-0.28448275862069,-28.45,9.45,15.01,8.71,66.82,21252027.2736898,17811706.4368449,9298021.86130228,60945256.1346744,109307011.706511,101303.996020863,0.395827906205702
"672","Boston",2005,12,97,97,16817368,81,162,14679491,25,80,6617542,49,817,63404798,252,1156,101519199,87819.3762975779,103.88,0.0713623725671918,7.14,8.39,14.01,6.92,70.67,21107389.8830517,18424151.7353815,8305642.06369688,79579027.5768561,127416211.258986,110221.636037185,0.429111466811974
"673","Boston",2006,12,94,94,17919673,97,194,19636970,52,164,15249857,39,1967,155055841,282,2419,207862341,85929.0372054568,326.63,1.09256055363322,109.26,3.89,8.02,6.78,81.31,21788046.8539683,23876061.9365079,18541889.6222222,188528213.025397,252734211.438095,104478.797618063,0.479741960069137
"674","Boston",2007,12,48,48,9594288,41,82,7958878,28,91,8108648,33,820,68059861,150,1041,93721675,90030.4274735831,83.6,-0.569656883009508,-56.97,4.61,7.88,8.74,78.77,11342380.5816477,9408996.61120275,9586054.91294576,80460462.0786912,110797894.184487,106434.096238701,0.252893097030023
"675","Boston",2008,11,23,23,4971453,25,50,6105056,9,30,6052719,22,410,65879959,79,513,83009187,161811.280701754,-9.52,-0.507204610951009,-50.72,4.48,9.75,5.85,79.92,5659942.3108828,6950536.34515079,6890951.26997766,75003578.9100941,94505008.8361054,184220.29012886,0.131516518641218
"676","Boston",2009,11,38,38,8526196,13,26,3513000,10,33,5426948,19,235,44349834,80,332,61815978,186192.704819277,-41.45,-0.352826510721248,-35.28,11.45,7.83,9.94,70.78,9741635.07236514,4013790.44174198,6200578.42591255,50672058.013676,70628061.9536956,212735.126366553,0.130576216521482
"677","Boston",2010,9,23,23,4937745,11,22,5252837,13,42,4512038,15,264,26314618,62,351,41017238,116858.227920228,-38.1,0.0572289156626506,5.72,6.55,6.27,11.97,75.21,5550592.75782368,5904792.37186778,5072049.17342334,29580654.3464064,46108088.6495212,131362.075924562,0.0998869022493886
"678","Boston",2011,11,33,33,7218073,15,30,5218459,9,30,3453095,17,692,155713644,74,785,171603271,218602.892993631,38.45,1.23646723646724,123.65,4.2,3.82,3.82,88.15,7865661.59607716,5686646.91351878,3762898.59206274,169683907.269437,186999114.371096,238215.432319868,0.117446894958037
"679","Boston",2012,12,40,40,9221200,41,82,11008500,26,83,10887600,28,1571,314203254,135,1776,345320554,194437.248873874,213.227513227513,1.26242038216561,126.242038216561,2.25225225225225,4.61711711711712,4.67342342342342,88.4572072072072,9844771.83201652,11752935.7038947,11623859.9963414,335450846.365672,368672413.897924,207585.818636219,0.210295114143515
"680","Boston",2013,12,34,34,7922578,33,66,14260208,31,100,13150000,42,2361,1079811893,140,2561,1115144679,435433.299101913,351.675485008818,0.442004504504505,44.2004504504505,1.32760640374854,2.57711831315892,3.90472471690746,92.1905505661851,8336226.51115871,15004752.7438969,13836579.2828719,1136190332.17358,1173367890.7115,458167.860488678,0.214711083232751
"681","Boston",2014,12,48,48,11513086,43,86,14124768,34,108,16331268,60,2599,645800777,185,2841,687769899,242087.257655755,401.058201058201,0.109332292073409,10.9332292073409,1.68954593453009,3.02710313269975,3.80147835269271,91.4818725800774,11920821.6761287,14624996.3341444,16909639.4809408,668671796.67748,712127254.168694,250660.772322666,0.279835366047348
"682","Boston",2015,12,48,48,12219436,49,98,17725000,31,104,16691490,56,4705,1117771247,184,4955,1164407173,234996.40221998,773.897707231041,0.744104188665963,74.4104188665963,0.968718466195762,1.97780020181635,2.09889001009082,94.9545913218971,12637187.004814,18330972.0399803,17262128.9983419,1155984963.37664,1204215251.41977,243030.323192689,0.274932574280357
"683","Boston",2016,12,56,56,14608204,72,144,26495876,39,129,29743324,57,3019,755765739,224,3348,826613143,246897.59348865,490.47619047619,-0.324318869828456,-32.4318869828456,1.6726403823178,4.3010752688172,3.85304659498208,90.1732377538829,14919410.5358594,27060332.0949806,30376962.250601,771866228.666997,844222933.548438,252157.387559271,0.330174078386864
"684","Boston",2017,12,52,52,13739008,49,98,19353099,44,138,28408223,90,4797,968934566,235,5085,1030434896,202642.064110128,796.825396825397,0.518817204301075,51.8817204301075,1.02261553588987,1.92723697148476,2.71386430678466,94.3362831858407,13739008,19353099,28408223,968934566,1030434896,202642.064110128,0.343018622262055
"685","Bourne",2000,8,178,178,24387791,0,0,0,0,0,0,0,0,0,178,178,24387791,137010.061797753,0,NA,NA,100,0,0,0,34715071.6023229,0,0,0,34715071.6023229,195028.492147882,9.46808510638298
"686","Bourne",2001,12,107,107,19744508,0,0,0,0,0,0,0,0,0,107,107,19744508,184528.112149533,-39.89,-0.398876404494382,-39.89,100,0,0,0,27327915.3075099,0,0,0,27327915.3075099,255401.07764028,5.62891262033773
"687","Bourne",2002,1,132,132,23037721,0,0,0,0,0,0,0,0,0,132,132,23037721,174528.189393939,-25.84,0.233644859813084,23.36,100,0,0,0,31389695.2280156,0,0,0,31389695.2280156,237800.72142436,6.85180378925513
"688","Bourne",2003,12,82,82,13130100,2,4,408000,15,48,5130000,0,0,0,99,134,18668100,139314.179104478,-24.72,0.0151515151515152,1.52,61.19,2.99,35.82,0,17491576.6956522,543526.956521739,6834052.17391304,0,24869155.826087,185590.715120052,5.08474576271186
"689","Bourne",2004,12,113,113,27868596,0,0,0,0,0,0,0,0,0,113,113,27868596,246624.743362832,-36.52,-0.156716417910448,-15.67,100,0,0,0,36162785.8735839,0,0,0,36162785.8735839,320024.65374853,5.8049933216891
"690","Bourne",2005,12,89,89,18119713,0,0,0,4,14,1496250,0,0,0,93,103,19615963,190446.242718447,-42.13,-0.0884955752212389,-8.85,86.41,0,13.59,0,22741956.2240655,0,1877935.48387097,0,24619891.7079365,239028.074834336,4.78468899521531
"691","Bourne",2006,12,73,73,13984000,0,0,0,0,0,0,0,0,0,73,73,13984000,191561.643835616,-58.99,-0.29126213592233,-29.13,100,0,0,0,17002768.2539683,0,0,0,17002768.2539683,232914.633616003,3.75321336760925
"692","Bourne",2007,12,62,62,14204000,0,0,0,1,3,250000,0,0,0,63,65,14454000,222369.230769231,-63.48,-0.10958904109589,-10.96,95.38,0,4.62,0,16791988.5020883,0,295550.346770071,0,17087538.8488584,262885.21305936,3.23126634866903
"693","Bourne",2008,12,23,23,5469200,0,0,0,0,0,0,1,28,3090000,24,51,8559200,167827.450980392,-71.35,-0.215384615384615,-21.54,45.1,0,0,54.9,6226621.57053083,0,0,3517929.61547215,9744551.18600298,191069.631098097,1.22824974411464
"694","Bourne",2009,12,40,40,10380604,0,0,0,0,0,0,0,0,0,40,40,10380604,259515.1,-77.53,-0.215686274509804,-21.57,100,0,0,0,11860395.4212094,0,0,0,11860395.4212094,296509.885530235,2.03748981255094
"695","Bourne",2010,12,27,27,8943876,0,0,0,0,0,0,0,0,0,27,27,8943876,331254.666666667,-84.83,-0.325,-32.5,100,0,0,0,10053944.3313644,0,0,0,10053944.3313644,372368.308569053,0.158143512308837
"696","Bourne",2011,10,24,24,7232150,0,0,0,0,0,0,0,0,0,24,24,7232150,301339.583333333,-86.52,-0.111111111111111,-11.11,100,0,0,0,7881001.55153175,0,0,0,7881001.55153175,328375.064647156,0.140776499709648
"697","Bourne",2012,12,23,23,6937415,6,12,2292000,0,0,0,0,0,0,29,35,9229415,263697.571428571,-80.3370786516854,0.458333333333333,45.8333333333333,65.7142857142857,34.2857142857143,0,0,7406548.79831355,2446993.56254954,0,0,9853542.36086309,281529.781738945,0.170542088611317
"698","Bourne",2013,12,28,28,8610346,1,2,360000,0,0,0,0,0,0,29,30,8970346,299011.533333333,-83.1460674157303,-0.142857142857143,-14.2857142857143,93.3333333333333,6.66666666666667,0,0,9059903.80851402,378796.086831475,0,0,9438699.89534549,314623.329844849,0.170614329250356
"699","Bourne",2014,12,26,26,9421250,0,0,0,0,0,0,0,0,0,26,26,9421250,362355.769230769,-85.3932584269663,-0.133333333333333,-13.3333333333333,100,0,0,0,9754903.35225737,0,0,0,9754903.35225737,375188.590471437,0.153112301984571
"700","Bourne",2015,12,42,42,14212929,0,0,0,0,0,0,0,0,0,42,42,14212929,338403.071428571,-76.4044943820225,0.615384615384615,61.5384615384615,100,0,0,0,14698832.3895754,0,0,0,14698832.3895754,349972.199751796,0.247770069375619
"701","Bourne",2016,12,32,32,10863485,0,0,0,0,0,0,0,0,0,32,32,10863485,339483.90625,-82.0224719101124,-0.238095238095238,-23.8095238095238,100,0,0,0,11094915.7449574,0,0,0,11094915.7449574,346716.11702992,0.189031450107512
"702","Bourne",2017,12,64,64,15902210,1,2,58000,0,0,0,0,0,0,65,66,15960210,241821.363636364,-62.9213483146067,1.0625,106.25,96.969696969697,3.03030303030303,0,0,15902210,58000,0,0,15960210,241821.363636364,0.383976937754385
"703","Boxborough",2000,12,18,18,5107594,0,0,0,0,0,0,0,0,0,18,18,5107594,283755.222222222,0,NA,NA,100,0,0,0,7270461.33147503,0,0,0,7270461.33147503,403914.518415279,3.690036900369
"704","Boxborough",2001,12,13,13,3540000,0,0,0,0,0,0,0,0,0,13,13,3540000,272307.692307692,-27.78,-0.277777777777778,-27.78,100,0,0,0,4899631.84641446,0,0,0,4899631.84641446,376894.757416496,2.65577119509704
"705","Boxborough",2002,12,43,43,8438900,0,0,0,0,0,0,0,0,0,43,43,8438900,196253.488372093,138.89,2.30769230769231,230.77,100,0,0,0,11498294.430239,0,0,0,11498294.430239,267402.19605207,8.81328141012503
"706","Boxborough",2003,12,32,32,6985592,0,0,0,0,0,0,0,0,0,32,32,6985592,218299.75,77.78,-0.255813953488372,-25.58,100,0,0,0,9306023.42956522,0,0,0,9306023.42956522,290813.232173913,6.5775950668037
"707","Boxborough",2004,12,27,27,5956400,0,0,0,0,0,0,0,0,0,27,27,5956400,220607.407407407,50,-0.15625,-15.62,100,0,0,0,7729130.58761249,0,0,0,7729130.58761249,286264.095837499,5.56930693069307
"708","Boxborough",2005,12,16,16,4662310,0,0,0,0,0,0,0,0,0,16,16,4662310,291394.375,-11.11,-0.407407407407407,-40.74,100,0,0,0,5851640.6922683,0,0,0,5851640.6922683,365727.543266769,3.3112582781457
"709","Boxborough",2006,12,10,10,2515000,0,0,0,0,0,0,0,0,0,10,10,2515000,251500,-44.44,-0.375,-37.5,100,0,0,0,3057920.63492064,0,0,0,3057920.63492064,305792.063492064,2.06825232678387
"710","Boxborough",2007,12,2,2,460500,0,0,0,0,0,0,0,0,0,2,2,460500,230250,-88.89,-0.8,-80,100,0,0,0,544403.73875047,0,0,0,544403.73875047,272201.869375235,0.411607326610414
"711","Boxborough",2008,12,5,5,1410000,0,0,0,0,0,0,0,0,0,5,5,1410000,282000,-72.22,1.5,150,100,0,0,0,1605268.85366205,0,0,0,1605268.85366205,321053.77073241,1.01895251681272
"712","Boxborough",2009,12,6,6,1590000,0,0,0,0,0,0,0,0,0,6,6,1590000,265000,-66.67,0.2,20,100,0,0,0,1816660.0632991,0,0,0,1816660.0632991,302776.677216517,1.20821586790173
"713","Boxborough",2010,12,4,4,916400,0,0,0,0,0,0,0,0,0,4,4,916400,229100,-77.78,-0.333333333333333,-33.33,100,0,0,0,1030138.90009906,0,0,0,1030138.90009906,257534.725024764,0.0989878492415056
"714","Boxborough",2011,12,2,2,943000,0,0,0,0,0,0,0,0,0,2,2,943000,471500,-88.89,-0.5,-50,100,0,0,0,1027603.75035009,0,0,0,1027603.75035009,513801.875175047,0.0486771971669871
"715","Boxborough",2012,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-100,-1,-100,NA,NA,NA,NA,0,0,0,0,0,NA,0
"716","Boxborough",2013,12,7,7,1704600,0,0,0,0,0,0,0,0,0,7,7,1704600,243514.285714286,-61.1111111111111,NA,NA,100,0,0,0,1793599.47114704,0,0,0,1793599.47114704,256228.495878148,0.166337951191693
"717","Boxborough",2014,12,4,4,1295000,0,0,0,0,0,0,0,0,0,4,4,1295000,323750,-77.7777777777778,-0.428571428571429,-42.8571428571429,100,0,0,0,1340862.39524196,0,0,0,1340862.39524196,335215.598810489,0.0943284989977597
"718","Boxborough",2015,12,11,11,3471000,0,0,0,0,0,0,11,244,31448323,22,255,34919323,136938.521568627,1316.66666666667,62.75,6275,4.31372549019608,0,0,95.6862745098039,3589664.53883055,0,0,32523460.0630335,36113124.601864,141620.096477898,0.514824608616292
"719","Boxborough",2016,12,3,3,772000,0,0,0,0,0,0,12,244,30448323,15,247,31220323,126398.068825911,1272.22222222222,-0.0313725490196078,-3.13725490196078,1.21457489878543,0,0,98.7854251012146,788446.336981838,0,0,31096980.2287433,31885426.5657252,129090.795812653,0.349968502834745
"720","Boxborough",2017,12,3,3,1005000,0,0,0,0,0,0,0,0,0,3,3,1005000,335000,-83.3333333333333,-0.987854251012146,-98.7854251012146,100,0,0,0,1005000,0,0,0,1005000,335000,0.0682407533779173
"721","Boxford",2000,12,42,42,14199350,0,0,0,0,0,0,0,0,0,42,42,14199350,338079.761904762,0,NA,NA,100,0,0,0,20212222.253194,0,0,0,20212222.253194,481243.386980809,5.30705079605762
"722","Boxford",2001,12,22,22,8207200,0,0,0,0,0,0,0,0,0,22,22,8207200,373054.545454545,-47.62,-0.476190476190476,-47.62,100,0,0,0,11359395.053642,0,0,0,11359395.053642,516336.138801909,2.76451369690877
"723","Boxford",2002,12,16,16,5570655,0,0,0,0,0,0,0,0,0,16,16,5570655,348165.9375,-61.9,-0.272727272727273,-27.27,100,0,0,0,7590210.97053919,0,0,0,7590210.97053919,474388.185658699,2.00853627918654
