"","Region","Five_Year_Range","Population","Never_Married","Never_Married_Pct","Now_Married","Now_Married_Pct","Separated","Separated_Pct","Widowed","Widowed_Pct","Divorced","Divorced_Pct","Gender"
"1","United States",2010,118264295,40461438,34.2,61745693,52.2,2137849,1.8,2977072,2.5,10942243,9.3,"Male"
"2","MA",2010,2536607,951729,37.5,1287165,50.7,38976,1.5,66680,2.6,192057,7.6,"Male"
"3","Barnstable County",2010,87824,24359,27.7,51824,59,905,1,2896,3.3,7840,8.9,"Male"
"4","Berkshire County",2010,52641,18428,35,25405,48.3,990,1.9,2018,3.8,5800,11,"Male"
"5","Bristol County",2010,212635,73478,34.6,109790,51.6,3948,1.9,6819,3.2,18600,8.7,"Male"
"6","Dukes County",2010,6673,2382,35.7,3205,48,130,1.9,144,2.2,812,12.2,"Male"
"7","Essex County",2010,280972,96854,34.5,149119,53.1,4644,1.7,8611,3.1,21744,7.7,"Male"
"8","Franklin County",2010,29046,9409,32.4,15124,52.1,473,1.6,754,2.6,3286,11.3,"Male"
"9","Hampden County",2010,176485,68229,38.7,83423,47.3,3770,2.1,5599,3.2,15464,8.8,"Male"
"10","Hampshire County",2010,62461,26670,42.7,28387,45.4,717,1.1,1693,2.7,4994,8,"Male"
"11","Middlesex County",2010,585490,215912,36.9,313358,53.5,6611,1.1,12511,2.1,37098,6.3,"Male"
"12","Nantucket County",2010,4296,1548,36,2347,54.6,56,1.3,107,2.5,238,5.5,"Male"
"13","Norfolk County",2010,253117,84344,33.3,143630,56.7,2396,0.9,7068,2.8,15679,6.2,"Male"
"14","Plymouth County",2010,188123,61245,32.6,103420,55,3118,1.7,4855,2.6,15485,8.2,"Male"
"15","Suffolk County",2010,286268,161077,56.3,94540,33,6645,2.3,5345,1.9,18661,6.5,"Male"
"16","Worcester County",2010,310576,107794,34.7,163593,52.7,4573,1.5,8260,2.7,26356,8.5,"Male"
"17","Barnstable",2010,18646,5619,30.1,10655,57.1,256,1.4,480,2.6,1636,8.8,"Male"
"18","Bourne",2010,8108,2790,34.4,4400,54.3,55,0.7,333,4.1,530,6.5,"Male"
"19","Brewster",2010,4027,1021,25.4,2422,60.1,26,0.6,159,3.9,399,9.9,"Male"
"20","Chatham",2010,2647,596,22.5,1692,63.9,67,2.5,117,4.4,175,6.6,"Male"
"21","Dennis",2010,5777,1380,23.9,3403,58.9,54,0.9,259,4.5,681,11.8,"Male"
"22","Eastham",2010,2201,455,20.7,1453,66,0,0,85,3.9,208,9.5,"Male"
"23","Falmouth",2010,12501,3061,24.5,7680,61.4,200,1.6,519,4.2,1041,8.3,"Male"
"24","Harwich",2010,4719,1024,21.7,3159,66.9,32,0.7,183,3.9,321,6.8,"Male"
"25","Mashpee",2010,5600,1471,26.3,3444,61.5,13,0.2,122,2.2,550,9.8,"Male"
"26","Orleans",2010,2438,542,22.2,1548,63.5,0,0,109,4.5,239,9.8,"Male"
"27","Provincetown",2010,1745,1038,59.5,329,18.9,43,2.5,0,0,335,19.2,"Male"
"28","Sandwich",2010,7782,2059,26.5,5062,65,27,0.3,168,2.2,466,6,"Male"
"29","Truro",2010,862,306,35.5,398,46.2,39,4.5,7,0.8,112,13,"Male"
"30","Wellfleet",2010,1116,222,19.9,748,67,0,0,0,0,146,13.1,"Male"
"31","Yarmouth",2010,9655,2775,28.7,5431,56.3,93,1,355,3.7,1001,10.4,"Male"
"32","Adams",2010,3197,1037,32.4,1485,46.4,72,2.3,122,3.8,481,15,"Male"
"33","Alford",2010,183,38,20.8,122,66.7,0,0,11,6,12,6.6,"Male"
"34","Becket",2010,634,94,14.8,391,61.7,0,0,21,3.3,128,20.2,"Male"
"35","Cheshire",2010,1472,427,29,752,51.1,10,0.7,27,1.8,256,17.4,"Male"
"36","Clarksburg",2010,741,148,20,444,59.9,11,1.5,28,3.8,110,14.8,"Male"
"37","Dalton",2010,2652,771,29.1,1550,58.4,13,0.5,118,4.4,200,7.5,"Male"
"38","Egremont",2010,518,133,25.7,309,59.7,4,0.8,14,2.7,58,11.2,"Male"
"39","Florida",2010,347,106,30.5,184,53,0,0,19,5.5,38,11,"Male"
"40","Great Barrington",2010,2922,1058,36.2,1325,45.3,87,3,66,2.3,386,13.2,"Male"
"41","Hancock",2010,289,77,26.6,176,60.9,17,5.9,7,2.4,12,4.2,"Male"
"42","Hinsdale",2010,905,265,29.3,504,55.7,21,2.3,40,4.4,75,8.3,"Male"
"43","Lanesborough",2010,1308,356,27.2,717,54.8,15,1.1,22,1.7,198,15.1,"Male"
"44","Lee",2010,2355,696,29.6,1217,51.7,100,4.2,136,5.8,206,8.7,"Male"
"45","Lenox",2010,1987,652,32.8,1064,53.5,17,0.9,120,6,134,6.7,"Male"
"46","Monterey",2010,382,176,46.1,171,44.8,4,1,15,3.9,16,4.2,"Male"
"47","Mount Washington",2010,55,12,21.8,37,67.3,0,0,0,0,6,10.9,"Male"
"48","New Ashford",2010,119,42,35.3,55,46.2,5,4.2,0,0,17,14.3,"Male"
"49","New Marlborough",2010,640,197,30.8,341,53.3,12,1.9,36,5.6,54,8.4,"Male"
"50","North Adams",2010,5875,2958,50.3,2155,36.7,175,3,209,3.6,378,6.4,"Male"
"51","Otis",2010,541,102,18.9,341,63,18,3.3,18,3.3,62,11.5,"Male"
"52","Peru",2010,376,128,34,202,53.7,4,1.1,0,0,42,11.2,"Male"
"53","Pittsfield",2010,17017,6129,36,7772,45.7,268,1.6,651,3.8,2197,12.9,"Male"
"54","Richmond",2010,754,201,26.7,460,61,10,1.3,40,5.3,43,5.7,"Male"
"55","Sandisfield",2010,337,83,24.6,232,68.8,7,2.1,11,3.3,4,1.2,"Male"
"56","Savoy",2010,357,103,28.9,191,53.5,6,1.7,0,0,57,16,"Male"
"57","Sheffield",2010,1346,476,35.4,613,45.5,0,0,73,5.4,184,13.7,"Male"
"58","Stockbridge",2010,609,131,21.5,301,49.4,59,9.7,55,9,63,10.3,"Male"
"59","Tyringham",2010,178,54,30.3,104,58.4,0,0,10,5.6,10,5.6,"Male"
"60","Washington",2010,269,76,28.3,158,58.7,0,0,3,1.1,32,11.9,"Male"
"61","West Stockbridge",2010,585,178,30.4,316,54,24,4.1,22,3.8,45,7.7,"Male"
"62","Williamstown",2010,3296,1449,44,1470,44.6,31,0.9,102,3.1,244,7.4,"Male"
"63","Windsor",2010,395,75,19,246,62.3,0,0,22,5.6,52,13.2,"Male"
"64","Acushnet",2010,4103,1192,29.1,2412,58.8,65,1.6,105,2.6,329,8,"Male"
"65","Attleboro",2010,17439,6042,34.6,9146,52.4,151,0.9,369,2.1,1731,9.9,"Male"
"66","Berkley",2010,2480,674,27.2,1505,60.7,23,0.9,65,2.6,213,8.6,"Male"
"67","Dartmouth",2010,14366,5255,36.6,7329,51,358,2.5,366,2.5,1058,7.4,"Male"
"68","Dighton",2010,2752,686,24.9,1660,60.3,0,0,139,5.1,267,9.7,"Male"
"69","Easton",2010,9158,3510,38.3,4899,53.5,131,1.4,203,2.2,415,4.5,"Male"
"70","Fairhaven",2010,6240,1953,31.3,3302,52.9,70,1.1,357,5.7,558,8.9,"Male"
"71","Fall River",2010,34614,14208,41,14853,42.9,799,2.3,1258,3.6,3496,10.1,"Male"
"72","Freetown",2010,3765,1093,29,2300,61.1,73,1.9,147,3.9,152,4,"Male"
"73","Mansfield",2010,8672,2802,32.3,4902,56.5,141,1.6,262,3,565,6.5,"Male"
"74","New Bedford",2010,34440,14102,40.9,14648,42.5,790,2.3,1237,3.6,3663,10.6,"Male"
"75","North Attleborough",2010,11202,3388,30.2,6536,58.3,151,1.3,369,3.3,758,6.8,"Male"
"76","Norton",2010,7289,2597,35.6,3945,54.1,94,1.3,160,2.2,493,6.8,"Male"
"77","Raynham",2010,4714,1000,21.2,2909,61.7,83,1.8,256,5.4,466,9.9,"Male"
"78","Rehoboth",2010,4695,1254,26.7,3037,64.7,8,0.2,32,0.7,364,7.8,"Male"
"79","Seekonk",2010,5246,1420,27.1,3230,61.6,58,1.1,196,3.7,342,6.5,"Male"
"80","Somerset",2010,7003,1805,25.8,4129,59,93,1.3,294,4.2,682,9.7,"Male"
"81","Swansea",2010,6869,1818,26.5,4186,60.9,98,1.4,196,2.9,571,8.3,"Male"
"82","Taunton",2010,21650,7330,33.9,11072,51.1,694,3.2,575,2.7,1979,9.1,"Male"
"83","Westport",2010,5938,1349,22.7,3790,63.8,68,1.1,233,3.9,498,8.4,"Male"
"84","Aquinnah",2010,183,75,41,99,54.1,0,0,4,2.2,5,2.7,"Male"
"85","Chilmark",2010,368,75,20.4,262,71.2,5,1.4,4,1.1,22,6,"Male"
"86","Edgartown",2010,2047,842,41.1,689,33.7,81,4,63,3.1,372,18.2,"Male"
"87","Gosnold",2010,97,33,34,57,58.8,4,4.1,0,0,3,3.1,"Male"
"88","Oak Bluffs",2010,1503,350,23.3,955,63.5,15,1,31,2.1,152,10.1,"Male"
"89","Tisbury",2010,1589,709,44.6,683,43,0,0,33,2.1,164,10.3,"Male"
"90","West Tisbury",2010,886,298,33.6,460,51.9,25,2.8,9,1,94,10.6,"Male"
"91","Amesbury",2010,6414,2187,34.1,3429,53.5,129,2,138,2.2,531,8.3,"Male"
"92","Andover",2010,12133,3217,26.5,8041,66.3,51,0.4,328,2.7,496,4.1,"Male"
"93","Beverly",2010,15232,5126,33.7,8066,53,277,1.8,590,3.9,1173,7.7,"Male"
"94","Boxford",2010,3030,821,27.1,1972,65.1,17,0.6,56,1.8,164,5.4,"Male"
"95","Danvers",2010,10371,3161,30.5,6084,58.7,90,0.9,460,4.4,576,5.6,"Male"
"96","Essex",2010,1366,332,24.3,860,63,23,1.7,60,4.4,91,6.7,"Male"
"97","Georgetown",2010,3099,966,31.2,1948,62.9,8,0.3,62,2,115,3.7,"Male"
"98","Gloucester",2010,11444,3272,28.6,6516,56.9,249,2.2,286,2.5,1121,9.8,"Male"
"99","Groveland",2010,2233,551,24.7,1542,69.1,0,0,25,1.1,115,5.2,"Male"
"100","Hamilton",2010,3077,799,26,2032,66,6,0.2,73,2.4,167,5.4,"Male"
"101","Haverhill",2010,22794,7969,35,11540,50.6,464,2,765,3.4,2056,9,"Male"
"102","Ipswich",2010,5186,1392,26.8,2968,57.2,76,1.5,150,2.9,600,11.6,"Male"
"103","Lawrence",2010,27470,12977,47.2,10833,39.4,933,3.4,660,2.4,2067,7.5,"Male"
"104","Lynn",2010,34367,15759,45.9,13885,40.4,853,2.5,1086,3.2,2784,8.1,"Male"
"105","Lynnfield",2010,4434,1102,24.9,2925,66,19,0.4,106,2.4,282,6.4,"Male"
"106","Manchester-by-the-Sea",2010,2054,505,24.6,1272,61.9,13,0.6,51,2.5,213,10.4,"Male"
"107","Marblehead",2010,7468,1685,22.6,4947,66.2,46,0.6,205,2.7,585,7.8,"Male"
"108","Merrimac",2010,2468,590,23.9,1364,55.3,97,3.9,87,3.5,330,13.4,"Male"
"109","Methuen",2010,17008,5414,31.8,9342,54.9,299,1.8,497,2.9,1456,8.6,"Male"
"110","Middleton",2010,4105,1751,42.7,1934,47.1,40,1,46,1.1,334,8.1,"Male"
"111","Nahant",2010,1373,378,27.5,714,52,10,0.7,31,2.3,240,17.5,"Male"
"112","Newbury",2010,2761,833,30.2,1626,58.9,26,0.9,100,3.6,176,6.4,"Male"
"113","Newburyport",2010,6627,1825,27.5,4034,60.9,89,1.3,154,2.3,525,7.9,"Male"
"114","North Andover",2010,10420,3254,31.2,6064,58.2,76,0.7,310,3,716,6.9,"Male"
"115","Peabody",2010,19399,6165,31.8,10951,56.5,231,1.2,775,4,1277,6.6,"Male"
"116","Rockport",2010,2672,611,22.9,1792,67.1,17,0.6,55,2.1,197,7.4,"Male"
"117","Rowley",2010,2235,615,27.5,1454,65.1,1,0,37,1.7,128,5.7,"Male"
"118","Salem",2010,15769,6437,40.8,6721,42.6,237,1.5,533,3.4,1841,11.7,"Male"
"119","Salisbury",2010,3142,1077,34.3,1567,49.9,120,3.8,84,2.7,294,9.4,"Male"
"120","Saugus",2010,10367,3403,32.8,5803,56,79,0.8,497,4.8,585,5.6,"Male"
"121","Swampscott",2010,4748,1002,21.1,3236,68.2,55,1.2,195,4.1,260,5.5,"Male"
"122","Topsfield",2010,2184,394,18,1647,75.4,13,0.6,82,3.8,48,2.2,"Male"
"123","Wenham",2010,1856,804,43.3,901,48.5,0,0,16,0.9,135,7.3,"Male"
"124","West Newbury",2010,1666,480,28.8,1109,66.6,0,0,11,0.7,66,4,"Male"
"125","Ashfield",2010,622,161,25.9,395,63.5,3,0.5,6,1,57,9.2,"Male"
"126","Bernardston",2010,1032,379,36.7,492,47.7,14,1.4,7,0.7,140,13.6,"Male"
"127","Buckland",2010,854,222,26,522,61.1,7,0.8,23,2.7,80,9.4,"Male"
"128","Charlemont",2010,510,134,26.3,283,55.5,8,1.6,18,3.5,67,13.1,"Male"
"129","Colrain",2010,815,263,32.3,411,50.4,31,3.8,29,3.6,81,9.9,"Male"
"130","Conway",2010,766,182,23.8,477,62.3,11,1.4,0,0,96,12.5,"Male"
"131","Deerfield",2010,1901,464,24.4,1141,60,12,0.6,0,0,284,14.9,"Male"
"132","Erving",2010,699,219,31.3,376,53.8,5,0.7,11,1.6,88,12.6,"Male"
"133","Gill",2010,636,204,32.1,358,56.3,6,0.9,48,7.5,20,3.1,"Male"
"134","Greenfield",2010,7018,2712,38.6,3094,44.1,206,2.9,237,3.4,769,11,"Male"
"135","Hawley",2010,164,35,21.3,90,54.9,0,0,11,6.7,28,17.1,"Male"
"136","Heath",2010,178,29,16.3,133,74.7,3,1.7,3,1.7,10,5.6,"Male"
"137","Leverett",2010,763,269,35.3,397,52,40,5.2,15,2,42,5.5,"Male"
"138","Leyden",2010,272,51,18.8,175,64.3,13,4.8,6,2.2,27,9.9,"Male"
"139","Monroe",2010,48,29,60.4,6,12.5,5,10.4,0,0,8,16.7,"Male"
"140","Montague",2010,3480,1274,36.6,1608,46.2,20,0.6,105,3,473,13.6,"Male"
"141","New Salem",2010,391,117,29.9,218,55.8,4,1,4,1,48,12.3,"Male"
"142","Northfield",2010,1219,277,22.7,780,64,15,1.2,26,2.1,121,9.9,"Male"
"143","Orange",2010,2973,733,24.7,1728,58.1,50,1.7,102,3.4,360,12.1,"Male"
"144","Rowe",2010,166,33,19.9,99,59.6,2,1.2,14,8.4,18,10.8,"Male"
"145","Shelburne",2010,786,214,27.2,501,63.7,6,0.8,35,4.5,30,3.8,"Male"
"146","Shutesbury",2010,708,232,32.8,411,58.1,4,0.6,7,1,54,7.6,"Male"
"147","Sunderland",2010,1596,720,45.1,697,43.7,0,0,21,1.3,158,9.9,"Male"
"148","Warwick",2010,247,62,25.1,150,60.7,0,0,2,0.8,33,13.4,"Male"
"149","Wendell",2010,431,139,32.3,200,46.4,5,1.2,2,0.5,85,19.7,"Male"
"150","Whately",2010,771,255,33.1,382,49.5,3,0.4,22,2.9,109,14.1,"Male"
"151","Agawam",2010,11237,3278,29.2,6034,53.7,172,1.5,407,3.6,1346,12,"Male"
"152","Blandford",2010,498,130,26.1,285,57.2,2,0.4,8,1.6,73,14.7,"Male"
"153","Brimfield",2010,1357,366,27,865,63.7,0,0,38,2.8,88,6.5,"Male"
"154","Chester",2010,503,125,24.9,308,61.2,3,0.6,19,3.8,48,9.5,"Male"
"155","Chicopee",2010,21618,8160,37.7,10011,46.3,443,2,926,4.3,2078,9.6,"Male"
"156","East Longmeadow",2010,5922,1461,24.7,3891,65.7,22,0.4,225,3.8,323,5.5,"Male"
"157","Granville",2010,592,141,23.8,375,63.3,4,0.7,25,4.2,47,7.9,"Male"
"158","Hampden",2010,2225,690,31,1305,58.7,25,1.1,173,7.8,32,1.4,"Male"
"159","Holland",2010,1194,392,32.8,605,50.7,16,1.3,71,5.9,110,9.2,"Male"
"160","Holyoke",2010,14449,6688,46.3,5620,38.9,343,2.4,445,3.1,1353,9.4,"Male"
"161","Longmeadow",2010,5745,1544,26.9,3752,65.3,17,0.3,185,3.2,247,4.3,"Male"
"162","Ludlow",2010,9187,3307,36,4728,51.5,180,2,299,3.3,673,7.3,"Male"
"163","Monson",2010,3492,1157,33.1,1831,52.4,25,0.7,146,4.2,333,9.5,"Male"
"164","Montgomery",2010,359,108,30.1,218,60.7,3,0.8,0,0,30,8.4,"Male"
"165","Palmer",2010,4951,1491,30.1,2706,54.7,141,2.8,165,3.3,448,9,"Male"
"166","Russell",2010,651,186,28.6,418,64.2,0,0,16,2.5,31,4.8,"Male"
"167","Southwick",2010,3668,874,23.8,2295,62.6,13,0.4,230,6.3,256,7,"Male"
"168","Springfield",2010,55291,26679,48.3,20625,37.3,1691,3.1,1030,1.9,5266,9.5,"Male"
"169","Tolland",2010,227,66,29.1,127,55.9,0,0,9,4,25,11,"Male"
"170","Wales",2010,844,250,29.6,476,56.4,9,1.1,16,1.9,93,11,"Male"
"171","Westfield",2010,15909,5719,35.9,7900,49.7,346,2.2,505,3.2,1439,9,"Male"
"172","West Springfield",2010,11173,4034,36.1,5537,49.6,315,2.8,456,4.1,831,7.4,"Male"
"173","Wilbraham",2010,5393,1383,25.6,3511,65.1,0,0,205,3.8,294,5.5,"Male"
"174","Amherst",2010,17493,12828,73.3,3806,21.8,63,0.4,196,1.1,600,3.4,"Male"
"175","Belchertown",2010,5434,1420,26.1,3439,63.3,76,1.4,52,1,447,8.2,"Male"
"176","Chesterfield",2010,457,94,20.6,260,56.9,19,4.2,22,4.8,62,13.6,"Male"
"177","Cummington",2010,499,231,46.3,192,38.5,0,0,21,4.2,55,11,"Male"
"178","Easthampton",2010,6522,2177,33.4,3317,50.9,74,1.1,261,4,693,10.6,"Male"
"179","Goshen",2010,412,89,21.6,256,62.1,38,9.2,3,0.7,26,6.3,"Male"
"180","Granby",2010,2325,571,24.6,1415,60.9,55,2.4,61,2.6,223,9.6,"Male"
"181","Hadley",2010,2026,727,35.9,1072,52.9,14,0.7,112,5.5,101,5,"Male"
"182","Hatfield",2010,1279,358,28,727,56.8,0,0,49,3.8,145,11.3,"Male"
"183","Huntington",2010,830,196,23.6,477,57.5,33,4,11,1.3,113,13.6,"Male"
"184","Middlefield",2010,186,34,18.3,124,66.7,0,0,9,4.8,19,10.2,"Male"
"185","Northampton",2010,9867,3798,38.5,4329,43.9,215,2.2,278,2.8,1247,12.6,"Male"
"186","Pelham",2010,493,107,21.7,331,67.1,3,0.6,14,2.8,38,7.7,"Male"
"187","Plainfield",2010,268,78,29.1,157,58.6,3,1.1,9,3.4,21,7.8,"Male"
"188","Southampton",2010,2360,571,24.2,1626,68.9,47,2,29,1.2,87,3.7,"Male"
"189","South Hadley",2010,6062,1804,29.8,3442,56.8,43,0.7,326,5.4,447,7.4,"Male"
"190","Ware",2010,3770,1113,29.5,2012,53.4,21,0.6,159,4.2,465,12.3,"Male"
"191","Westhampton",2010,620,136,21.9,416,67.1,0,0,12,1.9,56,9,"Male"
"192","Williamsburg",2010,1068,242,22.7,659,61.7,13,1.2,57,5.3,97,9.1,"Male"
"193","Worthington",2010,490,96,19.6,330,67.3,0,0,12,2.4,52,10.6,"Male"
"194","Acton",2010,7943,2100,26.4,5289,66.6,64,0.8,121,1.5,369,4.6,"Male"
"195","Arlington",2010,16078,5468,34,9132,56.8,202,1.3,145,0.9,1131,7,"Male"
"196","Ashby",2010,1116,280,25.1,725,65,0,0,13,1.2,98,8.8,"Male"
"197","Ashland",2010,6197,1820,29.4,3721,60,71,1.1,85,1.4,500,8.1,"Male"
"198","Ayer",2010,3277,1445,44.1,1237,37.7,53,1.6,70,2.1,472,14.4,"Male"
"199","Bedford",2010,4836,907,18.8,3461,71.6,84,1.7,180,3.7,204,4.2,"Male"
"200","Belmont",2010,8988,2621,29.2,5813,64.7,75,0.8,127,1.4,352,3.9,"Male"
"201","Billerica",2010,15277,4460,29.2,9307,60.9,146,1,269,1.8,1095,7.2,"Male"
"202","Boxborough",2010,1914,521,27.2,1216,63.5,0,0,7,0.4,170,8.9,"Male"
"203","Burlington",2010,9236,2430,26.3,5898,63.9,63,0.7,214,2.3,631,6.8,"Male"
"204","Cambridge",2010,44722,25488,57,15995,35.8,544,1.2,518,1.2,2177,4.9,"Male"
"205","Carlisle",2010,1829,390,21.3,1306,71.4,0,0,37,2,96,5.2,"Male"
"206","Chelmsford",2010,12823,3417,26.6,8117,63.3,54,0.4,463,3.6,772,6,"Male"
"207","Concord",2010,7532,2704,35.9,4029,53.5,61,0.8,124,1.6,614,8.2,"Male"
"208","Dracut",2010,11755,3375,28.7,6817,58,120,1,401,3.4,1042,8.9,"Male"
"209","Dunstable",2010,1114,228,20.5,818,73.4,0,0,18,1.6,50,4.5,"Male"
"210","Everett",2010,16420,6762,41.2,7665,46.7,459,2.8,387,2.4,1147,7,"Male"
"211","Framingham",2010,26291,9136,34.7,14366,54.6,353,1.3,598,2.3,1838,7,"Male"
"212","Groton",2010,3881,1110,28.6,2498,64.4,18,0.5,36,0.9,219,5.6,"Male"
"213","Holliston",2010,5446,1428,26.2,3477,63.8,49,0.9,133,2.4,359,6.6,"Male"
"214","Hopkinton",2010,5080,1117,22,3580,70.5,50,1,54,1.1,279,5.5,"Male"
"215","Hudson",2010,7554,2493,33,4243,56.2,65,0.9,103,1.4,650,8.6,"Male"
"216","Lexington",2010,11520,2543,22.1,8118,70.5,104,0.9,373,3.2,382,3.3,"Male"
"217","Lincoln",2010,2222,391,17.6,1766,79.5,12,0.5,21,0.9,32,1.4,"Male"
"218","Littleton",2010,3263,698,21.4,2206,67.6,67,2.1,100,3.1,192,5.9,"Male"
"219","Lowell",2010,40418,18886,46.7,15966,39.5,929,2.3,1018,2.5,3619,9,"Male"
"220","Malden",2010,23925,10499,43.9,11342,47.4,295,1.2,406,1.7,1383,5.8,"Male"
"221","Marlborough",2010,15471,5188,33.5,8369,54.1,377,2.4,463,3,1074,6.9,"Male"
"222","Maynard",2010,3810,1013,26.6,2286,60,0,0,131,3.4,380,10,"Male"
"223","Medford",2010,22212,8627,38.8,11211,50.5,211,0.9,681,3.1,1482,6.7,"Male"
"224","Melrose",2010,10255,2986,29.1,6099,59.5,139,1.4,417,4.1,614,6,"Male"
"225","Natick",2010,12842,3729,29,7832,61,113,0.9,358,2.8,810,6.3,"Male"
"226","Newton",2010,31813,11849,37.2,17709,55.7,171,0.5,590,1.9,1494,4.7,"Male"
"227","North Reading",2010,5602,1421,25.4,3712,66.3,29,0.5,145,2.6,295,5.3,"Male"
"228","Pepperell",2010,4308,1226,28.5,2650,61.5,26,0.6,58,1.3,348,8.1,"Male"
"229","Reading",2010,8829,2073,23.5,6056,68.6,9,0.1,212,2.4,479,5.4,"Male"
"230","Sherborn",2010,1535,334,21.8,1113,72.5,24,1.6,24,1.6,40,2.6,"Male"
"231","Shirley",2010,3507,1509,43,1619,46.2,50,1.4,20,0.6,309,8.8,"Male"
"232","Somerville",2010,31796,18011,56.6,11131,35,361,1.1,565,1.8,1728,5.4,"Male"
"233","Stoneham",2010,8412,2658,31.6,4637,55.1,109,1.3,294,3.5,714,8.5,"Male"
"234","Stow",2010,2481,648,26.1,1612,65,29,1.2,40,1.6,152,6.1,"Male"
"235","Sudbury",2010,6303,1498,23.8,4402,69.8,17,0.3,196,3.1,190,3,"Male"
"236","Tewksbury",2010,10726,2930,27.3,6843,63.8,41,0.4,366,3.4,546,5.1,"Male"
"237","Townsend",2010,3506,1089,31.1,2133,60.8,43,1.2,27,0.8,214,6.1,"Male"
"238","Tyngsborough",2010,4243,1274,30,2629,62,15,0.4,80,1.9,245,5.8,"Male"
"239","Wakefield",2010,10124,3251,32.1,5642,55.7,137,1.4,211,2.1,883,8.7,"Male"
"240","Waltham",2010,27380,14179,51.8,10593,38.7,389,1.4,340,1.2,1879,6.9,"Male"
"241","Watertown",2010,12931,5086,39.3,6582,50.9,99,0.8,248,1.9,916,7.1,"Male"
"242","Wayland",2010,4736,977,20.6,3479,73.5,0,0,68,1.4,212,4.5,"Male"
"243","Westford",2010,7949,1741,21.9,5669,71.3,46,0.6,140,1.8,353,4.4,"Male"
"244","Weston",2010,3868,994,25.7,2655,68.6,0,0,85,2.2,134,3.5,"Male"
"245","Wilmington",2010,8220,2135,26,5517,67.1,67,0.8,159,1.9,342,4.2,"Male"
"246","Winchester",2010,7300,1561,21.4,5129,70.3,29,0.4,126,1.7,455,6.2,"Male"
"247","Woburn",2010,14674,5208,35.5,7941,54.1,142,1,446,3,937,6.4,"Male"
"248","Nantucket",2010,4296,1548,36,2347,54.6,56,1.3,107,2.5,238,5.5,"Male"
"249","Avon",2010,1655,521,31.5,910,55,0,0,57,3.4,167,10.1,"Male"
"250","Bellingham",2010,6305,1975,31.3,3496,55.4,134,2.1,152,2.4,548,8.7,"Male"
"251","Braintree",2010,12899,4066,31.5,7554,58.6,118,0.9,357,2.8,804,6.2,"Male"
"252","Brookline",2010,22035,9189,41.7,11281,51.2,125,0.6,334,1.5,1106,5,"Male"
"253","Canton",2010,7721,2041,26.4,4951,64.1,130,1.7,307,4,292,3.8,"Male"
"254","Cohasset",2010,2815,633,22.5,1929,68.5,14,0.5,90,3.2,149,5.3,"Male"
"255","Dedham",2010,9790,3058,31.2,5625,57.5,131,1.3,329,3.4,647,6.6,"Male"
"256","Dover",2010,2014,429,21.3,1464,72.7,22,1.1,21,1,78,3.9,"Male"
"257","Foxborough",2010,6199,1764,28.5,3854,62.2,27,0.4,171,2.8,383,6.2,"Male"
"258","Franklin",2010,11499,3578,31.1,6992,60.8,84,0.7,253,2.2,592,5.1,"Male"
"259","Holbrook",2010,4415,1655,37.5,2290,51.9,75,1.7,78,1.8,317,7.2,"Male"
"260","Medfield",2010,4280,1088,25.4,2940,68.7,9,0.2,71,1.7,172,4,"Male"
"261","Medway",2010,4597,1016,22.1,3128,68,51,1.1,220,4.8,182,4,"Male"
"262","Millis",2010,2946,777,26.4,1742,59.1,25,0.8,122,4.1,280,9.5,"Male"
"263","Milton",2010,9641,2988,31,5794,60.1,123,1.3,222,2.3,514,5.3,"Male"
"264","Needham",2010,10435,2742,26.3,6914,66.3,43,0.4,377,3.6,359,3.4,"Male"
"265","Norfolk",2010,5825,2471,42.4,2603,44.7,67,1.2,66,1.1,618,10.6,"Male"
"266","Norwood",2010,11586,4301,37.1,5962,51.5,97,0.8,425,3.7,801,6.9,"Male"
"267","Plainville",2010,2634,626,23.8,1569,59.6,26,1,104,3.9,309,11.7,"Male"
"268","Quincy",2010,36999,15688,42.4,17445,47.1,568,1.5,982,2.7,2316,6.3,"Male"
"269","Randolph",2010,12101,4185,34.6,6395,52.8,163,1.3,442,3.7,916,7.6,"Male"
"270","Sharon",2010,6464,1495,23.1,4592,71,69,1.1,147,2.3,161,2.5,"Male"
"271","Stoughton",2010,10546,3311,31.4,5891,55.9,117,1.1,377,3.6,850,8.1,"Male"
"272","Walpole",2010,8853,2605,29.4,5436,61.4,47,0.5,240,2.7,525,5.9,"Male"
"273","Wellesley",2010,8976,2852,31.8,5529,61.6,11,0.1,180,2,404,4.5,"Male"
"274","Westwood",2010,5111,1114,21.8,3568,69.8,15,0.3,192,3.8,222,4.3,"Male"
