"","Region","Year","Number_of_Months_Reported","Single_Family_Buildings","Single_Family_Units","Single_Family_Valuation","I2_Family_Buildings","I2_Family_Units","I2_Family_Valuation","I3-4_Family_Buildings","I3-4_Family_Units","I3-4_Family_Valuation","I5_Family_Buildings","I5_Family_Units","I5_Family_Valuation","Total_Buildings","Total_Units","Total_Valuation","Average_Valuation_PerUnits","Total_Pct_Change","Change_from_previous","Pct_Change_from_previous","Percentage_of_1_Family","Percentage_of_2_Family","Percentage_of_3_and_4_Family","Percentage_of_5_Family","Inflation_Adjusted_1_Family_Valuation","Inflation_Adjusted_2_Family_Valuation","Inflation_Adjusted_3_4_Family_Valuation","Inflation_Adjusted_5_Family_Valuation","Inflation_Adjusted_Total_Valuation","Inflation_Adjusted_Average_Valuation","Permits_Per_1000_Population"
"1","Abington",2000,12,60,60,7247000,1,2,105000,0,0,0,3,34,2550000,64,96,9902000,103145.833333333,0,NA,NA,62.5,2.08,0,35.42,10100643.0255517,146345.731707317,0,3554110.6271777,13801099.3844367,143761.451921215,4.37996167533534
"2","Abington",2001,12,90,90,9183757,0,0,0,0,0,0,0,0,0,90,90,9183757,102041.744444444,-6.25,-0.0625,-6.25,100,0,0,0,12445883.4912422,0,0,0,12445883.4912422,138287.594347135,6.07779578606159
"3","Abington",2002,12,137,137,17293185,0,0,0,0,0,0,8,192,13069808,145,329,30362993,92288.7325227964,242.71,2.65555555555556,265.56,41.64,0,0,58.36,23071069.7737354,0,0,17436605.9402779,40507675.7140133,123123.634389098,9.66280154604825
"4","Abington",2003,12,37,37,6403010,0,0,0,0,0,0,6,72,10200000,43,109,16603010,152321.19266055,13.54,-0.668693009118541,-66.87,33.94,0,0,66.06,8351995.76668478,0,0,13304735.8695652,21656731.63625,198685.611341743,2.83865856878796
"5","Abington",2004,12,31,31,6024000,0,0,0,0,0,0,4,48,6800000,35,79,12824000,162329.113924051,-17.71,-0.275229357798165,-27.52,39.24,0,0,60.76,7653796.54843833,0,0,8639743.77977766,16293540.328216,206247.345926785,2.29523247426061
"6","Abington",2005,12,23,23,4569000,0,0,0,1,3,210000,9,52,6500000,33,78,11279000,144602.564102564,-18.75,-0.0126582278481013,-1.27,29.49,0,3.85,66.67,5614910.30721966,0,258072.043010753,7987944.18842806,13860926.5386585,177704.186393057,2.14815779195417
"7","Abington",2006,12,29,29,5404769,3,6,853000,0,0,0,5,60,6412575,37,95,12670344,133372.042105263,-1.04,0.217948717948718,21.79,30.53,6.32,0,63.16,6434436.47511409,1015505.80853175,0,7634240.51599702,15084182.7996429,158780.871575188,2.39513205592957
"8","Abington",2007,12,27,27,5868000,2,4,486000,0,0,0,10,120,12850000,39,151,19204000,127178.80794702,57.29,0.589473684210526,58.95,17.88,2.65,0,79.47,6792454.37972046,562565.240038198,0,14874410.1532733,22229429.773032,147214.766708821,2.50642673521851
"9","Abington",2008,12,18,18,4168000,0,0,0,0,0,0,0,0,0,18,18,4168000,231555.555555556,-81.25,-0.880794701986755,-88.08,100,0,0,0,4646238.90981547,0,0,0,4646238.90981547,258124.383878638,1.14627778131567
"10","Abington",2009,5,12,12,3106383,0,0,0,0,0,0,0,0,0,12,12,3106383,258865.25,-87.5,-0.333333333333333,-33.33,100,0,0,0,3475175.21304484,0,0,0,3475175.21304484,289597.934420403,0.756715853197125
"11","Abington",2010,0,15,15,3773738,0,0,0,0,0,0,0,0,0,15,15,3773738,251582.533333333,-84.38,0.25,25,100,0,0,0,4153628.13298419,0,0,0,4153628.13298419,276908.542198945,0.0372973819724347
"12","Abington",2011,12,14,14,3141366,0,0,0,0,0,0,0,0,0,14,14,3141366,224383.285714286,-85.42,-0.0666666666666667,-6.67,100,0,0,0,3351796.84075238,0,0,0,3351796.84075238,239414.060053742,0.034636832808008
"13","Abington",2012,12,12,12,2441590,0,0,0,0,0,0,0,0,0,12,12,2441590,203465.833333333,-87.5,-0.142857142857143,-14.2857142857143,100,0,0,0,2552325.80611863,0,0,0,2552325.80611863,212693.817176552,0.0295832460216697
"14","Abington",2013,12,14,14,3114472,2,4,4e+05,0,0,0,0,0,0,16,18,3514472,195248.444444444,-81.25,0.5,50,77.7777777777778,22.2222222222222,0,0,3208725.56439171,412105.238305782,0,0,3620830.80269749,201157.266816527,0.0391239176734962
"15","Abington",2014,4,13,13,2998145,1,2,2e+05,0,0,0,0,0,0,4,4,995986,248996.5,-95.8333333333333,-0.777777777777778,-77.7777777777778,325,50,0,0,3039570.60613933,202763.415788051,0,0,1009747.61718539,252436.904296347,0.00970390946252471
"16","Abington",2015,11,5,5,1656365,0,0,0,0,0,0,2,10,6e+05,6,14,2025738,144695.571428571,-85.4166666666667,2.5,250,35.7142857142857,0,0,71.4285714285714,1677260.25793509,0,0,607569.077323568,2051292.94593215,146520.924709439,0.0144734207688764
"17","Abington",2016,12,5,5,1585370,6,12,1500000,0,0,0,1,7,6e+05,12,24,3685370,153557.083333333,-75,0.714285714285714,71.4285714285714,20.8333333333333,50,0,29.1666666666667,1585370,1500000,0,6e+05,3685370,153557.083333333,0.0287125988491033
"18","Acton",2000,12,96,96,14663800,7,14,1680000,5,16,1920000,0,0,0,108,126,18263800,144950.793650794,0,NA,NA,76.19,11.11,12.7,0,20437948.0058072,2341531.70731707,2676036.2369338,0,25455515.9500581,202027.904365541,5.29931305201178
"19","Acton",2001,12,47,47,7348500,0,0,0,0,0,0,1,24,4e+06,48,71,11348500,159838.028169014,-43.65,-0.436507936507937,-43.65,66.2,0,0,33.8,9958732.01298701,0,0,5420824.39299831,15379556.4059853,216613.470506835,2.33428974371444
"20","Acton",2002,12,42,42,7055300,0,0,0,0,0,0,0,0,0,42,42,7055300,167983.333333333,-66.67,-0.408450704225352,-40.85,100,0,0,0,9412570.24513619,0,0,0,9412570.24513619,224108.815360385,2.03873598369011
"21","Acton",2003,12,30,30,4225000,0,0,0,0,0,0,0,0,0,30,30,4225000,140833.333333333,-76.19,-0.285714285714286,-28.57,100,0,0,0,5511030.29891304,0,0,0,5511030.29891304,183701.009963768,1.45292522278187
"22","Acton",2004,12,30,30,6596500,6,12,1872000,0,0,0,0,0,0,36,42,8468500,201630.952380952,-66.67,0.4,40,71.43,28.57,0,0,8381186.74166226,2378470.64055056,0,0,10759657.3822128,256182.318624114,1.74055988009476
"23","Acton",2005,12,58,58,10658000,0,0,0,0,0,0,0,0,0,58,58,10658000,183758.620689655,-53.97,0.380952380952381,38.1,100,0,0,0,13097770.640041,0,0,0,13097770.640041,225823.631724844,2.79909270788089
"24","Acton",2006,12,71,71,13257720,0,0,0,0,0,0,0,0,0,71,71,13257720,186728.450704225,-43.65,0.224137931034483,22.41,100,0,0,0,15783460.3375,0,0,0,15783460.3375,222302.258274647,3.40707327606891
"25","Acton",2007,12,70,70,16162420,0,0,0,0,0,0,0,0,0,70,70,16162420,230891.714285714,-44.44,-0.0140845070422535,-1.41,100,0,0,0,18708674.2528769,0,0,0,18708674.2528769,267266.775041098,3.32636380916176
"26","Acton",2008,12,49,49,16070551,0,0,0,0,0,0,0,0,0,49,49,16070551,327970.428571429,-61.11,-0.3,-30,100,0,0,0,17914496.0072874,0,0,0,17914496.0072874,365601.959332396,2.29454460313744
"27","Acton",2009,12,32,32,8144275,0,0,0,1,3,774000,0,0,0,33,35,8918275,254807.857142857,-72.22,-0.285714285714286,-28.57,91.43,0,8.57,0,9111169.68133702,0,865889.883796268,0,9977059.56513329,285058.844718094,1.51961687235218
"28","Acton",2010,12,48,48,9336000,0,0,0,0,0,0,0,0,0,48,48,9336000,194500,-61.9,0.371428571428571,37.14,100,0,0,0,10275825.2558976,0,0,0,10275825.2558976,214079.692831199,0.0615581127821574
"29","Acton",2011,12,62,62,14035981,0,0,0,0,0,0,0,0,0,62,62,14035981,226386.790322581,-50.79,0.291666666666667,29.17,100,0,0,0,14976209.9585532,0,0,0,14976209.9585532,241551.773525052,0.0784331585032929
"30","Acton",2012,12,59,59,14504212,0,0,0,0,0,0,0,0,0,59,59,14504212,245834.101694915,-53.1746031746032,-0.0483870967741935,-4.83870967741935,100,0,0,0,15162035.6345723,0,0,0,15162035.6345723,256983.65482326,0.073743547439599
"31","Acton",2013,12,83,83,18106715,5,10,1215010,0,0,0,0,0,0,88,93,19321725,207760.483870968,-26.1904761904762,0.576271186440678,57.6271186440678,89.247311827957,10.752688172043,0,0,18654680.2500247,1251779.96398477,0,0,19906460.2140095,214047.959290424,0.108656060353503
"32","Acton",2014,12,87,87,22074449,0,0,0,0,0,0,0,0,0,87,87,22074449,253729.298850575,-30.952380952381,-0.0645161290322581,-6.45161290322581,100,0,0,0,22379453.4043956,0,0,0,22379453.4043956,257235.096602248,0.106600925345044
"33","Acton",2015,11,55,55,12182959,2,4,660000,0,0,0,0,0,0,51,53,11320583,213595.905660377,-57.9365079365079,-0.390804597701149,-39.0804597701149,103.77358490566,7.54716981132075,0,0,12336648.5978348,668325.985055924,0,0,11463393.6134581,216290.445536945,0.0619773697533422
"34","Acton",2016,12,64,64,20027706,0,0,0,0,0,0,0,0,0,64,64,20027706,312932.90625,-49.2063492063492,0.207547169811321,20.7547169811321,100,0,0,0,20027706,0,0,0,20027706,312932.90625,0.0772293022453213
"35","Acushnet",2000,12,43,43,6165392,0,0,0,0,0,0,0,0,0,43,43,6165392,143381.209302326,0,NA,NA,100,0,0,0,8593131.46192799,0,0,0,8593131.46192799,199840.266556465,4.22729060165159
"36","Acushnet",2001,12,55,55,8713502,0,0,0,0,0,0,0,0,0,55,55,8713502,158427.309090909,27.91,0.27906976744186,27.91,100,0,0,0,11808591.0475099,0,0,0,11808591.0475099,214701.65540927,5.3800254328475
"37","Acushnet",2002,12,48,48,8585443,0,0,0,0,0,0,0,0,0,48,48,8585443,178863.395833333,11.63,-0.127272727272727,-12.73,100,0,0,0,11453954.5197387,0,0,0,11453954.5197387,238624.052494557,4.66245750364255
"38","Acushnet",2003,12,32,32,5464700,0,0,0,0,0,0,0,0,0,32,32,5464700,170771.875,-25.58,-0.333333333333333,-33.33,100,0,0,0,7128077.46141304,0,0,0,7128077.46141304,222752.420669158,3.096274794388
"39","Acushnet",2004,12,35,35,7086507,0,0,0,0,0,0,0,0,0,35,35,7086507,202471.628571429,-18.6,0.09375,9.38,100,0,0,0,9003765.40788248,0,0,0,9003765.40788248,257250.440225214,3.38917400987702
"40","Acushnet",2005,12,31,31,6222540,0,0,0,0,0,0,0,0,0,31,31,6222540,200727.096774194,-27.91,-0.114285714285714,-11.43,100,0,0,0,7646969.57388633,0,0,0,7646969.57388633,246676.437867301,3.01146298814844
"41","Acushnet",2006,12,14,14,2332000,0,0,0,0,0,0,0,0,0,14,14,2332000,166571.428571429,-67.44,-0.548387096774194,-54.84,100,0,0,0,2776271.4484127,0,0,0,2776271.4484127,198305.10345805,1.36345929100117
"42","Acushnet",2007,12,9,9,3150000,0,0,0,0,0,0,0,0,0,9,9,3150000,350000,-79.07,-0.357142857142857,-35.71,100,0,0,0,3646256.18543276,0,0,0,3646256.18543276,405139.576159196,0.876680303915839
"43","Acushnet",2008,12,10,10,2397932,0,0,0,0,0,0,0,0,0,10,10,2397932,239793.2,-76.74,0.111111111111111,11.11,100,0,0,0,2673072.20765154,0,0,0,2673072.20765154,267307.220765154,0.973046608932568
"44","Acushnet",2009,12,5,5,1394286,0,0,0,0,0,0,0,0,0,5,5,1394286,278857.2,-88.37,-0.5,-50,100,0,0,0,1559816.72160047,0,0,0,1559816.72160047,311963.344320094,0.485955875206531
"45","Acushnet",2010,12,7,7,1732741,0,0,0,0,0,0,0,0,0,7,7,1732741,247534.428571429,-83.72,0.4,40,100,0,0,0,1907170.49375848,0,0,0,1907170.49375848,272452.927679784,0.026337374239038
"46","Acushnet",2011,12,5,5,1219624,0,0,0,0,0,0,0,0,0,5,5,1219624,243924.8,-88.37,-0.285714285714286,-28.57,100,0,0,0,1301323.01365259,0,0,0,1301323.01365259,260264.602730518,0.0187853399207259
"47","Acushnet",2012,12,10,10,2170627,0,0,0,0,0,0,0,0,0,10,10,2170627,217062.7,-76.7441860465116,1,100,100,0,0,0,2269073.55762346,0,0,0,2269073.55762346,226907.355762346,0.0373449251981148
"48","Acushnet",2013,12,19,19,4149000,0,0,0,0,0,0,0,0,0,19,19,4149000,218368.421052632,-55.8139534883721,0.9,90,100,0,0,0,4274561.58432672,0,0,0,4274561.58432672,224976.92549088,0.0707255698991975
"49","Acushnet",2014,12,24,24,4750550,0,0,0,0,0,0,0,0,0,24,24,4750550,197939.583333333,-44.1860465116279,0.263157894736842,26.3157894736842,100,0,0,0,4816188.72435962,0,0,0,4816188.72435962,200674.530181651,0.0887485347247131
"50","Acushnet",2015,12,13,13,2900000,2,4,360000,0,0,0,0,0,0,15,17,3260000,191764.705882353,-60.4651162790698,-0.291666666666667,-29.1666666666667,76.4705882352941,23.5294117647059,0,0,2936583.87373058,364541.446394141,0,0,3301125.32012472,194183.842360277,0.0551746461466027
"51","Acushnet",2016,12,20,20,5566000,0,0,0,0,0,0,0,0,0,20,20,5566000,278300,-53.4883720930233,0.176470588235294,17.6470588235294,100,0,0,0,5566000,0,0,0,5566000,278300,0.0732372704469304
"52","Adams",2000,12,6,6,720500,0,0,0,0,0,0,0,0,0,6,6,720500,120083.333333333,0,NA,NA,100,0,0,0,1004210.47328688,0,0,0,1004210.47328688,167368.412214479,0.681508405270332
"53","Adams",2001,0,6,6,720500,0,0,0,0,0,0,0,0,0,6,6,720500,120083.333333333,0,0,0,100,0,0,0,976425.99378882,0,0,0,976425.99378882,162737.66563147,0.686655985351339
"54","Adams",2002,0,7,7,840583,0,0,0,0,0,0,0,0,0,7,7,840583,120083.285714286,16.67,0.166666666666667,16.67,100,0,0,0,1121433.04102835,0,0,0,1121433.04102835,160204.720146907,0.804597701149425
"55","Adams",2003,12,8,8,1253575,0,0,0,0,0,0,0,0,0,8,8,1253575,156696.875,33.33,0.142857142857143,14.29,100,0,0,0,1635145.51644022,0,0,0,1635145.51644022,204393.189555027,0.921128382268279
"56","Adams",2004,12,9,9,1368277,0,0,0,1,4,254000,1,12,860000,11,25,2482277,99291.08,316.67,2.125,212.5,36,0,16,48,1738465.1029063,0,322719.841185813,1092673.4780307,3153858.42212282,126154.336884913,1.27167630057803
"57","Adams",2005,12,10,10,2421068,0,0,0,0,0,0,0,0,0,10,10,2421068,242106.8,66.67,-0.6,-60,100,0,0,0,2975285.54775218,0,0,0,2975285.54775218,297528.554775218,1.16184500987568
"58","Adams",2006,0,9,9,2178961,0,0,0,0,0,0,0,0,0,9,9,2178961,242106.777777778,50,-0.1,-10,100,0,0,0,2594076.84884425,0,0,0,2594076.84884425,288230.760982694,1.05066542143357
"59","Adams",2007,12,6,6,845321,0,0,0,0,0,0,0,0,0,6,6,845321,140886.833333333,0,-0.333333333333333,-33.33,100,0,0,0,978494.261881336,0,0,0,978494.261881336,163082.376980222,0.702329392485076
"60","Adams",2008,12,3,3,820000,0,0,0,0,0,0,0,0,0,3,3,820000,273333.333333333,-50,-0.5,-50,100,0,0,0,914087.30951264,0,0,0,914087.30951264,304695.769837546,0.352733686067019
"61","Adams",2009,12,6,6,1722500,0,0,0,0,0,0,0,0,0,6,6,1722500,287083.333333333,0,1,100,100,0,0,0,1926996.54371973,0,0,0,1926996.54371973,321166.090619955,0.706630549994111
"62","Adams",2010,12,1,1,4e+05,0,0,0,0,0,0,0,0,0,1,1,4e+05,4e+05,-83.33,-0.833333333333333,-83.33,100,0,0,0,440266.720475474,0,0,0,440266.720475474,440266.720475474,0.013734943068661
"63","Adams",2011,12,4,4,489900,0,0,0,0,0,0,0,0,0,4,4,489900,122475,-33.33,3,300,100,0,0,0,522716.955707992,0,0,0,522716.955707992,130679.238926998,0.0551739358327126
"64","Adams",2012,12,5,5,1214000,0,0,0,0,0,0,0,0,0,5,5,1214000,242800,-16.6666666666667,0.25,25,100,0,0,0,1269059.72281506,0,0,0,1269059.72281506,253811.944563011,0.0691639462181154
"65","Adams",2013,12,2,2,520000,0,0,0,0,0,0,0,0,0,2,2,520000,260000,-66.6666666666667,-0.6,-60,100,0,0,0,535736.809797516,0,0,0,535736.809797516,267868.404898758,0.0278144774355052
"66","Adams",2014,12,2,2,405200,0,0,0,0,0,0,0,0,0,2,2,405200,202600,-66.6666666666667,0,0,100,0,0,0,410798.680386591,0,0,0,410798.680386591,205399.340193295,0.0279353018409364
"67","Adams",2015,12,2,2,590600,0,0,0,0,0,0,0,0,0,2,2,590600,295300,-66.6666666666667,0,0,100,0,0,0,598050.495112165,0,0,0,598050.495112165,299025.247556082,0.0280709633954637
"68","Adams",2016,0,2,2,590600,0,0,0,0,0,0,0,0,0,0,0,0,NA,-100,-1,-100,NA,NA,NA,NA,590600,0,0,0,0,NA,0
"69","Agawam",2000,12,51,51,6955390,0,0,0,1,4,150000,0,0,0,52,55,7105390,129188.909090909,0,NA,NA,92.73,0,7.27,0,9694206.08437863,0,209065.331010453,0,9903271.41538908,180059.480279801,1.84665648638091
"70","Agawam",2001,12,50,50,6943500,0,0,0,0,0,0,0,0,0,50,50,6943500,138870,-9.09,-0.0909090909090909,-9.09,100,0,0,0,9409873.54319593,0,0,0,9409873.54319593,188197.470863919,1.77607274793976
"71","Agawam",2002,12,50,50,7888000,1,2,1e+05,1,4,185000,0,0,0,52,56,8173000,145946.428571429,1.82,0.12,12,89.29,3.57,7.14,0,10523486.4702613,133411.33963313,246810.97832129,0,10903708.7882157,194709.085503852,1.83934066711471
"72","Agawam",2003,12,69,69,15836500,1,2,150000,0,0,0,0,0,0,70,71,15986500,225161.971830986,29.09,0.267857142857143,26.79,97.18,2.82,0,0,20656906.8233696,195657.880434783,0,0,20852564.7038044,293698.09441978,2.46739513570673
"73","Agawam",2004,12,48,48,10386500,0,0,0,0,0,0,1,5,425000,49,53,10811500,203990.566037736,-3.64,-0.253521126760563,-25.35,90.57,0,0,9.43,13196573.3483325,0,0,539983.986236104,13736557.3345686,259180.327067331,1.72748105059052
"74","Agawam",2005,12,29,29,5675400,3,6,525000,0,0,0,1,5,680000,33,40,6880400,172010,-27.27,-0.245283018867925,-24.53,72.5,15,0,12.5,6974581.29953917,645180.107526882,0,835661.853558628,8455423.26062468,211385.581515617,1.16348764235095
"75","Agawam",2006,12,58,58,9695600,1,2,195000,0,0,0,0,0,0,59,60,9890600,164843.333333333,9.09,0.5,50,96.67,3.33,0,0,11542717.6051587,232149.627976191,0,0,11774867.2331349,196247.787218915,2.08076177041086
"76","Agawam",2007,12,33,33,5536000,1,2,125000,0,0,0,0,0,0,34,35,5661000,161742.857142857,-36.36,-0.416666666666667,-41.67,94.29,5.71,0,0,6408150.55319231,144692.705771141,0,0,6552843.25896345,187224.093113241,1.1997600479904
"77","Agawam",2008,12,20,20,5172500,0,0,0,0,0,0,0,0,0,20,20,5172500,258625,-63.64,-0.428571428571429,-42.86,100,0,0,0,5765995.86396845,0,0,0,5765995.86396845,288299.793198423,0.705094306363476
"78","Agawam",2009,12,30,30,6976600,2,4,2e+05,0,0,0,0,0,0,32,34,7176600,211076.470588235,-38.18,0.7,70,88.24,11.76,0,0,7804867.39443546,223744.156019708,0,0,8028611.55045517,236135.633836916,1.12664155194874
"79","Agawam",2010,12,29,29,5778414,6,12,1021000,0,0,0,0,0,0,35,41,6799414,165839.365853659,-25.45,0.205882352941176,20.59,70.73,29.27,0,0,6360108.45332392,1123780.80401365,0,0,7483889.25733757,182533.884325307,1.23031496062992
"80","Agawam",2011,12,19,19,5345000,0,0,0,0,0,0,0,0,0,19,19,5345000,281315.789473684,-65.45,-0.536585365853659,-53.66,100,0,0,0,5703045.78130071,0,0,0,5703045.78130071,300160.304278984,0.664707528687378
"81","Agawam",2012,12,16,16,3019000,0,0,0,0,0,0,0,0,0,16,16,3019000,188687.5,-70.9090909090909,-0.157894736842105,-15.7894736842105,100,0,0,0,3155923.643475,0,0,0,3155923.643475,197245.227717188,0.559030082806331
"82","Agawam",2013,12,18,18,4151507,0,0,0,0,0,0,0,0,0,18,18,4151507,230639.277777778,-67.2727272727273,0.125,12.5,100,0,0,0,4277144.4539078,0,0,0,4277144.4539078,237619.136328211,0.6279653921295
"83","Agawam",2014,12,11,11,2138000,3,6,579000,0,0,0,3,20,2560000,17,37,5277000,142621.621621622,-32.7272727272727,1.05555555555556,105.555555555556,29.7297297297297,16.2162162162162,0,54.0540540540541,2167540.91477426,587000.088706407,0,2595371.72208705,5349912.72556772,144592.235826155,0.592396417744015
"84","Agawam",2015,12,12,12,2850050,10,20,1880000,0,0,0,0,0,0,22,32,4730050,147814.0625,-41.8181818181818,-0.135135135135135,-13.5135135135135,37.5,62.5,0,0,2886003.74804339,1903716.44228051,0,0,4789720.1903239,149678.755947622,0.765430380627653
"85","Agawam",2016,12,16,16,3476330,4,8,1711800,1,3,5e+05,2,16,1150000,23,43,6838130,159026.279069767,-21.8181818181818,0.34375,34.375,37.2093023255814,18.6046511627907,6.97674418604651,37.2093023255814,3476330,1711800,5e+05,1150000,6838130,159026.279069767,0.800891426979595
"86","Alford",2000,0,1,1,71524,0,0,0,0,0,0,0,0,0,1,1,71524,71524,0,NA,NA,100,0,0,0,99687.9249012776,0,0,0,99687.9249012776,99687.9249012776,2.46913580246914
"87","Alford",2001,0,1,1,71524,0,0,0,0,0,0,0,0,0,1,1,71524,71524,0,0,0,100,0,0,0,96929.7609712027,0,0,0,96929.7609712027,96929.7609712027,2.42130750605327
"88","Alford",2002,0,2,2,143048,0,0,0,0,0,0,0,0,0,2,2,143048,71524,100,1,100,100,0,0,0,190842.253118399,0,0,0,190842.253118399,95421.1265591996,4.75059382422803
"89","Alford",2003,0,2,2,143048,0,0,0,0,0,0,0,0,0,2,2,143048,71524,100,0,0,100,0,0,0,186589.789869565,0,0,0,186589.789869565,93294.8949347826,4.64037122969838
"90","Alford",2004,12,8,8,2526000,0,0,0,0,0,0,0,0,0,8,8,2526000,315750,700,3,300,100,0,0,0,3209410.70407623,0,0,0,3209410.70407623,401176.338009529,18.1818181818182
"91","Alford",2005,12,2,2,1760000,0,0,0,0,0,0,0,0,0,2,2,1760000,880000,100,-0.75,-75,100,0,0,0,2162889.50332821,0,0,0,2162889.50332821,1081444.75166411,4.4543429844098
"92","Alford",2006,12,2,2,2182285,0,0,0,0,0,0,0,0,0,2,2,2182285,1091142.5,100,0,0,100,0,0,0,2598034.10711806,0,0,0,2598034.10711806,1299017.05355903,4.36681222707424
"93","Alford",2007,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-100,-1,-100,NA,NA,NA,NA,0,0,0,0,0,NA,0
"94","Alford",2008,12,3,3,3165000,0,0,0,0,0,0,0,0,0,3,3,3165000,1055000,200,Inf,NA,100,0,0,0,3528154.06659452,0,0,0,3528154.06659452,1176051.35553151,6.30252100840336
"95","Alford",2009,12,2,2,1274000,0,0,0,0,0,0,0,0,0,2,2,1274000,637000,100,-0.333333333333333,-33.33,100,0,0,0,1425250.27384554,0,0,0,1425250.27384554,712625.136922769,4.11522633744856
"96","Alford",2010,12,3,3,4287899,0,0,0,0,0,0,0,0,0,3,3,4287899,1429299.66666667,200,0.5,50,100,0,0,0,4719548.07615016,0,0,0,4719548.07615016,1573182.69205006,0.353982300884956
"97","Alford",2011,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-100,-1,-100,NA,NA,NA,NA,0,0,0,0,0,NA,0
"98","Alford",2012,12,1,1,737000,0,0,0,0,0,0,0,0,0,1,1,737000,737000,0,Inf,NA,100,0,0,0,770425.877853951,0,0,0,770425.877853951,770425.877853951,0.119104335397808
"99","Alford",2013,12,3,3,2042000,0,0,0,0,0,0,0,0,0,3,3,2042000,680666.666666667,200,2,200,100,0,0,0,2103797.24155102,0,0,0,2103797.24155102,701265.747183672,0.359755366350881
"100","Alford",2014,12,2,2,2334471,0,0,0,0,0,0,0,0,0,2,2,2334471,1167235.5,100,-0.333333333333333,-33.3333333333333,100,0,0,0,2366726.57009073,0,0,0,2366726.57009073,1183363.28504537,0.242013552758955
"101","Alford",2015,12,1,1,1146000,0,0,0,0,0,0,0,0,0,1,1,1146000,1146000,0,-0.5,-50,100,0,0,0,1160456.93768801,0,0,0,1160456.93768801,1160456.93768801,0.122144863808477
"102","Alford",2016,2,1,1,1167236,0,0,0,0,0,0,0,0,0,0,0,0,NA,-100,-1,-100,NA,NA,NA,NA,1167236,0,0,0,0,NA,0
"103","Amesbury",2000,12,46,46,2785970,0,0,0,0,0,0,0,0,0,46,46,2785970,60564.5652173913,0,NA,NA,100,0,0,0,3882998.26823461,0,0,0,3882998.26823461,84413.0058311872,2.79160092244204
"104","Amesbury",2001,12,30,30,2036418,0,0,0,0,0,0,0,0,0,30,30,2036418,67880.6,-34.78,-0.347826086956522,-34.78,100,0,0,0,2759766.09218521,0,0,0,2759766.09218521,91992.2030728402,1.81444296600943
"105","Amesbury",2002,11,36,36,5070920,0,0,0,0,0,0,0,0,0,36,36,5070920,140858.888888889,-21.74,0.2,20,100,0,0,0,6765182.30372429,0,0,0,6765182.30372429,187921.730659008,2.1795725616032
"106","Amesbury",2003,12,32,32,2747140,0,0,0,0,0,0,0,0,0,32,32,2747140,85848.125,-30.43,-0.111111111111111,-11.11,100,0,0,0,3583330.59771739,0,0,0,3583330.59771739,111979.081178668,1.94647201946472
"107","Amesbury",2004,11,32,32,2551424,0,0,0,0,0,0,0,0,0,32,32,2551424,79732,-30.43,0,0,100,0,0,0,3241713.18140815,0,0,0,3241713.18140815,101303.536919005,1.95862406659322
"108","Amesbury",2005,12,38,38,3045032,0,0,0,0,0,0,0,0,0,38,38,3045032,80132.4210526316,-17.39,0.1875,18.75,100,0,0,0,3742083.94891961,0,0,0,3742083.94891961,98475.8933926214,2.33745463492649
"109","Amesbury",2006,0,29,29,2321436,0,0,0,0,0,0,0,0,0,29,29,2321436,80049.5172413793,-36.96,-0.236842105263158,-23.68,100,0,0,0,2763694.89113095,0,0,0,2763694.89113095,95299.8238321018,1.78923988153998
"110","Amesbury",2007,3,23,23,1797291,0,0,0,0,0,0,0,0,0,23,23,1797291,78143.0869565217,-50,-0.206896551724138,-20.69,100,0,0,0,2080439.18278496,0,0,0,2080439.18278496,90453.8775123897,1.42203536540126
"111","Amesbury",2008,1,17,17,1334151,0,0,0,0,0,0,0,0,0,17,17,1334151,78479.4705882353,-63.04,-0.260869565217391,-26.09,100,0,0,0,1487232.3147239,0,0,0,1487232.3147239,87484.2538072883,1.04970669959864
"112","Amesbury",2009,11,9,9,1282884,0,0,0,0,0,0,0,0,0,9,9,1282884,142542.666666667,-80.43,-0.470588235294118,-47.06,100,0,0,0,1435188.98925593,0,0,0,1435188.98925593,159465.44325066,0.554255450178593
"113","Amesbury",2010,12,22,22,2916810,0,0,0,0,0,0,0,0,0,22,22,2916810,132582.272727273,-52.17,1.44444444444444,144.44,100,0,0,0,3210435.93237517,0,0,0,3210435.93237517,145928.906017053,1.34770889487871
"114","Amesbury",2011,12,11,11,1906250,0,0,0,0,0,0,0,0,0,11,11,1906250,173295.454545455,-76.09,-0.5,-50,100,0,0,0,2033944.06372394,0,0,0,2033944.06372394,184904.005793086,0.668774319066148
"115","Amesbury",2012,12,23,23,4263705,0,0,0,0,0,0,0,0,0,23,23,4263705,185378.47826087,-50,1.09090909090909,109.090909090909,100,0,0,0,4457080.96002073,0,0,0,4457080.96002073,193786.128696554,1.38796693017923
"116","Amesbury",2013,12,25,25,3916500,0,0,0,0,0,0,0,0,0,25,25,3916500,156660,-45.6521739130435,0.0869565217391304,8.69565217391304,100,0,0,0,4035025.41456149,0,0,0,4035025.41456149,161401.016582459,1.48915892304027
