"","Region","Year","Number_of_Months_Reported","Single_Family_Buildings","Single_Family_Units","Single_Family_Valuation","I2_Family_Buildings","I2_Family_Units","I2_Family_Valuation","I3-4_Family_Buildings","I3-4_Family_Units","I3-4_Family_Valuation","I5_Family_Buildings","I5_Family_Units","I5_Family_Valuation","Total_Buildings","Total_Units","Total_Valuation","Average_Valuation_PerUnits","Total_Pct_Change","Change_from_previous","Pct_Change_from_previous","Percentage_of_1_Family","Percentage_of_2_Family","Percentage_of_3_and_4_Family","Percentage_of_5_Family","Inflation_Adjusted_1_Family_Valuation","Inflation_Adjusted_2_Family_Valuation","Inflation_Adjusted_3_4_Family_Valuation","Inflation_Adjusted_5_Family_Valuation","Inflation_Adjusted_Total_Valuation","Inflation_Adjusted_Average_Valuation","Permits_Per_1000_Population"
"821","Brookfield",2004,0,7,7,902510,0,0,0,0,0,0,0,0,0,7,7,902510,128930,-22.22,0.166666666666667,16.67,100,0,0,0,1146684.58215987,0,0,0,1146684.58215987,163812.083165696,2.17256362507759
"822","Brookfield",2005,0,6,6,773580,0,0,0,0,0,0,0,0,0,6,6,773580,128930,-33.33,-0.142857142857143,-14.29,100,0,0,0,950663.671582181,0,0,0,950663.671582181,158443.945263697,1.8455859735466
"823","Brookfield",2006,0,5,5,644650,0,0,0,0,0,0,0,0,0,5,5,644650,128930,-44.44,-0.166666666666667,-16.67,100,0,0,0,767462.859871032,0,0,0,767462.859871032,153492.571974206,1.52392563242914
"824","Brookfield",2007,0,4,4,515720,0,0,0,0,0,0,0,0,0,4,4,515720,128930,-55.56,-0.2,-20,100,0,0,0,596967.377762344,0,0,0,596967.377762344,149241.844440586,1.20918984280532
"825","Brookfield",2008,0,3,3,386790,0,0,0,0,0,0,0,0,0,3,3,386790,128930,-66.67,-0.25,-25,100,0,0,0,431170.524934627,0,0,0,431170.524934627,143723.508311542,0.9000900090009
"826","Brookfield",2009,0,4,4,515720,0,0,0,0,0,0,0,0,0,4,4,515720,128930,-55.56,0.333333333333333,33.33,100,0,0,0,576946.680712418,0,0,0,576946.680712418,144236.670178104,1.1887072808321
"827","Brookfield",2010,0,4,4,515720,0,0,0,0,0,0,0,0,0,4,4,515720,128930,-55.56,0,0,100,0,0,0,567635.882709029,0,0,0,567635.882709029,141908.970677257,0.918273645546373
"828","Brookfield",2011,0,3,3,386790,0,0,0,0,0,0,0,0,0,3,3,386790,128930,-66.67,-0.25,-25,100,0,0,0,412699.921000805,0,0,0,412699.921000805,137566.640333602,0.68886337543054
"829","Brookfield",2012,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-100,-1,-100,NA,NA,NA,NA,0,0,0,0,0,NA,0
"830","Brookfield",2013,12,3,3,157380,0,0,0,0,0,0,0,0,0,3,3,157380,52460,-66.6666666666667,Inf,NA,100,0,0,0,162142.80601141,0,0,0,162142.80601141,54047.6020038033,0.676742612226483
"831","Brookfield",2014,12,5,5,576500,0,0,0,0,0,0,0,0,0,5,5,576500,115300,-44.4444444444444,0.666666666666667,66.6666666666667,100,0,0,0,584465.546009057,0,0,0,584465.546009057,116893.109201811,1.11781801922647
"832","Brookfield",2015,0,4,4,461200,0,0,0,0,0,0,0,0,0,0,0,0,NA,-100,-1,-100,NA,NA,NA,NA,467018.097436049,0,0,0,0,NA,0
"833","Brookfield",2016,0,5,5,576500,0,0,0,0,0,0,0,0,0,0,0,0,NA,-100,NA,NA,NA,NA,NA,NA,576500,0,0,0,0,NA,0
"834","Brookline",2000,12,9,9,8347975,1,2,346750,2,6,928888,2,23,4984908,14,40,14608521,365213.025,0,NA,NA,22.5,5,15,57.5,11635147.7109466,483289.356852497,1294655.18127758,6947809.6071777,20360901.8562544,509022.546406359,0.245360065896703
"835","Brookline",2001,12,6,6,4352000,0,0,0,1,4,347725,3,65,8727200,10,75,13426925,179025.666666667,87.5,0.875,87.5,8,0,5.33,86.67,5897856.93958216,0,471239.040513834,11827154.6606437,18196250.6407397,242616.675209863,0.174666387200447
"836","Brookline",2002,12,12,12,3055000,0,0,0,0,0,0,1,23,4788000,13,35,7843000,224085.714285714,-12.5,-0.533333333333333,-53.33,34.29,0,0,65.71,4075716.42579211,0,0,6387734.94163424,10463451.3674263,298955.753355038,0.226852336579067
"837","Brookline",2003,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-100,-1,-100,NA,NA,NA,NA,0,0,0,0,0,NA,0
"838","Brookline",2004,9,11,11,3265000,0,0,0,0,0,0,1,11,1408000,12,22,4673000,212409.090909091,-45,Inf,NA,50,0,0,50,4148347.56484913,0,0,1788935.18263632,5937282.74748544,269876.488522066,0.209859918504398
"839","Brookline",2005,12,18,18,9053375,2,4,775000,0,0,0,2,11,3525650,22,33,13354025,404667.424242424,-17.5,0.5,50,54.55,12.12,0,33.33,11125823.7256784,952408.73015873,0,4332722.37352791,16410954.8293651,497301.661495911,0.385423966362999
"840","Brookline",2006,12,17,17,21178000,0,0,0,0,0,0,1,5,4260000,18,22,25438000,1156272.72727273,-45,-0.333333333333333,-33.33,77.27,0,0,22.73,25212640.109127,0,0,5071576.48809524,30284216.5972222,1376555.29987374,0.314448928253236
"841","Brookline",2007,12,6,6,2706000,2,4,733000,1,4,825000,2,39,8691000,11,53,12955000,244433.962264151,32.5,1.40909090909091,140.91,11.32,7.55,7.55,73.58,3132307.69453367,848478.026641973,954971.858089533,10060194.4468559,14995952.0261211,282942.491058889,0.191251130120314
"842","Brookline",2008,12,6,6,12872000,0,0,0,0,0,0,5,44,8824000,11,50,21696000,433920,25,-0.0566037735849057,-5.66,12,0,0,88,14348941.2781057,0,0,9836471.2428531,24185412.5209588,483708.250419177,0.189799157981917
"843","Brookline",2009,12,7,7,4147000,1,2,346000,0,0,0,1,8,2e+06,9,17,6493000,381941.176470588,-57.5,-0.66,-66,41.18,11.76,0,47.06,4639335.07506864,387077.389914094,0,2237441.56019708,7263854.02517981,427285.530892929,0.15426279524185
"844","Brookline",2010,12,5,5,3076000,0,0,0,0,0,0,0,0,0,5,5,3076000,615200,-87.5,-0.705882352941177,-70.59,100,0,0,0,3385651.0804564,0,0,0,3385651.0804564,677130.216091279,0.304006809752538
"845","Brookline",2011,12,21,21,15816098,0,0,58000,3,11,2207574,0,0,0,24,32,18081672,565052.25,-20,5.4,540,65.62,0,34.38,0,16875571.7447219,61885.248889699,2355452.86952463,0,19292909.8631362,602903.433223007,1.45375249863711
"846","Brookline",2012,12,14,14,9071000,0,0,0,0,0,0,2,47,5647000,16,61,14718000,241278.68852459,52.5,0.90625,90.625,22.9508196721311,0,0,77.0491803278689,9482405.88604232,0,0,5903113.88363807,15385519.7696804,252221.635568531,0.962058805844507
"847","Brookline",2013,12,14,14,27561791,0,0,0,0,0,0,0,0,0,14,14,27561791,1968699.35714286,-65,-0.770491803278688,-77.0491803278689,100,0,0,0,28395896.1204729,0,0,0,28395896.1204729,2028278.29431949,0.834674774935909
"848","Brookline",2014,12,13,13,5539944,0,0,0,0,0,16000,0,0,0,13,13,5555944,427380.307692308,-67.5,-0.0714285714285714,-7.14285714285714,100,0,0,0,5616489.84357259,0,16221.0732630441,0,5632710.91683563,433285.455141202,0.771696545173929
"849","Brookline",2015,12,12,12,4944450,2,4,1560000,0,0,0,1,64,9150000,15,80,15654450,195680.625,100,5.15384615384615,515.384615384615,15,5,0,80,5006824.87395419,1579679.60104128,0,9265428.42918441,15851932.9041799,198149.161302248,0.885687293339632
"850","Brookline",2016,12,23,23,28473185,2,4,920000,0,0,0,1,7,1e+05,26,34,29493185,867446.617647059,-15,-0.575,-57.5,67.6470588235294,11.7647058823529,0,20.5882352941176,28473185,920000,0,1e+05,29493185,867446.617647059,1.52833294145309
"851","Buckland",2000,12,3,3,380070,0,0,0,0,0,0,0,0,0,3,3,380070,126690,0,NA,NA,100,0,0,0,529729.735714286,0,0,0,529729.735714286,176576.578571429,1.50375939849624
"852","Buckland",2001,12,2,2,221390,0,0,0,0,0,0,0,0,0,2,2,221390,110695,-33.33,-0.333333333333333,-33.33,100,0,0,0,300029.078091474,0,0,0,300029.078091474,150014.539045737,1.00603621730382
"853","Buckland",2002,12,8,8,969744,0,0,0,0,0,0,0,0,0,8,8,969744,121218,166.67,3,300,100,0,0,0,1293748.4614119,0,0,0,1293748.4614119,161718.557676487,4.03022670025189
"854","Buckland",2003,12,2,2,277340,0,0,0,0,0,0,0,0,0,2,2,277340,138670,-33.33,-0.75,-75,100,0,0,0,361758.377065217,0,0,0,361758.377065217,180879.188532609,1.01163378856854
"855","Buckland",2004,12,8,8,1433730,1,2,386000,0,0,0,0,0,0,9,10,1819730,181973,233.33,4,400,80,20,0,0,1821626.44843833,490432.514557967,0,0,2312058.96299629,231205.896299629,4.57084814626714
"856","Buckland",2005,12,7,7,1267680,0,0,0,1,4,453600,0,0,0,8,11,1721280,156480,266.67,0.1,10,63.64,0,36.36,0,1557870.32135177,0,557435.612903226,0,2115305.93425499,192300.539477727,4.07955124936257
"857","Buckland",2006,12,3,3,700840,0,0,0,0,0,0,0,0,0,3,3,700840,233613.333333333,0,-0.727272727272727,-72.73,100,0,0,0,834357.668055556,0,0,0,834357.668055556,278119.222685185,1.54083204930663
"858","Buckland",2007,12,2,2,265710,0,0,0,0,0,0,0,0,0,2,2,265710,132855,-33.33,-0.333333333333333,-33.33,100,0,0,0,307570.3908036,0,0,0,307570.3908036,153785.1954018,1.03466114847387
"859","Buckland",2008,12,1,1,197520,0,0,0,0,0,0,0,0,0,1,1,197520,197520,-66.67,-0.5,-50,100,0,0,0,220183.567530411,0,0,0,220183.567530411,220183.567530411,0.51975051975052
"860","Buckland",2009,12,1,1,327360,0,0,0,0,0,0,0,0,0,1,1,327360,327360,-66.67,0,0,100,0,0,0,366224.434573057,0,0,0,366224.434573057,366224.434573057,0.523560209424084
"861","Buckland",2010,12,2,2,513150,0,0,0,0,0,0,0,0,0,2,2,513150,256575,-33.33,1,100,100,0,0,0,564807.169029974,0,0,0,564807.169029974,282403.584514987,0.940291490362012
"862","Buckland",2011,12,1,1,127200,0,0,0,0,0,0,0,0,0,1,1,127200,127200,-66.67,-0.5,-50,100,0,0,0,135720.752737409,0,0,0,135720.752737409,135720.752737409,0.469263256687001
"863","Buckland",2012,12,1,1,140000,0,0,0,0,0,0,0,0,0,1,1,140000,140000,-66.6666666666667,0,0,100,0,0,0,146349.556173071,0,0,0,146349.556173071,146349.556173071,0.469483568075117
"864","Buckland",2013,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-100,-1,-100,NA,NA,NA,NA,0,0,0,0,0,NA,0
"865","Buckland",2014,12,3,3,520000,0,0,0,0,0,0,0,0,0,3,3,520000,173333.333333333,0,Inf,NA,100,0,0,0,527184.881048932,0,0,0,527184.881048932,175728.293682977,1.42314990512334
"866","Buckland",2015,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-100,-1,-100,NA,NA,NA,NA,0,0,0,0,0,NA,0
"867","Buckland",2016,12,1,1,150000,0,0,0,0,0,0,0,0,0,1,1,150000,150000,-66.6666666666667,Inf,NA,100,0,0,0,150000,0,0,0,150000,150000,0.478927203065134
"868","Burlington",2000,12,27,27,3709000,0,0,0,0,0,0,0,0,0,27,27,3709000,137370.37037037,0,NA,NA,100,0,0,0,5169488.7514518,0,0,0,5169488.7514518,191462.546350066,1.17698343504795
"869","Burlington",2001,12,17,17,2456000,0,0,0,0,0,0,0,0,0,17,17,2456000,144470.588235294,-37.04,-0.37037037037037,-37.04,100,0,0,0,3328386.17730096,0,0,0,3328386.17730096,195787.422194174,0.735103346882297
"870","Burlington",2002,12,27,27,4330000,0,0,0,0,0,0,0,0,0,27,27,4330000,160370.37037037,0,0.588235294117647,58.82,100,0,0,0,5776711.00611451,0,0,0,5776711.00611451,213952.259485722,1.16630669546436
"871","Burlington",2003,12,45,45,6861000,0,0,0,1,3,327000,7,200,11951472,53,248,19139472,77175.2903225807,818.52,8.18518518518519,818.52,18.15,0,1.21,80.65,8949391.45108696,0,426534.179347826,15589331.1973043,24965256.8277391,100666.358176368,2.28605935127674
"872","Burlington",2004,12,40,40,7336442,0,0,0,0,0,0,1,79,11549806,41,119,18886248,158707.966386555,340.74,-0.520161290322581,-52.02,33.61,0,0,66.39,9321320.46105876,0,0,14674612.4332557,23995932.8943145,201646.494910206,1.76678445229682
"873","Burlington",2005,12,45,45,9415165,0,0,0,0,0,0,21,629,72464237,66,674,81879402,121482.792284866,2396.3,4.66386554621849,466.39,6.68,0,0,93.32,11570432.6992063,0,0,89052350.8943113,100622783.593518,149291.963788601,2.84103138048298
"874","Burlington",2006,12,60,60,10016371,0,0,0,0,0,0,0,0,0,60,60,10016371,166939.516666667,122.22,-0.910979228486647,-91.1,100,0,0,0,11924598.9811359,0,0,0,11924598.9811359,198743.316352266,2.57036370646446
"875","Burlington",2007,12,21,21,4793307,0,0,0,2,7,1441440,1,6,1065420,24,34,7300167,214710.794117647,25.93,-0.433333333333333,-43.33,61.76,0,20.59,17.65,5548452.47537402,0,1668526.83045403,1233268.02066152,8450247.32648957,248536.686073223,1.01876220392223
"876","Burlington",2008,12,13,13,2410182,0,0,0,0,0,0,0,0,0,13,13,2410182,185398.615384615,-51.85,-0.617647058823529,-61.76,100,0,0,0,2686727.78026316,0,0,0,2686727.78026316,206671.367712551,0.54418351542551
"877","Burlington",2009,12,29,29,6021600,0,0,0,1,3,325000,2,20,4031000,32,52,10377600,199569.230769231,92.59,3,300,55.77,0,5.77,38.46,6736489.04944135,0,363584.253532025,4509563.46457721,11609636.7675506,223262.245529819,1.31817432855495
"878","Burlington",2010,12,47,47,9240344,0,0,0,0,0,0,1,21,4400000,48,68,13640344,200593.294117647,151.85,0.307692307692308,30.77,69.12,0,0,30.88,10170539.8723631,0,0,4842933.92523022,15013473.7975933,220786.379376372,9.57892636200359
"879","Burlington",2011,12,18,18,5357917,0,0,0,0,0,0,0,0,0,18,18,5357917,297662.055555556,-33.33,-0.735294117647059,-73.53,100,0,0,0,5716828.05302326,0,0,0,5716828.05302326,317601.558501293,3.55801541806681
"880","Burlington",2012,12,43,43,8990960,0,0,0,0,0,0,0,0,0,43,43,8990960,209092.093023256,59.2592592592593,1.38888888888889,138.888888888889,100,0,0,0,9398735.75407023,0,0,0,9398735.75407023,218575.250094656,8.42146494320407
"881","Burlington",2013,12,49,49,11541910,0,0,0,0,0,0,0,0,0,49,49,11541910,235549.183673469,81.4814814814815,0.13953488372093,13.953488372093,100,0,0,0,11891203.9276347,0,0,0,11891203.9276347,242677.631176219,9.53678474114441
"882","Burlington",2014,12,56,56,14372590,0,0,0,0,0,0,0,0,0,56,56,14372590,256653.392857143,107.407407407407,0.142857142857143,14.2857142857143,100,0,0,0,14571177.2106059,0,0,0,14571177.2106059,260199.593046534,10.844306738962
"883","Burlington",2015,12,46,46,11795925,0,0,0,0,0,0,1,180,28319902,47,226,40115827,177503.659292035,737.037037037037,3.03571428571429,303.571428571429,20.353982300885,0,0,79.646017699115,11944732.1140467,0,0,28677161.2133898,40621893.3274364,179742.890829365,9.05413215180119
"884","Burlington",2016,12,32,32,11060595,0,0,0,0,0,0,2,297,52396933,34,329,63457528,192880.024316109,1118.51851851852,0.455752212389381,45.575221238938,9.72644376899696,0,0,90.273556231003,11060595,0,0,52396933,63457528,192880.024316109,5.84594222833563
"885","Cambridge",2000,12,13,13,3988000,1,2,243000,1,3,320000,7,447,58729344,22,465,63280344,136086.761290323,0,NA,NA,2.8,0.43,0.65,96.13,5558350.26713124,338685.836236934,446006.039488966,81855131.6225784,88198173.7654355,189673.491968679,0.216896215161045
"886","Cambridge",2001,12,16,16,2928900,0,0,0,12,36,12750000,0,0,0,28,52,15678900,301517.307692308,-88.82,-0.888172043010753,-88.82,30.77,0,69.23,0,3969263.14116318,0,17278877.7526821,0,21248140.8938453,408618.09411241,0.274380683599875
"887","Cambridge",2002,12,45,45,6097920,0,0,0,0,0,0,0,0,0,45,45,6097920,135509.333333333,-90.32,-0.134615384615385,-13.46,100,0,0,0,8135316.76175653,0,0,0,8135316.76175653,180784.816927922,0.441353877539011
"888","Cambridge",2003,12,22,22,17079409,0,0,0,0,0,0,0,0,220000,22,22,17299409,786336.772727273,-95.27,-0.511111111111111,-51.11,100,0,0,0,22278139.760125,0,0,286964.891304348,22565104.6514294,1025686.57506497,0.216265101693749
"889","Cambridge",2004,12,39,39,11123614,2,4,6e+05,1,3,2e+05,1,35,1.8e+07,43,81,29923614,369427.333333333,-82.58,2.68181818181818,268.18,48.15,4.94,3.7,43.21,14133113.950757,762330.333509794,254110.111169931,22869910.0052938,38019464.4007305,469376.103712722,0.423470091193792
"890","Cambridge",2005,12,47,47,18000340,0,0,0,0,0,0,9,949,63483401,56,996,81483741,81810.984939759,114.19,11.2962962962963,1129.63,4.72,0,0,95.28,22120878.6604199,0,0,78015671.3968612,100136550.057281,100538.704876788,0.55205047318612
"891","Cambridge",2006,12,12,12,9603522,0,0,0,9,29,8755524,2,13,3928676,23,54,22287722,412735.592592593,-88.39,-0.94578313253012,-94.58,22.22,0,53.7,24.07,11433097.7413393,0,10423546.8683929,4677131.65045635,26533776.2601885,491366.227040528,0.22576465507087
"892","Cambridge",2007,12,25,25,16461950,0,0,0,0,0,0,5,586,146570542,30,611,163032492,266828.955810147,31.4,10.3148148148148,1031.48,4.09,0,0,95.91,19055392.7021539,0,0,169661506.466582,188716899.168736,308865.628754068,0.293217870651823
"893","Cambridge",2008,12,12,12,12944338,0,0,0,0,0,0,1,24,5711372,13,36,18655710,518214.166666667,-92.26,-0.941080196399345,-94.11,33.33,0,0,66.67,14429579.3851735,0,0,6366698.37208028,20796277.7572537,577674.382145937,0.125849484017116
"894","Cambridge",2009,12,11,11,12189439,0,0,0,0,0,0,0,0,0,11,11,12189439,1108130.81818182,-97.63,-0.694444444444444,-69.44,100,0,0,0,13636578.7070435,0,0,0,13636578.7070435,1239688.9733676,0.105097214923805
"895","Cambridge",2010,12,8,8,10954023,0,0,0,0,0,0,1,30,4998666,9,38,15952689,419807.605263158,-91.83,2.45454545454545,245.45,21.05,0,0,78.95,12056729.4555573,0,0,5501865.71643064,17558595.1719879,462068.293999682,0.0856987783163047
"896","Cambridge",2011,12,14,14,12227471,0,0,0,0,0,0,1,20,7988323,15,34,20215794,594582.176470588,-92.69,-0.105263157894737,-10.53,41.18,0,0,58.82,13046553.2090789,0,0,8523437.19079839,21569990.3998773,634411.482349332,0.141817150420724
"897","Cambridge",2012,12,33,33,20655351,0,0,0,0,0,0,2,359,76170159,35,392,96825510,247003.852040816,-15.6989247311828,10.5294117647059,1052.94117647059,8.41836734693877,0,0,91.5816326530612,21592153.2246357,0,0,79624778.3091588,101216931.533794,258206.457994374,0.330051676662517
"898","Cambridge",2013,11,16,16,6715674,0,0,0,0,0,0,7,979,192606831,18,959,190029286,198153.582898853,106.236559139785,1.44642857142857,144.642857142857,1.66840458811262,0,0,102.085505735141,6918911.08538486,0,0,198435709.971441,195780160.480269,204150.323754191,0.167224080267559
"899","Cambridge",2014,12,31,31,7683368,0,0,0,0,0,0,4,254,56116629,35,285,63799997,223859.638596491,-38.7096774193548,-0.70281543274244,-70.281543274244,10.8771929824561,0,0,89.1228070175439,7789529.70218302,0,0,56891996.892754,64681526.594937,226952.724894516,0.319541321257715
"900","Cambridge",2015,10,39,39,11417972,0,0,0,1,3,314880,13,493,115441798,45,456,109559539,240262.146929825,-1.93548387096774,0.6,60,8.55263157894737,0,0.657894736842105,108.114035087719,11562011.1882439,0,318852.251779408,116898111.159056,110941646.703709,243293.084876555,0.409627148266822
"901","Cambridge",2016,3,31,31,8660042,0,0,0,0,0,0,10,161,36866422,6,10,2149484,214948.4,-97.8494623655914,-0.978070175438597,-97.8070175438597,310,0,0,1610,8660042,0,0,36866422,2149484,214948.4,0.054224543836025
"902","Canton",2000,0,57,57,11533469,2,4,250000,0,0,0,10,50,4289470,69,111,16072939,144801.252252252,0,NA,NA,51.35,3.6,0,45.05,16074990.0945587,348442.218350755,0,5978529.76939605,22401962.0823055,201819.478218968,3.31906296599163
"903","Canton",2001,0,54,54,10924234,5,10,625000,0,0,0,12,62,5318942,71,126,16868176,133874.412698413,13.51,0.135135135135135,13.51,42.86,7.94,0,49.21,14804588.5355054,847003.811405985,0,7208262.6346358,22859854.9815472,181427.42048847,3.40070888016094
"904","Canton",2002,12,21,21,3097523,1,2,166256,0,0,0,6,70,4943750,28,93,8207529,88253,-16.22,-0.261904761904762,-26.19,22.58,2.15,0,75.27,4132446.9297443,221804.356820456,0,6595523.10311284,10949774.3896776,117739.509566426,1.33881610404514
"905","Canton",2003,0,26,26,4437821,1,2,166256,0,0,0,11,72,5251808,38,100,9855885,98558.85,-9.91,0.0752688172043011,7.53,26,2,0,72,5788631.00405978,216861.977130435,0,6850384.14486957,12855877.1260598,128558.771260598,1.81826881668979
"906","Canton",2004,0,24,24,4003713,2,4,332512,0,0,0,12,93,6734932,38,121,11071157,91497.1652892562,9.01,0.21,21,19.83,3.31,0,76.86,5086919.77761249,422473.306426681,0,8557071.59620963,14066464.6802488,116251.774216932,1.81826881668979
"907","Canton",2005,0,22,22,3685528,3,6,498768,0,0,0,14,115,8341220,39,143,12525516,87591.020979021,28.83,0.181818181818182,18.18,15.38,4.2,0,80.42,4529198.76444444,612943.222611367,0,10250646.1266769,15392788.1137327,107641.874921208,1.86835297499281
"908","Canton",2006,0,18,18,3011919,2,4,332512,0,0,0,12,109,7902729,32,131,11247160,85856.1832061069,18.02,-0.0839160839160839,-8.39,13.74,3.05,0,83.21,3585722.43766369,395859.164603175,0,9408285.11459821,13389866.7168651,102212.723029504,1.52802979658103
"909","Canton",2007,0,14,14,2343386,3,6,498768,0,0,0,12,114,8266026,29,134,11108180,82896.8656716418,20.72,0.0229007633587786,2.29,10.45,4.48,0,85.07,2712566.8880497,577344.731776485,0,9568269.34331684,12858180.963143,95956.5743518136,1.37747589417185
"910","Canton",2008,0,9,9,1506297,1,2,166256,0,0,0,12,112,8120919,22,123,9793472,79621.7235772358,10.81,-0.082089552238806,-8.21,7.32,1.63,0,91.06,1679130.453728,185332.316744309,0,9052718.29204888,10917181.0625212,88757.5696139934,1.03607422058962
"911","Canton",2009,0,7,7,1171581,0,0,0,0,0,0,6,30,2175250,13,37,3346831,90454.8918918919,-66.67,-0.699186991869919,-69.92,18.92,0,0,81.08,1310672.01026862,0,0,2433497.37690934,3744169.38717797,101193.767221026,0.607391487174695
"912","Canton",2010,0,5,5,836842,0,0,0,0,0,0,7,35,2537793,12,40,3374635,84365.875,-63.96,0.0810810810810811,8.11,12.5,0,0,87.5,921084.207240342,0,0,2793264.50338904,3714348.71062938,92858.7177657345,0.204213607433375
"913","Canton",2011,0,4,4,669475,0,0,0,0,0,0,7,38,2755319,11,42,3424794,81542.7142857143,-62.16,0.05,5,9.52,0,0,90.48,714321.155179849,0,0,2939889.6911296,3654210.84630944,87005.0201502249,0.186757215619694
"914","Canton",2012,0,5,5,836843,0,0,0,0,0,0,12,68,4930571,0,0,0,NA,-100,-1,-100,NA,NA,NA,Inf,874797.154546722,0,0,5154191.98235581,0,NA,0
"915","Canton",2013,0,2,2,334738,0,0,0,0,0,0,14,95,6888298,0,0,0,NA,-100,NA,NA,NA,NA,NA,Inf,344868.208150002,0,0,7096759.2220281,0,NA,0
"916","Canton",2014,0,1,1,167369,0,0,0,0,0,0,16,115,8338466,0,0,0,NA,-100,NA,NA,NA,NA,NA,Inf,169681.550685151,0,0,8453679.24296262,0,NA,0
"917","Canton",2015,0,1,1,167369,0,0,0,0,0,0,19,208,15081747,0,0,0,NA,-100,NA,NA,NA,NA,NA,Inf,169480.38150428,0,0,15272005.1820291,0,NA,0
"918","Canton",2016,0,1,1,167369,0,0,0,0,0,0,14,103,7468366,0,0,0,NA,-100,NA,NA,NA,NA,NA,Inf,167369,0,0,7468366,0,NA,0
"919","Carlisle",2000,12,24,24,14629960,0,0,0,0,0,0,0,0,0,24,24,14629960,609581.666666667,0,NA,NA,100,0,0,0,20390782.8671312,0,0,0,20390782.8671312,849615.952797136,5.08259212198221
"920","Carlisle",2001,12,25,25,14321270,0,0,0,0,0,0,0,0,0,25,25,14321270,572850.8,4.17,0.0416666666666667,4.17,100,0,0,0,19408272.4386787,0,0,0,19408272.4386787,776330.897547149,5.27426160337553
"921","Carlisle",2002,12,16,16,9756885,0,0,0,0,0,0,0,0,0,16,16,9756885,609805.3125,-33.33,-0.36,-36,100,0,0,0,13016790.9849639,0,0,0,13016790.9849639,813549.436560242,3.38552687261955
"922","Carlisle",2003,12,7,7,5912144,0,0,0,0,0,0,0,0,0,7,7,5912144,844592,-70.83,-0.5625,-56.25,100,0,0,0,7711717.09243478,0,0,0,7711717.09243478,1101673.87034783,1.48493848112007
"923","Carlisle",2004,12,17,17,13157859,0,0,0,0,0,0,0,0,0,17,17,13157859,773991.705882353,-29.17,1.42857142857143,142.86,100,0,0,0,16717725.0662414,0,0,0,16717725.0662414,983395.592131847,3.61702127659574
"924","Carlisle",2005,12,19,19,13989407,0,0,0,0,0,0,0,0,0,19,19,13989407,736284.578947368,-20.83,0.117647058823529,11.76,100,0,0,0,17191784.9761854,0,0,0,17191784.9761854,904830.788220281,4.0546308151942
"925","Carlisle",2006,12,12,12,8908675,0,0,0,0,0,0,0,0,0,12,12,8908675,742389.583333333,-50,-0.368421052631579,-36.84,100,0,0,0,10605874.8051835,0,0,0,10605874.8051835,883822.900431961,2.55863539445629
"926","Carlisle",2007,12,7,7,4565301,0,0,0,0,0,0,0,0,0,7,7,4565301,652185.857142857,-70.83,-0.416666666666667,-41.67,100,0,0,0,5284526.03479758,0,0,0,5284526.03479758,754932.290685369,1.48462354188759
"927","Carlisle",2008,12,2,2,1682800,0,0,0,0,0,0,0,0,0,2,2,1682800,841400,-91.67,-0.714285714285714,-71.43,100,0,0,0,1875885.51761936,0,0,0,1875885.51761936,937942.758809678,0.419903422212891
"928","Carlisle",2009,12,10,10,7933735,0,0,0,0,0,0,0,0,0,10,10,7933735,793373.5,-58.33,4,400,100,0,0,0,8875634.20829507,0,0,0,8875634.20829507,887563.420829507,2.07382828701784
"929","Carlisle",2010,12,5,5,3954385,0,0,0,0,0,0,0,0,0,5,5,3954385,790877,-79.17,-0.5,-50,100,0,0,0,4352460.28861852,0,0,0,4352460.28861852,870492.057723704,0.203400862419657
"930","Carlisle",2011,12,7,7,5912147,0,0,0,0,0,0,0,0,0,7,7,5912147,844592.428571429,-70.83,0.4,40,100,0,0,0,6308184.28564633,0,0,0,6308184.28564633,901169.183663762,0.280673616680032
"931","Carlisle",2012,12,8,8,5285340,0,0,0,0,0,0,0,0,0,8,8,5285340,660667.5,-66.6666666666667,0.142857142857143,14.2857142857143,100,0,0,0,5525051.16588413,0,0,0,5525051.16588413,690631.395735516,0.316869331009625
"932","Carlisle",2013,12,9,9,7782150,0,0,0,0,0,0,0,0,0,9,9,7782150,864683.333333333,-62.5,0.125,12.5,100,0,0,0,8017661.95070335,0,0,0,8017661.95070335,890851.327855928,0.353204348337977
"933","Carlisle",2014,12,14,14,13566525,0,0,0,0,0,0,1,26,5600000,15,40,19166525,479163.125,66.6666666666667,3.44444444444444,344.444444444444,35,0,0,65,13753974.7468699,0,0,5677375.64206542,19431350.3889354,485783.759723384,0.584726932522512
"934","Carlisle",2015,12,9,9,7160250,0,0,0,0,0,0,0,0,0,9,9,7160250,795583.333333333,-62.5,-0.775,-77.5,100,0,0,0,7250577.47651012,0,0,0,7250577.47651012,805619.719612236,0.348837209302326
"935","Carlisle",2016,12,6,6,5275875,0,0,0,0,0,0,0,0,0,6,6,5275875,879312.5,-75,-0.333333333333333,-33.3333333333333,100,0,0,0,5275875,0,0,0,5275875,879312.5,0.227695343630223
