"Municipal","County","State","Region","Year","Unemployment_Rate_Avg","No_Unemployed_Avg","No_Employed_Avg","No_Labor_Avg","Unemployment_Rate_Change","Labor_Pct_Change"
NA,"NA County","MA","MA",1990,6.3,203975,3022393,3226368,0,0
NA,"NA County","MA","MA",1991,8.8,282590,2916293,3198883,2.5,-0.9
NA,"NA County","MA","MA",1992,8.8,281022,2899718,3180740,2.5,-1.4
NA,"NA County","MA","MA",1993,7.3,232339,2940565,3172904,1,-1.7
NA,"NA County","MA","MA",1994,6.2,198690,2989123,3187813,-0.1,-1.2
NA,"NA County","MA","MA",1995,5.5,175528,3029360,3204888,-0.8,-0.7
NA,"NA County","MA","MA",1996,4.6,147721,3083332,3231053,-1.7,0.1
NA,"NA County","MA","MA",1997,4.1,134564,3158851,3293415,-2.2,2.1
NA,"NA County","MA","MA",1998,3.4,112674,3208988,3321662,-2.9,3
NA,"NA County","MA","MA",1999,3.3,109563,3245761,3355324,-3,4
NA,"NA County","MA","MA",2000,2.7,92292,3273281,3365573,-3.6,4.3
NA,"NA County","MA","MA",2001,3.7,125993,3275343,3401336,-2.6,5.4
NA,"NA County","MA","MA",2002,5.3,181003,3243409,3424412,-1,6.1
NA,"NA County","MA","MA",2003,5.8,197648,3209062,3406710,-0.5,5.6
NA,"NA County","MA","MA",2004,5.2,176839,3203810,3380649,-1.1,4.8
NA,"NA County","MA","MA",2005,4.8,163579,3219717,3383296,-1.5,4.9
NA,"NA County","MA","MA",2006,4.8,162495,3255504,3417999,-1.5,5.9
NA,"NA County","MA","MA",2007,4.5,154422,3276532,3430954,-1.8,6.3
NA,"NA County","MA","MA",2008,5.3,185177,3277934,3463111,-1,7.3
NA,"NA County","MA","MA",2009,8.2,283193,3187538,3470731,1.9,7.6
NA,"NA County","MA","MA",2010,8.3,287549,3187622,3475171,2,7.7
NA,"NA County","MA","MA",2011,7.3,253592,3216160,3469752,1,7.5
NA,"NA County","MA","MA",2012,6.7,233684,3241762,3475446,0.4,7.7
"Abington","Plymouth County","MA","Abington",1990,7.1,553,7229,7782,0,0
"Abington","Plymouth County","MA","Abington",1991,10.5,818,6938,7756,3.4,-0.3
"Abington","Plymouth County","MA","Abington",1992,9.8,754,6935,7689,2.7,-1.2
"Abington","Plymouth County","MA","Abington",1993,7.6,589,7164,7753,0.5,-0.4
"Abington","Plymouth County","MA","Abington",1994,6.2,510,7690,8200,-0.9,5.4
"Abington","Plymouth County","MA","Abington",1995,5.6,458,7774,8232,-1.5,5.8
"Abington","Plymouth County","MA","Abington",1996,5,415,7868,8283,-2.1,6.4
"Abington","Plymouth County","MA","Abington",1997,4.4,371,8110,8481,-2.7,9
"Abington","Plymouth County","MA","Abington",1998,3.6,309,8163,8472,-3.5,8.9
"Abington","Plymouth County","MA","Abington",1999,3.1,265,8271,8536,-4,9.7
"Abington","Plymouth County","MA","Abington",2000,2.5,209,8207,8416,-4.6,8.1
"Abington","Plymouth County","MA","Abington",2001,3.1,269,8279,8548,-4,9.8
"Abington","Plymouth County","MA","Abington",2002,4.4,383,8283,8666,-2.7,11.4
"Abington","Plymouth County","MA","Abington",2003,5.2,464,8515,8979,-1.9,15.4
"Abington","Plymouth County","MA","Abington",2004,5.1,465,8602,9067,-2,16.5
"Abington","Plymouth County","MA","Abington",2005,4.8,441,8676,9117,-2.3,17.2
"Abington","Plymouth County","MA","Abington",2006,4.7,436,8803,9239,-2.4,18.7
"Abington","Plymouth County","MA","Abington",2007,4.6,430,8917,9347,-2.5,20.1
"Abington","Plymouth County","MA","Abington",2008,5.4,513,9030,9543,-1.7,22.6
"Abington","Plymouth County","MA","Abington",2009,8.6,821,8778,9599,1.5,23.3
"Abington","Plymouth County","MA","Abington",2010,8.9,811,8349,9160,1.8,17.7
"Abington","Plymouth County","MA","Abington",2011,7.8,708,8427,9135,0.7,17.4
"Abington","Plymouth County","MA","Abington",2012,7,642,8502,9144,-0.1,17.5
"Acton","Middlesex County","MA","Acton",1990,3.1,322,10147,10469,0,0
"Acton","Middlesex County","MA","Acton",1991,4.5,461,9727,10188,1.4,-2.7
"Acton","Middlesex County","MA","Acton",1992,5.1,523,9800,10323,2,-1.4
"Acton","Middlesex County","MA","Acton",1993,4.6,481,10056,10537,1.5,0.6
"Acton","Middlesex County","MA","Acton",1994,3.7,389,10238,10627,0.6,1.5
"Acton","Middlesex County","MA","Acton",1995,3.2,347,10469,10816,0.1,3.3
"Acton","Middlesex County","MA","Acton",1996,2.1,230,10782,11012,-1,5.2
"Acton","Middlesex County","MA","Acton",1997,2,230,11118,11348,-1.1,8.4
"Acton","Middlesex County","MA","Acton",1998,1.7,193,11350,11543,-1.4,10.3
"Acton","Middlesex County","MA","Acton",1999,1.9,229,11531,11760,-1.2,12.3
"Acton","Middlesex County","MA","Acton",2000,1.6,185,11454,11639,-1.5,11.2
"Acton","Middlesex County","MA","Acton",2001,2.9,348,11559,11907,-0.2,13.7
"Acton","Middlesex County","MA","Acton",2002,4.9,590,11388,11978,1.8,14.4
"Acton","Middlesex County","MA","Acton",2003,4.9,573,11213,11786,1.8,12.6
"Acton","Middlesex County","MA","Acton",2004,3.7,435,11166,11601,0.6,10.8
"Acton","Middlesex County","MA","Acton",2005,3.4,394,11231,11625,0.3,11
"Acton","Middlesex County","MA","Acton",2006,3.4,388,11112,11500,0.3,9.8
"Acton","Middlesex County","MA","Acton",2007,3,350,11255,11605,-0.1,10.9
"Acton","Middlesex County","MA","Acton",2008,3.5,414,11306,11720,0.4,11.9
"Acton","Middlesex County","MA","Acton",2009,5.9,688,11066,11754,2.8,12.3
"Acton","Middlesex County","MA","Acton",2010,5.6,683,11598,12281,2.5,17.3
"Acton","Middlesex County","MA","Acton",2011,4.7,576,11769,12345,1.6,17.9
"Acton","Middlesex County","MA","Acton",2012,4.3,535,11898,12433,1.2,18.8
"Acushnet","Bristol County","MA","Acushnet",1990,8.1,426,4859,5285,0,0
"Acushnet","Bristol County","MA","Acushnet",1991,12.1,654,4761,5415,4,2.5
"Acushnet","Bristol County","MA","Acushnet",1992,10.5,571,4855,5426,2.4,2.7
"Acushnet","Bristol County","MA","Acushnet",1993,9.5,523,4975,5498,1.4,4
"Acushnet","Bristol County","MA","Acushnet",1994,8.9,492,5053,5545,0.8,4.9
"Acushnet","Bristol County","MA","Acushnet",1995,8.8,470,4877,5347,0.7,1.2
"Acushnet","Bristol County","MA","Acushnet",1996,7.5,395,4876,5271,-0.6,-0.3
"Acushnet","Bristol County","MA","Acushnet",1997,6.4,347,5033,5380,-1.7,1.8
"Acushnet","Bristol County","MA","Acushnet",1998,5.1,285,5268,5553,-3,5.1
"Acushnet","Bristol County","MA","Acushnet",1999,4.3,241,5390,5631,-3.8,6.5
"Acushnet","Bristol County","MA","Acushnet",2000,3.4,189,5444,5633,-4.7,6.6
"Acushnet","Bristol County","MA","Acushnet",2001,4.1,234,5426,5660,-4,7.1
"Acushnet","Bristol County","MA","Acushnet",2002,5.6,325,5514,5839,-2.5,10.5
"Acushnet","Bristol County","MA","Acushnet",2003,6.4,374,5433,5807,-1.7,9.9
"Acushnet","Bristol County","MA","Acushnet",2004,5.5,321,5473,5794,-2.6,9.6
"Acushnet","Bristol County","MA","Acushnet",2005,5.8,341,5543,5884,-2.3,11.3
"Acushnet","Bristol County","MA","Acushnet",2006,5.7,343,5625,5968,-2.4,12.9
"Acushnet","Bristol County","MA","Acushnet",2007,5.4,322,5600,5922,-2.7,12.1
"Acushnet","Bristol County","MA","Acushnet",2008,6.4,373,5414,5787,-1.7,9.5
"Acushnet","Bristol County","MA","Acushnet",2009,9.9,579,5265,5844,1.8,10.6
"Acushnet","Bristol County","MA","Acushnet",2010,10.7,617,5159,5776,2.6,9.3
"Acushnet","Bristol County","MA","Acushnet",2011,9.3,533,5212,5745,1.2,8.7
"Acushnet","Bristol County","MA","Acushnet",2012,8.2,471,5274,5745,0.1,8.7
"Adams","Berkshire County","MA","Adams",1990,9.4,430,4158,4588,0,0
"Adams","Berkshire County","MA","Adams",1991,16.2,761,3941,4702,6.8,2.5
"Adams","Berkshire County","MA","Adams",1992,13.9,623,3853,4476,4.5,-2.4
"Adams","Berkshire County","MA","Adams",1993,12.4,543,3852,4395,3,-4.2
"Adams","Berkshire County","MA","Adams",1994,11.1,469,3763,4232,1.7,-7.8
"Adams","Berkshire County","MA","Adams",1995,8.2,335,3753,4088,-1.2,-10.9
"Adams","Berkshire County","MA","Adams",1996,7.8,323,3799,4122,-1.6,-10.2
"Adams","Berkshire County","MA","Adams",1997,7.2,295,3813,4108,-2.2,-10.5
"Adams","Berkshire County","MA","Adams",1998,5.9,239,3807,4046,-3.5,-11.8
"Adams","Berkshire County","MA","Adams",1999,5.7,232,3809,4041,-3.7,-11.9
"Adams","Berkshire County","MA","Adams",2000,4,178,4259,4437,-5.4,-3.3
"Adams","Berkshire County","MA","Adams",2001,5.2,233,4264,4497,-4.2,-2
"Adams","Berkshire County","MA","Adams",2002,6.8,306,4227,4533,-2.6,-1.2
"Adams","Berkshire County","MA","Adams",2003,7.8,351,4166,4517,-1.6,-1.5
"Adams","Berkshire County","MA","Adams",2004,6.7,297,4125,4422,-2.7,-3.6
"Adams","Berkshire County","MA","Adams",2005,6.1,269,4135,4404,-3.3,-4
"Adams","Berkshire County","MA","Adams",2006,6,267,4155,4422,-3.4,-3.6
"Adams","Berkshire County","MA","Adams",2007,6.4,284,4135,4419,-3,-3.7
"Adams","Berkshire County","MA","Adams",2008,6.9,310,4181,4491,-2.5,-2.1
"Adams","Berkshire County","MA","Adams",2009,10.2,462,4074,4536,0.8,-1.1
"Adams","Berkshire County","MA","Adams",2010,10,455,4114,4569,0.6,-0.4
"Adams","Berkshire County","MA","Adams",2011,9.1,411,4107,4518,-0.3,-1.5
"Adams","Berkshire County","MA","Adams",2012,8.9,394,4053,4447,-0.5,-3.1
"Agawam","Hampden County","MA","Agawam",1990,4.9,744,14394,15138,0,0
"Agawam","Hampden County","MA","Agawam",1991,7.6,1145,13969,15114,2.7,-0.2
"Agawam","Hampden County","MA","Agawam",1992,8.3,1260,13941,15201,3.4,0.4
"Agawam","Hampden County","MA","Agawam",1993,7.4,1116,13913,15029,2.5,-0.7
"Agawam","Hampden County","MA","Agawam",1994,6.6,984,14016,15000,1.7,-0.9
"Agawam","Hampden County","MA","Agawam",1995,5.4,781,13670,14451,0.5,-4.5
"Agawam","Hampden County","MA","Agawam",1996,4.3,617,13845,14462,-0.6,-4.5
"Agawam","Hampden County","MA","Agawam",1997,3.9,582,14190,14772,-1,-2.4
"Agawam","Hampden County","MA","Agawam",1998,3.3,490,14242,14732,-1.6,-2.7
"Agawam","Hampden County","MA","Agawam",1999,3,446,14323,14769,-1.9,-2.4
"Agawam","Hampden County","MA","Agawam",2000,2.6,416,15295,15711,-2.3,3.8
"Agawam","Hampden County","MA","Agawam",2001,3.2,513,15357,15870,-1.7,4.8
"Agawam","Hampden County","MA","Agawam",2002,4.7,752,15309,16061,-0.2,6.1
"Agawam","Hampden County","MA","Agawam",2003,5.4,875,15187,16062,0.5,6.1
"Agawam","Hampden County","MA","Agawam",2004,4.9,786,15228,16014,0,5.8
"Agawam","Hampden County","MA","Agawam",2005,4.6,737,15279,16016,-0.3,5.8
"Agawam","Hampden County","MA","Agawam",2006,4.7,748,15335,16083,-0.2,6.2
"Agawam","Hampden County","MA","Agawam",2007,4.4,696,15283,15979,-0.5,5.6
"Agawam","Hampden County","MA","Agawam",2008,5.2,826,15017,15843,0.3,4.7
"Agawam","Hampden County","MA","Agawam",2009,7.9,1241,14533,15774,3,4.2
"Agawam","Hampden County","MA","Agawam",2010,8.1,1282,14546,15828,3.2,4.6
"Agawam","Hampden County","MA","Agawam",2011,7,1080,14400,15480,2.1,2.3
"Agawam","Hampden County","MA","Agawam",2012,6.4,990,14409,15399,1.5,1.7
"Alford","Berkshire County","MA","Alford",1990,2.9,6,199,205,0,0
"Alford","Berkshire County","MA","Alford",1991,3.5,7,192,199,0.6,-2.9
"Alford","Berkshire County","MA","Alford",1992,3.1,6,188,194,0.2,-5.4
"Alford","Berkshire County","MA","Alford",1993,4,8,193,201,1.1,-2
"Alford","Berkshire County","MA","Alford",1994,2.5,5,192,197,-0.4,-3.9
"Alford","Berkshire County","MA","Alford",1995,1.4,3,214,217,-1.5,5.9
"Alford","Berkshire County","MA","Alford",1996,1.8,4,219,223,-1.1,8.8
"Alford","Berkshire County","MA","Alford",1997,2.6,6,223,229,-0.3,11.7
"Alford","Berkshire County","MA","Alford",1998,2.2,5,220,225,-0.7,9.8
"Alford","Berkshire County","MA","Alford",1999,2.3,5,217,222,-0.6,8.3
"Alford","Berkshire County","MA","Alford",2000,1.9,4,211,215,-1,4.9
"Alford","Berkshire County","MA","Alford",2001,2.2,5,218,223,-0.7,8.8
"Alford","Berkshire County","MA","Alford",2002,3,7,223,230,0.1,12.2
"Alford","Berkshire County","MA","Alford",2003,4.7,11,224,235,1.8,14.6
"Alford","Berkshire County","MA","Alford",2004,3.1,7,221,228,0.2,11.2
"Alford","Berkshire County","MA","Alford",2005,4.2,10,229,239,1.3,16.6
"Alford","Berkshire County","MA","Alford",2006,4.1,10,231,241,1.2,17.6
"Alford","Berkshire County","MA","Alford",2007,3.4,8,226,234,0.5,14.1
"Alford","Berkshire County","MA","Alford",2008,3.4,8,225,233,0.5,13.7
"Alford","Berkshire County","MA","Alford",2009,3.5,8,219,227,0.6,10.7
"Alford","Berkshire County","MA","Alford",2010,4.5,13,277,290,1.6,41.5
"Alford","Berkshire County","MA","Alford",2011,4.1,12,278,290,1.2,41.5
"Alford","Berkshire County","MA","Alford",2012,3.2,9,276,285,0.3,39
"Amesbury","Essex County","MA","Amesbury",1990,7.1,563,7391,7954,0,0
"Amesbury","Essex County","MA","Amesbury",1991,8.7,674,7107,7781,1.6,-2.2
"Amesbury","Essex County","MA","Amesbury",1992,8.4,655,7097,7752,1.3,-2.5
"Amesbury","Essex County","MA","Amesbury",1993,7.5,601,7382,7983,0.4,0.4
"Amesbury","Essex County","MA","Amesbury",1994,5.4,442,7712,8154,-1.7,2.5
"Amesbury","Essex County","MA","Amesbury",1995,4.8,383,7623,8006,-2.3,0.7
"Amesbury","Essex County","MA","Amesbury",1996,4.3,353,7818,8171,-2.8,2.7
"Amesbury","Essex County","MA","Amesbury",1997,4,338,8054,8392,-3.1,5.5
"Amesbury","Essex County","MA","Amesbury",1998,3.4,286,8220,8506,-3.7,6.9
"Amesbury","Essex County","MA","Amesbury",1999,3.2,274,8339,8613,-3.9,8.3
"Amesbury","Essex County","MA","Amesbury",2000,2.3,208,8882,9090,-4.8,14.3
"Amesbury","Essex County","MA","Amesbury",2001,3.5,323,8828,9151,-3.6,15
"Amesbury","Essex County","MA","Amesbury",2002,5.2,471,8566,9037,-1.9,13.6
"Amesbury","Essex County","MA","Amesbury",2003,5.7,505,8372,8877,-1.4,11.6
"Amesbury","Essex County","MA","Amesbury",2004,5,438,8279,8717,-2.1,9.6
"Amesbury","Essex County","MA","Amesbury",2005,4.5,388,8300,8688,-2.6,9.2
"Amesbury","Essex County","MA","Amesbury",2006,4.7,407,8325,8732,-2.4,9.8
"Amesbury","Essex County","MA","Amesbury",2007,4.3,373,8280,8653,-2.8,8.8
"Amesbury","Essex County","MA","Amesbury",2008,5.2,452,8236,8688,-1.9,9.2
"Amesbury","Essex County","MA","Amesbury",2009,7.9,691,8025,8716,0.8,9.6
"Amesbury","Essex County","MA","Amesbury",2010,8.1,706,8016,8722,1,9.7
"Amesbury","Essex County","MA","Amesbury",2011,6.8,597,8119,8716,-0.3,9.6
"Amesbury","Essex County","MA","Amesbury",2012,6.1,535,8226,8761,-1,10.1
"Amherst","Hampshire County","MA","Amherst",1990,4.2,752,17229,17981,0,0
"Amherst","Hampshire County","MA","Amherst",1991,4.4,744,16166,16910,0.2,-6
"Amherst","Hampshire County","MA","Amherst",1992,3.2,546,16309,16855,-1,-6.3
"Amherst","Hampshire County","MA","Amherst",1993,2.7,455,16674,17129,-1.5,-4.7
"Amherst","Hampshire County","MA","Amherst",1994,2.3,402,16869,17271,-1.9,-3.9
"Amherst","Hampshire County","MA","Amherst",1995,2.2,382,16921,17303,-2,-3.8
"Amherst","Hampshire County","MA","Amherst",1996,1.9,324,17187,17511,-2.3,-2.6
"Amherst","Hampshire County","MA","Amherst",1997,1.7,301,17564,17865,-2.5,-0.6
"Amherst","Hampshire County","MA","Amherst",1998,1.6,298,18224,18522,-2.6,3
"Amherst","Hampshire County","MA","Amherst",1999,1.5,279,18309,18588,-2.7,3.4
"Amherst","Hampshire County","MA","Amherst",2000,1.9,354,17926,18280,-2.3,1.7
"Amherst","Hampshire County","MA","Amherst",2001,2.2,401,17871,18272,-2,1.6
"Amherst","Hampshire County","MA","Amherst",2002,2.7,498,17884,18382,-1.5,2.2
"Amherst","Hampshire County","MA","Amherst",2003,3.3,614,18094,18708,-0.9,4
"Amherst","Hampshire County","MA","Amherst",2004,3.3,618,18153,18771,-0.9,4.4
"Amherst","Hampshire County","MA","Amherst",2005,3.4,639,18087,18726,-0.8,4.1
"Amherst","Hampshire County","MA","Amherst",2006,3.3,617,18307,18924,-0.9,5.2
"Amherst","Hampshire County","MA","Amherst",2007,3.1,590,18514,19104,-1.1,6.2
"Amherst","Hampshire County","MA","Amherst",2008,3.9,745,18538,19283,-0.3,7.2
"Amherst","Hampshire County","MA","Amherst",2009,5.1,984,18287,19271,0.9,7.2
"Amherst","Hampshire County","MA","Amherst",2010,5.5,1077,18640,19717,1.3,9.7
"Amherst","Hampshire County","MA","Amherst",2011,4.8,955,18751,19706,0.6,9.6
"Amherst","Hampshire County","MA","Amherst",2012,4.5,896,18919,19815,0.3,10.2
"Andover","Essex County","MA","Andover",1990,4.5,685,14522,15207,0,0
"Andover","Essex County","MA","Andover",1991,6.5,997,14413,15410,2,1.3
"Andover","Essex County","MA","Andover",1992,6.3,997,14787,15784,1.8,3.8
"Andover","Essex County","MA","Andover",1993,5.1,823,15162,15985,0.6,5.1
"Andover","Essex County","MA","Andover",1994,4.9,807,15630,16437,0.4,8.1
"Andover","Essex County","MA","Andover",1995,3.8,612,15600,16212,-0.7,6.6
"Andover","Essex County","MA","Andover",1996,3.2,527,16036,16563,-1.3,8.9
"Andover","Essex County","MA","Andover",1997,3.1,520,16204,16724,-1.4,10
"Andover","Essex County","MA","Andover",1998,2.4,414,16681,17095,-2.1,12.4
"Andover","Essex County","MA","Andover",1999,2.5,437,17038,17475,-2,14.9
"Andover","Essex County","MA","Andover",2000,2.1,337,16032,16369,-2.4,7.6
"Andover","Essex County","MA","Andover",2001,3.1,521,16138,16659,-1.4,9.5
"Andover","Essex County","MA","Andover",2002,5.1,862,15949,16811,0.6,10.5
"Andover","Essex County","MA","Andover",2003,5.2,865,15755,16620,0.7,9.3
"Andover","Essex County","MA","Andover",2004,4.5,740,15825,16565,0,8.9
"Andover","Essex County","MA","Andover",2005,4,672,16088,16760,-0.5,10.2
"Andover","Essex County","MA","Andover",2006,4.1,691,16039,16730,-0.4,10
"Andover","Essex County","MA","Andover",2007,4.1,692,16100,16792,-0.4,10.4
"Andover","Essex County","MA","Andover",2008,4.1,697,16144,16841,-0.4,10.7
"Andover","Essex County","MA","Andover",2009,6.7,1119,15655,16774,2.2,10.3
"Andover","Essex County","MA","Andover",2010,6.4,1066,15657,16723,1.9,10
"Andover","Essex County","MA","Andover",2011,5.7,952,15845,16797,1.2,10.5
"Andover","Essex County","MA","Andover",2012,4.9,834,16018,16852,0.4,10.8
"Aquinnah","Dukes County","MA","Aquinnah",1990,8.8,8,83,91,0,0
"Aquinnah","Dukes County","MA","Aquinnah",1991,20.6,21,81,102,11.8,12.1
"Aquinnah","Dukes County","MA","Aquinnah",1992,17.4,16,76,92,8.6,1.1
"Aquinnah","Dukes County","MA","Aquinnah",1993,17.6,18,84,102,8.8,12.1
"Aquinnah","Dukes County","MA","Aquinnah",1994,11.3,12,94,106,2.5,16.5
"Aquinnah","Dukes County","MA","Aquinnah",1995,10.1,11,98,109,1.3,19.8
"Aquinnah","Dukes County","MA","Aquinnah",1996,12,14,103,117,3.2,28.6
"Aquinnah","Dukes County","MA","Aquinnah",1997,13.7,17,107,124,4.9,36.3
"Aquinnah","Dukes County","MA","Aquinnah",1998,8.1,9,102,111,-0.7,22
"Aquinnah","Dukes County","MA","Aquinnah",1999,7.1,8,105,113,-1.7,24.2
"Aquinnah","Dukes County","MA","Aquinnah",2000,2.2,5,225,230,-6.6,152.7
"Aquinnah","Dukes County","MA","Aquinnah",2001,2.6,6,225,231,-6.2,153.8
"Aquinnah","Dukes County","MA","Aquinnah",2002,4.1,10,235,245,-4.7,169.2
"Aquinnah","Dukes County","MA","Aquinnah",2003,6.6,17,242,259,-2.2,184.6
"Aquinnah","Dukes County","MA","Aquinnah",2004,5.4,14,245,259,-3.4,184.6
"Aquinnah","Dukes County","MA","Aquinnah",2005,5.1,13,240,253,-3.7,178
"Aquinnah","Dukes County","MA","Aquinnah",2006,4.7,12,242,254,-4.1,179.1
"Aquinnah","Dukes County","MA","Aquinnah",2007,3.9,10,246,256,-4.9,181.3
"Aquinnah","Dukes County","MA","Aquinnah",2008,5,13,248,261,-3.8,186.8
"Aquinnah","Dukes County","MA","Aquinnah",2009,4.7,12,246,258,-4.1,183.5
"Aquinnah","Dukes County","MA","Aquinnah",2010,5.6,12,202,214,-3.2,135.2
"Aquinnah","Dukes County","MA","Aquinnah",2011,7.7,17,203,220,-1.1,141.8
"Aquinnah","Dukes County","MA","Aquinnah",2012,4.2,9,205,214,-4.6,135.2
"Arlington","Middlesex County","MA","Arlington",1990,3.8,989,25245,26234,0,0
"Arlington","Middlesex County","MA","Arlington",1991,5.2,1316,24087,25403,1.4,-3.2
"Arlington","Middlesex County","MA","Arlington",1992,5.6,1413,23857,25270,1.8,-3.7
"Arlington","Middlesex County","MA","Arlington",1993,4.9,1220,23929,25149,1.1,-4.1
"Arlington","Middlesex County","MA","Arlington",1994,3.9,981,24239,25220,0.1,-3.9
"Arlington","Middlesex County","MA","Arlington",1995,3.5,885,24496,25381,-0.3,-3.3
"Arlington","Middlesex County","MA","Arlington",1996,2.6,671,24895,25566,-1.2,-2.5
"Arlington","Middlesex County","MA","Arlington",1997,2.4,621,25406,26027,-1.4,-0.8
"Arlington","Middlesex County","MA","Arlington",1998,1.9,504,25672,26176,-1.9,-0.2
"Arlington","Middlesex County","MA","Arlington",1999,1.9,499,25752,26251,-1.9,0.1
"Arlington","Middlesex County","MA","Arlington",2000,2,508,24778,25286,-1.8,-3.6
"Arlington","Middlesex County","MA","Arlington",2001,3,762,24594,25356,-0.8,-3.3
"Arlington","Middlesex County","MA","Arlington",2002,4.7,1181,23996,25177,0.9,-4
"Arlington","Middlesex County","MA","Arlington",2003,4.8,1193,23524,24717,1,-5.8
"Arlington","Middlesex County","MA","Arlington",2004,3.8,930,23393,24323,0,-7.3
"Arlington","Middlesex County","MA","Arlington",2005,3.5,850,23457,24307,-0.3,-7.3
"Arlington","Middlesex County","MA","Arlington",2006,3.3,791,23094,23885,-0.5,-9
"Arlington","Middlesex County","MA","Arlington",2007,3.1,756,23264,24020,-0.7,-8.4
"Arlington","Middlesex County","MA","Arlington",2008,3.7,901,23244,24145,-0.1,-8
"Arlington","Middlesex County","MA","Arlington",2009,6.1,1462,22652,24114,2.3,-8.1
"Arlington","Middlesex County","MA","Arlington",2010,5.7,1420,23613,25033,1.9,-4.6
"Arlington","Middlesex County","MA","Arlington",2011,4.7,1173,23961,25134,0.9,-4.2
"Arlington","Middlesex County","MA","Arlington",2012,4.2,1067,24224,25291,0.4,-3.6
"Ashburnham","Worcester County","MA","Ashburnham",1990,8.6,255,2705,2960,0,0
"Ashburnham","Worcester County","MA","Ashburnham",1991,10.5,316,2699,3015,1.9,1.9
"Ashburnham","Worcester County","MA","Ashburnham",1992,8.6,256,2731,2987,0,0.9
"Ashburnham","Worcester County","MA","Ashburnham",1993,6.9,211,2863,3074,-1.7,3.9
"Ashburnham","Worcester County","MA","Ashburnham",1994,6.2,188,2860,3048,-2.4,3
"Ashburnham","Worcester County","MA","Ashburnham",1995,6.2,177,2694,2871,-2.4,-3
"Ashburnham","Worcester County","MA","Ashburnham",1996,5.7,164,2701,2865,-2.9,-3.2
"Ashburnham","Worcester County","MA","Ashburnham",1997,5.2,152,2768,2920,-3.4,-1.4
"Ashburnham","Worcester County","MA","Ashburnham",1998,3.6,105,2775,2880,-5,-2.7
"Ashburnham","Worcester County","MA","Ashburnham",1999,3.8,110,2790,2900,-4.8,-2
"Ashburnham","Worcester County","MA","Ashburnham",2000,2.7,82,2940,3022,-5.9,2.1
"Ashburnham","Worcester County","MA","Ashburnham",2001,4.1,126,2934,3060,-4.5,3.4
"Ashburnham","Worcester County","MA","Ashburnham",2002,5.9,183,2931,3114,-2.7,5.2
"Ashburnham","Worcester County","MA","Ashburnham",2003,6.4,200,2947,3147,-2.2,6.3
"Ashburnham","Worcester County","MA","Ashburnham",2004,6.3,198,2952,3150,-2.3,6.4
"Ashburnham","Worcester County","MA","Ashburnham",2005,5.7,179,2959,3138,-2.9,6
"Ashburnham","Worcester County","MA","Ashburnham",2006,5.7,180,2993,3173,-2.9,7.2
"Ashburnham","Worcester County","MA","Ashburnham",2007,5.4,172,2987,3159,-3.2,6.7
"Ashburnham","Worcester County","MA","Ashburnham",2008,6.2,195,2954,3149,-2.4,6.4
"Ashburnham","Worcester County","MA","Ashburnham",2009,9.3,291,2830,3121,0.7,5.4
"Ashburnham","Worcester County","MA","Ashburnham",2010,9.5,305,2899,3204,0.9,8.2
"Ashburnham","Worcester County","MA","Ashburnham",2011,8.8,279,2898,3177,0.2,7.3
"Ashburnham","Worcester County","MA","Ashburnham",2012,7.6,239,2896,3135,-1,5.9
"Ashby","Middlesex County","MA","Ashby",1990,6.7,103,1425,1528,0,0
"Ashby","Middlesex County","MA","Ashby",1991,9.9,156,1415,1571,3.2,2.8
"Ashby","Middlesex County","MA","Ashby",1992,7.8,124,1458,1582,1.1,3.5
"Ashby","Middlesex County","MA","Ashby",1993,4.8,76,1507,1583,-1.9,3.6
"Ashby","Middlesex County","MA","Ashby",1994,5,82,1557,1639,-1.7,7.3
"Ashby","Middlesex County","MA","Ashby",1995,4.8,75,1502,1577,-1.9,3.2
"Ashby","Middlesex County","MA","Ashby",1996,5.3,84,1516,1600,-1.4,4.7
"Ashby","Middlesex County","MA","Ashby",1997,4.3,70,1558,1628,-2.4,6.5
"Ashby","Middlesex County","MA","Ashby",1998,3.4,55,1564,1619,-3.3,6
"Ashby","Middlesex County","MA","Ashby",1999,4,65,1571,1636,-2.7,7.1
"Ashby","Middlesex County","MA","Ashby",2000,2.6,41,1552,1593,-4.1,4.3
"Ashby","Middlesex County","MA","Ashby",2001,3.5,56,1537,1593,-3.2,4.3
"Ashby","Middlesex County","MA","Ashby",2002,5.5,88,1521,1609,-1.2,5.3
"Ashby","Middlesex County","MA","Ashby",2003,6.1,99,1513,1612,-0.6,5.5
"Ashby","Middlesex County","MA","Ashby",2004,6,96,1509,1605,-0.7,5
"Ashby","Middlesex County","MA","Ashby",2005,5.4,85,1494,1579,-1.3,3.3
"Ashby","Middlesex County","MA","Ashby",2006,5.5,88,1514,1602,-1.2,4.8
"Ashby","Middlesex County","MA","Ashby",2007,5.1,81,1522,1603,-1.6,4.9
"Ashby","Middlesex County","MA","Ashby",2008,5.9,94,1492,1586,-0.8,3.8
"Ashby","Middlesex County","MA","Ashby",2009,9.4,156,1502,1658,2.7,8.5
"Ashby","Middlesex County","MA","Ashby",2010,9.2,154,1511,1665,2.5,9
"Ashby","Middlesex County","MA","Ashby",2011,8.2,135,1520,1655,1.5,8.3
"Ashby","Middlesex County","MA","Ashby",2012,8.2,135,1519,1654,1.5,8.2
