"Municipal","County","State","Region","Year","Unemployment_Rate_Avg","No_Unemployed_Avg","No_Employed_Avg","No_Labor_Avg","Unemployment_Rate_Change","Labor_Pct_Change"
"Springfield","Hampden County","MA","Springfield",2012,11,7200,58535,65735,3,-6
"Sterling","Worcester County","MA","Sterling",1990,5.5,189,3264,3453,0,0
"Sterling","Worcester County","MA","Sterling",1991,8.1,282,3188,3470,2.6,0.5
"Sterling","Worcester County","MA","Sterling",1992,9.1,328,3279,3607,3.6,4.5
"Sterling","Worcester County","MA","Sterling",1993,7.2,266,3420,3686,1.7,6.7
"Sterling","Worcester County","MA","Sterling",1994,5.7,214,3531,3745,0.2,8.5
"Sterling","Worcester County","MA","Sterling",1995,5.1,181,3384,3565,-0.4,3.2
"Sterling","Worcester County","MA","Sterling",1996,3.5,127,3477,3604,-2,4.4
"Sterling","Worcester County","MA","Sterling",1997,3.5,131,3610,3741,-2,8.3
"Sterling","Worcester County","MA","Sterling",1998,2.3,90,3742,3832,-3.2,11
"Sterling","Worcester County","MA","Sterling",1999,3.2,127,3803,3930,-2.3,13.8
"Sterling","Worcester County","MA","Sterling",2000,2.1,87,4123,4210,-3.4,21.9
"Sterling","Worcester County","MA","Sterling",2001,3,127,4167,4294,-2.5,24.4
"Sterling","Worcester County","MA","Sterling",2002,4.8,213,4186,4399,-0.7,27.4
"Sterling","Worcester County","MA","Sterling",2003,5,223,4215,4438,-0.5,28.5
"Sterling","Worcester County","MA","Sterling",2004,4.6,202,4232,4434,-0.9,28.4
"Sterling","Worcester County","MA","Sterling",2005,4.4,194,4234,4428,-1.1,28.2
"Sterling","Worcester County","MA","Sterling",2006,4.1,184,4257,4441,-1.4,28.6
"Sterling","Worcester County","MA","Sterling",2007,4,179,4252,4431,-1.5,28.3
"Sterling","Worcester County","MA","Sterling",2008,4.4,192,4162,4354,-1.1,26.1
"Sterling","Worcester County","MA","Sterling",2009,7.2,315,4047,4362,1.7,26.3
"Sterling","Worcester County","MA","Sterling",2010,7.9,347,4073,4420,2.4,28
"Sterling","Worcester County","MA","Sterling",2011,6.4,279,4109,4388,0.9,27.1
"Sterling","Worcester County","MA","Sterling",2012,5.7,247,4107,4354,0.2,26.1
"Stockbridge","Berkshire County","MA","Stockbridge",1990,3.8,42,1052,1094,0,0
"Stockbridge","Berkshire County","MA","Stockbridge",1991,6.2,65,984,1049,2.4,-4.1
"Stockbridge","Berkshire County","MA","Stockbridge",1992,7,74,979,1053,3.2,-3.7
"Stockbridge","Berkshire County","MA","Stockbridge",1993,5.3,54,971,1025,1.5,-6.3
"Stockbridge","Berkshire County","MA","Stockbridge",1994,5.9,60,951,1011,2.1,-7.6
"Stockbridge","Berkshire County","MA","Stockbridge",1995,5.4,56,974,1030,1.6,-5.9
"Stockbridge","Berkshire County","MA","Stockbridge",1996,4.2,43,987,1030,0.4,-5.9
"Stockbridge","Berkshire County","MA","Stockbridge",1997,3.7,38,991,1029,-0.1,-5.9
"Stockbridge","Berkshire County","MA","Stockbridge",1998,3.3,34,988,1022,-0.5,-6.6
"Stockbridge","Berkshire County","MA","Stockbridge",1999,2.7,27,989,1016,-1.1,-7.1
"Stockbridge","Berkshire County","MA","Stockbridge",2000,1.9,25,1258,1283,-1.9,17.3
"Stockbridge","Berkshire County","MA","Stockbridge",2001,2.3,30,1298,1328,-1.5,21.4
"Stockbridge","Berkshire County","MA","Stockbridge",2002,3.3,46,1334,1380,-0.5,26.1
"Stockbridge","Berkshire County","MA","Stockbridge",2003,3.6,50,1332,1382,-0.2,26.3
"Stockbridge","Berkshire County","MA","Stockbridge",2004,3.9,54,1324,1378,0.1,26
"Stockbridge","Berkshire County","MA","Stockbridge",2005,3.3,46,1354,1400,-0.5,28
"Stockbridge","Berkshire County","MA","Stockbridge",2006,3.3,47,1366,1413,-0.5,29.2
"Stockbridge","Berkshire County","MA","Stockbridge",2007,3.2,44,1332,1376,-0.6,25.8
"Stockbridge","Berkshire County","MA","Stockbridge",2008,3.8,52,1326,1378,0,26
"Stockbridge","Berkshire County","MA","Stockbridge",2009,5.1,68,1277,1345,1.3,22.9
"Stockbridge","Berkshire County","MA","Stockbridge",2010,5.3,64,1142,1206,1.5,10.2
"Stockbridge","Berkshire County","MA","Stockbridge",2011,5,61,1149,1210,1.2,10.6
"Stockbridge","Berkshire County","MA","Stockbridge",2012,4.2,50,1139,1189,0.4,8.7
"Stoneham","Middlesex County","MA","Stoneham",1990,5.6,679,11488,12167,0,0
"Stoneham","Middlesex County","MA","Stoneham",1991,7.4,881,11027,11908,1.8,-2.1
"Stoneham","Middlesex County","MA","Stoneham",1992,7.6,898,10985,11883,2,-2.3
"Stoneham","Middlesex County","MA","Stoneham",1993,5.8,681,10997,11678,0.2,-4
"Stoneham","Middlesex County","MA","Stoneham",1994,5.1,607,11198,11805,-0.5,-3
"Stoneham","Middlesex County","MA","Stoneham",1995,5.1,613,11338,11951,-0.5,-1.8
"Stoneham","Middlesex County","MA","Stoneham",1996,4,479,11551,12030,-1.6,-1.1
"Stoneham","Middlesex County","MA","Stoneham",1997,3.4,421,11838,12259,-2.2,0.8
"Stoneham","Middlesex County","MA","Stoneham",1998,2.9,361,12066,12427,-2.7,2.1
"Stoneham","Middlesex County","MA","Stoneham",1999,2.9,358,12164,12522,-2.7,2.9
"Stoneham","Middlesex County","MA","Stoneham",2000,2.3,281,12006,12287,-3.3,1
"Stoneham","Middlesex County","MA","Stoneham",2001,3.3,405,11938,12343,-2.3,1.4
"Stoneham","Middlesex County","MA","Stoneham",2002,4.9,596,11663,12259,-0.7,0.8
"Stoneham","Middlesex County","MA","Stoneham",2003,5.2,626,11422,12048,-0.4,-1
"Stoneham","Middlesex County","MA","Stoneham",2004,4.9,580,11333,11913,-0.7,-2.1
"Stoneham","Middlesex County","MA","Stoneham",2005,4.5,531,11348,11879,-1.1,-2.4
"Stoneham","Middlesex County","MA","Stoneham",2006,4.4,507,11061,11568,-1.2,-4.9
"Stoneham","Middlesex County","MA","Stoneham",2007,4.2,491,11142,11633,-1.4,-4.4
"Stoneham","Middlesex County","MA","Stoneham",2008,4.8,562,11117,11679,-0.8,-4
"Stoneham","Middlesex County","MA","Stoneham",2009,7.4,870,10817,11687,1.8,-3.9
"Stoneham","Middlesex County","MA","Stoneham",2010,7.1,840,10918,11758,1.5,-3.4
"Stoneham","Middlesex County","MA","Stoneham",2011,6.4,761,11078,11839,0.8,-2.7
"Stoneham","Middlesex County","MA","Stoneham",2012,5.6,665,11199,11864,0,-2.5
"Stoughton","Norfolk County","MA","Stoughton",1990,5.9,904,14302,15206,0,0
"Stoughton","Norfolk County","MA","Stoughton",1991,8.3,1257,13910,15167,2.4,-0.3
"Stoughton","Norfolk County","MA","Stoughton",1992,9.1,1377,13834,15211,3.2,0
"Stoughton","Norfolk County","MA","Stoughton",1993,7.4,1123,13970,15093,1.5,-0.7
"Stoughton","Norfolk County","MA","Stoughton",1994,6.3,945,14155,15100,0.4,-0.7
"Stoughton","Norfolk County","MA","Stoughton",1995,5.1,775,14472,15247,-0.8,0.3
"Stoughton","Norfolk County","MA","Stoughton",1996,4.2,641,14759,15400,-1.7,1.3
"Stoughton","Norfolk County","MA","Stoughton",1997,3.8,602,15128,15730,-2.1,3.4
"Stoughton","Norfolk County","MA","Stoughton",1998,3,472,15337,15809,-2.9,4
"Stoughton","Norfolk County","MA","Stoughton",1999,3.2,517,15523,16040,-2.7,5.5
"Stoughton","Norfolk County","MA","Stoughton",2000,2.8,426,14966,15392,-3.1,1.2
"Stoughton","Norfolk County","MA","Stoughton",2001,3.6,563,14918,15481,-2.3,1.8
"Stoughton","Norfolk County","MA","Stoughton",2002,5.1,794,14630,15424,-0.8,1.4
"Stoughton","Norfolk County","MA","Stoughton",2003,5.9,907,14360,15267,0,0.4
"Stoughton","Norfolk County","MA","Stoughton",2004,5.2,786,14279,15065,-0.7,-0.9
"Stoughton","Norfolk County","MA","Stoughton",2005,4.8,729,14314,15043,-1.1,-1.1
"Stoughton","Norfolk County","MA","Stoughton",2006,4.6,692,14230,14922,-1.3,-1.9
"Stoughton","Norfolk County","MA","Stoughton",2007,4.3,654,14402,15056,-1.6,-1
"Stoughton","Norfolk County","MA","Stoughton",2008,5.3,813,14406,15219,-0.6,0.1
"Stoughton","Norfolk County","MA","Stoughton",2009,8,1202,13896,15098,2.1,-0.7
"Stoughton","Norfolk County","MA","Stoughton",2010,8,1219,14004,15223,2.1,0.1
"Stoughton","Norfolk County","MA","Stoughton",2011,6.7,1023,14163,15186,0.8,-0.1
"Stoughton","Norfolk County","MA","Stoughton",2012,6.3,964,14318,15282,0.4,0.5
"Stow","Middlesex County","MA","Stow",1990,3.7,114,3009,3123,0,0
"Stow","Middlesex County","MA","Stow",1991,5.8,177,2899,3076,2.1,-1.5
"Stow","Middlesex County","MA","Stow",1992,6.3,197,2918,3115,2.6,-0.3
"Stow","Middlesex County","MA","Stow",1993,5.6,176,2995,3171,1.9,1.5
"Stow","Middlesex County","MA","Stow",1994,4.6,149,3064,3213,0.9,2.9
"Stow","Middlesex County","MA","Stow",1995,4.1,136,3168,3304,0.4,5.8
"Stow","Middlesex County","MA","Stow",1996,2.6,88,3256,3344,-1.1,7.1
"Stow","Middlesex County","MA","Stow",1997,2.2,74,3357,3431,-1.5,9.9
"Stow","Middlesex County","MA","Stow",1998,2.2,78,3427,3505,-1.5,12.2
"Stow","Middlesex County","MA","Stow",1999,2.2,77,3490,3567,-1.5,14.2
"Stow","Middlesex County","MA","Stow",2000,2,65,3263,3328,-1.7,6.6
"Stow","Middlesex County","MA","Stow",2001,3.2,108,3301,3409,-0.5,9.2
"Stow","Middlesex County","MA","Stow",2002,4.9,168,3264,3432,1.2,9.9
"Stow","Middlesex County","MA","Stow",2003,5,172,3247,3419,1.3,9.5
"Stow","Middlesex County","MA","Stow",2004,4,136,3243,3379,0.3,8.2
"Stow","Middlesex County","MA","Stow",2005,3.6,123,3310,3433,-0.1,9.9
"Stow","Middlesex County","MA","Stow",2006,3.7,125,3293,3418,0,9.4
"Stow","Middlesex County","MA","Stow",2007,3.3,115,3369,3484,-0.4,11.6
"Stow","Middlesex County","MA","Stow",2008,4.2,150,3442,3592,0.5,15
"Stow","Middlesex County","MA","Stow",2009,6.1,222,3410,3632,2.4,16.3
"Stow","Middlesex County","MA","Stow",2010,5.5,198,3419,3617,1.8,15.8
"Stow","Middlesex County","MA","Stow",2011,4.8,175,3469,3644,1.1,16.7
"Stow","Middlesex County","MA","Stow",2012,4.5,167,3507,3674,0.8,17.6
"Sturbridge","Worcester County","MA","Sturbridge",1990,5.6,238,4001,4239,0,0
"Sturbridge","Worcester County","MA","Sturbridge",1991,8.4,357,3912,4269,2.8,0.7
"Sturbridge","Worcester County","MA","Sturbridge",1992,8.4,365,3992,4357,2.8,2.8
"Sturbridge","Worcester County","MA","Sturbridge",1993,6.4,279,4057,4336,0.8,2.3
"Sturbridge","Worcester County","MA","Sturbridge",1994,4.8,209,4117,4326,-0.8,2.1
"Sturbridge","Worcester County","MA","Sturbridge",1995,4.4,184,4020,4204,-1.2,-0.8
"Sturbridge","Worcester County","MA","Sturbridge",1996,3.7,156,4092,4248,-1.9,0.2
"Sturbridge","Worcester County","MA","Sturbridge",1997,3.6,156,4221,4377,-2,3.3
"Sturbridge","Worcester County","MA","Sturbridge",1998,2.7,119,4311,4430,-2.9,4.5
"Sturbridge","Worcester County","MA","Sturbridge",1999,2.5,111,4296,4407,-3.1,4
"Sturbridge","Worcester County","MA","Sturbridge",2000,2.4,105,4351,4456,-3.2,5.1
"Sturbridge","Worcester County","MA","Sturbridge",2001,2.9,133,4420,4553,-2.7,7.4
"Sturbridge","Worcester County","MA","Sturbridge",2002,4.8,224,4447,4671,-0.8,10.2
"Sturbridge","Worcester County","MA","Sturbridge",2003,5.6,268,4527,4795,0,13.1
"Sturbridge","Worcester County","MA","Sturbridge",2004,5.1,249,4636,4885,-0.5,15.2
"Sturbridge","Worcester County","MA","Sturbridge",2005,4.3,214,4711,4925,-1.3,16.2
"Sturbridge","Worcester County","MA","Sturbridge",2006,4.2,208,4703,4911,-1.4,15.9
"Sturbridge","Worcester County","MA","Sturbridge",2007,4.5,221,4715,4936,-1.1,16.4
"Sturbridge","Worcester County","MA","Sturbridge",2008,5.1,248,4620,4868,-0.5,14.8
"Sturbridge","Worcester County","MA","Sturbridge",2009,7.9,385,4497,4882,2.3,15.2
"Sturbridge","Worcester County","MA","Sturbridge",2010,7.5,381,4717,5098,1.9,20.3
"Sturbridge","Worcester County","MA","Sturbridge",2011,7,357,4759,5116,1.4,20.7
"Sturbridge","Worcester County","MA","Sturbridge",2012,6.4,323,4757,5080,0.8,19.8
"Sudbury","Middlesex County","MA","Sudbury",1990,3.4,280,7916,8196,0,0
"Sudbury","Middlesex County","MA","Sudbury",1991,4.3,344,7729,8073,0.9,-1.5
"Sudbury","Middlesex County","MA","Sudbury",1992,5,412,7808,8220,1.6,0.3
"Sudbury","Middlesex County","MA","Sudbury",1993,4.1,344,7997,8341,0.7,1.8
"Sudbury","Middlesex County","MA","Sudbury",1994,3.7,317,8250,8567,0.3,4.5
"Sudbury","Middlesex County","MA","Sudbury",1995,3.4,289,8123,8412,0,2.6
"Sudbury","Middlesex County","MA","Sudbury",1996,2.3,199,8379,8578,-1.1,4.7
"Sudbury","Middlesex County","MA","Sudbury",1997,1.9,167,8680,8847,-1.5,7.9
"Sudbury","Middlesex County","MA","Sudbury",1998,1.6,142,8917,9059,-1.8,10.5
"Sudbury","Middlesex County","MA","Sudbury",1999,1.6,144,9146,9290,-1.8,13.3
"Sudbury","Middlesex County","MA","Sudbury",2000,1.8,153,8305,8458,-1.6,3.2
"Sudbury","Middlesex County","MA","Sudbury",2001,3,255,8366,8621,-0.4,5.2
"Sudbury","Middlesex County","MA","Sudbury",2002,4.7,405,8260,8665,1.3,5.7
"Sudbury","Middlesex County","MA","Sudbury",2003,4.8,408,8136,8544,1.4,4.2
"Sudbury","Middlesex County","MA","Sudbury",2004,3.8,323,8122,8445,0.4,3
"Sudbury","Middlesex County","MA","Sudbury",2005,3.4,287,8162,8449,0,3.1
"Sudbury","Middlesex County","MA","Sudbury",2006,3.7,308,8054,8362,0.3,2
"Sudbury","Middlesex County","MA","Sudbury",2007,3.1,265,8160,8425,-0.3,2.8
"Sudbury","Middlesex County","MA","Sudbury",2008,3.8,323,8208,8531,0.4,4.1
"Sudbury","Middlesex County","MA","Sudbury",2009,6,515,8061,8576,2.6,4.6
"Sudbury","Middlesex County","MA","Sudbury",2010,5.8,507,8180,8687,2.4,6
"Sudbury","Middlesex County","MA","Sudbury",2011,5,436,8301,8737,1.6,6.6
"Sudbury","Middlesex County","MA","Sudbury",2012,4.5,395,8392,8787,1.1,7.2
NA,"Suffolk County","MA","Suffolk County",1990,6.1,21425,328598,350023,-0.2,-89.2
NA,"Suffolk County","MA","Suffolk County",1991,8.6,29524,312148,341672,2.3,-89.4
NA,"Suffolk County","MA","Suffolk County",1992,8.6,28585,304876,333461,2.3,-89.7
NA,"Suffolk County","MA","Suffolk County",1993,7.2,23615,306629,330244,0.9,-89.8
NA,"Suffolk County","MA","Suffolk County",1994,6.2,20383,308484,328867,-0.1,-89.8
NA,"Suffolk County","MA","Suffolk County",1995,5.6,18920,318455,337375,-0.7,-89.5
NA,"Suffolk County","MA","Suffolk County",1996,4.8,16232,322348,338580,-1.5,-89.5
NA,"Suffolk County","MA","Suffolk County",1997,4.3,14912,328401,343313,-2,-89.4
NA,"Suffolk County","MA","Suffolk County",1998,3.6,12289,332037,344326,-2.7,-89.3
NA,"Suffolk County","MA","Suffolk County",1999,3.5,12148,334447,346595,-2.8,-89.3
NA,"Suffolk County","MA","Suffolk County",2000,3.1,10739,340347,351086,-3.2,-89.1
NA,"Suffolk County","MA","Suffolk County",2001,4.1,14645,339407,354052,-2.2,-89
NA,"Suffolk County","MA","Suffolk County",2002,5.9,20873,330953,351826,-0.4,-89.1
NA,"Suffolk County","MA","Suffolk County",2003,6.6,22566,321685,344251,0.3,-89.3
NA,"Suffolk County","MA","Suffolk County",2004,5.8,19356,316149,335505,-0.5,-89.6
NA,"Suffolk County","MA","Suffolk County",2005,5.3,17660,314335,331995,-1,-89.7
NA,"Suffolk County","MA","Suffolk County",2006,5,17826,340610,358436,-1.3,-88.9
NA,"Suffolk County","MA","Suffolk County",2007,4.5,16381,348430,364811,-1.8,-88.7
NA,"Suffolk County","MA","Suffolk County",2008,5.3,19589,353405,372994,-1,-88.4
NA,"Suffolk County","MA","Suffolk County",2009,7.8,29134,345421,374555,1.5,-88.4
NA,"Suffolk County","MA","Suffolk County",2010,8.1,29709,335890,365599,1.8,-88.7
NA,"Suffolk County","MA","Suffolk County",2011,7.1,26164,341489,367653,0.8,-88.6
NA,"Suffolk County","MA","Suffolk County",2012,6.6,24392,345228,369620,0.3,-88.5
"Sunderland","Franklin County","MA","Sunderland",1990,4,83,1989,2072,0,0
"Sunderland","Franklin County","MA","Sunderland",1991,6,120,1884,2004,2,-3.3
"Sunderland","Franklin County","MA","Sunderland",1992,6.1,123,1897,2020,2.1,-2.5
"Sunderland","Franklin County","MA","Sunderland",1993,5.1,106,1981,2087,1.1,0.7
"Sunderland","Franklin County","MA","Sunderland",1994,4.6,98,2014,2112,0.6,1.9
"Sunderland","Franklin County","MA","Sunderland",1995,3.5,72,2000,2072,-0.5,0
"Sunderland","Franklin County","MA","Sunderland",1996,2.5,53,2037,2090,-1.5,0.9
"Sunderland","Franklin County","MA","Sunderland",1997,2.1,45,2080,2125,-1.9,2.6
"Sunderland","Franklin County","MA","Sunderland",1998,2.1,45,2080,2125,-1.9,2.6
"Sunderland","Franklin County","MA","Sunderland",1999,2.2,48,2109,2157,-1.8,4.1
"Sunderland","Franklin County","MA","Sunderland",2000,1.8,41,2197,2238,-2.2,8
"Sunderland","Franklin County","MA","Sunderland",2001,2.1,48,2252,2300,-1.9,11
"Sunderland","Franklin County","MA","Sunderland",2002,2.9,68,2245,2313,-1.1,11.6
"Sunderland","Franklin County","MA","Sunderland",2003,3.5,81,2265,2346,-0.5,13.2
"Sunderland","Franklin County","MA","Sunderland",2004,3.1,74,2285,2359,-0.9,13.9
"Sunderland","Franklin County","MA","Sunderland",2005,3.3,77,2288,2365,-0.7,14.1
"Sunderland","Franklin County","MA","Sunderland",2006,3.4,80,2297,2377,-0.6,14.7
"Sunderland","Franklin County","MA","Sunderland",2007,3.3,78,2275,2353,-0.7,13.6
"Sunderland","Franklin County","MA","Sunderland",2008,3.5,80,2189,2269,-0.5,9.5
"Sunderland","Franklin County","MA","Sunderland",2009,5,119,2243,2362,1,14
"Sunderland","Franklin County","MA","Sunderland",2010,5.8,126,2055,2181,1.8,5.3
"Sunderland","Franklin County","MA","Sunderland",2011,4.7,102,2077,2179,0.7,5.2
"Sunderland","Franklin County","MA","Sunderland",2012,4.2,92,2096,2188,0.2,5.6
"Sutton","Worcester County","MA","Sutton",1990,4.6,172,3533,3705,0,0
"Sutton","Worcester County","MA","Sutton",1991,7.7,291,3495,3786,3.1,2.2
"Sutton","Worcester County","MA","Sutton",1992,7.7,297,3558,3855,3.1,4
"Sutton","Worcester County","MA","Sutton",1993,5.5,218,3714,3932,0.9,6.1
"Sutton","Worcester County","MA","Sutton",1994,4.6,187,3872,4059,0,9.6
"Sutton","Worcester County","MA","Sutton",1995,4.4,170,3707,3877,-0.2,4.6
"Sutton","Worcester County","MA","Sutton",1996,4,159,3798,3957,-0.6,6.8
"Sutton","Worcester County","MA","Sutton",1997,3.8,154,3932,4086,-0.8,10.3
"Sutton","Worcester County","MA","Sutton",1998,2.7,112,4004,4116,-1.9,11.1
"Sutton","Worcester County","MA","Sutton",1999,2.9,122,4057,4179,-1.7,12.8
"Sutton","Worcester County","MA","Sutton",2000,2.2,102,4478,4580,-2.4,23.6
"Sutton","Worcester County","MA","Sutton",2001,3.3,155,4565,4720,-1.3,27.4
"Sutton","Worcester County","MA","Sutton",2002,4.5,214,4592,4806,-0.1,29.7
"Sutton","Worcester County","MA","Sutton",2003,5.1,248,4633,4881,0.5,31.7
"Sutton","Worcester County","MA","Sutton",2004,4.8,233,4625,4858,0.2,31.1
"Sutton","Worcester County","MA","Sutton",2005,4.4,213,4669,4882,-0.2,31.8
"Sutton","Worcester County","MA","Sutton",2006,4,199,4728,4927,-0.6,33
"Sutton","Worcester County","MA","Sutton",2007,4,196,4752,4948,-0.6,33.5
"Sutton","Worcester County","MA","Sutton",2008,4.9,242,4668,4910,0.3,32.5
"Sutton","Worcester County","MA","Sutton",2009,7.6,374,4548,4922,3,32.8
"Sutton","Worcester County","MA","Sutton",2010,8,387,4456,4843,3.4,30.7
"Sutton","Worcester County","MA","Sutton",2011,7,337,4496,4833,2.4,30.4
"Sutton","Worcester County","MA","Sutton",2012,6.4,308,4495,4803,1.8,29.6
"Swampscott","Essex County","MA","Swampscott",1990,4.5,324,6947,7271,0,0
"Swampscott","Essex County","MA","Swampscott",1991,7,506,6736,7242,2.5,-0.4
"Swampscott","Essex County","MA","Swampscott",1992,7.3,527,6687,7214,2.8,-0.8
"Swampscott","Essex County","MA","Swampscott",1993,5.3,375,6717,7092,0.8,-2.5
"Swampscott","Essex County","MA","Swampscott",1994,5,357,6851,7208,0.5,-0.9
"Swampscott","Essex County","MA","Swampscott",1995,4.2,298,6863,7161,-0.3,-1.5
"Swampscott","Essex County","MA","Swampscott",1996,3.4,247,6997,7244,-1.1,-0.4
"Swampscott","Essex County","MA","Swampscott",1997,3.1,230,7176,7406,-1.4,1.9
"Swampscott","Essex County","MA","Swampscott",1998,2.5,185,7258,7443,-2,2.4
"Swampscott","Essex County","MA","Swampscott",1999,2.5,191,7347,7538,-2,3.7
"Swampscott","Essex County","MA","Swampscott",2000,2.2,173,7739,7912,-2.3,8.8
"Swampscott","Essex County","MA","Swampscott",2001,3,236,7746,7982,-1.5,9.8
"Swampscott","Essex County","MA","Swampscott",2002,4.3,345,7638,7983,-0.2,9.8
"Swampscott","Essex County","MA","Swampscott",2003,4.8,384,7552,7936,0.3,9.1
"Swampscott","Essex County","MA","Swampscott",2004,4.3,336,7476,7812,-0.2,7.4
"Swampscott","Essex County","MA","Swampscott",2005,4,306,7415,7721,-0.5,6.2
"Swampscott","Essex County","MA","Swampscott",2006,3.8,293,7423,7716,-0.7,6.1
"Swampscott","Essex County","MA","Swampscott",2007,3.4,260,7377,7637,-1.1,5
"Swampscott","Essex County","MA","Swampscott",2008,4.3,334,7360,7694,-0.2,5.8
"Swampscott","Essex County","MA","Swampscott",2009,6.9,537,7205,7742,2.4,6.5
"Swampscott","Essex County","MA","Swampscott",2010,7.1,537,7074,7611,2.6,4.7
"Swampscott","Essex County","MA","Swampscott",2011,5.5,417,7157,7574,1,4.2
"Swampscott","Essex County","MA","Swampscott",2012,5.3,402,7212,7614,0.8,4.7
"Swansea","Bristol County","MA","Swansea",1990,7.2,635,8192,8827,0,0
"Swansea","Bristol County","MA","Swansea",1991,11.7,1042,7863,8905,4.5,0.9
"Swansea","Bristol County","MA","Swansea",1992,11.8,1051,7887,8938,4.6,1.3
"Swansea","Bristol County","MA","Swansea",1993,11.4,1034,8050,9084,4.2,2.9
"Swansea","Bristol County","MA","Swansea",1994,8.3,748,8228,8976,1.1,1.7
"Swansea","Bristol County","MA","Swansea",1995,7.5,675,8271,8946,0.3,1.3
"Swansea","Bristol County","MA","Swansea",1996,6.9,613,8320,8933,-0.3,1.2
"Swansea","Bristol County","MA","Swansea",1997,6,542,8486,9028,-1.2,2.3
"Swansea","Bristol County","MA","Swansea",1998,4,353,8554,8907,-3.2,0.9
"Swansea","Bristol County","MA","Swansea",1999,3.7,333,8567,8900,-3.5,0.8
"Swansea","Bristol County","MA","Swansea",2000,3.8,340,8703,9043,-3.4,2.4
"Swansea","Bristol County","MA","Swansea",2001,4.4,399,8663,9062,-2.8,2.7
"Swansea","Bristol County","MA","Swansea",2002,5.5,506,8731,9237,-1.7,4.6
"Swansea","Bristol County","MA","Swansea",2003,5.7,532,8813,9345,-1.5,5.9
"Swansea","Bristol County","MA","Swansea",2004,5.6,525,8838,9363,-1.6,6.1
"Swansea","Bristol County","MA","Swansea",2005,5.3,493,8864,9357,-1.9,6
"Swansea","Bristol County","MA","Swansea",2006,5.7,544,8942,9486,-1.5,7.5
"Swansea","Bristol County","MA","Swansea",2007,5.6,534,8973,9507,-1.6,7.7
"Swansea","Bristol County","MA","Swansea",2008,6.8,643,8794,9437,-0.4,6.9
"Swansea","Bristol County","MA","Swansea",2009,10.9,1022,8393,9415,3.7,6.7
"Swansea","Bristol County","MA","Swansea",2010,11.1,1021,8208,9229,3.9,4.6
"Swansea","Bristol County","MA","Swansea",2011,10.2,944,8268,9212,3,4.4
"Swansea","Bristol County","MA","Swansea",2012,9.6,879,8281,9160,2.4,3.8
"Taunton","Bristol County","MA","Taunton",1990,8.3,2236,24546,26782,0,0
"Taunton","Bristol County","MA","Taunton",1991,10.6,2826,23826,26652,2.3,-0.5
"Taunton","Bristol County","MA","Taunton",1992,10.7,2859,23872,26731,2.4,-0.2
"Taunton","Bristol County","MA","Taunton",1993,8.8,2342,24262,26604,0.5,-0.7
"Taunton","Bristol County","MA","Taunton",1994,7.5,2006,24805,26811,-0.8,0.1
"Taunton","Bristol County","MA","Taunton",1995,6.7,1813,25127,26940,-1.6,0.6
"Taunton","Bristol County","MA","Taunton",1996,5.8,1571,25611,27182,-2.5,1.5
"Taunton","Bristol County","MA","Taunton",1997,5,1378,26347,27725,-3.3,3.5
"Taunton","Bristol County","MA","Taunton",1998,3.8,1073,26921,27994,-4.5,4.5
"Taunton","Bristol County","MA","Taunton",1999,3.5,997,27314,28311,-4.8,5.7
"Taunton","Bristol County","MA","Taunton",2000,2.9,888,29297,30185,-5.4,12.7
"Taunton","Bristol County","MA","Taunton",2001,3.9,1186,29295,30481,-4.4,13.8
"Taunton","Bristol County","MA","Taunton",2002,5.3,1640,29178,30818,-3,15.1
"Taunton","Bristol County","MA","Taunton",2003,5.9,1828,29012,30840,-2.4,15.2
"Taunton","Bristol County","MA","Taunton",2004,5.5,1683,28756,30439,-2.8,13.7
"Taunton","Bristol County","MA","Taunton",2005,5.1,1577,29068,30645,-3.2,14.4
"Taunton","Bristol County","MA","Taunton",2006,5.4,1664,29336,31000,-2.9,15.7
"Taunton","Bristol County","MA","Taunton",2007,5.1,1577,29436,31013,-3.2,15.8
"Taunton","Bristol County","MA","Taunton",2008,6.2,1951,29355,31306,-2.1,16.9
"Taunton","Bristol County","MA","Taunton",2009,9.5,2960,28291,31251,1.2,16.7
"Taunton","Bristol County","MA","Taunton",2010,9.5,2951,28207,31158,1.2,16.3
"Taunton","Bristol County","MA","Taunton",2011,8.5,2653,28500,31153,0.2,16.3
"Taunton","Bristol County","MA","Taunton",2012,7.7,2378,28415,30793,-0.6,15
"Templeton","Worcester County","MA","Templeton",1990,8.5,281,3042,3323,0,0
"Templeton","Worcester County","MA","Templeton",1991,11.5,389,3002,3391,3,2
"Templeton","Worcester County","MA","Templeton",1992,10.7,370,3103,3473,2.2,4.5
"Templeton","Worcester County","MA","Templeton",1993,7.6,257,3116,3373,-0.9,1.5
"Templeton","Worcester County","MA","Templeton",1994,7.1,239,3104,3343,-1.4,0.6
"Templeton","Worcester County","MA","Templeton",1995,6.7,234,3274,3508,-1.8,5.6
"Templeton","Worcester County","MA","Templeton",1996,6.2,217,3281,3498,-2.3,5.3
"Templeton","Worcester County","MA","Templeton",1997,5.4,191,3368,3559,-3.1,7.1
"Templeton","Worcester County","MA","Templeton",1998,4.4,155,3387,3542,-4.1,6.6
"Templeton","Worcester County","MA","Templeton",1999,4.4,158,3397,3555,-4.1,7
"Templeton","Worcester County","MA","Templeton",2000,3.6,125,3363,3488,-4.9,5
