"Municipal","County","State","Region","Year","Unemployment_Rate_Avg","No_Unemployed_Avg","No_Employed_Avg","No_Labor_Avg","Labor_Pct_Change"
"Dennis","Barnstable County","MA","Dennis",2012,7.5,571,7090,7661,-7.9
"Dighton","Bristol County","MA","Dighton",2003,5.2,192,3519,3711,0
"Dighton","Bristol County","MA","Dighton",2004,5.1,191,3533,3724,0.4
"Dighton","Bristol County","MA","Dighton",2005,4.6,173,3617,3790,2.1
"Dighton","Bristol County","MA","Dighton",2006,4.7,180,3690,3870,4.3
"Dighton","Bristol County","MA","Dighton",2007,4.5,178,3739,3917,5.6
"Dighton","Bristol County","MA","Dighton",2008,5.8,228,3721,3949,6.4
"Dighton","Bristol County","MA","Dighton",2009,8.5,335,3608,3943,6.3
"Dighton","Bristol County","MA","Dighton",2010,8.7,360,3757,4117,10.9
"Dighton","Bristol County","MA","Dighton",2011,6.9,281,3795,4076,9.8
"Dighton","Bristol County","MA","Dighton",2012,6.7,272,3784,4056,9.3
"Douglas","Worcester County","MA","Douglas",2003,5.4,240,4203,4443,0
"Douglas","Worcester County","MA","Douglas",2004,4.8,215,4250,4465,0.5
"Douglas","Worcester County","MA","Douglas",2005,4.7,213,4305,4518,1.7
"Douglas","Worcester County","MA","Douglas",2006,4.7,215,4373,4588,3.3
"Douglas","Worcester County","MA","Douglas",2007,4.8,222,4389,4611,3.8
"Douglas","Worcester County","MA","Douglas",2008,5.4,246,4324,4570,2.9
"Douglas","Worcester County","MA","Douglas",2009,8.5,394,4217,4611,3.8
"Douglas","Worcester County","MA","Douglas",2010,7.6,365,4427,4792,7.9
"Douglas","Worcester County","MA","Douglas",2011,7,334,4466,4800,8
"Douglas","Worcester County","MA","Douglas",2012,6.5,308,4464,4772,7.4
"Dover","Norfolk County","MA","Dover",2003,3.4,97,2743,2840,0
"Dover","Norfolk County","MA","Dover",2004,3,84,2734,2818,-0.8
"Dover","Norfolk County","MA","Dover",2005,2.7,76,2755,2831,-0.3
"Dover","Norfolk County","MA","Dover",2006,2.6,72,2715,2787,-1.9
"Dover","Norfolk County","MA","Dover",2007,2.3,65,2739,2804,-1.3
"Dover","Norfolk County","MA","Dover",2008,3.1,88,2748,2836,-0.1
"Dover","Norfolk County","MA","Dover",2009,5.1,145,2671,2816,-0.8
"Dover","Norfolk County","MA","Dover",2010,4.9,135,2644,2779,-2.1
"Dover","Norfolk County","MA","Dover",2011,4.2,117,2673,2790,-1.8
"Dover","Norfolk County","MA","Dover",2012,3.9,110,2703,2813,-1
"Dracut","Middlesex County","MA","Dracut",2003,6.1,994,15398,16392,0
"Dracut","Middlesex County","MA","Dracut",2004,5.7,930,15271,16201,-1.2
"Dracut","Middlesex County","MA","Dracut",2005,4.9,799,15494,16293,-0.6
"Dracut","Middlesex County","MA","Dracut",2006,4.7,781,15741,16522,0.8
"Dracut","Middlesex County","MA","Dracut",2007,4.7,777,15796,16573,1.1
"Dracut","Middlesex County","MA","Dracut",2008,5.4,892,15755,16647,1.6
"Dracut","Middlesex County","MA","Dracut",2009,8.6,1438,15252,16690,1.8
"Dracut","Middlesex County","MA","Dracut",2010,8.7,1470,15387,16857,2.8
"Dracut","Middlesex County","MA","Dracut",2011,7.3,1217,15555,16772,2.3
"Dracut","Middlesex County","MA","Dracut",2012,6.7,1132,15726,16858,2.8
"Dudley","Worcester County","MA","Dudley",2003,6.4,379,5578,5957,0
"Dudley","Worcester County","MA","Dudley",2004,5.6,334,5595,5929,-0.5
"Dudley","Worcester County","MA","Dudley",2005,5.4,321,5597,5918,-0.7
"Dudley","Worcester County","MA","Dudley",2006,5.4,324,5648,5972,0.3
"Dudley","Worcester County","MA","Dudley",2007,5,301,5695,5996,0.7
"Dudley","Worcester County","MA","Dudley",2008,5.8,355,5719,6074,2
"Dudley","Worcester County","MA","Dudley",2009,9.1,556,5548,6104,2.5
"Dudley","Worcester County","MA","Dudley",2010,8.8,547,5644,6191,3.9
"Dudley","Worcester County","MA","Dudley",2011,7.6,471,5692,6163,3.5
"Dudley","Worcester County","MA","Dudley",2012,7.1,435,5690,6125,2.8
NA,"Dukes County","MA","Dukes County",2003,4.2,469,10607,11076,-99.7
NA,"Dukes County","MA","Dukes County",2004,4,450,10685,11135,-99.7
NA,"Dukes County","MA","Dukes County",2005,3.9,431,10543,10974,-99.7
NA,"Dukes County","MA","Dukes County",2006,3.9,430,10639,11069,-99.7
NA,"Dukes County","MA","Dukes County",2007,3.5,393,10752,11145,-99.7
NA,"Dukes County","MA","Dukes County",2008,4.2,466,10758,11224,-99.7
NA,"Dukes County","MA","Dukes County",2009,6.4,727,10604,11331,-99.7
NA,"Dukes County","MA","Dukes County",2010,7.6,877,10670,11547,-99.7
NA,"Dukes County","MA","Dukes County",2011,7.3,843,10752,11595,-99.7
NA,"Dukes County","MA","Dukes County",2012,6.9,805,10860,11665,-99.7
"Dunstable","Middlesex County","MA","Dunstable",2003,5,90,1693,1783,0
"Dunstable","Middlesex County","MA","Dunstable",2004,4.2,75,1711,1786,0.2
"Dunstable","Middlesex County","MA","Dunstable",2005,3.5,64,1752,1816,1.9
"Dunstable","Middlesex County","MA","Dunstable",2006,3.5,64,1788,1852,3.9
"Dunstable","Middlesex County","MA","Dunstable",2007,3.3,62,1825,1887,5.8
"Dunstable","Middlesex County","MA","Dunstable",2008,3.9,74,1838,1912,7.2
"Dunstable","Middlesex County","MA","Dunstable",2009,6.1,119,1819,1938,8.7
"Dunstable","Middlesex County","MA","Dunstable",2010,6,110,1720,1830,2.6
"Dunstable","Middlesex County","MA","Dunstable",2011,5.5,102,1739,1841,3.3
"Dunstable","Middlesex County","MA","Dunstable",2012,5.3,98,1758,1856,4.1
"Duxbury","Plymouth County","MA","Duxbury",2003,4.4,322,6964,7286,0
"Duxbury","Plymouth County","MA","Duxbury",2004,4,292,6983,7275,-0.2
"Duxbury","Plymouth County","MA","Duxbury",2005,3.9,283,7042,7325,0.5
"Duxbury","Plymouth County","MA","Duxbury",2006,3.7,255,6724,6979,-4.2
"Duxbury","Plymouth County","MA","Duxbury",2007,3.6,255,6773,7028,-3.5
"Duxbury","Plymouth County","MA","Duxbury",2008,4.4,313,6775,7088,-2.7
"Duxbury","Plymouth County","MA","Duxbury",2009,6.9,491,6584,7075,-2.9
"Duxbury","Plymouth County","MA","Duxbury",2010,6.7,502,7007,7509,3.1
"Duxbury","Plymouth County","MA","Duxbury",2011,5.4,404,7075,7479,2.6
"Duxbury","Plymouth County","MA","Duxbury",2012,5.2,395,7152,7547,3.6
"East Bridgewater","Plymouth County","MA","East Bridgewater",2003,5.3,389,6938,7327,0
"East Bridgewater","Plymouth County","MA","East Bridgewater",2004,4.8,352,6934,7286,-0.6
"East Bridgewater","Plymouth County","MA","East Bridgewater",2005,4.7,344,7041,7385,0.8
"East Bridgewater","Plymouth County","MA","East Bridgewater",2006,4.8,360,7172,7532,2.8
"East Bridgewater","Plymouth County","MA","East Bridgewater",2007,4.5,338,7241,7579,3.4
"East Bridgewater","Plymouth County","MA","East Bridgewater",2008,5.6,431,7251,7682,4.8
"East Bridgewater","Plymouth County","MA","East Bridgewater",2009,8.6,666,7057,7723,5.4
"East Bridgewater","Plymouth County","MA","East Bridgewater",2010,8.8,664,6898,7562,3.2
"East Bridgewater","Plymouth County","MA","East Bridgewater",2011,8.1,612,6960,7572,3.3
"East Bridgewater","Plymouth County","MA","East Bridgewater",2012,7.2,543,7022,7565,3.2
"East Brookfield","Worcester County","MA","East Brookfield",2003,5.2,63,1145,1208,0
"East Brookfield","Worcester County","MA","East Brookfield",2004,5.6,67,1139,1206,-0.2
"East Brookfield","Worcester County","MA","East Brookfield",2005,4.1,48,1130,1178,-2.5
"East Brookfield","Worcester County","MA","East Brookfield",2006,4.3,51,1129,1180,-2.3
"East Brookfield","Worcester County","MA","East Brookfield",2007,4.3,51,1125,1176,-2.6
"East Brookfield","Worcester County","MA","East Brookfield",2008,5.1,59,1097,1156,-4.3
"East Brookfield","Worcester County","MA","East Brookfield",2009,9.1,107,1066,1173,-2.9
"East Brookfield","Worcester County","MA","East Brookfield",2010,8.1,98,1119,1217,0.7
"East Brookfield","Worcester County","MA","East Brookfield",2011,7.8,95,1128,1223,1.2
"East Brookfield","Worcester County","MA","East Brookfield",2012,6.6,80,1128,1208,0
"East Longmeadow","Hampden County","MA","East Longmeadow",2003,4.7,359,7304,7663,0
"East Longmeadow","Hampden County","MA","East Longmeadow",2004,4.3,334,7358,7692,0.4
"East Longmeadow","Hampden County","MA","East Longmeadow",2005,4.2,325,7424,7749,1.1
"East Longmeadow","Hampden County","MA","East Longmeadow",2006,3.8,297,7500,7797,1.7
"East Longmeadow","Hampden County","MA","East Longmeadow",2007,4,318,7664,7982,4.2
"East Longmeadow","Hampden County","MA","East Longmeadow",2008,4.6,367,7652,8019,4.6
"East Longmeadow","Hampden County","MA","East Longmeadow",2009,6.5,523,7577,8100,5.7
"East Longmeadow","Hampden County","MA","East Longmeadow",2010,7.1,572,7506,8078,5.4
"East Longmeadow","Hampden County","MA","East Longmeadow",2011,6.2,489,7432,7921,3.4
"East Longmeadow","Hampden County","MA","East Longmeadow",2012,6,472,7437,7909,3.2
"Eastham","Barnstable County","MA","Eastham",2003,5.6,157,2648,2805,0
"Eastham","Barnstable County","MA","Eastham",2004,5.5,154,2670,2824,0.7
"Eastham","Barnstable County","MA","Eastham",2005,5.5,153,2652,2805,0
"Eastham","Barnstable County","MA","Eastham",2006,5.3,148,2658,2806,0
"Eastham","Barnstable County","MA","Eastham",2007,4.9,136,2643,2779,-0.9
"Eastham","Barnstable County","MA","Eastham",2008,6.2,175,2636,2811,0.2
"Eastham","Barnstable County","MA","Eastham",2009,8.9,253,2574,2827,0.8
"Eastham","Barnstable County","MA","Eastham",2010,10.6,280,2368,2648,-5.6
"Eastham","Barnstable County","MA","Eastham",2011,9,234,2365,2599,-7.3
"Eastham","Barnstable County","MA","Eastham",2012,8.9,235,2404,2639,-5.9
"Easthampton","Hampshire County","MA","Easthampton",2003,4.4,417,9139,9556,0
"Easthampton","Hampshire County","MA","Easthampton",2004,4.1,393,9077,9470,-0.9
"Easthampton","Hampshire County","MA","Easthampton",2005,4.1,384,9077,9461,-1
"Easthampton","Hampshire County","MA","Easthampton",2006,3.9,375,9182,9557,0
"Easthampton","Hampshire County","MA","Easthampton",2007,3.9,371,9198,9569,0.1
"Easthampton","Hampshire County","MA","Easthampton",2008,4.8,460,9191,9651,1
"Easthampton","Hampshire County","MA","Easthampton",2009,7.6,729,8807,9536,-0.2
"Easthampton","Hampshire County","MA","Easthampton",2010,7.8,737,8716,9453,-1.1
"Easthampton","Hampshire County","MA","Easthampton",2011,6.8,625,8608,9233,-3.4
"Easthampton","Hampshire County","MA","Easthampton",2012,6.1,563,8613,9176,-4
"Easton","Bristol County","MA","Easton",2003,4.8,630,12458,13088,0
"Easton","Bristol County","MA","Easton",2004,4.5,586,12477,13063,-0.2
"Easton","Bristol County","MA","Easton",2005,4.1,535,12501,13036,-0.4
"Easton","Bristol County","MA","Easton",2006,4.1,535,12665,13200,0.9
"Easton","Bristol County","MA","Easton",2007,3.7,495,12805,13300,1.6
"Easton","Bristol County","MA","Easton",2008,4.7,631,12848,13479,3
"Easton","Bristol County","MA","Easton",2009,7.2,953,12297,13250,1.2
"Easton","Bristol County","MA","Easton",2010,7.3,978,12350,13328,1.8
"Easton","Bristol County","MA","Easton",2011,6.2,817,12412,13229,1.1
"Easton","Bristol County","MA","Easton",2012,5.9,787,12521,13308,1.7
"Edgartown","Dukes County","MA","Edgartown",2003,4.8,135,2687,2822,0
"Edgartown","Dukes County","MA","Edgartown",2004,4.3,123,2705,2828,0.2
"Edgartown","Dukes County","MA","Edgartown",2005,4.5,126,2678,2804,-0.6
"Edgartown","Dukes County","MA","Edgartown",2006,4.5,128,2704,2832,0.4
"Edgartown","Dukes County","MA","Edgartown",2007,4,115,2740,2855,1.2
"Edgartown","Dukes County","MA","Edgartown",2008,4.7,136,2741,2877,1.9
"Edgartown","Dukes County","MA","Edgartown",2009,7.3,215,2717,2932,3.9
"Edgartown","Dukes County","MA","Edgartown",2010,8.5,247,2644,2891,2.4
"Edgartown","Dukes County","MA","Edgartown",2011,8.5,248,2665,2913,3.2
"Edgartown","Dukes County","MA","Edgartown",2012,7.8,228,2692,2920,3.5
"Egremont","Berkshire County","MA","Egremont",2003,2.9,25,823,848,0
"Egremont","Berkshire County","MA","Egremont",2004,3.3,28,821,849,0.1
"Egremont","Berkshire County","MA","Egremont",2005,3.3,29,843,872,2.8
"Egremont","Berkshire County","MA","Egremont",2006,2.9,25,852,877,3.4
"Egremont","Berkshire County","MA","Egremont",2007,2.9,25,835,860,1.4
"Egremont","Berkshire County","MA","Egremont",2008,3.5,30,836,866,2.1
"Egremont","Berkshire County","MA","Egremont",2009,4.8,41,809,850,0.2
"Egremont","Berkshire County","MA","Egremont",2010,5.6,44,744,788,-7.1
"Egremont","Berkshire County","MA","Egremont",2011,4.5,35,748,783,-7.7
"Egremont","Berkshire County","MA","Egremont",2012,3.6,28,742,770,-9.2
"Erving","Franklin County","MA","Erving",2003,4.5,38,804,842,0
"Erving","Franklin County","MA","Erving",2004,3.8,32,800,832,-1.2
"Erving","Franklin County","MA","Erving",2005,5.1,43,805,848,0.7
"Erving","Franklin County","MA","Erving",2006,4.3,37,818,855,1.5
"Erving","Franklin County","MA","Erving",2007,4.6,39,802,841,-0.1
"Erving","Franklin County","MA","Erving",2008,5.5,46,796,842,0
"Erving","Franklin County","MA","Erving",2009,9.2,78,772,850,1
"Erving","Franklin County","MA","Erving",2010,7.7,76,914,990,17.6
"Erving","Franklin County","MA","Erving",2011,7,69,915,984,16.9
"Erving","Franklin County","MA","Erving",2012,5.7,56,918,974,15.7
"Essex","Essex County","MA","Essex",2003,5.2,96,1750,1846,0
"Essex","Essex County","MA","Essex",2004,4.9,91,1750,1841,-0.3
"Essex","Essex County","MA","Essex",2005,4.2,78,1764,1842,-0.2
"Essex","Essex County","MA","Essex",2006,4.2,74,1708,1782,-3.5
"Essex","Essex County","MA","Essex",2007,4.1,74,1725,1799,-2.5
"Essex","Essex County","MA","Essex",2008,5.1,93,1732,1825,-1.1
"Essex","Essex County","MA","Essex",2009,7.3,133,1680,1813,-1.8
"Essex","Essex County","MA","Essex",2010,7.6,147,1789,1936,4.9
"Essex","Essex County","MA","Essex",2011,6.7,131,1812,1943,5.3
"Essex","Essex County","MA","Essex",2012,5.9,115,1832,1947,5.5
NA,"Essex County","MA","Essex County",2003,6.4,24247,354844,379091,-88.9
NA,"Essex County","MA","Essex County",2004,5.8,21693,353660,375353,-89
NA,"Essex County","MA","Essex County",2005,5.2,19700,355977,375677,-89
NA,"Essex County","MA","Essex County",2006,5.1,19133,355217,374350,-89
NA,"Essex County","MA","Essex County",2007,4.8,17838,356503,374341,-89
NA,"Essex County","MA","Essex County",2008,5.7,21418,356798,378216,-88.9
NA,"Essex County","MA","Essex County",2009,8.7,33230,347911,381141,-88.8
NA,"Essex County","MA","Essex County",2010,8.7,33384,349156,382540,-88.8
NA,"Essex County","MA","Essex County",2011,7.7,29642,353716,383358,-88.7
NA,"Essex County","MA","Essex County",2012,7.1,27467,357483,384950,-88.7
"Everett","Middlesex County","MA","Everett",2003,7.1,1361,17861,19222,0
"Everett","Middlesex County","MA","Everett",2004,5.7,1079,17721,18800,-2.2
"Everett","Middlesex County","MA","Everett",2005,5.4,1006,17736,18742,-2.5
"Everett","Middlesex County","MA","Everett",2006,5.3,1000,17702,18702,-2.7
"Everett","Middlesex County","MA","Everett",2007,5,940,17922,18862,-1.9
"Everett","Middlesex County","MA","Everett",2008,5.8,1102,17973,19075,-0.8
"Everett","Middlesex County","MA","Everett",2009,8.5,1639,17597,19236,0.1
"Everett","Middlesex County","MA","Everett",2010,8.3,1756,19432,21188,10.2
"Everett","Middlesex County","MA","Everett",2011,7.7,1651,19718,21369,11.2
"Everett","Middlesex County","MA","Everett",2012,6.9,1475,19934,21409,11.4
"Fairhaven","Bristol County","MA","Fairhaven",2003,6.4,540,7941,8481,0
"Fairhaven","Bristol County","MA","Fairhaven",2004,5.8,486,7961,8447,-0.4
"Fairhaven","Bristol County","MA","Fairhaven",2005,5.7,488,8036,8524,0.5
"Fairhaven","Bristol County","MA","Fairhaven",2006,5.7,492,8197,8689,2.5
"Fairhaven","Bristol County","MA","Fairhaven",2007,5.6,485,8149,8634,1.8
"Fairhaven","Bristol County","MA","Fairhaven",2008,7.1,605,7929,8534,0.6
"Fairhaven","Bristol County","MA","Fairhaven",2009,10.1,866,7703,8569,1
"Fairhaven","Bristol County","MA","Fairhaven",2010,10.8,908,7489,8397,-1
"Fairhaven","Bristol County","MA","Fairhaven",2011,9.4,785,7567,8352,-1.5
"Fairhaven","Bristol County","MA","Fairhaven",2012,9,760,7656,8416,-0.8
"Fall River","Bristol County","MA","Fall River",2003,8.3,3707,41038,44745,0
"Fall River","Bristol County","MA","Fall River",2004,8.2,3680,40952,44632,-0.3
"Fall River","Bristol County","MA","Fall River",2005,8.1,3604,40902,44506,-0.5
"Fall River","Bristol County","MA","Fall River",2006,8.2,3698,41183,44881,0.3
"Fall River","Bristol County","MA","Fall River",2007,8.4,3744,41030,44774,0.1
"Fall River","Bristol County","MA","Fall River",2008,9.5,4248,40428,44676,-0.2
"Fall River","Bristol County","MA","Fall River",2009,14.2,6368,38526,44894,0.3
"Fall River","Bristol County","MA","Fall River",2010,14.5,6369,37546,43915,-1.9
"Fall River","Bristol County","MA","Fall River",2011,14,6149,37821,43970,-1.7
"Fall River","Bristol County","MA","Fall River",2012,13,5641,37881,43522,-2.7
"Falmouth","Barnstable County","MA","Falmouth",2003,4.7,852,17111,17963,0
"Falmouth","Barnstable County","MA","Falmouth",2004,4.6,829,17337,18166,1.1
"Falmouth","Barnstable County","MA","Falmouth",2005,4.3,780,17356,18136,1
"Falmouth","Barnstable County","MA","Falmouth",2006,4.4,799,17495,18294,1.8
"Falmouth","Barnstable County","MA","Falmouth",2007,4.3,774,17417,18191,1.3
"Falmouth","Barnstable County","MA","Falmouth",2008,5.2,941,17330,18271,1.7
"Falmouth","Barnstable County","MA","Falmouth",2009,7.3,1321,16694,18015,0.3
"Falmouth","Barnstable County","MA","Falmouth",2010,8.1,1432,16266,17698,-1.5
"Falmouth","Barnstable County","MA","Falmouth",2011,7.4,1302,16239,17541,-2.3
"Falmouth","Barnstable County","MA","Falmouth",2012,6.6,1175,16512,17687,-1.5
"Fitchburg","Worcester County","MA","Fitchburg",2003,7.9,1484,17408,18892,0
"Fitchburg","Worcester County","MA","Fitchburg",2004,7.1,1317,17281,18598,-1.6
"Fitchburg","Worcester County","MA","Fitchburg",2005,7,1294,17149,18443,-2.4
"Fitchburg","Worcester County","MA","Fitchburg",2006,6.8,1258,17299,18557,-1.8
"Fitchburg","Worcester County","MA","Fitchburg",2007,6.4,1175,17279,18454,-2.3
"Fitchburg","Worcester County","MA","Fitchburg",2008,7.3,1361,17220,18581,-1.6
"Fitchburg","Worcester County","MA","Fitchburg",2009,11.1,2131,17031,19162,1.4
"Fitchburg","Worcester County","MA","Fitchburg",2010,11.7,2200,16637,18837,-0.3
"Fitchburg","Worcester County","MA","Fitchburg",2011,11,2058,16626,18684,-1.1
"Fitchburg","Worcester County","MA","Fitchburg",2012,10,1851,16614,18465,-2.3
"Florida","Berkshire County","MA","Florida",2003,9.3,37,363,400,0
"Florida","Berkshire County","MA","Florida",2004,7.9,31,360,391,-2.2
"Florida","Berkshire County","MA","Florida",2005,6.9,27,366,393,-1.7
"Florida","Berkshire County","MA","Florida",2006,6.7,27,377,404,1
"Florida","Berkshire County","MA","Florida",2007,7.3,30,383,413,3.2
"Florida","Berkshire County","MA","Florida",2008,5.5,22,381,403,0.8
"Florida","Berkshire County","MA","Florida",2009,9.9,41,373,414,3.5
"Florida","Berkshire County","MA","Florida",2010,9.1,41,410,451,12.7
"Florida","Berkshire County","MA","Florida",2011,8.1,36,409,445,11.3
"Florida","Berkshire County","MA","Florida",2012,7.1,31,404,435,8.7
"Foxborough","Norfolk County","MA","Foxborough",2003,5.2,472,8682,9154,0
"Foxborough","Norfolk County","MA","Foxborough",2004,4.6,423,8677,9100,-0.6
"Foxborough","Norfolk County","MA","Foxborough",2005,4.2,388,8744,9132,-0.2
"Foxborough","Norfolk County","MA","Foxborough",2006,4,357,8599,8956,-2.2
"Foxborough","Norfolk County","MA","Foxborough",2007,4,361,8714,9075,-0.9
"Foxborough","Norfolk County","MA","Foxborough",2008,4.9,451,8737,9188,0.4
"Foxborough","Norfolk County","MA","Foxborough",2009,7.4,695,8754,9449,3.2
"Foxborough","Norfolk County","MA","Foxborough",2010,7.3,694,8755,9449,3.2
"Foxborough","Norfolk County","MA","Foxborough",2011,6.4,607,8854,9461,3.4
"Foxborough","Norfolk County","MA","Foxborough",2012,5.6,535,8951,9486,3.6
"Framingham","Middlesex County","MA","Framingham",2003,4.9,1787,34961,36748,0
"Framingham","Middlesex County","MA","Framingham",2004,4.2,1527,34925,36452,-0.8
"Framingham","Middlesex County","MA","Framingham",2005,3.6,1331,35185,36516,-0.6
"Framingham","Middlesex County","MA","Framingham",2006,3.7,1355,35225,36580,-0.5
"Framingham","Middlesex County","MA","Framingham",2007,3.4,1237,35670,36907,0.4
"Framingham","Middlesex County","MA","Framingham",2008,4,1504,36050,37554,2.2
"Framingham","Middlesex County","MA","Framingham",2009,6.2,2352,35600,37952,3.3
"Framingham","Middlesex County","MA","Framingham",2010,6.2,2375,35828,38203,4
"Framingham","Middlesex County","MA","Framingham",2011,5.3,2041,36157,38198,3.9
"Framingham","Middlesex County","MA","Framingham",2012,5,1903,36488,38391,4.5
"Franklin","Norfolk County","MA","Franklin",2003,5.1,814,15250,16064,0
"Franklin","Norfolk County","MA","Franklin",2004,4.4,696,15246,15942,-0.8
"Franklin","Norfolk County","MA","Franklin",2005,3.9,635,15756,16391,2
"Franklin","Norfolk County","MA","Franklin",2006,3.9,629,15590,16219,1
"Franklin","Norfolk County","MA","Franklin",2007,3.9,636,15807,16443,2.4
"Franklin","Norfolk County","MA","Franklin",2008,4.6,759,15892,16651,3.7
"Franklin","Norfolk County","MA","Franklin",2009,7.4,1245,15606,16851,4.9
"Franklin","Norfolk County","MA","Franklin",2010,7.3,1238,15628,16866,5
"Franklin","Norfolk County","MA","Franklin",2011,6.3,1059,15802,16861,5
"Franklin","Norfolk County","MA","Franklin",2012,5.6,954,15975,16929,5.4
NA,"Franklin County","MA","Franklin County",2003,4.6,1828,38259,40087,-98.8
NA,"Franklin County","MA","Franklin County",2004,4.3,1702,37888,39590,-98.8
NA,"Franklin County","MA","Franklin County",2005,4.3,1696,37872,39568,-98.8
NA,"Franklin County","MA","Franklin County",2006,4.3,1713,37987,39700,-98.8
NA,"Franklin County","MA","Franklin County",2007,4.2,1634,37532,39166,-98.9
NA,"Franklin County","MA","Franklin County",2008,5,1956,37106,39062,-98.9
NA,"Franklin County","MA","Franklin County",2009,7.6,2973,35943,38916,-98.9
NA,"Franklin County","MA","Franklin County",2010,7.8,3018,35916,38934,-98.9
NA,"Franklin County","MA","Franklin County",2011,6.7,2582,35941,38523,-98.9
NA,"Franklin County","MA","Franklin County",2012,6.3,2411,36055,38466,-98.9
"Freetown","Bristol County","MA","Freetown",2003,5.5,293,5068,5361,0
"Freetown","Bristol County","MA","Freetown",2004,5.2,283,5157,5440,1.5
"Freetown","Bristol County","MA","Freetown",2005,5.1,281,5246,5527,3.1
"Freetown","Bristol County","MA","Freetown",2006,4.7,264,5327,5591,4.3
"Freetown","Bristol County","MA","Freetown",2007,4.7,265,5325,5590,4.3
"Freetown","Bristol County","MA","Freetown",2008,5.9,330,5239,5569,3.9
"Freetown","Bristol County","MA","Freetown",2009,8.5,477,5118,5595,4.4
"Freetown","Bristol County","MA","Freetown",2010,9,491,4936,5427,1.2
"Freetown","Bristol County","MA","Freetown",2011,8.2,444,4987,5431,1.3
"Freetown","Bristol County","MA","Freetown",2012,7.3,398,5046,5444,1.5
"Gardner","Worcester County","MA","Gardner",2003,7,713,9468,10181,0
"Gardner","Worcester County","MA","Gardner",2004,6.7,673,9375,10048,-1.3
"Gardner","Worcester County","MA","Gardner",2005,7.1,706,9246,9952,-2.2
"Gardner","Worcester County","MA","Gardner",2006,6.2,614,9280,9894,-2.8
"Gardner","Worcester County","MA","Gardner",2007,6,590,9233,9823,-3.5
"Gardner","Worcester County","MA","Gardner",2008,7.7,758,9139,9897,-2.8
"Gardner","Worcester County","MA","Gardner",2009,11.1,1094,8740,9834,-3.4
"Gardner","Worcester County","MA","Gardner",2010,11.2,1092,8620,9712,-4.6
"Gardner","Worcester County","MA","Gardner",2011,10.4,997,8614,9611,-5.6
"Gardner","Worcester County","MA","Gardner",2012,9.4,888,8607,9495,-6.7
"Georgetown","Essex County","MA","Georgetown",2003,4.6,191,3929,4120,0
"Georgetown","Essex County","MA","Georgetown",2004,4.3,177,3956,4133,0.3
"Georgetown","Essex County","MA","Georgetown",2005,4,170,4029,4199,1.9
"Georgetown","Essex County","MA","Georgetown",2006,3.6,153,4100,4253,3.2
"Georgetown","Essex County","MA","Georgetown",2007,3.7,158,4125,4283,4
"Georgetown","Essex County","MA","Georgetown",2008,4.3,195,4304,4499,9.2
"Georgetown","Essex County","MA","Georgetown",2009,6.9,312,4210,4522,9.8
"Georgetown","Essex County","MA","Georgetown",2010,6.7,291,4047,4338,5.3
"Georgetown","Essex County","MA","Georgetown",2011,5.9,256,4099,4355,5.7
"Georgetown","Essex County","MA","Georgetown",2012,5.1,223,4153,4376,6.2
"Gill","Franklin County","MA","Gill",2003,3.5,28,782,810,0
"Gill","Franklin County","MA","Gill",2004,3.6,29,779,808,-0.2
"Gill","Franklin County","MA","Gill",2005,3.7,30,778,808,-0.2
"Gill","Franklin County","MA","Gill",2006,3.7,30,776,806,-0.5
"Gill","Franklin County","MA","Gill",2007,3.3,26,770,796,-1.7
"Gill","Franklin County","MA","Gill",2008,5.1,41,762,803,-0.9
"Gill","Franklin County","MA","Gill",2009,7.8,63,745,808,-0.2
"Gill","Franklin County","MA","Gill",2010,7.4,65,815,880,8.6
"Gill","Franklin County","MA","Gill",2011,6.5,57,816,873,7.8
"Gill","Franklin County","MA","Gill",2012,5.2,45,818,863,6.5
"Gloucester","Essex County","MA","Gloucester",2003,6.9,1150,15509,16659,0
"Gloucester","Essex County","MA","Gloucester",2004,6.3,1048,15484,16532,-0.8
"Gloucester","Essex County","MA","Gloucester",2005,5.9,987,15608,16595,-0.4
"Gloucester","Essex County","MA","Gloucester",2006,5.9,959,15164,16123,-3.2
"Gloucester","Essex County","MA","Gloucester",2007,5.4,877,15250,16127,-3.2
"Gloucester","Essex County","MA","Gloucester",2008,6.6,1079,15264,16343,-1.9
"Gloucester","Essex County","MA","Gloucester",2009,9.7,1589,14804,16393,-1.6
"Gloucester","Essex County","MA","Gloucester",2010,10,1575,14170,15745,-5.5
"Gloucester","Essex County","MA","Gloucester",2011,8.7,1360,14342,15702,-5.7
"Gloucester","Essex County","MA","Gloucester",2012,7.8,1232,14499,15731,-5.6
"Goshen","Hampshire County","MA","Goshen",2003,3.7,22,572,594,0
"Goshen","Hampshire County","MA","Goshen",2004,3.4,20,573,593,-0.2
"Goshen","Hampshire County","MA","Goshen",2005,2.5,15,574,589,-0.8
"Goshen","Hampshire County","MA","Goshen",2006,3.3,20,580,600,1
"Goshen","Hampshire County","MA","Goshen",2007,2.7,16,580,596,0.3
"Goshen","Hampshire County","MA","Goshen",2008,4.7,29,585,614,3.4
"Goshen","Hampshire County","MA","Goshen",2009,6.4,38,560,598,0.7
"Goshen","Hampshire County","MA","Goshen",2010,5.6,36,606,642,8.1
"Goshen","Hampshire County","MA","Goshen",2011,4.5,28,599,627,5.6
