Municipal	County	State	F_year	AR001_001	AR001_002	AR001_003	AR001_004	AR001_005	AR001_006	AR001_007	AR001_008
Salem	Essex	MA	2011	$3,361,382,273.00	$0.00	$417,668,102.00	$123,342,500.00	$213,577,900.00	$4,115,970,775.00	81.7	18.3
Salem	Essex	MA	2012	$3,291,268,444.00	$0.00	$410,704,364.00	$118,044,040.00	$153,768,900.00	$3,973,785,748.00	82.8	17.2
Salem	Essex	MA	2013	$3,227,554,748.00	$0.00	$420,436,783.00	$116,029,720.00	$163,211,490.00	$3,927,232,741.00	82.2	17.8
Salisbury	Essex	MA	2003	$736,279,687.00	$0.00	$152,268,308.00	$21,167,285.00	$17,718,900.00	$927,434,180.00	79.4	20.6
Salisbury	Essex	MA	2004	$830,607,767.00	$0.00	$154,620,139.00	$21,791,085.00	$19,622,960.00	$1,026,641,951.00	80.9	19.1
Salisbury	Essex	MA	2005	$922,836,755.00	$0.00	$168,324,419.00	$21,477,195.00	$20,300,210.00	$1,132,938,579.00	81.5	18.5
Salisbury	Essex	MA	2006	$1,193,758,811.00	$0.00	$201,887,625.00	$24,494,705.00	$19,916,190.00	$1,440,057,331.00	82.9	17.1
Salisbury	Essex	MA	2007	$1,277,695,220.00	$0.00	$220,844,694.00	$24,386,755.00	$20,135,910.00	$1,543,062,579.00	82.8	17.2
Salisbury	Essex	MA	2008	$1,294,739,625.00	$0.00	$236,791,435.00	$30,567,970.00	$21,924,370.00	$1,584,023,400.00	81.7	18.3
Salisbury	Essex	MA	2009	$1,257,571,925.00	$0.00	$229,077,490.00	$30,920,130.00	$26,181,530.00	$1,543,751,075.00	81.5	18.5
Salisbury	Essex	MA	2010	$1,218,189,620.00	$0.00	$226,431,193.00	$30,713,870.00	$26,425,750.00	$1,501,760,433.00	81.1	18.9
Salisbury	Essex	MA	2011	$1,172,362,778.00	$0.00	$228,383,148.00	$31,269,270.00	$27,887,370.00	$1,459,902,566.00	80.3	19.7
Salisbury	Essex	MA	2012	$1,169,304,664.00	$0.00	$221,675,802.00	$29,689,299.00	$32,655,760.00	$1,453,325,525.00	80.5	19.5
Salisbury	Essex	MA	2013	$1,152,841,469.00	$0.00	$214,081,550.00	$28,067,998.00	$30,676,930.00	$1,425,667,947.00	80.9	19.1
Saugus	Essex	MA	2003	$2,286,195,987.00	$0.00	$455,610,953.00	$116,120,000.00	$48,736,026.00	$2,906,662,966.00	78.7	21.3
Saugus	Essex	MA	2004	$2,630,907,415.00	$0.00	$464,350,550.00	$118,326,735.00	$52,950,982.00	$3,266,535,682.00	80.5	19.5
Saugus	Essex	MA	2005	$3,002,636,964.00	$0.00	$514,240,711.00	$122,887,925.00	$51,109,378.00	$3,690,874,978.00	81.4	18.6
Saugus	Essex	MA	2006	$3,219,597,576.00	$0.00	$524,019,009.00	$125,843,125.00	$51,199,353.00	$3,920,659,063.00	82.1	17.9
Saugus	Essex	MA	2007	$3,492,845,560.00	$0.00	$547,572,252.00	$137,813,500.00	$61,789,370.00	$4,240,020,682.00	82.4	17.6
Saugus	Essex	MA	2008	$3,437,405,859.00	$0.00	$588,702,399.00	$125,794,000.00	$64,225,100.00	$4,216,127,358.00	81.5	18.5
Saugus	Essex	MA	2009	$3,285,642,265.00	$0.00	$603,188,535.00	$144,476,300.00	$75,110,000.00	$4,108,417,100.00	80	20
Saugus	Essex	MA	2010	$3,119,032,860.00	$0.00	$615,637,827.00	$146,336,900.00	$81,129,360.00	$3,962,136,947.00	78.7	21.3
Saugus	Essex	MA	2011	$2,923,007,420.00	$0.00	$580,356,881.00	$132,543,300.00	$82,751,130.00	$3,718,658,731.00	78.6	21.4
Saugus	Essex	MA	2012	$2,927,046,300.00	$0.00	$558,318,600.00	$136,919,300.00	$86,253,850.00	$3,708,538,050.00	78.9	21.1
Saugus	Essex	MA	2013	$2,924,631,253.00	$0.00	$573,623,147.00	$150,451,500.00	$84,314,460.00	$3,733,020,360.00	78.3	21.7
Swampscott	Essex	MA	2003	$1,760,236,899.00	$0.00	$108,555,889.00	$10,047,400.00	$14,003,320.00	$1,892,843,508.00	93	7
Swampscott	Essex	MA	2004	$2,046,066,984.00	$0.00	$115,800,412.00	$11,787,000.00	$14,323,490.00	$2,187,977,886.00	93.5	6.5
Swampscott	Essex	MA	2005	$2,269,689,997.00	$0.00	$126,659,036.00	$13,846,100.00	$21,085,920.00	$2,431,281,053.00	93.4	6.6
Swampscott	Essex	MA	2006	$2,374,962,110.00	$0.00	$128,626,923.00	$13,950,200.00	$21,521,350.00	$2,539,060,583.00	93.5	6.5
Swampscott	Essex	MA	2007	$2,440,589,491.00	$0.00	$131,425,942.00	$13,778,000.00	$23,665,500.00	$2,609,458,933.00	93.5	6.5
Swampscott	Essex	MA	2008	$2,406,792,988.00	$0.00	$135,582,098.00	$14,283,200.00	$23,511,720.00	$2,580,170,006.00	93.3	6.7
Swampscott	Essex	MA	2009	$2,362,240,359.00	$0.00	$138,249,820.00	$14,182,800.00	$29,690,950.00	$2,544,363,929.00	92.8	7.2
Swampscott	Essex	MA	2010	$2,137,083,093.00	$0.00	$117,564,459.00	$13,000,300.00	$31,131,380.00	$2,298,779,232.00	93	7
Swampscott	Essex	MA	2011	$2,117,429,264.00	$0.00	$115,652,324.00	$11,194,200.00	$33,503,530.00	$2,277,779,318.00	93	7
Swampscott	Essex	MA	2012	$2,054,011,117.00	$0.00	$113,608,908.00	$11,102,000.00	$33,591,190.00	$2,212,313,215.00	92.8	7.2
Swampscott	Essex	MA	2013	$2,010,736,009.00	$0.00	$113,064,616.00	$10,714,600.00	$33,556,820.00	$2,168,072,045.00	92.7	7.3
Topsfield	Essex	MA	2003	$887,718,109.00	$0.00	$47,221,491.00	$11,484,500.00	$10,767,778.00	$957,191,878.00	92.7	7.3
Topsfield	Essex	MA	2004	$987,506,510.00	$0.00	$51,021,640.00	$13,565,000.00	$11,419,447.00	$1,063,512,597.00	92.9	7.1
Topsfield	Essex	MA	2005	$1,071,730,041.00	$0.00	$53,536,289.00	$14,020,000.00	$10,591,009.00	$1,149,877,339.00	93.2	6.8
Topsfield	Essex	MA	2006	$1,117,352,685.00	$0.00	$55,432,175.00	$14,171,900.00	$10,562,956.00	$1,197,519,716.00	93.3	6.7
Topsfield	Essex	MA	2007	$1,190,292,543.00	$0.00	$60,083,377.00	$16,761,800.00	$11,257,450.00	$1,278,395,170.00	93.1	6.9
Topsfield	Essex	MA	2008	$1,196,700,880.00	$0.00	$60,874,320.00	$18,560,500.00	$13,063,874.00	$1,289,199,574.00	92.8	7.2
Topsfield	Essex	MA	2009	$1,151,200,670.00	$0.00	$61,618,160.00	$18,652,900.00	$20,194,641.00	$1,251,666,371.00	92	8
Topsfield	Essex	MA	2010	$1,099,109,837.00	$0.00	$61,687,913.00	$18,888,500.00	$19,728,665.00	$1,199,414,915.00	91.6	8.4
Topsfield	Essex	MA	2011	$1,062,463,312.00	$0.00	$61,241,558.00	$18,792,500.00	$20,465,030.00	$1,162,962,400.00	91.4	8.6
Topsfield	Essex	MA	2012	$1,052,232,020.00	$0.00	$60,445,750.00	$18,496,700.00	$21,087,019.00	$1,152,261,489.00	91.3	8.7
Topsfield	Essex	MA	2013	$1,054,013,878.00	$0.00	$56,210,896.00	$17,840,126.00	$21,164,940.00	$1,149,229,840.00	91.7	8.3
Wenham	Essex	MA	2003	$658,099,700.00	$460,200.00	$22,823,789.00	$758,300.00	$5,476,296.00	$687,618,285.00	95.8	4.2
Wenham	Essex	MA	2004	$662,547,100.00	$460,200.00	$22,606,985.00	$758,300.00	$5,872,987.00	$692,245,572.00	95.8	4.2
Wenham	Essex	MA	2005	$714,963,400.00	$964,300.00	$22,599,629.00	$758,300.00	$5,808,973.00	$745,094,602.00	96.1	3.9
Wenham	Essex	MA	2006	$785,083,800.00	$1,061,900.00	$25,070,526.00	$723,500.00	$6,078,839.00	$818,018,565.00	96.1	3.9
Wenham	Essex	MA	2007	$789,960,600.00	$1,330,795.00	$24,838,643.00	$723,500.00	$5,733,595.00	$822,587,133.00	96.2	3.8
Wenham	Essex	MA	2008	$800,940,500.00	$947,500.00	$24,822,893.00	$723,500.00	$6,022,816.00	$833,457,209.00	96.2	3.8
Wenham	Essex	MA	2009	$819,166,464.00	$0.00	$25,654,714.00	$771,100.00	$8,175,039.00	$853,767,317.00	95.9	4.1
Wenham	Essex	MA	2010	$738,873,464.00	$0.00	$22,774,859.00	$708,800.00	$7,893,835.00	$770,250,958.00	95.9	4.1
Wenham	Essex	MA	2011	$680,036,764.00	$0.00	$22,101,163.00	$689,200.00	$8,291,998.00	$711,119,125.00	95.6	4.4
Wenham	Essex	MA	2012	$667,389,878.00	$0.00	$21,380,508.00	$1,095,300.00	$7,816,752.00	$697,682,438.00	95.7	4.3
Wenham	Essex	MA	2013	$638,715,478.00	$0.00	$19,371,761.00	$1,023,600.00	$8,687,689.00	$667,798,528.00	95.6	4.4
West Newbury	Essex	MA	2003	$522,605,012.00	$112,200.00	$8,236,288.00	$1,721,100.00	$6,892,812.00	$539,567,412.00	96.9	3.1
West Newbury	Essex	MA	2004	$719,125,957.00	$0.00	$5,741,086.00	$2,005,700.00	$6,778,910.00	$733,651,653.00	98	2
West Newbury	Essex	MA	2005	$750,819,718.00	$0.00	$5,752,261.00	$2,050,500.00	$6,527,480.00	$765,149,959.00	98.1	1.9
West Newbury	Essex	MA	2006	$777,235,277.00	$0.00	$5,830,091.00	$2,087,600.00	$6,410,310.00	$791,563,278.00	98.2	1.8
West Newbury	Essex	MA	2007	$803,757,085.00	$0.00	$6,133,724.00	$2,122,900.00	$7,414,600.00	$819,428,309.00	98.1	1.9
West Newbury	Essex	MA	2008	$797,417,413.00	$0.00	$5,983,096.00	$2,093,500.00	$7,519,530.00	$813,013,539.00	98.1	1.9
West Newbury	Essex	MA	2009	$773,783,363.00	$0.00	$5,869,026.00	$2,040,600.00	$10,937,390.00	$792,630,379.00	97.6	2.4
West Newbury	Essex	MA	2010	$743,921,633.00	$0.00	$6,338,049.00	$1,965,900.00	$11,729,120.00	$763,954,702.00	97.4	2.6
West Newbury	Essex	MA	2011	$728,153,613.00	$0.00	$6,224,988.00	$1,843,600.00	$12,712,320.00	$748,934,521.00	97.2	2.8
West Newbury	Essex	MA	2012	$701,585,054.00	$0.00	$6,260,128.00	$1,690,300.00	$12,582,820.00	$722,118,302.00	97.2	2.8
West Newbury	Essex	MA	2013	$706,313,123.00	$0.00	$6,150,587.00	$1,587,600.00	$18,050,430.00	$732,101,740.00	96.5	3.5
Ashfield	Franklin	MA	2003	$126,337,424.00	$0.00	$6,928,874.00	$1,218,794.00	$3,928,910.00	$138,414,002.00	91.3	8.7
Ashfield	Franklin	MA	2004	$134,658,910.00	$0.00	$6,752,463.00	$1,194,668.00	$4,290,930.00	$146,896,971.00	91.7	8.3
Ashfield	Franklin	MA	2005	$162,709,373.00	$0.00	$8,138,017.00	$1,425,698.00	$4,479,670.00	$176,752,758.00	92.1	7.9
Ashfield	Franklin	MA	2006	$198,593,677.00	$0.00	$9,251,399.00	$1,849,730.00	$4,673,741.00	$214,368,547.00	92.6	7.4
Ashfield	Franklin	MA	2007	$204,350,772.00	$0.00	$9,110,733.00	$1,779,706.00	$5,698,177.00	$220,939,388.00	92.5	7.5
Ashfield	Franklin	MA	2008	$210,305,701.00	$0.00	$8,714,580.00	$1,826,458.00	$5,142,332.00	$225,989,071.00	93.1	6.9
Ashfield	Franklin	MA	2009	$207,924,195.00	$0.00	$9,672,054.00	$1,741,484.00	$6,756,926.00	$226,094,659.00	92	8
Ashfield	Franklin	MA	2010	$205,203,932.00	$0.00	$8,655,416.00	$969,334.00	$6,274,243.00	$221,102,925.00	92.8	7.2
Ashfield	Franklin	MA	2011	$205,798,643.00	$0.00	$8,496,462.00	$969,334.00	$7,014,022.00	$222,278,461.00	92.6	7.4
Ashfield	Franklin	MA	2012	$202,819,973.00	$0.00	$8,400,678.00	$982,408.00	$7,630,247.00	$219,833,306.00	92.3	7.7
Ashfield	Franklin	MA	2013	$203,751,677.00	$0.00	$8,344,599.00	$951,828.00	$7,341,293.00	$220,389,397.00	92.5	7.5
Bernardston	Franklin	MA	2003	$97,794,450.00	$0.00	$11,555,850.00	$3,381,900.00	$3,228,572.00	$115,960,772.00	84.3	15.7
Bernardston	Franklin	MA	2004	$125,696,203.00	$0.00	$11,484,529.00	$3,750,400.00	$3,911,921.00	$144,843,053.00	86.8	13.2
Bernardston	Franklin	MA	2005	$128,832,379.00	$0.00	$11,229,484.00	$3,871,400.00	$3,466,863.00	$147,400,126.00	87.4	12.6
Bernardston	Franklin	MA	2006	$166,740,337.00	$0.00	$13,476,876.00	$4,477,900.00	$3,444,418.00	$188,139,531.00	88.6	11.4
Bernardston	Franklin	MA	2007	$192,596,455.00	$0.00	$14,289,241.00	$3,689,673.00	$3,597,676.00	$214,173,045.00	89.9	10.1
Bernardston	Franklin	MA	2008	$196,026,183.00	$0.00	$14,294,164.00	$3,692,073.00	$3,885,596.00	$217,898,016.00	90	10
Bernardston	Franklin	MA	2009	$196,929,632.00	$0.00	$14,375,088.00	$3,743,373.00	$4,587,217.00	$219,635,310.00	89.7	10.3
Bernardston	Franklin	MA	2010	$190,479,498.00	$0.00	$13,610,650.00	$3,513,167.00	$4,698,196.00	$212,301,511.00	89.7	10.3
Bernardston	Franklin	MA	2011	$192,027,665.00	$0.00	$13,679,864.00	$3,648,168.00	$5,033,901.00	$214,389,598.00	89.6	10.4
Bernardston	Franklin	MA	2012	$191,776,765.00	$0.00	$14,496,690.00	$3,762,968.00	$7,521,121.00	$217,557,544.00	88.1	11.9
Bernardston	Franklin	MA	2013	$181,152,735.00	$0.00	$16,985,300.00	$3,956,709.00	$9,053,489.00	$211,148,233.00	85.8	14.2
Buckland	Franklin	MA	2003	$85,803,355.00	$0.00	$5,124,569.00	$9,998,060.00	$7,070,660.00	$107,996,644.00	79.5	20.5
Buckland	Franklin	MA	2004	$109,202,350.00	$0.00	$6,613,166.00	$12,907,200.00	$8,346,960.00	$137,069,676.00	79.7	20.3
Buckland	Franklin	MA	2005	$119,515,217.00	$0.00	$6,780,968.00	$12,914,300.00	$8,352,510.00	$147,562,995.00	81	19
Buckland	Franklin	MA	2006	$143,519,897.00	$0.00	$7,041,444.00	$14,755,560.00	$8,958,620.00	$174,275,521.00	82.4	17.6
Buckland	Franklin	MA	2007	$168,420,505.00	$0.00	$8,134,080.00	$27,177,070.00	$4,334,091.00	$208,065,746.00	80.9	19.1
Buckland	Franklin	MA	2008	$170,612,845.00	$0.00	$8,159,718.00	$26,990,070.00	$4,670,261.00	$210,432,894.00	81.1	18.9
Buckland	Franklin	MA	2009	$172,083,755.00	$0.00	$8,419,387.00	$26,990,070.00	$5,520,731.00	$213,013,943.00	80.8	19.2
Buckland	Franklin	MA	2010	$175,528,250.00	$0.00	$8,585,801.00	$26,839,380.00	$5,933,460.00	$216,886,891.00	80.9	19.1
Buckland	Franklin	MA	2011	$174,921,320.00	$0.00	$8,933,709.00	$26,839,380.00	$6,264,401.00	$216,958,810.00	80.6	19.4
Buckland	Franklin	MA	2012	$170,911,947.00	$0.00	$8,725,023.00	$26,839,380.00	$6,264,759.00	$212,741,109.00	80.3	19.7
Buckland	Franklin	MA	2013	$171,181,187.00	$0.00	$8,530,899.00	$26,839,380.00	$6,289,997.00	$212,841,463.00	80.4	19.6
Charlemont	Franklin	MA	2003	$66,837,279.00	$0.00	$7,012,907.00	$770,650.00	$3,767,607.00	$78,388,443.00	85.3	14.7
Charlemont	Franklin	MA	2004	$79,086,509.00	$0.00	$7,944,859.00	$790,300.00	$4,138,297.00	$91,959,965.00	86	14
Charlemont	Franklin	MA	2005	$91,526,579.00	$0.00	$8,655,069.00	$826,600.00	$3,704,123.00	$104,712,371.00	87.4	12.6
Charlemont	Franklin	MA	2006	$93,080,960.00	$0.00	$8,943,395.00	$826,600.00	$4,243,266.00	$107,094,221.00	86.9	13.1
Charlemont	Franklin	MA	2007	$109,892,716.00	$0.00	$9,492,056.00	$889,300.00	$4,082,332.00	$124,356,404.00	88.4	11.6
Charlemont	Franklin	MA	2008	$115,057,946.00	$0.00	$9,657,263.00	$796,900.00	$4,279,560.00	$129,791,669.00	88.6	11.4
Charlemont	Franklin	MA	2009	$115,640,146.00	$0.00	$9,842,769.00	$796,900.00	$5,708,645.00	$131,988,460.00	87.6	12.4
Charlemont	Franklin	MA	2010	$116,234,537.00	$0.00	$9,693,084.00	$796,900.00	$5,741,057.00	$132,465,578.00	87.7	12.3
Charlemont	Franklin	MA	2011	$114,263,416.00	$0.00	$9,306,105.00	$754,900.00	$6,693,473.00	$131,017,894.00	87.2	12.8
Charlemont	Franklin	MA	2012	$114,312,084.00	$0.00	$9,594,717.00	$754,900.00	$6,615,792.00	$131,277,493.00	87.1	12.9
Charlemont	Franklin	MA	2013	$111,055,015.00	$0.00	$9,290,258.00	$753,700.00	$6,936,092.00	$128,035,065.00	86.7	13.3
Colrain	Franklin	MA	2003	$85,266,833.00	$0.00	$3,524,152.00	$3,771,400.00	$4,951,194.00	$97,513,579.00	87.4	12.6
Colrain	Franklin	MA	2004	$101,460,769.00	$0.00	$3,019,287.00	$4,194,000.00	$5,181,002.00	$113,855,058.00	89.1	10.9
Colrain	Franklin	MA	2005	$108,997,655.00	$0.00	$3,279,449.00	$4,169,300.00	$5,003,670.00	$121,450,074.00	89.7	10.3
Colrain	Franklin	MA	2006	$115,871,710.00	$0.00	$3,301,733.00	$4,399,500.00	$5,119,750.00	$128,692,693.00	90	10
Colrain	Franklin	MA	2007	$141,095,514.00	$0.00	$3,574,857.00	$4,919,000.00	$4,803,160.00	$154,392,531.00	91.4	8.6
Colrain	Franklin	MA	2008	$146,432,720.00	$0.00	$4,100,870.00	$4,909,800.00	$5,691,730.00	$161,135,120.00	90.9	9.1
Colrain	Franklin	MA	2009	$147,468,935.00	$0.00	$5,179,855.00	$4,584,500.00	$6,750,500.00	$163,983,790.00	89.9	10.1
Colrain	Franklin	MA	2010	$152,733,255.00	$0.00	$4,864,664.00	$4,267,500.00	$7,042,450.00	$168,907,869.00	90.4	9.6
Colrain	Franklin	MA	2011	$153,019,880.00	$0.00	$4,875,327.00	$4,210,500.00	$7,285,120.00	$169,390,827.00	90.3	9.7
Colrain	Franklin	MA	2012	$146,015,358.00	$0.00	$4,764,389.00	$4,139,500.00	$8,247,010.00	$163,166,257.00	89.5	10.5
Colrain	Franklin	MA	2013	$144,150,558.00	$0.00	$4,700,290.00	$3,971,100.00	$11,060,640.00	$163,882,588.00	88	12
Conway	Franklin	MA	2003	$130,582,804.00	$0.00	$2,867,785.00	$6,002,511.00	$4,440,308.00	$143,893,408.00	90.7	9.3
Conway	Franklin	MA	2004	$132,716,739.00	$0.00	$2,867,475.00	$6,022,686.00	$6,330,430.00	$147,937,330.00	89.7	10.3
Conway	Franklin	MA	2005	$187,842,493.00	$0.00	$4,220,013.00	$6,554,300.00	$5,272,794.00	$203,889,600.00	92.1	7.9
Conway	Franklin	MA	2006	$207,262,151.00	$0.00	$4,630,786.00	$6,631,000.00	$5,712,306.00	$224,236,243.00	92.4	7.6
Conway	Franklin	MA	2007	$227,407,538.00	$0.00	$5,498,670.00	$6,646,700.00	$5,737,420.00	$245,290,328.00	92.7	7.3
Conway	Franklin	MA	2008	$240,021,665.00	$0.00	$5,991,157.00	$10,616,980.00	$5,628,395.00	$262,258,197.00	91.5	8.5
Conway	Franklin	MA	2009	$236,278,957.00	$0.00	$5,914,866.00	$10,897,400.00	$7,001,748.00	$260,092,971.00	90.8	9.2
Conway	Franklin	MA	2010	$236,375,980.00	$0.00	$5,642,832.00	$10,554,600.00	$7,214,741.00	$259,788,153.00	91	9
Conway	Franklin	MA	2011	$239,101,187.00	$0.00	$4,871,869.00	$11,955,391.00	$7,252,531.00	$263,180,978.00	90.9	9.1
Conway	Franklin	MA	2012	$235,435,587.00	$0.00	$5,169,521.00	$11,088,392.00	$7,189,456.00	$258,882,956.00	90.9	9.1
Conway	Franklin	MA	2013	$231,909,440.00	$0.00	$4,982,064.00	$11,067,392.00	$6,333,711.00	$254,292,607.00	91.2	8.8
Deerfield	Franklin	MA	2003	$309,864,243.00	$0.00	$50,904,949.00	$64,914,562.00	$13,444,410.00	$439,128,164.00	70.6	29.4
Deerfield	Franklin	MA	2004	$314,369,618.00	$0.00	$51,321,017.00	$66,040,662.00	$24,515,220.00	$456,246,517.00	68.9	31.1
Deerfield	Franklin	MA	2005	$416,423,022.00	$0.00	$63,311,343.00	$75,108,870.00	$13,827,200.00	$568,670,435.00	73.2	26.8
Deerfield	Franklin	MA	2006	$465,841,172.00	$0.00	$63,821,602.00	$74,951,420.00	$13,962,300.00	$618,576,494.00	75.3	24.7
Deerfield	Franklin	MA	2007	$509,947,172.00	$0.00	$67,988,729.00	$78,537,108.00	$13,239,520.00	$669,712,529.00	76.1	23.9
Deerfield	Franklin	MA	2008	$521,448,087.00	$0.00	$72,461,724.00	$82,832,233.00	$13,423,020.00	$690,165,064.00	75.6	24.4
Deerfield	Franklin	MA	2009	$521,467,277.00	$0.00	$69,064,849.00	$78,769,933.00	$15,448,920.00	$684,750,979.00	76.2	23.8
Deerfield	Franklin	MA	2010	$520,553,312.00	$0.00	$68,600,642.00	$80,724,833.00	$15,806,670.00	$685,685,457.00	75.9	24.1
Deerfield	Franklin	MA	2011	$510,918,681.00	$0.00	$66,076,952.00	$78,143,934.00	$22,305,790.00	$677,445,357.00	75.4	24.6
Deerfield	Franklin	MA	2012	$497,088,691.00	$0.00	$66,054,472.00	$75,426,222.00	$25,407,150.00	$663,976,535.00	74.9	25.1
Deerfield	Franklin	MA	2013	$487,648,655.00	$0.00	$64,326,514.00	$74,135,822.00	$25,146,280.00	$651,257,271.00	74.9	25.1
Erving	Franklin	MA	2003	$73,816,200.00	$339,500.00	$5,443,869.00	$344,132,265.00	$162,383,590.00	$586,115,424.00	12.7	87.3
Erving	Franklin	MA	2004	$76,290,900.00	$339,500.00	$5,361,508.00	$344,159,365.00	$162,815,460.00	$588,966,733.00	13	87
Erving	Franklin	MA	2005	$90,018,855.00	$400,300.00	$6,710,184.00	$344,869,155.00	$160,774,790.00	$602,773,284.00	15	85
Erving	Franklin	MA	2006	$106,017,335.00	$450,000.00	$6,925,398.00	$286,184,459.00	$183,141,620.00	$582,718,812.00	18.3	81.7
Erving	Franklin	MA	2007	$116,094,615.00	$471,700.00	$6,802,173.00	$289,729,474.00	$183,571,240.00	$596,669,202.00	19.5	80.5
Erving	Franklin	MA	2008	$120,495,080.00	$471,700.00	$6,841,078.00	$289,697,974.00	$183,728,000.00	$601,233,832.00	20.1	79.9
Erving	Franklin	MA	2009	$121,412,120.00	$518,400.00	$7,405,018.00	$296,395,898.00	$193,961,170.00	$619,692,606.00	19.7	80.3
Erving	Franklin	MA	2010	$121,791,060.00	$519,100.00	$7,227,231.00	$295,631,498.00	$194,094,040.00	$619,262,929.00	19.8	80.2
Erving	Franklin	MA	2011	$121,688,770.00	$519,100.00	$7,377,641.00	$295,328,688.00	$201,162,620.00	$626,076,819.00	19.5	80.5
Erving	Franklin	MA	2012	$121,711,370.00	$519,600.00	$6,919,048.00	$295,328,688.00	$204,273,640.00	$628,752,346.00	19.4	80.6
Erving	Franklin	MA	2013	$120,548,555.00	$565,800.00	$7,003,044.00	$423,383,068.00	$97,464,710.00	$648,965,177.00	18.7	81.3
Gill	Franklin	MA	2003	$68,519,053.00	$0.00	$7,298,248.00	$5,895,200.00	$2,183,820.00	$83,896,321.00	81.7	18.3
Gill	Franklin	MA	2004	$69,561,506.00	$0.00	$6,976,771.00	$5,895,200.00	$2,316,768.00	$84,750,245.00	82.1	17.9
Gill	Franklin	MA	2005	$93,406,464.00	$0.00	$8,297,261.00	$8,303,800.00	$2,170,050.00	$112,177,575.00	83.3	16.7
Gill	Franklin	MA	2006	$90,496,958.00	$0.00	$8,484,676.00	$8,303,900.00	$2,335,217.00	$109,620,751.00	82.6	17.4
Gill	Franklin	MA	2007	$99,865,548.00	$0.00	$8,994,086.00	$8,370,800.00	$2,275,275.00	$119,505,709.00	83.6	16.4
Gill	Franklin	MA	2008	$124,277,582.00	$0.00	$11,620,741.00	$18,978,600.00	$2,403,290.00	$157,280,213.00	79	21
Gill	Franklin	MA	2009	$121,954,758.00	$0.00	$11,182,214.00	$10,303,100.00	$3,533,060.00	$146,973,132.00	83	17
Gill	Franklin	MA	2010	$123,213,587.00	$0.00	$11,533,772.00	$10,340,700.00	$3,774,500.00	$148,862,559.00	82.8	17.2
Gill	Franklin	MA	2011	$122,749,547.00	$0.00	$11,573,828.00	$14,123,400.00	$3,778,430.00	$152,225,205.00	80.6	19.4
Gill	Franklin	MA	2012	$120,751,166.00	$0.00	$11,680,030.00	$14,732,600.00	$4,741,860.00	$151,905,656.00	79.5	20.5
Gill	Franklin	MA	2013	$117,521,762.00	$0.00	$11,403,230.00	$14,751,300.00	$5,539,750.00	$149,216,042.00	78.8	21.2
Greenfield	Franklin	MA	2003	$679,284,568.00	$0.00	$170,705,053.00	$25,111,285.00	$31,727,020.00	$906,827,926.00	74.9	25.1
Greenfield	Franklin	MA	2004	$719,282,367.00	$0.00	$176,045,363.00	$25,970,585.00	$32,417,294.00	$953,715,609.00	75.4	24.6
Greenfield	Franklin	MA	2005	$839,701,309.00	$0.00	$192,565,324.00	$27,727,545.00	$30,624,397.00	$1,090,618,575.00	77	23
Greenfield	Franklin	MA	2006	$906,146,112.00	$0.00	$220,141,608.00	$28,790,460.00	$30,976,010.00	$1,186,054,190.00	76.4	23.6
Greenfield	Franklin	MA	2007	$1,018,593,551.00	$0.00	$232,966,072.00	$30,339,925.00	$33,492,884.00	$1,315,392,432.00	77.4	22.6
Greenfield	Franklin	MA	2008	$1,074,700,126.00	$0.00	$244,077,548.00	$30,736,410.00	$35,765,509.00	$1,385,279,593.00	77.6	22.4
Greenfield	Franklin	MA	2009	$1,054,781,375.00	$0.00	$247,761,826.00	$30,827,860.00	$40,169,892.00	$1,373,540,953.00	76.8	23.2
Greenfield	Franklin	MA	2010	$1,055,388,591.00	$0.00	$243,076,431.00	$33,819,460.00	$40,078,401.00	$1,372,362,883.00	76.9	23.1
Greenfield	Franklin	MA	2011	$1,028,407,333.00	$0.00	$243,874,103.00	$33,149,880.00	$41,885,792.00	$1,347,317,108.00	76.3	23.7
Greenfield	Franklin	MA	2012	$1,025,754,859.00	$0.00	$239,891,093.00	$34,479,320.00	$48,113,904.00	$1,348,239,176.00	76.1	23.9
Greenfield	Franklin	MA	2013	$976,756,296.00	$0.00	$242,827,999.00	$35,165,920.00	$48,927,033.00	$1,303,677,248.00	74.9	25.1
Hawley	Franklin	MA	2003	$21,386,740.00	$0.00	$941,847.00	$0.00	$1,388,679.00	$23,717,266.00	90.2	9.8
Hawley	Franklin	MA	2004	$21,972,711.00	$0.00	$739,056.00	$0.00	$1,336,133.00	$24,047,900.00	91.4	8.6
Hawley	Franklin	MA	2005	$22,712,390.00	$0.00	$766,815.00	$0.00	$1,279,255.00	$24,758,460.00	91.7	8.3
Hawley	Franklin	MA	2006	$28,469,727.00	$0.00	$836,978.00	$0.00	$1,650,743.00	$30,957,448.00	92	8
Hawley	Franklin	MA	2007	$28,890,327.00	$0.00	$846,559.00	$0.00	$1,195,591.00	$30,932,477.00	93.4	6.6
Hawley	Franklin	MA	2008	$36,812,908.00	$0.00	$1,035,082.00	$0.00	$1,191,179.00	$39,039,169.00	94.3	5.7
Hawley	Franklin	MA	2009	$43,316,066.00	$0.00	$1,975,163.00	$0.00	$1,813,044.00	$47,104,273.00	92	8
Hawley	Franklin	MA	2010	$43,288,294.00	$0.00	$1,991,793.00	$0.00	$1,810,554.00	$47,090,641.00	91.9	8.1
