JURISDICTIONCODE,NAME,Year,Total_Taxable_Property_Values,Total_Tax_Exempt_Values,Total,Taxable_as_a___of_Total,Tax_Exempt_as_a___of_Total
217,Northfield,2005,311453557,68465000,379918557,81.98,18.02
217,Northfield,2006,349151608,80816300,429967908,81.2,18.8
217,Northfield,2007,364129387,82642900,446772287,81.5,18.5
217,Northfield,2008,385205320,87241400,472446720,81.53,18.47
217,Northfield,2009,394626414,74621200,469247614,84.1,15.9
217,Northfield,2010,394118313,76330600,470448913,83.77,16.23
217,Northfield,2011,425078438,48296500,473374938,89.8,10.2
217,Northfield,2012,424800243,48475600,473275843,89.76,10.24
217,Northfield,2013,408107656,47628100,455735756,89.55,10.45
217,Northfield,2014,409229674,47593400,456823074,89.58,10.42
217,Northfield,2015,408847724,47747900,456595624,89.54,10.46
217,Northfield,2016,454269875,47876300,502146175,90.47,9.53
218,Norton,2003,1570154550,279314900,1849469450,84.9,15.1
218,Norton,2004,1619865960,283605000,1903470960,85.1,14.9
218,Norton,2005,1899622680,293503400,2193126080,86.62,13.38
218,Norton,2006,2250414090,348325600,2598739690,86.6,13.4
218,Norton,2007,2299353010,350331000,2649684010,86.78,13.22
218,Norton,2008,2340271900,352536900,2692808800,86.91,13.09
218,Norton,2009,2245701070,399435500,2645136570,84.9,15.1
218,Norton,2010,2207532780,360511300,2568044080,85.96,14.04
218,Norton,2011,2093673010,349243100,2442916110,85.7,14.3
218,Norton,2012,2027439820,353818500,2381258320,85.14,14.86
218,Norton,2013,1947302820,356795400,2304098220,84.51,15.49
218,Norton,2014,1945738860,357239500,2302978360,84.49,15.51
218,Norton,2015,2029791340,367553100,2397344440,84.67,15.33
218,Norton,2016,2085583620,365136100,2450719720,85.1,14.9
219,Norwell,2003,1721671500,134023600,1855695100,92.78,7.22
219,Norwell,2004,1753233060,133823500,1887056560,92.91,7.09
219,Norwell,2005,2152320360,156220700,2308541060,93.23,6.77
219,Norwell,2006,2337320090,170834900,2508154990,93.19,6.81
219,Norwell,2007,2502459880,176881600,2679341480,93.4,6.6
219,Norwell,2008,2506442599,182570600,2689013199,93.21,6.79
219,Norwell,2009,2496327447,201340900,2697668347,92.54,7.46
219,Norwell,2010,2370357847,195818600,2566176447,92.37,7.63
219,Norwell,2011,2237971858,181842900,2419814758,92.49,7.51
219,Norwell,2012,2243843430,174299700,2418143130,92.79,7.21
219,Norwell,2013,2220753335,175189400,2395942735,92.69,7.31
219,Norwell,2014,2246653035,171298200,2417951235,92.92,7.08
219,Norwell,2015,2348572637,173438800,2522011437,93.12,6.88
219,Norwell,2016,2434057591,173542900,2607600491,93.34,6.66
220,Norwood,2003,3389619800,203248600,3592868400,94.34,5.66
220,Norwood,2004,3378006320,186949700,3564956020,94.76,5.24
220,Norwood,2005,3931760850,200460300,4132221150,95.15,4.85
220,Norwood,2006,4335072110,204055300,4539127410,95.5,4.5
220,Norwood,2007,4384742810,203887600,4588630410,95.56,4.44
220,Norwood,2008,4438793050,221440400,4660233450,95.25,4.75
220,Norwood,2009,4540126220,295348100,4835474320,93.89,6.11
220,Norwood,2010,4368997490,293438600,4662436090,93.71,6.29
220,Norwood,2011,4261458120,291781300,4553239420,93.59,6.41
220,Norwood,2012,4249302900,224208700,4473511600,94.99,5.01
220,Norwood,2013,4245656320,227712340,4473368660,94.91,5.09
220,Norwood,2014,4215048740,226981640,4442030380,94.89,5.11
220,Norwood,2015,4358017600,228923940,4586941540,95.01,4.99
220,Norwood,2016,4716133522,261616600,4977750122,94.74,5.26
221,Oak Bluffs,2003,1732300886,151664100,1883964986,91.95,8.05
221,Oak Bluffs,2004,2046869602,164718900,2211588502,92.55,7.45
221,Oak Bluffs,2005,2372234985,196273800,2568508785,92.36,7.64
221,Oak Bluffs,2006,2639483639,216166500,2855650139,92.43,7.57
221,Oak Bluffs,2007,2816473295,236471700,3052944995,92.25,7.75
221,Oak Bluffs,2008,2899259238,247885800,3147145038,92.12,7.88
221,Oak Bluffs,2009,2917645889,249911000,3167556889,92.11,7.89
221,Oak Bluffs,2010,2873709066,251951800,3125660866,91.94,8.06
221,Oak Bluffs,2011,2647611904,256679400,2904291304,91.16,8.84
221,Oak Bluffs,2012,2581134119,273889840,2855023959,90.41,9.59
221,Oak Bluffs,2013,2512650457,273902540,2786552997,90.17,9.83
221,Oak Bluffs,2014,2522434290,281027340,2803461630,89.98,10.02
221,Oak Bluffs,2015,2550305440,292611300,2842916740,89.71,10.29
221,Oak Bluffs,2016,2671835130,307098200,2978933330,89.69,10.31
222,Oakham,2003,117112172,12620600,129732772,90.27,9.73
222,Oakham,2004,120891598,12620600,133512198,90.55,9.45
222,Oakham,2005,171116758,14578600,185695358,92.15,7.85
222,Oakham,2006,185579493,14843600,200423093,92.59,7.41
222,Oakham,2007,213378581,15392800,228771381,93.27,6.73
222,Oakham,2008,217855682,26154800,244010482,89.28,10.72
222,Oakham,2009,220677862,26100000,246777862,89.42,10.58
222,Oakham,2010,203372895,25463400,228836295,88.87,11.13
222,Oakham,2011,199665641,24153000,223818641,89.21,10.79
222,Oakham,2012,200329901,24157000,224486901,89.24,10.76
222,Oakham,2013,194960984,24184800,219145784,88.96,11.04
222,Oakham,2014,190516976,25578400,216095376,88.16,11.84
222,Oakham,2015,190596917,26136300,216733217,87.94,12.06
222,Oakham,2016,190647859,26093600,216741459,87.96,12.04
223,Orange,2003,302925742,38850606,341776348,88.63,11.37
223,Orange,2004,330142039,43591215,373733254,88.34,11.66
223,Orange,2005,426015123,50496558,476511681,89.4,10.6
223,Orange,2006,450187147,49271930,499459077,90.13,9.87
223,Orange,2007,461777505,49567930,511345435,90.31,9.69
223,Orange,2008,555879411,55162144,611041555,90.97,9.03
223,Orange,2009,562848286,55090344,617938630,91.08,8.92
223,Orange,2010,530615533,55837544,586453077,90.48,9.52
223,Orange,2011,510465881,53114675,563580556,90.58,9.42
223,Orange,2012,493398690,53146236,546544926,90.28,9.72
223,Orange,2013,478232407,52829546,531061953,90.05,9.95
223,Orange,2014,476028321,53572619,529600940,89.88,10.12
223,Orange,2015,475479370,54459445,529938815,89.72,10.28
223,Orange,2016,473091024,48158820,521249844,90.76,9.24
224,Orleans,2003,2512449131,266695600,2779144731,90.4,9.6
224,Orleans,2004,3128390680,299706600,3428097280,91.26,8.74
224,Orleans,2005,3336135215,311969900,3648105115,91.45,8.55
224,Orleans,2006,3815209270,312506300,4127715570,92.43,7.57
224,Orleans,2007,3847189360,320539700,4167729060,92.31,7.69
224,Orleans,2008,3927447430,329058500,4256505930,92.27,7.73
224,Orleans,2009,3887216150,336544300,4223760450,92.03,7.97
224,Orleans,2010,3783860990,270997600,4054858590,93.32,6.68
224,Orleans,2011,3606895340,239197600,3846092940,93.78,6.22
224,Orleans,2012,3600380540,238946600,3839327140,93.78,6.22
224,Orleans,2013,3551020140,241077500,3792097640,93.64,6.36
224,Orleans,2014,3592510500,225967200,3818477700,94.08,5.92
224,Orleans,2015,3614838220,230760100,3845598320,94,6
224,Orleans,2016,3727103110,236510900,3963614010,94.03,5.97
225,Otis,2003,272475788,15308700,287784488,94.68,5.32
225,Otis,2004,379344699,21106400,400451099,94.73,5.27
225,Otis,2005,385669663,21616100,407285763,94.69,5.31
225,Otis,2006,522922581,26623700,549546281,95.16,4.84
225,Otis,2007,535922165,32366800,568288965,94.3,5.7
225,Otis,2008,544970383,32366800,577337183,94.39,5.61
225,Otis,2009,599788996,32195700,631984696,94.91,5.09
225,Otis,2010,606048721,33955200,640003921,94.69,5.31
225,Otis,2011,617815241,32950300,650765541,94.94,5.06
225,Otis,2012,621529881,33356100,654885981,94.91,5.09
225,Otis,2013,604205990,31376800,635582790,95.06,4.94
225,Otis,2014,606011575,33598500,639610075,94.75,5.25
225,Otis,2015,611854055,33890100,645744155,94.75,5.25
225,Otis,2016,608324038,32896300,641220338,94.87,5.13
226,Oxford,2003,765019700,59913900,824933600,92.74,7.26
226,Oxford,2004,859587295,65510414,925097709,92.92,7.08
226,Oxford,2005,1136262805,103863556,1240126361,91.62,8.38
226,Oxford,2006,1239175997,102370301,1341546298,92.37,7.63
226,Oxford,2007,1354080993,96340901,1450421894,93.36,6.64
226,Oxford,2008,1425111710,94657923,1519769633,93.77,6.23
226,Oxford,2009,1457936910,94645823,1552582733,93.9,6.1
226,Oxford,2010,1344836010,93444223,1438280233,93.5,6.5
226,Oxford,2011,1311854490,116384943,1428239433,91.85,8.15
226,Oxford,2012,1279510710,115677323,1395188033,91.71,8.29
226,Oxford,2013,1269981585,115619223,1385600808,91.66,8.34
226,Oxford,2014,1283501235,116648823,1400150058,91.67,8.33
226,Oxford,2015,1265007135,100873605,1365880740,92.61,7.39
226,Oxford,2016,1273705685,100972105,1374677790,92.65,7.35
227,Palmer,2003,596864957,90959900,687824857,86.78,13.22
227,Palmer,2004,721332062,98008600,819340662,88.04,11.96
227,Palmer,2005,818640683,106959434,925600117,88.44,11.56
227,Palmer,2006,901212742,112040840,1013253582,88.94,11.06
227,Palmer,2007,999680194,117654840,1117335034,89.47,10.53
227,Palmer,2008,1041655651,129007605,1170663256,88.98,11.02
227,Palmer,2009,1012035013,129111700,1141146713,88.69,11.31
227,Palmer,2010,974776965,129250995,1104027960,88.29,11.71
227,Palmer,2011,952305331,137581830,1089887161,87.38,12.62
227,Palmer,2012,952383423,138909330,1091292753,87.27,12.73
227,Palmer,2013,920606916,140991650,1061598566,86.72,13.28
227,Palmer,2014,880072824,135450525,1015523349,86.66,13.34
227,Palmer,2015,884864559,139053925,1023918484,86.42,13.58
227,Palmer,2016,886063743,138583525,1024647268,86.48,13.52
228,Paxton,2003,302676875,31491200,334168075,90.58,9.42
228,Paxton,2004,451993034,39430000,491423034,91.98,8.02
228,Paxton,2005,486550573,36447300,522997873,93.03,6.97
228,Paxton,2006,520195554,36851500,557047054,93.38,6.62
228,Paxton,2007,578747860,61244300,639992160,90.43,9.57
228,Paxton,2008,582459247,62651900,645111147,90.29,9.71
228,Paxton,2009,539663779,61809100,601472879,89.72,10.28
228,Paxton,2010,502477792,66130800,568608592,88.37,11.63
228,Paxton,2011,478147257,64676300,542823557,88.09,11.91
228,Paxton,2012,461697906,73573300,535271206,86.25,13.75
228,Paxton,2013,450155265,74457300,524612565,85.81,14.19
228,Paxton,2014,430501964,70073000,500574964,86,14
228,Paxton,2015,440916367,69091811,510008178,86.45,13.55
228,Paxton,2016,458470103,69160011,527630114,86.89,13.11
229,Peabody,2003,5048202250,490935100,5539137350,91.14,8.86
229,Peabody,2004,6314428610,625973700,6940402310,90.98,9.02
229,Peabody,2005,6375586460,643969900,7019556360,90.83,9.17
229,Peabody,2006,7245123250,718600400,7963723650,90.98,9.02
229,Peabody,2007,7549423760,738925300,8288349060,91.08,8.92
229,Peabody,2008,7136426760,766102800,7902529560,90.31,9.69
229,Peabody,2009,6984819650,788847100,7773666750,89.85,10.15
229,Peabody,2010,6391562930,694025800,7085588730,90.21,9.79
229,Peabody,2011,6074417320,640741200,6715158520,90.46,9.54
229,Peabody,2012,6061106938,649515992,6710622930,90.32,9.68
229,Peabody,2013,6169929127,671651883,6841581010,90.18,9.82
229,Peabody,2014,6111744857,686829083,6798573940,89.9,10.1
229,Peabody,2015,6405331408,674781082,7080112490,90.47,9.53
229,Peabody,2016,6750057897,671496833,7421554730,90.95,9.05
230,Pelham,2003,103607700,10587900,114195600,90.73,9.27
230,Pelham,2004,112372600,10884300,123256900,91.17,8.83
230,Pelham,2005,136382800,16485100,152867900,89.22,10.78
230,Pelham,2006,138323900,16565900,154889800,89.3,10.7
230,Pelham,2007,154370900,16515300,170886200,90.34,9.66
230,Pelham,2008,166436500,29083200,195519700,85.13,14.87
230,Pelham,2009,175691400,29487200,205178600,85.63,14.37
230,Pelham,2010,177889700,37955300,215845000,82.42,17.58
230,Pelham,2011,178063400,37626200,215689600,82.56,17.44
230,Pelham,2012,169852600,33254200,203106800,83.63,16.37
230,Pelham,2013,169475900,29127100,198603000,85.33,14.67
230,Pelham,2014,169603580,29134400,198737980,85.34,14.66
230,Pelham,2015,171729100,28549000,200278100,85.75,14.25
230,Pelham,2016,172092900,28615400,200708300,85.74,14.26
231,Pembroke,2003,1716609961,145608100,1862218061,92.18,7.82
231,Pembroke,2004,1926114049,163763880,2089877929,92.16,7.84
231,Pembroke,2005,2307147444,175569800,2482717244,92.93,7.07
231,Pembroke,2006,2447162516,171051900,2618214416,93.47,6.53
231,Pembroke,2007,2625262960,181616340,2806879300,93.53,6.47
231,Pembroke,2008,2602902617,198292820,2801195437,92.92,7.08
231,Pembroke,2009,2522324846,200048300,2722373146,92.65,7.35
231,Pembroke,2010,2344020669,192521240,2536541909,92.41,7.59
231,Pembroke,2011,2309513567,180242140,2489755707,92.76,7.24
231,Pembroke,2012,2302688995,179886700,2482575695,92.75,7.25
231,Pembroke,2013,2295433196,184892780,2480325976,92.55,7.45
231,Pembroke,2014,2292580802,182698700,2475279502,92.62,7.38
231,Pembroke,2015,2372469282,184526840,2556996122,92.78,7.22
231,Pembroke,2016,2451943308,191214360,2643157668,92.77,7.23
232,Pepperell,2003,828108931,38093900,866202831,95.6,4.4
232,Pepperell,2004,841153994,54242200,895396194,93.94,6.06
232,Pepperell,2005,1151003077,66717400,1217720477,94.52,5.48
232,Pepperell,2006,1170550361,70152900,1240703261,94.35,5.65
232,Pepperell,2007,1273622914,73547300,1347170214,94.54,5.46
232,Pepperell,2008,1317106594,79981100,1397087694,94.28,5.72
232,Pepperell,2009,1259157382,79797600,1338954982,94.04,5.96
232,Pepperell,2010,1177137008,79709400,1256846408,93.66,6.34
232,Pepperell,2011,1160408435,78026500,1238434935,93.7,6.3
232,Pepperell,2012,1155108333,77356900,1232465233,93.72,6.28
232,Pepperell,2013,1113211013,76536900,1189747913,93.57,6.43
232,Pepperell,2014,1075504228,83593800,1159098028,92.79,7.21
232,Pepperell,2015,1101391636,84088300,1185479936,92.91,7.09
232,Pepperell,2016,1112450298,82335600,1194785898,93.11,6.89
233,Peru,2003,46878900,5293900,52172800,89.85,10.15
233,Peru,2004,48504739,5298400,53803139,90.15,9.85
233,Peru,2005,58777129,7555000,66332129,88.61,11.39
233,Peru,2006,64691141,7694800,72385941,89.37,10.63
233,Peru,2007,69156841,10386900,79543741,86.94,13.06
233,Peru,2008,87612827,9091500,96704327,90.6,9.4
233,Peru,2009,86813963,9255400,96069363,90.37,9.63
233,Peru,2010,85669458,9550100,95219558,89.97,10.03
233,Peru,2011,92318732,10200900,102519632,90.05,9.95
233,Peru,2012,89087687,10318000,99405687,89.62,10.38
233,Peru,2013,88424179,10275900,98700079,89.59,10.41
233,Peru,2014,88779074,11716400,100495474,88.34,11.66
233,Peru,2015,85794796,10630400,96425196,88.98,11.02
233,Peru,2016,86345909,10642000,96987909,89.03,10.97
234,Petersham,2003,91433200,31135800,122569000,74.6,25.4
234,Petersham,2004,128350980,37822900,166173880,77.24,22.76
234,Petersham,2005,130299040,46712600,177011640,73.61,26.39
234,Petersham,2006,140968710,49648000,190616710,73.95,26.05
234,Petersham,2007,164758098,58567670,223325768,73.77,26.23
234,Petersham,2008,159758914,54648870,214407784,74.51,25.49
234,Petersham,2009,156439387,55693870,212133257,73.75,26.25
234,Petersham,2010,154027076,51832800,205859876,74.82,25.18
234,Petersham,2011,150058296,51789200,201847496,74.34,25.66
234,Petersham,2012,144324621,47124000,191448621,75.39,24.61
234,Petersham,2013,145612278,53983000,199595278,72.95,27.05
234,Petersham,2014,146446980,54628700,201075680,72.83,27.17
234,Petersham,2015,147820467,54884300,202704767,72.92,27.08
234,Petersham,2016,148656542,57279200,205935742,72.19,27.81
235,Phillipston,2003,94140553,7348700,101489253,92.76,7.24
235,Phillipston,2004,138665355,9892800,148558155,93.34,6.66
235,Phillipston,2005,160449111,10244600,170693711,94,6
235,Phillipston,2006,195524970,11542300,207067270,94.43,5.57
235,Phillipston,2007,215602077,13468400,229070477,94.12,5.88
235,Phillipston,2008,211244119,13069500,224313619,94.17,5.83
235,Phillipston,2009,214174977,13648000,227822977,94.01,5.99
235,Phillipston,2010,206810893,13130800,219941693,94.03,5.97
235,Phillipston,2011,198546486,13445500,211991986,93.66,6.34
235,Phillipston,2012,187506055,13328300,200834355,93.36,6.64
235,Phillipston,2013,184485525,13844300,198329825,93.02,6.98
235,Phillipston,2014,184520599,14851400,199371999,92.55,7.45
235,Phillipston,2015,185345625,15004700,200350325,92.51,7.49
235,Phillipston,2016,182080026,13323900,195403926,93.18,6.82
236,Pittsfield,2003,2085947159,455514407,2541461566,82.08,17.92
236,Pittsfield,2004,2103598224,468260138,2571858362,81.79,18.21
236,Pittsfield,2005,2767583665,574841746,3342425411,82.8,17.2
236,Pittsfield,2006,2817739288,575151556,3392890844,83.05,16.95
236,Pittsfield,2007,3116793990,568901926,3685695916,84.56,15.44
236,Pittsfield,2008,3434227450,595523146,4029750596,85.22,14.78
236,Pittsfield,2009,3454552912,607921986,4062474898,85.04,14.96
236,Pittsfield,2010,3472586080,619780140,4092366220,84.86,15.14
236,Pittsfield,2011,3441486470,727966130,4169452600,82.54,17.46
236,Pittsfield,2012,3364529748,706144731,4070674479,82.65,17.35
236,Pittsfield,2013,3341803760,691425341,4033229101,82.86,17.14
236,Pittsfield,2014,3344485910,702821990,4047307900,82.63,17.37
236,Pittsfield,2015,3331646372,703459301,4035105673,82.57,17.43
236,Pittsfield,2016,3343164997,704176631,4047341628,82.6,17.4
237,Plainfield,2003,54507135,5478800,59985935,90.87,9.13
237,Plainfield,2004,54724542,5470700,60195242,90.91,9.09
237,Plainfield,2005,70003229,6385700,76388929,91.64,8.36
237,Plainfield,2006,80298877,9154400,89453277,89.77,10.23
237,Plainfield,2007,80416694,8631500,89048194,90.31,9.69
237,Plainfield,2008,79633284,9220800,88854084,89.62,10.38
237,Plainfield,2009,86356743,10259000,96615743,89.38,10.62
237,Plainfield,2010,84464941,10626500,95091441,88.82,11.18
237,Plainfield,2011,87173812,10124400,97298212,89.59,10.41
237,Plainfield,2012,75877867,10131400,86009267,88.22,11.78
237,Plainfield,2013,73755636,10503300,84258936,87.53,12.47
