"Municipal","County","State","C_year","Number of Months Reported","Area Name","Single Family Buildings- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","Single Family Units- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","Single Family Valuation- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","2 Family Buildings- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","2 Family Units- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","2 Family Valuation- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","3+4 Family Buildings- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","3+4 Family Units- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","3+4 Family Valuation- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","5+ Family Buildings- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","5+ Family Units- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","5+ Family Valuation- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","Single Family Buildings- Reported Data Only","Single Family Units- Reported Data Only","Single Family Valuation- Reported Data Only","2 Family Buildings- Reported Data Only","2 Family Units- Reported Data Only","2 Family Valuation- Reported Data Only","3+4 Family Buildings- Reported Data Only","3+4 Family Units- Reported Data Only","3+4 Family Valuation- Reported Data Only","5+ Family Buildings- Reported Data Only","5+ Family Units- Reported Data Only","5+ Family Valuation- Reported Data Only","Total_Buildings_Reported_Imputed","Total_Units_Reported_Imputed","Total_Valuation_Reported_Imputed","Average_Valuation_PerUnits_Reported_Imputed","Total_Buildings_Reported","Total_Units_Reported","Total_Valuation_Reported","Average_Valuation_PerUnits_Reported","Region","Inflation_Adjusted_1_Family_Valuation","Inflation_Adjusted_2_Family_Valuation","Inflation_Adjusted_3_4_Family_Valuation","Inflation_Adjusted_5_Family_Valuation","Inflation_Adjusted_Total_Valuation","Inflation_Adjusted_Average_Valuation","Total_Pct_Change","Change_from_previous","Pct_Change_from_previous","Percentage_of_1_Family","Percentage_of_2_Family","Percentage_of_3_and_4_Family","Percentage_of_5_Family"
"Lee","Berkshire","MA","2008","  0","Lee town",11,11,3608370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,3608370,328033.636363636,0,0,0,NA,"Lee",3769865,0,0,0,3769865,342715,0,-0.266666666666667,-26.67,100,0,0,0
"Lee","Berkshire","MA","2009"," 12","Lee town",7,7,1683869,0,0,0,0,0,0,0,0,0,7,7,1683869,0,0,0,0,0,0,0,0,0,7,7,1683869,240552.714285714,7,7,1683869,240552.714285714,"Lee",1765513,0,0,0,1765513,252216.142857143,-36.36,-0.363636363636364,-36.36,100,0,0,0
"Lee","Berkshire","MA","2010","  0","Lee town",6,6,1443316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,1443316,240552.666666667,0,0,0,NA,"Lee",1488875,0,0,0,1488875,248145.833333333,-45.45,-0.142857142857143,-14.29,100,0,0,0
"Lee","Berkshire","MA","2011","  0","Lee town",4,4,962211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,962211,240552.75,0,0,0,NA,"Lee",962211,0,0,0,962211,240552.75,-63.64,-0.333333333333333,-33.33,100,0,0,0
"Leicester","Worcester","MA","2000"," 12","Leicester town",44,44,5519900,0,0,0,0,0,0,0,0,0,44,44,5519900,0,0,0,0,0,0,0,0,0,44,44,5519900,125452.272727273,44,44,5519900,125452.272727273,"Leicester",7210458,0,0,0,7210458,163874.045454545,0,NA,NA,100,0,0,0
"Leicester","Worcester","MA","2001"," 12","Leicester town",41,41,5535503,0,0,0,0,0,0,0,0,0,41,41,5535503,0,0,0,0,0,0,0,0,0,41,41,5535503,135012.268292683,41,41,5535503,135012.268292683,"Leicester",7030776,0,0,0,7030776,171482.341463415,-6.82,-0.0681818181818182,-6.82,100,0,0,0
"Leicester","Worcester","MA","2002"," 11","Leicester town",37,37,5645537,0,0,0,0,0,0,0,0,0,34,34,5240500,0,0,0,0,0,0,0,0,0,37,37,5645537,152582.081081081,34,34,5240500,154132.352941176,"Leicester",7058930,0,0,0,7058930,190781.891891892,-15.91,-0.0975609756097561,-9.76,100,0,0,0
"Leicester","Worcester","MA","2003","  6","Leicester town",55,55,8847767,0,0,0,0,0,0,0,0,0,37,37,6154000,0,0,0,0,0,0,0,0,0,55,55,8847767,160868.490909091,37,37,6154000,166324.324324324,"Leicester",10816347,0,0,0,10816347,196660.854545455,25,0.486486486486487,48.65,100,0,0,0
"Leicester","Worcester","MA","2004","  0","Leicester town",53,53,8468023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,53,8468023,159774.018867925,0,0,0,NA,"Leicester",10083582,0,0,0,10083582,190256.264150943,20.45,-0.0363636363636364,-3.64,100,0,0,0
"Leicester","Worcester","MA","2005","  0","Leicester town",52,52,8308249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,52,8308249,159774.019230769,0,0,0,NA,"Leicester",9569120,0,0,0,9569120,184021.538461538,18.18,-0.0188679245283019,-1.89,100,0,0,0
"Leicester","Worcester","MA","2006","  0","Leicester town",47,47,7509379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,47,7509379,159774.021276596,0,0,0,NA,"Leicester",8378731,0,0,0,8378731,178270.872340426,6.82,-0.0961538461538462,-9.62,100,0,0,0
"Leicester","Worcester","MA","2007"," 12","Leicester town",22,22,4408100,0,0,0,0,0,0,0,0,0,22,22,4408100,0,0,0,0,0,0,0,0,0,22,22,4408100,200368.181818182,22,22,4408100,200368.181818182,"Leicester",4782213,0,0,0,4782213,217373.318181818,-50,-0.531914893617021,-53.19,100,0,0,0
"Leicester","Worcester","MA","2008","  0","Leicester town",16,16,3205891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,3205891,200368.1875,0,0,0,NA,"Leicester",3349372,0,0,0,3349372,209335.75,-63.64,-0.272727272727273,-27.27,100,0,0,0
"Leicester","Worcester","MA","2009","  0","Leicester town",24,24,4808836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,4808836,200368.166666667,0,0,0,NA,"Leicester",5041996,0,0,0,5041996,210083.166666667,-45.45,0.5,50,100,0,0,0
"Leicester","Worcester","MA","2010","  0","Leicester town",24,24,4808836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,4808836,200368.166666667,0,0,0,NA,"Leicester",4960628,0,0,0,4960628,206692.833333333,-45.45,0,0,100,0,0,0
"Leicester","Worcester","MA","2011","  0","Leicester town",17,17,3406259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,3406259,200368.176470588,0,0,0,NA,"Leicester",3406259,0,0,0,3406259,200368.176470588,-61.36,-0.291666666666667,-29.17,100,0,0,0
"Lenox","Berkshire","MA","2000"," 12","Lenox town",20,20,4354526,0,0,0,0,0,0,1,44,2779000,20,20,4354526,0,0,0,0,0,0,1,44,2779000,21,64,7133526,111461.34375,21,64,7133526,111461.34375,"Lenox",5688169,0,0,3630113,9318282,145598.15625,0,NA,NA,31.25,0,0,68.75
"Lenox","Berkshire","MA","2001"," 12","Lenox town",26,26,5842275,0,0,0,0,0,0,0,0,0,26,26,5842275,0,0,0,0,0,0,0,0,0,26,26,5842275,224702.884615385,26,26,5842275,224702.884615385,"Lenox",7420415,0,0,0,7420415,285400.576923077,-59.38,-0.59375,-59.38,100,0,0,0
"Lenox","Berkshire","MA","2002"," 12","Lenox town",35,35,8440056,0,0,0,0,0,0,0,0,0,35,35,8440056,0,0,0,0,0,0,0,0,0,35,35,8440056,241144.457142857,35,35,8440056,241144.457142857,"Lenox",10553073,0,0,0,10553073,301516.371428571,-45.31,0.346153846153846,34.62,100,0,0,0
"Lenox","Berkshire","MA","2003"," 12","Lenox town",15,15,5200814,0,0,0,0,0,0,0,0,0,15,15,5200814,0,0,0,0,0,0,0,0,0,15,15,5200814,346720.933333333,15,15,5200814,346720.933333333,"Lenox",6357967,0,0,0,6357967,423864.466666667,-76.56,-0.571428571428571,-57.14,100,0,0,0
"Lenox","Berkshire","MA","2004"," 12","Lenox town",27,27,10456300,0,0,0,0,0,0,0,0,0,27,27,10456300,0,0,0,0,0,0,0,0,0,27,27,10456300,387270.37037037,27,27,10456300,387270.37037037,"Lenox",12451189,0,0,0,12451189,461155.148148148,-57.81,0.8,80,100,0,0,0
"Lenox","Berkshire","MA","2005"," 12","Lenox town",27,27,11275150,0,0,0,0,0,0,1,9,1100000,27,27,11275150,0,0,0,0,0,0,1,9,1100000,28,36,12375150,343754.166666667,28,36,12375150,343754.166666667,"Lenox",12986282,0,0,1266938,14253220,395922.777777778,-43.75,0.333333333333333,33.33,75,0,0,25
"Lenox","Berkshire","MA","2006"," 12","Lenox town",15,15,5599651,0,0,0,0,0,0,0,0,0,15,15,5599651,0,0,0,0,0,0,0,0,0,15,15,5599651,373310.066666667,15,15,5599651,373310.066666667,"Lenox",6247916,0,0,0,6247916,416527.733333333,-76.56,-0.583333333333333,-58.33,100,0,0,0
"Lenox","Berkshire","MA","2007"," 12","Lenox town",12,12,3709000,0,0,0,0,0,0,0,0,0,12,12,3709000,0,0,0,0,0,0,0,0,0,12,12,3709000,309083.333333333,12,12,3709000,309083.333333333,"Lenox",4023781,0,0,0,4023781,335315.083333333,-81.25,-0.2,-20,100,0,0,0
"Lenox","Berkshire","MA","2008"," 12","Lenox town",11,11,7479160,0,0,0,0,0,0,0,0,0,11,11,7479160,0,0,0,0,0,0,0,0,0,11,11,7479160,679923.636363636,11,11,7479160,679923.636363636,"Lenox",7813894,0,0,0,7813894,710354,-82.81,-0.0833333333333333,-8.33,100,0,0,0
"Lenox","Berkshire","MA","2009"," 12","Lenox town",2,2,3247000,0,0,0,0,0,0,0,0,0,2,2,3247000,0,0,0,0,0,0,0,0,0,2,2,3247000,1623500,2,2,3247000,1623500,"Lenox",3404433,0,0,0,3404433,1702216.5,-96.88,-0.818181818181818,-81.82,100,0,0,0
"Lenox","Berkshire","MA","2010"," 12","Lenox town",8,8,1622919,0,0,0,0,0,0,0,0,0,8,8,1622919,0,0,0,0,0,0,0,0,0,8,8,1622919,202864.875,8,8,1622919,202864.875,"Lenox",1674147,0,0,0,1674147,209268.375,-87.5,3,300,100,0,0,0
"Lenox","Berkshire","MA","2011"," 12","Lenox town",9,9,964000,0,0,0,0,0,0,0,0,0,9,9,964000,0,0,0,0,0,0,0,0,0,9,9,964000,107111.111111111,9,9,964000,107111.111111111,"Lenox",964000,0,0,0,964000,107111.111111111,-85.94,0.125,12.5,100,0,0,0
"Leominster","Worcester","MA","2000"," 12","Leominster",61,61,6867080,0,0,0,0,0,0,0,0,0,61,61,6867080,0,0,0,0,0,0,0,0,0,61,61,6867080,112575.081967213,61,61,6867080,112575.081967213,"Leominster",8970233,0,0,0,8970233,147053,0,NA,NA,100,0,0,0
"Leominster","Worcester","MA","2001","  0","Leominster",58,58,6525119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,58,6525119,112502.051724138,0,0,0,NA,"Leominster",8287712,0,0,0,8287712,142891.586206897,-4.92,-0.0491803278688525,-4.92,100,0,0,0
"Leominster","Worcester","MA","2002"," 12","Leominster",58,58,12643171,1,2,266000,0,0,0,0,0,0,58,58,12643171,1,2,266000,0,0,0,0,0,0,59,60,12909171,215152.85,59,60,12909171,215152.85,"Leominster",15808462,332595,0,0,16141057,269017.616666667,-1.64,0.0344827586206897,3.45,96.67,3.33,0,0
"Leominster","Worcester","MA","2003"," 12","Leominster",105,105,17375005,2,4,5e+05,0,0,0,0,0,0,105,105,17375005,2,4,5e+05,0,0,0,0,0,0,107,109,17875005,163990.871559633,107,109,17875005,163990.871559633,"Leominster",21240849,611247,0,0,21852096,200477.944954128,78.69,0.816666666666667,81.67,96.33,3.67,0,0
"Leominster","Worcester","MA","2004"," 12","Leominster",73,73,13225609,0,0,0,0,0,0,0,0,0,73,73,13225609,0,0,0,0,0,0,0,0,0,73,73,13225609,181172.726027397,73,73,13225609,181172.726027397,"Leominster",15748837,0,0,0,15748837,215737.493150685,19.67,-0.330275229357798,-33.03,100,0,0,0
"Leominster","Worcester","MA","2005"," 12","Leominster",44,44,8522429,3,6,577000,0,0,0,0,0,0,44,44,8522429,3,6,577000,0,0,0,0,0,0,47,50,9099429,181988.58,47,50,9099429,181988.58,"Leominster",9815805,664566,0,0,10480371,209607.42,-18.03,-0.315068493150685,-31.51,88,12,0,0
"Leominster","Worcester","MA","2006"," 12","Leominster",50,50,9628243,0,0,0,0,0,0,0,0,0,50,50,9628243,0,0,0,0,0,0,0,0,0,50,50,9628243,192564.86,50,50,9628243,192564.86,"Leominster",10742894,0,0,0,10742894,214857.88,-18.03,0,0,100,0,0,0
"Leominster","Worcester","MA","2007"," 12","Leominster",43,43,8223899,4,8,1302054,0,0,0,1,30,331000,43,43,8223899,4,8,1302054,0,0,0,1,30,331000,48,81,9856953,121690.777777778,48,81,9856953,121690.777777778,"Leominster",8921857,1412559,0,359092,10693508,132018.617283951,32.79,0.62,62,53.09,9.88,0,37.04
"Leominster","Worcester","MA","2008"," 12","Leominster",12,12,3589920,1,2,208925,0,0,0,1,30,1800000,12,12,3589920,1,2,208925,0,0,0,1,30,1800000,14,44,5598845,127246.477272727,14,44,5598845,127246.477272727,"Leominster",3750589,218276,0,1880560,5849425,132941.477272727,-27.87,-0.45679012345679,-45.68,27.27,4.55,0,68.18
"Leominster","Worcester","MA","2009","  0","Leominster",11,11,2967039,1,2,208925,0,0,0,3,15,655167,0,0,0,0,0,0,0,0,0,0,0,0,15,28,3831131,136826.107142857,0,0,0,NA,"Leominster",3110898,219055,0,686933,4016886,143460.214285714,-54.1,-0.363636363636364,-36.36,39.29,7.14,0,53.57
"Leominster","Worcester","MA","2010"," 12","Leominster",19,19,3928879,0,0,0,0,0,0,1,6,437820,19,19,3928879,0,0,0,0,0,0,1,6,437820,20,25,4366699,174667.96,20,25,4366699,174667.96,"Leominster",4052895,0,0,451640,4504535,180181.4,-59.02,-0.107142857142857,-10.71,76,0,0,24
"Leominster","Worcester","MA","2011"," 12","Leominster",30,30,7581348,0,0,0,0,0,0,0,0,0,30,30,7581348,0,0,0,0,0,0,0,0,0,30,30,7581348,252711.6,30,30,7581348,252711.6,"Leominster",7581348,0,0,0,7581348,252711.6,-50.82,0.2,20,100,0,0,0
"Leverett","Franklin","MA","2000"," 12","Leverett town",7,7,1265346,0,0,0,0,0,0,0,0,0,7,7,1265346,0,0,0,0,0,0,0,0,0,7,7,1265346,180763.714285714,7,7,1265346,180763.714285714,"Leverett",1652878,0,0,0,1652878,236125.428571429,0,NA,NA,100,0,0,0
"Leverett","Franklin","MA","2001"," 12","Leverett town",9,9,1324856,0,0,0,0,0,0,0,0,0,9,9,1324856,0,0,0,0,0,0,0,0,0,9,9,1324856,147206.222222222,9,9,1324856,147206.222222222,"Leverett",1682732,0,0,0,1682732,186970.222222222,28.57,0.285714285714286,28.57,100,0,0,0
"Leverett","Franklin","MA","2002"," 12","Leverett town",12,12,1936360,0,0,0,0,0,0,0,0,0,12,12,1936360,0,0,0,0,0,0,0,0,0,12,12,1936360,161363.333333333,12,12,1936360,161363.333333333,"Leverett",2421139,0,0,0,2421139,201761.583333333,71.43,0.333333333333333,33.33,100,0,0,0
"Leverett","Franklin","MA","2003"," 12","Leverett town",9,9,1668185,0,0,0,0,0,0,0,0,0,9,9,1668185,0,0,0,0,0,0,0,0,0,9,9,1668185,185353.888888889,9,9,1668185,185353.888888889,"Leverett",2039347,0,0,0,2039347,226594.111111111,28.57,-0.25,-25,100,0,0,0
"Leverett","Franklin","MA","2004"," 12","Leverett town",6,6,2152068,1,2,237760,0,0,0,0,0,0,6,6,2152068,1,2,237760,0,0,0,0,0,0,7,8,2389828,298728.5,7,8,2389828,298728.5,"Leverett",2562647,283121,0,0,2845768,355721,14.29,-0.111111111111111,-11.11,75,25,0,0
"Leverett","Franklin","MA","2005"," 12","Leverett town",9,9,2327660,0,0,0,0,0,0,0,0,0,9,9,2327660,0,0,0,0,0,0,0,0,0,9,9,2327660,258628.888888889,9,9,2327660,258628.888888889,"Leverett",2680909,0,0,0,2680909,297878.777777778,28.57,0.125,12.5,100,0,0,0
"Leverett","Franklin","MA","2006"," 12","Leverett town",9,9,1917400,0,0,0,0,0,0,0,0,0,9,9,1917400,0,0,0,0,0,0,0,0,0,9,9,1917400,213044.444444444,9,9,1917400,213044.444444444,"Leverett",2139375,0,0,0,2139375,237708.333333333,28.57,0,0,100,0,0,0
"Leverett","Franklin","MA","2007"," 12","Leverett town",6,6,1335410,0,0,0,0,0,0,0,0,0,6,6,1335410,0,0,0,0,0,0,0,0,0,6,6,1335410,222568.333333333,6,6,1335410,222568.333333333,"Leverett",1448746,0,0,0,1448746,241457.666666667,-14.29,-0.333333333333333,-33.33,100,0,0,0
"Leverett","Franklin","MA","2008"," 12","Leverett town",7,7,2475880,0,0,0,0,0,0,0,0,0,7,7,2475880,0,0,0,0,0,0,0,0,0,7,7,2475880,353697.142857143,7,7,2475880,353697.142857143,"Leverett",2586689,0,0,0,2586689,369527,0,0.166666666666667,16.67,100,0,0,0
"Leverett","Franklin","MA","2009"," 12","Leverett town",4,4,1996650,0,0,0,0,0,0,0,0,0,4,4,1996650,0,0,0,0,0,0,0,0,0,4,4,1996650,499162.5,4,4,1996650,499162.5,"Leverett",2093459,0,0,0,2093459,523364.75,-42.86,-0.428571428571429,-42.86,100,0,0,0
"Leverett","Franklin","MA","2010"," 12","Leverett town",4,4,1557990,0,0,0,0,0,0,0,0,0,4,4,1557990,0,0,0,0,0,0,0,0,0,4,4,1557990,389497.5,4,4,1557990,389497.5,"Leverett",1607168,0,0,0,1607168,401792,-42.86,0,0,100,0,0,0
"Leverett","Franklin","MA","2011"," 12","Leverett town",2,2,780780,0,0,0,0,0,0,0,0,0,2,2,780780,0,0,0,0,0,0,0,0,0,2,2,780780,390390,2,2,780780,390390,"Leverett",780780,0,0,0,780780,390390,-71.43,-0.5,-50,100,0,0,0
"Lexington","Middlesex","MA","2000"," 12","Lexington town",75,75,22582495,2,4,470000,0,0,0,0,0,0,75,75,22582495,2,4,470000,0,0,0,0,0,0,77,79,23052495,291803.734177215,77,79,23052495,291803.734177215,"Lexington",29498745,613945,0,0,30112690,381173.29113924,0,NA,NA,94.94,5.06,0,0
"Lexington","Middlesex","MA","2001"," 12","Lexington town",81,81,28543000,1,2,308000,0,0,0,0,0,0,81,81,28543000,1,2,308000,0,0,0,0,0,0,82,83,28851000,347602.409638554,82,83,28851000,347602.409638554,"Lexington",36253156,391198,0,0,36644354,441498.240963855,5.06,0.0506329113924051,5.06,97.59,2.41,0,0
"Lexington","Middlesex","MA","2002"," 12","Lexington town",72,72,21405700,0,0,0,0,0,0,0,0,0,72,72,21405700,0,0,0,0,0,0,0,0,0,72,72,21405700,297301.388888889,72,72,21405700,297301.388888889,"Lexington",26764740,0,0,0,26764740,371732.5,-8.86,-0.132530120481928,-13.25,100,0,0,0
"Lexington","Middlesex","MA","2003"," 10","Lexington town",61,61,18811014,0,0,0,0,0,0,0,0,0,51,51,15838000,0,0,0,0,0,0,0,0,0,61,61,18811014,308377.278688525,51,51,15838000,310549.019607843,"Lexington",22996362,0,0,0,22996362,376989.540983607,-22.78,-0.152777777777778,-15.28,100,0,0,0
"Lexington","Middlesex","MA","2004","  0","Lexington town",65,65,19878386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,65,19878386,305821.323076923,0,0,0,NA,"Lexington",23670854,0,0,0,23670854,364166.984615385,-17.72,0.0655737704918033,6.56,100,0,0,0
"Lexington","Middlesex","MA","2005","  0","Lexington town",65,65,19909058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,65,19909058,306293.2,0,0,0,NA,"Lexington",22930484,0,0,0,22930484,352776.676923077,-17.72,0,0,100,0,0,0
"Lexington","Middlesex","MA","2006","  0","Lexington town",55,55,16839992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,55,16839992,306181.672727273,0,0,0,NA,"Lexington",18789538,0,0,0,18789538,341627.963636364,-30.38,-0.153846153846154,-15.38,100,0,0,0
"Lexington","Middlesex","MA","2007"," 12","Lexington town",61,61,18746087,0,0,0,0,0,0,1,30,6446880,61,61,18746087,0,0,0,0,0,0,1,30,6446880,62,91,25192967,276845.791208791,62,91,25192967,276845.791208791,"Lexington",20337057,0,0,6994023,27331080,300341.538461538,15.19,0.654545454545455,65.45,67.03,0,0,32.97
"Lexington","Middlesex","MA","2008"," 12","Lexington town",52,52,16771000,0,0,0,0,0,0,1,8,1159000,52,52,16771000,0,0,0,0,0,0,1,8,1159000,53,60,17930000,298833.333333333,53,60,17930000,298833.333333333,"Lexington",17521595,0,0,1210872,18732467,312207.783333333,-24.05,-0.340659340659341,-34.07,86.67,0,0,13.33
"Lexington","Middlesex","MA","2009"," 12","Lexington town",39,39,13934500,3,6,1002000,2,7,1063000,0,0,0,39,39,13934500,3,6,1002000,2,7,1063000,0,0,0,44,52,15999500,307682.692307692,44,52,15999500,307682.692307692,"Lexington",14610126,1050583,1114540,0,16775249,322600.942307692,-34.18,-0.133333333333333,-13.33,75,11.54,13.46,0
"Lexington","Middlesex","MA","2010"," 12","Lexington town",71,71,26157000,1,2,370000,3,10,1689000,0,0,0,71,71,26157000,1,2,370000,3,10,1689000,0,0,0,75,83,28216000,339951.807228916,75,83,28216000,339951.807228916,"Lexington",26982653,381679,1742314,0,29106646,350682.481927711,5.06,0.596153846153846,59.62,85.54,2.41,12.05,0
"Lexington","Middlesex","MA","2011"," 12","Lexington town",59,59,20229000,1,2,308000,0,0,0,0,0,0,59,59,20229000,1,2,308000,0,0,0,0,0,0,60,61,20537000,336672.131147541,60,61,20537000,336672.131147541,"Lexington",20229000,308000,0,0,20537000,336672.131147541,-22.78,-0.265060240963855,-26.51,96.72,3.28,0,0
"Leyden","Franklin","MA","2000"," 12","Leyden town",4,4,572680,0,0,0,0,0,0,0,0,0,4,4,572680,0,0,0,0,0,0,0,0,0,4,4,572680,143170,4,4,572680,143170,"Leyden",748072,0,0,0,748072,187018,0,NA,NA,100,0,0,0
"Leyden","Franklin","MA","2001"," 12","Leyden town",6,6,722301,0,0,0,0,0,0,0,0,0,6,6,722301,0,0,0,0,0,0,0,0,0,6,6,722301,120383.5,6,6,722301,120383.5,"Leyden",917412,0,0,0,917412,152902,50,0.5,50,100,0,0,0
"Leyden","Franklin","MA","2002"," 12","Leyden town",3,3,413310,0,0,0,0,0,0,0,0,0,3,3,413310,0,0,0,0,0,0,0,0,0,3,3,413310,137770,3,3,413310,137770,"Leyden",516785,0,0,0,516785,172261.666666667,-25,-0.5,-50,100,0,0,0
"Leyden","Franklin","MA","2003"," 12","Leyden town",6,6,1186697,0,0,0,0,0,0,0,0,0,6,6,1186697,0,0,0,0,0,0,0,0,0,6,6,1186697,197782.833333333,6,6,1186697,197782.833333333,"Leyden",1450731,0,0,0,1450731,241788.5,50,1,100,100,0,0,0
"Leyden","Franklin","MA","2004"," 12","Leyden town",5,5,1001675,0,0,0,0,0,0,0,0,0,5,5,1001675,0,0,0,0,0,0,0,0,0,5,5,1001675,200335,5,5,1001675,200335,"Leyden",1192778,0,0,0,1192778,238555.6,25,-0.166666666666667,-16.67,100,0,0,0
"Leyden","Franklin","MA","2005"," 12","Leyden town",1,1,174130,0,0,0,0,0,0,0,0,0,1,1,174130,0,0,0,0,0,0,0,0,0,1,1,174130,174130,1,1,174130,174130,"Leyden",200556,0,0,0,200556,200556,-75,-0.8,-80,100,0,0,0
"Leyden","Franklin","MA","2006"," 12","Leyden town",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"Leyden",0,0,0,0,0,NA,-100,-1,-100,NA,NA,NA,NA
"Leyden","Franklin","MA","2007"," 12","Leyden town",4,4,654740,0,0,0,0,0,0,0,0,0,4,4,654740,0,0,0,0,0,0,0,0,0,4,4,654740,163685,4,4,654740,163685,"Leyden",710307,0,0,0,710307,177576.75,0,Inf,Inf,100,0,0,0
"Leyden","Franklin","MA","2008"," 12","Leyden town",4,4,1770850,0,0,0,0,0,0,0,0,0,4,4,1770850,0,0,0,0,0,0,0,0,0,4,4,1770850,442712.5,4,4,1770850,442712.5,"Leyden",1850105,0,0,0,1850105,462526.25,0,0,0,100,0,0,0
"Leyden","Franklin","MA","2009"," 12","Leyden town",3,3,865530,0,0,0,0,0,0,0,0,0,3,3,865530,0,0,0,0,0,0,0,0,0,3,3,865530,288510,3,3,865530,288510,"Leyden",907496,0,0,0,907496,302498.666666667,-25,-0.25,-25,100,0,0,0
"Leyden","Franklin","MA","2010"," 12","Leyden town",3,3,975300,0,0,0,0,0,0,0,0,0,3,3,975300,0,0,0,0,0,0,0,0,0,3,3,975300,325100,3,3,975300,325100,"Leyden",1006086,0,0,0,1006086,335362,-25,0,0,100,0,0,0
"Leyden","Franklin","MA","2011"," 12","Leyden town",2,2,684060,0,0,0,0,0,0,0,0,0,2,2,684060,0,0,0,0,0,0,0,0,0,2,2,684060,342030,2,2,684060,342030,"Leyden",684060,0,0,0,684060,342030,-50,-0.333333333333333,-33.33,100,0,0,0
"Lincoln","Middlesex","MA","2000"," 12","Lincoln town",17,17,8678360,0,0,0,0,0,0,0,0,0,17,17,8678360,0,0,0,0,0,0,0,0,0,17,17,8678360,510491.764705882,17,17,8678360,510491.764705882,"Lincoln",11336246,0,0,0,11336246,666838,0,NA,NA,100,0,0,0
"Lincoln","Middlesex","MA","2001","  3","Lincoln town",13,13,9716220,0,0,0,0,0,0,0,0,0,3,3,4611300,0,0,0,0,0,0,0,0,0,13,13,9716220,747401.538461538,3,3,4611300,1537100,"Lincoln",12340806,0,0,0,12340806,949292.769230769,-23.53,-0.235294117647059,-23.53,100,0,0,0
"Lincoln","Middlesex","MA","2002"," 12","Lincoln town",3,3,2750900,0,0,0,0,0,0,0,0,0,3,3,2750900,0,0,0,0,0,0,0,0,0,3,3,2750900,916966.666666667,3,3,2750900,916966.666666667,"Lincoln",3439604,0,0,0,3439604,1146534.66666667,-82.35,-0.769230769230769,-76.92,100,0,0,0
"Lincoln","Middlesex","MA","2003"," 12","Lincoln town",9,9,5776268,0,0,0,0,0,0,0,0,0,9,9,5776268,0,0,0,0,0,0,0,0,0,9,9,5776268,641807.555555556,9,9,5776268,641807.555555556,"Lincoln",7061456,0,0,0,7061456,784606.222222222,-47.06,2,200,100,0,0,0
"Lincoln","Middlesex","MA","2004"," 12","Lincoln town",4,4,2969000,0,0,0,0,0,0,0,0,0,4,4,2969000,0,0,0,0,0,0,0,0,0,4,4,2969000,742250,4,4,2969000,742250,"Lincoln",3535436,0,0,0,3535436,883859,-76.47,-0.555555555555556,-55.56,100,0,0,0
"Lincoln","Middlesex","MA","2005"," 12","Lincoln town",25,25,6201800,0,0,0,0,0,0,0,0,0,25,25,6201800,0,0,0,0,0,0,0,0,0,25,25,6201800,248072,25,25,6201800,248072,"Lincoln",7142994,0,0,0,7142994,285719.76,47.06,5.25,525,100,0,0,0
"Lincoln","Middlesex","MA","2006"," 12","Lincoln town",20,20,7373675,0,0,0,0,0,0,0,0,0,20,20,7373675,0,0,0,0,0,0,0,0,0,20,20,7373675,368683.75,20,20,7373675,368683.75,"Lincoln",8227317,0,0,0,8227317,411365.85,17.65,-0.2,-20,100,0,0,0
