"Region","C_year","Number of Months Reported","Single Family Buildings- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","Single Family Units- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","Single Family Valuation- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","2 Family Buildings- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","2 Family Units- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","2 Family Valuation- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","3+4 Family Buildings- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","3+4 Family Units- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","3+4 Family Valuation- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","5+ Family Buildings- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","5+ Family Units- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","5+ Family Valuation- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","Total_Buildings_Reported_Imputed","Total_Units_Reported_Imputed","Total_Valuation_Reported_Imputed","Average_Valuation_PerUnits_Reported_Imputed","Inflation_Adjusted_1_Family_Valuation","Inflation_Adjusted_2_Family_Valuation","Inflation_Adjusted_3_4_Family_Valuation","Inflation_Adjusted_5_Family_Valuation","Inflation_Adjusted_Total_Valuation","Inflation_Adjusted_Average_Valuation","Total_Pct_Change","Change_from_previous","Pct_Change_from_previous","Percentage_of_1_Family","Percentage_of_2_Family","Percentage_of_3_and_4_Family","Percentage_of_5_Family","Permits_Per_1000_Population"
"Abington","2000"," 12",60,60,7247000,1,2,105000,0,0,0,3,34,2550000,64,96,9902000,103145.833333333,9466509,137158,0,3330978,12934645,134735.885416667,0,NA,NA,62.5,2.08,0,35.42,6.57
"Abington","2001"," 12",90,90,9183757,0,0,0,0,0,0,0,0,0,90,90,9183757,102041.744444444,11664512,0,0,0,11664512,129605.688888889,-6.25,-0.0625,-6.25,100,0,0,0,6.16
"Abington","2002"," 12",137,137,17293185,0,0,0,0,0,0,8,192,13069808,145,329,30362993,92288.7325227964,21622633,0,0,16341910,37964543,115393.747720365,242.71,2.65555555555556,265.56,41.64,0,0,58.36,22.53
"Abington","2003"," 12",37,37,6403010,0,0,0,0,0,0,6,72,10200000,43,109,16603010,152321.19266055,7827645,0,0,12469445,20297090,186211.834862385,13.54,-0.668693009118541,-66.87,33.94,0,0,66.06,7.46
"Abington","2004"," 12",31,31,6024000,0,0,0,0,0,0,4,48,6800000,35,79,12824000,162329.113924051,7173280,0,0,8097328,15270608,193298.835443038,-17.71,-0.275229357798165,-27.52,39.24,0,0,60.76,5.41
"Abington","2005"," 12",23,23,4569000,0,0,0,1,3,210000,9,52,6500000,33,78,11279000,144602.564102564,5262398,0,241870,7486449,12990717,166547.653846154,-18.75,-0.0126582278481013,-1.27,29.49,0,3.85,66.67,5.34
"Abington","2006"," 12",29,29,5404769,3,6,853000,0,0,0,5,60,6412575,37,95,12670344,133372.042105263,6030473,951751,0,7154951,14137175,148812.368421053,-1.04,0.217948717948718,21.79,30.53,6.32,0,63.16,6.5
"Abington","2007"," 12",27,27,5868000,2,4,486000,0,0,0,10,120,12850000,39,151,19204000,127178.80794702,6366014,527247,0,13940572,20833833,137972.40397351,57.29,0.589473684210526,58.95,17.88,2.65,0,79.47,10.34
"Abington","2008"," 12",18,18,4168000,0,0,0,0,0,0,0,0,0,18,18,4168000,231555.555555556,4354541,0,0,0,4354541,241918.944444444,-81.25,-0.880794701986755,-88.08,100,0,0,0,1.23
"Abington","2009","  5",12,12,3106383,0,0,0,0,0,0,0,0,0,12,12,3106383,258865.25,3256998,0,0,0,3256998,271416.5,-87.5,-0.333333333333333,-33.33,100,0,0,0,0.82
"Abington","2010","  0",15,15,3773738,0,0,0,0,0,0,0,0,0,15,15,3773738,251582.533333333,3892857,0,0,0,3892857,259523.8,-84.38,0.25,25,100,0,0,0,0.94
"Abington","2011"," 12",14,14,3141366,0,0,0,0,0,0,0,0,0,14,14,3141366,224383.285714286,3141366,0,0,0,3141366,224383.285714286,-85.42,-0.0666666666666667,-6.67,100,0,0,0,0.88
"Acton","2000"," 12",96,96,14663800,7,14,1680000,5,16,1920000,0,0,0,108,126,18263800,144950.793650794,19154823,2194527,2508031,0,23857381,189344.293650794,0,NA,NA,76.19,11.11,12.7,0,6.2
"Acton","2001"," 12",47,47,7348500,0,0,0,0,0,0,1,24,4e+06,48,71,11348500,159838.028169014,9333508,0,0,5080497,14414005,203014.154929577,-43.65,-0.436507936507937,-43.65,66.2,0,0,33.8,3.49
"Acton","2002"," 12",42,42,7055300,0,0,0,0,0,0,0,0,0,42,42,7055300,167983.333333333,8821635,0,0,0,8821635,210038.928571429,-66.67,-0.408450704225352,-40.85,100,0,0,0,2.07
"Acton","2003"," 12",30,30,4225000,0,0,0,0,0,0,0,0,0,30,30,4225000,140833.333333333,5165040,0,0,0,5165040,172168,-76.19,-0.285714285714286,-28.57,100,0,0,0,1.48
"Acton","2004"," 12",30,30,6596500,6,12,1872000,0,0,0,0,0,0,36,42,8468500,201630.952380952,7855003,2229147,0,0,10084150,240098.80952381,-66.67,0.4,40,71.43,28.57,0,0,2.07
"Acton","2005"," 12",58,58,10658000,0,0,0,0,0,0,0,0,0,58,58,10658000,183758.620689655,12275473,0,0,0,12275473,211646.086206897,-53.97,0.380952380952381,38.1,100,0,0,0,2.85
"Acton","2006"," 12",71,71,13257720,0,0,0,0,0,0,0,0,0,71,71,13257720,186728.450704225,14792551,0,0,0,14792551,208345.788732394,-43.65,0.224137931034483,22.41,100,0,0,0,3.49
"Acton","2007"," 12",70,70,16162420,0,0,0,0,0,0,0,0,0,70,70,16162420,230891.714285714,17534116,0,0,0,17534116,250487.371428571,-44.44,-0.0140845070422535,-1.41,100,0,0,0,3.44
"Acton","2008"," 12",49,49,16070551,0,0,0,0,0,0,0,0,0,49,49,16070551,327970.428571429,16789797,0,0,0,16789797,342648.918367347,-61.11,-0.3,-30,100,0,0,0,2.41
"Acton","2009"," 12",32,32,8144275,0,0,0,1,3,774000,0,0,0,33,35,8918275,254807.857142857,8539157,0,811528,0,9350685,267162.428571429,-72.22,-0.285714285714286,-28.57,91.43,0,8.57,0,1.72
"Acton","2010"," 12",48,48,9336000,0,0,0,0,0,0,0,0,0,48,48,9336000,194500,9630694,0,0,0,9630694,200639.458333333,-61.9,0.371428571428571,37.14,100,0,0,0,2.19
"Acton","2011"," 12",62,62,14035981,0,0,0,0,0,0,0,0,0,62,62,14035981,226386.790322581,14035981,0,0,0,14035981,226386.790322581,-50.79,0.291666666666667,29.17,100,0,0,0,2.83
"Acushnet","2000"," 12",43,43,6165392,0,0,0,0,0,0,0,0,0,43,43,6165392,143381.209302326,8053642,0,0,0,8053642,187294,0,NA,NA,100,0,0,0,4.23
"Acushnet","2001"," 12",55,55,8713502,0,0,0,0,0,0,0,0,0,55,55,8713502,158427.309090909,11067230,0,0,0,11067230,201222.363636364,27.91,0.27906976744186,27.91,100,0,0,0,5.41
"Acushnet","2002"," 12",48,48,8585443,0,0,0,0,0,0,0,0,0,48,48,8585443,178863.395833333,10734858,0,0,0,10734858,223642.875,11.63,-0.127272727272727,-12.73,100,0,0,0,4.72
"Acushnet","2003"," 12",32,32,5464700,0,0,0,0,0,0,0,0,0,32,32,5464700,170771.875,6680566,0,0,0,6680566,208767.6875,-25.58,-0.333333333333333,-33.33,100,0,0,0,3.15
"Acushnet","2004"," 12",35,35,7086507,0,0,0,0,0,0,0,0,0,35,35,7086507,202471.628571429,8438495,0,0,0,8438495,241099.857142857,-18.6,0.09375,9.38,100,0,0,0,3.44
"Acushnet","2005"," 12",31,31,6222540,0,0,0,0,0,0,0,0,0,31,31,6222540,200727.096774194,7166881,0,0,0,7166881,231189.709677419,-27.91,-0.114285714285714,-11.43,100,0,0,0,3.05
"Acushnet","2006"," 12",14,14,2332000,0,0,0,0,0,0,0,0,0,14,14,2332000,166571.428571429,2601973,0,0,0,2601973,185855.214285714,-67.44,-0.548387096774194,-54.84,100,0,0,0,1.38
"Acushnet","2007"," 12",9,9,3150000,0,0,0,0,0,0,0,0,0,9,9,3150000,350000,3417339,0,0,0,3417339,379704.333333333,-79.07,-0.357142857142857,-35.71,100,0,0,0,0.89
"Acushnet","2008"," 12",10,10,2397932,0,0,0,0,0,0,0,0,0,10,10,2397932,239793.2,2505253,0,0,0,2505253,250525.3,-76.74,0.111111111111111,11.11,100,0,0,0,0.98
"Acushnet","2009"," 12",5,5,1394286,0,0,0,0,0,0,0,0,0,5,5,1394286,278857.2,1461889,0,0,0,1461889,292377.8,-88.37,-0.5,-50,100,0,0,0,0.49
"Acushnet","2010"," 12",7,7,1732741,0,0,0,0,0,0,0,0,0,7,7,1732741,247534.428571429,1787435,0,0,0,1787435,255347.857142857,-83.72,0.4,40,100,0,0,0,0.68
"Acushnet","2011"," 12",5,5,1219624,0,0,0,0,0,0,0,0,0,5,5,1219624,243924.8,1219624,0,0,0,1219624,243924.8,-88.37,-0.285714285714286,-28.57,100,0,0,0,0.49
"Adams","2000"," 12",6,6,720500,0,0,0,0,0,0,0,0,0,6,6,720500,120083.333333333,941165,0,0,0,941165,156860.833333333,0,NA,NA,100,0,0,0,0.68
"Adams","2001","  0",6,6,720500,0,0,0,0,0,0,0,0,0,6,6,720500,120083.333333333,915125,0,0,0,915125,152520.833333333,0,0,0,100,0,0,0,0.68
"Adams","2002","  0",7,7,840583,0,0,0,0,0,0,0,0,0,7,7,840583,120083.285714286,1051028,0,0,0,1051028,150146.857142857,16.67,0.166666666666667,16.67,100,0,0,0,0.79
"Adams","2003"," 12",8,8,1253575,0,0,0,0,0,0,0,0,0,8,8,1253575,156696.875,1532489,0,0,0,1532489,191561.125,33.33,0.142857142857143,14.29,100,0,0,0,0.91
"Adams","2004"," 12",9,9,1368277,0,0,0,1,4,254000,1,12,860000,11,25,2482277,99291.08,1629322,0,302459,1024074,2955855,118234.2,316.67,2.125,212.5,36,0,16,48,2.84
"Adams","2005"," 12",10,10,2421068,0,0,0,0,0,0,0,0,0,10,10,2421068,242106.8,2788493,0,0,0,2788493,278849.3,66.67,-0.6,-60,100,0,0,0,1.14
"Adams","2006","  0",9,9,2178961,0,0,0,0,0,0,0,0,0,9,9,2178961,242106.777777778,2431217,0,0,0,2431217,270135.222222222,50,-0.1,-10,100,0,0,0,1.02
"Adams","2007"," 12",6,6,845321,0,0,0,0,0,0,0,0,0,6,6,845321,140886.833333333,917063,0,0,0,917063,152843.833333333,0,-0.333333333333333,-33.33,100,0,0,0,0.68
"Adams","2008"," 12",3,3,820000,0,0,0,0,0,0,0,0,0,3,3,820000,273333.333333333,856700,0,0,0,856700,285566.666666667,-50,-0.5,-50,100,0,0,0,0.34
"Adams","2009"," 12",6,6,1722500,0,0,0,0,0,0,0,0,0,6,6,1722500,287083.333333333,1806017,0,0,0,1806017,301002.833333333,0,1,100,100,0,0,0,0.68
"Adams","2010"," 12",1,1,4e+05,0,0,0,0,0,0,0,0,0,1,1,4e+05,4e+05,412626,0,0,0,412626,412626,-83.33,-0.833333333333333,-83.33,100,0,0,0,0.12
"Adams","2011"," 12",4,4,489900,0,0,0,0,0,0,0,0,0,4,4,489900,122475,489900,0,0,0,489900,122475,-33.33,3,300,100,0,0,0,0.47
"Agawam","2000"," 12",51,51,6955390,0,0,0,1,4,150000,0,0,0,52,55,7105390,129188.909090909,9085589,0,195940,0,9281529,168755.072727273,0,NA,NA,92.73,0,7.27,0,1.95
"Agawam","2001"," 12",50,50,6943500,0,0,0,0,0,0,0,0,0,50,50,6943500,138870,8819108,0,0,0,8819108,176382.16,-9.09,-0.0909090909090909,-9.09,100,0,0,0,1.78
"Agawam","2002"," 12",50,50,7888000,1,2,1e+05,1,4,185000,0,0,0,52,56,8173000,145946.428571429,9862806,125036,231316,0,10219158,182484.964285714,1.82,0.12,12,89.29,3.57,7.14,0,1.99
"Agawam","2003"," 12",69,69,15836500,1,2,150000,0,0,0,0,0,0,70,71,15986500,225161.971830986,19360035,183374,0,0,19543409,275259.281690141,29.09,0.267857142857143,26.79,97.18,2.82,0,0,2.52
"Agawam","2004"," 12",48,48,10386500,0,0,0,0,0,0,1,5,425000,49,53,10811500,203990.566037736,12368073,0,0,506083,12874156,242908.603773585,-3.64,-0.253521126760563,-25.35,90.57,0,0,9.43,1.88
"Agawam","2005"," 12",29,29,5675400,3,6,525000,0,0,0,1,5,680000,33,40,6880400,172010,6536707,604675,0,783198,7924580,198114.5,-27.27,-0.245283018867925,-24.53,72.5,15,0,12.5,1.42
"Agawam","2006"," 12",58,58,9695600,1,2,195000,0,0,0,0,0,0,59,60,9890600,164843.333333333,10818048,217575,0,0,11035623,183927.05,9.09,0.5,50,96.67,3.33,0,0,2.13
"Agawam","2007"," 12",33,33,5536000,1,2,125000,0,0,0,0,0,0,34,35,5661000,161742.857142857,6005837,135609,0,0,6141446,175469.885714286,-36.36,-0.416666666666667,-41.67,94.29,5.71,0,0,1.24
"Agawam","2008"," 12",20,20,5172500,0,0,0,0,0,0,0,0,0,20,20,5172500,258625,5403998,0,0,0,5403998,270199.9,-63.64,-0.428571428571429,-42.86,100,0,0,0,0.71
"Agawam","2009"," 12",30,30,6976600,2,4,2e+05,0,0,0,0,0,0,32,34,7176600,211076.470588235,7314866,209697,0,0,7524563,221310.676470588,-38.18,0.7,70,88.24,11.76,0,0,1.21
"Agawam","2010"," 12",29,29,5778414,6,12,1021000,0,0,0,0,0,0,35,41,6799414,165839.365853659,5960811,1053228,0,0,7014039,171074.12195122,-25.45,0.205882352941176,20.59,70.73,29.27,0,0,1.44
"Agawam","2011"," 12",19,19,5345000,0,0,0,0,0,0,0,0,0,19,19,5345000,281315.789473684,5345000,0,0,0,5345000,281315.789473684,-65.45,-0.536585365853659,-53.66,100,0,0,0,0.67
"Alford","2000","  0",1,1,71524,0,0,0,0,0,0,0,0,0,1,1,71524,71524,93429,0,0,0,93429,93429,0,NA,NA,100,0,0,0,2.51
"Alford","2001","  0",1,1,71524,0,0,0,0,0,0,0,0,0,1,1,71524,71524,90844,0,0,0,90844,90844,0,0,0,100,0,0,0,2.51
"Alford","2002","  0",2,2,143048,0,0,0,0,0,0,0,0,0,2,2,143048,71524,178861,0,0,0,178861,89430.5,100,1,100,100,0,0,0,5.01
"Alford","2003","  0",2,2,143048,0,0,0,0,0,0,0,0,0,2,2,143048,71524,174875,0,0,0,174875,87437.5,100,0,0,100,0,0,0,5.01
"Alford","2004"," 12",8,8,2526000,0,0,0,0,0,0,0,0,0,8,8,2526000,315750,3007919,0,0,0,3007919,375989.875,700,3,300,100,0,0,0,20.05
"Alford","2005"," 12",2,2,1760000,0,0,0,0,0,0,0,0,0,2,2,1760000,880000,2027100,0,0,0,2027100,1013550,100,-0.75,-75,100,0,0,0,5.01
"Alford","2006"," 12",2,2,2182285,0,0,0,0,0,0,0,0,0,2,2,2182285,1091142.5,2434926,0,0,0,2434926,1217463,100,0,0,100,0,0,0,5.01
"Alford","2007"," 12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,-100,-1,-100,NA,NA,NA,NA,0
"Alford","2008"," 12",3,3,3165000,0,0,0,0,0,0,0,0,0,3,3,3165000,1055000,3306651,0,0,0,3306651,1102217,200,Inf,NA,100,0,0,0,7.52
"Alford","2009"," 12",2,2,1274000,0,0,0,0,0,0,0,0,0,2,2,1274000,637000,1335771,0,0,0,1335771,667885.5,100,-0.333333333333333,-33.33,100,0,0,0,5.01
"Alford","2010"," 12",3,3,4287899,0,0,0,0,0,0,0,0,0,3,3,4287899,1429299.66666667,4423248,0,0,0,4423248,1474416,200,0.5,50,100,0,0,0,6.07
"Alford","2011"," 12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,-100,-1,-100,NA,NA,NA,NA,0
"Amesbury","2000"," 12",46,46,2785970,0,0,0,0,0,0,0,0,0,46,46,2785970,60564.5652173913,3639218,0,0,0,3639218,79113.4347826087,0,NA,NA,100,0,0,0,2.8
"Amesbury","2001"," 12",30,30,2036418,0,0,0,0,0,0,0,0,0,30,30,2036418,67880.6,2586504,0,0,0,2586504,86216.8,-34.78,-0.347826086956522,-34.78,100,0,0,0,1.82
"Amesbury","2002"," 11",36,36,5070920,0,0,0,0,0,0,0,0,0,36,36,5070920,140858.888888889,6340454,0,0,0,6340454,176123.722222222,-21.74,0.2,20,100,0,0,0,2.19
"Amesbury","2003"," 12",32,32,2747140,0,0,0,0,0,0,0,0,0,32,32,2747140,85848.125,3358364,0,0,0,3358364,104948.875,-30.43,-0.111111111111111,-11.11,100,0,0,0,1.95
"Amesbury","2004"," 11",32,32,2551424,0,0,0,0,0,0,0,0,0,32,32,2551424,79732,3038194,0,0,0,3038194,94943.5625,-30.43,0,0,100,0,0,0,1.95
"Amesbury","2005"," 12",38,38,3045032,0,0,0,0,0,0,0,0,0,38,38,3045032,80132.4210526316,3507150,0,0,0,3507150,92293.4210526316,-17.39,0.1875,18.75,100,0,0,0,2.31
"Amesbury","2006","  0",29,29,2321436,0,0,0,0,0,0,0,0,0,29,29,2321436,80049.5172413793,2590186,0,0,0,2590186,89316.7586206897,-36.96,-0.236842105263158,-23.68,100,0,0,0,1.76
"Amesbury","2007","  3",23,23,1797291,0,0,0,0,0,0,0,0,0,23,23,1797291,78143.0869565217,1949826,0,0,0,1949826,84775.0434782609,-50,-0.206896551724138,-20.69,100,0,0,0,1.4
"Amesbury","2008","  1",17,17,1334151,0,0,0,0,0,0,0,0,0,17,17,1334151,78479.4705882353,1393862,0,0,0,1393862,81991.8823529412,-63.04,-0.260869565217391,-26.09,100,0,0,0,1.03
"Amesbury","2009"," 11",9,9,1282884,0,0,0,0,0,0,0,0,0,9,9,1282884,142542.666666667,1345086,0,0,0,1345086,149454,-80.43,-0.470588235294118,-47.06,100,0,0,0,0.55
"Amesbury","2010"," 12",22,22,2916810,0,0,0,0,0,0,0,0,0,22,22,2916810,132582.272727273,3008880,0,0,0,3008880,136767.272727273,-52.17,1.44444444444444,144.44,100,0,0,0,1.35
"Amesbury","2011"," 12",11,11,1906250,0,0,0,0,0,0,0,0,0,11,11,1906250,173295.454545455,1906250,0,0,0,1906250,173295.454545455,-76.09,-0.5,-50,100,0,0,0,0.68
"Amherst","2000"," 12",32,32,5983258,0,0,0,0,0,0,1,12,467000,33,44,6450258,146596.772727273,7815726,0,0,610026,8425752,191494.363636364,0,NA,NA,72.73,0,0,27.27,1.26
"Amherst","2001"," 12",37,37,7164529,0,0,0,0,0,0,0,0,0,37,37,7164529,193635.918918919,9099842,0,0,0,9099842,245941.675675676,-15.91,-0.159090909090909,-15.91,100,0,0,0,1.06
"Amherst","2002","  2",37,37,6873063,0,0,0,0,0,0,0,0,0,37,37,6873063,185758.459459459,8593774,0,0,0,8593774,232264.162162162,-15.91,0,0,100,0,0,0,1.06
"Amherst","2003","  0",36,36,6742445,0,0,0,0,0,0,0,0,0,36,36,6742445,187290.138888889,8242602,0,0,0,8242602,228961.166666667,-18.18,-0.027027027027027,-2.7,100,0,0,0,1.03
"Amherst","2004"," 12",31,31,8554352,0,0,0,0,0,0,0,0,0,31,31,8554352,275946.838709677,10186381,0,0,0,10186381,328592.935483871,-29.55,-0.138888888888889,-13.89,100,0,0,0,0.89
"Amherst","2005"," 12",38,38,8713475,0,0,0,0,0,0,1,39,2400000,39,77,11113475,144330.844155844,10035844,0,0,2764227,12800071,166234.688311688,75,1.48387096774194,148.39,49.35,0,0,50.65,2.21
"Amherst","2006"," 12",24,24,4891362,0,0,0,0,0,0,2,44,2642000,26,68,7533362,110784.735294118,5457629,0,0,2947861,8405490,123610.147058824,54.55,-0.116883116883117,-11.69,35.29,0,0,64.71,1.95
"Amherst","2007"," 12",33,33,7306500,0,0,0,1,4,720000,1,7,1259000,35,44,9285500,211034.090909091,7926599,0,781106,1365851,10073556,228944.454545455,0,-0.352941176470588,-35.29,75,0,9.09,15.91,1.26
"Amherst","2008"," 12",24,24,7145984,0,0,0,0,0,0,0,0,0,24,24,7145984,297749.333333333,7465806,0,0,0,7465806,311075.25,-45.45,-0.454545454545455,-45.45,100,0,0,0,0.69
"Amherst","2009","  0",36,36,10718976,0,0,0,0,0,0,0,0,0,36,36,10718976,297749.333333333,11238694,0,0,0,11238694,312185.944444444,-18.18,0.5,50,100,0,0,0,1.03
"Amherst","2010","  0",35,35,10421227,0,0,0,0,0,0,0,0,0,35,35,10421227,297749.342857143,10750176,0,0,0,10750176,307147.885714286,-20.45,-0.0277777777777778,-2.78,100,0,0,0,0.93
"Amherst","2011"," 12",8,8,2513400,0,0,0,0,0,0,2,18,2992000,10,26,5505400,211746.153846154,2513400,0,0,2992000,5505400,211746.153846154,-40.91,-0.257142857142857,-25.71,30.77,0,0,69.23,0.69
"Andover","2000","  9",55,55,15587773,0,0,0,2,6,1264059,0,0,0,57,61,16851832,276259.540983607,20361777,0,1651197,0,22012974,360868.426229508,0,NA,NA,90.16,0,9.84,0,1.91
"Andover","2001","  9",39,39,10225951,0,0,0,3,10,1582030,1,15,291500,43,64,12099481,189054.390625,12988228,0,2009375,370241,15367844,240122.5625,4.92,0.0491803278688525,4.92,60.94,0,15.62,23.44,2
"Andover","2002","  4",44,44,17358426,0,0,0,2,6,973218,4,20,1289976,50,70,19621620,280308.857142857,21704208,0,1216869,1612929,24534006,350485.8,14.75,0.09375,9.38,62.86,0,8.57,28.57,2.19
"Andover","2003","  8",35,35,11141141,0,0,0,6,23,4283702,4,86,11166717,45,144,26591560,184663.611111111,13619984,0,5236802,13651251,32508037,225750.256944444,136.07,1.05714285714286,105.71,24.31,0,15.97,59.72,4.5
"Andover","2004"," 11",67,67,25966852,1,2,316840,1,3,558744,11,118,15941350,80,190,42783786,225177.821052632,30920898,377288,665343,18982696,50946225,268138.026315789,211.48,0.319444444444444,31.94,35.26,1.05,1.58,62.11,5.94
"Andover","2005"," 12",60,60,21711910,0,0,0,0,0,0,9,250,11741513,69,310,33453423,107914.267741935,25006940,0,0,13523421,38530361,124291.487096774,408.2,0.631578947368421,63.16,19.35,0,0,80.65,9.7
"Andover","2006"," 11",22,22,10505905,0,0,0,5,19,3854000,1,22,1033253,28,63,15393158,244335.841269841,11722162,0,4300173,1152872,17175207,272622.333333333,3.28,-0.796774193548387,-79.68,34.92,0,30.16,34.92,1.97
"Andover","2007"," 12",21,21,7171050,0,0,0,1,3,230000,1,5,1150000,23,29,8551050,294863.793103448,7779653,0,249520,1247600,9276773,319888.724137931,-52.46,-0.53968253968254,-53.97,72.41,0,10.34,17.24,0.91
"Andover","2008"," 10",14,14,5060227,0,0,0,5,16,4083526,0,0,0,19,30,9143753,304791.766666667,5286700,0,4266286,0,9552986,318432.866666667,-50.82,0.0344827586206897,3.45,46.67,0,53.33,0,0.94
"Andover","2009"," 11",15,15,5658911,0,0,0,1,4,1060000,0,0,0,16,19,6718911,353626.894736842,5933288,0,1111395,0,7044683,370772.789473684,-68.85,-0.366666666666667,-36.67,78.95,0,21.05,0,0.59
"Andover","2010"," 11",24,24,11462576,0,0,0,2,8,1932000,1,115,8308674,27,147,21703250,147641.156462585,11824395,0,1992984,8570940,22388319,152301.489795918,140.98,6.73684210526316,673.68,16.33,0,5.44,78.23,4.43
"Andover","2011","  6",22,22,9476824,1,2,406000,2,7,1586500,6,84,6068945,31,115,17538269,152506.686956522,9476824,406000,1586500,6068945,17538269,152506.686956522,88.52,-0.217687074829932,-21.77,19.13,1.74,6.09,73.04,3.46
"Aquinnah","2000"," 12",5,5,1795000,0,0,0,0,0,0,0,0,0,5,5,1795000,359000,2344747,0,0,0,2344747,468949.4,0,NA,NA,100,0,0,0,14.53
"Aquinnah","2001"," 12",7,7,2766000,0,0,0,0,0,0,0,0,0,7,7,2766000,395142.857142857,3513164,0,0,0,3513164,501880.571428571,40,0.4,40,100,0,0,0,20.35
"Aquinnah","2002"," 12",5,5,2230000,0,0,0,0,0,0,0,0,0,5,5,2230000,446000,2788293,0,0,0,2788293,557658.6,0,-0.285714285714286,-28.57,100,0,0,0,14.53
"Aquinnah","2003"," 12",9,9,4850000,0,0,0,0,0,0,0,0,0,9,9,4850000,538888.888888889,5929099,0,0,0,5929099,658788.777777778,80,0.8,80,100,0,0,0,26.16
"Aquinnah","2004"," 12",6,6,3038000,0,0,0,0,0,0,0,0,0,6,6,3038000,506333.333333333,3617600,0,0,0,3617600,602933.333333333,20,-0.333333333333333,-33.33,100,0,0,0,17.44
"Aquinnah","2005"," 12",7,7,1390000,0,0,0,0,0,0,0,0,0,7,7,1390000,198571.428571429,1600948,0,0,0,1600948,228706.857142857,40,0.166666666666667,16.67,100,0,0,0,20.35
"Aquinnah","2006"," 12",6,6,1565000,0,0,0,0,0,0,0,0,0,6,6,1565000,260833.333333333,1746178,0,0,0,1746178,291029.666666667,20,-0.142857142857143,-14.29,100,0,0,0,17.44
"Aquinnah","2007"," 12",9,9,2915000,0,0,0,0,0,0,0,0,0,9,9,2915000,323888.888888889,3162394,0,0,0,3162394,351377.111111111,80,0.5,50,100,0,0,0,26.16
"Aquinnah","2008"," 12",7,7,3200000,0,0,0,0,0,0,0,0,0,7,7,3200000,457142.857142857,3343218,0,0,0,3343218,477602.571428571,40,-0.222222222222222,-22.22,100,0,0,0,20.35
"Aquinnah","2009"," 12",4,4,1175000,0,0,0,0,0,0,0,0,0,4,4,1175000,293750,1231971,0,0,0,1231971,307992.75,-20,-0.428571428571429,-42.86,100,0,0,0,11.63
"Aquinnah","2010"," 12",2,2,5e+05,0,0,0,0,0,0,0,0,0,2,2,5e+05,250000,515783,0,0,0,515783,257891.5,-60,-0.5,-50,100,0,0,0,6.43
"Aquinnah","2011"," 12",1,1,250000,0,0,0,0,0,0,0,0,0,1,1,250000,250000,250000,0,0,0,250000,250000,-80,-0.5,-50,100,0,0,0,3.22
"Arlington","2000","  0",8,8,847336,3,6,660000,0,0,0,0,0,0,11,14,1507336,107666.857142857,1106846,862136,0,0,1968982,140641.571428571,0,NA,NA,57.14,42.86,0,0,0.33
"Arlington","2001"," 12",8,8,1125000,0,0,0,0,0,0,0,0,0,8,8,1125000,140625,1428890,0,0,0,1428890,178611.25,-42.86,-0.428571428571429,-42.86,100,0,0,0,0.19
"Arlington","2002"," 12",20,20,3380000,6,12,1225000,0,0,0,2,12,840000,28,44,5445000,123750,4226202,1531686,0,1050299,6808187,154731.522727273,214.29,4.5,450,45.45,27.27,0,27.27,1.04
"Arlington","2003","  7",12,12,1986000,17,34,3692134,1,4,406000,4,20,1400000,34,70,7484134,106916.2,2427874,4513614,496333,1711492,9149313,130704.471428571,400,0.590909090909091,59.09,17.14,48.57,5.71,28.57,1.65
"Arlington","2004","  3",13,13,2185000,16,32,3474950,1,3,304500,4,20,1400000,34,68,7364450,108300.735294118,2601862,4137913,362594,1667097,8769466,128962.735294118,385.71,-0.0285714285714286,-2.86,19.12,47.06,4.41,29.41,1.6
"Arlington","2005","  0",12,12,2009193,17,34,3692133,0,0,0,5,25,1750000,34,71,7451326,104948.253521127,2314111,4252456,0,2015582,8582149,120875.338028169,407.14,0.0441176470588235,4.41,16.9,47.89,0,35.21,1.67
"Arlington","2006","  0",11,11,1843695,14,28,3040578,0,0,0,6,30,2100000,31,69,6984273,101221.347826087,2057137,3392582,0,2343115,7792834,112939.623188406,392.86,-0.028169014084507,-2.82,15.94,40.58,0,43.48,1.63
"Arlington","2007","  0",10,10,1675914,9,18,1954656,0,0,0,4,20,1400000,23,48,5030570,104803.541666667,1818148,2120547,0,1518817,5457512,113698.166666667,242.86,-0.304347826086957,-30.43,20.83,37.5,0,41.67,1.13
