"Region","C_year","Number of Months Reported","Single Family Buildings- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","Single Family Units- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","Single Family Valuation- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","2 Family Buildings- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","2 Family Units- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","2 Family Valuation- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","3+4 Family Buildings- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","3+4 Family Units- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","3+4 Family Valuation- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","5+ Family Buildings- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","5+ Family Units- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","5+ Family Valuation- Reported Data plus Data Imputed for Non-Reporters & Partial Reporters","Total_Buildings_Reported_Imputed","Total_Units_Reported_Imputed","Total_Valuation_Reported_Imputed","Average_Valuation_PerUnits_Reported_Imputed","Inflation_Adjusted_1_Family_Valuation","Inflation_Adjusted_2_Family_Valuation","Inflation_Adjusted_3_4_Family_Valuation","Inflation_Adjusted_5_Family_Valuation","Inflation_Adjusted_Total_Valuation","Inflation_Adjusted_Average_Valuation","Total_Pct_Change","Change_from_previous","Pct_Change_from_previous","Percentage_of_1_Family","Percentage_of_2_Family","Percentage_of_3_and_4_Family","Percentage_of_5_Family","Permits_Per_1000_Population"
"Malden","2002","  6",25,25,2346130,3,6,234900,0,0,0,1,5,304545,29,36,2885575,80154.8611111111,2933497,293709,0,380790,3607996,100222.111111111,-2.7,0.0588235294117647,5.88,69.44,16.67,0,13.89,0.64
"Malden","2003","  2",48,48,3469893,1,2,78300,0,0,0,1,5,304545,50,55,3852738,70049.7818181818,4241925,95721,0,372305,4709951,85635.4727272727,48.65,0.527777777777778,52.78,87.27,3.64,0,9.09,0.98
"Malden","2004"," 12",28,28,3132500,13,26,2132000,2,6,740000,7,438,44045448,50,498,50049948,100501.903614458,3730129,2538750,881180,52448592,59598651,119676.006024096,1245.95,8.05454545454545,805.45,5.62,5.22,1.2,87.95,8.84
"Malden","2005"," 12",22,22,2441250,7,14,1195000,1,4,3e+05,0,0,0,30,40,3936250,98406.25,2811738,1376355,345528,0,4533621,113340.525,8.11,-0.919678714859438,-91.97,55,35,10,0,0.71
"Malden","2006"," 12",16,16,2153250,4,8,746000,0,0,0,2,63,4109235,22,87,7008485,80557.2988505747,2402529,832364,0,4584956,7819849,89883.3218390805,135.14,1.175,117.5,18.39,9.2,0,72.41,1.54
"Malden","2007"," 12",18,18,1890000,1,2,265000,1,4,360000,1,60,4141398,21,84,6656398,79242.8333333333,2050403,287490,390553,4492876,7221322,85968.1190476191,127.03,-0.0344827586206897,-3.45,21.43,2.38,4.76,71.43,1.49
"Malden","2008"," 12",2,2,307000,0,0,0,0,0,0,0,0,0,2,2,307000,153500,320740,0,0,0,320740,160370,-94.59,-0.976190476190476,-97.62,100,0,0,0,0.04
"Malden","2009","  5",3,3,432000,1,2,196000,0,0,0,0,0,0,4,5,628000,125600,452946,205503,0,0,658449,131689.8,-86.49,1.5,150,60,40,0,0,0.09
"Malden","2010"," 12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,-100,-1,-100,NA,NA,NA,NA,0
"Malden","2011"," 12",5,5,551260,2,4,277000,0,0,0,0,0,0,7,9,828260,92028.8888888889,551260,277000,0,0,828260,92028.8888888889,-75.68,Inf,NA,55.56,44.44,0,0,0.15
"Manchester-by-the-Sea","2000"," 12",10,10,6469650,1,2,80000,0,0,0,0,0,0,11,12,6549650,545804.166666667,8451084,104501,0,0,8555585,712965.416666667,0,NA,NA,83.33,16.67,0,0,2.3
"Manchester-by-the-Sea","2001"," 12",8,8,4108155,0,0,0,0,0,0,0,0,0,8,8,4108155,513519.375,5217867,0,0,0,5217867,652233.375,-33.33,-0.333333333333333,-33.33,100,0,0,0,1.53
"Manchester-by-the-Sea","2002"," 12",7,7,2648000,0,0,0,0,0,0,1,21,1075000,8,28,3723000,132964.285714286,3310942,0,0,1344132,4655074,166252.642857143,133.33,2.5,250,25,0,0,75,5.36
"Manchester-by-the-Sea","2003"," 12",12,12,3850050,3,6,1166672,2,7,1361108,1,5,972220,18,30,7350050,245001.666666667,4706665,1426250,1663947,1188534,8985396,299513.2,150,0.0714285714285714,7.14,40,20,23.33,16.67,5.74
"Manchester-by-the-Sea","2004"," 12",10,10,5251400,0,0,0,0,0,0,0,0,0,10,10,5251400,525140,6253280,0,0,0,6253280,625328,-16.67,-0.666666666666667,-66.67,100,0,0,0,1.91
"Manchester-by-the-Sea","2005"," 12",9,9,5475000,0,0,0,0,0,0,0,0,0,9,9,5475000,608333.333333333,6305894,0,0,0,6305894,700654.888888889,-25,-0.1,-10,100,0,0,0,1.72
"Manchester-by-the-Sea","2006"," 12",17,17,8461000,0,0,0,0,0,0,0,0,0,17,17,8461000,497705.882352941,9440520,0,0,0,9440520,555324.705882353,41.67,0.888888888888889,88.89,100,0,0,0,3.25
"Manchester-by-the-Sea","2007"," 12",9,9,7830000,1,2,5e+05,0,0,0,0,0,0,10,11,8330000,757272.727272727,8494528,542435,0,0,9036963,821542.090909091,-8.33,-0.352941176470588,-35.29,81.82,18.18,0,0,2.1
"Manchester-by-the-Sea","2008"," 12",9,9,7430500,0,0,0,0,0,0,0,0,0,9,9,7430500,825611.111111111,7763056,0,0,0,7763056,862561.777777778,-25,-0.181818181818182,-18.18,100,0,0,0,1.72
"Manchester-by-the-Sea","2009"," 12",3,3,1420000,0,0,0,0,0,0,0,0,0,3,3,1420000,473333.333333333,1488850,0,0,0,1488850,496283.333333333,-75,-0.666666666666667,-66.67,100,0,0,0,0.57
"Manchester-by-the-Sea","2010"," 12",10,10,7495000,0,0,0,0,0,0,0,0,0,10,10,7495000,749500,7731582,0,0,0,7731582,773158.2,-16.67,2.33333333333333,233.33,100,0,0,0,1.95
"Manchester-by-the-Sea","2011"," 11",3,3,1734838,0,0,0,0,0,0,0,0,0,3,3,1734838,578279.333333333,1734838,0,0,0,1734838,578279.333333333,-75,-0.7,-70,100,0,0,0,0.58
"Mansfield","2000"," 12",59,59,17557000,3,6,180000,0,0,0,2,12,270000,64,77,18007000,233857.142857143,22934112,235128,0,352692,23521932,305479.636363636,0,NA,NA,76.62,7.79,0,15.58,3.44
"Mansfield","2001"," 12",42,42,14799000,0,0,0,0,0,0,0,0,0,42,42,14799000,352357.142857143,18796568,0,0,0,18796568,447537.333333333,-45.45,-0.454545454545455,-45.45,100,0,0,0,1.87
"Mansfield","2002"," 12",44,44,14835000,1,2,3e+05,1,3,365000,5,30,3225781,51,79,18725781,237035.202531646,18549028,375107,456380,4033374,23413889,296378.341772152,2.6,0.880952380952381,88.1,55.7,2.53,3.8,37.97,3.52
"Mansfield","2003"," 12",25,25,9095000,1,2,3e+05,0,0,0,0,0,0,26,27,9395000,347962.962962963,11118588,366748,0,0,11485336,425382.814814815,-64.94,-0.658227848101266,-65.82,92.59,7.41,0,0,1.2
"Mansfield","2004"," 12",33,33,9231000,0,0,0,0,0,0,4,56,2470150,37,89,11701150,131473.595505618,10992122,0,0,2941414,13933536,156556.584269663,15.58,2.2962962962963,229.63,37.08,0,0,62.92,3.97
"Mansfield","2005"," 12",28,28,9708500,0,0,0,0,0,0,6,96,7566630,34,124,17275130,139315.564516129,11181875,0,0,8714952,19896827,160458.282258065,61.04,0.393258426966292,39.33,22.58,0,0,77.42,5.53
"Mansfield","2006"," 12",18,18,5404800,0,0,0,1,4,472004,3,21,2252614,22,43,8129418,189056.23255814,6030507,0,526647,2513397,9070551,210943.046511628,-44.16,-0.653225806451613,-65.32,41.86,0,9.3,48.84,1.92
"Mansfield","2007"," 12",9,9,1856500,1,2,250000,0,0,0,7,200,15310355,17,211,17416855,82544.336492891,2014060,271217,0,16609736,18895013,89549.8246445498,174.03,3.90697674418605,390.7,4.27,0.95,0,94.79,9.41
"Mansfield","2008"," 12",5,5,1175000,3,6,555000,1,3,225000,0,0,0,9,14,1955000,139642.857142857,1227588,579839,235070,0,2042497,145892.642857143,-81.82,-0.933649289099526,-93.36,35.71,42.86,21.43,0,0.62
"Mansfield","2009"," 12",11,11,3369093,0,0,0,0,0,0,0,0,0,11,11,3369093,306281.181818182,3532446,0,0,0,3532446,321131.454545455,-85.71,-0.214285714285714,-21.43,100,0,0,0,0.49
"Mansfield","2010"," 11",10,10,2475262,0,0,0,0,0,0,1,7,656240,11,17,3131502,184206,2553394,0,0,676954,3230348,190020.470588235,-77.92,0.545454545454545,54.55,58.82,0,0,41.18,0.73
"Mansfield","2011"," 12",11,11,2186020,0,0,0,0,0,0,2,46,3232750,13,57,5418770,95066.1403508772,2186020,0,0,3232750,5418770,95066.1403508772,-25.97,2.35294117647059,235.29,19.3,0,0,80.7,2.46
"Marblehead","2000"," 12",16,16,4090900,0,0,0,0,0,0,0,0,0,16,16,4090900,255681.25,5343803,0,0,0,5343803,333987.6875,0,NA,NA,100,0,0,0,0.79
"Marblehead","2001"," 12",17,17,5942050,0,0,0,0,0,0,0,0,0,17,17,5942050,349532.352941176,7547142,0,0,0,7547142,443949.529411765,6.25,0.0625,6.25,100,0,0,0,0.83
"Marblehead","2002"," 12",14,14,4199950,0,0,0,0,0,0,0,0,0,14,14,4199950,299996.428571429,5251432,0,0,0,5251432,375102.285714286,-12.5,-0.176470588235294,-17.65,100,0,0,0,0.69
"Marblehead","2003"," 12",12,12,2646900,0,0,0,0,0,0,0,0,0,12,12,2646900,220575,3235821,0,0,0,3235821,269651.75,-25,-0.142857142857143,-14.29,100,0,0,0,0.59
"Marblehead","2004"," 12",25,25,9231700,0,0,0,2,6,960000,2,34,5007330,29,65,15199030,233831.230769231,10992956,0,1143152,5962646,18098754,278442.369230769,306.25,4.41666666666667,441.67,38.46,0,9.23,52.31,3.19
"Marblehead","2005"," 12",29,29,8404734,0,0,0,0,0,0,2,53,8867952,31,82,17272686,210642.512195122,9680248,0,0,10213765,19894013,242609.914634146,412.5,0.261538461538462,26.15,35.37,0,0,64.63,4.02
"Marblehead","2006"," 12",19,19,6464967,0,0,0,0,0,0,0,0,0,19,19,6464967,340261.421052632,7213409,0,0,0,7213409,379653.105263158,18.75,-0.768292682926829,-76.83,100,0,0,0,0.93
"Marblehead","2007"," 12",10,10,6029900,0,0,0,0,0,0,0,0,0,10,10,6029900,602990,6541654,0,0,0,6541654,654165.4,-37.5,-0.473684210526316,-47.37,100,0,0,0,0.49
"Marblehead","2008"," 12",5,5,3122700,0,0,0,0,0,0,0,0,0,5,5,3122700,624540,3262458,0,0,0,3262458,652491.6,-68.75,-0.5,-50,100,0,0,0,0.25
"Marblehead","2009"," 11",9,9,5922087,0,0,0,0,0,0,0,0,0,9,9,5922087,658009.666666667,6209224,0,0,0,6209224,689913.777777778,-43.75,0.8,80,100,0,0,0,0.44
"Marblehead","2010"," 12",16,16,7280652,0,0,0,0,0,0,0,0,0,16,16,7280652,455040.75,7510468,0,0,0,7510468,469404.25,0,0.777777777777778,77.78,100,0,0,0,0.81
"Marblehead","2011"," 12",15,15,9279235,0,0,0,0,0,0,0,0,0,15,15,9279235,618615.666666667,9279235,0,0,0,9279235,618615.666666667,-6.25,-0.0625,-6.25,100,0,0,0,0.76
"Marion","2000"," 12",28,28,5345760,2,4,568000,0,0,0,0,0,0,30,32,5913760,184805,6982984,741959,0,0,7724943,241404.46875,0,NA,NA,87.5,12.5,0,0,6.25
"Marion","2001"," 12",25,25,5876911,0,0,0,0,0,0,0,0,0,25,25,5876911,235076.44,7464407,0,0,0,7464407,298576.28,-21.88,-0.21875,-21.88,100,0,0,0,4.88
"Marion","2002"," 11",16,16,2820153,0,0,0,0,0,0,0,0,0,16,16,2820153,176259.5625,3526195,0,0,0,3526195,220387.1875,-50,-0.36,-36,100,0,0,0,3.12
"Marion","2003","  4",19,19,4296784,0,0,0,0,0,0,0,0,0,19,19,4296784,226146.526315789,5252795,0,0,0,5252795,276462.894736842,-40.62,0.1875,18.75,100,0,0,0,3.71
"Marion","2004"," 12",23,23,7450000,0,0,0,0,0,0,0,0,0,23,23,7450000,323913.043478261,8871337,0,0,0,8871337,385710.304347826,-28.12,0.210526315789474,21.05,100,0,0,0,4.49
"Marion","2005"," 12",11,11,2743000,0,0,0,0,0,0,0,0,0,11,11,2743000,249363.636363636,3159282,0,0,0,3159282,287207.454545455,-65.62,-0.521739130434783,-52.17,100,0,0,0,2.15
"Marion","2006"," 12",7,7,1616000,0,0,0,0,0,0,0,0,0,7,7,1616000,230857.142857143,1803082,0,0,0,1803082,257583.142857143,-78.12,-0.363636363636364,-36.36,100,0,0,0,1.37
"Marion","2007"," 12",2,2,4e+05,0,0,0,0,0,0,0,0,0,2,2,4e+05,2e+05,433948,0,0,0,433948,216974,-93.75,-0.714285714285714,-71.43,100,0,0,0,0.39
"Marion","2008"," 12",2,2,5e+05,0,0,0,0,0,0,0,0,0,2,2,5e+05,250000,522378,0,0,0,522378,261189,-93.75,0,0,100,0,0,0,0.39
"Marion","2009"," 12",2,2,770000,0,0,0,0,0,0,0,0,0,2,2,770000,385000,807334,0,0,0,807334,403667,-93.75,0,0,100,0,0,0,0.39
"Marion","2010"," 12",1,1,6e+05,0,0,0,0,0,0,0,0,0,1,1,6e+05,6e+05,618939,0,0,0,618939,618939,-96.88,-0.5,-50,100,0,0,0,0.2
"Marion","2011"," 12",2,2,735000,0,0,0,0,0,0,0,0,0,2,2,735000,367500,735000,0,0,0,735000,367500,-93.75,1,100,100,0,0,0,0.41
"Marlborough","2000"," 12",93,93,11454105,1,2,110000,2,7,7e+05,8,473,21079266,104,575,33343371,57988.4713043478,14962108,143689,914386,27535128,43555311,75748.3669565217,0,NA,NA,16.17,0.35,1.22,82.26,15.86
"Marlborough","2001"," 11",59,59,7519050,0,0,0,0,0,0,2,90,4695811,61,149,12214861,81978.932885906,9550128,0,0,5964263,15514391,104123.429530201,-74.09,-0.740869565217391,-74.09,39.6,0,0,60.4,4.11
"Marlborough","2002"," 12",38,38,4969225,0,0,0,0,0,0,0,0,0,38,38,4969225,130769.078947368,6213299,0,0,0,6213299,163507.868421053,-93.39,-0.74496644295302,-74.5,100,0,0,0,1.05
"Marlborough","2003"," 10",54,54,7891475,3,6,550000,0,0,0,0,0,0,57,60,8441475,140691.25,9647285,672372,0,0,10319657,171994.283333333,-89.57,0.578947368421053,57.89,90,10,0,0,1.65
"Marlborough","2004","  0",51,51,7345475,1,2,183333,0,0,0,0,0,0,52,53,7528808,142052.981132075,8746870,218310,0,0,8965180,169154.339622642,-90.78,-0.116666666666667,-11.67,96.23,3.77,0,0,1.46
"Marlborough","2005"," 12",24,24,6600873,0,0,0,0,0,0,14,341,24460000,38,365,31060873,85098.2821917808,7602631,0,0,28172084,35774715,98012.9178082192,-36.52,5.88679245283019,588.68,6.58,0,0,93.42,10.07
"Marlborough","2006"," 12",15,15,3044564,1,2,160000,0,0,0,0,0,0,16,17,3204564,188503.764705882,3397030,178523,0,0,3575553,210326.647058824,-97.04,-0.953424657534247,-95.34,88.24,11.76,0,0,0.47
"Marlborough","2007","  8",7,7,1278978,1,2,250000,0,0,0,1,17,1219413,9,26,2748391,105707.346153846,1387524,271217,0,1322904,2981645,114678.653846154,-95.48,0.529411764705882,52.94,26.92,7.69,0,65.38,0.72
"Marlborough","2008","  3",10,10,1821615,0,0,0,0,0,0,1,7,502111,11,17,2323726,136689.764705882,1903142,0,0,524583,2427725,142807.352941176,-97.04,-0.346153846153846,-34.62,58.82,0,0,41.18,0.47
"Marlborough","2009"," 11",3,3,397000,0,0,0,0,0,0,0,0,0,3,3,397000,132333.333333333,416249,0,0,0,416249,138749.666666667,-99.48,-0.823529411764706,-82.35,100,0,0,0,0.08
"Marlborough","2010"," 11",22,22,3133578,0,0,0,0,0,0,0,0,0,22,22,3133578,142435.363636364,3232490,0,0,0,3232490,146931.363636364,-96.17,6.33333333333333,633.33,100,0,0,0,0.57
"Marlborough","2011","  2",19,19,2481224,0,0,0,0,0,0,0,0,0,19,19,2481224,130590.736842105,2481224,0,0,0,2481224,130590.736842105,-96.7,-0.136363636363636,-13.64,100,0,0,0,0.49
"Marshfield","2000"," 12",67,67,11699109,0,0,0,0,0,0,0,0,0,67,67,11699109,174613.567164179,15282148,0,0,0,15282148,228091.76119403,0,NA,NA,100,0,0,0,2.75
"Marshfield","2001","  7",53,53,10312269,0,0,0,0,0,0,0,0,0,53,53,10312269,194571.113207547,13097863,0,0,0,13097863,247129.490566038,-20.9,-0.208955223880597,-20.9,100,0,0,0,2.18
"Marshfield","2002"," 12",35,35,7024440,0,0,0,0,0,0,0,0,0,35,35,7024440,200698.285714286,8783049,0,0,0,8783049,250944.257142857,-47.76,-0.339622641509434,-33.96,100,0,0,0,1.44
"Marshfield","2003"," 12",55,55,10164250,0,0,0,0,0,0,0,0,0,55,55,10164250,184804.545454545,12425740,0,0,0,12425740,225922.545454545,-17.91,0.571428571428571,57.14,100,0,0,0,2.26
"Marshfield","2004"," 12",104,104,19338326,0,0,0,0,0,0,0,0,0,104,104,19338326,185945.442307692,23027759,0,0,0,23027759,221420.759615385,55.22,0.890909090909091,89.09,100,0,0,0,4.28
"Marshfield","2005"," 12",88,88,14214017,0,0,0,0,0,0,0,0,0,88,88,14214017,161522.920454545,16371156,0,0,0,16371156,186035.863636364,31.34,-0.153846153846154,-15.38,100,0,0,0,3.62
"Marshfield","2006"," 12",53,53,8625255,0,0,0,0,0,0,0,0,0,53,53,8625255,162740.660377358,9623791,0,0,0,9623791,181580.962264151,-20.9,-0.397727272727273,-39.77,100,0,0,0,2.18
"Marshfield","2007"," 12",37,37,8077100,0,0,0,0,0,0,0,0,0,37,37,8077100,218300,8762599,0,0,0,8762599,236827,-44.78,-0.30188679245283,-30.19,100,0,0,0,1.52
"Marshfield","2008"," 12",19,19,4674620,1,2,308160,0,0,0,0,0,0,20,21,4982780,237275.238095238,4883835,321952,0,0,5205787,247894.619047619,-68.66,-0.432432432432432,-43.24,90.48,9.52,0,0,0.86
"Marshfield","2009"," 12",19,19,4302220,0,0,0,0,0,0,1,97,12887036,20,116,17189256,148183.24137931,4510817,0,0,13511874,18022691,155368.025862069,73.13,4.52380952380952,452.38,16.38,0,0,83.62,4.77
"Marshfield","2010","  9",24,24,5465505,1,2,250000,0,0,0,3,35,4649961,28,61,10365466,169925.672131148,5638025,257891,0,4796738,10692654,175289.409836066,-8.96,-0.474137931034483,-47.41,39.34,3.28,0,57.38,2.43
"Marshfield","2011"," 12",42,42,12896859,0,0,0,0,0,0,0,0,0,42,42,12896859,307068.071428571,12896859,0,0,0,12896859,307068.071428571,-37.31,-0.311475409836066,-31.15,100,0,0,0,1.67
"Mashpee","2000"," 12",288,288,50371585,5,10,1222000,0,0,0,0,0,0,293,298,51593585,173132.83557047,65798687,1596257,0,0,67394944,226157.530201342,0,NA,NA,96.64,3.36,0,0,23.02
"Mashpee","2001"," 11",290,290,55193437,1,2,244400,0,0,0,0,0,0,291,292,55437837,189855.606164384,70102521,310418,0,0,70412939,241140.202054795,-2.01,-0.0201342281879195,-2.01,99.32,0.68,0,0,22.56
"Mashpee","2002"," 12",187,187,36484780,0,0,0,0,0,0,0,0,0,187,187,36484780,195105.77540107,45618955,0,0,0,45618955,243951.631016043,-37.25,-0.35958904109589,-35.96,100,0,0,0,14.44
"Mashpee","2003"," 12",158,158,31723281,0,0,0,0,0,0,0,0,0,158,158,31723281,200780.259493671,38781539,0,0,0,38781539,245452.778481013,-46.98,-0.155080213903743,-15.51,100,0,0,0,12.2
"Mashpee","2004"," 12",164,164,37408909,0,0,0,0,0,0,0,0,0,164,164,37408909,228103.103658537,44545911,0,0,0,44545911,271621.408536585,-44.97,0.0379746835443038,3.8,100,0,0,0,12.67
"Mashpee","2005"," 12",200,200,59572182,0,0,0,0,0,0,0,0,0,200,200,59572182,297860.91,68612939,0,0,0,68612939,343064.695,-32.89,0.219512195121951,21.95,100,0,0,0,15.45
"Mashpee","2006"," 12",112,112,29695690,0,0,0,0,0,0,0,0,0,112,112,29695690,265140.089285714,33133526,0,0,0,33133526,295835.053571429,-62.42,-0.44,-44,100,0,0,0,8.65
"Mashpee","2007"," 12",85,85,28138599,0,0,0,0,0,0,0,0,0,85,85,28138599,331042.341176471,30526706,0,0,0,30526706,359137.717647059,-71.48,-0.241071428571429,-24.11,100,0,0,0,6.57
"Mashpee","2008"," 12",61,61,29600500,0,0,0,0,0,0,0,0,0,61,61,29600500,485254.098360656,30925286,0,0,0,30925286,506971.901639344,-79.53,-0.282352941176471,-28.24,100,0,0,0,4.71
"Mashpee","2009"," 12",16,16,8846410,0,0,0,0,0,0,0,0,0,16,16,8846410,552900.625,9275335,0,0,0,9275335,579708.4375,-94.63,-0.737704918032787,-73.77,100,0,0,0,1.24
"Mashpee","2010"," 12",26,26,10520780,0,0,0,0,0,0,0,0,0,26,26,10520780,404645.384615385,10852871,0,0,0,10852871,417418.115384615,-91.28,0.625,62.5,100,0,0,0,1.86
"Mashpee","2011"," 12",32,32,12904915,0,0,0,0,0,0,0,0,0,32,32,12904915,403278.59375,12904915,0,0,0,12904915,403278.59375,-89.26,0.230769230769231,23.08,100,0,0,0,2.28
"Mattapoisett","2000"," 12",21,21,3999000,0,0,0,0,0,0,0,0,0,21,21,3999000,190428.571428571,5223758,0,0,0,5223758,248750.380952381,0,NA,NA,100,0,0,0,3.35
"Mattapoisett","2001"," 12",17,17,3804000,0,0,0,0,0,0,0,0,0,17,17,3804000,223764.705882353,4831553,0,0,0,4831553,284209,-19.05,-0.19047619047619,-19.05,100,0,0,0,2.71
"Mattapoisett","2002"," 12",50,50,8141168,0,0,0,0,0,0,0,0,0,50,50,8141168,162823.36,10179356,0,0,0,10179356,203587.12,138.1,1.94117647058824,194.12,100,0,0,0,7.98
"Mattapoisett","2003"," 12",18,18,5049740,0,0,0,0,0,0,0,0,0,18,18,5049740,280541.111111111,6173280,0,0,0,6173280,342960,-14.29,-0.64,-64,100,0,0,0,2.87
"Mattapoisett","2004"," 12",30,30,12927590,0,0,0,0,0,0,0,0,0,30,30,12927590,430919.666666667,15393961,0,0,0,15393961,513132.033333333,42.86,0.666666666666667,66.67,100,0,0,0,4.79
"Mattapoisett","2005"," 12",32,32,14283412,0,0,0,0,0,0,0,0,0,32,32,14283412,446356.625,16451082,0,0,0,16451082,514096.3125,52.38,0.0666666666666667,6.67,100,0,0,0,5.11
"Mattapoisett","2006"," 12",37,37,11373988,0,0,0,0,0,0,0,0,0,37,37,11373988,307405.081081081,12690742,0,0,0,12690742,342993.027027027,76.19,0.15625,15.62,100,0,0,0,5.9
"Mattapoisett","2007"," 12",20,20,11442000,0,0,0,0,0,0,0,0,0,20,20,11442000,572100,12413076,0,0,0,12413076,620653.8,-4.76,-0.459459459459459,-45.95,100,0,0,0,3.19
"Mattapoisett","2008"," 12",14,14,4440000,0,0,0,0,0,0,0,0,0,14,14,4440000,317142.857142857,4638715,0,0,0,4638715,331336.785714286,-33.33,-0.3,-30,100,0,0,0,2.23
"Mattapoisett","2009"," 12",16,16,4010000,0,0,0,0,0,0,0,0,0,16,16,4010000,250625,4204428,0,0,0,4204428,262776.75,-23.81,0.142857142857143,14.29,100,0,0,0,2.55
"Mattapoisett","2010"," 12",15,15,5758000,0,0,0,0,0,0,0,0,0,15,15,5758000,383866.666666667,5939753,0,0,0,5939753,395983.533333333,-28.57,-0.0625,-6.25,100,0,0,0,2.48
"Mattapoisett","2011"," 12",18,18,6163600,0,0,0,0,0,0,0,0,0,18,18,6163600,342422.222222222,6163600,0,0,0,6163600,342422.222222222,-14.29,0.2,20,100,0,0,0,2.98
"Maynard","2000"," 12",10,10,2233000,0,0,0,0,0,0,0,0,0,10,10,2233000,223300,2916892,0,0,0,2916892,291689.2,0,NA,NA,100,0,0,0,0.96
"Maynard","2001"," 12",22,22,4928220,0,0,0,0,0,0,0,0,0,22,22,4928220,224010,6259452,0,0,0,6259452,284520.545454545,120,1.2,120,100,0,0,0,2.11
"Maynard","2002"," 12",3,3,850000,0,0,0,0,0,0,0,0,0,3,3,850000,283333.333333333,1062802,0,0,0,1062802,354267.333333333,-70,-0.863636363636364,-86.36,100,0,0,0,0.29
"Maynard","2003"," 12",4,4,830000,0,0,0,0,0,0,1,22,1850000,5,26,2680000,103076.923076923,1014670,0,0,2261615,3276285,126010.961538462,160,7.66666666666667,766.67,15.38,0,0,84.62,2.49
"Maynard","2004"," 12",8,8,1531750,0,0,0,0,0,0,0,0,0,8,8,1531750,191468.75,1823983,0,0,0,1823983,227997.875,-20,-0.692307692307692,-69.23,100,0,0,0,0.77
"Maynard","2005"," 12",4,4,903000,2,4,585000,0,0,0,0,0,0,6,8,1488000,186000,1040041,673780,0,0,1713821,214227.625,-20,0,0,50,50,0,0,0.77
"Maynard","2006"," 12",4,4,701360,0,0,0,0,0,0,0,0,0,4,4,701360,175340,782556,0,0,0,782556,195639,-60,-0.5,-50,100,0,0,0,0.38
"Maynard","2007"," 12",23,23,4893094,4,8,1546430,0,0,0,0,0,0,27,31,6439524,207726.580645161,5308368,1677675,0,0,6986043,225356.225806452,210,6.75,675,74.19,25.81,0,0,2.97
"Maynard","2008"," 12",5,5,1175682,1,2,225000,1,3,250000,1,28,3486693,8,38,5137375,135194.078947368,1228300,235070,261189,3642742,5367301,141244.763157895,280,0.225806451612903,22.58,13.16,5.26,7.89,73.68,3.64
"Maynard","2009"," 12",2,2,554606,0,0,0,0,0,0,0,0,0,2,2,554606,277303,581497,0,0,0,581497,290748.5,-80,-0.947368421052632,-94.74,100,0,0,0,0.19
"Maynard","2010"," 12",6,6,1447910,0,0,0,0,0,0,0,0,0,6,6,1447910,241318.333333333,1493614,0,0,0,1493614,248935.666666667,-40,2,200,100,0,0,0,0.59
"Maynard","2011"," 12",7,7,2202306,2,4,590593,0,0,0,0,0,0,9,11,2792899,253899.909090909,2202306,590593,0,0,2792899,253899.909090909,10,0.833333333333333,83.33,63.64,36.36,0,0,1.09
"Medfield","2000"," 12",44,44,11278400,0,0,0,1,3,3e+05,0,0,0,45,47,11578400,246348.936170213,14732590,0,391880,0,15124470,321797.234042553,0,NA,NA,93.62,0,6.38,0,3.83
"Medfield","2001"," 12",14,14,5320500,0,0,0,1,3,3e+05,0,0,0,15,17,5620500,330617.647058824,6757696,0,381037,0,7138733,419925.470588235,-63.83,-0.638297872340426,-63.83,82.35,0,17.65,0,1.39
"Medfield","2002"," 12",18,18,7808000,0,0,0,0,0,0,0,0,0,18,18,7808000,433777.777777778,9762778,0,0,0,9762778,542376.555555556,-61.7,0.0588235294117647,5.88,100,0,0,0,1.47
"Medfield","2003"," 12",27,27,9309000,0,0,0,0,0,0,0,0,0,27,27,9309000,344777.777777778,11380202,0,0,0,11380202,421488.962962963,-42.55,0.5,50,100,0,0,0,2.2
"Medfield","2004"," 12",26,26,9727000,0,0,0,0,0,0,0,0,0,26,26,9727000,374115.384615385,11582751,0,0,0,11582751,445490.423076923,-44.68,-0.037037037037037,-3.7,100,0,0,0,2.12
"Medfield","2005"," 12",12,12,4660000,0,0,0,0,0,0,0,0,0,12,12,4660000,388333.333333333,5367208,0,0,0,5367208,447267.333333333,-74.47,-0.538461538461538,-53.85,100,0,0,0,0.98
"Medfield","2006"," 12",22,22,6350000,0,0,0,0,0,0,0,0,0,22,22,6350000,288636.363636364,7085132,0,0,0,7085132,322051.454545455,-53.19,0.833333333333333,83.33,100,0,0,0,1.79
