Municipal,County,State,Region,Year,Unemployment_Rate_Avg,No_Unemployed_Avg,No_Employed_Avg,No_Labor_Avg,Labor_Pct_Change
Abington,Plymouth,MA,Abington,2003,5.1,459,8563,9022,0
Abington,Plymouth,MA,Abington,2004,5,459,8648,9107,0.9
Abington,Plymouth,MA,Abington,2005,4.8,442,8677,9119,1.1
Abington,Plymouth,MA,Abington,2006,4.9,448,8778,9226,2.3
Abington,Plymouth,MA,Abington,2007,4.7,440,8895,9335,3.5
Abington,Plymouth,MA,Abington,2008,5.6,529,8984,9513,5.4
Abington,Plymouth,MA,Abington,2009,8.5,816,8782,9598,6.4
Abington,Plymouth,MA,Abington,2010,9,793,8012,8805,-2.4
Abington,Plymouth,MA,Abington,2011,7.7,671,8047,8718,-3.4
Abington,Plymouth,MA,Abington,2012,7,604,8086,8690,-3.7
Abington,Plymouth,MA,Abington,2013,7.1,623,8126,8749,-3
Abington,Plymouth,MA,Abington,2014,6,526,8289,8815,-2.3
Abington,Plymouth,MA,Abington,2015,5.3,468,8375,8843,-2
Abington,Plymouth,MA,Abington,2016,4.2,375,8557,8932,-1
Abington,Plymouth,MA,Abington,2017,4,360,8733,9093,0.8
Abington,Plymouth,MA,Abington,2018,3.7,352,9072,9424,4.5
Acton,Middlesex,MA,Acton,2003,4.8,567,11275,11842,0
Acton,Middlesex,MA,Acton,2004,3.7,430,11225,11655,-1.6
Acton,Middlesex,MA,Acton,2005,3.4,395,11232,11627,-1.8
Acton,Middlesex,MA,Acton,2006,3.5,399,11080,11479,-3.1
Acton,Middlesex,MA,Acton,2007,3.1,358,11227,11585,-2.2
Acton,Middlesex,MA,Acton,2008,3.7,427,11249,11676,-1.4
Acton,Middlesex,MA,Acton,2009,5.8,683,11071,11754,-0.7
Acton,Middlesex,MA,Acton,2010,6.1,694,10735,11429,-3.5
Acton,Middlesex,MA,Acton,2011,5,579,10893,11472,-3.1
Acton,Middlesex,MA,Acton,2012,4.7,543,11117,11660,-1.5
Acton,Middlesex,MA,Acton,2013,4.6,546,11260,11806,-0.3
Acton,Middlesex,MA,Acton,2014,4.2,509,11606,12115,2.3
Acton,Middlesex,MA,Acton,2015,3.5,434,11864,12298,3.9
Acton,Middlesex,MA,Acton,2016,2.8,346,12102,12448,5.1
Acton,Middlesex,MA,Acton,2017,2.9,365,12361,12726,7.5
Acton,Middlesex,MA,Acton,2018,2.5,323,12841,13164,11.2
Acushnet,Bristol,MA,Acushnet,2003,6.3,370,5464,5834,0
Acushnet,Bristol,MA,Acushnet,2004,5.4,317,5502,5819,-0.3
Acushnet,Bristol,MA,Acushnet,2005,5.8,342,5544,5886,0.9
Acushnet,Bristol,MA,Acushnet,2006,5.9,353,5609,5962,2.2
Acushnet,Bristol,MA,Acushnet,2007,5.6,330,5586,5916,1.4
Acushnet,Bristol,MA,Acushnet,2008,6.7,385,5387,5772,-1.1
Acushnet,Bristol,MA,Acushnet,2009,9.8,575,5267,5842,0.1
Acushnet,Bristol,MA,Acushnet,2010,10.5,626,5308,5934,1.7
Acushnet,Bristol,MA,Acushnet,2011,9.1,538,5355,5893,1
Acushnet,Bristol,MA,Acushnet,2012,8,474,5433,5907,1.3
Acushnet,Bristol,MA,Acushnet,2013,9.2,552,5441,5993,2.7
Acushnet,Bristol,MA,Acushnet,2014,7.6,460,5632,6092,4.4
Acushnet,Bristol,MA,Acushnet,2015,6.3,388,5743,6131,5.1
Acushnet,Bristol,MA,Acushnet,2016,5,310,5844,6154,5.5
Acushnet,Bristol,MA,Acushnet,2017,4.9,304,5944,6248,7.1
Acushnet,Bristol,MA,Acushnet,2018,4.3,273,6052,6325,8.4
Adams,Berkshire,MA,Adams,2003,7.6,347,4190,4537,0
Adams,Berkshire,MA,Adams,2004,6.6,294,4147,4441,-2.1
Adams,Berkshire,MA,Adams,2005,6.1,270,4136,4406,-2.9
Adams,Berkshire,MA,Adams,2006,6.2,274,4144,4418,-2.6
Adams,Berkshire,MA,Adams,2007,6.6,290,4124,4414,-2.7
Adams,Berkshire,MA,Adams,2008,7.1,320,4160,4480,-1.3
Adams,Berkshire,MA,Adams,2009,10.1,458,4076,4534,-0.1
Adams,Berkshire,MA,Adams,2010,9.9,444,4045,4489,-1.1
Adams,Berkshire,MA,Adams,2011,9.3,413,4032,4445,-2
Adams,Berkshire,MA,Adams,2012,8.8,385,3972,4357,-4
Adams,Berkshire,MA,Adams,2013,8.9,382,3926,4308,-5
Adams,Berkshire,MA,Adams,2014,8.3,358,3965,4323,-4.7
Adams,Berkshire,MA,Adams,2015,6.4,274,3989,4263,-6
Adams,Berkshire,MA,Adams,2016,5.3,221,3962,4183,-7.8
Adams,Berkshire,MA,Adams,2017,5.2,222,4047,4269,-5.9
Adams,Berkshire,MA,Adams,2018,4.9,212,4088,4300,-5.2
Agawam,Hampden,MA,Agawam,2003,5.4,865,15272,16137,0
Agawam,Hampden,MA,Agawam,2004,4.8,776,15309,16085,-0.3
Agawam,Hampden,MA,Agawam,2005,4.6,740,15280,16020,-0.7
Agawam,Hampden,MA,Agawam,2006,4.8,768,15291,16059,-0.5
Agawam,Hampden,MA,Agawam,2007,4.5,712,15243,15955,-1.1
Agawam,Hampden,MA,Agawam,2008,5.4,852,14942,15794,-2.1
Agawam,Hampden,MA,Agawam,2009,7.8,1233,14540,15773,-2.3
Agawam,Hampden,MA,Agawam,2010,8.2,1289,14382,15671,-2.9
Agawam,Hampden,MA,Agawam,2011,6.9,1077,14425,15502,-3.9
Agawam,Hampden,MA,Agawam,2012,6.4,988,14560,15548,-3.6
Agawam,Hampden,MA,Agawam,2013,6.9,1079,14604,15683,-2.8
Agawam,Hampden,MA,Agawam,2014,5.9,937,14923,15860,-1.7
Agawam,Hampden,MA,Agawam,2015,5,797,15107,15904,-1.4
Agawam,Hampden,MA,Agawam,2016,4.2,671,15260,15931,-1.3
Agawam,Hampden,MA,Agawam,2017,3.9,635,15548,16183,0.3
Agawam,Hampden,MA,Agawam,2018,3.5,586,16021,16607,2.9
Alford,Berkshire,MA,Alford,2003,4.7,11,225,236,0
Alford,Berkshire,MA,Alford,2004,3.1,7,222,229,-3
Alford,Berkshire,MA,Alford,2005,4.2,10,229,239,1.3
Alford,Berkshire,MA,Alford,2006,4.2,10,230,240,1.7
Alford,Berkshire,MA,Alford,2007,3.4,8,225,233,-1.3
Alford,Berkshire,MA,Alford,2008,3.4,8,224,232,-1.7
Alford,Berkshire,MA,Alford,2009,3.5,8,219,227,-3.8
Amesbury,Essex,MA,Amesbury,2003,5.6,499,8419,8918,0
Amesbury,Essex,MA,Amesbury,2004,4.9,433,8323,8756,-1.8
Amesbury,Essex,MA,Amesbury,2005,4.5,389,8301,8690,-2.6
Amesbury,Essex,MA,Amesbury,2006,4.8,418,8302,8720,-2.2
Amesbury,Essex,MA,Amesbury,2007,4.4,382,8259,8641,-3.1
Amesbury,Essex,MA,Amesbury,2008,5.4,466,8195,8661,-2.9
Amesbury,Essex,MA,Amesbury,2009,7.9,687,8028,8715,-2.3
Amesbury,Essex,MA,Amesbury,2010,7.8,735,8665,9400,5.4
Amesbury,Essex,MA,Amesbury,2011,6.5,612,8764,9376,5.1
Amesbury,Essex,MA,Amesbury,2012,6,569,8884,9453,6
Amesbury,Essex,MA,Amesbury,2013,6,570,8990,9560,7.2
Amesbury,Essex,MA,Amesbury,2014,5,487,9239,9726,9.1
Amesbury,Essex,MA,Amesbury,2015,4.3,432,9722,10154,13.9
Amesbury,Essex,MA,Amesbury,2016,3.2,328,9888,10216,14.6
Amesbury,Essex,MA,Amesbury,2017,3,313,10020,10333,15.9
Amesbury,Essex,MA,Amesbury,2018,2.9,307,10337,10644,19.4
Amherst,Hampshire,MA,Amherst,2003,3.2,607,18195,18802,0
Amherst,Hampshire,MA,Amherst,2004,3.2,611,18250,18861,0.3
Amherst,Hampshire,MA,Amherst,2005,3.4,641,18088,18729,-0.4
Amherst,Hampshire,MA,Amherst,2006,3.4,634,18254,18888,0.5
Amherst,Hampshire,MA,Amherst,2007,3.2,604,18466,19070,1.4
Amherst,Hampshire,MA,Amherst,2008,4,769,18444,19213,2.2
Amherst,Hampshire,MA,Amherst,2009,5.1,978,18294,19272,2.5
Amherst,Hampshire,MA,Amherst,2010,6.5,1166,16722,17888,-4.9
Amherst,Hampshire,MA,Amherst,2011,5.7,1015,16834,17849,-5.1
Amherst,Hampshire,MA,Amherst,2012,5.4,961,16934,17895,-4.8
Amherst,Hampshire,MA,Amherst,2013,5.9,1070,16931,18001,-4.3
Amherst,Hampshire,MA,Amherst,2014,5.2,971,17639,18610,-1
Amherst,Hampshire,MA,Amherst,2015,4.6,852,17842,18694,-0.6
Amherst,Hampshire,MA,Amherst,2016,3.8,714,18210,18924,0.6
Amherst,Hampshire,MA,Amherst,2017,3.4,655,18453,19108,1.6
Amherst,Hampshire,MA,Amherst,2018,2.9,576,19015,19591,4.2
Andover,Essex,MA,Andover,2003,5.1,855,15843,16698,0
Andover,Essex,MA,Andover,2004,4.4,731,15910,16641,-0.3
Andover,Essex,MA,Andover,2005,4,674,16089,16763,0.4
Andover,Essex,MA,Andover,2006,4.3,711,15993,16704,0
Andover,Essex,MA,Andover,2007,4.2,708,16058,16766,0.4
Andover,Essex,MA,Andover,2008,4.3,719,16063,16782,0.5
Andover,Essex,MA,Andover,2009,6.6,1112,15662,16774,0.5
Andover,Essex,MA,Andover,2010,6.5,1080,15501,16581,-0.7
Andover,Essex,MA,Andover,2011,5.7,959,15811,16770,0.4
Andover,Essex,MA,Andover,2012,5,843,16019,16862,1
Andover,Essex,MA,Andover,2013,5.2,878,16169,17047,2.1
Andover,Essex,MA,Andover,2014,4.5,791,16708,17499,4.8
Andover,Essex,MA,Andover,2015,3.8,676,16954,17630,5.6
Andover,Essex,MA,Andover,2016,3.1,549,17328,17877,7.1
Andover,Essex,MA,Andover,2017,3,559,17813,18372,10
Andover,Essex,MA,Andover,2018,2.6,503,18506,19009,13.8
Aquinnah,Dukes,MA,Aquinnah,2003,6.5,17,244,261,0
Aquinnah,Dukes,MA,Aquinnah,2004,5.4,14,246,260,-0.4
Aquinnah,Dukes,MA,Aquinnah,2005,5.1,13,240,253,-3.1
Aquinnah,Dukes,MA,Aquinnah,2006,4.7,12,242,254,-2.7
Aquinnah,Dukes,MA,Aquinnah,2007,3.9,10,245,255,-2.3
Aquinnah,Dukes,MA,Aquinnah,2008,5,13,247,260,-0.4
Aquinnah,Dukes,MA,Aquinnah,2009,4.7,12,246,258,-1.1
Arlington,Middlesex,MA,Arlington,2003,4.8,1180,23656,24836,0
Arlington,Middlesex,MA,Arlington,2004,3.8,919,23517,24436,-1.6
Arlington,Middlesex,MA,Arlington,2005,3.5,852,23460,24312,-2.1
Arlington,Middlesex,MA,Arlington,2006,3.4,813,23029,23842,-4
Arlington,Middlesex,MA,Arlington,2007,3.2,773,23204,23977,-3.5
Arlington,Middlesex,MA,Arlington,2008,3.9,930,23126,24056,-3.1
Arlington,Middlesex,MA,Arlington,2009,6,1453,22663,24116,-2.9
Arlington,Middlesex,MA,Arlington,2010,5.8,1441,23195,24636,-0.8
Arlington,Middlesex,MA,Arlington,2011,4.8,1176,23440,24616,-0.9
Arlington,Middlesex,MA,Arlington,2012,4.3,1076,23754,24830,0
Arlington,Middlesex,MA,Arlington,2013,4.7,1183,23965,25148,1.3
Arlington,Middlesex,MA,Arlington,2014,3.8,969,24575,25544,2.9
Arlington,Middlesex,MA,Arlington,2015,3.2,836,24983,25819,4
Arlington,Middlesex,MA,Arlington,2016,2.7,700,25530,26230,5.6
Arlington,Middlesex,MA,Arlington,2017,2.6,692,26182,26874,8.2
Arlington,Middlesex,MA,Arlington,2018,2.2,601,27199,27800,11.9
Ashburnham,Worcester,MA,Ashburnham,2003,6.3,198,2964,3162,0
Ashburnham,Worcester,MA,Ashburnham,2004,6.2,196,2968,3164,0.1
Ashburnham,Worcester,MA,Ashburnham,2005,5.7,180,2959,3139,-0.7
Ashburnham,Worcester,MA,Ashburnham,2006,5.8,185,2984,3169,0.2
Ashburnham,Worcester,MA,Ashburnham,2007,5.6,176,2979,3155,-0.2
Ashburnham,Worcester,MA,Ashburnham,2008,6.4,201,2939,3140,-0.7
Ashburnham,Worcester,MA,Ashburnham,2009,9.3,289,2831,3120,-1.3
Ashburnham,Worcester,MA,Ashburnham,2010,8.7,310,3239,3549,12.2
Ashburnham,Worcester,MA,Ashburnham,2011,8,279,3220,3499,10.7
Ashburnham,Worcester,MA,Ashburnham,2012,6.8,236,3234,3470,9.7
Ashburnham,Worcester,MA,Ashburnham,2013,7,246,3246,3492,10.4
Ashburnham,Worcester,MA,Ashburnham,2014,6.1,216,3338,3554,12.4
Ashburnham,Worcester,MA,Ashburnham,2015,5,179,3379,3558,12.5
Ashburnham,Worcester,MA,Ashburnham,2016,3.8,137,3453,3590,13.5
Ashburnham,Worcester,MA,Ashburnham,2017,3.7,139,3571,3710,17.3
Ashburnham,Worcester,MA,Ashburnham,2018,3.3,127,3719,3846,21.6
Ashby,Middlesex,MA,Ashby,2003,6,97,1522,1619,0
Ashby,Middlesex,MA,Ashby,2004,5.8,94,1517,1611,-0.5
Ashby,Middlesex,MA,Ashby,2005,5.4,85,1495,1580,-2.4
Ashby,Middlesex,MA,Ashby,2006,5.6,90,1510,1600,-1.2
Ashby,Middlesex,MA,Ashby,2007,5.2,83,1518,1601,-1.1
Ashby,Middlesex,MA,Ashby,2008,6.1,97,1485,1582,-2.3
Ashby,Middlesex,MA,Ashby,2009,9.4,155,1502,1657,2.3
Ashby,Middlesex,MA,Ashby,2010,8.5,154,1655,1809,11.7
Ashby,Middlesex,MA,Ashby,2011,7.2,128,1652,1780,9.9
Ashby,Middlesex,MA,Ashby,2012,6.9,125,1678,1803,11.4
Ashby,Middlesex,MA,Ashby,2013,7.1,129,1682,1811,11.9
Ashby,Middlesex,MA,Ashby,2014,5.1,94,1734,1828,12.9
Ashby,Middlesex,MA,Ashby,2015,4.1,76,1763,1839,13.6
Ashby,Middlesex,MA,Ashby,2016,3.8,71,1805,1876,15.9
Ashby,Middlesex,MA,Ashby,2017,3.2,60,1838,1898,17.2
Ashby,Middlesex,MA,Ashby,2018,3.1,61,1904,1965,21.4
Ashfield,Franklin,MA,Ashfield,2003,3.8,43,1076,1119,0
Ashfield,Franklin,MA,Ashfield,2004,3.5,39,1078,1117,-0.2
Ashfield,Franklin,MA,Ashfield,2005,3.1,35,1079,1114,-0.4
Ashfield,Franklin,MA,Ashfield,2006,3.8,43,1081,1124,0.4
Ashfield,Franklin,MA,Ashfield,2007,3.7,41,1080,1121,0.2
Ashfield,Franklin,MA,Ashfield,2008,3.9,44,1072,1116,-0.3
Ashfield,Franklin,MA,Ashfield,2009,5.6,61,1030,1091,-2.5
Ashfield,Franklin,MA,Ashfield,2010,5.8,65,1057,1122,0.3
Ashfield,Franklin,MA,Ashfield,2011,4.4,49,1056,1105,-1.3
Ashfield,Franklin,MA,Ashfield,2012,4.2,47,1064,1111,-0.7
Ashfield,Franklin,MA,Ashfield,2013,4.5,50,1060,1110,-0.8
Ashfield,Franklin,MA,Ashfield,2014,4,45,1080,1125,0.5
Ashfield,Franklin,MA,Ashfield,2015,3.1,35,1086,1121,0.2
Ashfield,Franklin,MA,Ashfield,2016,2.4,27,1096,1123,0.4
Ashfield,Franklin,MA,Ashfield,2017,2.5,29,1123,1152,2.9
Ashfield,Franklin,MA,Ashfield,2018,2.1,25,1157,1182,5.6
Ashland,Middlesex,MA,Ashland,2003,4.9,450,8707,9157,0
Ashland,Middlesex,MA,Ashland,2004,4.1,377,8809,9186,0.3
Ashland,Middlesex,MA,Ashland,2005,3.7,344,8915,9259,1.1
Ashland,Middlesex,MA,Ashland,2006,3.7,351,9013,9364,2.3
Ashland,Middlesex,MA,Ashland,2007,3.5,333,9195,9528,4.1
Ashland,Middlesex,MA,Ashland,2008,4.2,408,9262,9670,5.6
Ashland,Middlesex,MA,Ashland,2009,6.8,634,8642,9276,1.3
Ashland,Middlesex,MA,Ashland,2010,6,596,9401,9997,9.2
Ashland,Middlesex,MA,Ashland,2011,5,493,9449,9942,8.6
Ashland,Middlesex,MA,Ashland,2012,4.7,477,9604,10081,10.1
Ashland,Middlesex,MA,Ashland,2013,4.9,499,9655,10154,10.9
Ashland,Middlesex,MA,Ashland,2014,4.2,433,9913,10346,13
Ashland,Middlesex,MA,Ashland,2015,3.4,361,10119,10480,14.4
Ashland,Middlesex,MA,Ashland,2016,3,317,10277,10594,15.7
Ashland,Middlesex,MA,Ashland,2017,3,318,10400,10718,17
Ashland,Middlesex,MA,Ashland,2018,2.5,272,10715,10987,20
Athol,Worcester,MA,Athol,2003,7,387,5154,5541,0
Athol,Worcester,MA,Athol,2004,6.5,355,5088,5443,-1.8
Athol,Worcester,MA,Athol,2005,6.1,327,5023,5350,-3.4
Athol,Worcester,MA,Athol,2006,6.3,336,4968,5304,-4.3
Athol,Worcester,MA,Athol,2007,6.8,357,4918,5275,-4.8
Athol,Worcester,MA,Athol,2008,7.4,398,4948,5346,-3.5
Athol,Worcester,MA,Athol,2009,11,601,4882,5483,-1
Athol,Worcester,MA,Athol,2010,10.8,622,5112,5734,3.5
Athol,Worcester,MA,Athol,2011,9.4,527,5090,5617,1.4
Athol,Worcester,MA,Athol,2012,8.5,474,5125,5599,1
Athol,Worcester,MA,Athol,2013,8.7,489,5109,5598,1
Athol,Worcester,MA,Athol,2014,7.6,430,5217,5647,1.9
Athol,Worcester,MA,Athol,2015,6.3,359,5368,5727,3.4
Athol,Worcester,MA,Athol,2016,5.2,296,5393,5689,2.7
Athol,Worcester,MA,Athol,2017,4.7,269,5473,5742,3.6
Athol,Worcester,MA,Athol,2018,4.3,254,5650,5904,6.6
Attleboro,Bristol,MA,Attleboro,2003,5.8,1438,23469,24907,0
Attleboro,Bristol,MA,Attleboro,2004,5.6,1389,23518,24907,0
Attleboro,Bristol,MA,Attleboro,2005,5.4,1332,23494,24826,-0.3
Attleboro,Bristol,MA,Attleboro,2006,5.3,1325,23615,24940,0.1
Attleboro,Bristol,MA,Attleboro,2007,5,1248,23588,24836,-0.3
Attleboro,Bristol,MA,Attleboro,2008,6.6,1639,23028,24667,-1
Attleboro,Bristol,MA,Attleboro,2009,10.3,2587,22463,25050,0.6
Attleboro,Bristol,MA,Attleboro,2010,9.3,2209,21653,23862,-4.2
Attleboro,Bristol,MA,Attleboro,2011,8,1905,21788,23693,-4.9
Attleboro,Bristol,MA,Attleboro,2012,7.6,1804,21962,23766,-4.6
Attleboro,Bristol,MA,Attleboro,2013,7.3,1732,22080,23812,-4.4
Attleboro,Bristol,MA,Attleboro,2014,6.1,1468,22578,24046,-3.5
Attleboro,Bristol,MA,Attleboro,2015,4.9,1179,22939,24118,-3.2
Attleboro,Bristol,MA,Attleboro,2016,4.1,988,23314,24302,-2.4
Attleboro,Bristol,MA,Attleboro,2017,4,997,23751,24748,-0.6
Attleboro,Bristol,MA,Attleboro,2018,3.5,888,24506,25394,2
Auburn,Worcester,MA,Auburn,2003,5.3,475,8490,8965,0
Auburn,Worcester,MA,Auburn,2004,4.6,408,8471,8879,-1
Auburn,Worcester,MA,Auburn,2005,4.3,382,8412,8794,-1.9
Auburn,Worcester,MA,Auburn,2006,4.2,373,8430,8803,-1.8
Auburn,Worcester,MA,Auburn,2007,4.4,392,8434,8826,-1.6
Auburn,Worcester,MA,Auburn,2008,5.1,442,8247,8689,-3.1
Auburn,Worcester,MA,Auburn,2009,7.9,693,8062,8755,-2.3
Auburn,Worcester,MA,Auburn,2010,8,724,8312,9036,0.8
Auburn,Worcester,MA,Auburn,2011,6.6,597,8382,8979,0.2
Auburn,Worcester,MA,Auburn,2012,6.6,595,8431,9026,0.7
Auburn,Worcester,MA,Auburn,2013,6.8,615,8478,9093,1.4
Auburn,Worcester,MA,Auburn,2014,5.7,528,8689,9217,2.8
Auburn,Worcester,MA,Auburn,2015,4.7,437,8808,9245,3.1
Auburn,Worcester,MA,Auburn,2016,3.8,356,8936,9292,3.6
Auburn,Worcester,MA,Auburn,2017,3.8,359,9160,9519,6.2
Auburn,Worcester,MA,Auburn,2018,3.2,310,9411,9721,8.4
Avon,Norfolk,MA,Avon,2003,6.2,144,2177,2321,0
Avon,Norfolk,MA,Avon,2004,5.8,132,2160,2292,-1.2
Avon,Norfolk,MA,Avon,2005,5.6,127,2133,2260,-2.6
Avon,Norfolk,MA,Avon,2006,5.6,127,2148,2275,-2
Avon,Norfolk,MA,Avon,2007,5.3,121,2166,2287,-1.5
Avon,Norfolk,MA,Avon,2008,6.3,144,2144,2288,-1.4
Avon,Norfolk,MA,Avon,2009,9.7,228,2119,2347,1.1
Avon,Norfolk,MA,Avon,2010,8.4,215,2341,2556,10.1
Avon,Norfolk,MA,Avon,2011,7.1,181,2365,2546,9.7
Avon,Norfolk,MA,Avon,2012,6.4,164,2409,2573,10.9
Avon,Norfolk,MA,Avon,2013,6.5,171,2444,2615,12.7
Avon,Norfolk,MA,Avon,2014,6.1,160,2484,2644,13.9
Avon,Norfolk,MA,Avon,2015,5.4,145,2527,2672,15.1
Avon,Norfolk,MA,Avon,2016,3.9,105,2572,2677,15.3
Avon,Norfolk,MA,Avon,2017,3.8,104,2601,2705,16.5
Avon,Norfolk,MA,Avon,2018,3.7,103,2695,2798,20.6
Ayer,Middlesex,MA,Ayer,2003,6.1,257,3935,4192,0
Ayer,Middlesex,MA,Ayer,2004,5.2,213,3916,4129,-1.5
Ayer,Middlesex,MA,Ayer,2005,5.1,214,3945,4159,-0.8
Ayer,Middlesex,MA,Ayer,2006,4.6,195,4007,4202,0.2
Ayer,Middlesex,MA,Ayer,2007,4.5,193,4129,4322,3.1
Ayer,Middlesex,MA,Ayer,2008,5.3,234,4153,4387,4.7
Ayer,Middlesex,MA,Ayer,2009,7.8,347,4093,4440,5.9
Ayer,Middlesex,MA,Ayer,2010,9.4,366,3522,3888,-7.3
Ayer,Middlesex,MA,Ayer,2011,8.1,311,3545,3856,-8
Ayer,Middlesex,MA,Ayer,2012,7.4,287,3616,3903,-6.9
Ayer,Middlesex,MA,Ayer,2013,7.1,279,3659,3938,-6.1
Ayer,Middlesex,MA,Ayer,2014,6.2,251,3779,4030,-3.9
Ayer,Middlesex,MA,Ayer,2015,5.5,223,3844,4067,-3
Ayer,Middlesex,MA,Ayer,2016,4.5,187,3999,4186,-0.1
Ayer,Middlesex,MA,Ayer,2017,4.2,177,4084,4261,1.6
Ayer,Middlesex,MA,Ayer,2018,3.6,160,4230,4390,4.7
Barnstable,Barnstable,MA,Barnstable,2003,4.6,1250,25822,27072,0
Barnstable,Barnstable,MA,Barnstable,2004,4.4,1202,25990,27192,0.4
Barnstable,Barnstable,MA,Barnstable,2005,4.5,1207,25628,26835,-0.9
Barnstable,Barnstable,MA,Barnstable,2006,4.6,1223,25560,26783,-1.1
Barnstable,Barnstable,MA,Barnstable,2007,4.3,1150,25366,26516,-2.1
Barnstable,Barnstable,MA,Barnstable,2008,5.4,1413,24972,26385,-2.5
Barnstable,Barnstable,MA,Barnstable,2009,7.8,2056,24462,26518,-2
Barnstable,Barnstable,MA,Barnstable,2010,9.1,2164,21510,23674,-12.6
Barnstable,Barnstable,MA,Barnstable,2011,8.3,1930,21344,23274,-14
Barnstable,Barnstable,MA,Barnstable,2012,7.8,1793,21200,22993,-15.1
Barnstable,Barnstable,MA,Barnstable,2013,7.6,1756,21201,22957,-15.2
Barnstable,Barnstable,MA,Barnstable,2014,6.4,1505,22157,23662,-12.6
Barnstable,Barnstable,MA,Barnstable,2015,5.7,1344,22285,23629,-12.7
Barnstable,Barnstable,MA,Barnstable,2016,4.6,1096,22546,23642,-12.7
Barnstable,Barnstable,MA,Barnstable,2017,4.4,1062,22970,24032,-11.2
Barnstable,Barnstable,MA,Barnstable,2018,4,984,23660,24644,-9
NA,Barnstable,MA,Barnstable,2003,5.2,6343,116079,122422,0
NA,Barnstable,MA,Barnstable,2004,5,6118,117149,123267,0.7
NA,Barnstable,MA,Barnstable,2005,4.9,6022,116121,122143,-0.2
NA,Barnstable,MA,Barnstable,2006,5.1,6250,116033,122283,-0.1
NA,Barnstable,MA,Barnstable,2007,4.9,5955,115367,121322,-0.9
NA,Barnstable,MA,Barnstable,2008,6,7334,114348,121682,-0.6
NA,Barnstable,MA,Barnstable,2009,8.4,10218,111852,122070,-0.3
NA,Barnstable,MA,Barnstable,2010,9.9,11030,100062,111092,-9.3
NA,Barnstable,MA,Barnstable,2011,9.1,9955,99725,109680,-10.4
NA,Barnstable,MA,Barnstable,2012,8.5,9174,99066,108240,-11.6
NA,Barnstable,MA,Barnstable,2013,8.4,9118,99328,108446,-11.4
NA,Barnstable,MA,Barnstable,2014,7.2,8021,104026,112047,-8.5
NA,Barnstable,MA,Barnstable,2015,6.1,6815,104814,111629,-8.8
NA,Barnstable,MA,Barnstable,2016,4.9,5483,106206,111689,-8.8
NA,Barnstable,MA,Barnstable,2017,4.7,5335,108008,113343,-7.4
NA,Barnstable,MA,Barnstable,2018,4.3,4974,111251,116225,-5.1
Barre,Worcester,MA,Barre,2003,6.2,172,2601,2773,0
Barre,Worcester,MA,Barre,2004,6.1,169,2600,2769,-0.1
Barre,Worcester,MA,Barre,2005,5.5,152,2590,2742,-1.1
Barre,Worcester,MA,Barre,2006,5.5,155,2686,2841,2.5
Barre,Worcester,MA,Barre,2007,5.5,158,2701,2859,3.1
Barre,Worcester,MA,Barre,2008,6.7,190,2636,2826,1.9
Barre,Worcester,MA,Barre,2009,9.4,269,2580,2849,2.7
Barre,Worcester,MA,Barre,2010,9.8,282,2583,2865,3.3
Barre,Worcester,MA,Barre,2011,8.3,237,2604,2841,2.5
Barre,Worcester,MA,Barre,2012,8,226,2616,2842,2.5
Barre,Worcester,MA,Barre,2013,7.8,224,2636,2860,3.1
Barre,Worcester,MA,Barre,2014,6.6,192,2699,2891,4.3
Barre,Worcester,MA,Barre,2015,6.2,180,2730,2910,4.9
Barre,Worcester,MA,Barre,2016,4.8,141,2774,2915,5.1
Barre,Worcester,MA,Barre,2017,4.6,136,2845,2981,7.5
Barre,Worcester,MA,Barre,2018,4.1,124,2923,3047,9.9
Becket,Berkshire,MA,Becket,2003,4.1,40,933,973,0
Becket,Berkshire,MA,Becket,2004,3.8,37,942,979,0.6
Becket,Berkshire,MA,Becket,2005,4.1,41,959,1000,2.8
Becket,Berkshire,MA,Becket,2006,4.6,47,985,1032,6.1
Becket,Berkshire,MA,Becket,2007,4.8,50,987,1037,6.6
Becket,Berkshire,MA,Becket,2008,6,62,980,1042,7.1
Becket,Berkshire,MA,Becket,2009,9,95,958,1053,8.2
Becket,Berkshire,MA,Becket,2010,9.9,97,885,982,0.9
Becket,Berkshire,MA,Becket,2011,8.2,79,887,966,-0.7
Becket,Berkshire,MA,Becket,2012,7.9,75,879,954,-2
Becket,Berkshire,MA,Becket,2013,7.3,69,873,942,-3.2
Becket,Berkshire,MA,Becket,2014,5.9,56,887,943,-3.1
Becket,Berkshire,MA,Becket,2015,5.8,55,894,949,-2.5
Becket,Berkshire,MA,Becket,2016,4.4,41,890,931,-4.3
Becket,Berkshire,MA,Becket,2017,5,47,898,945,-2.9
Becket,Berkshire,MA,Becket,2018,4.2,40,907,947,-2.7
Bedford,Middlesex,MA,Bedford,2003,5.3,354,6309,6663,0
Bedford,Middlesex,MA,Bedford,2004,4.1,271,6291,6562,-1.5
Bedford,Middlesex,MA,Bedford,2005,3.7,242,6300,6542,-1.8
Bedford,Middlesex,MA,Bedford,2006,4,264,6385,6649,-0.2
Bedford,Middlesex,MA,Bedford,2007,3.3,226,6554,6780,1.8
Bedford,Middlesex,MA,Bedford,2008,4.2,296,6774,7070,6.1
Bedford,Middlesex,MA,Bedford,2009,6.2,443,6666,7109,6.7
