"","Municipal","County","State","Region","Five_Year_Range","Five_Year_Average","Median_Annual_Household_Income","Margin_Error_Median"
"1619","Methuen","Essex County","MA","Methuen","2006-2010",2010,61822,2511
"1620","Methuen","Essex County","MA","Methuen","2007-2011",2011,65799,2947
"1621","Methuen","Essex County","MA","Methuen","2008-2012",2012,65855,3479
"1622","Methuen","Essex County","MA","Methuen","2005-2009",2009,62387,2493
"1623","Methuen","Essex County","MA","Methuen","2009-2013",2011,67556,3513
"1624","Methuen","Essex County","MA","Methuen","2010-2014",2012,68587,3197
"1625","Methuen","Essex County","MA","Methuen","2011-2015",2013,71392,3562
"1626","Methuen","Essex County","MA","Methuen","2012-2016",2014,72631,4332
"1627","Methuen","Essex County","MA","Methuen","2013-2017",2015,73492,4340
"1628","Middleborough","Plymouth County","MA","Middleborough","2005-2009",2009,69013,5780
"1629","Middleborough","Plymouth County","MA","Middleborough","2006-2010",2010,70757,3991
"1630","Middleborough","Plymouth County","MA","Middleborough","2007-2011",2011,73490,4919
"1631","Middleborough","Plymouth County","MA","Middleborough","2008-2012",2012,74764,4547
"1632","Middleborough","Plymouth County","MA","Middleborough","2009-2013",2011,77607,3560
"1633","Middleborough","Plymouth County","MA","Middleborough","2010-2014",2012,75727,3863
"1634","Middleborough","Plymouth County","MA","Middleborough","2011-2015",2013,76500,6046
"1635","Middleborough","Plymouth County","MA","Middleborough","2012-2016",2014,76961,6389
"1636","Middleborough","Plymouth County","MA","Middleborough","2013-2017",2015,79800,5964
"1637","Middlefield","Hampshire County","MA","Middlefield","2005-2009",2009,67083,32432
"1638","Middlefield","Hampshire County","MA","Middlefield","2006-2010",2010,66250,32927
"1639","Middlefield","Hampshire County","MA","Middlefield","2007-2011",2011,58958,21364
"1640","Middlefield","Hampshire County","MA","Middlefield","2008-2012",2012,71250,28952
"1641","Middlefield","Hampshire County","MA","Middlefield","2009-2013",2011,75156,25375
"1642","Middlefield","Hampshire County","MA","Middlefield","2010-2014",2012,78214,26951
"1643","Middlefield","Hampshire County","MA","Middlefield","2011-2015",2013,78281,19953
"1644","Middlefield","Hampshire County","MA","Middlefield","2012-2016",2014,78750,23757
"1645","Middlefield","Hampshire County","MA","Middlefield","2013-2017",2015,75313,15617
"1646","Middleton","Essex County","MA","Middleton","2005-2009",2009,81463,9744
"1647","Middleton","Essex County","MA","Middleton","2006-2010",2010,87728,8613
"1648","Middleton","Essex County","MA","Middleton","2007-2011",2011,93415,6584
"1649","Middleton","Essex County","MA","Middleton","2008-2012",2012,97314,7156
"1650","Middleton","Essex County","MA","Middleton","2009-2013",2011,104245,8536
"1651","Middleton","Essex County","MA","Middleton","2010-2014",2012,105646,10554
"1652","Middleton","Essex County","MA","Middleton","2011-2015",2013,108622,12806
"1653","Middleton","Essex County","MA","Middleton","2012-2016",2014,106326,11439
"1654","Middleton","Essex County","MA","Middleton","2013-2017",2015,107727,12804
"1655","Milford","Worcester County","MA","Milford","2005-2009",2009,66489,3493
"1656","Milford","Worcester County","MA","Milford","2006-2010",2010,66636,5750
"1657","Milford","Worcester County","MA","Milford","2007-2011",2011,64860,6452
"1658","Milford","Worcester County","MA","Milford","2008-2012",2012,69151,5703
"1659","Milford","Worcester County","MA","Milford","2009-2013",2011,66311,5461
"1660","Milford","Worcester County","MA","Milford","2010-2014",2012,68007,6806
"1661","Milford","Worcester County","MA","Milford","2011-2015",2013,69741,4865
"1662","Milford","Worcester County","MA","Milford","2012-2016",2014,72750,5823
"1663","Milford","Worcester County","MA","Milford","2013-2017",2015,75854,5233
"1664","Millbury","Worcester County","MA","Millbury","2005-2009",2009,71635,7903
"1665","Millbury","Worcester County","MA","Millbury","2006-2010",2010,67448,7289
"1666","Millbury","Worcester County","MA","Millbury","2007-2011",2011,77883,5556
"1667","Millbury","Worcester County","MA","Millbury","2008-2012",2012,73341,4127
"1668","Millbury","Worcester County","MA","Millbury","2009-2013",2011,71681,4577
"1669","Millbury","Worcester County","MA","Millbury","2010-2014",2012,71676,9352
"1670","Millbury","Worcester County","MA","Millbury","2011-2015",2013,71151,9336
"1671","Millbury","Worcester County","MA","Millbury","2012-2016",2014,72566,7723
"1672","Millbury","Worcester County","MA","Millbury","2013-2017",2015,74713,9857
"1673","Millis","Norfolk County","MA","Millis","2005-2009",2009,83065,6238
"1674","Millis","Norfolk County","MA","Millis","2006-2010",2010,85472,9783
"1675","Millis","Norfolk County","MA","Millis","2007-2011",2011,90360,11911
"1676","Millis","Norfolk County","MA","Millis","2008-2012",2012,92972,10773
"1677","Millis","Norfolk County","MA","Millis","2009-2013",2011,91341,15173
"1678","Millis","Norfolk County","MA","Millis","2010-2014",2012,96773,17740
"1679","Millis","Norfolk County","MA","Millis","2011-2015",2013,92042,16752
"1680","Millis","Norfolk County","MA","Millis","2012-2016",2014,97591,13092
"1681","Millis","Norfolk County","MA","Millis","2013-2017",2015,100230,9966
"1682","Millville","Worcester County","MA","Millville","2005-2009",2009,69635,14164
"1683","Millville","Worcester County","MA","Millville","2006-2010",2010,77250,13871
"1684","Millville","Worcester County","MA","Millville","2007-2011",2011,73426,10110
"1685","Millville","Worcester County","MA","Millville","2008-2012",2012,73611,13737
"1686","Millville","Worcester County","MA","Millville","2009-2013",2011,82083,11436
"1687","Millville","Worcester County","MA","Millville","2010-2014",2012,88281,14543
"1688","Millville","Worcester County","MA","Millville","2011-2015",2013,81438,15073
"1689","Millville","Worcester County","MA","Millville","2012-2016",2014,91250,9567
"1690","Millville","Worcester County","MA","Millville","2013-2017",2015,90500,16577
"1691","Milton","Norfolk County","MA","Milton","2005-2009",2009,96352,5274
"1692","Milton","Norfolk County","MA","Milton","2006-2010",2010,97421,4369
"1693","Milton","Norfolk County","MA","Milton","2007-2011",2011,104713,6205
"1694","Milton","Norfolk County","MA","Milton","2008-2012",2012,107577,7444
"1695","Milton","Norfolk County","MA","Milton","2009-2013",2011,111071,8807
"1696","Milton","Norfolk County","MA","Milton","2010-2014",2012,113087,10160
"1697","Milton","Norfolk County","MA","Milton","2011-2015",2013,116444,6963
"1698","Milton","Norfolk County","MA","Milton","2012-2016",2014,122516,5558
"1699","Milton","Norfolk County","MA","Milton","2013-2017",2015,126000,7068
"1700","Monroe","Franklin County","MA","Monroe","2005-2009",2009,31071,33085
"1701","Monroe","Franklin County","MA","Monroe","2006-2010",2010,30833,14232
"1702","Monroe","Franklin County","MA","Monroe","2007-2011",2011,30714,16707
"1703","Monroe","Franklin County","MA","Monroe","2008-2012",2012,37083,37031
"1704","Monroe","Franklin County","MA","Monroe","2009-2013",2011,36875,24907
"1705","Monroe","Franklin County","MA","Monroe","2010-2014",2012,32083,21368
"1706","Monroe","Franklin County","MA","Monroe","2011-2015",2013,33750,14959
"1707","Monroe","Franklin County","MA","Monroe","2012-2016",2014,31750,5688
"1708","Monroe","Franklin County","MA","Monroe","2013-2017",2015,31458,3537
"1709","Monson","Hampden County","MA","Monson","2005-2009",2009,68661,10334
"1710","Monson","Hampden County","MA","Monson","2006-2010",2010,73004,9791
"1711","Monson","Hampden County","MA","Monson","2007-2011",2011,70485,7799
"1712","Monson","Hampden County","MA","Monson","2008-2012",2012,65494,5487
"1713","Monson","Hampden County","MA","Monson","2009-2013",2011,65280,6033
"1714","Monson","Hampden County","MA","Monson","2010-2014",2012,66389,7603
"1715","Monson","Hampden County","MA","Monson","2011-2015",2013,67807,9006
"1716","Monson","Hampden County","MA","Monson","2012-2016",2014,74031,7047
"1717","Monson","Hampden County","MA","Monson","2013-2017",2015,78677,5517
"1718","Montague","Franklin County","MA","Montague","2005-2009",2009,41865,2682
"1719","Montague","Franklin County","MA","Montague","2006-2010",2010,42140,2363
"1720","Montague","Franklin County","MA","Montague","2007-2011",2011,41980,1834
"1721","Montague","Franklin County","MA","Montague","2008-2012",2012,45019,2451
"1722","Montague","Franklin County","MA","Montague","2009-2013",2011,45342,5309
"1723","Montague","Franklin County","MA","Montague","2010-2014",2012,47236,6126
"1724","Montague","Franklin County","MA","Montague","2011-2015",2013,52283,7857
"1725","Montague","Franklin County","MA","Montague","2012-2016",2014,53178,7684
"1726","Montague","Franklin County","MA","Montague","2013-2017",2015,50933,5910
"1727","Monterey","Berkshire County","MA","Monterey","2005-2009",2009,39643,10073
"1728","Monterey","Berkshire County","MA","Monterey","2006-2010",2010,41625,20471
"1729","Monterey","Berkshire County","MA","Monterey","2007-2011",2011,42083,13866
"1730","Monterey","Berkshire County","MA","Monterey","2008-2012",2012,39625,23804
"1731","Monterey","Berkshire County","MA","Monterey","2009-2013",2011,45417,19993
"1732","Monterey","Berkshire County","MA","Monterey","2010-2014",2012,48750,13958
"1733","Monterey","Berkshire County","MA","Monterey","2011-2015",2013,53000,10664
"1734","Monterey","Berkshire County","MA","Monterey","2012-2016",2014,56146,22985
"1735","Monterey","Berkshire County","MA","Monterey","2013-2017",2015,58661,19579
"1736","Montgomery","Hampden County","MA","Montgomery","2005-2009",2009,61042,10134
"1737","Montgomery","Hampden County","MA","Montgomery","2006-2010",2010,73438,26568
"1738","Montgomery","Hampden County","MA","Montgomery","2007-2011",2011,78125,20179
"1739","Montgomery","Hampden County","MA","Montgomery","2008-2012",2012,80893,17236
"1740","Montgomery","Hampden County","MA","Montgomery","2009-2013",2011,83611,18786
"1741","Montgomery","Hampden County","MA","Montgomery","2010-2014",2012,78333,11795
"1742","Montgomery","Hampden County","MA","Montgomery","2011-2015",2013,76250,10962
"1743","Montgomery","Hampden County","MA","Montgomery","2012-2016",2014,75500,12146
"1744","Montgomery","Hampden County","MA","Montgomery","2013-2017",2015,74000,22577
"1745","Mount Washington","Berkshire County","MA","Mount Washington","2005-2009",2009,66250,15877
"1746","Mount Washington","Berkshire County","MA","Mount Washington","2006-2010",2010,65833,14958
"1747","Mount Washington","Berkshire County","MA","Mount Washington","2007-2011",2011,68750,12315
"1748","Mount Washington","Berkshire County","MA","Mount Washington","2008-2012",2012,59375,26376
"1749","Mount Washington","Berkshire County","MA","Mount Washington","2009-2013",2011,57500,9242
"1750","Mount Washington","Berkshire County","MA","Mount Washington","2010-2014",2012,65417,10856
"1751","Mount Washington","Berkshire County","MA","Mount Washington","2011-2015",2013,66500,9038
"1752","Mount Washington","Berkshire County","MA","Mount Washington","2012-2016",2014,65417,17608
"1753","Mount Washington","Berkshire County","MA","Mount Washington","2013-2017",2015,66607,15914
"1754","Nahant","Essex County","MA","Nahant","2005-2009",2009,81786,16473
"1755","Nahant","Essex County","MA","Nahant","2006-2010",2010,81831,16694
"1756","Nahant","Essex County","MA","Nahant","2007-2011",2011,77243,17267
"1757","Nahant","Essex County","MA","Nahant","2008-2012",2012,70750,12708
"1758","Nahant","Essex County","MA","Nahant","2009-2013",2011,66964,7445
"1759","Nahant","Essex County","MA","Nahant","2010-2014",2012,65083,7895
"1760","Nahant","Essex County","MA","Nahant","2011-2015",2013,65284,7540
"1761","Nahant","Essex County","MA","Nahant","2012-2016",2014,72625,11472
"1762","Nahant","Essex County","MA","Nahant","2013-2017",2015,81384,19156
"1763","Nantucket","Nantucket County","MA","Nantucket","2005-2009",2009,80020,8075
"1764","Nantucket","Nantucket County","MA","Nantucket","2006-2010",2010,83347,7132
"1765","Nantucket","Nantucket County","MA","Nantucket","2007-2011",2011,84979,5174
"1766","Nantucket","Nantucket County","MA","Nantucket","2008-2012",2012,83546,5281
"1767","Nantucket","Nantucket County","MA","Nantucket","2009-2013",2011,85478,4052
"1768","Nantucket","Nantucket County","MA","Nantucket","2010-2014",2012,86529,4175
"1769","Nantucket","Nantucket County","MA","Nantucket","2011-2015",2013,84057,7361
"1770","Nantucket","Nantucket County","MA","Nantucket","2012-2016",2014,89428,7915
"1771","Nantucket","Nantucket County","MA","Nantucket","2013-2017",2015,91942,11350
"1772","Natick","Middlesex County","MA","Natick","2005-2009",2009,86583,2959
"1773","Natick","Middlesex County","MA","Natick","2006-2010",2010,87568,3182
"1774","Natick","Middlesex County","MA","Natick","2007-2011",2011,90046,4110
"1775","Natick","Middlesex County","MA","Natick","2008-2012",2012,95059,4462
"1776","Natick","Middlesex County","MA","Natick","2009-2013",2011,95202,6491
"1777","Natick","Middlesex County","MA","Natick","2010-2014",2012,98902,4969
"1778","Natick","Middlesex County","MA","Natick","2011-2015",2013,100469,4722
"1779","Natick","Middlesex County","MA","Natick","2012-2016",2014,104372,4112
"1780","Natick","Middlesex County","MA","Natick","2013-2017",2015,106027,4609
"1781","Needham","Norfolk County","MA","Needham","2005-2009",2009,118030,8494
"1782","Needham","Norfolk County","MA","Needham","2006-2010",2010,114365,8446
"1783","Needham","Norfolk County","MA","Needham","2007-2011",2011,121080,8890
"1784","Needham","Norfolk County","MA","Needham","2008-2012",2012,125170,7156
"1785","Needham","Norfolk County","MA","Needham","2009-2013",2011,127753,7397
"1786","Needham","Norfolk County","MA","Needham","2010-2014",2012,129154,9044
"1787","Needham","Norfolk County","MA","Needham","2011-2015",2013,132237,10958
"1788","Needham","Norfolk County","MA","Needham","2012-2016",2014,139477,12286
"1789","Needham","Norfolk County","MA","Needham","2013-2017",2015,141690,12164
"1790","New Ashford","Berkshire County","MA","New Ashford","2005-2009",2009,61339,7329
"1791","New Ashford","Berkshire County","MA","New Ashford","2006-2010",2010,69583,22671
"1792","New Ashford","Berkshire County","MA","New Ashford","2007-2011",2011,63854,8601
"1793","New Ashford","Berkshire County","MA","New Ashford","2008-2012",2012,65833,12276
"1794","New Ashford","Berkshire County","MA","New Ashford","2009-2013",2011,73333,12132
"1795","New Ashford","Berkshire County","MA","New Ashford","2010-2014",2012,73750,12676
"1796","New Ashford","Berkshire County","MA","New Ashford","2011-2015",2013,88750,20060
"1797","New Ashford","Berkshire County","MA","New Ashford","2012-2016",2014,82917,20924
"1798","New Ashford","Berkshire County","MA","New Ashford","2013-2017",2015,84583,20056
"1799","New Bedford","Bristol County","MA","New Bedford","2005-2009",2009,36775,1652
"1800","New Bedford","Bristol County","MA","New Bedford","2006-2010",2010,36172,1523
"1801","New Bedford","Bristol County","MA","New Bedford","2007-2011",2011,37493,1510
"1802","New Bedford","Bristol County","MA","New Bedford","2008-2012",2012,36789,1115
"1803","New Bedford","Bristol County","MA","New Bedford","2009-2013",2011,35999,1336
"1804","New Bedford","Bristol County","MA","New Bedford","2010-2014",2012,36813,1441
"1805","New Bedford","Bristol County","MA","New Bedford","2011-2015",2013,37574,1171
"1806","New Bedford","Bristol County","MA","New Bedford","2012-2016",2014,38178,1287
"1807","New Bedford","Bristol County","MA","New Bedford","2013-2017",2015,40626,1326
"1808","New Braintree","Worcester County","MA","New Braintree","2005-2009",2009,87813,7350
"1809","New Braintree","Worcester County","MA","New Braintree","2006-2010",2010,85417,11802
"1810","New Braintree","Worcester County","MA","New Braintree","2007-2011",2011,88571,8325
"1811","New Braintree","Worcester County","MA","New Braintree","2008-2012",2012,85625,7350
"1812","New Braintree","Worcester County","MA","New Braintree","2009-2013",2011,82569,8485
"1813","New Braintree","Worcester County","MA","New Braintree","2010-2014",2012,81136,9024
"1814","New Braintree","Worcester County","MA","New Braintree","2011-2015",2013,80000,8352
"1815","New Braintree","Worcester County","MA","New Braintree","2012-2016",2014,81389,8334
"1816","New Braintree","Worcester County","MA","New Braintree","2013-2017",2015,84432,11734
"1817","New Marlborough","Berkshire County","MA","New Marlborough","2005-2009",2009,56250,9835
"1818","New Marlborough","Berkshire County","MA","New Marlborough","2006-2010",2010,57917,11026
"1819","New Marlborough","Berkshire County","MA","New Marlborough","2007-2011",2011,67528,12672
"1820","New Marlborough","Berkshire County","MA","New Marlborough","2008-2012",2012,66875,9588
"1821","New Marlborough","Berkshire County","MA","New Marlborough","2009-2013",2011,65278,10067
"1822","New Marlborough","Berkshire County","MA","New Marlborough","2010-2014",2012,64559,10155
"1823","New Marlborough","Berkshire County","MA","New Marlborough","2011-2015",2013,74688,13036
"1824","New Marlborough","Berkshire County","MA","New Marlborough","2012-2016",2014,72321,11812
"1825","New Marlborough","Berkshire County","MA","New Marlborough","2013-2017",2015,73750,13577
"1826","New Salem","Franklin County","MA","New Salem","2005-2009",2009,59267,7015
"1827","New Salem","Franklin County","MA","New Salem","2006-2010",2010,61471,8108
"1828","New Salem","Franklin County","MA","New Salem","2007-2011",2011,64833,18998
"1829","New Salem","Franklin County","MA","New Salem","2008-2012",2012,64583,11760
"1830","New Salem","Franklin County","MA","New Salem","2009-2013",2011,72656,7116
"1831","New Salem","Franklin County","MA","New Salem","2010-2014",2012,78667,7786
"1832","New Salem","Franklin County","MA","New Salem","2011-2015",2013,68500,10227
"1833","New Salem","Franklin County","MA","New Salem","2012-2016",2014,71375,9664
"1834","New Salem","Franklin County","MA","New Salem","2013-2017",2015,71908,15529
"1835","Newbury","Essex County","MA","Newbury","2005-2009",2009,80625,16960
"1836","Newbury","Essex County","MA","Newbury","2006-2010",2010,91052,11233
"1837","Newbury","Essex County","MA","Newbury","2007-2011",2011,89107,13403
"1838","Newbury","Essex County","MA","Newbury","2008-2012",2012,90329,15588
"1839","Newbury","Essex County","MA","Newbury","2009-2013",2011,91678,9724
"1840","Newbury","Essex County","MA","Newbury","2010-2014",2012,95827,11865
"1841","Newbury","Essex County","MA","Newbury","2011-2015",2013,91168,15158
"1842","Newbury","Essex County","MA","Newbury","2012-2016",2014,92454,14819
"1843","Newbury","Essex County","MA","Newbury","2013-2017",2015,89433,9588
"1844","Newburyport","Essex County","MA","Newburyport","2005-2009",2009,76148,6581
"1845","Newburyport","Essex County","MA","Newburyport","2006-2010",2010,76300,8249
"1846","Newburyport","Essex County","MA","Newburyport","2007-2011",2011,80861,6285
"1847","Newburyport","Essex County","MA","Newburyport","2008-2012",2012,83509,7525
"1848","Newburyport","Essex County","MA","Newburyport","2009-2013",2011,78638,7562
"1849","Newburyport","Essex County","MA","Newburyport","2010-2014",2012,83149,7068
"1850","Newburyport","Essex County","MA","Newburyport","2011-2015",2013,85556,5494
"1851","Newburyport","Essex County","MA","Newburyport","2012-2016",2014,87162,5881
"1852","Newburyport","Essex County","MA","Newburyport","2013-2017",2015,89887,6549
"1853","Newton","Middlesex County","MA","Newton","2005-2009",2009,105770,4538
"1854","Newton","Middlesex County","MA","Newton","2006-2010",2010,107696,4081
"1855","Newton","Middlesex County","MA","Newton","2007-2011",2011,109724,4249
"1856","Newton","Middlesex County","MA","Newton","2008-2012",2012,113416,6256
"1857","Newton","Middlesex County","MA","Newton","2009-2013",2011,119148,5187
"1858","Newton","Middlesex County","MA","Newton","2010-2014",2012,118639,5672
"1859","Newton","Middlesex County","MA","Newton","2011-2015",2013,122080,4102
"1860","Newton","Middlesex County","MA","Newton","2012-2016",2014,127402,4192
"1861","Newton","Middlesex County","MA","Newton","2013-2017",2015,133853,4536
"1862","Norfolk","Norfolk County","MA","Norfolk","2005-2009",2009,119904,13531
"1863","Norfolk","Norfolk County","MA","Norfolk","2006-2010",2010,113266,12255
"1864","Norfolk","Norfolk County","MA","Norfolk","2007-2011",2011,118809,13781
"1865","Norfolk","Norfolk County","MA","Norfolk","2008-2012",2012,128224,15544
"1866","Norfolk","Norfolk County","MA","Norfolk","2009-2013",2011,134104,14447
"1867","Norfolk","Norfolk County","MA","Norfolk","2010-2014",2012,143682,11652
"1868","Norfolk","Norfolk County","MA","Norfolk","2011-2015",2013,141278,10656
"1869","Norfolk","Norfolk County","MA","Norfolk","2012-2016",2014,138452,13161
"1870","Norfolk","Norfolk County","MA","Norfolk","2013-2017",2015,139137,10011
"1871","North Adams","Berkshire County","MA","North Adams","2005-2009",2009,35020,3558
"1872","North Adams","Berkshire County","MA","North Adams","2006-2010",2010,35401,3293
"1873","North Adams","Berkshire County","MA","North Adams","2007-2011",2011,36424,3216
"1874","North Adams","Berkshire County","MA","North Adams","2008-2012",2012,36510,2843
"1875","North Adams","Berkshire County","MA","North Adams","2009-2013",2011,38317,3514
"1876","North Adams","Berkshire County","MA","North Adams","2010-2014",2012,37654,3186
"1877","North Adams","Berkshire County","MA","North Adams","2011-2015",2013,38490,3526
"1878","North Adams","Berkshire County","MA","North Adams","2012-2016",2014,32804,6857
"1879","North Adams","Berkshire County","MA","North Adams","2013-2017",2015,38774,3819
"1880","North Andover","Essex County","MA","North Andover","2005-2009",2009,94529,7154
"1881","North Andover","Essex County","MA","North Andover","2006-2010",2010,91741,9032
"1882","North Andover","Essex County","MA","North Andover","2007-2011",2011,95199,8101
"1883","North Andover","Essex County","MA","North Andover","2008-2012",2012,97044,8188
"1884","North Andover","Essex County","MA","North Andover","2009-2013",2011,96002,8181
"1885","North Andover","Essex County","MA","North Andover","2010-2014",2012,100544,7522
"1886","North Andover","Essex County","MA","North Andover","2011-2015",2013,100286,6844
"1887","North Andover","Essex County","MA","North Andover","2012-2016",2014,102008,5376
"1888","North Andover","Essex County","MA","North Andover","2013-2017",2015,105661,5352
"1889","North Attleborough","Bristol County","MA","North Attleborough","2005-2009",2009,76165,3449
"1890","North Attleborough","Bristol County","MA","North Attleborough","2006-2010",2010,77669,5717
"1891","North Attleborough","Bristol County","MA","North Attleborough","2007-2011",2011,80757,4801
"1892","North Attleborough","Bristol County","MA","North Attleborough","2008-2012",2012,80510,5100
"1893","North Attleborough","Bristol County","MA","North Attleborough","2009-2013",2011,79289,3949
"1894","North Attleborough","Bristol County","MA","North Attleborough","2010-2014",2012,81847,3016
"1895","North Attleborough","Bristol County","MA","North Attleborough","2011-2015",2013,81849,3681
"1896","North Attleborough","Bristol County","MA","North Attleborough","2012-2016",2014,83735,5305
"1897","North Attleborough","Bristol County","MA","North Attleborough","2013-2017",2015,87093,5481
"1898","North Brookfield","Worcester County","MA","North Brookfield","2005-2009",2009,57143,9915
"1899","North Brookfield","Worcester County","MA","North Brookfield","2006-2010",2010,57196,11377
"1900","North Brookfield","Worcester County","MA","North Brookfield","2007-2011",2011,64009,10089
"1901","North Brookfield","Worcester County","MA","North Brookfield","2008-2012",2012,58349,12286
"1902","North Brookfield","Worcester County","MA","North Brookfield","2009-2013",2011,54439,13487
"1903","North Brookfield","Worcester County","MA","North Brookfield","2010-2014",2012,58438,18297
"1904","North Brookfield","Worcester County","MA","North Brookfield","2011-2015",2013,68232,12999
"1905","North Brookfield","Worcester County","MA","North Brookfield","2012-2016",2014,70873,6371
"1906","North Brookfield","Worcester County","MA","North Brookfield","2013-2017",2015,73133,6673
"1907","North Reading","Middlesex County","MA","North Reading","2005-2009",2009,94250,5731
"1908","North Reading","Middlesex County","MA","North Reading","2006-2010",2010,96016,6889
"1909","North Reading","Middlesex County","MA","North Reading","2007-2011",2011,104069,4493
"1910","North Reading","Middlesex County","MA","North Reading","2008-2012",2012,105198,4898
"1911","North Reading","Middlesex County","MA","North Reading","2009-2013",2011,110852,7971
"1912","North Reading","Middlesex County","MA","North Reading","2010-2014",2012,112419,11785
"1913","North Reading","Middlesex County","MA","North Reading","2011-2015",2013,123103,9806
"1914","North Reading","Middlesex County","MA","North Reading","2012-2016",2014,119933,10809
"1915","North Reading","Middlesex County","MA","North Reading","2013-2017",2015,124750,7866
"1916","Northampton","Hampshire County","MA","Northampton","2005-2009",2009,51018,4257
"1917","Northampton","Hampshire County","MA","Northampton","2006-2010",2010,52868,3175
"1918","Northampton","Hampshire County","MA","Northampton","2007-2011",2011,54413,3324
"1919","Northampton","Hampshire County","MA","Northampton","2008-2012",2012,56999,3305
"1920","Northampton","Hampshire County","MA","Northampton","2009-2013",2011,57991,3507
"1921","Northampton","Hampshire County","MA","Northampton","2010-2014",2012,58179,4139
"1922","Northampton","Hampshire County","MA","Northampton","2011-2015",2013,59274,3668
"1923","Northampton","Hampshire County","MA","Northampton","2012-2016",2014,61813,2950
"1924","Northampton","Hampshire County","MA","Northampton","2013-2017",2015,62838,3013
"1925","Northborough","Worcester County","MA","Northborough","2005-2009",2009,101272,5818
"1926","Northborough","Worcester County","MA","Northborough","2006-2010",2010,102969,6446
"1927","Northborough","Worcester County","MA","Northborough","2007-2011",2011,104420,8577
"1928","Northborough","Worcester County","MA","Northborough","2008-2012",2012,103506,8834
"1929","Northborough","Worcester County","MA","Northborough","2009-2013",2011,108415,7176
"1930","Northborough","Worcester County","MA","Northborough","2010-2014",2012,107111,9344
"1931","Northborough","Worcester County","MA","Northborough","2011-2015",2013,107797,7609
"1932","Northborough","Worcester County","MA","Northborough","2012-2016",2014,110147,5474
"1933","Northborough","Worcester County","MA","Northborough","2013-2017",2015,111875,6564
"1934","Northbridge","Worcester County","MA","Northbridge","2005-2009",2009,72292,8705
"1935","Northbridge","Worcester County","MA","Northbridge","2006-2010",2010,68016,9534
"1936","Northbridge","Worcester County","MA","Northbridge","2007-2011",2011,68981,8131
"1937","Northbridge","Worcester County","MA","Northbridge","2008-2012",2012,66784,7865
"1938","Northbridge","Worcester County","MA","Northbridge","2009-2013",2011,66541,7560
"1939","Northbridge","Worcester County","MA","Northbridge","2010-2014",2012,70399,6255
"1940","Northbridge","Worcester County","MA","Northbridge","2011-2015",2013,72550,5061
"1941","Northbridge","Worcester County","MA","Northbridge","2012-2016",2014,73464,6254
"1942","Northbridge","Worcester County","MA","Northbridge","2013-2017",2015,75186,6093
"1943","Northfield","Franklin County","MA","Northfield","2005-2009",2009,70064,8393
"1944","Northfield","Franklin County","MA","Northfield","2006-2010",2010,70606,8839
"1945","Northfield","Franklin County","MA","Northfield","2007-2011",2011,61667,9211
"1946","Northfield","Franklin County","MA","Northfield","2008-2012",2012,62292,9496
"1947","Northfield","Franklin County","MA","Northfield","2009-2013",2011,60608,6685
"1948","Northfield","Franklin County","MA","Northfield","2010-2014",2012,60721,6020
"1949","Northfield","Franklin County","MA","Northfield","2011-2015",2013,63491,9191
"1950","Northfield","Franklin County","MA","Northfield","2012-2016",2014,63963,9957
"1951","Northfield","Franklin County","MA","Northfield","2013-2017",2015,69028,14942
"1952","Norton","Bristol County","MA","Norton","2005-2009",2009,75108,5360
"1953","Norton","Bristol County","MA","Norton","2006-2010",2010,77786,5057
"1954","Norton","Bristol County","MA","Norton","2007-2011",2011,75538,6264
"1955","Norton","Bristol County","MA","Norton","2008-2012",2012,80543,4108
"1956","Norton","Bristol County","MA","Norton","2009-2013",2011,81069,6424
"1957","Norton","Bristol County","MA","Norton","2010-2014",2012,80806,4542
"1958","Norton","Bristol County","MA","Norton","2011-2015",2013,91438,9616
"1959","Norton","Bristol County","MA","Norton","2012-2016",2014,95221,6849
"1960","Norton","Bristol County","MA","Norton","2013-2017",2015,102869,7716
"1961","Norwell","Plymouth County","MA","Norwell","2005-2009",2009,108526,3245
"1962","Norwell","Plymouth County","MA","Norwell","2006-2010",2010,108944,6007
"1963","Norwell","Plymouth County","MA","Norwell","2007-2011",2011,109167,11362
"1964","Norwell","Plymouth County","MA","Norwell","2008-2012",2012,114213,11555
"1965","Norwell","Plymouth County","MA","Norwell","2009-2013",2011,113944,10663
"1966","Norwell","Plymouth County","MA","Norwell","2010-2014",2012,110671,12362
"1967","Norwell","Plymouth County","MA","Norwell","2011-2015",2013,111628,10210
"1968","Norwell","Plymouth County","MA","Norwell","2012-2016",2014,114560,8123
"1969","Norwell","Plymouth County","MA","Norwell","2013-2017",2015,128563,11669
"1970","Norwood","Norfolk County","MA","Norwood","2005-2009",2009,68128,4772
"1971","Norwood","Norfolk County","MA","Norwood","2006-2010",2010,72472,4613
"1972","Norwood","Norfolk County","MA","Norwood","2007-2011",2011,73838,4541
"1973","Norwood","Norfolk County","MA","Norwood","2008-2012",2012,75795,4720
"1974","Norwood","Norfolk County","MA","Norwood","2009-2013",2011,75957,5969
"1975","Norwood","Norfolk County","MA","Norwood","2010-2014",2012,79963,6878
"1976","Norwood","Norfolk County","MA","Norwood","2011-2015",2013,80532,6709
"1977","Norwood","Norfolk County","MA","Norwood","2012-2016",2014,83883,3444
"1978","Norwood","Norfolk County","MA","Norwood","2013-2017",2015,87516,3746
